,Play 1,Play2,Op symbol1,Op symbol2,Cost,Operation Type
14,"('DARIUS.', ""Ne va-t-on pas nommer l'héritier de l'Empire ? Ignores-tu nos lois ? Le Roi doit accorder Ce que son successeur lui voudra demander."")",,14,-,1.0,Insertion
15,"('ORONTE.', ""Mais, Seigneur, songez-vous que vous avez un frère Amant de Nitocris, et chéri de son père ? Vous devez ménager, implorer la faveur D'un Ministre insolent jaloux de sa grandeur."")",,15,-,1.0,Insertion
16,"('DARIUS.', ""Faudra-t-il m'abaisser jusqu'à prier un traître, Moi l'Héritier du trône, et le fils de son maître ? Oui, noble orgueil du sang, il faut malgré tes lois, Il faut fléchir, mais c'est pour la dernière fois. Allons pour Tiribaze affecter tant de zèle."")","('ARTABAN, seul.', ""Impérieux Xercès, enfin ma main hardie À mon ambition vient d'immoler ta vie. L'audace, le hasard, le sommeil et la nuit, Tout a servi mes coups. Mais j'entends quelque bruit , Qui porte ici ses pas ? Est-ce toi, Mégabise ?"")",16,11,0.34,Substitution
17,"('ORONTE.', ""Mais aimant Nitocris, présumant tout pour elle, S'il presse votre hymen, vous devez l'accorder."")",,17,-,1.0,Insertion
18,"('DARIUS.', ""Il a trop de fierté pour me le demander ; Pour sa fille et pour lui, mes soins, ma complaisance, Lui donnent plus d'orgueil, et plus de confiance."")",,18,-,1.0,Insertion
19,"('ORONTE.', ""Je sais que de sa fille aveugle adorateur, Il croit que son mérite a touché votre coeur. Cependant il suspend le choix de votre père, Incertain jusqu'ici sur le choix qu'il doit faire, Toujours prêt à trahir ou votre frère, ou vous. Régnez par sa faveur, et bravez son courroux. Ne perdez point de temps ; dans ce moment peut-être Le Perfide travaille à vous donner un maître. Forcez votre fierté pour conserver vos droits."")","('MÉGABISE.', ""Je viens vous retrouver, Seigneur. Avec surprise En passant vers ces lieux mes yeux ont rencontré Votre fils plein de Trouble, errant, désespéré. Eh ! comment, exilé par Xercès, par vous-même, S'arrêtait-il dans Suze ? En quel péril extrême Sa présence en ces lieux..."")",19,12,0.32,Substitution
20,"('DARIUS.', ""L'ambition n'est rien, j'écoute une autre voix. Le Trône ne vaut pas ce qu'on souffre de blâme À prier un sujet qu'on déteste dans l'âme ; Mais l'amour qui nous rend plus faibles, plus soumis, Descend jusqu'à prier nos plus grands Ennemis. Je le vois. Laisse-nous."")",,20,-,1.0,Insertion
21,"('DARIUS.', ""Que venez-vous m'apprendre ? Ce grand choix que le Roi fait si longtemps attendre, Le va-t-il faire enfin pour le commun bonheur ?"")","('ARTABAN.', ""Étonné comme toi, J'ai hâté son départ. Mais toi, parle, dis-moi, Sait-on l'évènement ?..."")",21,13,0.78,Substitution
22,"('TIRIBAZE.', ""Il brûle de le faire, et malgré tant d'ardeur, Il plaint Ariarathe, et son inquiétude Entre deux fils si chers fait son incertitude. Ajoutez à ce triste et cruel embarras, Le trouble que la Reine a fait par son trépas. Joignez aux déplaisirs d'un époux et d'un père, Le sanglant souvenir de la mort de son frère. Depuis l'instant fatal qu'en nos derniers combats Il fit tomber Cyrus sous l'effort de son bras, Troublé par cette mort, dont l'image l'étonne, Il est presque tenté de quitter la Couronne. Ainsi le voyant plein de remords, de douleur, Oserai-je presser le choix d'un Successeur ?"")","('MÉGABISE.', ""On ne sait rien encore : Mais sitôt que le Dieu qu'en Perse l'on adore, Va de ses premiers feux éclairer ce Palais , J'annonce avec terreur le destin de Xercès."")",22,14,0.69,Substitution
23,"('DARIUS.', ""Son triomphe rend-il sa valeur criminelle ? Se fait-il un forfait de la mort d'un Rebelle ? Le Roi rend par ce coup la paix à ses États ; Et s'il veut s'épargner de nouveaux embarras, Le choix d'un successeur n'est pas moins nécessaire. Si vous aviez voulu... mais vous aimez mon frère, Et ne pouvant sur lui tourner le choix du Roi, Vous voulez empêcher qu'il ne tombe sur moi."")","('ARTABAN.', ""Je lui devais la mort : j'ai satisfait ma haine. C'était trop supporter sa puissance hautaine, C'était trop dévorer mes désirs inquiets. Ses fils restent encor ; mais j'ai d'autres projets. Tu sais si Darius est jaloux d'Artaxerce, Si, le voyant monter au trône de la Perse, Cc jeune ambitieux devenu son sujet. Contre un frère odieux va s'armer en secret ; L'ambition de l'un, de l'autre les ombrages, Ami, vont me servir à former les orages. Je vais, en aigrissant les levains dangereux Des haines qu'avec art j'ai su nourrir entre eux, Sur le meurtre du Roi trompant la Perse entière, Tourner sur Darius les soupçons de son frère, Détruire l'un par l'autre, et par ces coups hardis Accomplir mes desseins et couronner mon fils."")",23,15,0.14,Substitution
24,,"('MÉGABISE.', 'Lui, Seigneur ! Votre fils !...')",-,16,1.0,Deletion
25,"('TIRIBAZE.', ""Puisque vous m'y forcez, je veux bien vous le dire, On sait par quels conseils je sauvai cet Empire, Quand votre Oncle Cyrus vint attaquer le Roi ; On sait quels coups pour lui je détournai sur moi, Et qu'aux plus grands périls ma vie abandonnée, Par mon sang prodigué marqua cette journée. Quand le Roi veut nommer un successeur, je crois Que sauvé par mon bras, il peut songer à moi. Je pourrais me flatter de l'espoir qu'il me donne. Qui m'a sauvé la vie, a part à la Couronne. Voilà ce qu'il m'a dit, Seigneur, plus d'une fois ;  Mais je laisse le Trône au seul sang de nos Rois ; Et l'exemple éclatant de cette déférence, Aux plus ambitieux doit imposer silence. Je fais plus. Quand je vois plus d'un frère jaloux Combattre fièrement de l'Empire avec vous, J'obtiens enfin du Roi, Seigneur, qu'entre vos frères, Qui déchirent l'État en des partis contraires, Ariarathe seul vous dispute ce choix. Ayant devant le Roi balancé tous vos droits, Quoi que toujours pour vous un doux penchant l'entraîne, Ainsi que sa raison, sa tendresse incertaine, Semble entre ses deux fils n'oser rien décider, Et me livrer un choix qu'il n'ose hasarder."")","('ARTABAN.', ""Un tel projet t'étonne : Rarement pour un autre on envahit un trône : Mais sous le nom d'un fils je donnerai la loi ; Le rang sera pour lui, la puissance pour moi. J'assure ainsi bien mieux cet Empire à ma race , Qu'en étant Roi moi-même, en exposant Arbace, Que sais-je ? À des hasards, à des revers nouveaux Qui pourraient après moi renverser mes travaux. Lorsqu'une fois du Trône une race est chassée, La révolution n'est jamais bien fixée Que sous un Prince jeune, et qui pour tous les temps Semble ôter aux esprits l'espoir des changements. Ainsi, portant mon fils à la grandeur suprême, L'assurant à mon sang, en jouissant moi-même, Ami, j'accorde tout ; et dans ma passion, Mon coeur sert la nature et sert l'ambition. Xercès dans son orgueil dédaignant ma famille, Osait punir mon fils d'aspirer à sa fille, Sans songer que les Rois par de pareils liens S'attachent dans les Grands leurs plus fermes soutiens, Et que nous valons bien pour leur haute fortune, L'alliance des Cours, si souvent importune. Tant d'orgueil m'indigna ; mais mon coeur offensé Sut renfermer le trait dont il était blessé. Persécuteur d'Arbace autant que le Roi même, Je pressai le premier l'exil d'un fils que j'aime : Mais si je secondai la rigueur de Xercès, Ce fut pour avancer l'effet de mes projets, L'instant où de sa main couronnant sa maîtresse Mon Fils tiendra de moi le sceptre et la Princesse."")",24,17,0.0,Match
26,"('DARIUS.', ""Si de votre destin vous devenez le maître, Au moins faites un Roi qui soit digne de l'être. N'attendez rien de bas d'un coeur comme le mien, Un autre pour régner ne ménagerait rien. Nul ne sait mieux que moi ce que vaut un Empire. Je ne suis point ingrat, cela vous doit suffire ; Mais s'il fallait rougir pour un Trône à gagner, J'aimerais mieux cent fois obéir que régner."")","('MÉGABISE.', ""Pourquoi donc l'éloigner, ce fils que vous servez, Seigneur, ce fils heureux à qui vous réservez De si brillants destins..."")",25,18,0.81,Substitution
27,"('TIRIBAZE.', ""J'aime ce noble orgueil, ce généreux langage. Vous estes né trop grand pour manquer de courage ; Des Princes comme vous ne sont jamais ingrats, Mais de grands intérêts que vous n'ignorez pas... Seigneur, n'en parlons plus, je n'ai plus rien à dire ; C'est à vous de m'entendre, il s'agit de l'Empire."")","('ARTABAN.', ""Je sais quel est Arbace. Je n'aurais jamais pu dans ma superbe audace, Plier à mon projet dès longtemps concerté, De son âpre vertu l'inflexibilité. Je l'écarte aujourd'hui, de crainte, Mégabise, Qu'il n'osât en secret troubler mon entreprise : Mais lorsque mes efforts auront tout achevé, Arbace se voyant à l'Empire élevé, Ne se reprochant rien dans sa grandeur suprême, Et couronnant enfin la Princesse qu'il aime, Au comble de ses voeux bénira son destin. Tout concourt au succès de mon vaste dessein, Mon crédit dans l'État ; ce que mes mains propices, Dans la paix, dans la guerre, ont rendu de services ; Le soldat qui par tout n'obéit qu'à mes lois ; Les premiers de l'État dont j'ai gagné les voix. Je fais plus, Mégabise, et du sang que je verse Je cimente à jamais le trône de la Perse. Des longtemps, tu le vois , l'Empire de Cyrus, Privé de la splendeur ne se ressemblait plus ; De ce peuple avili je voyais la faiblesse Prête à baisser le front sous le joug de la Grèce, Et devant Salamine il semblait qu'abattu Le Perse avec sa flotte eût laissé sa vertu. Autre Maître, autres jours. Un plus heureux génie Efface nos malheurs et notre ignominie, Et ma première excuse, en ce grand attentat, Est d'avoir prévenu la chute de l'État. Mais sur ces lieux, ami, déjà le jour se montre, Va, cours vers Artaxerce avant qu'il nous rencontre, Et par le voile adroit d'une feinte terreur, Épaissis sur ses yeux la nuit de son erreur. De sa crédulité tout me répond d'avance, Mon ascendant sur lui, son inexpérience, Et ce respect de fils que garde encor longtemps Un coeur dont on forma les premiers sentiments. Va, sois sûr qu'avec moi la fortune t'appelle, Qu'au-delà de tes voeux je vais payer ton zèle."")",26,19,0.45,Substitution
28,"('DARIUS.', ""Je veux vous le devoir, d'autant plus que je vois Que vous aimez ma gloire, et me traitez en Roi. Moins vous me demandez et plus je dois vous rendre ;  Qui donne ainsi le trône, a droit de tout prétendre ; Et mon zèle agissant sur l'exemple du Roi, Vous répond après lui de ce que je vous dois. Mais voici Nitocris."")","('MÉGABISE.', 'Je vous dois déjà tout ; vous connaîtrez ma foi, Seigneur.')",27,20,0.3,Substitution
29,"('DARIUS.', ""Que ne puis-je, Madame, Expliquer à vos yeux les transports de mon âme ! Votre père m'apprête un sort si glorieux... Mais je vois un grand trouble éclater dans vos yeux, L'espoir qu'il m'a donné pourrait-il vous déplaire ? Laissez agir pour moi les soins de votre père. Pour n'être pas ingrat, je n'épargnerai rien, Et je mettrai son sort aussi haut que le mien."")","('ARTABAN.', ""J'entends le Prince , il entre ; laisse-moi. Je saurai lui parler sans que je me trahisse , Ou par trop d'embarras, ou par trop d'artifice. À part."")",28,21,0.2,Substitution
30,,"('ARTAXERCE.', 'Ô crime ! Ô trahison !')",-,22,1.0,Deletion
31,"('NITOCRIS.', 'Quel succès attend-il, Seigneur, de votre zèle ? À son frère, à vous-même, estes-vous infidèle ? Vous savez quelle part je prends à ce grand choix, Où deux princes rivaux demandent votre voix. Mais ce qui plus me gêne, est de voir que vous-même  Vous renoncez pour eux à la grandeur suprême. Quel est votre dessein ?')","('ARTABAN.', 'Seigneur, où courez-vous ?')",29,23,1.33,Substitution
32,"('TIRIBAZE.', ""Il suffira pour nous Qu'il nomme un de ses fils qui sera ton époux."")",,30,-,1.0,Insertion
33,"('NITOCRIS.', ""Il suffira pour nous ! Quel langage est le vôtre ? Vous avez pour régner plus de droit que tout autre. Ne songez qu'à vous seul. Le pouvoir souverain Est presque tout entier, Seigneur, dans votre main. Du suffrage du Roi n'êtes-vous pas le maître ?"")","('ARTAXERCE.', 'Savez-vous, Artaban, savez-vous sous quels coups Xercès...')",31,24,1.37,Substitution
34,,"('ARTABAN.', 'Eh bien, Seigneur ?')",-,25,1.0,Deletion
35,"('TIRIBAZE.', ""Ma fille, à cet orgueil que tu me fais paraître, Je reconnais mon sang, et j'aime à voir en toi Une fille si fière, et si digne de moi. J'ai du courage assez pour prétendre à l'Empire ; Mais enfin quelque orgueil que ma faveur m'inspire, Le Roi me refusa la Princesse Amestris. Quoi que de grands honneurs effacent ce mépris, Le Roi souffrira-t-il qu'une audace insensée Jusqu'aux droits de son sang élève ma pensée ? Le Roi me promet tout, mais la commune voix Élève Darius au Trône de nos Rois. Des Perses inconstants n'irritons pas la haine, Assurons à mon sang la grandeur souveraine ; Que ton front couronné console mes vieux ans, Et que je règne en toi pour régner plus longtemps. Le Roi pour Darius fortement s'intéresse, Mais j'ai su pour son frère exciter sa tendresse, Et parlant pour tous deux, j'ai suspendu sa voix, Pour devenir enfin l'Arbitre de son choix. Non, qu'à le faire seul mon orgueil se dispense,  Mais comme il semble enfin m'en donner la puissance, Je remets dans tes mains un droit si glorieux. Choisis sans plus tarder avec tes propres yeux. Il faut prendre parti, sans te laisser surprendre Aux dangereux conseils de l'Amour faible et tendre. Le jeune Ariarathe a pour toi plus d'ardeur, Mais Darius fait voir par tout plus de grandeur. Il semble qu'en naissant, et prévenant son frère, Il prit du sang des Rois l'auguste caractère, Et que s'étant saisi des vertus de son rang, N'en a laissé que l'ombre aux restes de son sang. Il revient triomphant, et fier de sa victoire, Il montre moins d'amour, occupé de sa gloire. L'amour d'Ariarathe est digne de pitié ; Mais doit-on écouter l'amour et l'amitié, Quand un grand intérêt veut qu'on les sacrifie ? La Fortune nous rit, elle nous justifie."")","('ARTAXERCE.', 'Un monstre sanguinaire, Un barbare !...')",32,26,1.36,Substitution
36,,"('ARTABAN.', 'Achevez.')",-,27,1.0,Deletion
37,,"('ARTAXERCE.', ""On a tué mon père. De trois coups de poignard j'ai vu son sein percé."")",-,28,1.0,Deletion
38,,"('ARTABAN.', 'Eh ! Qui soupçonne-t-on ? Qui peut avoir versé ?...')",-,29,1.0,Deletion
39,"('NITOCRIS.', ""Vos leçons, votre exemple, et vos fiers sentiments, M'ont appris à braver l'Amour et les amants. Vous m'avez inspiré ces pensers héroïques, Et cette dureté des vertus politiques. Si la seule grandeur a pour vous des appas, J'ai mêmes yeux que vous, je marche sur vos pas. Commandez, choisissez, je suis toute à mon père, Et s'il faut faire un choix, c'est à vous à le faire."")","('ARTAXERCE.', ""Mon père n'était plus, je n'ai pu rien connaître. Mes ordres sont donnés, je fais chercher le traître. Je vais, j'erre, je cours, ces moments sont affreux... Ah ! Xercès vous aimait : dans mon sort malheureux Je réclame, Artaban, vos soins, votre prudence.... Qui soupçonner, ô Dieux ? Où porter ma vengeance ?"")",33,30,0.3,Substitution
40,"('TIRIBAZE.', ""Ministre ambitieux, je devrais te donner Un Roi faible, et qui fut facile à gouverner. Je deviendrais plus grand, plus fort par sa faiblesse ; Mais cette Politique est dure à ma tendresse ; Je t'aime ; Darius te fera plus d'honneur. Va-t-en voir Aspasie, et fais avec chaleur Agir pour Darius son crédit et son zèle. Toute Fille qu'elle est, le Roi souvent l'appelle Aux secrets de l'Empire, aux soins de sa grandeur, Et semble entre elle et moi balancer sa faveur. J'en murmure en secret, mais craignant sa puissance, Nous devons avec elle agir d'intelligence. Sur le choix qu'on attend je dois presser le Roi. Fier de son amitié qui redouble pour moi, Je pourrai faire entrer le Sceptre en ma Famille. Celui qu'il va nommer va couronner ma Fille, Et mon ambition ne pouvant plus monter, N'aura plus rien à craindre, et rien à souhaiter."")","('ARTABAN.', 'Aveugle ambition, mère des attentats, Quels noms respectes-tu ? Quels freins ne romps-tu pas ?')",34,31,0.73,Substitution
41,"('NITOCRIS.', 'Il faut abandonner le Prince Ariarathe, Cléone...')",,35,-,1.0,Insertion
42,"('CLÉONE.', ""Quelque espoir dont Darius vous flatte, Le tendre Ariarathe a pour vous tant d'ardeur..."")","('ARTAXERCE.', 'Comment ? Vous luirait-il quelque clarté soudaine ?')",36,32,1.35,Substitution
43,"('NITOCRIS.', ""C'est l'ordre de mon père, et celui de mon coeur ; Car enfin pour t'ouvrir le fond de ma pensée, Penses-tu que j'écoute une flamme insensée ? Penses-tu que trop faible, et sensible à mon tour, Je trouve plus d'appas, où je vois plus d'amour ? Où je vois plus d'amour, je vois plus de faiblesse ; Je distingue le rang, et non pas la tendresse ; C'est au lieu le plus haut et le plus glorieux, [B ; ] C'est là, sans balancer, que j'arrête mes yeux ; Et s'il faut plus avant pénétrer dans nos âmes, Sais-tu bien ce qui fait nos désirs et nos flammes ? L'orgueil fait tout, Cléone, et pour dire encor plus, La vanité souvent fait toutes nos vertus. L'amour n'est pas un Dieu tel qu'on l'a voulu faire; L'amour périt bientôt, sa flamme est passagère ; Le dépit, la raison, l'âge, éteint les ardeurs, Mais la gloire jamais ne meurt dans les grands cours."")","('ARTABAN.', ""Mon esprit au soupçon ne s'ouvre qu'avec peine, D'un semblable forfait plus je cherche l'auteur, Plus je crains d'irriter votre vive douleur."")",37,33,0.3,Substitution
44,"('CLÉONE.', ""Il est des cours, Madame, à l'amour si fidèles, Qu'il y rend quand il veut ses flammes immortelles."")","('ARTAXERCE.', 'Parlez, expliquez-vous, ce discours la redouble, Dans mon malheur au moins délivrez moi du trouble.')",38,34,1.2,Substitution
45,"('NITOCRIS.', ""Crois ce que tu voudras, je ne te dis plus rien ; Mais enfin les grands cours sont faits comme le mien. Ainsi pour Darius, lors que je m'intéresse, Darius ne doit point ce choix à ma tendresse ; J'envisage toujours sa prochaine grandeur, Et le plus près du Trône, est plus près de mon coeur."")","('ARTABAN.', ""Hé Seigneur, qui peut-on justement soupçonner, Quel autre à ce grand crime a pu s'abandonner, Que celui qui pouvait avec quelque avantage Vous disputer du Roi le brillant héritage ?"")",39,35,0.83,Substitution
46,"('CLÉONE.', ""Mais, Madame, après tout, s'il faut que je m'explique, Vous accommodez-vous d'un Amant politique, Qui n'en veut qu'à l'Empire, en soupirant pour vous ?"")","('ARTAXERCE.', ""Je n'ose interpréter ce langage cruel, Quoi ! Vous soupçonneriez..."")",40,36,1.07,Substitution
47,"('NITOCRIS.', ""Dois-je le moins aimer, s'il agit comme nous ? J'aime en lui cette ardeur qui court au diadème ; Il fait tout pour la gloire, et j'en use de même."")",,41,-,1.0,Insertion
48,"('CLÉONE.', ""Mais enfin Darius, de l'air dont je le vois, Vous rendre quelques soins..."")","('ARTABAN.', 'Darius.')",42,37,0.8,Substitution
49,"('NITOCRIS.', ""Hé qui peut mieux que moi Au Trône qui l'attend avec lui prendre place ? La faveur de mon père, et l'éclat de ma race, Tout son espoir qu'il prend de notre seul appui, Justice, honneur, devoir, tout me répond de lui, Et peut-être l'Amour m'en répondra lui-même."")","('ARTABAN.', 'Juste ciel ! Lui ! Mon frère!')",43,38,0.95,Substitution
50,"('CLÉONE.', 'Peut-être...')",,44,-,1.0,Insertion
51,"('NITOCRIS.', ""Mais pourquoi ne veux-tu pas qu'il m'aime ? Je sais qu'avec l'orgueil d'un coeur ambitieux Je prends peu soin de plaire, et de charmer les yeux ; Que n'ayant rien dans l'âme et de faible et de tendre, On donne peu d'amour, quand on n'en saurait prendre ; Mais aussi quelquefois la fierté, les froideurs, Valent bien tous ces soins complaisants et flatteurs. Ce chemin pour charmer, est le moins ordinaire ; Mais on peut plaire enfin, en négligeant de plaire. Quoi qu'il en soit, je vois le Prince à mes genoux. Pour s'assurer du Trône, il a besoin de nous, Et sans examiner s'il aime, ou s'il sait feindre, Mon père m'en répond, je n'ai plus rien à craindre. Allons voir Aspasie, et ne contestons plus, Implorons son pouvoir, et servons Darius. Tu murmures en vain, orgueil fier et rebelle, Il faut sans balancer te contraindre auprès d'elle. Ne crains rien, de quelque air que nous puissions agir, Tout ce qui fait régner, ne fait jamais rougir."")","('ARTABAN.', ""Le sang n'a point de privilège , Dénaturé, perfide, assassin, sacrilège, Quand l'ambition parle, on devient tout."")",45,39,0.87,Substitution
52,,"('ARTAXERCE.', 'Ah ! Dieux !')",-,40,1.0,Deletion
53,"('BARSINE.', 'Quel que soit le sujet de votre inquiétude, Vous ne pouvez sans honte, et sans ingratitude, Vous plaindre ni du Sort, ni du Roi, ni des Dieux ; Ils vous font un destin si beau, si glorieux...')","('ARTABAN.', ""Je verse le poison sur vos jours malheureux, Je le nomme à regret, mais je connais son âme, Oui, Seigneur, dès longtemps l'ambition l'enflamme, J avais su pénétrer ses sentiments cachés , J'avais surpris ses yeux sur le trône attachés, Et ce Prince inhumain, du rang suprême avide Était au fond du coeur dès longtemps parricide, Tel fut, n'en doutez point, dans ce frère inquiet, De la haine pour vous le principe secret."")",46,41,0.38,Substitution
54,"('ASPASIE.', ""Ma fortune est sans-doute illustre, et non commune ; Mais je sens des malheurs plus grands que ma fortune. Je ne me plaindrais pas, si parmi tant de biens Les Dieux avaient mêlé d'autres maux que les miens. Du pays d'Ionie en ces Lieux amenée, Au superbe Cyrus malgré moi destinée, Je vis par son trépas finir mes déplaisirs;  Et mon bonheur allait plus loin que mes désirs, S'il n'eût été troublé par la mort de la Reine. Tu sais bien que pour moi sa faveur fut si pleine, Que le fier Tiribaze en conçut quelque effroi,  D'autant plus qu'elle obtint de l'amitié du Roi, Que j'aurais dans sa Cour les plus augustes marques Qui distinguent ici les Filles des Monarques. Quels honneurs ! Qui jamais a passé comme moi Par un vol si rapide, au rang où je me vois ? Cependant le dirai-je, et le pourra-tu croire ? Des chagrins si cruels empoisonnent ma gloire, Que je préférerais, pour me les épargner, La honte de servir, à l'honneur de régner."")","('ARTAXERCE.', ""Quoi ! Je pourrais penser ?... Il aurait !... Sur un père ? Non, je ne le crois pas ; c'est outrager mon frère. Je sais que dans son Père il haïssait son Roi ; Mais le chemin doit être encor long, croyez-moi, De la haine à la rage, et de l'injure au crime : Plein d'une inimitié, peut-être légitime, Mon coeur désespéré dans ces cruels moments, Ne prend point ses soupçons dans ses ressentiments Qui soupçonne aisément, s'expose aux injustices. Pour accuser un frère il faut d'autres indices ; Et je rougirais trop aux yeux de tout l'État, Si j'avais au hasard fait cet indigne éclat."")",47,42,0.0,Match
55,"('BARSINE.', 'Depuis deux jours, Madame, affectant la retraite, Pour combattre, ou nourrir quelque douleur secrète, Je vois couler vos pleurs. Le verrai-je toujours, Sans pouvoir à vos maux offrir quelque secours ?')","('ARTABAN.', ""Hé bien ! Craignez, Seigneur, de lui faire un outrage : Mais ce frère ennemi qu'Arraxerce ménage, ; Peut-être n'aura pas pour vous le même égard. Vous me croirez un jour, mais peut-être trop tard. Ah ! Seigneur, ah ! plutôt craignez sa jalousie , Craignez l'ambition dont son âme est saisie. Si d'un pareil forfait il a souillé ses mains, Qui respectera-t-il pour remplir ses desseins ?"")",48,43,0.41,Substitution
