,Play 1,Play2,Op symbol1,Op symbol2,Cost,Operation Type
10,,"('HÉRODE.', 'Quelles fortes raisons apportait ce Docteur,  Qui soutient que le songe est toujours un menteur ? ')",-,10,1.0,Deletion
11,"('ALEXANDRE.', ""J'appréhende un voleur qui m'enlève mon bien  J'appréhende celui qui n'appréhende rien,  Celui de qui la main sacrilège et profane  Coupa le beau filet des jours de Mariane,  Et ravit à la terre un soleil précieux  Qui brille maintenant nouvel astre des Cieux,  Une vertu charmante une beauté divine  Un courage Royal, causèrent sa ruine,  Et ce monstre insolent n'arma sa cruauté  Que contre un grand courage et contre une beauté.  Lui qui fit succéder notre innocente mère  Au meurtre d'un aïeul à la perte d'un frère,  Et qui ne la tira de ses mortels liens  Qu'étant déjà souillé du sang de tous les siens,  Il ne reste que nous de cette illustre tige  De qui l'objet déjà l'épouvante et l'afflige,  Et que sans la douceur d'Auguste et du Sénat  Il eut sacrifiés à ses raisons d'État,  Il perd tout ce qu'il craint sans forme et sans scrupule  Et ce qui fit périr le jeune Aristobule,  Dans sa gloire naissante et la fleur de ses ans  Fera bientôt périr ses malheureux enfants,  Ce qui chez d'autres Rois passe pour de grands crimes  Reçoit ici le nom d'actions légitimes,  Et l'on n'y connaît point l'horreur d'un attentat  S'il touche ses plaisirs ou ses raisons d'État  Cette funeste Cour le Théâtre tragique  Des noires actions d'un sanglant Politique,  Est toute accoutumée à souffrir sans horreur  Ces prodiges nouveaux de rage et de fureur,  Déjà l'assassinat y passe en habitude  Et dans cette honteuse et vile servitude,  Parmi ses courtisans et ses lâches flatteurs  Et le meurtre et l'inceste ont des approbateurs,  C'est comme règne Hérode et c'est ce que j'espère  D'un tel frère, et mari, d'un tel Roi, d'un tel Père. "")","('PHÉRORE.', ""Il disait que l'humeur qui dans nos corps domine,  À voir certains objets, en dormant nous incline :  Le flegme humide et froid, s'élevant au cerveau,  Y vient représenter des brouillards et de l'eau :  La bile ardente et jaune, aux qualités subtiles,  N'y dépeint que combats, qu'embrasements de villes :  Le sang qui tient de l'air, et répond au printemps,  Rend les moins fortunés en leurs songes contents :  Sa douce exhalaison ne forme que des roses,  Des objets égayés et d'agréables choses :  Et la mélancolie à la noire vapeur,  Où se logent toujours la tristesse et la peur,  Ne pouvant figurer que des images sombres,  Nous fait voir des tombeaux, des spectres et des ombres.  C'est ainsi que chacun aperçoit en dormant  Les indices secrets de son tempérament. "")",3,11,0.45,Substitution
12,,"('HÉRODE.', ""Ainsi l'on songerait toujours les mêmes choses ? "")",-,12,1.0,Deletion
13,"('GLAPHIRA.', ""Je condamne avec vous les horribles excès  Dont nous avons pleuré les funestes succès,  Je déteste avec vous Hérode et ses maximes  Son objet m'épouvante, et j'abhorre ses crimes,  Et ne doutai jamais qu'il ne se put porter  À tout ce qu'un barbare a pouvoir d'inventer,  Mais si je tiens un rang qui dans la bienveillance  Me puisse auprès de vous donner quelque créance,  Si vous ne doutez point de ma fidélité  Et de ce saint amour que je vous ai porté,  Par tous les mouvements de ces pudiques flammes  Qui d'un feu mutuel embrasèrent nos âmes,  Je vous veux conjurer d'ajouter quelque foi  À celle qui vous parle et pour vous et pour soi,  Que je sois pour jamais l'objet de votre haine  Et que tout ce qu'Hérode a mérité de peine,  Dans ce règne de sang qui le rend odieux  Retombe sur ma tête et m'accable à vos yeux,  Si dans ses actions présentes et passées  J'ai reconnu pour moi que de justes pensées,  Et si ni ses discours ni ses yeux m'ont appris  Rien qui peut offenser la femme de son fils. "")","('PHÉRORE.', ""Les songes quelquefois viennent par d'autres causes ;  De même que les uns expriment nos humeurs,  Les autres bien souvent représentent nos moeurs.  L'âme d'un homme noble, encore qu'il repose :  Méprise la fortune, et l'honneur se propose :  Et celle du voleur, prévenant son destin,  Rencontre des Prévôts, ou fait quelque butin.  De même l'usurier en sommeillant repasse,  Et les yeux et les mains sur l'argent qu'il amasse :  Et l'amant prévenu de crainte ou de désirs,  Éprouve des rigueurs, ou goûte des plaisirs. "")",4,13,0.04,Substitution
14,"('ALEXANDRE.', ""Notre âme ne saurait soupçonner en quelque autre  Des crimes dont l'excès fait horreur à la nôtre,  Et la tienne ignorante aux malices du Roi  Ne peut connaître en lui ce qu'elle ignore en soi,  Mais je le connais trop, et je ne saurais vivre  Parmi ces noirs soupçons que je ne m'en délivre,  Oui je le veux savoir, oui je veux aujourd'hui. "")","('HÉRODE.', ""Ces expositions ne me contentent guère,  Ces principes communs ont des effets vulgaires ;  Et tu sais qu'autrefois l'Égypte remarquait  Aux songes importants que Joseph expliquait ;  Qu'il en est, dont l'image est heureux ou funeste ;  Nous annonçant la grâce, ou le courroux céleste :  Quoi qu'il en soit, Phérore, écoute un peu le mien,  N'importe qu'il promette, ou du mal ou du bien.  Salomé entre."")",5,14,0.2,Substitution
15,"('GLAPHIRA.', 'Quel est votre dessein. ')","('SALOMÉ.', ""Vous plaît-il que j'entende aussi cette aventure,  Qui n'est à bien parler qu'une vaine peinture,  Qu'un énigme confus sur le sable tracé ? "")",6,15,1.39,Substitution
16,"('ALEXANDRE.', ""Je m'en veux plaindre à lui  Et dans les sentiments que la rage m'imprime  Je le ferai rougir du remords de son crime. "")","('HÉRODE.', ""Ne m'interromps donc pas quand j'aurai commencé.  La lumière et le bruit s'épandaient par le monde :  Et lorsque le soleil qui se lève de l'onde  Élevant au cerveau de légères vapeurs,  Rend les songes qu'on fait plus clairs et moins trompeurs :  Après mille embarras d'espèces incertaines,  De rencontre sans suite, et de chimères vaines,  Je me suis trouvé seul dans un bois écarté,  Où l'horreur habitait avec l'obscurité,  Lorsqu'une voix plaintive a percé les ténèbres,  Appelant MARIANE avec des tons funèbres,  J'ai couru vers le lieu d'où le bruit s'épandait,  Suivant dans ce transport l'amour qui me guidait ;  Et qui semblait encor m'avoir prêté ses ailes,  Pour atteindre plutôt ce miracle des Belles :  Mes pas m'ont amené sur le bord d'un étang,  Dont j'ai trouvé les eaux toutes rouges de sang ;  Il est tombé dessus un éclat de tonnerre ;  J'ai senti sous mes pieds un tremblement de terre,  Et dessus ce rivage, environné d'effroi,  Le jeune Aristobule a paru devant moi. "")",7,16,0.93,Substitution
17,"('GLAPHIRA.', 'Alexandre bon Dieu, vous courez au trépas. ')","('SALOMÉ.', 'Ô cieux ! Je serais morte étant en votre place ;  Le sang à ce récit dans mes veines se glace. ')",8,17,0.87,Substitution
18,"('ALEXANDRE.', ""Puisqu'il y faut courir j'y courrai de ce pas. "")","('PHÉRORE.', 'Je sens la même horreur dans mes os se couler. ')",9,18,1.93,Substitution
19,"('HÉRODE, parlant à Salomé, Phérore et Antipatre qui se retirent.', ""Conseillers inhumains qui bourrelez ma vie  Qu'on me laisse en repos, allez monstre d'envie,  Et ne revenez plus enchanter ma raison  Par votre calomnie, et par votre poison  J'abhorre vos discours, je hais qui me conseille  Je ne vous prête plus ni la main ni l'oreille,  J'ai perdu tous les miens par votre mouvement  Vous en fûtes et j'en suis l'instrument,  Oui je suis l'instrument de vos rages maudites  Je suis vos volontés, je fais ce que vous dites,  Ce que vous haïssez il me le faut haïr  Le suis né votre esclave, et vous dois obéir,  Vous m'avez enlevé la moitié de ma vie  Mais jusques dans le Ciel mon âme la suivie,  Laissant entre vos mains ce misérable corps  Qui privé de son âme agit par vos ressorts,  Oui ce trône dépouillé de toute sa lumière  A perdu son esprit et sa cause première,  Et n'est plus animé que d'un reste d'amour  Qui pour de longues morts lui conserve le jour,  Ce Vautour éternel qui donne à mes journées  Le cours infortuné des plus longues années,  Travaille sans relâche à nourrir mes douleurs.  Et la suite du temps ne peut tarir mes pleurs  Lui qui dévore tout lui qui guérit les âmes,  Des plus vives douleurs, et des plus vives flammes  S'efforce vainement à me guérir du mal  Dont je hais le remède autant qu'il m'est fatal.  Si les ressentiments de ta gloire suprême,  Te laissent un moment détacher de toi-même.  Et sur ton ennemi jeter encor les yeux  Tu le vois Mariane, oui tu le vois des Cieux.  Puisque tu peux juger de l'état où nous sommes,  Tu connais si je vis, comme vivent les hommes,  Si j'ai quelque repos, si j'ai quelque plaisir,  Si j'ai quelque raison, si j'ai quelque désir,  Si de ses passions mon âme est plus touchée  Si parmi les mortels elle est plus attachée,  Et si de tous ses maux elle peut ressentir  Que celui de ta perte et de mon repentir,  Toi seule quelquefois éclaires mes ténèbres  Tu ramènes le jour à mes ombres funèbres,  Et me parais pompeuse avec mille clartés  Qui dissipent la nuit de mes obscurités,  Mille éclatants rayons environnent ta tête  Et tes yeux plus brillants que pour une conquête,  Me lancent des regards dans ce superbe état  Dont mon oeil ébloui ne peut souffrir l'éclat.  Tandis que mon remords redoute tes approches  Que je n'attends de toi que de sanglants reproches,  Et que je crains encor ce noble et juste orgueil  Qui t'armas contre moi jusques dans le cercueil,  Au lieu de m'accabler ta bonté me console  Et d'une charitable et charmante parole,  Tu me fais espérer une place avec toi  Si dans mon repentir je fais ce que je dois,  Je me rends téméraire après cette assurance  Je te veux embrasser, mais la main qui s'avance,  N'embrasse que du vent et l'ombre qui s'enfuit  Me laisse enseveli dans ma première nuit.  Ah belle Mariane, esprit plein de lumière  Déité que j'adore écoute ma prière.  Et me permets au moins pour la dernière fois  Et de voir ton visage et d'entendre ta voix,  Vois que je souffre seul la peine de ta perte  Que tu bravas la mort, et que je l'ai soufferte,  Que tout ce que ma rage employa contre toi  Par une juste peine est retombé sur moi,  Et que je ne vis plus que parmi des supplices  Qui doivent t'affliger au milieu des délices,  Vois que tout me trahit, que tes fils et les miens  Conspirent contre moi par de lâches moyens,  Et pour venger la mort d'une innocente mère  Ils la portent au sein de leur coupable père,  Que leur crime est visible et que ton souvenir,  Tous criminels qu'ils sont défend de les punir  Mais Dieu je vois l'aîné, dont le visage blême  Témoigne à cet abord une douleur extrême,  Il frémit, il pâlit, et par ses changements  Il me découvre assez ses divers mouvements. "")","('HÉRODE.', ""Écoutez donc le reste, et me laissez parler ;  Il n'avait point ici la tiare à la tête  Comme aux jours solennels de notre grande fête,  Où tirant trop d'éclat d'un riche vêtement,  Il obligeait les Juifs à dire hautement,  Qu'une si glorieuse, et si noble personne  Méritait de porter la mitre et la couronne,  Je ne l'ai reconnu qu'à la voix seulement :  Il semblait retiré de l'onde fraîchement,  Son corps s'était enflé de l'eau qu'il avait bue,  Ses cheveux tous mouillés lui tombaient sur la vue,  Les flots avaient éteint la clarté de ses yeux,  Qui s'étaient en mourant tournés devers les cieux ;  Il semblait que l'effort d'une cruelle rage  Avait laissé l'honneur peinte sur son visage,  Et que de sang meurtri tout son teint se couvrit,  Et sa bouche était morte encor qu'elle s'ouvrit.  Ses propos dès l'abord, ont été des injures,  Des reproches sanglants : mais tous pleins d'impostures.  Il a fait contre moi mille imprécations,  Il m'est venu charger de malédictions,  M'a parlé des rigueurs sur son père exercées,  M'imputant tous les maux de nos guerres passées :  Bref voyant qu'il osait ainsi s'émanciper,  À la fin j'ai levé le bras pour le frapper :  Mais pensant de la main repousser cet outrage,  Je n'ai trouvé que l'air au lieu de son visage :  Ainsi de violence, et d'horreur travaillé,  Avec un cri fort haut je me suis éveillé.  Voilà quel est mon songe : et bien que vous en semble,  Salomé, qu'en dis-tu ? "")",10,19,0.45,Substitution
20,,"('SALOMÉ.', ""Moi ! Je dis que j'en tremble. "")",-,20,1.0,Deletion
21,"('HÉRODE.', ""Qu'avez-vous Alexandre, et quel mauvais présage  Tirai-je de vos yeux et de votre visage. "")","('PHÉRORE.', ""Je ne cèlerai pas que j'en suis effrayé. "")",11,21,1.04,Substitution
22,"('ALEXANDRE.', 'Vous demandez Seigneur ce que vous jugez bien. ')","('SALOMÉ.', ""C'est quelque avis du ciel qui vous est envoyé. "")",12,22,1.71,Substitution
23,"('HÉRODE.', 'Parlez plus clairement, ou je ne comprends rien. ')","('HÉRODE.', ""L'avis à déchiffrer est si fort difficile,  Qu'il n'eût pu m'obliger d'un soin plus inutile. "")",13,23,1.19,Substitution
24,,"('SALOMÉ.', ""L'État d'un changement peut être menacé. "")",-,24,1.0,Deletion
25,"('ALEXANDRE.', ""Oui oui, je veux parler, et ce dessein m'amène  Oui, dussé-je trouver le destin de la Reine,  De votre propre sang saouler votre rigueur  Je ne cacherai plus ce que j'ai sur le coeur."")","('HÉRODE.', ""Ce qu'écrit le destin, ne peut être effacé,  Il faut bon gré, mal gré, que l'âme résolue  Suive ce qu'a marqué sa puissance absolue :  De ses pièges secrets on ne peut s'affranchir,  Nous y courons plus droit en pensant les gauchir.  L'homme à qui la fortune a fait des avantages,  Est comme le vaisseau sauvé de cent orages ;  Qui sujet toutefois aux caprices du sort,  Peut se perdre à la rade, ou périr dans le port.  Mais qui me peut choquer ? Et qu'ai-je plus à craindre  Au faîte du bonheur où l'on me voit atteindre ?  Rien n'est assez puissant pour me perdre aujourd'hui,  Si le ciel en tombant ne m'accable sous lui :  Je ne puis succomber que par une aventure  Dont le coup soit fatal à toute la nature.  Tous les Asmonéens sont dedans le tombeau,  On voit dessus le trône un monarque nouveau,  Qui tient sous les lauriers sa couronne et sa tête  Pour jamais à l'abri des coups de la tempête.  Je sais bien quel support Auguste m'a promis,  Me voulant recevoir au rang de ses amis ;  Et j'ai tant de faveur auprès de son génie,  Que j'y suis assuré contre la calomnie : Ceux qu'il aime le mieux d'entre ses courtisans  Font cas de ma vertu, comme de mes présents ;  Et j'ai mille secrets par où le Jourdain libre  N'a point à redouter la colère du Tibre.  De tout autre côté, pour braver le malheur  Je suis assez muni de force et de valeur :  Que l'Arabe, le Parthe, et l'Arménie entière,  De trente légions menacent la frontière,  Avec un camp volant j'irai les affronter,  Et ferai leurs desseins à leur honte avorter.  J'irai les repousser au fond de leurs provinces,  Et par tant de progrès humilier leurs princes,  Qu'ils viendront confesser en recevant ma loi,  Qu'on ne profite guère à s'attaquer à moi. "")",14,25,0.28,Substitution
26,,"('SALOMÉ.', ""Les princes vos voisins savent votre courage ;  Ils en ont fait l'essai dès votre plus bas âge :  Ils prêteront l'oreille à des conseils meilleurs,  Et leur ambition prendra son cours ailleurs. "")",-,26,1.0,Deletion
27,,"('HÉRODE.', ""Je n'avais pas quinze ans lorsque je pris les armes,  Lorsque j'allai chercher la mort dans les alarmes,  Et si dès ce temps-là mon bras par mille exploits  Domptait les nations, et soumettait les rois.  Que j'ai fait de combats, et gagné de batailles,  Que j'ai surpris de forts, et forcé de murailles,  Dans un champ spacieux, quand le fruit de Cérès  De ses tuyaux dorés enrichit les guérets,  On ne voit guère plus de javelles pressées,  Que j'ai vu contre moi de piques hérissées,  Qui volaient en éclats partout où je donnais,  Dans la brûlante ardeur dont je les moissonnais. "")",-,27,1.0,Deletion
28,"('HÉRODE.', 'Ce discours me surprend. ')","('PHÉRORE.', ""Vos belles actions se trouvent sans pareilles,  Jules, quoi que l'on die, avec plus de merveilles,  Et par moins de combats et de travaux divers,  S'était fait appeler Maître de l'Univers.  Vous avez surmonté mille fâcheux obstacles,  Et toute votre vie est pleine de miracles. "")",15,28,1.63,Substitution
29,"('ALEXANDRE.', ""Pardonnez à ma rage,  Le tort que l'on me fait me surprend davantage  Et me fait emporter outre ce que je dois  À l'auguste présence et d'un père et d'un Roi,  Cette brûlante ardeur que j'ai pour mon épouse  Rend mon âme éperdue aussitôt que jalouse,  Et je ne puis sans mourir à vos pieds  Bien que fils et sujet que vous me l'enleviez,  À quelle intention me l'aviez-vous donnée  Et joint nos deux esprits par un saint Hyménée  Si contre votre fils vous portiez dans le sein  Cette maudite flamme, et ce lâche dessein,  Que n'accomplissiez-vous vos désirs sacrilèges  Avant que m'attirer dans vos damnables pièges,  Et pourquoi vouliez-vous que je fusse embrasé  Avant le désespoir que vous m'avez causé,  Bien il est encor temps, et tout vous est loisible  Oui vous en serez maître et possesseur paisible,  Je ne conteste rien à votre Majesté  Et les Rois peuvent tout de leur autorité,  Servez-vous, servez-vous des droits de la Couronne  Si Glaphira vous plaît le sceptre vous la donne,  Son mari vous la cède, et n'y prétends plus rien  Vous êtes père et Roi disposez de son bien,  Mais avant que ce fils se dépouille et vous voie  Triompher de son bien par cette indigne voie,  Ne lui conservez plus ce qu'il reçut de vous  Sa mort le satisfait et vous assure tous.  Oui oui, je veux mourir, et dans mon infortune  Prévenir par ma mort notre honte commune,  C'est l'unique moyen, et vos belles amours  Trouveront le repos dans la fin de mers jours. "")","('HÉRODE.', ""Dans ma condition, je serais trop heureux,  Si je n'étais pressé d'un tourment amoureux ;  D'un feu continuel, d'une ardeur sans mesure,  Qui tient incessamment mon âme à la torture :  Ou si je pouvais vaincre une sévérité  Qui s'oppose au courant de ma prospérité.  Ô bonheur imparfait ! Ô rigueur importune,  J'ai pour mes compagnons l'amour et la fortune,  Ils ne me quittent point, ils suivent tous mes pas  Mais l'un m'est favorable, et l'autre ne l'est pas.  L'un fait qu'à tout un peuple aujourd'hui je commande :  Et l'autre me refuse un coeur que je demande :  Un coeur que je ne puis ranger sous mon pouvoir  En possédant le corps où je le sens mouvoir.  Aveugles déités, égalez mieux les choses,  Mêlez moins de lauriers avecque plus de roses  Faites qu'avec plus d'heur je sois moins renommé,  Et n'étant point si craint, que je sois plus aimé.  C'est avecque raison que mon humeur est sombre,  Ma gloire n'est qu'un songe, et ma grandeur qu'une ombre :  Si lorsque tout le monde en redoute l'effet,  Je brûle d'un désir qui n'est point satisfait. "")",16,29,0.0,Match
30,,"('SALOMÉ.', ""Depuis qu'en votre lit Mariane est entrée,  Et par tant de soins elle est idolâtrée :  Votre Maison sans cesse est ouverte aux douleurs ;  On observe en vous deux que plaintes et que pleurs. "")",-,30,1.0,Deletion
31,,"('HÉRODE.', ""Mes plaintes sont toujours plus justes que ses larmes,  Pourquoi me parut-elle avecque tant de charmes.  Tant de rares vertus, et de divins appas,  Pour entrer dans ma couche, et pour ne m'aimer pas ?  Faut-il que deux moitiés soient si mal assorties ?  Qu'un tout soit composé de contraires parties ?  Que je sois si sensible, elle l'étant si peu ?  Que son coeur soit de glace, et le mien soit de feu ? "")",-,31,1.0,Deletion
32,,"('PHÉRORE.', ""Après avoir acquis des honneurs à la guerre,  Qui vous font envier aux deux bouts de la terre,  Succombant dans la paix à d'invisibles coups,  Vous voulez que partout on ait pitié de vous. "")",-,32,1.0,Deletion
33,,"('HÉRODE.', ""L'erreur dont on m'accuse a troublé de grands hommes,  Soit aux siècles passés, soit au temps où nous sommes.  L'amour est tellement fatal à la valeur,  Qu'il n'est point de héros exempts de ce malheur ;  Celui qui de son poil tirait toute sa force,  Ne sut se détourner de cette douce amorce.  Et ce petit berger qui devint un grand roi,  Fut en ses derniers jours plus insensé que moi. Antoine sous ce joug abaissant son courage,  À de moindres clartés s'éblouit davantage,  Pour suivre Cléopâtre il quitta son bonheur,  Et s'embarquant ainsi, fit naufrage d'honneur.  De moi tous mes desseins sont sans honte et sans crime :  Le feu qui me consume, est un feu légitime ;  Je n'ai pas des désirs que l'on puisse blâmer :  Car j'aime seulement ce que je dois aimer. "")",-,33,1.0,Deletion
34,"('HÉRODE.', 'Mon fils qui vous a mis dedans la fantaisie  Ces étranges soupçons et cette jalousie,  Sur quoi les fondez-vous. ')","('PHÉRORE.', ""Si dans la passion d'une amour conjugale,  De la Reine et de vous, l'ardeur était égale,  Qui pourrait condamner votre ressentiment ?  Ou voudrait s'opposer à cet embrasement ?  Mais quoi ? Votre raison est vraiment endormie ;  Vous faites vanité d'aimer une ennemie ;  Qui pour récompenser un traitement si doux  N'applique son esprit qu'à médire de vous. "")",17,34,0.35,Substitution
35,"('ALEXANDRE.', ""Ah j'en suis trop certain,  Phérore qui le sait m'a dit votre dessein. "")","('SALOMÉ.', ""Sans mentir cette erreur est digne de reproche ;  Quel plaisir prenez-vous de chérir une roche,  Dont les sources de pleurs coulent incessamment,  Et qui pour votre amour n'a point de sentiment ? "")",18,35,0.85,Substitution
36,,"('HÉRODE.', ""Si le divin objet dont je suis idolâtre,  Passe pour un rocher, c'est un rocher d'albâtre,  Un écueil agréable, où l'on voit éclater,  Tout ce que la nature a fait pour me tenter.  Il n'est point de rubis vermeils comme sa bouche,  Qui mêle un esprit d'ambre à tout ce qu'elle touche,  Et l'éclat de ses yeux veut que mes sentiments  Les mettent pour le moins au rang des diamants. "")",-,36,1.0,Deletion
37,,"('PHÉRORE.', ""La beauté toutefois doit être dédaignée.  Qui de bon naturel n'est point accompagnée. "")",-,37,1.0,Deletion
38,"('HÉRODE.', ""Phérore vous l'a dit. Qu'on appelle Phérore  Qu'on coure de ce pas, ce bien vous reste encore.  Que vous traitez du pair avecque votre Roi  Et que vous vous pouvez éclaircir avec moi,  Il est juste mon fils que je vous satisfasse  Mais vous m'accorderez cette dernière grâce,  Que je me justifie avec un peu de soin  Et que je m'éclaircisse avec votre témoin,  Des crimes importants et de cette nature  Permettent bien d'user de cette procédure,  Sans doute votre mal est un mal violent  L'affront que l'on vous fait est un affront sanglant,  Et si mon délateur se trouve véritable  Je ne saurais nier que je ne sois coupable,  Ah le voici qui vient et votre esprit jaloux  Se pourra contenter. "")","('HÉRODE.', ""Toute sa rigueur vient de sa chasteté,  Mais son humeur hautaine est pleine de bonté,  Quand le Parthe inhumain prit Hyrcane et Pharselle,  Je dus ma délivrance à son conseil fidèle ;  Sans cet insigne effet de sa secrète amour,  Je perdais à la fois, et le sceptre et le jour ;  C'était fait de ma vie, et le traître Antigone  En me foulant aux pieds, remontait sur le trône.  Cette obligation me touche tendrement,  Et me fait excuser ses dédains aisément ;  Je vois beaucoup d'orgueil en ses beautés divines :  Mais on voit rarement des roses sans épines.  Et puis il est bien juste à dire vérité,  Qu'elle garde entre vous un peu de majesté.  Mille rois glorieux sont ses dignes ancêtres,  Et on peut la nommer la fille de nos maîtres. "")",19,38,0.17,Substitution
39,,"('SALOMÉ.', ""Elle en use donc bien, car on sait au Palais,  Qu'elle parle de nous comme de ses valets.  Et c'est de quoi pourtant nous ne ferions que rire,  N'était mille discours que l'on nous vient redire,  Par où son coeur ingrat, avec émotion,  Témoigne contre vous sa noire intention. "")",-,39,1.0,Deletion
