leclerc-iphigenie,rotrou-iphigenie,Score
"('#agamemnon', ""Vous savez bien quel sang me demandent les Dieux : S'il savait comme tous, ce camp si factieux. Par quel coup on m'oblige, et par quelle victime, D'expier le soupçon de je ne sais quel crime, Il me plaindrait sans doute au lieu de m'insulter, Et retiendrait la main qui doit l'exécuter. Le coeur d'Agamemnon, à son devoir fidèle Pour les Dieux, pour le camp ne manque point de zèle, Mais enfin, ne peut on par de plus doux moyens Faire passer les Grecs sur les murs des Troyens, Ne puis-je, sans me perdre, avoir les Dieux propices ?"")",-,0.0
"('#menelas', ""À Diane on a fait de nouveaux sacrifices, Mais si de ce beau sang l'autel n'est arrosé, Nous ne verrons jamais son courroux apaisé ; Iphigénie enfin, est la seule victime."")",-,0.0
"('#agamemnon', ""Diane veut son sang ? Hélas ! Et pour quel crime, Qu'ai-je dit, qu'ai je fait pour l'aigrir contre moi, Jusqu'à me demander plus que je ne lui dois ? Je serai donc puni, je serai misérable Sans savoir, sans sentir ce qui me rend coupable, J'immolerai mon sang, et mon coeur désolé N'aura qu'un vain regret de l'avoir immolé ?"")",-,0.0
"('#menelas', ""C'est un ordre du Ciel, et quand le Ciel ordonne Il veut qu'on obéisse, et non pas qu'on raisonne. Livrez Iphigénie au maître de son sort ; Croyez, puisqu'il le dit, qu'elle est digne de mort, Pour ses autels sacrés Diane la demande, Croyez que la Déesse est digne de l'offrande, Et qu'on la doit peut-être à sa Divinité Moins pour votre forfait que pour sa pureté. Si vous lui refusez le sang d'Iphigénie, Le Ciel vous ravira ce sang qu'on lui dénie."")",-,0.0
"('#agamemnon', 'Hélas !')",-,0.0
"('#menelas', 'Quoi ! Vous pleurez ?')",-,0.0
"('#agamemnon', ""Heureux, qui comme vous N'exhorte qu'à souffrir ne sent pas les coups, J'avais cru que mes voeux, et que Calcas lui-même Trouverait un remède à mon malheur extrême, Mais je vois que du Ciel l'Arrêt est absolu ; Après tant de combats m'y voilà résolu, La nature a cédé, le devoir la surmonte. Dans une heure au plus tard je fais partir Oronte, J'écris à Clytemnestre, un hymen spécieux Va conduire la mère et la fille en ces lieux. Vous pouvez à Calcas en porter la nouvelle."")",-,0.0
"('#menelas', ""Je vous plains, et ne puis qu'admirer votre zèle."")",-,0.0
"('#agamemnon', ""Barbare qu'as-tu dis ? Tu veux verser ton sang ? Es-tu jusqu'à ce point esclave de ton rang ? La Grèce des Troyens veut punir l'arrogance Mais de cet appareil dresse pour sa vengeance Momarque infortuné, quel fruit espères-tu ? S'ils triomphent déjà sans avoir combattu, Si tu verses, ton sang pour expier leur crime, Si ta fille devient leur première victime, Si pour premier exploit ton courage inhumain, Ne peut les approcher qu'en lui perçant le sein ? Quoi donc, le choix des Grecs m'aura rendu leur maître Pour être l'assassin de ce que j'ai fait naître ? Ah ! Subsiste plutôt le superbe Illion, Périsse tout le camp par ma rébellion, Et dussions-nous du Ciel épuiser la colère, Vivons, mourrons en Roi sans cesser d'être père. Non, je n'avouerai point cet écrit criminel Qui ferait à mon âme un reproche éternel, Je vais dans ce moment par un ordre contraire Et conserver la fille et prévenir la mère, J'ai trouvé le secret d'établir mon repos, Viens recevoir ma lettre, et partir pour Argos. Pour la dernière fois tu triomphes Nature, Que les Dieux indignés accablent un parjure ; Lorsqu'ils m'osent prescrire un coup qui fait horreur II vaut mieux mériter que servir leur fureur."")",-,0.0
"('#menelas', ""Quelque ordre que j'envoie afin que dans Aulide Ma fille vienne avecque vous,  Ne consentez jamais à cet ordre perfide, Son sang doit de Diane apaiser le courroux ; Mais je mourrai plutôt que d'être parricide."")",-,0.0
"('#agamemnon', ""C'est-là ce secours tant promis Ô frère plus cruel que tous nos ennemis !"")",-,0.0
"('#agamemnon', 'Je vous trouve interdit, quelle raison pressante Vous fait si promptement revenir dans ma tente ?')",-,0.0
"('#menelas', ""Ce prompt retour, Seigneur, n'est pas sans fondement, Jetez sur cette Lettre un regard seulement."")",-,0.0
"('#agamemnon', ""C'est ma lettre, que vois-je ? Oronte est donc un traître ?"")",-,0.0
"('#menelas', ""Il est dans son devoir plus constant que son maître, À garder cet écrit il était obstiné, Je l'ai plutôt ravi qu'il ne me l'a donné. Le voilà, cet écrit injuste et téméraire, Désavouez-le encor si vous pouvez mon frère, Le tendre avis qu'il porte étale aux yeux de tous Cette forte amitié que vous avez pour nous."")",-,0.0
"('#agamemnon', ""Quoi ? Vous avez donc eu l'orgueil et l'insolence D'arracher ce secret avecque violence ? Qu'avez-vous fait d'Oronte ?"")",-,0.0
"('#menelas', ""Il est en mon pouvoir, Et quand il sera temps on vous le fera voir. Je suis Roi comme vous, né dans l'indépendance, Que si vous exercez la suprême puissance, Vous la tenez de nous, vous la tenez d'un choix, Qui pourrait bien encor tomber sur d'autre rois."")",-,0.0
"('#agamemnon', 'Téméraire, mais non je retiens ma colère, Ingrat, et sens encor que je suis votre frère.')",-,0.0
"('#menelas', ""Devrais-je point flatter votre esprit inégal, Aux Grecs, à noire gloire, à vous-même fatal ? Quand Diane exigea le sang d'Iphigénie Pour voir de tout un camp la misère finie, Vous parûtes alors plus prompt à l'accorder , Que le sage Calcas à vous le demander. On résolut chez vous, que le prudent Ulysse Se rendrait dans Argos, et d'un sage artifice Conduirait doucement la victime en ces lieux, Sous le voile emprunté de l'hymen spécieux, Qui pour combler le camp d'une juste allégresse Devait unir Achille avec cette Princesse. Lorsqu'Ulysse fut prêt, vous ne voulûtes plus, Et ce Chef indigné de ce soudain refus Abandonna le camp, et fait par son absence De ses heureux conseils regretter la prudence : Enfin ne tenant rien, quoiqu'il promette tout, Agamemnon résiste à tout ce qu'il résout. Ou refusez, Seigneur, avec pleine assurance, Ou ne nous flattez plus d'une fausse espérance"")",-,0.0
"('#agamemnon', ""Cruel, votre intérêt plus puissant que le mien, Ne prodigue qu'un sang qui ne lui coûte rien ; Vous voulez réparer le désordre d'Hélène, En donnant à ma fille une mort inhumaine, Et lorsque par surprise on m'y fait consentir Vous osez condamner jusqu'à mon repentir ? Nommez ce repentir une fausse sagesse Funeste à mon honneur et fatale à la Grèce, La vôtre est bien plus fausse, en rêvant nuit et jour À l'ingrate moitié qui rie de votre amour ; Sa honte eut dû vous faire oublier tous ses charmes, Et nous devrions rougir de vous prêter nos armes."")",-,0.0
"('#menelas', ""Pouvez-vous l'accuser, et savoir que son coeur, N'aime, et ne peut jamais aimer son ravisseur ?"")",-,0.0
"('#agamemnon', ""Quelle soit criminelle ou pleine d'innocence, Ma fille ne doit point mourir pour sa vengeance."")",-,0.0
"('#menelas', ""Ah ! Vous n'en êtes pas encore où vous pensez, J'ai pour moi tout le camp, et les Dieux courroucés."")",-,0.0
"('#agamemnon', ""Que les Dieux soient pour vous, que le camp se mutine, J'attendrai sans trembler le coup de ma ruine, J'y pourrai, Ménélas, peut-être envelopper Les mutins, dont l'audace osera s'échapper ; Prévenez ce désordre, ou vous m'en rendrez compte. Cependant sans tarder, que l'on délivre Oronte, Pour me le renvoyer retournez sur vos pas, Ou moi-même j'irai l'arracher de vos bras, Adieu."")",-,0.0
"('#menelas', ""Ciel ! Se peut-il, qu'en ce désordre extrême t Prêt à me voir périr, prêt à périr lui-même, En dépit de l'Oracle, au mépris des autels Malgré tout le respect qu'on doit aux Immortels, Agamemnon s'obstine à garder une offrande Qu'il promit, et qu'il doit, au Ciel qui la demande, Ah ! Si ce frère ingrat m'ose manquer de foi, S'il est haï des Dieux, doit-on suivre sa loi ? Il faut changer de chef pour changer de fortune, Et combattre et mourir pour la cause commune, Mais que vois-je ?"")",-,0.0
"('#menelas', ""Est-ce Ulysse ? Oui, c'est lui, que les Cieux Dans ce pressant besoin présentent à mes yeux ! Ulysse, c'est donc vous, quelqu'ennui qui me presse, Votre abord en ces lieux y répand l'allégresse."")",-,0.0
"('#ulysse', ""Votre venue a de quoi me payer à son tour, Du plaisir surprenant que vous fait mon retour. Hé bien, Agamemnon, a-t-il donc le courage Après tant de refus, d'achever son ouvrage ? Et ne verrons-nous point triompher sa vertu De l'aveugle pitié dont il est combattu ?"")",-,0.0
"('#menelas', ""Plus faible que jamais, c'est un faux magnanime, Qui cherche cent détours pour sauver la victime, Et qui verra périr le camp et ses amis, Plutôt que de donner le sang qu'il a promis."")",-,0.0
"('#ulysse', ""Je l'ai toujours prévu, que sa lâche tendresse N'accorderait jamais ce secours à la Grèce , Aussi dès que je vis son esprit incertain Me refuser son ordre, et changer de dessein, Je peignis sur mon front une feinte colère, J'abandonnai le camp, touché de sa misère, Et pour exécuter tout l'ordre concerté, Je courus vers Argos d'un pas précipité ; Là, pour rendre le lustre à sa gloire ternie J'abordai Clytemnestre, et vis Iphigénie. Le seing d'Agamemnon, avec art contrefait, Remis entre leurs mains, produisit son effet ; Par un juste rapport l'une et l'autre abusée Prit pour un ordre exprès la lettre supposée, De l'Hymen proposé le prétexte trompeur Acheva de gagner leur esprit et leur coeur, Si bien que de mes soins le bonheur, ou l'adresse Assure une victime au salut de la Grèce."")",-,0.0
"('#menelas', ""Ô surprise agréable ! Enfin qu'avez-vous fait ?"")",-,0.0
"('#ulysse', ""Un coup, dont Ménélas doit être satisfait, J'ai conduit dans Aulide et la fille et la mère ?"")",-,0.0
"('#menelas', 'Elles sont dans Aulide ?')",-,0.0
"('#ulysse', ""Et pour voir votre frère S'apprêtent à venir dans ce camp malheureux, Où les attend un sort bien contraire à leur voeux, Elles vont le surprendre, et vont être surprises."")",-,0.0
"('#menelas', ""Que vous conduisez bien toutes vos entreprises, Ce qu'en vain demandaient les Oracles des Cieux, Vous l'avez obtenu pour nous et pour nos Dieux : Et sans l'heureux secours de vos prompts artifices Calcas eut fait en vain de nouveaux sacrifices. Enfin, mon frère, enfin ton coeur irrésolu Est contraint de vouloir ce qu'il n'a pas voulu, Les soins et les détours de ton âme inégale Pour suspendre des Dieux l'ordonnance fatale, N'ont pu te garantir des coups sourds et secrets Qui vengent le mépris de leurs justes décrets."")",-,0.0
"('#ulysse', ""J'en fais mon ennemi par ce coup téméraire, Mais le camp me dût-il livrer à sa colère, Seigneur, pour la patrie il est beau de mourir : Lorsqu'il l'abandonnait j'ai dû la secourir, Mais il pourra se rendre. Achille est plus à craindre ; J'abuse de son nom, il a droit de se plaindre, Un dépit nous pourrait priver de son appui, En le perdant, Seigneur, nous perdons tout en lui. Iphigénie est jeune, elle est sage, elle est belle, Et le fils de Thétis peut soupirer pour elle, Il la vit dans Argos, y fit quelque séjour Et la voir, c'est assez, pour prendre de l'amour. II faut le prévenir. Je le vois qui s'avance, Laissez-nous seuls."")",-,0.0
"('#achille', ""Quel Dieu nous rend votre présence, Ulysse ? En vous voyant, pour ce camp malheureux Je ne puis qu'espérer un sort moins rigoureux Le calme va finir et nous irons à Troie."")",-,0.0
"('#ulysse', ""Plût au Ciel ! Que ma mort vous en ouvrît la voie, Et qu'au champ de la gloire où tendent nos guerriers Je pusse de mon sang arroser vos lauriers, J'ai pour Achille un zèle à qui tout autre cède, Si je lui fis quitter la Cour de Lycomède, Et les plaisirs trompeurs de l'île de Scyros, Ce n'est pas pour le voir languir dans le repos, Et perdre chaque jour sur ces fatales rives Des moments qu'on dérobe à ses armes oisives."")",-,0.0
"('#achille', ""Cher Ulysse, les Dieux apaisant leur courroux Vont finir tous nos maux par un destin plus doux, Lassé du calme affreux qui règne en ce rivage, Et des champs Phrygiens nous ferme le passage, J'ai voulu voir Calcas pour apprendre de lui Si nous devons longtemps languir dans cet ennui. Achille, m'a, dit-il, ne soyez plus en peine, Je vois déjà les vents prêts à briser leur chaîne, Voici le jour fatal, où régnant sur les eaux, Ils sauront seconder nos voeux et nos vaisseaux , Éole seulement pour leur lâcher la bride Attend qu'Iphigénie arrive dans Aulide. S'il est vrai que sa voix soit l'organe des Dieux, J'apprends qu'Iphigénie arrive dans ces lieux, Ulysse, Agamemnon m'en a fait un mystère, C'est un mépris pour moi dont je ne puis me taire."")",-,0.0
"('#ulysse', ""Et l'ignore lui-même, apprenez tout de moi, Diane est irritée, et l'on ne sait pourquoi. Sa haine à nos desseins depuis longtemps s'oppose, De ce calme fatal elle seule est la cause. Ayant su de Calcas, que cette Déïté D'Iphigénie aimait l'innocente beauté, Et que sa main plus pure offrant un sacrifice Pourrait ici la rendre à nos armes propice. Craignant qu'Agamemnon, qui du sage devin Dédaigne les conseils, donne tout au destin, N'empêchât ce projet, ne rompit mon voyage ; Je fis le mécontent pour ôter tout ombrage, J'allai droit en Argos, un écrit supposé, Auprès de Clytemnestre y rendit tout aisé, Et je l'ai dans ce camp, et sans bruit et sans suite, Avec Iphigénie heureusement conduite."")",-,0.0
"('#achille', 'Ah ! Je brûle déjà du désir de la voir.')",-,0.0
"('#ulysse', ""Vous ne pouvez encor lui rendre ce devoir, Laissez aux chefs des Grecs, qu'elles veulent surprendre, De ce premier abord le moment doux et tendre."")",-,0.0
"('#achille', 'Cette jeune Princesse a des charmes si doux !')",-,0.0
"('#ulysse', ""Hélène a moins d'appas ! Mais quoi, l'aimeriez-vous ? Si vous l'aimiez, Seigneur, que vous seriez à plaindre, Il n'est point de héros qui ne doive la craindre, Dans le culte des Dieux renfermant ses désirs Le foin de leurs autels fait ses plus doux plaisirs, Tout ce qui peut blesser la pudeur de Diane Passe dans son esprit pour une ardeur profane, Et l'aveugle tyran des hommes et des Dieux Ne peut rien sur son coeur, pouvant tout par ses yeux."")",-,0.0
"('#achille', 'Que sa conquête, Ulysse, honorerait Achille ! Elle est digne de lui, plus elle est difficile.')",-,0.0
"('#ulysse', ""Qu'entends-je ? Quand l'honneur vous appelle aux combats Des pièges de l'amour vous suivez les appas ? Et je vois aujourd'hui par ces molles pensées Les leçons de Chiron de votre âme effacées ? Achille, encore un coup, pour un objet nouveau Veut-il quitter l'épée et prendre le fuseau ? Et par l'aveugle instinct de Terreur qui l'obsède Ramener dans ce camp la Cour de Lycomède ? Ne se connaît il plus ? Et veut-il aujourd'hui Démentir tout l'espoir qu'on a conçu de lui ?"")",-,0.0
"('#achille', ""Ulysse, craignez moins pour l'honneur de mes armes, Le temps vous guérira de ces vaines alarmes, Je joindrai dans mon coeur, s'il se laisse enflammer, La gloire de combattre à la douceur d'aimer. Si ce divin objet captive ma franchise, J'en serai plus ardent à finir l'entreprise, Et d'un double intérêt mon courage engagé Vengera sur Pâris Ménélas outragé. Allez, qu'Iphigénie offrant son sacrifice Nous rende la mer libre et Diane propice ; Si la voie une fois est ouverte aux combats, Ulysse, mon devoir vous répond de mon bras."")",-,0.0
"('#clytemnestre', ""Elle nous luit enfin, cette grande journée Qui va rendre ta vie à jamais fortunée, Où le fils de Thétis doit être ton époux, Où les Grecs, pour partir, n'attendent qu'après nous. Mais, ma fille, d'où vient qu'avec si peu de joie Tu reçois le bonheur que le Ciel nous envoie ?"")",-,0.0
"('#iphigenie', ""D'un malheur inconnu le présage secret M'a fait quitter Argos avec quelque regret."")",-,0.0
"('#clytemnestre', ""Dissipe ce soupçon dont ton âme est atteinte, Et qu'un plus doux espoir succède à cette crainte, Nous devons seulement rendre grâce aux Dieux Qui font à ma famille un sort si glorieux. Ô Dieux ! Qu'Agamemnon aura l'âme contente ! J'ai voulu le surprendre, il sort de cette tente ; Mais d'où vient qu'il paraît si triste et si rêveur ? Nous allons apaiser le trouble de son coeur, Courons à lui."")",-,0.0
"('#clytemnestre', 'Seigneur que ma joie est extrême !')",-,0.0
"('#agamemnon', 'Clytemnestre en ces lieux, Clytemnestre elle-même !')",-,0.0
"('#iphigenie', 'Seigneur, que votre fille.')",-,0.0
"('#agamemnon', 'Et toi ma fille aussi.')",-,0.0
"('#clytemnestre', ""D'où vient ce triste accueil que l'on nous fait ici ? Quelle morne douleur ternit ce front auguste ?"")",-,0.0
"('#agamemnon', ""Ne la condamnez pas, elle n'est que trop juste."")",-,0.0
-,"('#agamemnon', ""Non je n'avouerai point, cette lâche écriture Conseillère importune, indiscrète nature, Ton avis vient trop tard, il n'est plus de saison. Et tu n'as point de voix où parle la raison Et toi trop aimable, aux tendresses d'un père : Ma main de mes pensées si prompte secrétaire, Consulte-moi deux fois, et de ton mouvement Ne prévient pas ton ordre, et mon commandement. La guerre à d'autres soins appelle ton usage, Néglige ma pitié pour sévir mon courage. Sois sourde à la Nature et soutiens bien mon rang N'écrit que d'une épée, et qu'en lettre de sang. En moi seul aujourd'hui toute la Grèce espère Sers-moi comme bon chef, et non comme bon père. Mais songes-tu cruel que ce raisonnement, Ôte à l'humanité son premier sentiment, Que le devoir du sang souffre en cette aventure, Que le premier des droits est celui de nature, Que les enfants d'un Roi sont ses premiers sujets Et de sa passion les plus dignes objets : Quel siège entreprends-tu, si ta fille est la proie Par où doit commencer le pillage de Troie, Si pour répandre un jour le sang des Phrygiens, Il faut dès à présent verser celui des tiens ; Si te voyant encor si loin de leur murailles Déjà dans ton armée il font des funérailles , Et si déjà vainqueurs et déjà triomphants. Ils portent de si loin la mort à tes enfants Encor serait-ce peu, mais que pour ce carnage Il me faille servir d'instrument à leur rage : Que le premier des traits dont ils me vont blesser, Attende de ma main le soin de l'adresser, Et que plus qu'eux enfin bourreau de ma famille, Je conduise leurs coups dans le sein de ma fille Plutôt subsiste Troie et ses murs orgueilleux D'immortels artisans ouvrages merveilleux, Des hommes et des Dieux défiant les tempêtes : Aillent percer le ciel ; de leurs superbes têtes : Achevons donc Nature, achevons ton dessein À ma fille innocente ôtons le fer du sein, Que le fort se déclare, ou nuisible ou prospère, Je serai mauvais chef, plutôt que mauvais père, Voyez, si Damyntas par mon ordre rendu À quelque pas d'ici je suis pas attendu. Il rêve longtemps. Reprenant du papier et une plume. Deux valets entrent, il dit à un. Il écrit."")",0.0
-,"('#amyntas', ""N'allons pas plus avant je reconnais sa tente, Je ne puis deviner quelle affaire importante L'oblige a me parler à telle heure de nuit, Mais observons son ordre attendons-le sans bruit, Il faut sans pénétrer dans le secret des Princes, Croire qu'ils ont pour but le bien de leurs Provinces : C'est un trésor sacré, que le penser d'un Roi, Où nul ne doit toucher, si ce n'est par sa Loi, Qui le veut expliquer sans aveu légitime, Et fouiller ses trésors, commet un même crime, J'ois du bruit approchons."")",0.0
-,"('#le-valet-de-chambre', 'Est-ce vous Amyntas ?')",0.0
-,"('#amyntas', 'Oui, moi-même.')",0.0
-,"('#le-valet-de-chambre', 'Attendez, le Roi vient de ce pas.')",0.0
-,"('#agamemnon', ""Il semble qu'à ma main mon discours se refuse, Et que de lâcheté chaque lettre m'accuse, Et mon coeur balançant à choisir son devoir, Veut, et puis ne veut plus ce qu'il vient de vouloir."")",0.0
-,"('#amyntas', ""Qui vit jamais les vents, à l'Empire de l'onde, Accorder une paix si calme et si profonde, Du moindre mouvement ne se sent friser, Zéphyre seulement ne l'oserait baiser, Et les mille vaisseaux qui coururent cette plaine, Ont pour leur plus grand vent celui de notre haleine : Mais cette paix nous nuit, ce long repos des eaux, Arrête nos desseins avecque nos vaisseaux, Ainsi, mortels ainsi, dans le cours de notre âge, Le calme quelquefois est pire que l'orage, Et tel de qui le Ciel entreprend le support, Se sauve sur un banc, qui périrait au port."")",0.0
-,"('#agamemnon', 'Et bien.')",0.0
-,"('#le-valet-de-chambre', 'Il vous attend.')",0.0
-,"('#agamemnon', ""Près d'ici ?"")",0.0
-,"('#le-valet-de-chambre', 'Sur la rive.')",0.0
-,"('#agamemnon', ""Ôtez cette lumière, et qu'aucun ne me suive."")",0.0
-,"('#le-valet-de-chambre', ""Je ne puis deviner où ce mystère tend, Mais sans doute il s'agit d'un secret important."")",0.0
-,"('#amyntas', ""Le repos est partout aussi calme qu'en l'onde, Le sommeil tient fermez les yeux de tout le monde, Et le chef seul laissant ses membres endormis, Veille et déjà d'ici combat ses ennemis : Tel est l'ordre fatal des affaires humaines, Que les plus grands honneurs soient les plus grandes peines. Qui plus a de sujets, a le plus de souci, S'il est servi de tous, il les sert tous aussi : Ce qui nous soumet tout nous même nous engage, Une grande puissance, est un noble servage, Qui cache de grands soins sous un nom précieux, Et qui lasse bientôt les plus ambitieux, Mais quelqu'un vient ; c'est lui."")",0.0
-,"('#agamemnon', ""Vieillard dont la prudence T'a fait digne d'entrer dans notre confidence Réponds à notre attente, et nous sers au besoin."")",0.0
-,"('#amyntas', 'Quel besoin ?')",0.0
-,"('#agamemnon', ""Tu l'oiras, allons un peu plus loin. Déesse du repos, notre mère des ombres, Ô nuit rends si tu peux ces lieux encor plus sombres, Et de peur que quelqu'un n'adresse ici ses pas, Du moindre de tes feux ne nous éclaire pas,"")",0.0
-,"('#amyntas', ""Ce doit être, Grand Prince, une affaire importante, Qui vous ait si matin tiré de votre tente, Tout votre camp repose, et de tant de jeux divers, Le sommeil n'a laissé que les vôtres ouverts."")",0.0
