boissy-dehors-trompeurs,boissy-homme-du-jour,Score
"('#lisette', ""Pour l'épargner je suis trop en colère. Il est fort mauvais maître, et n'est pas meilleur frère : Le nom d'ami suffit pour en être oublié. Il ne traite pas mieux l'amour que l'amitié ; Et la jeune Lucile en est un témoignage. En amant qui veut plaire, il lui rendait hommage, Quand ses yeux, au parloir, contemplaient sa beauté : Mais depuis que l'hymen entre eux est arrêté, Qu'il a la liberté de la voir à toute heure, Et que dans ce logis elle fait sa demeure, Près d'elle il a changé de langage et d'humeur. D'un mari, par avance, il fait voir la froideur ; Et comme il manque au père, il néglige la fille."")","('#lisette', ""Pour l'épargner je suis trop en colère. Il est fort mauvais maître, et n'est pas meilleur frère ;  Le nom d'ami suffit pour en être oublié.  Il ne traite pas mieux l'amour que l'amitié ;  Et la jeune Lucile en est un témoignage.  En amant qui veut plaire, il lui rendait hommage,  Quand ses yeux, au parloir, contemplaient sa beauté.  Mais depuis que l'hymen entre eux est arrêté,  Qu'il a la liberté de la voir à toute heure,  Et que dans ce logis elle fait sa demeure,  Près d'elle il a changé de langage et d'humeur.  D'un mari, par avance, il fait voir la froideur ;  Et, comme il manque au père, il néglige la fille. "")",0.9988377094268799
"('#celiante', 'Ils sont tous deux censés être de la famille.')","('#celiante', 'Ils sont tous deux censés être de la famille. ')",0.9999996423721313
"('#lisette', ""Je ne m'étonne plus qu'il les traite si mal."")","('#lisette', ""Je ne m'étonne plus qu'il les traite si mal. "")",0.9999998807907104
"('#celiante', ""S'il s'écarte avec eux du cérémonial, L'usage le permet, l'amitié l'en dispense ; Et Monsieur De Forlis aura plus d'indulgence. Songe qu'il est, Lisette, un ami de dix ans."")","('#celiante', ""S'il s'écarte avec eux du cérémonial,  L'usage le permet, l'amitié l'en dispense,  Et Monsieur de Forlis aura plus d'indulgence.  Songe qu'il est, Lisette, un ami de dix ans. "")",0.994037926197052
"('#lisette', ""C'est un droit pour le mettre au rang de ses parents ! Sa fille n'a pas l'air d'être fort satisfaite ; Et, depuis quelque temps, elle est triste et muette."")","('#lisette', ""C'est un droit pour le mettre au rang de ses parents.  Sa fille n'a pas l'air d'être fort satisfaite ;  Et, depuis quelque temps, elle est triste et muette. "")",0.9878486394882202
"('#celiante', ""Lisette, c'est l'effet de sa timidité."")","('#celiante', ""Lisette, c'est l'effet de sa timidité. "")",1.0
"('#lisette', 'Mais elle faisait voir beaucoup plus de gaieté.')","('#lisette', 'Mais elle faisait voir beaucoup plus de gaîté. ')",0.8355038166046143
"('#celiante', ""Son penchant naturel est d'aimer à se taire, Et la simplicité forme son caractère. L'air du couvent, d'ailleurs, rend souvent sotte."")","('#celiante', ""Son penchant naturel est d'aimer à se taire, Et la simplicité forme son caractère.  L'air du couvent, d'ailleurs, rend sotte. "")",0.9944866895675659
"('#lisette', ""Soit. Mais son esprit n'est pas si simple qu'on le croit ; Ses yeux sont expressifs plus qu'on ne saurait dire ; Et pour mieux en juger, regardez-la sourire. Son souris, aussi fin qu'il paraît gracieux, Nous apprend qu'elle pense, et sent encore mieux. Monsieur d'enfant la traite, et la brusque sans cesse. À de franches guenons il fera politesse, Et ne daignera pas l'honorer d'un coup d'oeil. Un pareil procédé blesse son jeune orgueil. Son changement pour elle est un mauvais présage. Ajoutez à cela le nouveau voisinage De la comtesse."")","('#lisette', ""Sotte, soit.  Mais son esprit n'est pas si simple qu'on le croit ;  Et, pour mieux en juger, regardez la sourire :  Ses yeux sont expressifs plus qu'on ne saurait dire.  Son souris, aussi fin qu'il paraît gracieux,  Nous apprend qu'elle pense, et sent encore mieux.  Monsieur, d'enfant la traite, et la brusque sans cesse.  À de franches guenons il fera politesse,  Et ne daignera pas l'honorer d'un coup d'oeil.  Un pareil procédé blesse son jeune orgueil.  Son changement pour elle est un mauvais présage.  Ajoutez à cela le nouveau voisinage  De la comtesse."")",0.9797993302345276
"('#celiante', ""Elle est d'un âge à rassurer."")","('#celiante', ""Elle est d'un âge à rassurer."")",0.9999998807907104
"('#lisette', 'Elle est encore aimable, elle peut inspirer...')","('#lisette', 'Elle est encore aimable, elle peut inspirer... ')",1.0
"('#celiante', ""Elle est folle à l'excès."")","('#celiante', ""Elle est folle à l'excès. "")",1.0000001192092896
"('#lisette', 'On plaît par la folie.')","('#lisette', 'On plaît par la folie. ')",1.0
"('#celiante', 'Il faut du sérieux.')","('#celiante', 'Il faut du sérieux.')",1.0000001192092896
"('#lisette', ""Par malheur il ennuie. La comtesse est fort gaie, et l'enjouement séduit. Avec l'air du grand monde elle a beaucoup d'esprit. Votre frère, entre nous, goûte fort cette veuve, Et ses regards pour elle en sont même une preuve. Depuis qu'elle est logée à deux pas de l'hôtel, Leur estime s'accroît."")","('#lisette', ""Par malheur il ennuie.  La comtesse est fort gaie, et l'enjouement séduit.  Avec l'air du grand monde, elle a beaucoup d'esprit.  Votre frère, entre nous, goûte fort cette veuve,  Et ses regards pour elle en sont même une preuve.  Depuis qu'elle est logée à deux pas de l'hôtel,  Leur estime s'accroît. "")",0.9990566372871399
"('#celiante', ""Et n'a rien de réel. Comme ils sont répandus, que c'est là leur manie, Le même tourbillon les emporte et les lie ; Mais c'est un noeud léger qui n'a point de soutien ; Il paraît les serrer, et ne tient presque à rien. L'un et l'autre se cherche à dessein de paraître, Se prévient sans s'aimer, se voit sans se connaître ; Commerce extérieur, union sans penchant, Que fait naître l'usage, et non le sentiment. L'esprit vole toujours sur la superficie, Et le coeur ne se voit jamais de la partie. Tel est, au vrai, le monde et sa fausse amitié : C'est par les dehors seuls qu'on s'y trouve lié ; Et voilà ce qui fait que je fuis, que j'abhorre Ce monde, presque autant que mon frère l'adore."")","('#celiante', ""Et n'a rien de réel.  Comme ils sont répandus, que c'est là leur manie,  Le même tourbillon les emporte et les lie ;  Mais c'est un noeud léger qui n'a point de soutien ;  Il paraît les serrer, et ne tient presque à rien.  L'un et l'autre se cherche à dessein de paraître,  Se prévient sans s'aimer, se voit sans se connaître ;  Commerce extérieur, union sans penchant,  Que fait naître l'usage et non le sentiment.  L'esprit vole toujours sur la superficie.  Et le coeur ne se voit jamais de la partie.  Tel est, au vrai, le monde et sa fausse amitié :  C'est par les dehors seuls qu'on s'y trouve lié ;  Et voilà ce qui fait que je fuis, que j'abhorre  Ce monde, presque autant que mon frère l'adore. "")",0.9990047216415405
"('#lisette', ""Oh ! Quoi que vous disiez, il a son beau côté ; Et je trouve qu'il a de la réalité. Mais la comtesse vient."")","('#lisette', ""Oh ! Quoi que vous disiez, il a son beau côté ;  Et je trouve qu'il a de la réalité.  Mais la comtesse vient. "")",1.0
"('#celiante', 'Tant pis.')","('#celiante', 'Tant pis !')",0.8267900943756104
"('#lisette', ""Elle est suivie D'un beau jeune seigneur."")","('#lisette', ""Elle est suivie  D'un beau jeune seigneur. "")",0.9999998807907104
"('#celiante', ""Sa visite m'ennuie."")","('#celiante', ""Sa visite m'ennuie. "")",1.0
"('#la-comtesse', ""Nous cherchons le baron avec empressement : J'ai même à lui parler très sérieusement. Qu'on aille l'avertir, je ne saurais attendre."")","('#la-comtesse', ""Nous cherchons le baron avec empressement ; J'ai même à lui parler très sérieusement.  Qu'on aille l'avertir, je ne saurais attendre. "")",0.9494601488113403
"('#celiante', ""J'irai, si vous voulez, le presser de descendre, Madame."")","('#celiante', ""J'irai, si vous voulez, le presser de descendre,  Madame! "")",0.9862933158874512
"('#la-comtesse', 'Non, restez, je vous prie, avec nous ; Lisette aura ce soin.')","('#la-comtesse', 'Non, restez, je vous prie, avec nous ;  Lisette aura ce soin. ')",1.0
"('#celiante', 'Vite, dépêchez-vous. Lisette sort. ')","('#celiante', 'Vite, dépêchez-vous,  Lisette sort.')",0.9907736778259277
"('#la-comtesse', 'Son air est emprunté.')","('#la-comtesse', 'Son air est emprunté. ')",1.0
"('#la-comtesse', 'Mais il est noble et sage.')","('#le-marquis', 'Mais il est noble et sage. ')",1.0000001192092896
"('#la-comtesse', ""Je veux l'apprivoiser, elle est un peu sauvage."")","('#la-comtesse', ""Je veux l'apprivoiser, elle est un peu sauvage. "")",1.0
"('#celiante', ""Je n'éprouvai jamais un pareil embarras."")","('#celiante', ""Je n'éprouvai jamais un pareil embarras. "")",1.0
"('#la-comtesse', ""Mais vous fuyez le monde, et l'on ne vous voit pas. Dans votre appartement, quoi ! Toujours retirée ? Jeune et formée en tout pour être désirée, Quel injuste penchant vous porte à vous cacher ? Il faut donc, pour vous voir, qu'on vienne vous chercher. Je prétends vous tirer de cette nuit profonde, Vous inspirer l'amour et l'esprit du grand monde. Se tenir constamment recluse comme vous, C'est exister sans vivre, et n'être point pour nous."")","('#la-comtesse', ""Mais vous fuyez le monde, et l'on ne vous voit pas.  Dans votre appartement, quoi ! Toujours retirée ?  Jeune et formée en tout pour être désirée,  Quel injuste penchant vous porte à vous cacher ?  Il faut donc, pour vous voir, qu'on vienne vous chercher ?  Je prétends vous tirer de cette nuit profonde,  Vous inspirer l'amour et l'esprit du grand monde.  Se tenir constamment recluse comme vous,  C'est exister sans vivre, et n'être point pour nous. "")",0.9979499578475952
"('#celiante', ""Vos soins m'honorent trop."")","('#celiante', ""Vos soins m'honorent trop. "")",0.9999998807907104
"('#la-comtesse', 'Trêve de modestie.')","('#la-comtesse', 'Trêve de modestie. ')",0.9999998807907104
"('#celiante', 'Vos bontés...')","('#celiante', 'Vos bontés...')",1.0
"('#la-comtesse', 'Laissons là mes bontés, je vous prie.')","('#la-comtesse', 'Laissons là mes bontés, je vous prie. ')",0.9999998807907104
"('#celiante', ""L'obscurité convient aux filles comme moi."")","('#celiante', ""L'obscurité convient aux filles comme moi. "")",0.9999998807907104
"('#la-comtesse', ""De conduire vos pas je veux prendre l'emploi."")","('#la-comtesse', ""De conduire vos pas je veux prendre l'emploi. "")",0.9999999403953552
"('#celiante', ""Pour suivre votre essor et l'esprit qui vous guide, Ma raison est trop faible, et mon coeur trop timide. Les préjugés communs me tiennent sous leurs lois ; Et je soutiendrais mal l'honneur de votre choix."")","('#celiante', ""Pour suivre votre essor et l'esprit qui vous guide, Ma raison est trop faible, et mon coeur trop timide.  Les préjugés communs me tiennent sous leurs lois ;  Et je soutiendrais mal l'honneur de votre choix. "")",1.0
"('#la-comtesse', ""Vous êtes demoiselle, et faite pour paraître, Et vous ne brûlez pas de vous faire connaître ? Vous flatter, vous nourrir de cet unique soin, Pour vous est un devoir ; je dis plus, un besoin ; Et celui de dormir et de se mettre à table, N'est pas plus fort chez nous que celui d'être aimable. La nature à mon sexe en a fait une loi. Se répandre et briller, c'est respirer pour moi."")","('#la-comtesse', ""Vous êtes demoiselle, et faite pour paraître,  Et vous ne brûlez pas de vous faire connaître ?  Vous flatter, vous nourrir de cet unique soin,  Pour vous est un devoir, je dis plus, un besoin ;  Et celui de dormir et de se mettre à table,  N'est pas plus fort ohez nous que celui d'être aimable.  La nature, à mon sexe, en a fait une loi.  Se répandre et briller, c'est respirer, pour moi. "")",0.9901356101036072
"('#celiante', ""Je mets, pour moi, qui n'ai nulle coquetterie, À fuir surtout l'éclat, le bonheur de la vie ; Et je tâche à trouver ce souverain bonheur, Non dans l'esprit d'autrui, mais au fond de mon coeur."")","('#celiante', ""Je mets, pour moi, qui n'ai nulle coquetterie,  À fuir surtout l'éclat, le bonheur de la vie ;  Et je tâche à trouver ce souverain bonheur,  Non dans l'esprit d'autrui, mais au fond de mon coeur. "")",1.0
"('#le-marquis', ""Au sein de la raison sa réponse est puisée. J'en suis édifié."")","('#le-marquis', ""Au sein de la raison sa réponse est puisée.  J'en suis édifié. "")",1.0
"('#la-comtesse', ""Moi, très scandalisée. Mais il faut donc par goût que vous aimiez l'ennui ? À Céliante. "")","('#la-comtesse', ""Moi, très scandalisée.  Mais il faut donc, par goût, que vous aimiez l'ennui ?  À Céliante."")",0.9867006540298462
"('#celiante', ""Il ne m'est inspiré jamais que par autrui."")","('#celiante', ""Il ne m'est inspiré jamais que par autrui. "")",1.0
"('#la-comtesse', ""Qu'elle est sotte à mes yeux !"")","('#la-comtesse', ""Qu'elle est sotte à mes yeux ! "")",1.0000001192092896
"('#celiante', ""Qu'elle est extravagante !"")","('#celiante', ""Qu'elle est extravagante ! "")",1.0000001192092896
"('#la-comtesse', ""Le baron viendra-t-il ? Car je m'impatiente."")","('#la-comtesse', ""Le baron viendra-t-il ? Car je m'impatiente. "")",1.0000001192092896
"('#lisette', 'Madame, il est sorti.')","('#lisette', 'Madame, il est sorti. ')",1.0
"('#la-comtesse', ""Bon. Je m'en doutais bien."")","('#la-comtesse', ""Bon ! Je m'en doutais bien. "")",0.9392185211181641
"('#lisette', ""Mais il va dans l'instant rentrer."")","('#lisette', ""Mais il va dans l'instant rentrer. "")",1.0000003576278687
"('#la-comtesse', ""Je n'en crois rien. Où sera-t-il ?"")","('#la-comtesse', ""Je n'en crois rien.  Où sera-t-il ? "")",1.0
"('#celiante', ""Je vais moi-même m'en instruire ; Et quelque part qu'il soit, je vais lui faire dire Que madame l'attend."")","('#celiante', ""Je vais moi-même m'en instruire :  Et, quelque part qu'il soit, je vais lui faire dire  Que madame l'attend. "")",0.9814833402633667
"('#la-comtesse', 'Un tel soin est flatteur.')","('#la-comtesse', 'Un tel soin est flatteur.  Céliante sort.')",0.6918382048606873
"('#la-comtesse', 'Se peut-il du baron que ce soit là la soeur ? Comment la trouvez-vous ? Parlez.')","('#la-comtesse', 'Se peut-il du baron que ce soit là la soeur ?  Comment la trouvez-vous ? Parlez. ')",1.0
"('#le-marquis', 'Très estimable.')","('#le-marquis', 'Très estimable. ')",0.9999999403953552
"('#la-comtesse', 'Son esprit est brillant.')","('#la-comtesse', 'Son esprit est brillant ! ')",0.9453879594802856
"('#le-marquis', 'Mais il est raisonnable ; Et le bon sens, madame...')","('#le-marquis', 'Mais il est raisonnable.  Et le bon sens, Madame... ')",0.9468559622764587
"('#la-comtesse', ""Est chez vous déplacé. Il sied bien à vingt ans, monsieur, d'être sensé !"")","('#la-comtesse', ""Est chez vous déplacé.  Il sied bien à vingt ans, Monsieur, d'être sensé ! "")",0.9966892004013062
"('#le-marquis', ""On peut l'être à tout âge."")","('#le-marquis', ""On peut l'être à tout âge. "")",1.0000001192092896
"('#la-comtesse', ""Ah ! Quel travers extrême ! Je ne puis m'empêcher d'en rougir pour vous-même."")","('#la-comtesse', ""Ah ! Quel travers extrême !  Je ne puis m'empêcher d'en rougir pour vous-même. "")",1.0
"('#le-marquis', ""Je fais cas du bon sens ; et, bien loin d'en rougir, J'ai le front de le dire et de m'en applaudir."")","('#le-marquis', ""Je fais cas du bon sens ; et bien loin d'en rougir,  J'ai le front de le dire et de m'en applaudir. "")",0.9942301511764526
"('#la-comtesse', ""Vous prisez le bon sens ! ô ciel ! Puis-je le croire ! Un jeune homme de cour peut-il en faire gloire ? C'est un être nouveau qui n'avait point paru."")","('#la-comtesse', ""Vous prisez le bon sens ! Ô ciel ! Puis-je le croire ?  Un jeune homme de Cour peut-il en faire gloire ?  C'est un être nouveau qui n'avait point paru. "")",0.9686232805252075
"('#la-comtesse', ""Ah ! Baron venez voir ce qu'on n'a jamais vu, Et qui ne peut passer même pour vraisemblable ; Un marquis de vingt ans, prudent et raisonnable, Qui l'ose déclarer et qui n'en rougit point !"")","('#la-comtesse', ""Ah ! Baron, venez voir ce qu'on n'a jamais vu,  Et qui ne peut passer même pour vraisemblable :  Un marquis de vingt ans prudent et raisonnable,  Qui l'ose déclarer, et qui n'en rougit point ! "")",0.9865891933441162
"('#le-baron', ""C'est un modèle."")","('#le-baron', ""C'est un modèle. "")",1.0
"('#la-comtesse', ""À fuir. Mais brisons sur ce point. Un soin intéressant m'a chez vous amenée. Je viens vous retenir pour cette après-dînée. Monsieur Vacarmini fait un bruit étonnant."")","('#la-comtesse', ""À fuir. Mais brisons sur ce point.  Un soin intéressant m'a chez vous amenée.  Je viens vous retenir pour cette après-dînée.  Monsieur Vacarmini fait un bruit étonnant. "")",1.000000238418579
"('#le-baron', 'On le vante beaucoup.')","('#le-baron', 'On le vante beaucoup. ')",0.9999999403953552
"('#la-comtesse', ""C'est le plus surprenant, Le plus fort violon de toute l'Italie. Pour l'entendre avec vous j'ai lié la partie."")","('#la-comtesse', ""C'est le plus surprenant,  Le plus fort violon de toute l'Italie.  Pour l'entendre avec vous, j'ai lié la partie. "")",0.9976450800895691
"('#le-baron', 'Madame me propose un plaisir bien flatteur, Mais je suis chez le duc engagé par malheur.')","('#le-baron', 'Madame me propose un plaisir bien flatteur;  Mais je suis chez le duc engagé, par malheur. ')",0.9808753728866577
"('#la-comtesse', ""Partout on le souhaite, et chacun se l'arrache. Je vous l'ai dit, marquis, heureux qui se l'attache !"")","('#la-comtesse', ""Partout on le souhaite, et chacun se l'arrache.  Je vous l'ai dit, Marquis, heureux qui se l'attache ! "")",0.9794490337371826
"('#le-marquis', ""Je n'en suis pas surpris, aimable comme il est."")","('#le-marquis', ""Je n'en suis pas surpris, aimable comme il est. "")",1.0
"('#le-baron', ""L'un et l'autre épargnez votre ami, s'il vous plaît."")","('#le-baron', ""L'une et l'autre épargnez votre ami, s'il vous plaît. "")",0.9622054100036621
"('#la-comtesse', ""Il faut vous dégager. J'attends la préférence."")","('#la-comtesse', ""Il faut vous dégager. J'attends la préférence. "")",1.0
"('#le-baron', ""C'est me faire une aimable et douce violence. Cependant..."")","('#le-baron', ""C'est me faire une aimable et douce violence.  Cependant... "")",0.9999998807907104
"('#la-comtesse', 'Cependant vous viendrez avec nous.')","('#la-comtesse', 'Cependant vous viendrez avec nous. ')",1.0
"('#le-marquis', 'Je vous en prie.')","('#le-marquis', 'Je vous en prie. ')",0.9999997019767761
"('#la-comtesse', ""Et moi, je l'exige de vous."")","('#la-comtesse', ""Et moi, je l'exige de vous. "")",0.9999999403953552
"('#le-baron', ""Vous l'exigez ?"")","('#le-baron', ""Vous l'exigez ! "")",0.912101686000824
"('#la-comtesse', ""Sans doute, et vos rigueurs m'étonnent."")","('#la-comtesse', ""Sans doute ; et vos rigueurs m'étonnent. "")",0.9840273261070251
"('#le-baron', ""Je ne résiste plus quand les dames l'ordonnent."")","('#le-baron', ""Je ne résiste plus, quand les dames l'ordonnent. "")",0.985399067401886
"('#la-comtesse', 'Je puis compter sur vous ?')","('#la-comtesse', 'Je puis compter sur vous ? ')",0.9999999403953552
"('#le-baron', 'Oui.')","('#le-baron', 'Oui. ')",0.9999998211860657
"('#la-comtesse', ""Je dois à présent Vous parler sur un point tout à fait important. Il court de vous un bruit qui m'étonne et m'afflige."")","('#la-comtesse', ""Je dois à présent  Vous parler sur un point tout à fait important.  Il court de vous un bruit qui m'étonne et m'afflige. "")",1.0000001192092896
"('#le-baron', ""C'est donc un bruit fâcheux ?"")","('#le-baron', ""C'est donc un bruit fâcheux ? "")",0.9999998807907104
"('#la-comtesse', ""Des plus fâcheux, vous dis-je ; Il m'alarme pour vous."")","('#la-comtesse', ""Des plus fâcheux, vous dis-je ;  Il m'alarme pour vous. "")",0.9999998807907104
"('#le-baron', ""Vraiment vous m'effrayez ; Expliquez-vous."")","('#le-baron', ""Vraiment vous m'effrayez :  Expliquez-vous."")",0.9815988540649414
"('#la-comtesse', 'On dit que vous vous mariez.')","('#la-comtesse', 'On dit que vous vous mariez. ')",0.9999998211860657
"('#le-baron', ""De vos craintes pour moi, comment, c'est-là la cause ?"")","('#le-baron', ""De vos craintes pour moi, comment, c'est là la cause ? "")",0.9870419502258301
"('#la-comtesse', 'Oui, dit-on vrai ?')","('#la-comtesse', 'Oui. Dit-on vrai ? ')",0.922938883304596
"('#le-baron', 'Mais...')","('#le-baron', 'Mais... ')",0.9999997615814209
"('#la-comtesse', 'Mais...')","('#la-comtesse', 'Mais... ')",0.9999997615814209
"('#le-baron', 'Il en est quelque chose.')","('#le-baron', 'Il en est quelque chose. ')",0.9999997615814209
"('#la-comtesse', 'Tant pis.')","('#la-comtesse', 'Tant pis ! ')",0.8267900943756104
"('#le-marquis', ""L'hymen est donc bien terrible à vos yeux ? Tout des plus."")","('#le-marquis', ""L'hymen est donc bien terrible à vos yeux ? "")",0.9484211206436157
"('#le-marquis', ""L'hymen est donc bien terrible à vos yeux ? Tout des plus."")","('#la-comtesse', 'Tout des plus. ')",1.0
"('#le-baron', 'Il faut prendre un parti sérieux.')","('#le-baron', 'Il faut prendre un parti sérieux. ')",1.0
"('#la-comtesse', 'Jamais.')","('#la-comtesse', 'Jamais. ')",0.9999999403953552
"('#le-baron', ""Je suis l'exemple, et je cède à l'usage : C'est un joug établi que subit le plus sage."")","('#le-baron', ""Je suis l'exemple, et je cède à l'usage.  C'est un joug établi que subit le plus sage. "")",0.9811235070228577
"('#la-comtesse', ""Je vous connais, baron, il n'est pas fait pour vous. Vos amis à ce noeud doivent s'opposer tous. L'hymen en vous va faire un changement extrême ; Le monde y perdra trop, vous y perdrez vous même La moitié tout au moins du prix que vous valez. Être couru, fêté partout où vous allez, Être aimable, amusant et ne songer qu'à plaire, Voilà votre état propre, et votre unique affaire. L'homme du monde est né pour ne tenir à rien ; L'agrément est sa loi, le plaisir son lien ; S'il s'unit, c'est toujours d'une chaîne légère, Qu'un moment voit former, qu'un instant voit défaire : Il fuit jusques au noeud d'une sotte amitié ; Il est toujours liant, et n'est jamais lié."")","('#la-comtesse', ""Je vous connais, Baron, il n'est pas fait pour vous.  Vos amis à ce noeud doivent s'opposer tous.  L'hymen en vous va faire un changement extrême ;  Le monde y perdra trop, vous y perdrez vous-même  La moitié, tout au moins, du prix que vous valez.  Être couru, fêté partout où vous allez ;  Être aimable, amusant, et ne songer qu'à plaire,  Voilà votre état propre, et votre unique affaire.  L'homme du monde est né pour ne tenir à rien :  L'agrément est sa loi, le plaisir son lien ;  S'il s'unit, c'est toujours d'une chaîne légère,  Qu'un moment voit former, qu'un instant voit défaire ;  Il fuit jusques au noeud d'une forte amitié :  Il est toujours liant, et n'est jamais lié. "")",0.9849963188171387
"('#le-baron', ""Le ciel pour tous les rangs m'a formé sociable."")","('#le-baron', ""Le ciel pour tous les rangs m'a formé sociable. "")",1.0000001192092896
"('#la-comtesse', ""Non, je lis dans vos yeux que l'hymen redoutable Doit aigrir la douceur dont vous êtes pétri, Et d'un garçon charmant faire un triste mari."")","('#la-comtesse', ""Non, je lis dans vos yeux que l'hymen redoutable  Doit aigrir la douceur dont vous êtes pétri,  Et d'un garçon charmant faire un triste mari. "")",1.0000001192092896
"('#le-marquis', ""Monsieur ne doit pas craindre un changement semblable. Pour l'éprouver, Madame, il est né trop aimable. Je suis sûr qu'il a fait d'ailleurs un choix trop bon."")","('#le-marquis', ""Monsieur ne doit pas craindre un changement semblable.  Pour l'éprouver, Madame, il est né trop aimable.  Je suis sûr qu'il a fait d'ailleurs un choix trop bon."")",1.0
