aubignac-pucelle,aubignac-pucelle-prose,Score
"('#le-comte', ""Quoi ? Qu'est-ce ?"")",-,0.0
"('#le-garde', ""Elle était échappée, Et c'est heureusement que je l'ai rattrapée, La force de son art avait eu le pouvoir Que sans se faire ouïr et sans se faire voir Quoi que bien éveillé chacun fit garde aux portes, Seule elle avait rompu ses chaînes les plus fortes."")",-,0.0
"('#le-comte', ""Laisse moi seul ici, retire toi plus loin, Je te rappellerai s'il en est de besoin"")",-,0.0
"('#le-garde', ""Je vous dois obéir en serviteur fidèle, Mais ses charmes sont forts, ayez bien l'oeil frêle."")",-,0.0
"('#le-comte', ""Vous verrai-je toujours au point où je vous vois ? Faudra-t-il que toujours vous doutiez de ma foi, Et que la passion dont mon coeur vous respecte Vous soit tout à la fois inutile et suspecte ? Pourquoi vous engager à tant de vains efforts Si vous avez dessein de vous mettre dehors ? On peut rompre aisément vos pratiques secrètes, Et trop de gens ont l'oeil sur tout ce que vous faites. Sortez-vous du château pour forcer la prison ? La liberté vous plaît et non pas sans raison, Pour vous la faire avoir j'y puis plus que personne, Si vous la désirez, hé que je vous la donne, Éprouvez s'il vous plaît en cette occasion L'effet de mon crédit et de ma passion."")",-,0.0
"('#la-pucelle', ""Comte, ces grands exploits où tant de gloire brille Quoi que miens ne sont pas l'ouvrage d'une fille Et cette liberté que tu m'offres ici, Des hommes ne peut pas être l'ouvrage aussi. Celui-là qui m'éprouve avecque l'esclavage Autant de fois qu'il veut m'en tire et me soulage, Il applique un remède aux maux que j'ai soufferts, Et quand j'en ai besoin c'est lui qui rompt mes fers. Mon ange bienheureux m'a lui-même amenée Pour m'apprendre qu'ici je serai condamnée, Ici dans ce lieu même, et dans ce même jour, Et toi-même, ouï toi qui me parles d'amour, Et qui passionné m'offres de vains refuges, Toi-même encore un coup seras un de mes juges, Assez tendre il est vrai pour me vouloir du bien, Pour déplorer l'état d'un sort comme le mien, Et pour n'approuver pas ma mort illégitime, Mais trop lâche en effet pour résister au crime."")",-,0.0
"('#le-comte', ""Que vous me faites tort et que vous m'outragez, Ne jugez pas de moi comme vous en jugez, Acceptez le secours que vous voyez paraître, Étant de ce Château le Seigneur et le maitre,. Seul pour votre salut je pourrai plus que tous, Faites un peu pour moi, je serai tout pour vous. Au reste mon amour vous est assez connue, Vous avez vu cent fois mon âme toute nue, Et cent fois en feignant de vous interroger Je ne vous ai parlé que pour me soulager, En vous faisant un don de mon âme asservie J'ai remis en vos mains mes trésors et ma vie. Mais pour vous témoigner que j'ai tout fait exprès N'ai-je pas fait entrer dedans vos intérêts Ce généreux Talbot, ce courage invincible Qui pour votre salut tenterait l'impossible ? N'ai-je pas retardé l'arrêt de votre mort Pour trouver un moyen de vous conduire au port ? Ha ! Je brûle pour vous d'une amour toute extrême, Et l'on n'aima jamais de l'air dont je vous aime."")",-,0.0
"('#la-pucelle', ""Tu m'aimes je le sais, si ton intention Est de me témoigner qu'elle est ta passion, Ne m'en assure point en des termes frivoles, Je la vois dans ton coeur mieux que dans tes paroles, C'est à dire je vois plutôt ce mouvement En son impureté qu'en son déguisement Tu m'aimes je le fais, ton âme se consume, Mais d'un feu qui fait honte à celle qui l'allume, Puisqu'il souffre un espoir lâchement combattu Et que je vois qu'il dure auprès de ma vertu. Vois, Comte, à quel excès ton procédé m'offense ; Tu n'as pu me juger de publique sentence Sous le nom de sorcière, tu n'as pu hautement Au sentiment commun joindre ton sentiment, Et tu m'as bien traitée avec plus d'infamie, Et tu m'as bien traitée en mortelle ennemie Quand ce coupable coeur que tu me veux cacher M'a jugée en secret capable de pêcher. Il me semble en effet que ta main me poignarde Quand je te considère et que je me regarde.  - Charles m'a vu brillante au milieu de sa Cour Où cent jeunes Seigneurs ne songeaient qu'à l'amour, Sans que le plus hardi de la feule pensée En voyant ma vertu lait jamais offensée. J'ai vécu dans le camp parmi cent escadrons, Et là ma pureté n'a point reçu d'affronts ; Cet illustre Dunois, ce généreux Xaintrailles, La Hire et Baudricourt, vrais foudres des batailles, Et tant d'autres encor que tant de gloire fait, Seuls en leurs pavillons dans de la nuit À la guerre où l'on voit la licence effrontée, N'ont point eu de penser qui ne m'ait respectée, Ils m'ont toujours chérie et de l'âme et du coeur, Et mon honnêteté leur a toujours fait peur. Je me glorifierais d'un visage incapable De faire des méchants, si tu n'étais coupable, Mais de ce que j'impute à ma feinte beauté J'en dois remercier leur générosité Qui n'a pu faire outrage à la chaste innocence D'une fille où le ciel avait mis leur défense, C'est à ta lâcheté d'en violer les lois, Et ton crime vraiment est digne d'un Anglais ; Quelque affront si cruel que ton amour me fasse, Je n'en devais jamais attendre plus de grâce, Et je puis voir sans honte et sans étonnement Qu'un de mes ennemis m'aime imparfaitement."")",-,0.0
"('#le-comte', ""Ô le reproche indigne ! Ô la fière constance ! Ô de tant de respect l'ingrate récompense ! Hé quoi vous obliger est-ce vous faire tort ? Ce n'est qu'en vous servant que paraît mon transport, Vous ne voyez ce feu qui vous met en colère Qu'au travers du plaisir que je tache à vous faire Voulant comme je veux vous tirer de prison, Si je n'ai point de tort, vous n'avez pas raison, Aimer votre beauté c'est s'éloigner du crime, Et la servir lui rendre un devoir légitime."")",-,0.0
"('#la-pucelle', ""Quoi tu prétends couvrir sous tant de feints discours Un coeur qui veut pécher et qui pêche toujours ? Tu fais trop à quel point ta passion m'offense Et je ne parle à toi qu'après ta conscience. Ton amour il est vrai montre quelque amitié, Tu me vois malheureuse, et je te fais pitié, Ce feu quoi que méchant n'a pas tant de fumée Qu'il ne t'éclaire à voir que je suis opprimée, Et tu le publierais si tu n'avais point peur Qu'une belle action fit tort à ta grandeur Aussi comme ton coeur répugne à mon supplice Du crime de ma mort plus scrupuleux complice, Possible méritant un moindre châtiment Le regret de ma mort fera tout fon tourment, Possible un droit plus fort que l'injustice humaine De ton propre péché fera ta propre peine. Va meurs donc en repos comme d'autres mortels Et non pas en fureur comme les criminels."")",-,0.0
"('#le-comte', ""À ce funeste coup je vous vois préparée Comme si votre affaire était désespérée, Mais je vous jure bien que depuis votre arrêt On n'a rien pratiqué contre votre intérêt."")",-,0.0
"('#la-pucelle', ""Rien ? Sans que je m'amuse à te le faire entendre Le Duc, et Destivet s'en vont bien te l'apprendre."")",-,0.0
"('#le-duc', ""Comte, quel est son art apprenez m'en le nom, Soutenez vous encor le parti du démon ?"")",-,0.0
"('#le-comte', ""Qu'est-ce ? Et qu'a telle fait ?"")",-,0.0
"('#le-duc', ""Charmer les yeux d'un garde, Éblouir, aveugler de peur qu'on la regarde, Disposer à son gré du jour et de la nuit, Forcer une prison, rompre des fers sans bruit, Ne prouve pas assez l'exécrable commerce Qu'avecque tout l'enfer cette sorcière exerce ?"")",-,0.0
"('#le-comte', ""Est-ce donc qu'on l'accuse, et qu'il est de besoin Qu'en l'accusation je sois un faux témoin ?"")",-,0.0
"('#le-garde', ""J'ai dit ce que j'ai vu."")",-,0.0
"('#le-comte', ""Seigneur, le faut-il croire Ce grand bruit de magie, et la nuit un peu noire Ont pu troubler ses sens comme arrêter ses pas Et lui faire rêver tout ce qui n'était pas : Les esprits un peu forts ne s'arrêteront guère Aux sottes visions de ces âmes vulgaires, Pour moi je n'ai rien vu, qu'on ne prétende point Forcer ma conscience à mentir sur ce point, Et que malicieuse en soi-même elle invente Mille fantômes noirs contre cette innocente."")",-,0.0
"('#le-duc', 'Innocente ?')",-,0.0
"('#le-comte', ""Il paraît en effet qu'elle l'est."")",-,0.0
"('#le-duc', ""Vous ne serez pas seul à faire son arrêt. Garde, conserve bien cet objet de nos haines, Remenez l'innocente, et la chargez de chaînes Jusqu'à tant que l'affaire ait un succès parfait."")",-,0.0
"('#le-garde', ""Je n'en saurais répondre après ce qu'elle a fait."")",-,0.0
"('#la-pucelle', ""Va, va je te réponds moi-même de moi-même, Et ne veux plus tromper ta vigilance extrême, Comme l'ordre du Ciel a fait ma liberté Mon propre mouvement fait ma captivité. Le sacré directeur qui prend soin de ma vie Me dégageant des fers où j'étais asservie A rompu ma prison pour offrir à mes yeux La résolution écrite dans les Cieux Et vous m'y renvoyez de l'endroit où nous hommes Afin de me cacher la volonté des hommes ; Mais vous n'avancez et rien quoi que vous essayez, Puisque je la connais devant que vous l'ayez."")",-,0.0
"('#le-duc', 'Comte, vous faites trop pour cette misérable.')",-,0.0
"('#le-comte', ""Faire pour l'inocence est une oeuvre louable[.]"")",-,0.0
"('#le-duc', ""Un autre sentiment vous fait-il point agir ? N'en faites pas le fin, et gardez de rougir, On dit qu'elle n'est pas l'objet de votre haine, Et qu'à l'interroger vous prenez trop de peine, Vous la pressez beaucoup, et nous promettez bien De nous découvrir tout, mais vous n'en faites rien, Et vous nous en parlez dans une impatience De la justifier qui tire à conséquence. Prenez-y garde, Comte, oubliez ce transport Qui ne vous met pas bien dans l'esprit de Bethfort."")",-,0.0
"('#le-comte', ""Mon âme en son devoir demeure confirmée Encore qu'elle plaigne une sainte opprimée."")",-,0.0
"('#le-duc', ""Donnez à cette infâme une autre qualité, Et retenez un peu votre esprit emporté. Quand obéirons nous au mandement céleste Qui veut qu'on extermine une fatale peste ? Attendrons nous qu'elle aille au milieu des Français Ramener sur nos bras ce dangereux Dunois ? Orléans, Fargeau, Melun, ses villes reconquises Nous feraient redouter ses moindres entreprises ; Quoi les champs de Pat[a]y funestes aux Anglais Boiront-ils notre sang une seconde fois ? Faut-il à notre honte ajouter cette marque Qu'elle empêche Paris de voir notre Monarque, Elle qui devant nous nos efforts étants vains Mena sacrer son Roi dans la Ville de Reims ? Je veux qu'à ce malheur mon courage s'oppose, Ne le pas empêcher en être la cause, De l'État et de nous chassons ce mal bien loin. Vous, brave Chevalier, apportez y du soin, Mais je vais travailler au bien de l'Angleterre, Allez faire assembler tout le Conseil de guerre, Suffisamment instruis de ce fait signalé Celui de nos prélats n'y sera plus mêlé ; Qu'elle fit devant tous condamnée et punie, Il y faut apporter cette cérémonie Comme un long témoignage à la postérité Et de son insolence, et de notre équité. Il parle à Destivet."")",-,0.0
"('#destivet', ""Ravi de ce dessein j'y cours en diligence."")",-,0.0
"('#le-duc', ""Comte, vous y devez aussi votre présence, Et l'on attend beaucoup de votre jugement Pour l'État et pour vous."")",-,0.0
"('#le-comte', ""N'en doutez nullement."")",-,0.0
"('#le-comte', ""Quoi tu crois que je l'aime, et tu prétends encore Que je forme un supplice à celle que j'adore, Tu veux que je la juge avec tant de rigueur, Tu veux que mon esprit assassine mon coeur ; Tu fais tout pour sa mort, c'est toute ton envie,. Et je veux aujourd'hui faire tout pour sa vie. Oui, mon coeur, ose tout avecque tant d'amour, Rends lui sa liberté, conserve lui le jour, Hâte-toi tu le peux, l'occasion est chauve. Que tout puisse périr pourvu que je la sauve.  Mais quand je l'aurai mise entre les bras des siens Ai-je pour la fléchir de plus heureux moyens ? Si je n'ai rien gagné l'ayant en ma puissance, Quand elle en sortira j'aurai moins d'espérance Ce fera seulement par cette invention Renforcer sa pudeur contre ma passion.  Un autre sentiment dans ma pensée arrive ; Qu'elle passe en Guyenne, et là que je la suive. Mais serons nous tous deux moins tourmentés aussi Des Anglais de Bordeaux que des Anglois d'ici ? De mille soins divers l'embarras me surmonte. Holà ! Qu'un de mes gens fasse venir Aronte, Un bon expédient m'est venu dans l'esprit Qu'il exécutera quand je l'aurai prescrit. Il rêve un peu. Il rêve un peu"")",-,0.0
"('#aronte', 'Seigneur, vous puis-je rendre[...]')",-,0.0
"('#le-comte', ""Un service fidèle ; Le Duc a résolu la mort de la Pucelle, C'est résoudre la mienne, en cette extrémité Voici ce que j'ordonne à ta fidélité. Pour l'Ecosse aujourd'hui tu quittes ce rivage, Et tu prends mon vaisseau pour faire ton voyage, Fais donc avec adresse approcher ce vaisseau Tout contre le jardin qui regarde sur l'eau,  Puis viens secrètement à la petite porte, Par un garde affidé je prétends faire en sorte D'y mener la Pucelle et la faire venir  Comme si ce n'était que pour l'entretenir, Ce garde pourra bien te prêter assistance En cas que mon ingrate use de résistance, Mets là dans ce vaisseau puis quand tu la tiendras Conduis-la sûrement au lieu même où tu vas, Et là j'irai trouver ce miracle des belles  Quand mon impatience aura de tes nouvelles."")",-,0.0
"('#aronte', ""Je suis prêt à tout faire en toute occasion. Mais si l'on vous convainc de cette évasion ?"")",-,0.0
"('#le-comte', ""Je la veux délivrer de ce péril funeste, Sauvons là seulement nous penserons au reste, Et puis l'on peut donner cette fuite au hasard Où plutôt l'imputer aux effets de son art Qui fait quand elle veut et l'ombre et la lumière Et le peuple m'excuse en l'avouant sorcière."")",-,0.0
"('#aronte', 'Conduisez votre affaire avec dextérité, Et soyez en repos sur ma fidélité')",-,0.0
"('#la-comtesse', ""Dalinde, ils n'y sont plus, nous les verrions paraître, Où par quelque trait noir la sorcière peut-être Le cajole à nos yeux, le tient entre ses bras Que nous n'en voyons rien, où ne l'entendons pas, Ne les vois-tu point ?"")",-,0.0
"('#dalinde', ""Non, mais je sais d'assurance Qu'ils ont eu dans ce lieu fort longue conférence. Aussi dans le jardin vous avez fait un tour Qu'il fallait bien plutôt faire dans cette cour."")",-,0.0
"('#la-comtesse', 'Mais y sont-ils venus ?')",-,0.0
"('#dalinde', ""N'en doutez point, Madame, Et croyez que le Comte avec toute fa flamme Ne laisse pas pourtant d'être bien avisé, Craignant encore un coup de se voir exposé À souffrir ou reproche, ou censure nouvelle Il a de bon matin fait rentrer la Pucelle Et lui-même est rentré de peur que le grand jour En cette occasion ne trahit son amour."")",-,0.0
"('#la-comtesse', ""Il n'est pas messéant que l'ombre son amie Couvre ma propre injure et sa propre infamie Ô Ciel qui dois fournir le secours que j'attends, Faudra-t-il que je souffre encore bien longtemps ! Et verras-tu sans cesse une âme déloyale Manquer impunément à la foi conjugale ! De mon lit innocent les innocents plaisirs Ne font que rebuter ses infâmes désirs. Aimer son ennemie au mépris de sa femme, Mais de quelques douceurs qu'elle flatte son âme, N'en doit-il pas tout craindre en vivant sous les lois, Elle est toujours Française, et lui toujours Anglais Les baisers qu'elle donne à sa brutale envie Sont des partis secrets formés contre sa vie, Ses caresses, ses ris, ses jeux désordonnés, Et ses plus doux regards sont traits empoisonnés. Une fille perdue et d'abjecte naissance, Une simple bergère avoir tant de puissance, Mais que n'est-elle sage et d'illustre maison Enfin que n'ai-je tort et que n'a-t'il raison. Oui, je souhaiterais pour l'intérêt du Comte Qu'elle eut plus de mérite et qu'il eut moins de honte, J'aiderais volontiers moi-même à me trahir, En elle il n'aime rien que ce qu'on doit haïr, Il prise des attraits que l'Enfer lui procure, Et chérit seulement ce qui la défigure."")",-,0.0
"('#dalinde', ""Il montre en vous quittant qu'il est ensorcelé Et que dans son amour le Démon s'est mêlé : Elle n'a point les traits dont vous êtes pourvue."")",-,0.0
"('#la-comtesse', ""Dalinde, je le pense et c'est ce qui me tue. S'il se pouvait gagner par la seule beauté Je croirais l'emporter sans trop de vanité, Avec assez de soin le Ciel fit mon visage, Mais celle-ci qui met tout l'Enfer en usage A mille faux appas dont elle le surprend Et m'en ôte possible à l'heure qu'elle en prend. Même elle me fait peur, j'en sens mon âme émue Et j'ai peine à le voir quand je fais qu'il l'a vue Tant j'ai sujet de craindre avec juste raison Qu'elle n'ait dans ses yeux coulé quelque poison, Je tremble s'il me touche et tout mon sang se gèle, Je le crois tout en fer quand il vient d'auprès d'elle, Et je ne pense voir que venins, que serpents, À longs plis tortueux autour de moi rampants. Souriras-tu sans cesse, ô femme infortunée ! Ha ! Que n'étais-je ici quand on l'a condamnée, Le Baron_de_Talbot, et mon ingrat époux N'auraient pas fait pour elle un châtiment si doux, J'aurais pressé la mort de cette criminelle, Soulevé tout le peuple et les soldats contre elle, Fit Bethfort qui gouverne en titre de régent Aurait donné sous-main d'autres sommes d'argent Dont signant me servir pour appuyer sa ligue J'aurais adroitement soutenu mon intrigue. Lâcheté de mon sexe, à quoi me réduis-tu ! Où plutôt incommode et fâcheuse vertu, Qui ne me permets pas d'aller punir la faute Et de manger son coeur pour celui qu'elle m'ôte !"")",-,0.0
"('#dalinde', ""Jusqu'ici votre esprit a paru très discret A ressentir ce mal et le tenir secret, Ne le divulguez pas, Madame, et prenez garde Que vous vous emportez et que l'on vous regarde."")",-,0.0
"('#canchon', ""Enfin pour la punir de ses honteux excès La sorcière nous force à revoir son procès Et l'effort qu'elle a fait pour se voir dégagée Nous oblige à presser..."")",-,0.0
"('#la-comtesse', 'Comment, cette enragée A commis en prison quelque forfait nouveau ?')",-,0.0
"('#mide', ""Quand elle n'aurait fait qu'envoyer au tombeau Tant de coeurs généreux, et tant d'hommes utiles, Quand elle n'aurait fait que reprendre nos villes Par un art au dessus de tout humain pouvoir C'est trop peu que la mort pour un acte si noir."")",-,0.0
"('#la-comtesse', 'Mais a-t-elle fait plus ?')",-,0.0
"('#canchon', 'Sans bruit, sans violence Elle a rompu ses fers.')",-,0.0
"('#la-comtesse', ""Grand Dieu qu'elle insolence ! Et qu'a-t-elle allégué pour couvrir ses desseins ?"")",-,0.0
"('#canchon', ""Des chimères en l'air, des Anges, et des Saints."")",-,0.0
"('#la-comtesse', 'Ses juges ont grand tort.')",-,0.0
"('#canchon', ""Pour moi, je n'ai pu taire Qu'au bien de notre État sa mort est nécessaire."")",-,0.0
"('#mide', ""Et moi j'ai toujours dit qu'il était à propos De la sacrifier pour le commun repos."")",-,0.0
"('#la-comtesse', ""Heureux d'en être au point de soutenir encore Ce digne sentiment que la Patrie honore ! Si l'on apprend l'effort qu'elle a tenté la nuit Quel trouble je vous prie excitera ce bruit ? On dit que le pouvoir qu'exerce la Justice Arrête des démons la force et la malice, Et que dans les cachots ils ne peuvent plus rien, Mais la Justice même est au dessous du sien. S'il faut que les Français sachent cet avantage L'espoir de son retour enflera leur courage, Quand le bruit de sa force entre eux éclatera L'orgueil ira chez eux, l'effroi nous restera."")",-,0.0
"('#le-baron', 'Si la justice humaine est si faible contre elle, - Il paraît que le Ciel combat pour sa querelle, Autrement on pourrait la ranger au devoir Et son art enchaîné resterait sans pouvoir.')",-,0.0
"('#la-comtesse', ""Aussi remarquez bien qu'au point où la fortune A mise entre nos mains cette peste commune, Elle a comme on a vu tout soudain arrêté Le cours impétueux de sa prospérité, Et que par sa prison des mouvements contraires Ont changé tout_à_coup la face des affaires, Nos coeurs pour la victoire ont pris un nouveau feu Et l'orgueil de la France a fléchi tant soit peu Au lieu qu'auparavant la fortune obstinée Semblait à notre honte être déterminée Et qu'à cette furie ornement du Sabat Ce n'était qu'un de vaincre et d'aller au combat, Témoignage assez clair de sa noire conduite Qui lui faisait traîner tout l'Enfer à sa suite."")",-,0.0
"('#le-baron', ""Examinons-là bien sur ce qui s'est passé, Que notre jugement soit désintéressé, Voyons cette méchante et cette abominable À qui le droit ordonne un supplice effroyable, Mais ne la voyons point comme ses ennemis. - Quoi n'a-telle pas fait tout ce qu'elle a promis ? Elle a dit que d'en haut elle était envoyée Afin de rassurer une ville effrayée - Et triompher dans Reims du Sacre de son Roi, N'a-t'elle pas mis fin à l'un et l'autre emploi ? Avec combien d'honneur en est elle sortie ? Qui n'a vu sa valeur ? Qui ne l'a ressentie ? Elle nous a forcés, a rompu nos desseins Jusqu'à faire tomber les armes de nos mains, Le courant de sa gloire a brisé tous obstacles, - Et bref sa seule main a fait ces grands miracles Dont la postérité des siècles à venir Sans nous faire un affront ne se peut souvenir. Mais dès qu'elle entreprend par delà sa promesse Sa vaillance décline, et sa fortune cesse, On voit diminuer tout ce qu'elle a de grand, Elle manque Paris, on la blesse, on la prend : Enfin d'une personne où tant de gloire brille Et d'un coeur de héros ce n'est plus qu'une fille Qui ne peut soutenir l'honneur de ses exploits Généreuse pourtant, mais fille toutefois. Est-ce point que le Ciel qui tient sans violence Les intérêts humains en égale balance, Pour maintenir cet ordre au jugement de tous A mis Charles debout aussi bien comme nous, Et qu'il veut à présent dans l'état où nous sommes Laisser faire le reste à la force des hommes ? - Certes quoi qu'il en soit, c'est toujours un grand bien De tenir la Pucelle où paraît leur soutien, Ne faisons pas mourir cette illustre personne, Usons mieux d'un trésor que la guerre nous donne, Et tant que nous pourrons, gardons nous d'engager La colère du Ciel au point de la venger."")",-,0.0
"('#la-comtesse', 'Dans cette cause-ci tout le monde soupçonne Que vous ne penchez pas au bien de la Couronne.')",-,0.0
"('#le-baron', ""Le Comte votre époux n'est pas mauvais Anglais, Et notre sentiment est le sien toutefois."")",-,0.0
"('#la-comtesse', ""Ne le prenez pas là, c'est une sage ruse Dont fort adroitement nous savons bien qu'il use Afin de découvrir par cette invention Le secret important de chaque intention. Mais à ce que j'apprends vous voulez donc l'absoudre ?"")",-,0.0
"('#le-baron', ""C'est un point qu'à loisir il me faudra résoudre. Mais je veux qu'en tout cas la seule vérité Règle mon jugement selon l'integrité."")",-,0.0
"('#canchon', ""Je veux régler le mien pour l'État non pour elle."")",-,0.0
"('#mide', 'Moi je serai bon juge étant sujet fidèle.')",-,0.0
"('#la-comtesse', 'Souffrez que je vous mène en mon appartement, Le Duc de Sommerset y vient dans un moment, Là soutenez ensemble en hommes forts et sages Des résolutions dignes de vos courages.')",-,0.0
