,corneillep-veuve,corneillep-veuve-34,Cost,Operation Type
10,,"('#philiste', ""Mais ils tiennent bien peu de la cérémonie ; Parmi les bienséance il m'est aisé de voir Que l'amour me les donne autant que le devoir. En cette occasion c'est un plaisir extrême Lorsque de part et d'autre un couple qui s'entr-aime, Abuse dextrement de cette liberté, Que permettent les lois de la civilité, Et que le peu souvent que ce bonheur arrive Piquant notre appétit rend sa pointe plus vive : Notre flamme irrité en croît de jour en jour."")",1.0,Deletion
11,"('#alcidon', ""Tout cela cependant sans lui parler d'amour ?"")","('#alcidon', ""Tout cela cependant sans lui parler d'amour ?"")",0.0,Match
12,"('#philiste', ""Sans lui parler d'amour."")","('#philiste', ""Sans lui parler d'amour."")",0.0,Match
13,"('#alcidon', ""J'estime ta science ; Mais j'aurais à l'épreuve un peu d'impatience."")","('#alcidon', ""J'estime ta science ; Mais j'aurais à l'épreuve un peu d'impatience."")",0.0,Match
14,"('#philiste', ""Le ciel, qui nous choisit lui-même des partis, A tes feux et les miens prudemment assortis ; Et comme à ces longueurs t'ayant fait indocile, Il te donne en ma soeur un naturel facile, Ainsi pour cette veuve il a su m'enflammer, Après m'avoir donné par où m'en faire aimer."")","('#philiste', ""Le ciel qui bien souvent nous choisis des partis À tes feux et les miens prudemment assortis, Et comme à ces longueurs t'ayant fait indocile Il te donne en ma soeur un naturel facile, Ainsi pour cette veuve il voulut m'enflammer Après m'avoir donné par où m'en faire aimer."")",0.0,Match
15,"('#alcidon', 'Mais il lui faut enfin découvrir ton courage.')","('#alcidon', 'Mais il lui faut enfin découvrir ton courage.')",0.0,Match
16,"('#philiste', ""C'est ce qu'en ma faveur sa nourrice ménage : Cette vieille subtile a mille inventions Pour m'avancer au but de mes intentions ; Elle m'avertira du temps que je dois prendre ; Le reste une autre fois se pourra mieux apprendre : Adieu."")","('#philiste', ""C'est ce qu'en ma faveur sa nourrice ménage, Cette vieille subtile a mille inventions Pour m'avancer au but de mes intentions, Elle m'avertira du temps que je dois prendre, Le reste une autre fois se pourra mieux apprendre, Adieu."")",0.0,Match
17,"('#alcidon', ""La confidence avec un bon ami Jamais sans l'offenser ne s'exerce à demi."")","('#alcidon', ""La confidence avec un bon ami Jamais sans l'offenser ne s'exerce à demi."")",0.0,Match
18,"('#philiste', ""Un intérêt d'amour me prescrit ces limites : Ma maîtresse m'attend pour faire des visites Où je lui promis hier de lui prêter la main."")","('#philiste', ""Un intérêt d'amour me prescrit ces limites, Ma maîtresse m'attend pour faire des visites Où je lui promis hier de lui prêter la main."")",0.0,Match
19,"('#alcidon', 'Adieu donc, cher Philiste.')","('#alcidon', 'Adieu donc cher Philiste.')",0.0,Match
20,"('#philiste', ""Adieu, jusqu'à demain."")","('#philiste', ""Adieu jusqu'à demain."")",0.0,Match
21,"('#alcidon', ""Vit-on jamais amant de pareille imprudence Faire avec son rival entière confidence ? Simple, apprends que ta soeur n'aura jamais de quoi Asservir sous ses lois des gens faits comme moi ; Qu'Alcidon feint pour elle, et brûle pour Clarice. Ton agente est à moi. N'est-il pas vrai, nourrice ?"")","('#alcidon', ""Vit-on jamais amant de pareille imprudence Avecque son rival traiter de confidence [?] Simple, apprends que ta soeur n'aura jamais de quoi Asservir sous ses lois des gens faits comme moi, Qu'Alcidon feint pour elle, et brûle pour Clarice, Ton agente est à moi, n'est-il pas vrai nourrice."")",0.0,Match
22,,"('#la-nourrice', 'La belle question ! Quoi ?')",1.0,Deletion
23,,"('#alcidon', 'Que Philiste...')",1.0,Deletion
24,,"('#la-nourrice', 'Et bien ?')",1.0,Deletion
25,"('#la-nourrice', 'Tu le peux bien jurer.')","('#alcidon', ""C'est en toi qu'il espère."")",0.85,Substitution
26,"('#alcidon', 'Et notre ami rival ?')",,1.0,Insertion
27,"('#la-nourrice', ""Si jamais on m'en croit, son affaire ira mal."")","('#la-nourrice', 'Oui, mais il ne tient rien.')",1.54,Substitution
28,"('#alcidon', 'Tu lui promets pourtant.')","('#alcidon', 'Tu lui promets pourtant ?')",0.0,Match
29,"('#la-nourrice', ""C'est par où je l'amuse, Jusqu'à ce que l'effet lui découvre ma ruse."")","('#la-nourrice', ""C'est par où je l'amuse, Tant que tes bons succès lui découvre ma ruse."")",0.0,Match
30,"('#alcidon', 'Je viens de le quitter.')","('#alcidon', 'Je viens de le quitter.')",0.0,Match
31,"('#la-nourrice', ""Eh bien ! Que t'a-t-il dit ?"")","('#la-nourrice', ""Eh bien que t'a-t-il dit ?"")",0.0,Match
32,"('#alcidon', ""Que tu veux employer pour lui tout ton crédit, Et que rendant toujours quelque petit service, Il s'est fait une entrée en l'âme de Clarice."")","('#alcidon', ""Que tu veux employer pour lui tout ton crédit Et que rendant toujours quelque petit service Il s'est fait une entrée en l'âme de Clarice."")",0.0,Match
33,"('#la-nourrice', ""Moindre qu'il ne présume. Et toi ?"")","('#la-nourrice', ""Moindre qu'il ne présume, et toi ?"")",0.0,Match
34,"('#alcidon', ""Je l'ai poussé À s'enhardir un peu plus que par le passé, Et découvrir son mal à celle qui le cause."")","('#alcidon', ""Je l'ai poussé À s'enhardir un peu plus que par le passé, Et découvrir son mal à celle qui le cause."")",0.0,Match
35,"('#la-nourrice', 'Pourquoi ?')","('#la-nourrice', 'Pourquoi ?')",0.0,Match
36,"('#alcidon', ""Pour deux raisons : l'une, qu'il me propose Ce qu'il a dans le coeur beaucoup plus librement ; L'autre, que ta maîtresse après ce compliment Le chassera peut-être ainsi qu'un téméraire."")","('#alcidon', ""Pour deux raisons, l'une qu'il me propose Ce qu'il a dans le coeur beaucoup plus librement, L'autre que ta maîtresse après ce compliment Le chassera peut-être ainsi qu'un téméraire."")",0.0,Match
37,"('#la-nourrice', ""Ne l'enhardis pas tant : j'aurais peur au contraire Que malgré tes raisons quelque mal ne t'en prît ; Car enfin ce rival est bien dans son esprit, Mais non pas tellement qu'avant que le mois passe Notre adresse sous main ne le mette en disgrâce."")","('#la-nourrice', ""Ne l'enhardis pas tant j'aurais peur du contraire Que malgré tes raisons quelque mal ne t'en prît Car enfin ce rival est bien dans son esprit, Mais non pas tellement qu'avant que le mois passe Nous ne le sachions mettre en sa mauvaise grâce."")",0.0,Match
38,"('#alcidon', 'Et lors ?')","('#alcidon', 'Et lors ?')",0.0,Match
39,"('#la-nourrice', ""Je te réponds de ce que tu chéris. Cependant continue à caresser Doris ; Que son frère, ébloui par cette accorte feinte, De nos prétentions n'ait ni soupçon ni crainte."")","('#la-nourrice', ""Je te réponds de ce que tu chéris, Cependant continue à caresser Doris, Que son frère ébloui par cette accorte feinte De ce que nous brassons n'ait ni soupçon ni crainte."")",0.0,Match
40,"('#alcidon', ""À m'en ouïr conter, l'amour de Céladon N'eut jamais rien d'égal à celui d'Alcidon : Tu rirais trop de voir comme je la cajole."")","('#alcidon', ""À m'en ouïr conter, l'amour de Céladon N'eut jamais rien d'égal à celui d'Alcidon, Tu rirais trop de voir comme je la cajole."")",0.0,Match
41,"('#la-nourrice', ""Et la dupe qu'elle est croit tout sur ta parole ?"")","('#la-nourrice', ""Et la dupe qu'elle est croit tout sur ta parole ?"")",0.0,Match
42,"('#alcidon', ""Cette jeune étourdie est si folle de moi, Qu'elle prend chaque mot pour article de foi ; Et son frère, pipé du fard de mon langage, Qui croit que je soupire après son mariage, Pensant bien m'obliger, m'en parle tous les jours ; Mais quand il en vient là, je sais bien mes détours ; Tantôt, vu l'amitié qui tous deux nous assemble, J'attendrai son hymen pour être heureux ensemble ; Tantôt il faut du temps pour le consentement D'un oncle dont j'espère un haut avancement ; Tantôt je sais trouver quelque autre bagatelle."")","('#alcidon', ""Cette jeune étourdie est si folle de moi Qu'elle prend chaque mot pour article de foi, Et son frère pipé du fard de mon langage Qui croit que je soupire après son mariage Pensant bien m'obliger, m'en parle tous les jours, Mais quand il en vient là je sais bien mes détours, Tantôt vu l'amitié qui tous deux nous assemble J'attendrai son hymen pour être heureux ensemble, Tantôt il faut du temps pour le consentement D'un oncle dont j'espère un haut avancement, Tantôt je sais trouver quelque autre bagatelle."")",0.0,Match
43,"('#la-nourrice', ""Séparons-nous, de peur qu'il entrât en cervelle, S'il avait découvert un si long entretien. Joue aussi bien ton jeu que je jouerai le mien."")","('#la-nourrice', ""Séparons-nous, de peur qu'il entrât en cervelle S'il avait découvert un si long entretien, Joue aussi bien ton jeu que je jouerai le mien."")",0.0,Match
44,"('#alcidon', ""Nourrice, ce n'est pas ainsi qu'on se sépare."")","('#alcidon', ""Nourrice, ce n'est pas ainsi qu'on se sépare."")",0.0,Match
45,"('#la-nourrice', ""Monsieur, vous me jugez d'un naturel avare."")","('#la-nourrice', ""Monsieur, vous me jugez d'un naturel avare."")",0.0,Match
46,"('#alcidon', ""Tu veilleras pour moi d'un soin plus diligent."")","('#alcidon', ""Tu veilleras pour moi d'un soin plus diligent."")",0.0,Match
47,"('#la-nourrice', 'Ce sera donc pour vous plus que pour votre argent.')","('#la-nourrice', 'Ce sera donc pour vous plus que pour votre argent[.]')",0.0,Match
48,"('#chrysante', ""C'est trop désavouer une si belle flamme, Qui n'a rien de honteux, rien de sujet au blâme : Confesse-le, ma fille, Alcidon a ton coeur ; Ses rares qualités l'en ont rendu vainqueur. Ne vous entr'appeler que « Mon âme et ma vie, » C'est montrer que tous deux vous n'avez qu'une envie, Et que d'un même trait vos esprits sont blessés."")","('#chrysante', ""C'est trop désavouer une si belle flamme Qui n'a rien de honteux, rien de sujet au blâme, Confesse-le ma fille, Alcidon a ton coeur ; Ses rares qualités l'en ont rendu vainqueur Ne vous entr'appeler que mon âme et ma vie, C'est montrer que tous deux vous n'avez qu'une envie, Et que d'un même trait vos esprits sont blessés."")",0.0,Match
49,"('#doris', ""Madame, il n'en va pas ainsi que vous pensez. Mon frère aime Alcidon, et sa prière expresse M'oblige à lui répondre en termes de maîtresse. Je me fais, comme lui, souvent toute de feux ; Mais mon coeur se conserve, au point où je le veux, Toujours libre, et qui garde une amitié sincère À celui que voudra me prescrire une mère."")","('#doris', ""Madame, il n'en va pas ainsi que vous pensez. Mon frère aime Alcidon, et sa prière expresse M'oblige à lui répondre en termes de maîtresse. Je me fais, comme lui, souvent toute de feux, Mais mon coeur se conserve, au point où je le veux Toujours libre, et qui garde une amitié sincère À celui que voudra me prescrire une mère."")",0.0,Match
50,"('#chrysante', ""Oui, pourvu qu'Alcidon te soit ainsi prescrit."")","('#chrysante', ""Oui, pourvu qu'Alcidon te soit ainsi prescrit."")",0.0,Match
51,"('#doris', ""Madame, pussiez-vous lire dans mon esprit ! Vous verriez jusqu'où va ma pure obéissance."")","('#doris', ""Madame, pussiez-vous lire dans mon esprit, Vous verriez jusqu'où va ma pure obéissance."")",0.0,Match
52,"('#chrysante', ""Ne crains pas que je veuille user de ma puissance : Je croirais en produire un trop cruel effet, Si je te séparais d'un amant si parfait."")","('#chrysante', ""Ne crains pas que je veuille user de ma puissance, Je croirais en produire un trop cruel effet Si je te séparais d'un amant si parfait."")",0.0,Match
53,"('#doris', ""Vous le connaissez mal : son âme a deux visages, Et ce dissimulé n'est qu'un conteur à gages. Il a beau m'accabler de protestations, Je démêle aisément toutes ses fictions ; Il ne me prête rien que je ne lui renvoie : Nous nous entre-payons d'une même monnaie ; Et malgré nos discours, mon vertueux désir Attend toujours celui que vous voudrez choisir : Votre vouloir du mien absolument dispose."")","('#doris', ""Vous le connaissez mal, son âme a deux visages, Et ce dissimulé n'est qu'un conteur à gages, Il a beau m'accabler de protestations Je démêle aisément toutes ses fictions, Ainsi qu'il me les baille, ainsi je les renvoie, Nous nous entre-payons d'une même monnaie, Et malgré nos discours mon vertueux désir Attend toujours celui que vous voudrez choisir : Votre vouloir du mien absolument dispose."")",0.0,Match
54,"('#chrysante', ""L'épreuve en fera foi ; mais parlons d'autre chose. Nous vîmes hier au bal, entre autres nouveautés, Tout plein d'honnêtes gens caresser les beautés."")","('#chrysante', ""L'épreuve en fera foi. Mais parlons d'autre chose, Nous vîmes hier au bal entre autres nouveautés, Tout plein d'honnêtes gens caresser les beautés."")",0.0,Match
55,"('#doris', 'Oui, madame : Alindor en voulait à Célie ; Lysandre, à Célidée ; Oronte, à Rosélie.')","('#doris', 'Oui Madame, Alindor en voulait à Célie ; Lysandre à Célidée, Oronte à Rosélie.')",0.0,Match
56,"('#chrysante', ""Et nommant celles-ci, tu caches finement Qu'un certain t'entretint assez paisiblement."")","('#chrysante', ""Et nommant celles-ci tu caches finement Qu'un certain t'entretint assez paisiblement."")",0.0,Match
57,"('#doris', ""Ce visage inconnu qu'on appelait Florange ?"")","('#doris', ""Ce visage inconnu qu'on appelait Florange ?"")",0.0,Match
58,"('#chrysante', 'Lui-même.')","('#chrysante', 'Lui-même.')",0.0,Match
59,"('#doris', ""Ah ! Dieu, que c'est un cajoleur étrange ! Ce fut paisiblement, de vrai, qu'il m'entretint. Soit que quelque raison en secret le retînt, Soit que son bel esprit me jugeât incapable De lui pouvoir fournir un entretien sortable, Il m'épargna si bien, que ses plus longs propos À peine en plus d'une heure étaient de quatre mots ; Il me mena danser deux fois sans me rien dire."")","('#doris', ""Ah Dieu ! Que c'est un cajoleur étrange ; Ce fut paisiblement de vrai qu'il m'entretint. Soit que quelque raison en secret le retînt, Soit que son bel esprit me jugeât incapable De lui pouvoir fournir un entretien sortable, Il m'épargna si bien, que ses plus longs propos À peine en plus d'une heure étaient de quatre mots, Il me mena danser deux fois sans me rien dire."")",0.0,Match
60,"('#chrysante', 'Mais ensuite ?')","('#chrysante', 'Oui, mais après ?')",0.0,Match
61,"('#doris', 'La suite est digne qu\'on l\'admire. Mon baladin muet se retranche en un coin, Pour faire mieux jouer la prunelle de loin ; Après m\'avoir de là longtemps considérée, Après m\'avoir des yeux mille fois mesurée, Il m\'aborde en tremblant, avec ce compliment : ""Vous m\'attirez à vous ainsi que fait l\'aimant. "" (Il pensait m\'avoir dit le meilleur mot du monde.) Entendant ce haut style, aussitôt je seconde, Et réponds brusquement, sans beaucoup m\'émouvoir : ""Vous êtes donc de fer, à ce que je puis voir. "" Ce grand mot étouffa tout ce qu\'il voulait dire, Et pour toute réplique il se mit à sourire. Depuis il s\'avisa de me serrer les doigts ; Et retrouvant un peu l\'usage de la voix, Il prit un de mes gants : "" La mode en est nouvelle, Me dit-il, et jamais je n\'en vis de si belle ; Vous portez sur la gorge un mouchoir fort carré ; Votre éventail me plaît d\'être ainsi bigarré ; L\'amour, je vous assure, est une belle chose ; Vraiment vous aimez fort cette couleur de rose ; La ville est en hiver tout autre que les champs ; Les charges à présent n\'ont que trop de marchands ; On n\'en peut approcher. ""')","('#doris', ""Après ? C'est bien le mot pour rire, Mon baladin muet se retire en un coin, Pour faire mieux m'envoyer des oeillades de loin ; Enfin après m'avoir longtemps considérée, Après m'avoir de l'oeil mille fois mesurée, Il m'aborde en tremblant avec ce compliment [:] Vous m'attirez à vous ainsi que fait l'aimant. (Il pensait m'avoir dit le meilleur mot du monde.) Entendant ce haut style aussitôt je seconde, Et réponds brusquement sans beaucoup m'émouvoir [:] Vous êtes donc de fer, à ce que je puis voir. Après cette réponse, il eut don de silence, Surpris (comme je crois) par quelque défaillance. Depuis il s'avisa de me serrer les doigts Et retrouvant un peu l'usage de la voix Il prit un de mes gants [:] La mode en est nouvelle (Me dit-il) et jamais je n'en vis de si belle, Vous portez sur la gorge un mouchoir fort carré, Votre éventail me plaît d'être ainsi bigarré, L'amour je vous assure est une belle chose ; Vraiment vous aimez fort cette couleur de rose, La ville est en hiver tout autre que les champs, Les charges à présent n'ont que trop de marchands, On n'en peut approcher."")",0.0,Match
62,"('#chrysante', ""Mais enfin que t'en semble ?"")","('#chrysante', ""Mais enfin que t'en semble ?"")",0.0,Match
63,"('#doris', ""Je n'ai jamais connu d'homme qui lui ressemble, Ni qui mêle en discours tant de diversités."")","('#doris', ""Je n'ai jamais connu d'homme qui lui ressemble, Ni qui mêle en discours tant de diversités."")",0.0,Match
64,"('#chrysante', ""Il est nouveau venu des universités, Mais après tout fort riche, et que la mort d'un père, Sans deux successions que de plus il espère, Comble de tant de biens, qu'il n'est fille aujourd'hui Qui ne lui rie au nez et n'ait dessein sur lui."")","('#chrysante', ""Il est nouveau venu des universités, Mais après tout fort riche, et que la mort d'un père, Sans deux successions que de plus il espère, Comble de tant de biens, qu'il n'est fille aujourd'hui Qui ne lui rie au nez, et n'ait dessein sur lui."")",0.0,Match
65,"('#doris', 'Aussi me contez-vous de beaux traits de visage.')","('#doris', 'Aussi me contez-vous de beaux traits de visage.')",0.0,Match
66,"('#chrysante', 'Eh bien ! Avec ces traits est-il à ton usage ?')","('#chrysante', 'Eh bien, avec ces traits est-il à ton usage ?')",0.0,Match
67,"('#doris', 'Je douterais plutôt si je serais au sien.')","('#doris', 'Je douterais plutôt si je serais au sien.')",0.0,Match
68,"('#chrysante', ""Je sais qu'assurément il te veut force bien ; Mais il te le faudrait, en fille plus accorte, Recevoir désormais un peu d'une autre sorte."")","('#chrysante', ""Je sais qu'assurément il te veut force bien, Mais il te le faudrait plus sage et plus accorte, Recevoir désormais un peu d'une autre sorte."")",0.0,Match
69,"('#doris', 'Commandez seulement, madame, et mon devoir Ne négligera rien qui soit en mon pouvoir.')","('#doris', 'Commandez seulement Madame, et mon devoir Ne négligera rien qui soit en mon pouvoir.')",0.0,Match
70,"('#chrysante', ""Ma fille, te voilà telle que je souhaite. Pour ne te rien celer, c'est chose qui vaut faite. Géron, qui depuis peu fait ici tant de tours, Au déçu d'un chacun a traité ces amours ; Et puisqu'à mes désirs je te vois résolue, Je veux qu'avant deux jours l'affaire soit conclue. Au regard d'Alcidon tu dois continuer, Et de ton beau semblant ne rien diminuer : Il faut jouer au fin contre un esprit si double."")","('#chrysante', ""Ma fille te voilà telle que je souhaite, Pour ne te rien celer, c'est chose qui vaut faite. Géron qui depuis peu fait ici tant de tours Au désçu d'un chacun a traité ces amours ; Et puisqu'à mes désirs je te vois résolue, Je veux qu'avant deux jours l'affaire soit conclue. Au regard d'Alcidon tu dois continuer, Et de ton beau semblant ne rien diminuer :"")",0.0,Match
71,"('#doris', 'Mon frère en sa faveur vous donnera du trouble.')","('#doris', 'Mon frère qui croira sa poursuite abusée. SanS doute en sa faveur brouillera la fusée.')",0.0,Match
72,"('#chrysante', ""Il n'est pas si mauvais que l'on n'en vienne à bout."")","('#chrysante', ""Il n'est pas si mauvais que l'on n'en vienne à bout."")",0.0,Match
73,"('#doris', 'Madame, avisez-y : je vous remets le tout.')","('#doris', 'Madame, avisez-y : je vous remets le tout.')",0.0,Match
74,"('#chrysante', 'Rentre : voici Géron, de qui la conférence Doit rompre, ou nous donner une entière assurance.')","('#chrysante', 'Rentre, voici Géron, de qui la conférence Doit rompre, ou nous donner une entière assurance.')",0.0,Match
75,"('#chrysante', 'Ils se sont vus enfin.')","('#chrysante', 'Ils se sont vus enfin ?')",0.0,Match
76,"('#geron', ""Je l'avais déjà su, Madame, et les effets ne m'en ont point déçu, Du moins quant à Florange."")","('#geron', ""Je l'avais déjà su, Madame, et les effets ne m'en ont point déçu, Du moins quant à Florange."")",0.0,Match
77,"('#chrysante', ""Eh bien ! Mais qu'est-ce encore ? Que dit-il de ma fille ?"")","('#chrysante', ""Eh bien, mais qu'est-ce encore, Que dit-il de ma fille ?"")",0.0,Match
78,"('#geron', ""Ah ! Madame, il l'adore ! Il n'a point encore vu de miracles pareils : Ses yeux, à son avis, sont autant de soleils ; L'enflure de son sein, un double petit monde ; C'est le seul ornement de la machine ronde. L'amour à ses regards allume son flambeau, Et souvent pour la voir il ôte son bandeau ; Diane n'eut jamais une si belle taille ; Auprès d'elle Vénus ne serait rien qui vaille ; Ce ne sont rien que lis et roses que son teint ; Enfin de ses beautés il est si fort atteint..."")","('#geron', ""Ah ! Madame, il l'adore, Il n'a point encore vu de miracles pareils, Ses yeux à son avis sont autant de soleils, L'enflure de son sein un double petit monde, C'est le seul ornement de la machine ronde. L'amour à ses regards allume son flambeau, Et souvent pour la voir il ôte son bandeau, Diane n'eut jamais une si belle taille ; Auprès d'elle Vénus ne serait rien qui vaille, Ce ne sont rien que lis, et roses que son teint, Enfin de ses beautés il est si fort atteint..."")",0.0,Match
79,"('#chrysante', ""Atteint ! Ah ! Mon ami, tant de badinerie Ne témoigne que trop qu'il en fait raillerie."")","('#chrysante', ""Atteint ! Ah mon ami ce sont des rêveries Il s'en moque en disant de telles niaiseries."")",0.08,Substitution
80,"('#geron', ""Madame, je vous jure, il pèche innocemment, Et s'il savait mieux dire, il dirait autrement. C'est un homme tout neuf : que voulez-vous qu'il fasse ? Il dit ce qu'il a lu. Daignez juger, de grâce, Plus favorablement de son intention ; Et pour mieux vous montrer où va sa passion, Vous savez les deux points (mais aussi, je vous prie, Vous ne lui direz pas cette supercherie)..."")","('#geron', ""Madame, je vous jure, il pèche innocemment, Et s'il savait mieux dire, il dirait autrement, C'est un homme tout neuf, que voulez-vous qu'il fasse ? Il dit ce qu'il a lu. Jugez pour Dieu de grâce Plus favorablement de son intention, Et pour mieux vous montrer où va sa passion, Vous savez les deux points (mais aussi je vous prie, Vous ne lui direz pas cette supercherie.)"")",0.0,Match
81,"('#chrysante', 'Non, non.')","('#chrysante', 'Non, non.')",0.0,Match
