mareschala-genereuse-allemande,mareschala-genereuse-allemande-2,Score
"('#aristandre', 'Moqueur, et que dis-tu ? ')",-,0.0
"('#adraste', 'Que la galanterie  Dans ces mensonges vains… ')",-,0.0
"('#aristandre', ""Arrête, brisons-là,  Épargne ton Ami, n'achève point cela ;  Si de cette parole à demi proférée  Mes esprits sont troublés, mon âme est altérée,  Que crois-tu l'achevant me donner que la mort ? "")",-,0.0
"('#adraste', ""Vraiment vous remettez à bien peu votre sort !  Aristandre, qui fut le Démon des alarmes,  De qui tout le Danube a redouté les armes,  S'est-il fait voir au Turc, comme un Mars endurci,  Pour rendre lâchement l'âme et le coeur ici ?  L'Allemagne en repos, que Prague vous arrête ?  Quelle honte ! En ce temps que la guerre s'apprête  Où Maximilian votre Maître, mon Roi,  Dans les feux et le sang vous a vu sans effroi ?  Que diront les Hongrois ? surtout notre Pologne ?  Que vous manquez aux coups, que la peur vous éloigne ;  Changez, mieux avisé, ces desseins en meilleurs ;  Ce coeur n'est plus à vous, vous le devez ailleurs. "")",-,0.0
"('#aristandre', ""Hélas ! Que tu dis vrai ! Mais j'entends d'une sorte…"")",-,0.0
"('#adraste', 'Qui blesse vos vertus, les perd et les emporte. ')",-,0.0
"('#aristandre', 'Et quoi ? Que me peut-on de lâche reprocher ? ')",-,0.0
"('#adraste', ""Que l'honneur des combats ne vous est plus si cher,  Que vous laisser passer la saison de la guerre,  Qu'étant né pour les Cieux, vous n'aimez que la terre ;  Que de languir, (et fût-ce au sein d'une Junon)  C'est trahir votre gloire, offenser votre nom ;  Cependant qu'autre part l'occasion est belle,  Que toute la Hongrie en armes vous appelle,  Que l'Europe remue, et s'apprête aux efforts  Qui raviront au Turc le Danube et ses bords,  Que la fière Pologne, et la forte Allemagne  Ont mis tous leurs Héros, et leur force en campagne  Où plein d'ardeur je vais, suivi de mes guerriers,  Rendre mon Roi jaloux de mes propres lauriers :  Sans vous le puis-je faire ? Est-ce ainsi que l'on m'aime ?  Vous laisser, et partir, c'est marcher sans moi-même :  Frères d'armes toujours aux coups plus hasardeux,  L'honneur et le péril communs entre nous deux,  Quoi ? Ne devons-nous pas vivre et mourir ensemble ? "")",-,0.0
"('#aristandre', 'Tu me presses, Adraste, un peu trop, ce me semble. ')",-,0.0
"('#adraste', 'Que me devez-vous moins, à vous, à notre Roi ? ')",-,0.0
"('#aristandre', ""De Roi je n'ai qu'Amour ; de devoir que sa loi. "")",-,0.0
"('#adraste', ""Que cette passion vous ait fait dans ses charmes  Oublier votre Roi, vos devoirs, et vos armes ?  Qu'elle passe au-dessus de toute ambition ?  Qu'appelle-t-on cela ? Folie, ou passion ? "")",-,0.0
"('#aristandre', ""Tous les deux si tu veux ; mais crois que ma folie  Du moins est celle-là dont le Sage se lie,  Qu'en naissant la Nature en nous laisse couver  Comme un instinct, qui doit par nous la conserver ;  S'il faut faire une erreur, pour montrer qu'on est homme… "")",-,0.0
"('#adraste', ""La plus belle sera celle qui vous consomme ?  Sans doute vous mettrez cette aventure au rang  De celles qu'on achète aux dépens de son sang. "")",-,0.0
"('#aristandre', ""Encore bien plus haut, si tu le sais comprendre ;  Puisque je le voulais à cela tout répandre,  Que pour gagner ce bien que mon espoir attend  J'exposerais cent coeurs, si j'en avais autant,  Je tendrais pour victime et ces bras, et ma vie. "")",-,0.0
"('#adraste', ""Encore d'où vous vient une si belle envie ? "")",-,0.0
"('#aristandre', ""D'un lieu, comme le Ciel, où l'on va par des voeux. "")",-,0.0
"('#adraste', ""Mais plutôt d'un Enfer, où l'âme est dans les feux. "")",-,0.0
"('#aristandre', ""Et ces feux ne sont rien qu'un fleuve de délices. "")",-,0.0
"('#adraste', ""Oui, si l'on veut nommer voluptés, les supplices. "")",-,0.0
"('#aristandre', 'Agréables tourments, de plaisirs couronnés ! ')",-,0.0
"('#adraste', 'Frénétique fureur de voeux désordonnés ! ')",-,0.0
"('#aristandre', ""Mais, lorsqu'un voeu nous lie, honnête et légitime ? "")",-,0.0
"('#adraste', ""Ah ! C'est lors qu'on devient d'esclave une victime. "")",-,0.0
"('#aristandre', ""Profane, arrête là, ne me contredis plus,  Aussi bien tes discours sont pour moi superflus ;  Ne m'es-tu donc ami, que pour me faire peine ?  Penses-tu m'obliger de me mettre à la gêne ?  As-tu doncque juré de me persécuter ?  Or sus, n'en parlons plus, je te veux contenter ;  Je donne à l'amitié ta vaine répartie ;  Je veux voir ton erreur en flamme convertie,  Flamme qui te punisse, et la puisse changer ;  C'est par là seulement que je veux me venger ;  Lorsque tu la verras, cette Âme de ma vie,  Qui tient dessous sa loi ma raison asservie,  La merveille du Monde, et l'Astre d'ici-bas,  Qui fait vivre et mourir les coeurs en ses appas,  Qui montre avec éclat peintes en une image  La grâce, et la valeur, sous un même visage ;  Ses regards te feront haïr la liberté,  Adorer mon supplice et ma captivité,  Dire mes maux heureux, heureuse la journée  Qui doit joindre à ses feux ceux de notre Hyménée,  Condamner tes raisons, et les croire un forfait,  Un outrage insolent qu'aujourd'hui tu m'as fait,  Lui demander pardon de bouche et de pensée,  Barbare de l'avoir en mon nom offensée,  Prosterné de respect, combattu de langueur,  Ravi la regarder moins des yeux que du coeur.  Douce punition ! Amoureuse vengeance !  Punir d'un bien le mal, de plaisir une offense,  Appelles-tu cela t'aimer, ou te haïr ? "")",-,0.0
"('#adraste', ""Je l'appelle faveur, mais qui doit me trahir ;  Que votre esprit est fort ! Il enflamme la glace ;  Les mauvaises raisons y trouvent de la grâce ;  Vous ouïr et se rendre, et la voir et l'aimer,  Sont effets d'un moment : Dieux ! Je me sens charmer,  Je l'aime en vos propos, même devant la vue,  Ixion je deviens amoureux d'une nue,  Le seul air de vos feux me rend tout enflammé. "")",-,0.0
"('#aristandre', ""Que fera la présence, et l'objet animé ? "")",-,0.0
"('#adraste', ""Rien pourtant, cher Ami, que l'amitié ne souffre. "")",-,0.0
"('#aristandre', ""Tel on croit obliger, qu'on jette dans un gouffre ;  Sache, s'il t'en prend mal, que c'est pour châtiment… "")",-,0.0
"('#adraste', ""De vous avoir voulu divertir un moment,  D'être exprès venu voir, où l'amitié m'amène,  Un, qui n'en reconnaît le dessein ni la peine,  Un frère que j'honore, et que j'ai désiré  De voir dans les honneurs chez son Roi retiré ;  Est-ce là le sujet d'attenter à ma vie ? "")",-,0.0
"('#aristandre', ""La mienne punirait qui te l'aurait ravie :  Non, le dessein n'est pas du tout si périlleux,  Ma Belle adoucira ce courage orgueilleux ;  Ses traits qui font le coup, ont aussi leur dictame,  Comme ils savent l'ôter, ils savent rendre l'âme.  Allons doncque trouver un ennemi si doux,  Et si fort, qu'il n'est rien qui résiste à ses coups,  Parmi tant de Beautés dont cette cour est pleine,  Une, qui se fait voir la Diane, la Reine,  Un Soleil en sa force et dans son plein Midi ;  Viens, tes yeux t'en diront bien plus que je n'en dis :  Je leur veux faire voir un Ange sur la Terre,  Un Astre dans le jour, un éclair sans tonnerre,  Sans nuages un Ciel, un feu sans consumer,  Une Aurore sans pleurs, sans orage une Mer. "")",-,0.0
"('#adraste', 'Dites donc une rose encore sans épine. ')",-,0.0
"('#aristandre', ""Songe aux plus beaux objets, et telle l'imagine ;  Tu la verras, suis-moi ton Mercure en ce lieu. "")",-,0.0
"('#adraste', ""Mortel puis-je faillir suivant les pas d'un Dieu ? "")",-,0.0
"('#camille', ""Quel sujet importun me dérobe ta vue ?  J'en querelle déjà les Zéphyrs et la nue,  Et comme s'ils devaient me répondre de toi,  Je leur montre ta faute, et leur conte ma foi :  C'est en vain que j'appelle en ces lieux Aristandre,  Nul objet ne répond, et tous semblent m'entendre ;  Il est bien vrai que l'air battu de mes soupirs,  Si je me plains de toi, s'en plaint même aux Zéphyrs ;  Ce grand Oeil, qui voit tout au Monde qu'il éclaire,  Rend pour te découvrir sa lumière plus claire ;  Mais je le vois rougir, et confesser ce point  Qu'un chacun le peut voir, et qu'il ne te voit point ;  Et pour me consoler au mépris de sa flamme,  Tu le cherches, lui dis-je, et je l'ai dans mon âme ;  J'ois l'Écho qui s'en rit, et te blâme pourtant  Ou d'être paresseux, ou bien d'être inconstant ;  Mais combien qu'après moi son langage t'accuse,  Je ne le puis souffrir, je dis qu'elle s'abuse,  Qu'un Dieu seul te retient, que dans l'or des maisons  Les plus beaux lieux sans moi te seraient des prisons :  C'est ainsi que je flatte et nourris ma créance ;  Toutefois elle cède à mon impatience,  Qui compte sans te voir les jours et les moments  Pour des siècles entiers de peine et de tourments ;  Qui tenant dans tes yeux mon amoureuse envie  Fait de l'un de tes jours tout mon sort et ma vie,  Dont un seul, à mon gré, porte plus et vaut mieux  Que les ans du Soleil, et tout l'âge des Cieux ;  Et cependant l'Ingrat qui connaît sa puissance  Veut éprouver la mienne à souffrir son absence ;  Arme-toi, mon esprit, pour venger ma langueur,  Prépare à son retour une feinte rigueur,  Soulage mon amour, et punis sa paresse.  Que dis-je ? Une parole, ou la moindre caresse,  Une oeillade, un souris, lorsqu'il retournera,  Fera honte à ma plainte et la condamnera ;  Sitôt que je le vois, je trouve dans sa grâce  Je ne sais quoi de fier qui rabat mon audace,  Je ne sais quoi de doux qui me charme les sens ;  Et mes yeux qui partout se rendent si puissants,  Ce coeur impérieux qui nourrit tant de gloire,  Sans force et sans combat lui cèdent la victoire ;  Si mon esprit médite un discours rigoureux,  Ma bouche n'a pour lui que des mots amoureux,  Et découvrant le vrai dans l'oubli de ma feinte  Je lui parle d'amour au plus fort de ma plainte,  Ma colère sans plus lui fait des compliments,  Mon orgueil un respect de tous mes sentiments ;  Il faut qu'à ses regards tous mes sens obéissent,  Et mes propres appas révoltés me trahissent ;  Mon visage rougit, mon esprit se confond,  Mon coeur s'évanouit aux efforts qu'ils me font,  Et ma bouche, qu'il tient sous la sienne pressée,  Punit d'un long baiser ma jalouse pensée ;  Je purge mon esprit dans ces feux innocents,  Et je perds la colère où j'ai perdu les sens.  Mais tandis que mon coeur parle à ma fantaisie  Des secrets mouvements dont mon âme est saisie,  L'heure passe, Amour seul me visite en ce lieu,  Où sans lui je ne puis me plaire avec un Dieu,  Où je donne à regret tous mes pas à mon ombre ;  Il me faut retirer dans ce bocage sombre ;  Là fuyant la rigueur d'un Soleil dangereux,  J'attendrai d'un plus doux les rayons amoureux.  Beau Parc, honneur des bois, fidèle secrétaire  À qui mon coeur ouvert ne put jamais rien taire,  Qui sais de mes pensers autant que mon esprit,  Où se lit tout mon bien, et ma peine s'écrit ;  Qui sèches, et reprends à tous coups ta verdure,  Pour exprimer ma joie ou les maux que j'endure,  Et sembles pour complaire à tous mes mouvements  Rire de mes plaisirs, pleurer de mes tourments ;  Toi, grand Chêne, que l'âge a rendu vénérable,  Que Diane aimerait même hors de la fable,  Et parmi la fraîcheur de ce lieu si charmant  Viendrait se consumer aux yeux de mon Amant,  Lorsque l'environnant de tes feuilles sans nombre  Tu fais gloire d'avoir un Soleil sous ton ombre ;  Que ne t'a le Démon qui préside à ce bois  Permis en ma faveur l'usage de la voix !  Ô, bel Arbre, tu peux mériter ce miracle ;  Et moi d'apprendre aussi de ton divin Oracle  Le sujet ou le lieu qui retient hors d'ici  Celui… Mais qu'aisément je flatte mon souci !  À des voeux superflus ma passion m'engage ;  Les vieux troncs de Dodone ont perdu tout langage,  Leurs Oracles, comme eux, sont du temps abattus,  Leur nom gît dans la cendre avecque leurs vertus ;  Ceux-ci n'ont que la foi de l'ombre et du silence ;  Et c'est où mon amour endort sa violence ;  Ici règne la paix, le repos, et la nuit,  Ici le jour se trouve aussi peu que le bruit,  Ici, mon paresseux, il faut que je t'attende ;  Entrons, ce bois me rit, il semble qu'il m'entende.  Ici elle entre dans le Parc, et va jusque dessous le Chêne, où elle s'endort. "")",-,0.0
"('#aristandre', ""Qu'est-il de plus parfait, ou d'esprit, ou de corps ?  Quel homme, où la Nature ait mis tant de trésors ?  En vis-tu jamais un, où la gloire occupée  Accordât mieux l'honneur de la robe à l'épée ?  Entre ses moindres biens je mets ses dignités,  Il tient tous les honneurs, ou les as mérités ;  Sa Maison de tout âge est très noble approuvée,  Mais ses rares vertus l'ont encore élevée,  Il n'est Prince à la Cour qui soit de son pouvoir,  Tous les biens qu'ils en ont, ils pensent lui devoir ;  Son renom dit le reste, et tu sais quelle estime  Lui donne son esprit, et son coeur magnanime,  Qu'il est chef de l'Empire et premier Conseiller,  Où son autorité toujours semble veiller,  Que toute l'Allemagne en ses conseils respire,  Sous qui sa Majesté fait reposer l'Empire ;  Mais pour dire en un mot son titre le plus grand,  Ma Camille n'a point de plus proche parent ;  Il lui tient lieu de Père, et sans feinte ou remise  Sur tant de concurrents enfin me l'a promise :  Et bien, peux-tu blâmer mes desseins amoureux ? "")",-,0.0
"('#adraste', ""Plutôt je les estime, et vous crois très heureux ;  Mais dans la liberté de votre humeur française  N'avez-vous plus au coeur la petite Hongroise ?"")",-,0.0
"('#aristandre', ""Las ! Je n'ose, et ne puis, et je l'aime pourtant. "")",-,0.0
"('#adraste', ""Vous aurez bien du mal à devenir constant,  Vous, à qui tant d'objets ont donné dans la vue. "")",-,0.0
"('#aristandre', ""De bien plus forts appas ma Camille est pourvue ;  Je ne connais plus rien aujourd'hui de leurs traits  Sinon que les plus beaux sont peints dans ses attraits,  Ce qu'aux autres je vis autrefois d'admirable  Avecque plus d'éclat y paraît adorable ;  Non non, ce n'est plus moi, je ne me connais point,  Ou ma Belle a changé mon esprit de tout point,  Hors du libertinage en moi-même je rentre,  Mon humeur en courant est tombée en son centre. "")",-,0.0
"('#adraste', ""Achevez ce miracle ; et suivant la raison,  Premier que d'épouser cette aimable prison,  Allons, mon frère, allons faire un tour en Hongrie ;  Où l'Archiduc, jaloux qu'un autre vous marie,  Libéral comme il est, à vous voir jugera  Ce que vous demandez, et vous obligera ;  J'entends que nous fassions ensemble ce voyage ;  Vous me l'avez promis, votre foi vous engage ;  Et je veux qu'on me donne un visage content.  J'en aurai bien du mal ; je le ferai pourtant.  Mais, tandis que tu tiens ma foi demi forcée,  Ma Maîtresse m'attend, l'heure est plus que passée ;  Dans ce beau petit Parc, d'arbres tout revêtu,  C'est là… Dieux ! Cher Ami, viens à moi ; la vois-tu ?  Cet arbre nous la cache, et on jaloux ombrage  Défend à la chaleur de nuire à son visage ;  Il considère Camille qui dort.  Les Grâces et l'Amour reposent en ce lieu,  C'est le même sommeil que voudrait prendre un Dieu ;  Cependant qu'elle dort, la Nature qui veille  Sous ce Chêne étendu conserve sa merveille :  Il devient jaloux de cet arbre.  Est-ce pour la couvrir, ou bien pour la baiser ?  Dort-elle pour lui plaire, ou bien pour reposer ?  Et moi, ne suis-je ici qu'à leur prêter la vue,  Que pour injurier leur flamme à l'impourvue ?  Téméraires pensers, feux de ma passion,  Êtes-vous ennemis de la discrétion ?  Où m'emporte l'excès de cette rêverie ?  Qu'on te peut dire, Amour, une douce furie !  Mais quoi ? S'il faut en croire et mes sens et mes yeux,  Vois-je pas que Zéphyr la caresse en ces lieux ?  Il se joue aux cheveux, et se perd dans la robe ;  Ce rayon tout tremblant la baise, et se dérobe ;  C'est trop languir enfin, je vais les quereller.  Camille en songeant se plaint et semble s'éveiller.  Arrête un peu, mon coeur est allé l'appeler ;  La voilà qui s'éveille et honteuse et saisie,  Ou plutôt en courroux contre ma jalousie ;  Quelque trouble de vrai sur son front est mêlé :  Que ce Soleil est beau, même triste et voilé !  J'entrevois ses rayons comme dans un nuage. "")",-,0.0
"('#camille', ""Aristandre ! Ô malheur ! Où te jette l'orage  Entre un foudre, un lion, un gouffre, et deux serpents ?  Ô, ma vie !  Elle se rendort."")",-,0.0
"('#aristandre', ""Ô mon âme ! Ah ! Je meurs en suspens ;  Sa peur me rend craintif, et faible sa faiblesse.  Mais j'ai tort, elle songe, et son repos me blesse ;  Le sommeil n'ose pas qu'en respect la saisir ;  Dieux ! Qu'un peu de frayeur me laisse de plaisir !  Sus, en terre, à genoux, Adraste, qu'on l'adore ;  Céphale dans ce bois je trouve mon Aurore :  Que font ces yeux ouverts, s'ils blessent en dormant ? "")",-,0.0
"('#adraste', ""Leur grâce, et vos transports augmentent mon tourment.  Ah, Dieux ! Mon coeur se fend, ce doux éclat me dompte ;  Soleil, tu ne sauras plus luire qu'à ta honte ;  Cherche où te retirer, laisse- nous celui-ci. "")",-,0.0
"('#aristandre', 'Et bien Adraste ? ')",-,0.0
"('#adraste', 'Et bien, il faut mourir ici. ')",-,0.0
"('#aristandre', 'Mourir ? Et quel dessein à cela te convie ? Sais-tu pas le Soleil être auteur de la vie ? ')",-,0.0
"('#adraste', ""Je sais que celui-ci doit l'être de ma mort. "")",-,0.0
"('#aristandre', ""Que t'avais-je prédit ? "")",-,0.0
"('#adraste', ""Bien moins que cet effort.  Moins de mal, ou de bien, que tout ce que j'éprouve.  Arrête, lâche coeur, perfide, je te trouve ;  Trempe dedans ces feux que tu devais bannir,  Brûle, brûle, languis, meurs-y pour te punir,  Expire d'une mort aussi sourde que vaine,  Captif, sans murmurer, aime et ronge ta chaîne,  Crève là, traître coeur. Pardonne, cher Ami ;  Encore l'imprudent n'a péché qu'à demi ;  C'en est fait ; la raison se trouve la plus forte,  L'amitié sur l'amour en ce combat l'emporte ;  D'un coeur déjà vaincu courons à ce danger. "")",-,0.0
"('#aristandre', 'Sans être trop cruel puis-je ainsi me venger ? ')",-,0.0
"('#adraste', 'Non, non, mon coeur ingrat mérite ce supplice. ')",-,0.0
"('#aristandre', 'Faut-il que je te rende un si mauvais office ?  Injurieux Ami de te plaire en cela. ')",-,0.0
"('#adraste', ""Allons, s'il faut mourir, au moins que ce soit là. "")",-,0.0
"('#camille', ""Songe venu d'Enfer, ou de ces lieux funestes  Où réside l'horreur d'un air rempli de pestes !  Si nos sens suspendus agissaient quand on dort,  Sans doute ce repos m'aurait causé la mort ;  Il faut que j'en accuse ou l'Amour, ou mon Ange,  De m'avoir fait tomber en ce sommeil étrange,  Qu'un sinistre Morphée au mépris de tous deux  M'ait fait voir en dormant des spectacles hideux ;  Mon Génie, est-ce ainsi que l'on veille à ma garde ?  Mais j'aperçois là-bas quelqu'un qui me regarde ;  Ils sont deux, et voilà le même que j'attends ;  Cher Aristandre, à moi !  Que tu me viens à temps !  Il lui baise la bouche."")",-,0.0
"('#aristandre', ""Oui, pour baiser ton sein que tous mes sens dévorent,  Pour toucher cette main que tous mes sens adorent,  Cher Objet, pour reprendre en tes charmes puissants  Le coeur, l'esprit, la vie, et mes feux innocents,  Mes langueurs, mes plaisirs, mes passions, mes peines ;  Que je te viens à temps ? Oui, pour flatter mes gênes ;  Mais crois, si le plaisir qui se lit dans mes yeux  Rend plus gai mon abord, et s'il te charme mieux,  Que cette force vient d'un qui me l'a donnée  Dont la présence ici tient la grâce en chaînée,  D'un, qu'à l'égal d'un dieu je te viens présenter  Pour suborner tes sens, s'il daigne les tenter ;  Porte, arrête tes yeux sur un objet de gloire,  Où tant de libertés ont perdu la victoire ;  Tous les coeurs attirés par un si beau rocher  Ne cherchaient-ils pas un naufrage si cher ?  Il lui présente Adraste pour la saluer.  Voilà de quoi ma bouche en me flattant m'accuse,  De mon retardement et la cause, et l'excuse.  Puis la main. Il lui fait voir Adraste."")",-,0.0
"('#adraste', ""Et voici de mon coeur l'hommage qu'il vous doit. "")",-,0.0
"('#camille', ""Le mien serait ingrat, s'il ne lui répondait ;  Mais, Monsieur, c'est donner plus que je n'ose prendre. "")",-,0.0
"('#adraste', 'Et vous le gagner tout, Belle, en voulant le rendre. ')",-,0.0
"('#camille', ""Je ne rendrai jamais ce que je n'ai pas pris. "")",-,0.0
"('#adraste', ""De vos perfections il est pourtant le prix,  Indigne je l'avoue, et qui vous ferait honte,  Témoin cette couleur qui sur le front vous monte ;  Non, ne rougissez point, n'allez pas plus avant ;  Je sais que mes efforts iraient contre le vent,  Si j'osais indiscret vous aimer d'autre sorte  Que sous cette amitié qu'Aristandre me porte ;  Je sais bien que lui seul possède votre coeur,  Qu'il mérite lui seul d'en être le vainqueur ;  Et c'est à son sujet que ma flamme s'augmente,  Comme frère l'aimant, vous, comme son Amante. "")",-,0.0
"('#camille', ""Et c'est aussi par où je commence à goûter  Des propos que j'estime, et n'osais écouter ;  Je fais ma vanité, si je l'ose prétendre,  D'avoir acquis n vous un second Aristandre,  C'est un bien qui me flatte, et je partagerais  Avec moins de plaisir la faveur de deux Rois ;  Ma crainte reconnaît un feu qui la surmonte,  Et je rougis d'amour, d'avoir rougi de honte. "")",-,0.0
"('#adraste', ""Non non, Madame, non, je ne suis point venu  Pour rendre dans son cours votre feu retenu,  Je ne suis point ici pour empêcher votre aise ;  De soupirs amoureux éventez votre braise,  Sans témoin, sans regret, sans contrainte tous deux  Entretenez vos coeurs, et nourrissez vos feux ;  C'est assez qu'un moment m'ait donné cette gloire  De voir votre beauté, d'en remplir ma mémoire,  Dont la céleste idée animant mes désirs  Me fera loin de vous une ombre de plaisirs ;  Je m'en vais tout content, mais plus à vous encore ;  Adieu, Beauté divine, et que le Ciel adore ;  Je laisse, cher Ami, mon coeur en t'attendant  D'un mouvement égal entrez vos mains pendant. "")",-,0.0
"('#aristandre', ""Pourquoi fuis-tu si tôt ? Demeure à ma prière,  Crains-tu de voir un Ange ? Ou hais-tu la lumière ?  Adraste, en t'appelant, quoi ? Que j'invoque l'air ? "")",-,0.0
"('#camille', 'Monsieur, et voulez-vous passer comme un éclair ?')",-,0.0
