corneillep-melite,corneillep-melite-33,Score
"('#eraste', ""Passe pour des beautés qui sont dans le commun ; C'est ainsi qu'autrefois j'amusai Chrysolithe : Mais c'est d'autre façon qu'on doit servir Mélite. Malgré tes sentiments, il me faut accorder Que le souverain bien n'est qu'à la posséder. Le jour qu'elle naquit, Vénus, bien qu'immortelle, Pensa mourir de honte en la voyant si belle ; Les Grâces, à l'envi, descendirent des cieux Pour se donner l'honneur d'accompagner ses yeux ; Et l'Amour, qui ne put entrer dans son courage, Voulut obstinément loger sur son visage."")","('#eraste', ""Passe pour des beautés qui soient dans le commun,  C'est ainsi qu'autrefois j'amusai Crisolite,  Mais c'est d'autre façon qu'on doit servir Mélite,  Malgré tes sentiments, il me faut accorder  Que le souverain bien gît à la posséder :  Le jour qu'elle naquit, Vénus quoiqu'immortelle  Pensa mourir de honte en la voyant si belle :  Les Grâces, au séjour qu'elles faisaient aux Cieux,  Préférèrent l'honneur d'accompagner ses yeux,  Et l'Amour, qui ne put entrer dans son courage,  Voulut à tout le moins loger sur son visage. "")",0.9405270218849182
"('#tircis', ""Tu le prends d'un haut ton, et je crois qu'au besoin Ce discours emphatique irait encore bien loin. Pauvre amant, je te plains qui ne sais pas encore Que bien qu'une beauté mérite qu'on l'adore, Pour en perdre le goût, on n'a qu'à l'épouser. Un bien qui nous est dû se fait si peu priser, Qu'une femme, fût-elle entre toutes choisie, On en voit en six mois passer la fantaisie. Tel au bout de ce temps n'en voit plus la beauté Qu'avec un esprit sombre, inquiet, agité ; Au premier qui lui parle, ou jette l'oeil sur elle, Mille sottes frayeurs lui brouillent la cervelle ; Ce n'est plus lors qu'une aide à faire un favori, Un charme pour tout autre, et non pour un mari."")","('#tirsis', ""Te voilà bien en train, si je veux t'écouter  Sur ce même ton là tu m'en vas bien conter.  Pauvre amant, je te plains, qui ne sais pas encore  Que bien qu'une beauté mérite qu'on l'adore,  Pour en perdre le goût on n'a qu'à l'épouser.  Un bien qui nous est dû se fait si peu priser, Qu'une femme fût-elle entre toutes choisie,  On en voit en six mois passer la fantaisie,  Tel au bout de ce temps la souhaite bien loin,  La beauté n'y sert plus que d'un fantasque soin  À troubler le repos de qui se formalise,  S'il advient qu'à ses yeux quelqu'un la galantise :  Ce n'est plus lors qu'un aide à faire un favori,  Un charme pour tout autre, et non pour un mari. "")",0.9395905137062073
"('#eraste', ""Ces caprices honteux et ces chimères vaines Ne sauraient ébranler des cervelles bien saines ; Et quiconque a su prendre une fille d'honneur N'a point à redouter l'appât d'un suborneur."")","('#eraste', ""Ces caprices honteux, et ces chimères vaines  Ne sauraient ébranler des cervelles bien saines,  Et quiconque a su prendre une fille d'honneur  N'a point à redouter l'appât d'un suborneur. "")",0.9949445128440857
"('#tircis', ""Peut-être dis-tu vrai, mais ce choix difficile Assez et trop souvent trompe le plus habile ; Et l'hymen de soi-même est un si lourd fardeau, Qu'il faut l'appréhender à l'égal du tombeau. S'attacher pour jamais aux côtés d'une femme ! Perdre pour des enfants le repos de son âme ! Voir leur nombre importun remplir une maison ! Ah ! Qu'on aime ce joug avec peu de raison !"")","('#tirsis', ""Peut-être dis-tu vrai, mais ce choix difficile  Assez et trop souvent trompe le plus habile,  Et l'Hymen de soi-même est un si lourd fardeau  Qu'il faut l'appréhender à l'égal du tombeau.  S'attacher pour jamais aux côtés d'une femme !  Perdre pour des enfants le repos de son âme,  Quand leur nombre importun accable la maison !  Ah ! Qu'on aime ce joug avec peu de raison ! "")",0.9775712490081787
"('#eraste', ""Mais il y faut venir ; c'est en vain qu'on recule, C'est en vain qu'on refuit, tôt ou tard on s'y brûle ; Pour libertin qu'on soit, on s'y trouve attrapé : Toi-même, qui fais tant le cheval échappé, Nous te verrons un jour songer au mariage."")","('#eraste', ""Mais il y faut venir, c'est en vain qu'on recule,  C'est en vain que l'on fuit, tôt ou tard on s'y brûle,  Pour libertin qu'on soit, on s'y trouve attrapé :  Toi-même qui fais tant le cheval échappé  Un jour nous te verrons songer au mariage. "")",0.9660212993621826
"('#tircis', ""Alors ne pense pas que j'épouse un visage : Je règle mes désirs suivant mon intérêt. Si Doris me voulait, toute laide qu'elle est, Je l'estimerais plus qu'Aminte et qu'Hippolyte ; Son revenu chez moi tiendrait lieu de mérite : C'est comme il faut aimer. L'abondance des biens Pour l'amour conjugal a de puissants liens : La beauté, les attraits, l'esprit, la bonne mine, Échauffent bien le coeur, mais non pas la cuisine ; Et l'hymen qui succède à ces folles amours, Après quelques douceurs, a bien de mauvais jours. Une amitié si longue est fort mal assurée Dessus des fondements de si peu de durée. L'argent dans le ménage a certaine splendeur Qui donne un teint d'éclat à la même laideur ; Et tu ne peux trouver de si douces caresses Dont le goût dure autant que celui des richesses."")","('#tirsis', ""Alors ne pense pas que j'épouse un visage,  Je règle mes désirs suivant mon intérêt,  Si Doris me voulait, toute laide qu'elle est  Je l'estimerais plus qu'Aminthe, et qu'Hippolyte,  Son revenu chez moi tiendrait lieu de mérite :  C'est comme il faut aimer, l'abondance des biens  Pour l'amour conjugal a de puissants liens,  La beauté, les attraits, le port, la bonne mine,  Échauffent bien les draps, mais non pas la cuisine,  Et l'Hymen qui succède à ces folles amours  Pour quelques bonnes nuits, a bien de mauvais jours ;  Une amitié si longue est fort mal assurée  Dessus des fondements de si peu de durée :  C'est assez qu'une femme ait assez d'entregent,  La laideur est trop belle étant teinte en argent.  Et tu ne peux trouver de si douces caresses,  Dont le goût dure autant que celui des richesses. "")",0.9609389305114746
"('#eraste', 'Auprès de ce bel oeil qui tient mes sens ravis, A peine pourrais-tu conserver ton avis.')","('#eraste', 'Auprès de ce bel oeil qui tient mes sens ravis  À peine pourrais-tu conserver ton avis.  Mélite paraît.')",0.9437070488929749
"('#tircis', 'La raison en tous lieux est également forte.')","('#tirsis', 'La raison en tous lieux est également forte. ')",0.9999998807907104
"('#eraste', ""L'essai n'en coûte rien ; Mélite est à sa porte ; Allons, et tu verras dans ses aimables traits Tant de charmants appas, tant de brillants attraits, Que tu seras forcé toi-même à reconnaître Que si je suis un fou, j'ai bien raison de l'être."")","('#eraste', ""L'essai n'en coûte rien, Mélite est à sa porte,  Allons, et tu verras dans ses aimables traits  Tant de charmants appas, tant de brillants attraits,  Que tu seras contraint d'avouer à ta honte,  Que si je suis un fou je le suis à bon compte. "")",0.9479100108146667
"('#tircis', 'Allons, et tu verras que toute sa beauté Ne saura me tourner contre la vérité.')","('#tirsis', 'Allons, et tu verras que toute sa beauté  Ne me saura tourner contre la vérité. ')",0.9886839985847473
"('#eraste', ""De deux amis, madame, apaisez la querelle. Un esclave d'amour le défend d'un rebelle, Si toutefois un coeur qui n'a jamais aimé, Fier et vain qu'il en est, peut être ainsi nommé. Comme, dès le moment que je vous ai servie, J'ai cru qu'il était seul la véritable vie, Il n'est pas merveilleux que ce peu de rapport Entre nos deux esprits sème quelque discord. Je me suis donc piqué contre sa médisance Avec tant de malheur, ou tant d'insuffisance, Que des droits si sacrés et si pleins d'équité N'ont pu se garantir de sa subtilité, Et je l'amène ici, n'ayant plus que répondre, Assuré que vos yeux le sauront mieux confondre."")","('#eraste', ""Au péril de vous faire une istoire importune  Je viens vous raconter ma mauvaise fortune :  Ce jeune cavalier autant qu'il m'est ami  Autant est-il d'amour implacable ennemi,  Et pour moi, qui depuis que je vous ai servie  Ne l'ai pas moins prisé qu'une seconde vie,  Jugez si nos esprits se rapportant si peu  Pouvaient tomber d'accord, et parler de son feu ;  Je me suis donc piqué contre sa médisance  Avec tant de malheur, ou tant d'insuffisance,  Que les droits de l'amour bien que pleins d'équité  N'ont pu se garantir de sa subtilité,  Et je l'amène à vous n'ayant plus que répondre,  Assuré que vos yeux le sauront mieux confondre. "")",0.8708401918411255
"('#melite', ""Vous deviez l'assurer plutôt qu'il trouverait, En ce mépris d'amour, qui le seconderait."")","('#melite', ""Vous deviez l'assurer plutôt qu'il trouverait,  En ce mépris d'amour qui le seconderait. "")",0.9703900814056396
"('#tircis', ""Si le coeur ne dédit ce que la bouche exprime, Et ne fait de l'amour une plus haute estime, Je plains les malheureux à qui vous en donnez, Comme à d'étranges maux par leur sort destinés."")","('#tirsis', ""Si le coeur ne dédit ce que la bouche exprime  Et ne fait de l'amour une meilleure estime,  Je plains les malheureux à qui vous en donnez  Comme à d'étranges maux par leur sort destinés. "")",0.9825385808944702
"('#melite', ""Ce reproche sans cause avec raison m'étonne : Je ne reçois d'amour et n'en donne à personne. Les moyens de donner ce que je n'eus jamais ?"")","('#melite', ""Ce reproche sans cause inopiné m'étonne,  Je ne reçois d'amour, et n'en donne à personne,  Les moyens de donner ce que je n'eus jamais ? "")",0.9418672323226929
"('#eraste', 'Ils vous sont trop aisés ; et par vous désormais La nature pour moi montre son injustice À pervertir son cours pour me faire un supplice.')","('#eraste', 'Ils vous sont trop aisés et par vous désormais  La nature pour moi montre son injustice  À pervertir son cours pour croître mon supplice. ')",0.9661280512809753
"('#melite', 'Supplice imaginaire, et qui sent son moqueur.')","('#melite', 'Supplice imaginaire, et qui sent son moqueur. ')",1.0
"('#eraste', 'Supplice qui déchire et mon âme et mon coeur.')","('#eraste', 'Supplice qui déchire, et mon âme et mon coeur. ')",0.9861682653427124
"('#melite', ""Il est rare qu'on porte avec si bon visage L'âme et le coeur ensemble en si triste équipage."")","('#melite', ""D'ordinaire on n'a pas avec si bon visage  Ni l'âme ni le coeur en un tel équipage. "")",0.7067217230796814
"('#eraste', 'Votre charmant aspect suspendant mes douleurs, Mon visage du vôtre emprunte les couleurs.')","('#eraste', 'Votre divin aspect suspendant mes douleurs  Mon visage du vôtre emprunte les couleurs. ')",0.9534325003623962
"('#melite', ""Faites mieux ; pour finir vos maux et votre flamme, Empruntez tout d'un temps les froideurs de mon âme."")","('#melite', ""Faites mieux, pour finir vos maux et votre flamme  Empruntez tout d'un temps les froideurs de mon âme. "")",0.9762570261955261
"('#eraste', ""Vous voyant, les froideurs perdent tout leur pouvoir ; Et vous n'en conservez que faute de vous voir."")","('#eraste', ""Vous voyant les froideurs perdent tout leur pouvoir,  Et vous n'en conservez qu'à faute de vous voir. "")",0.9385774731636047
"('#melite', 'Eh quoi ! Tous les miroirs ont-ils de fausses glaces ?')","('#melite', 'Eh quoi ! Tous les miroirs ont-ils de fausses glaces ? ')",0.9999998807907104
"('#eraste', ""Penseriez-vous y voir la moindre de vos grâces ? De si frêles sujets ne sauraient exprimer Ce que l'amour aux coeurs peut lui seul imprimer ; Et quand vous en voudrez croire leurs impuissances, Cette légère idée et faible connaissance Que vous aurez par eux de tant de raretés Vous mettra hors de pair de toutes les beautés."")","('#eraste', ""Penseriez-vous y voir la moindre de vos grâces ?  De si frêles sujets ne sauraient exprimer  Ce qu'amour dans les coeurs peut lui seul imprimer,  Et quand vous en voudrez croire leur impuissance,  Encor cette légère, et faible connaissance  Que vous aurez par eux de tant de raretés  Vous mettra hors du pair de toutes les beautés. "")",0.9878667593002319
"('#melite', ""Voilà trop vous tenir dans une complaisance Que vous dussiez quitter, du moins en ma présence, Et ne démentir pas le rapport de vos yeux, Afin d'avoir sujet de m'entreprendre mieux."")","('#melite', ""Voilà trop vous tenir dans une complaisance  Que vous dussiez quitter du moins en ma présence,  Et ne démentir pas le rapport de vos yeux  Afin d'avoir sujet de m'entreprendre mieux. "")",0.9942790865898132
"('#eraste', ""Le rapport de mes yeux, aux dépens de mes larmes, Ne m'a que trop appris le pouvoir de vos charmes."")","('#eraste', ""Le rapport de mes yeux aux dépens de mes larmes  Ne m'a que trop appris le pouvoir de vos charmes. "")",0.9793055057525635
"('#tircis', ""Sur peine d'être ingrate, il faut de votre part Reconnaître les dons que le ciel vous départ."")","('#tirsis', ""Sur peine d'être ingrate il faut de votre part  Reconnaître les dons que le Ciel vous départ. "")",0.9785611629486084
"('#eraste', ""Voyez que d'un second mon droit se fortifie."")","('#eraste', ""Voyez que d'un second mon droit se fortifie. "")",1.000000238418579
"('#melite', ""Voyez que son secours montre qu'il s'en défie."")","('#melite', ""Mais plutôt son secours fait voir qu'il s'en défie. "")",0.8483283519744873
"('#tircis', ""Je me range toujours d'avec la vérité."")","('#tirsis', ""Je me range toujours d'avec la vérité. "")",1.0000001192092896
"('#melite', 'Si vous la voulez suivre, elle est de mon côté.')","('#melite', 'Si vous la voulez suivre, elle est de mon côté. ')",1.000000238418579
"('#tircis', 'Oui, sur votre visage, et non en vos paroles. Mais cessez de chercher ces refuites frivoles ; Et prenant désormais des sentiments plus doux, Ne soyez plus de glace à qui brûle pour vous.')","('#tirsis', 'Oui, sur votre visage, et non en vos paroles :  Mais cessez de chercher ces refuites frivoles,  Et prenant désormais des sentiments plus doux  Ne soyez plus de glace à qui brûle pour vous. ')",0.9887367486953735
"('#melite', ""Un ennemi d'amour me tenir ce langage ! Accordez votre bouche avec votre courage ; Pratiquez vos conseils, ou ne m'en donnez pas."")","('#melite', ""Un ennemi d'amour me tenir ce langage !  Accordez votre bouche avec votre courage,  Pratiquez vos conseils, ou ne m'en donnez pas. "")",0.9950549602508545
"('#tircis', ""J'ai connu mon erreur auprès de vos appas. Il vous l'avait bien dit."")","('#tirsis', ""J'ai reconnu mon tort auprès de vos appas,  Il vous l'avait bien dit. "")",0.6455973982810974
"('#eraste', ""Ainsi donc, par l'issue Mon âme sur ce point n'a point été déçue ?"")","('#eraste', 'Ainsi ma prophétie  Est, à ce que je vois, de tout point réussie. ')",0.3819778263568878
"('#tircis', 'Si tes feux en son coeur produisaient même effet, Crois-moi, que ton bonheur serait bientôt parfait.')","('#tirsis', 'Si tu pouvais produire en elle un même effet  Crois-moi, que ton bonheur serait bientôt parfait. ')",0.8454602360725403
"('#melite', ""Pour voir si peu de chose aussitôt vous dédire, Me donne à vos dépens de beaux sujets de rire ; Mais je pourrais bientôt à m'entendre flatter Concevoir quelque orgueil qu'il vaut mieux éviter. Excusez ma retraite."")","('#melite', ""Pour voir si peu de chose aussitôt vous dédire  Me donne à vos dépens de beaux sujets de rire,  Mais outre qu'il m'est doux de m'entendre flatter  Ma mère qui m'attend m'oblige à vous quitter,  Excusez ma retraite. "")",0.872043788433075
"('#eraste', 'Adieu, belle inhumaine, De qui seule dépend, et ma joie, et ma peine.')","('#eraste', 'Adieu belle inhumaine, De qui seule dépend, et mon aise et ma peine. ')",0.8728576898574829
"('#melite', ""Plus sage à l'avenir, quittez ces vains propos, Et laissez votre esprit et le mien en repos."")","('#melite', ""Plus sage à l'avenir quittez ces vains propos,  Et laissez votre esprit et le mien en repos. "")",0.9909327030181885
"('#eraste', ""Maintenant suis-je un fou ? Méritai-je du blâme ? Que dis-tu de l'objet ? Que dis-tu de ma flamme ?"")","('#eraste', ""Maintenant suis-je un fou ? Méritai-je du blâme ?  Que dis-tu de l'objet, que dis-tu de ma flamme ? "")",0.9935689568519592
"('#tircis', ""Que veux-tu que j'en die ? Elle a je ne sais quoi Qui ne peut consentir que l'on demeure à soi. Mon coeur, jusqu'à présent à l'amour invincible, Ne se maintient qu'à force aux termes d'insensible ; Tout autre que Tircis mourrait pour la servir."")","('#tirsis', ""Que veux-tu que j'en die ? Elle a je ne sais quoi  Qui ne peut consentir que l'on demeure à soi :  Mon coeur jusqu'à présent à l'amour invincible  Ne se maintient qu'à force aux termes d'insensible,  Tout autre que Tirsis mourrait pour la servir. "")",0.9812607169151306
"('#eraste', ""Confesse franchement qu'elle a su te ravir, Et que tu ne veux pas prendre pour cette belle Avec le nom d'amant le titre d'infidèle. Rien que notre amitié ne t'en peut détourner ; Mais ta muse du moins, facile à suborner, Avec plaisir déjà prépare quelques veilles A de puissants efforts pour de telles merveilles."")","('#eraste', ""Confesse franchement qu'elle a su te ravir,  Et que tu ne veux pas prendre pour cette belle  Avec le nom d'amant le titre d'infidèle.  Rien que notre amitié ne t'en peut détourner ;  Mais ta Muse du moins s'en lairra suborner, N'est-il pas vrai Tirsis, déjà tu la disposes  À de puissants efforts pour de si belles choses ? "")",0.9060407280921936
"('#tircis', 'En effet, ayant vu tant et de tels appas, Que je ne rime point, je ne le promets pas.')","('#tirsis', 'En effet ayant vu tant et de tels appas,  Que je ne rime point, je ne le promets pas. ')",0.9887968301773071
"('#eraste', ""Tes feux n'iront-ils point plus avant que la rime ?"")","('#eraste', ""Garde aussi que tes feux n'outrepassent la rime. "")",0.6115705966949463
"('#tircis', 'Si je brûle jamais, je veux brûler sans crime.')","('#tirsis', 'Si je brûle jamais, je veux brûler sans crime. ')",1.0
"('#eraste', 'Mais si sans y penser tu te trouvais surpris ?')","('#eraste', 'Mais si sans y penser tu te trouvais surpris ? ')",1.0
"('#tircis', ""Quitte pour décharger mon coeur dans mes écrits. J'aime bien ces discours de plaintes et d'alarmes, De soupirs, de sanglots, de tourments et de larmes ; C'est de quoi fort souvent je bâtis ma chanson, Mais j'en connais, sans plus, la cadence et le son. Souffre qu'en un sonnet je m'efforce à dépeindre Cet agréable feu que tu ne peux éteindre : Tu le pourras donner comme venant de toi."")","('#tirsis', ""Quitte pour décharger mon coeur dans mes écrits.  J'aime bien ces discours de plaintes, et d'alarmes,  De soupirs, de sanglots, de tourments et de larmes,  C'est de quoi fort souvent je bâtis ma chanson,  Mais j'en connais, sans plus, la cadence et le son.  Souffre qu'en un Sonnet, je m'efforce à dépeindre  Cet agréable feu que tu ne peux éteindre,  Tu le pourras donner comme venant de toi. "")",0.9947091341018677
"('#eraste', ""Ainsi ce coeur d'acier qui me tient sous sa loi, Verra ma passion pour le moins en peinture. Je doute néanmoins qu'en cette portraiture Tu ne suives plutôt tes propres sentiments."")","('#eraste', ""Ainsi ce coeur d'acier qui me tient sous sa loi  Verra ma passion pour le moins en peinture.  Je doute néanmoins qu'en cette portraiture  Tu ne suives plutôt tes propres sentiments. "")",0.9868854880332947
"('#tircis', 'Me prépare le ciel de nouveaux châtiments, Si jamais un tel crime entre dans mon courage !')","('#tirsis', 'Me prépare le Ciel de nouveaux châtiments,  Si jamais ce penser entre dans mon courage. ')",0.8720252513885498
"('#eraste', ""Adieu. Je suis content, j'ai ta parole en gage, Et sais trop que l'honneur t'en fera souvenir."")","('#eraste', ""Adieu, je suis content, j'ai ta parole en gage,  Et sais trop que l'honneur t'en fera souvenir. "")",0.9961577653884888
"('#tircis', ""En matière d'amour rien n'oblige à tenir ; Et les meilleurs amis, lorsque son feu les presse, Font bientôt vanité d'oublier leur promesse."")","('#tirsis', ""En matière d'amour rien n'oblige à tenir,  Et les meilleurs amis lorsque son feu les presse, Font bientôt vanité d'oublier leur promesse."")",0.9855518937110901
"('#philandre', ""Je meure, mon souci, tu dois bien me haïr ; Tous mes soins depuis peu ne vont qu'à te trahir."")","('#philandre', ""Je meure, mon souci, tu dois bien me haïr,  Tous mes soins depuis peu ne vont qu'à te trahir. "")",0.9908614158630371
"('#cloris', ""Ne m'épouvante point ; à ta mine, je pense Que le pardon suivra de fort près cette offense, Sitôt que j'aurai su quel est ce mauvais tour."")","('#cloris', ""Ne m'épouvante point, à ta mine je pense  Que le pardon suivra de fort près cette offense  Sitôt que j'aurai su quel est ce mauvais tour. "")",0.9817534685134888
"('#philandre', ""Sache donc qu'il ne vient sinon de trop d'amour."")","('#philandre', ""Sache donc qu'il ne vient sinon de trop d'amour. "")",1.000000238418579
"('#cloris', ""J'eusse osé le gager, qu'ainsi par quelque ruse Ton crime officieux porterait son excuse."")","('#cloris', ""J'eusse osé le gager qu'ainsi par quelque ruse  Ton crime officieux porterait son excuse :  Mais n'importe, sachons. "")",0.9167581796646118
"('#philandre', ""Ton adorable objet, mon unique vainqueur, Fait naître chaque jour tant de feux en mon coeur, Que leur excès m'accable, et que pour m'en défaire J'y cherche des défauts qui puissent me déplaire : J'examine ton teint dont l'éclat me surprit, Les traits de ton visage et ceux de ton esprit ; Mais je n'en puis trouver un seul qui ne me charme."")","('#philandre', ""Ton bel oeil mon vainqueur  Fait naître chaque jour tant de feux en mon coeur,  Que leur excès m'accable, et que pour m'en défaire  Je recherche par où tu pourrais me déplaire,  J'examine ton teint dont l'éclat me surprit,  Les traits de ton visage, et ceux de ton esprit,  Mais je n'en puis trouver un seul qui ne me plaise. "")",0.9541037678718567
"('#cloris', ""Et moi, je suis ravie, après ce peu d'alarme, Qu'ainsi tes sens trompés te puissent obliger À chérir ta Cloris, et jamais ne changer."")","('#cloris', ""Et moi dans mes défauts encor suis-je bien aise  Qu'ainsi tes sens trompés te forcent désormais  À chérir ta Cloris, et ne changer jamais. "")",0.8925997018814087
"('#philandre', ""Ta beauté te répond de ma persévérance, Et ma foi qui t'en donne une entière assurance..."")","('#philandre', ""Ta beauté te répond de ma persévérance,  Et ma foi qui t'en donne une entière assurance. "")",0.9884830713272095
"('#cloris', 'Voilà fort doucement dire que, sans ta foi, Ma beauté ne pourrait te conserver à moi.')","('#cloris', 'Voilà fort doucement dire que sans ta foi  Ma beauté ne pourrait te conserver à moi. ')",0.9868505001068115
"('#philandre', ""Je traiterais trop mal une telle maîtresse De l'aimer seulement pour tenir ma promesse : Ma passion en est la cause et non l'effet ; Outre que tu n'as rien qui ne soit si parfait, Qu'on ne peut te servir sans voir sur ton visage De quoi rendre constant l'esprit le plus volage."")","('#philandre', ""Je traiterais [trop] mal une telle maîtresse  De l'aimer seulement pour tenir ma promesse,  Ma passion en est la cause, et non l'effet :  Outre que tu n'as rien qui ne soit si parfait,  Qu'on ne peut te servir sans voir sur ton visage  De quoi rendre constant l'esprit le plus volage. "")",0.9896315336227417
