biancolelli-ecole-galante,biancollelli-arlequin-gentilhomme,Score
"('#leandre', ""Pourquoi me blâmes-tu ? Ta remontrance est vaine, Je cède avec plaisir au penchant qui m'entraîne, Content de mon état, satisfait de mon sort, J'ignore les effets d'un amoureux transport. Un paisible repos est le bien où j'aspire, Un coeur qui le possède a tout ce qu'il désire ; Est-ce un charme ? dis-moi, de languir sans espoir, D'adorer un objet que l'on a peine à voir, De pousser des regrets, de répandre des larmes, De ressentir toujours de mortelles alarmes ; L'amour m'accablerait sous ses funestes coups, Et me ferait former mille soupçons jaloux ? Inquiet, agité, je craindrais que ma belle, Malgré ma tendre ardeur ne devint infidèle, Chaque instant ne ferait que redoubler mon mal.  Je verrais avec peine un trop heureux rival ! Ami je vis en paix, rien ne trouble ma vie : Au calme de mon coeur tu dois porter envie, Puisque rien n'est égal à ma félicité, Laisse-moi m'applaudir de ma tranquillité."")",-,0.0
"('#octave', ""Non c'est injustement que tu veux te défendre D'un doux engagement ; et d'un commerce tendre : Chacun doit, cher ami, se laisser enflammer Et nul n'échappe enfin au Dieu qui fait aimer."")",-,0.0
"('#leandre', ""Inutiles efforts pour soumettre mon âme, Aux tyranniques lois d'une volage femme ! Et qui par un esprit, faible, capricieux, Reçoit tous les objets qui lui frappent les yeux. De ce sexe enchanteur l'approche est trop fatale : Une femme est toujours d'une humeur inégale, Aujourd'hui ses transports font des plus violents, On la trouve demain au milieu des galants, Affectant d'imiter les airs d'une coquette Badiner avec eux, répondre à la fleurette, Et pour donner du lustre à ses trompeurs appas Inspirer une ardeur qu'elle ne ressent pas. "")",-,0.0
"('#arlequin', ""Messieurs mes écoliers quel nouveau soin vous presse ? Venez-vous dans ces lieux chercher quelque Maîtresse ? Vous étés faits d'un air à ne pas en manquer, Et je vous crois tous deux d'âge à prévariquer ; Du temps que vous étiez sujets à ma férule J'étais, vous le savez, d'une humeur ridicule, Je vous interdisais les plaisirs amoureux ; Mais pour lors vous n'étiez que des petits morveux : Je crois que maintenant une telle défense, Ne ferait qu'augmenter votre concupiscence, Et je puis affirmer, sans passer pour menteur, Que vous en savez plus que vôtre précepteur."")",-,0.0
"('#octave', ""Je fais ce que je puis pour convaincre Léandre ; Mais à tous mes discours il ne veut rien comprendre, Et persistant toujours dans sa frivole erreur, Du plus charmant plaisir il conçoit de l'horreur ? Pour lui le mot d'amour est un obscur langage, Et je ne vis jamais un garçon si sauvage."")",-,0.0
"('#leandre', ""Je ne sais ce que c'est : pour tout indifférent  J'avouerai qu'en amour je suis fort ignorant."")",-,0.0
"('#arlequin', ""Je veux par mes leçons le rendre plus habile : Laissez-le moi, dans peu vous le verrez docile ; Je consens de tout perdre, et de passer pour fou, S'il n'est dans quelque temps plus tendre qu'un matou."")",-,0.0
"('#octave', ""Ami, pour un moment d'ici je me retire ; Le Seigneur Arlequin aura soin de t'instruire, Malgré ta fermeté, bien-tôt sur ton esprit Ses savantes leçons auront quelque crédit."")",-,0.0
"('#arlequin', ""Ici nous sommes seuls, rien ne nous importune. Se peut-il, qu'insensible à la Blonde, à la Brune, Dans cette inaction tu passes tes beaux ans ? Tu devrais, cher Léandre, employer mieux le temps. Un garçon sans maîtresse est un vaisseau sans rame, Une Ville sans porte, enfin un corps sans âme, Un canon sans affût, c'est un fleuve sans eau, Palais sans fondement, et lame sans fourreau, Tu n'aimes rien, dis-tu, fi donc c'est vivre en bête, Tu peux facilement faire quelque conquête : La beauté la plus fière en l'écoutant parler, D'elle-même aussi-tôt viendra capituler. Tout aime dans le monde, et c'est pure folie, De narguer les appas d'une femme jolie, Les plus braves héros sensibles à leur tour, Ont sans peine accordé Bellone avec l'amour. Ce Dieu dans tous les coeurs s'insinue, et se glisse, Titus malgré son deuil aima sa Bérénice. Hercule d'un beau feu fut contraint de brûler Et pour la Reine Omphale il voulut bien filer. À des désirs ardents peut-on mettre des bornes ? Pour Europe Jupin voulut prendre des cornes. Il n'est point d'animal qui n'aime tendrement : Le singe la guenon, le cheval la jument, Le coq aime la poule, et l'âne son ânesse, Le gros taureau soupire, et mugit de tendresse, La chaste tourterelle aime son tourtereau, Et la belle perdrix brûle pour son perdreau. Le lion plein de feu rugit pour sa lionne, Et le goujon frétille auprès de sa goujonne, La Chatte en miaulant appelle le matou, Et la sombre chouette est folle du hibou. Toujours le bécasseau vole après la bécasse, Pour l'aimable crapaud la grenouille coasse, Dans l'Empire des flots les Poissons amoureux Malgré l'humidité brûlent des plus beaux feux. Un carpeau suit de près une carpe fidèle ; Et le maquereau vert pourchasse sa femelle, Tant d'exemples tracés ne suffiront-ils pas Pour te déterminer à marcher sur leurs pas ?"")",-,0.0
"('#leandre', ""Pour me persuader à fuir l'indifférence, Vous employez en vain toute vôtre éloquence : J'ignore le secret de triompher d'un coeur, Daignez donc m'éclaircir, Monsieur mon précepteur : Lorsque vous m'aurez dit comment je dois m'y prendre, Peut être malgré moi chercherai-je à me rendre, Si vous m'instruisez bien je saurai galamment Pratiquer vos leçons prés d'un objet charmant."")",-,0.0
"('#arlequin', ""Pour soumettre à tes lois une beauté charmante. Suis avec un grand soin ma maxime savante. Sitôt que tu verras une belle au balcon, Campe-toi tout d'abord... là... de cette façon. Fais-lui la révérence, et d'un oeil plein de flamme Pour la mieux amorcer regarde cette Dame. Qu'un soupir amoureux s'échappe de ton coeur, Mord ton gant, affectant une douce langueur, Exprime en mots pompeux ta nouvelle tendresse, Et la belle aussi-tôt, fût-elle une Lucrèce, Lors qu'en termes choisis tu conteras tes feux Ne refusera point de répondre à tes Voeux. Dis-lui qu'en la voyant, trop sensible à ses charmes, Tu n'as pu t'empêcher de leur rendre les armes. Que jusques au tombeau tu veux être constant, Et qu'enfin tu serais parfaitement content Si d'un objet si beau tu faisais la conquête. Après un grand discours demande un tête à tête, Tu verras que sans peine elle t'accordera Tête à tête, baisers, peut être.... Et cetera. Arlequin fait tout ce qu'il dit ci-dessus, d'une manière toute comique."")",-,0.0
"('#leandre', ""Je vois qu'il faut céder, et qu'à vôtre éloquence On ne peut opposer qu'une vaine défense ; Je vais tout de ce pas en fidèle écolier Suivre vôtre leçon, et la bien essayer. Il s'en va."")",-,0.0
"('#arlequin', 'Moi, je vais sur le champ avertir le Notaire De se rendre chez moi pour finir mon affaire. ')",-,0.0
"('#octave', ""C'est vivre trop longtemps loin de l'objet aimé ; Rien ne doit arrêter un coeur bien enflammé. Lorsque je ne vois point la charmante Spinette Mes sens sont agitez, mon âme est inquiète Cette jeune beauté fixe tous mes désirs, Loin d'elle je ne puis goûter de vrais plaisirs, J'aime son air naïf, sa manière innocente, Et sa simplicité me ravit, et m'enchante : Que dis-tu de mon choix ?"")",-,0.0
"('#scaramouche', ""À parler franchement, C'est un vilain métier que celui d'un Amant : Vous passez sans dormir les nuits les plus tranquilles, Vous êtes comme un Chat qui rode sur les tuiles, Pour moi je ne sais pas quel plaisir vous trouvez ! Vos draps depuis deux mois n'ont pas été lavez Est ce pour épargner les frais du blanchissage Que vous dormez si peu ? quel Diable de ménage ! Aussi vous devenez maigre comme un anchois, Et vous avez morbleu le plus fichu minois ! J'enrage ; car il faut aussi par complaisance, Que je veille avec vous sans me farcir la panse. Moi qui toute ma vie ai bien mangé, bien bu, Ma foi, je n'ai jamais été si mal repu. Aussi, je m'aperçois que ma graisse est fondue, Je deviens tous les jours plus sec qu'une morue, À peine suis-je à table, aussitôt vous criez Scaramouche... d'abord il faut lever les pieds. Tu mangeras tantôt, va porter cette lettre À Spinette, à présent elle est à sa fenêtre, Et tu la lui rendras sans qu'on puisse te voir ; Cet ordre rigoureux me met au désespoir La nuit lorsque je crois reposer à mon aise, Scaramouche ! Viens-t'en me mettre sur la chaise, Pendant toute la nuit voilà quel est le train, Cela dure souvent jusques au lendemain ; Je crois que vous rendez votre amour par derrière Et vous m'empoisonnez avec vôtre matière."")",-,0.0
"('#octave', 'Veux-tu bien terminer de si fades discours Sans rime, et sans raison tu plaisantes toujours.')",-,0.0
"('#scaramouche', ""Le vilain loup-garou qui n'aime pas la joie !"")",-,0.0
"('#octave', 'Cours appeler Spinette il faut que je la voie.')",-,0.0
"('#scaramouche', ""Oui, mais si le docteur était dans la maison Il me régalerait de cent coups de bâton : Le drôle quand il bat n'y va pas de main morte, Je le sais."")",-,0.0
"('#octave', 'Ne crains rien, va frapper à sa porte.')",-,0.0
"('#scaramouche', ""Allons je le veux bien, et si je suis battu Je vous rendrai ma foi ce que j'aurai reçu."")",-,0.0
"('#octave', 'Finiras-tu maraud ?')",-,0.0
"('#scaramouche', ""Qu'il a l'humeur farouche ! Hola ! Quelqu'un, c'est moi ? Il frappe."")",-,0.0
"('#spinette', 'Que veux-tu Scaramouche ?')",-,0.0
"('#scaramouche', 'Madame en vérité... pour moi je ne veux rien,')",-,0.0
"('#spinette', 'Adieu donc.')",-,0.0
"('#scaramouche', 'Serviteur, parlez, Monsieur.')",-,0.0
"('#octave', ""Hé bien ! Qu'as-tu donc fait ?"")",-,0.0
"('#scaramouche', ""J'ai vu la charmante Spinette, Qu'elle a l'air engageant ! morbleu qu'elle est bien faite ! Elle m'a demandé pourquoi je l'appelais, Elle a voulu savoir ce que je lui voulais, Et moi j'ai répondu, je ne veux rien Spinette, Aussi-tôt elle a pris la poudre d'escampette. Voilà ce que j'ai fait."")",-,0.0
"('#octave', ""Ah L le joli garçon Et qu'il s'acquitte bien d'une commission. Hola ! Il va frapper à la porte."")",-,0.0
"('#spinette', ""Que veux-tu donc, ah ! c'est vous !"")",-,0.0
"('#octave', 'Oui, ma belle, Vous me voyez ici...')",-,0.0
"('#scaramouche', ""Bonjour Mademoiselle, Mon maître n'a pas tort, elle a bien des appas, Le pauvre Scaramouche en ferait ses choux gras."")",-,0.0
"('#octave', ""Hé bien puis- je former une douce espérance ? Vôtre coeur ressent-il les tourments de l'absence ? Et quand vous me voyez, goûte-t-il les plaisirs Où doivent se borner ses uniques désirs ?"")",-,0.0
"('#spinette', ""Douteriez-vous encor de mon ardeur parfaite ? Quoi, vous ne croyez pas d'être aimé de Spinette ? Que je suis malheureuse ; après ce que j'ai fait, Vous êtes trop jaloux."")",-,0.0
"('#octave', ""Je le suis en effet : Si je ne vous aimais avec délicatesse, Je ne craindrais pas tant, ma charmante Maîtresse, Ah ! Loin que mes soupçons vous soient injurieux, Ils doivent leur naissance à l'excès de mes feux."")",-,0.0
"('#spinette', ""Par où donc, cher Octave, ai-je pu vous déplaire ? Pour vous tant allarmeR que me voyez-vous faire ? Du matin jusqu'au soir je suis dans la Maison ; Quand vous me soupçonnez vous n'avez pas raison ; A de pareils discours je ne puis rien comprendre. Elle pleure."")",-,0.0
"('#octave', 'Tu pleures ? ')",-,0.0
"('#scaramouche', ""Oui, Monsieur ; c'est que j'ai le coeur tendre."")",-,0.0
"('#octave', 'Daignez sécher les pleurs qui coulent de vos yeux.')",-,0.0
"('#scaramouche', ""Monsieur, jusqu'à demain nous pleurerons tous deux ; Aussi pour quoi lâcher le robinet des larmes : Que de beaux yeux en pleurs ont d'agréables charmes !"")",-,0.0
"('#spinette', ""De moi, je le vois bien, vous faites peu de cas, Vous me grondez toujours, et vous ne m'aimez pas."")",-,0.0
"('#octave', ""Pardonnez-moi Spinette, et croyez que mon âme Saura brûler pour vous d'une éternelle flamme, Belle, vous me voyez soumis à vos genoux..."")",-,0.0
"('#spinette', 'Dites moi donc, Monsieur quand nous marierons-nous ? Mon père est bien méchant, vous aurez de la peine À gagner son esprit.')",-,0.0
"('#octave', ""Non, vôtre crainte est vaine, Il faudra qu'il consente, et je suis assuré..."")",-,0.0
"('#scaramouche', ""Ah ! Que je serai beau quand j'aurai bien pleuré !"")",-,0.0
"('#spinette', ""Vous m'avez tant de fois promis des sérénades, Quand m'en donnerez-vous ? j'aime fort les aubades."")",-,0.0
"('#octave', 'Ce soir.')",-,0.0
"('#spinette', ""N'y manquez pas, les filles du quartier Ont toutes ce plaisir, et je dois l'envier, J'aime les instruments on ne peut davantage."")",-,0.0
"('#scaramouche', ""C'est assez là le goût des filles de vôtre âge."")",-,0.0
"('#octave', ""Votre père n'est pas à présent au Logis. Entrons-y."")",-,0.0
"('#spinette', ""Mais par lui si vous étiez surpris, Il me maltraiterait d'une étrange manière."")",-,0.0
"('#octave', ""Entrons sans différer, ne craignez rien ma chère ; Scaramouche aura soin de l'écarter d'ici : Entends-tu ? Ils entrent."")",-,0.0
"('#scaramouche', ""Peste soit de l'amoureux transi : Cet emploi m'est à charge, et ne me convient guère, Tout franc je suis bien las d'un pareil ministère, Moi qui jamais n'ai craint en amour de rivaux, Aujourd'hui l'on m'emploie à garder les manteaux : Mais voici le Docteur. "")",-,0.0
"('#le-docteur', ""Non, je n'y puis suffire : C'est souffrir trop longtemps un rigoureux martyre : Quoi, je ne puis jouir d'un moment de repos ! Le moyen d'écouter tant de fades propos ; L'un me vient aborder, un inconnu m'embrasse, Et cet autre me tient des discours à la glace : Comment vous portez-vous ; que dit-on de nouveau, Pour aller prendre l'air le temps est assez beau. L'un parle de sa voix, et l'autre de sa danse ; Celui-ci prend le soin de vanter ma science : De pareils entretiens ne me conviennent pas, Peste des importuns, j'en trouve à chaque pas : Horace avait raison d'en craindre la poursuite, Et de fuir avec soin cette race maudite ; Et le plus sûr moyen de fuir tous ces fâcheux, C'est d'entrer au Logis, et de m'éloigner d'eux. "")",-,0.0
"('#octave', ""Hé bien puis-je sortir, et n'ai-je rien à craindre ?"")",-,0.0
"('#scaramouche', ""Le Docteur est bien loin, et j'ai su le contraindre A partir de ces lieux en le chargeant de coups, De peur qu'il ne revienne, allons, retirez-vous."")",-,0.0
"('#argentine', ""Que l'état d'une fille est triste et déplorable ! Lors qu'en proie aux rigueurs du destin qui l'accable, Elle doit obéir, et que son coeur gêné, À fuir un doux penchant est enfin condamné. Non, je ne puis subir cette loi tyrannique."")",-,0.0
-,"('#colombine', 'Allons, maître faquin, dénichez promptement. ')",0.0
-,"('#pierrot', ""C'est ainsi que l'on traite un méchant garnement,  Hors d'ici... "")",0.0
-,"('#arlequin', 'Modérez cette brusque colère,  Monsieur, que votre main soit un peu plus légère,  Et vous, Madame, ayez plus de compassion,  Vous pourriez bien me faire une contusion,  Je ne vis de mes jours femme plus violente,  Qui connaît mieux que moi votre humeur turbulente ? ')",0.0
-,"('#colombine', ""Je ferais beaucoup mieux de te remercier,  Et te laisser gratis vider tout mon cellier,  Chez moi depuis trois mois tu prends ta nourriture,  J'ai voulu te prêter dix écus sans usure,  Et tu ne songes pas encore à t'acquitter,  Demain je prendrai soin de te faire arrêter,  Une obscure prison sera ta récompense,  Si par le paiement tu n'obtiens ta quittance. "")",0.0
-,"('#arlequin', ""Vous voulez en prison faire mettre Arlequin,  Je n'y resterai pas je suis trop libertin."")",0.0
-,"('#pierrot', ""Bon, bon, quand une fois tu seras dans la cage,  Quoique tu sois porté pour le libertinage,  Tu ne sortiras pas pour t'aller promener,  Je te ferai mon cher, moi-même emprisonner,  Foi de Pierrot, hélas ! Quel serment effroyable  Cela me fait trembler/ "")",0.0
-,"('#arlequin', ""Vous êtes trop bon Diable,  Vous n'avez pas le coeur de me faire enfermer. "")",0.0
-,"('#pierrot', ""Oh si tu prenais l'air tu pourrais t'enrhumer,  Dans un cachot bien clos tu seras à ton aise. "")",0.0
-,"('#arlequin', ""Le cachot est mal sain et n'a rien qui me plaise,  D'ailleurs la solitude a pour moi peu d'appas. "")",0.0
-,"('#pierrot', 'Tu pourras converser avec Messieurs les rats,  Qui le jour et la nuit te tiendront compagnie. ')",0.0
-,"('#arlequin', ""La conversation sera, ma foi, jolie,  De grâce, cher Pierrot, soyez plus indulgent,  Le moyen de payer quand on est sans argent,  Je n'ai pas un denier, je me mets à la mode,  Et des gens du grand air j'observe la méthode,  Payer ce que l'on doit est du dernier bourgeois,  Mon ami, lui dit-on, venez une autre fois,  Il retourne, on lui tient toujours même langage,  Le pauvre malheureux fait en vain ce voyage.  L'homme de qualité qui ne veut point payer,  Conduit jusqu'aux degrés le morne créancier ;  C'est ainsi qu'aujourd'hui on acquitte ses dettes  Et Messieurs les Marchands sont traités en grisettes,  On leur trouve d'abord de merveilleux appas,  Quand on s'est servi l'on en fait peu de cas. "")",0.0
-,"('#colombine', 'Ta comparaison cloche, il faut me satisfaire. ')",0.0
-,"('#arlequin', ""L'honneur me le défend et je ne puis le faire,  J'ai le coeur noble et fier, connaissez Arlequin. "")",0.0
-,"('#pierrot', 'Vous êtes, je le sais, Gentilhomme faquin,  Mais du moins mon ami laissez-nous quelque gage. ')",0.0
-,"('#arlequin', ""Je ne puis vous donner qu'un morceau de fromage,  Que je garde avec soin depuis plus de dix ans,  Et je fais sur moi-même un effort des plus grands,  En vous abandonnant ce trésor plein de charmes  C'est lui seul dont le goût dissipe mes alarmes,  Lorsque je suis chagrin, inquiet, agité,  Je n'ai qu'à le sentir pour ma tranquillité.  Je le mets pour dormir la nuit sous ma paillasse  Et je ronfle en repos quelque bruit que l'on fasse  Quand même vingt canons péteraient à la fois,  Jamais malgré ce bruit je ne m'éveillerais.  Mais je vois bien qu'il faut répondre à votre envie,  Fromage de Milan, délice de ma vie,  Lénitif de mes maux, aimable cordial,  Rare et friand boucon, élixir pectoral,  Passez dans d'autres mains puisque du sort barbare,  L'injurieuse loi pour jamais nous sépare,  Recevez, cher Pierrot, ce bijou précieux,  Dont la perte de pleurs grossit mes petits yeux.  Il dit ce qui suit d'un ton tragique."")",0.0
-,"('#pierrot', ""Il est bon là ma foi, que veux-tu que j'en fasse ?  Cette plaisanterie est de mauvaise grâce,  Nous voulons de l'argent tout au plus tard demain,  Sinon sur le collet on te mettra la main,  Cherche un expédient pour te tirer d'affaire. "")",0.0
-,"('#colombine', ""Je te l'ai déjà dit, songe à me satisfaire  C'est le plus sûr moyen pour sortir d'embarras,  Il me faut du comptant. "")",0.0
-,"('#arlequin', ""Et n'en avez-vous pas ?  Pourquoi m'en demander ? "")",0.0
-,"('#pierrot', ""C'en est trop ventrebille,  J'entre en fureur, allons femme, rossons ce drille.  Pierrot et Colombine frappent Arlequin."")",0.0
-,"('#colombine', 'Pour moi je le veux bien je frappe de bon coeur. ')",0.0
-,"('#arlequin', ""Est-ce ainsi qu'aujourd'hui l'on traite un débiteur ?  Je recevrais le double avec grande constance,  Si de ce que je dois vous donniez quittance. "")",0.0
-,"('#pierrot', 'Oh, tu gagnerais trop, et moi je perdrais tout. ')",0.0
-,"('#arlequin', 'Par ma foi vous poussez ma complaisance à bout. ')",0.0
-,"('#colombine', ""Il nous faut de l'argent, adieu maligne bête. "")",0.0
-,"('#arlequin', 'Peut-on vous refuser, vous êtes trop honnête ? ')",0.0
