racine-thebaide,rotrou-antigone,Score
"('#eteocle', ""Non, Madame, ce n'est ni de l'un ni de l'autre. Dans son camp jusqu'ici Polynice arrêté, Pour combattre à mes yeux ne s'est point présenté. D'Argiens seulement une troupe hardie  M'a voulu de nos murs disputer la sortie.  J'ai fait mordre la poudre à ces audacieux, Et leur sang est celui qui paraît à vos yeux."")",-,0.0
"('#jocaste', 'Mais que prétendiez-vous ? et quelle ardeur soudaine Vous a fait tout_à_coup descendre dans la plaine ? ')",-,0.0
"('#eteocle', ""Madame, il était temps que j'en usasse ainsi, Et je perdais ma gloire à demeurer ici. Le peuple à qui la faim se faisait déjà craindre, De mon peu de vigueur commençait à se plaindre,  Me reprochant déjà qu'il m'avait couronné,  Et que j'occupais mal le rang qu'il m'a donné. Il le faut satisfaire ; et quoi qu'il en arrive, Thèbes dès aujourd'hui ne sera plus captive, Je veux, en n'y laissant aucun de mes soldats,  Qu'elle soit seulement juge de nos combats :  J'ai des forces assez pour tenir la campagne, Et si quelque bonheur nos armes accompagne, L'insolent Polynice et ses fiers alliés Laisseront Thèbes libre, ou mourront à mes pieds. "")",-,0.0
"('#jocaste', ""Vous pourriez d'un tel sang, ô ciel ! souiller vos armes ?  La couronne pour vous a-t-elle tant de charmes ? Si par un parricide il la fallait gagner, Ah ! mon fils, à ce prix voudriez-vous régner ? Mais il ne tient qu'à vous si l'honneur vous anime,  De nous donner la paix, sans le secours d'un crime,  Et de votre courroux triomphant aujourd'hui Contenter votre frère, et régner avec lui."")",-,0.0
"('#eteocle', 'Appelez-vous régner partager ma couronne, Et céder lâchement ce que mon droit me donne ? ')",-,0.0
-,"('#jocaste', ""Qu'ils ont bien à propos usé de mon sommeil : Ils n'ont pas appelé ma voix à leur conseil ; Et lorsqu'ils ont voulu tenter cette sortie, On a bien su garder que j'en fusse avertie. C'est bien, ô nuit, c'est de tes plus noirs pavots Que tu m'as distillé ce funeste repos. Mais quel chef les conduit ?"")",0.0
-,"('#ismene', 'Étéocle lui-même.')",0.0
-,"('#jocaste', ""Allons tôt ; c'est trop d'ordre en ce désordre extrême ; Ce poil mal ordonné, cette confusion Me sera bien séante en cette occasion. Nature, confonds-les, c'est ici ton office : Tout dépend de toi seule, et rien de l'artifice : Viens te montrer, mon sein, qui les as allaités ; Avancez-vous, mes bras, qui les avez portés ; Toi, flanc incestueux dont il sont pris naissance, Viens, s'ils ont du respect, faire voir ta puissance."")",0.0
-,"('#antigone', ""Madame, il n'est plus temps."")",0.0
-,"('#jocaste', ""Comment ! Ces enragés Gisent-ils déjà morts l'un par l'autre égorgés, Ou la troupe Thébaine a-t-elle été défaite ?"")",0.0
-,"('#antigone', ""Non, mais le combat cesse, et le roi fait retraite : C'est ce que de la tour j'ai clairement pu voir ; Et son retour dans peu vous le fera savoir."")",0.0
-,"('#jocaste', ""Ce coeur dénaturé, teint de sang de son frère, Se vient-il rafraîchir dans les bras de sa mère ? S'y vient-il réjouir de cet acte inhumain, Et ne prétend-il point des lauriers de sa main ? Oui, le coup en mérite, il part d'uns grand courage ; Il s'est soustrait d'adresse, et pour un bel ouvrage."")",0.0
-,"('#ismene', ""Peut-être que le ciel, qui préside aux combats, En disposera mieux que vous n'espérez pas."")",0.0
-,"('#antigone', 'Un instant a souvent changé l\'ordre des choses ; Beaucoup d\'événements ont démenti leurs causes : Mais, attendant l\'entrée et l\'entretien du roi, Oyez un accident qui me transit d\'effroi. Je voyais de la tour le choc d deux armées, L\'une et l\'autre au combat âprement animées, Alors de Ménécée arrivant en ce lieu ; ""Adieu, m\'a-t-il crié, chère Antigone, adieu ; Le ciel se lasse enfin de vous être contraire ; Jouis d\'un long repos dans les bras de mon frère."" Moi qui me voyais seule, et qui ne savais pas Le généreux dessein qui portait là ses pas,  Pour la fuit déjà j\'avais tourné la vue, Quand lui la face ouverte et nullement émue, Hardi, s\'étant planté sur le bord de la tour, Et voyant sans frayeur les bas lieux d\'alentour, A regardé le camp, et d\'une voix profonde A fait tourner vers lui les yeux de tout le monde : ""Arrêtez, a-t-il dit d\'un ton impérieux ; Arrêtez, je l\'ordonne, et de la part des dieux ; Arrêtez."" Cette voix est à peine entendue Que la main aux soldats demeure suspendue : Chacun reste interdit, l\'oeil et le bras levé ; Le coup demeure en l\'air et n\'est point achevé. Là, ce jeune héros pousse une voix moins forte, Et d\'un accent égal leur parle de cette sorte : ""Thèbes, goûte la paix que je vais t\'acheter ; Mon sang en est le prix, je viens te l\'apporter ; Repousse loin de toi cet orge de guerre Qu\'excite un insolent sur sa natale terre ; Possède en paix tes champs, tes temples, tes maisons, Sans autre changement que celui des saisons ; Qu\'hymen mettant tes fils dans les bras de tes filles De liens éternels unissent les familles ; Règne enfin caressée et du ciel et du sort ; La promesse des dieux doit ce prix à ma mort."" Il rire après ces mots une brillante épée, Et, se l\'étant au sein, jusqu\'aux gardes trempée, Se lance de la tour, le fer encore en main, Noble victime aux dieux pour le peuple thébain. À cet objet d\'horreur, l\'oeil troublé, le teint blême, J\'ai demeuré longtemps plus morte que lui-même ; Et de frayeur encore tout mon sang est glacé : Mais vous allez savoir comme tout s\'est passé.')",0.0
-,"('#eteocle', ""Madame, tout va mal, et dans cette retraite La victoire est commune, ou plutôt la défaite : Le sort est bien égal, il se déclare tard, Et beaucoup sont à dore et d'une et d'autre part."")",0.0
-,"('#jocaste', 'Maudite ambition ! Abominable peste ! Monstre altéré de sans, que ton fruit est funeste !')",0.0
-,"('#eteocle', ""Sur le désir des miens mon trône se soutient Je lui cédais l'État, mais l'État ma retient ; J'étais prêt à quitter le sceptre qu'on lui nie ; Le peuple aime mon règne et craint sa tyrannie : Je le possède aussi moins que je ne le sers ; Les honneurs qu'il me rend sont d'honorables fers. Au reste, un fondement reste à notre espérance, Si l'oracle rendu nous tient lieu d'assurance ; Thèbes lors jouira d'un paisible repos, Quand les dents du Python la semence dernière Satisfera pour tous et perdra la lumière. Telle est l'arrêt des dieux."")",0.0
-,"('#creon', 'Ô rigoureuse loi !')",0.0
-,"('#eteocle', ""Le jeune Ménécée a pris ces mots sur soi : Se voyant comme il est dernier de sa race, Sur qui par conséquent tombait cette disgrâce, Il s'est soustrait de nous, et du haut de la tour, Ravi que son malheur nous prouvât son amour, Et porté d'une ardeur à nulle autre seconde, S'est immolé lui-même aux yeux de tout le monde. Heureux certes cent fois qui meurt si glorieux, Et qui se pourra seul dire victorieux !"")",0.0
-,"('#creon', ""Mais plus heureux encore à qui sa mort profite Et qui se couvrira des lauriers qu'il mérite ! Quelle haine des dieux jette le sort sur lui, Et le fait trébucher pour soutenir autrui ? Fausses divinités, êtres imaginaires, Beaux abus des esprits, immortelles chimères, Que vous a fait mon sang pour vous être immolé ? Quel droit de la nature avons-nous violé ? Ai-je, autre Oedipe, entré dans le lit de ma mère ? Lui suis-je époux et fils ? Mon fils fut-il mon frère ? Voilà que les surgeons d'un sang incestueux Portent le diadème, et vous êtes pour eux ! Nous, vous nous destinez, innocentes victimes, À périr pour leur gloire et payer pour leur crimes !"")",0.0
-,"('#jocaste', 'Ô reproche honteux, que renouvelles-tu ? Assez sans toi le sort exerce ma vertu.')",0.0
-,"('#eteocle', ""Je pardonne, Créon, cette plainte insensée Aux récentes douleurs du sort de Ménécée : Je sais qu'un fils qu'on perd afflige vivement ; Mais il faut une borne à ce ressentiment, Ou la peine suivrait un semblable caprice : La guerre des États n'exclut pas la justice, Et n'excuserait pas un outrage pareil. Entrons, et m'assistez d'une heure de conseil. Ils sortent tous, excepté Hémon et Antigone."")",0.0
-,"('#antigone', ""Voyez, mon cher Hémon, comme sa violence Va jusques à l'outrage et jusqu'à l'insolence. J'approuve sa douleur, mais pour quelle raison Lui fait-elle offenser toute notre maison, Et, suivant sans respect sa brutale colère, Troubler jusqu'aux enfers le repos de mon père ? Oedipe, quoi ! Tes yeux par tes mains arrachés, Tes mânes par ta mort de ton corps détachés, Ton sceptre abandonné, tout ton royaume en armes, Tes enfants divisés, nos soupirs et nos larmes, Ne peuvent faire encore qu'un innocent péché Moins de toi que du sort, ne te soit reproché ?"")",0.0
-,"('#hemon', ""Ce malheur est commun avec notre misère, De rougir comme vous des fautes de mon père, Qui, forçant tout respect, ose bien à vos yeux (Ces astres qui pourraient en imposer aux Dieux) Passer insolemment jusqu'à cette licence ? (L'amour a dérobé ce mot de naissance.) Mais, Madame, mon sens ne s'est point démenti, Et je ne puis tenir pour un mauvais parti, Cet esprit violent, si ma crainte n'est vaine, Pour les siens et pour soi promet beaucoup de peine ; Et je n'ose vous dire une secrète peur Que m'imprime en l'esprit cette mauvaise humeur."")",0.0
-,"('#antigone', 'Quoi ! Touchant notre hymen ?')",0.0
-,"('#hemon', ""Ma passion, Madame, M'a bien pu sans sujet mettre ces peurs en l'âme ; Non, un si beau dessein ne peut mal succéder ; Le ciel, qui de sa main daigna nous accorder, Doit faire que l'effet à l'attente réponde ; La première faveur l'oblige à la seconde. De ma part je proteste, en ces divines mains, Qu'au moins je forcerais tous obstacles humains, Et que m'ôter à vous serait une aventure Pour qui je serais sourd à toute la nature ; Que mon père à mes voeux s'opposât mille fois, J'accepterais ce point de ce que je lui dois : Nulle raison d'État, nul respect de couronne, Ne pourraient ébranler la foi que je vous donne ; À toute autorité je fermerais les yeux, Et je ferais beaucoup de respecter les dieux."")",0.0
-,"('#antigone', ""Quoique la même foi que je vous ai donnée Ma permit de parler touchant notre hyménée, L'orage prêt à choir dessus notre maison Me défend ce discours comme hors de saison ; Outre qu'ainsi qu'à vous certaine voix secrète (Comme notre génie est quelquefois prophète) D'une aveugle frayeur tout le sein me remplit, Et me parle bien plus d'un tombeau que d'un lit : Tournons donc nos pensers du côté de l'orage Qui menace l'État d'un si proche naufrage : Ce combat, cher Hémon, au moins s'est-il passé Sans la mort de mon frère, ou sans qu'il soit blessé ?"")",0.0
-,"('#hemon', ""Madame, c'est ici que je vous ai servie : Polynice est vivant, mais il vous dois la vie. Certes jamais lion, par un autre irrité, Au combat plus ardent ne s'est précipité, Que ce jeune lion, chef des troupes de Grèce, N'a fait voir contre nous de courage te d'adresse. Son coeur payait d'un bras dont les coups furieux À peine s'acquéraient la créance des yeux : Seul il force nos rangs, et de taille et de pointe Ne trouve armet si fort, ni lame si bien jointe, Qu'il ne fasse passage au fer qu'il a poussé, Et ne voie un soldat à ses pieds renversé : Il donne jusqu'à nous, moins effrayé du nombre Que s'il ne combattait ni voyait que son ombre ; Se jette furieux au plus fort du danger, Et prodigue son sang comme un bien étranger : Sous sa main, toujours haute te toujours occupée, Son corps semble à dessein s'offrir à mon épée : Mais, loin d'ors sur lui tenter aucun effort, J'ai paré mille coups qui lui portaient le mort : L'amitié qui vous joint, autant que la naissance,  M'a fait contre vous-même embraser sa défense : Il conserve en sa vie un bien qui vous est dû ; Bien mieux que sa valeur vous l'avez défendu ; Vous étiez son bouclier au milieu des alarmes, Et vous l'avez sauvé, seule, absente et sans armes."")",0.0
-,"('#antigone', ""Hélas ! Joindre sa mort à mon cruel ennui Serait bien, cher Hémon, me tuer plus que lui : À moi bien plus qu'à lui vous rendiez cet office ; Vous sauviez Antigone en sauvant Polynice. En effet, et vos yeux peut-être en sont témoins,  Une étroite amitié de tous temps nous a joints, Qui passe de bien loin cet instinct ordinaire Par qui la soeur s'attache aux intérêts du frère ; Et, si la vérité se peut dire sans fard, Étéocle en mon coeur n'eut jamais tant de part : Quoiqu'un même devoir pour tous deux m'intéresse, J'ai toujours chéri l'autre avec plus de tendresse ; Jamais nos volontés ne faisaient qu'un parti ; Mais je suis toujours même, et lui s'est démenti."")",0.0
-,"('#page', 'Monsieur, on tient conseil, et le roi vous demande.')",0.0
-,"('#hemon', ""Agréez ce devoir qu'il faut que je lui rende."")",0.0
-,"('#antigone', 'Allez, mais sur tout autre opinez pour la paix ; Et soient vos bons avis suivis de bons effets. Ils sortent.')",0.0
-,"('#polynice', ""Reste lâche et honteux de tant de compagnies Que cous vos étendards la Grèce m'a fournies, Et dernier de cent rois en ma faveur armés, Autant et plus que moi pour moi-même animés, Enfin j'ouvre l'oreille au conseil de la rage, Piqué de désespoir bien plus que de courage, Et je viens, mais plus tard que l'honneur n'eût voulu, Vous exposer enfin ce que j'ai résolu : C'est, mon père, un dessein que je devais éclore Lorsqu'aux veines des Grecs le sang bouillait encore : Les mânes indignés de tant de bons soldats Contre ma lâcheté ne murmureraient pas, Et j'aurais épargné tant d'illustres personnes Dont pour me couronner j'ai mis bas les couronnes : Mais puisque cet avis me vient de mon devoir, Quelque tard qu'il arrive, il le faut recevoir ; Et vous trouverez bon que je paye la Grèce Le sang de tant de peuple et de tant de noblesse. Vous avez, quoique sage, en ce commun malheur, (Vous ne témoignez pas votre juste douleur !) Vous avez pris, mon père, en l'intérêt d'un gendre Plus de part en effet que vous ne deviez prendre : C'est moi, chétif, c'est moi qui dedans vos états, Où vous régniez en paix sur tant de potentats, Mauvais hôte, ai porté de ces maudites terres Dessous un front d'amour des semences de guerre : Le flambeau de l'hymen qui allia chez vous  Est le tison fatal qui vous consume tous ; Vous mettez un serpent au sein de votre fille, Qui devait étouffer toute votre famille : J'ai trop, certes, j'ai trop fait voir ma lâcheté Pour tant patience et pour tant de conté : Auteur de tant de maux, je ne veux plus de grâce ; Il est temps, ou jamais, que je vous satisfasse, Et qu'un duel enfin entre mon frère et moi... Qu'avez-vous à pâlir, et d'où naît cet effroi ?"")",0.0
-,"('#adraste', 'Dieux ! Que proposez-vous ! Quelle horrible aventure !')",0.0
-,"('#argie', 'Eh ! Monsieur, écoutez la voix de la nature ; Songez quel est le sang que vous voulez verser ; Sans honte et sans frayeur y pouvez-vous penser ?')",0.0
-,"('#polynice', ""La chose est résolue, et la nature même Souscrit à cet arrêt de ma fureur extrême ; Outre qu'elle est muette où parle la raison, Elle ne s'entend pas avec la trahison ; Au contraire, elle enseigne à repousser l'injure, Et condamne surtout la fraude et la parjure. Que doit plus la nature à mon frère qu'à moi, Pour me lier les mains lorsqu'il me rompt sa foi, Et pour vouloir que j'erre et que je me retire, Quand mon année arrive et m'appelle à l'empire ?"")",0.0
-,"('#adraste-', ""Quelle rage, bon dieu, vous occupe le sein ? Ah ! Mon fils, étouffez ce damnable dessein : Si votre ambition ne va qu'à la couronne, Je dépouille pour vous l'éclat qui m'environne ; Venez prendre et donner un paisible repos Sur le trône de Lerne ou sur celui d'Argos : Là, monarque absolu, vous n'aurez point de frère Qui vous rompe de pacte et qui vous soit contraire ; Là, votre épouse et moi, devenus vois sujets, De nos fidèles soins appuierons vos projets ; Et votre autorité n'y sera divisée Par aucune puissance à la vôtre opposée."")",0.0
-,"('#polynice', ""Non, non, ne point régner, les dieux m'en sont témoins, Est le ressentiment qui le touche le moins, Et jamais ma couronne, entre mes mains remise, N'aurait d'autorité qui ne vous fut soumise. Mais qu'un traître viole avec impunité Le respect de l'accord entre nous arrêté, Et que j'observe après celui de la naissance, Une vertu si lâche excède ma puissance ; Il faut trop de faiblesse à pouvoir l'exercer ; On étouffe aisément qui se laisse presser. Non, ma mère elle-même, au milieu de nos armes ; Ni mes soeurs à mes pieds, les yeux baignés de larmes ; Quelque droit d'Antigone ait dessus mes esprits, Ne détourneraient pas le dessein que j'ai pris ; Ou sa vie ou la mienne, importunes sangsues, Doivent crever du sang dont elles sont repues. M'en reste-t-il à boire, et ne voudriez-vous point  Qu'à ce que j'en ai pris le vôtre encore fût joint ? Tydée, oui de tes jours j'ai la course bornée ; Des tiens, Hypomédon ; et des tiens, Capanée : Par moi, braves héros, sont veuves à la fois Vos femmes de maris, et vos villes de rois ; Et sans confusion je verrais le veuvage ! Non, non, trop de justice à ce devoir m'engage, Et trop de honte est joint à mon retardement. Adieu, vous que mon coeur aima si tendrement, Et que le ciel doué d'une vertu si rare ; Un éternel adieu peut-être nous sépare : Mais montrez votre force à dompter vos douleurs, Et ne l'obligez point à la honte des pleurs. Et vous, sage vieillard, digne d'un autre gendre, Ayez soin que la terre au moins couvre ma cendre, Et m'ouvrez le passage en l'empire des morts, Dérobant aux corbeaux le butin de mon corps : Après pour votre fille employez votre zèle, Trouvez-lui dans le Grèce une parti digne d'elle, Et que cet autre hymen lui puisse être aussi doux  Que le premier fut triste et pour elle et pour vous. Il embrasse Argie. Il sort."")",0.0
-,"('#argie', ""Polynice ! Mon père, arrêtez ce barbare ; Qu'il diffère un moment la mort qu'il me prépare, Et qu'il reçoive au moins l'adieu que je lui dois. Cessez, pleurs et soupirs qui m'étouffer la voix."")",0.0
-,"('#polynice', ""Là, si ton lâche coeur enfin se peut résoudre, Tu laisseras la vie, ou j'y mordrai la poudre, Là, ton sang ou le mien signera nitre foi ; Là, de la main des dieux Thèbes prendra son roi. Sors donc, traître ; l'honneur à ce devoir t'engage : La diligence ici doit prouver le courage, Et, depuis le défi que mes traits t'ont porté, Chaque instant qui se perd marque ta lâcheté. Ah! Qu'un fâcheux devoir de ta ville t'arrache ! Qu'un traître a peu de coeur, et qu'un perfide est lâche ! Quel emploi t'a déjà tant de fois retenu ? Il ne faut point d'apprêt à paraître tout nu."")",0.0
-,"('#capitaine-1er', 'En ces effets bien moins de valeur que de rage. La nature, Seigneur, dispense le courage ; Vous auriez plus de coeur si vous en aviez moins.')",0.0
-,"('#polynice', 'Laissez juger aux dieux, ne soyez que témoins.')",0.0
-,"('#antigone', ""Polynice, avancez, portez ici la vue ; Souffrez qu'après un an votre soeur vous salue. Malheureuse, eh ! Pourquoi ne le puis-je autrement ? Quel destin entre nous met cet éloignement ? Après un si long temps la soeur revoit son frère, Et ne lui peut donner le salut ordinaire ; Un seul embrassement ne vous est pas permis ; Nous parlons séparés comme deux ennemis : Eh ! Mon frère, à quoi bon cet appareil de guerre ? À quoi ces pavillons sur votre propre terre ? Contre quel ennemi vous êtes-vous armé ? Ne trembleriez-vous pas si je l'avais nommé ? Accordez quelque chose à la loi naturelle : Le soleil s'est caché pour semblable querelle. Vous vous plaignez, armez et frappez à la fois : Est-ce de la façon qu'on demande ses droits ? Était-il d'un bon frère et d'un prince modeste De paraître d'abord en cet état funeste, Et de fouler aux pieds, sur un simple refus, Tout respect de nature et ne l'écouter plus ? Mon frère, au nom des dieux protecteurs de la Grèce, Car vers eux maintenant votre zèle s'adresse, Et vous n'en gardez plus pour les dieux des Thébains ; Au nom d'Argie encor, que j'aime et que le plains, Voyant qu'on lui prépare un si proche veuvage : Au nom d'Adraste enfin domptez ce grand courage ; Ne vous acquérez pas, par votre dureté, Un renom odieux à la postérité. Ô nature, toi-même à toi-même contraire, Vois que le fer en main un frère attend son frère. Cruel, eh ! Quel effet prétend votre courroux ? Du quel que le sang coule il coulera de vous ; L'un ne le veut verser sans la perte de l'autre ; En répandant le sien vous répandrez le vôtre ; Il ne diffère point, ce n'est qu'un même sang Que vous avez puisé dedans un même flanc."")",0.0
-,"('#polynice', ""C'est d'où nous vient aussi même droit à l'empire Que son ambition prétend de m'interdire, Et qui l'obligeait à me garder sa foi, Comme digne action et d'un frère et d'un roi. Pou vous, ma chère soeur, pieuse et sage fille, Gloire du sang d'Oedipe, honneur de sa famille, Croyez qu'il me déplaît, et très sensiblement, De vous devoir dédire une fois seulement : Mais, par cette amitié si parfaite et si tendre Par où je connais bien que vous me voulez prendre, Et pour qui j'aurais peine à vous rien refuser, De moi-même aujourd'hui laissez-moi disposer : Outre mon intérêt et celui de la Grèce, Mon honneur, plus que tout, à ce devoir me presse : J'arme pour le bon droit, lui pour la trahison ; Il tient pour l'injustice, et moi pour la raison"")",0.0
-,"('#antigone', ""Voilà donc cette soeur qui vous était si chère, Éconduite aujourd'hui d'une seule prière. Eh quoi ! Cette amitié qui naquit avec nous, De qui, non sans raison, Étéocle est jaloux, Et par qui je vois bien que je lui suis suspecte, Ne pouvant l'honorer comme je vous respecte ; Cette tendre amitié reçoit donc un refus ! Elle a perdu son droit et ne vous touche plus ! Au moins si de si loin vous pourriez voir mes larmes, Peut-être en leur faveur mettriez-vous bas les armes : Car je n'oserais pas encore vous reprocher  Que vous soyez plus dur et plus sourd qu'un rocher. Encore à la nature Étéocle défère ; Il se laisse gagner par les plaintes de ma mère ; Il n'a pas dépouillé tous sentiments humains, Et le fer est tout prêt à tomber de ses mains : Et vous, plus inhumain et plus inaccessible, Conservez contre moi le titre d'invincible : Moi dont le nom tout seul vous dût avoir touché, Dont depuis votre exil les yeux n'ont point séché ; Moi qui, sans vous mentir, trouverais trop aisée Quelque mort qui pour vous pût m'être proposée ; Moi malheureuse, enfin, qui vous prie à genoux, Moins pour l'amour de moi que pour l'amour de vous."")",0.0
-,"('#polynice', ""Si quelque sentiment demeure après la vie, Que je vous saurais gré de me l'avoir ravie ! Plutôt, ma chère soeur, que de me commander Ce que ma passion ne vous peut accorder, Venez m'ôter ce fer, oui, venez ; mais sur l'heure Plongez-le dans mon sein et faites que je meure ; Pour vous ma déférence ira jusqu'au trépas ; Mais je ne saurais vivre et ne me venger pas."")",0.0
-,"('#eteocle', ""Je viens enfin, je viens, prêt à te satisfaire ; Et crois que si plus tôt j'avais pu me soustraire, Plutôt dessus les lieux tu m'aurais vu rendu, Et n'aurais pas l'honneur de m'avoir attendu. Ma mère, à mon déçu par Éphise avertie, Avez tous ses efforts empêchait ma sortie, Dont il m'a bien déplu, car je n'ai pas douté Que mon retardement n'enflât ta vanité. Ton appel est, au reste, un bien que je t'envie ; J'en prétendais la gloire, et tu me l'as ravie : Cent fois de ce dessein mon coeur m'avait pressé, Et ce n'est que du temps que tu m'as devancé. Thèbes, sur qui jamais nul ne régna sans crime, Le sort te va donner un prince légitime. Voyons s'il m'ôtera le nom que j'en ai pris ; Que le champ du combat e soit aussi le prix."")",0.0
-,"('#antigone', ""Ils s'approchent, ô dieux, et nul n'y met obstacle ! Fuyons, ne voyons pas cet horrible spectacle. Elle sort."")",0.0
-,"('#polynice', ""Enfin quelque remords t'a donc fait souvenir Que ta fois s'est donnée et qu'il la faut tenir ? Tu m'es donc frère enfin ? Car ce n'était pas l'être Que de parjurer et de traiter en traître. Pour nous mieux obliger, viens, signons nos accords De notre propre sang et sur nos propres corps."")",0.0
-,"('#creon', 'Que veut hors de saison cette femme importune ?')",0.0
-,"('#hemon', ""Détourner s'il se peut une étrange infortune."")",0.0
-,"('#capitaine-2nd', ""C'est leur mère. Ô nature ! Assiste son dessein."")",0.0
-,"('#jocaste', ""Plongez, plongez, cruels, vos armes dans mon sein ; Déployez contre moi votre aveugle colère, Contre moi qui donnais des frères à leur père ; Ou, si vous m'épargnez, ne versez pas le sang Que vous avez puisé dans ce coupable flanc : Accordez-le moi tout, ou ne m'en laissez goutte ; Perdez-moi toute entière, ou conservez-moi toute. Quoi ! Nul de vous encore n'a mis les armes bas ? Je parle, et de vos mains elles ne tombent pas ? Si quelque pitié règne chez vous encore, Consentez à la paix que votre mère implore ; Si le crime vous plaît, un plus grand s'offre à vous ; Ce flanc dont vous sortez est en butte à vos coups. Cessez donc cette guerre, ou cessez-en la trêve ; Faites qu'elle s'éteigne, ou bien qu'elle s'achève ; Ou n'allez pas plus outre, ou passez jusqu'au bout ; Ne considérez rien, ou considérez tout. Sus, voyons quel effet obtiendront mes prières, Car mes commandements n'en obtiendront plus guère ; Je n'avancerais rien en vous contredisant : J'ordonnais autrefois, et je prie à présent. À qui s'adresseront mes premières caresses ? Tous deux également partagent mes tendresses : Celui-là fut absent ; mais si le pacte tient, Celui-là le sera, puisque l'autre revient. Ainsi je perds l'espoir de vous revoir ensemble; Si ce n'est que la guerre encore vous assemble ; L4heur de vous entrevoir ne vous est pas permis : Si vous ne vous fuyez, vous êtes ennemis : Vous êtes divisés ou de coeur ou d'espace ; La haine vous rapprochent et l'amitié vous chasse. Ça, mes premiers baisers s'adresseront à vous Qu'une si longue absence a séparé de nous :  Venez les recevoir d'une approche civile, Et déchargez vos mains de ce fais inutile. Eh ! Quel est cet abord ? Qu'il est peu gracieux ! Pourquoi sur votre frère attachez-vous les yeux ? Je vous couvrirai tout, et pour vous faire outrage Il faudrait que par moi son fer se fit passage. Chassez de votre esprit ce défiant souci; Si ce n'est que ma foi soit suspecte aussi. À Polynice."")",0.0
-,"('#polynice', ""Ne désirez-vous point que je vous dissimule ? Ma sûreté dépend de n'être plus crédule ; La nature n'a plus d'inviolables droits ; Et son propre intérêt chacun a fait des lois ; Et l'épreuve m'apprend que du pu artifice Nature, son contraire, aujourd'hui fait office : Votre parole enfin m'est suspecte aussi; Ma mère pourrait bien ce que mon frère a fait."")",0.0
-,"('#jocaste', ""Soupçonnez votre mère ; oui, j'approuve qu'en elle Vous redoutiez d'avoir une garde infidèle : De cet indigne faix ne déchargez ce bras Qu'après qu'en ma faveur le roi l'aura mis bas."")",0.0
-,"('#polynice', ""Le roi ? Quoi ! Le perfide exige encore ce titre Durant ce différend dont le sort est arbitre ? Vous et sa trahison l'avez donc couronné ?"")",0.0
-,"('#eteocle', 'Bientôt, bientôt les dieux en auront ordonné.')",0.0
