corneillep-andromede,quinault-persee,Score
"('#soleil', ""Voilà ce que je dis sans cesse Dans tout mon large tour. Mais c'est trop retarder le jour ; Allons, muse, l'heure me presse, Et ma rapidité Doit regagner le temps que sur cette province, Pour contempler ce prince, Je me suis arrêté. Le Soleil part avec rapidité, et enlève Melpomène avec lui dans son char pour aller publier ensemble la même chose au reste de l'univers."")",-,0.0
"('#cassiope', ""Généreux inconnu, qui chez tous les monarques Portez de vos vertus les éclatantes marques, Et dont l'aspect suffit à convaincre nos yeux Que vous sortez du sang ou des rois ou des dieux, Puisque vous avez vu le sujet de ce crime Que chaque mois expie une telle victime, Cependant qu'en ce lieu nous attendrons le roi, Soyez-y juste juge entre les dieux et moi. Jugez de mon forfait, jugez de leur colère ; Jugez s'ils ont eu droit d'en punir une mère, S'ils ont dû faire agir leur haine au même instant."")",-,0.0
"('#persee', ""J'en ai déjà jugé, reine, en vous imitant ; Et si de vos malheurs la cause ne procède Que d'avoir fait justice aux beautés d'Andromède, Si c'est là ce forfait digne d'un tel courroux, Je veux être à jamais coupable comme vous. Mais comme un bruit confus m'apprend ce mal extrême, Ne le puis-je, madame, apprendre de vous-même, Pour mieux renouveler ce crime glorieux Où soudain la raison est complice des yeux ?"")",-,0.0
"('#cassiope', 'écoutez : la douleur se soulage à se plaindre ; Et quelques maux qu\'on souffre ou que l\'on aie à craindre, Ce qu\'un coeur généreux en montre de pitié Semble en notre faveur en prendre la moitié. Ce fut ce même jour qui conclut l\'hyménée De ma chère Andromède avec l\'heureux Phinée : Nos peuples, tous ravis de ces illustres noeuds, Sur les bords de la mer dressèrent force jeux ; Elle en donnait les prix. Dispensez ma tristesse De vous dépeindre ici la publique allégresse ; On décrit mal la joie au milieu des malheurs, Et sa plus douce idée est un sujet de pleurs. Ô jour, que ta mémoire encore m\'est cruelle ! Andromède jamais ne me parut si belle ; Et voyant ses regards s\'épandre sur les eaux Pour jouir et juger d\'un combat de vaisseaux : "" telle, dis-je, Vénus sortit du sein de l\'onde, Et promit à ses yeux la conquête du monde, Quand elle eut consulté sur leur éclat nouveau Les miroirs vagabonds de son flottant berceau. "" À ce fameux spectacle on vit les Néréides Lever leurs moites fronts de leurs palais liquides, Et pour nouvelle pompe à ces nobles ébats À l\'envi de la terre étaler leurs appas. Elles virent ma fille ; et leurs regards à peine Rencontrèrent les siens sur cette humide plaine, Que par des traits plus forts se sentant effacer, éblouis et confus je les vis s\'abaisser, Examiner les leurs, et sur tous leurs visages En chercher d\'assez vifs pour braver nos rivages. Je les vis se choisir jusqu\'à cinq et six fois, Et rougir aussitôt nous comparant leur choix ; Et cette vanité qu\'en toutes les familles On voit si naturelle aux mères pour leurs filles, Leur cria par ma bouche : "" en est-il parmi vous, Ô nymphes ! Qui ne cède à des attraits si doux ? Et pourrez-vous nier, vous autres immortelles, Qu\'entre nous la nature en forme de plus belles ? "" Je m\'emportais sans doute, et c\'en était trop dit : Je les vis s\'en cacher de honte et de dépit ; J\'en vis dedans leurs yeux les vives étincelles : L\'onde qui les reçut s\'en irrita pour elles ; J\'en vis enfler la vague, et la mer en courroux Rouler à gros bouillons ses flots jusques à nous. C\'eût été peu des flots : la soudaine tempête, Qui trouble notre joie et dissipe la fête, Enfante en moins d\'une heure et pousse sur nos bords Un monstre contre nous armé de mille morts. Nous fuyons, mais en vain ; il suit, il brise, il tue ; Chaque victime est morte aussitôt qu\'abattue. Nous ne voyons qu\'horreur, que sang de toutes parts ; Son haleine est poison, et poison ses regards : Il ravage, il désole et nos champs et nos villes, Et contre sa fureur il n\'est aucuns asiles. Après beaucoup d\'efforts et de voeux superflus, Ayant souffert beaucoup, et craignant encore plus, Nous courons à l\'oracle en de telles alarmes ; Et voici ce qu\'Ammon répondit à nos larmes : "" pour apaiser Neptune, exposez tous les mois Au monstre qui le venge une fille à son choix, Jusqu\'à ce que le calme à l\'orage succède ; Le sort vous montrera Celle qu\'il agréera : Différez cependant les noces d\'Andromède."" Comme dans un grand mal un moindre semble doux, Nous prenons pour faveur ce reste de courroux. Le monstre disparu nous rend un peu de joie : On ne le voit qu\'aux jours qu\'on lui livre sa proie. Mais ce remède enfin n\'est qu\'un amusement : Si l\'on souffre un peu moins, on craint également ; Et toutes nous tremblons devant une infortune Qui toutes nous menace avant qu\'en frapper une. La peur s\'en renouvelle au bout de chaque mois ; J\'en ai cru de frayeur déjà mourir cinq fois. Déjà nous avons vu cinq beautés dévorées, Mais des beautés, hélas ! Dignes d\'être adorées, Et de qui tous les traits, pleins d\'un céleste feu, Ne cédaient qu\'à ma fille, et lui cédaient bien peu : Comme si choisissant de plus belle en plus belle, Le sort par ces degrés tâchait d\'approcher d\'elle, Et que pour élever ses traits jusques à nous, Il essayât sa force et mesurât ses coups. Rien n\'a pu jusqu\'ici toucher ce dieu barbare ; Et le sixième choix aujourd\'hui se prépare : On le va faire au temple ; et je sens malgré moi Des mouvements secrets redoubler mon effroi. Je fis hier à Vénus offrir un sacrifice, Qui jamais à mes voeux ne parut si propice ; Et toutefois mon coeur, à force de trembler, Semble prévoir le coup qui le doit accabler. Vous donc, qui connaissez et mon crime et sa peine, Dites-moi s\'il a pu mériter tant de haine, Et si le ciel devait tant de sévérité Aux premiers mouvements d\'un peu de vanité.')",-,0.0
"('#persee', ""Oui, madame, il est juste ; et j'avouerai moi-même Qu'en le blâmant tantôt j'ai commis un blasphème. Mais vous ne voyez pas, dans votre aveuglement, Quel grand crime il punit d'un si grand châtiment. Les nymphes de la mer ne lui sont pas si chères Qu'il veuille s'abaisser à suivre leurs colères ; Et quand votre mépris en fit comparaison, Il voyait mieux que vous que vous aviez raison. Il venge, et c'est de là que votre mal procède, L'injustice rendue aux beautés d'Andromède. Sous les lois d'un mortel votre choix l'asservit ! Cette injure est sensible aux dieux qu'elle ravit, Aux dieux qu'elle captive ; et ces rivaux célestes S'opposent à des noeuds à sa gloire funestes, En sauvent les appas qui les ont éblouis, Punissent vos sujets qui s'en sont réjouis. Jupiter, résolu de l'ôter à Phinée, Exprès par son oracle en défend l'hyménée. À sa flamme peut-être il veut la réserver ; Ou s'il peut se résoudre enfin à s'en priver, À quelqu'un de ses fils sans doute il la destine ; Et voilà de vos maux la secrète origine. Faites cesser l'offense, et le même moment Fera cesser ici son juste châtiment."")",-,0.0
"('#cassiope', ""Vous montrez pour ma fille une trop haute estime, Quand pour la mieux flatter vous me faites un crime, Dont la civilité me force de juger Que vous ne m'accusez qu'afin de m'obliger. Si quelquefois les dieux pour des beautés mortelles Quittent de leur séjour les clartés éternelles, Ces mêmes dieux aussi, de leur grandeur jaloux, Ne font pas chaque jour ce miracle pour nous ; Et quand pour l'espérer je serais assez folle, Le roi, dont tout dépend, est homme de parole ; Il a promis sa fille, et verra tout périr Avant qu'à se dédire il veuille recourir. Il tient cette alliance et glorieuse et chère : Phinée est de son sang, il est fils de son frère."")",-,0.0
"('#persee', 'Reine, le sang des dieux vaut bien celui des rois... Mais nous en parlerons encore quelque autre fois. Voici le roi qui vient.')",-,0.0
"('#cephee', ""N'en parlons plus, Phinée, Et laissons d'Andromède aller la destinée. Votre amour fait pour elle un inutile effort : Je la dois comme une autre au triste choix du sort. Elle est cause du mal, puisqu'elle l'est du crime : Peut-être qu'il la veut pour dernière victime, Et que nos châtiments deviendraient éternels, S'ils ne pouvaient tomber sur les vrais criminels."")",-,0.0
"('#phinee', ""Est-ce un crime en ces lieux, seigneur, que d'être belle ?"")",-,0.0
"('#cephee', 'Elle a rendu par là sa mère criminelle.')",-,0.0
"('#phinee', ""C'est donc un crime ici que d'avoir de bons yeux Qui sachent bien juger d'un tel présent des cieux ?"")",-,0.0
"('#cephee', ""Qui veut en bien juger n'a point le privilège D'aller jusqu'au blasphème et jusqu'au sacrilège."")",-,0.0
"('#cassiope', ""Ce blasphème, seigneur, de quoi vous m'accusez..."")",-,0.0
"('#cephee', ""Madame, après les maux que vous avez causés, C'est à vous à pleurer, et non à vous défendre. Voyez, voyez quel sang vous avez fait répandre ; Et ne laissez paraître en cette occasion Que larmes, que soupirs, et que confusion. Je vous le dis encore, elle la crut trop belle ; Et peut-être le sort l'en veut punir en elle : Dérober Andromède à cette élection, C'est dérober sa mère à sa punition."")",-,0.0
"('#phinee', ""Déjà cinq fois, seigneur, à ce choix exposée, Vous voyez que cinq fois le sort l'a refusée."")",-,0.0
"('#cephee', ""Si le courroux du ciel n'en veut point à ses jours, Ce qu'il a fait cinq fois il le fera toujours."")",-,0.0
"('#phinee', ""Le tenter si souvent, c'est lasser sa clémence : Il pourra vous punir de trop de confiance : Vouloir toujours faveur, c'est trop lui demander, Et c'est un crime enfin que de tant hasarder. Mais quoi ? N'est-il, seigneur, ni bonté paternelle, Ni tendresse du sang qui vous parle pour elle ?"")",-,0.0
"('#cephee', ""Ah ! Ne m'arrachez point mon sentiment secret. Phinée, il est tout vrai, je l'expose à regret. J'aime que votre amour en sa faveur me presse ; La nature en mon coeur avec lui s'intéresse ; Mais elle ne saurait mettre d'accord en moi Les tendresses d'un père et les devoirs d'un roi ; Et par une justice à moi-même sévère, Je vous refuse en roi ce que je veux en père."")",-,0.0
"('#phinee', ""Quelle est cette justice, et quelles sont ces lois Dont l'aveugle rigueur s'étend jusques aux rois ?"")",-,0.0
"('#cephee', ""Celles que font les dieux, qui, tous rois que nous sommes, Punissent nos forfaits ainsi que ceux des hommes, Et qui ne nous font part de leur sacré pouvoir Que pour le mesurer aux règles du devoir. Que diraient mes sujets si je me faisais grâce, Et si, durant qu'au monstre on expose leur race, Ils voyaient, par un droit tyrannique et honteux, Le crime en ma maison, et la peine sur eux ?"")",-,0.0
"('#phinee', 'Heureux sont les sujets, heureuses les provinces Dont le sang peut payer pour celui de leurs princes !')",-,0.0
"('#cephee', ""Mais heureux est le prince, heureux sont ses projets, Quand il se fait justice ainsi qu'à ses sujets ! Notre oracle, après tout, n'excepte point ma fille : Ses termes généraux comprennent ma famille ; Et ne confondre pas ce qu'il a confondu, C'est se mettre au-dessus du dieu qui l'a rendu."")",-,0.0
"('#persee', ""Seigneur, s'il m'est permis d'entendre votre oracle, Je crois qu'à sa prière il donne peu d'obstacle ; Il parle d'Andromède, il la nomme, il suffit, Arrêtez-vous pour elle à ce qu'il vous en dit : La séparer longtemps d'un amant si fidèle, C'est tout le châtiment qu'il semble vouloir d'elle. Différez son hymen sans l'exposer au choix. Le ciel assez souvent, doux aux crimes des rois, Quand il leur a montré quelque légère haine, Répand sur leurs sujets le reste de leur peine."")",-,0.0
"('#cephee', ""Vous prenez mal l'oracle ; et pour l'expliquer mieux, Sachez... Mais quel éclat vient de frapper mes yeux ? D'où partent ces longs traits de nouvelles lumières ?"")",-,0.0
"('#persee', ""Du ciel qui vient d'ouvrir ses luisantes barrières, D'où quelque déité vient, ce semble, ici-bas Terminer elle-même entre vous ces débats."")",-,0.0
"('#cassiope', ""Ah ! Je la reconnais, la déesse d'Éryce ; C'est elle, c'est Vénus, à mes voeux si propice : Je vois dans ses regards mon bonheur renaissant. Peuple, faites des voeux, tandis qu'elle descend."")",-,0.0
"('#le-choeur', ""Reine de Paphe et d'Amathonte, Mère d'amour, et fille de la mer, Peux-tu voir sans un peu de honte Que contre nous elle ait voulu s'armer, Et que du même sein qui fut ton origine Sorte notre ruine ? Peux-tu voir que de la même onde Il ose naître un tel monstre après toi ? Que d'où vint tant de bien au monde Il vienne enfin tant de mal et d'effroi, Et que l'heureux berceau de ta beauté suprême Enfante l'horreur même ? Venge l'honneur de ta naissance Qu'on a souillé par un tel attentat ; Rends-lui sa première innocence, Et tu rendras le calme à tout l'état ; Et nous dirons enfin que d'où le mal procède Part aussi le remède."")",-,0.0
"('#cassiope', ""Peuple, elle veut parler : silence à la déesse ; Silence, et préparez vos coeurs à l'allégresse. Elle a reçu nos voeux, et les daigne exaucer ; écoutez-en l'effet qu'elle va prononcer."")",-,0.0
"('#venus', ""Ne tremblez plus, mortels ; ne tremble plus, ô mère ! On va jeter le sort pour la dernière fois, Et le ciel ne veut plus qu'un choix Pour apaiser de tout point sa colère. Andromède ce soir aura l'illustre époux Qui seul est digne d'elle, et dont seule elle est digne. Préparez son hymen, où, pour faveur insigne, Les dieux ont résolu de se joindre avec vous."")",-,0.0
"('#phinee', ""Souffrez que sans tarder je porte à ma Princesse, Seigneur, l'heureux arrêt qu'a donné la déesse."")",-,0.0
"('#cephee', ""Allez, l'impatience est trop juste aux amants."")",-,0.0
"('#cassiope', ""Suivons-la dans le ciel par nos remerciements ; Et d'une voix commune adorant sa puissance, Montrons à ses faveurs notre reconnaissance."")",-,0.0
"('#le-choeur', ""Ainsi toujours sur tes autels Tous les mortels Offrent leurs coeurs en sacrifice ! Ainsi le Zéphyre en tout temps Sur tes palais de Cythère et d'Éryce Fasse régner les grâces du printemps ! Daigne affermir l'heureuse paix Qu'à nos souhaits Vient de promettre ton oracle ; Et fais pour ces jeunes amants, Pour qui tu viens de faire ce miracle, Un siècle entier de doux ravissements. Dans nos campagnes et nos bois Toutes nos voix Béniront tes douces atteintes ; Et dans les rochers d'alentour, La même écho qui redisait nos plaintes Ne redira que des soupirs d'amour."")",-,0.0
"('#cephee', ""C'est assez... La déesse est déjà disparue ; Ses dernières clartés se perdent dans la nue ; Allons jeter le sort pour la dernière fois. Malheureux le dernier que foudroiera son choix, Et dont en ce grand jour la perte domestique Souillera de ses pleurs l'allégresse publique ! Madame, cependant, songez à préparer Cet hymen que les dieux veulent tant honorer : Rendez-en l'appareil digne de ma puissance, Et digne, s'il se peut, d'une telle présence."")",-,0.0
"('#cassiope', ""J'obéis avec joie, et c'est me commander Ce qu'avec passion j'allais vous demander."")",-,0.0
"('#cassiope', ""Eh bien ! Vous le voyez, ce n'était pas un crime, Et les dieux ont trouvé cet hymen légitime, Puisque leur ordre exprès nous le fait achever, Et que par leur présence ils doivent l'approuver. Mais quoi ? Vous soupirez ?"")",-,0.0
"('#persee', ""J'en ai bien lieu, madame."")",-,0.0
"('#cassiope', 'Le sujet ?')",-,0.0
"('#persee', 'Votre joie.')",-,0.0
"('#cassiope', ""Elle vous gêne l'âme ?"")",-,0.0
"('#persee', ""Après ce que j'ai dit, douter d'un si beau feu, Reine, c'est ou m'entendre ou me croire bien peu. Mais ne me forcez pas du moins à vous le dire, Quand mon âme en frémit et mon coeur en soupire. Pouvais-je avoir des yeux et ne pas l'adorer ? Et pourrais-je la perdre et n'en pas soupirer ?"")",-,0.0
"('#cassiope', ""Quel espoir formiez-vous, puisqu'elle était promise, Et qu'en vain son bonheur domptait votre franchise ?"")",-,0.0
"('#persee', 'Vouloir que la raison règne sur un amant, C\'est être plus que lui dedans l\'aveuglement. Un coeur digne d\'aimer court à l\'objet aimable, Sans penser au succès dont sa flamme est capable ; Il s\'abandonne entier, et n\'examine rien : Aimer est tout son but, aimer est tout son bien ; Il n\'est difficulté ni péril qui l\'étonne. "" ce qui n\'est point à moi n\'est encore à personne, Disais-je ; et ce rival qui possède sa foi, S\'il espère un peu plus, n\'obtient pas plus que moi. "" Voilà durant vos maux de quoi vivait ma flamme, Et les douces erreurs dont je flattais mon âme. Pour nourrir des désirs d\'un beau feu trop contents, C\'était assez d\'espoir que d\'espérer au temps ; Lui qui fait chaque jour tant de métamorphoses, Pouvait en ma faveur faire beaucoup de choses. Mais enfin la déesse a prononcé ma mort, Et je suis ce dernier sur qui tombe le sort. J\'étais indigne d\'elle et de son hyménée, Et toutefois, hélas ! Je valais bien Phinée.')",-,0.0
"('#cassiope', ""Vous plaindre en cet état, c'est tout ce que je puis."")",-,0.0
"('#persee', ""Vous vous plaindrez peut-être apprenant qui je suis. Vous ne vous trompiez point touchant mon origine, Lorsque vous la jugiez ou royale ou divine : Mon père est... Mais pourquoi contre vous l'animer ? Puisqu'il nous faut mourir, mourons sans le nommer ; Il vengerait ma mort, si j'avais fait connaître De quel illustre sang j'ai la gloire de naître ; Et votre grand bonheur serait mal assuré, Si vous m'aviez connu sans m'avoir préféré C'est trop perdre de temps, courons à votre joie, Courons à ce bonheur que le ciel vous envoie ; J'en veux être témoin, afin que mon tourment Puisse par ce poison finir plus promptement."")",-,0.0
"('#cassiope', ""Le temps vous fera voir pour souverain remède Le peu que vous perdez en perdant Andromède ; Et les dieux, dont pour nous vous voyez la bonté, Vous rendront bientôt plus qu'ils ne vous ont ôté."")",-,0.0
"('#persee', ""Ni le temps ni les dieux ne feront ce miracle. Mais allons : à votre heur je ne mets point d'obstacle, Reine ; c'est l'affaiblir que de le retarder ; Et les dieux ont parlé, c'est à moi de céder."")",-,0.0
"('#andromede', ""Nymphes, notre guirlande est encore mal ornée ; Et devant qu'il soit peu nous reverrons Phinée, Que de ma propre main j'en voulais couronner Pour les heureux avis qu'il vient de me donner. Toutefois la faveur ne serait pas bien grande, Et mon coeur après tout vaut bien une guirlande. Dans l'état où le ciel nous a mis aujourd'hui, C'est l'unique présent qui soit digne de lui. Quittez, nymphes, quittez ces peines inutiles ; L'augure déplairait de tant de fleurs stériles : Il faut à notre hymen des présages plus doux. Dites-moi cependant laquelle d'entre vous... Mais il faut me le dire, et sans faire les fines."")",-,0.0
"('#aglante', 'Quoi ? Madame.')",-,0.0
"('#andromede', ""à tes yeux je vois que tu devines. Dis-moi donc d'entre vous laquelle a retenu En ces lieux jusqu'ici cet illustre inconnu ; Car enfin ce n'est point sans un peu de mystère Qu'un tel héros s'attache à la cour de mon père : Quelque chaîne l'arrête et le force à tarder. Qu'on ne perde point temps à s'entre-regarder : Parlez, et d'un seul mot éclaircissez mes doutes. Aucune ne répond, et vous rougissez toutes ! Quoi ? Toutes, l'aimez-vous ? Un si parfait amant Vous a-t-il su charmer toutes également ? Il n'en faut point rougir, il est digne qu'on l'aime : Si je n'aimais ailleurs, peut-être que moi-même, Oui, peut-être, à le voir si bien fait, si bien né, Il aurait eu mon coeur, s'il n'eût été donné. Mais j'aime trop Phinée, et le change est un crime."")",-,0.0
"('#aglante', ""Ce héros vaut beaucoup, puisqu'il a votre estime ; Mais il sait ce qu'il vaut, et n'a jusqu'à ce jour À pas une de nous daigné montrer d'amour."")",-,0.0
"('#andromede', 'Que dis-tu ?')",-,0.0
"('#aglante', 'Pas fait même une offre de service.')",-,0.0
"('#andromede', ""Ah ! C'est de quoi rougir toutes avec justice ; Et la honte à vos fronts doit bien cette couleur, Si tant de si beaux yeux ont pu manquer son coeur."")",-,0.0
"('#cephalie', ""Où les vôtres, madame, épandent leur lumière, Cette honte pour nous est assez coutumière. Les plus vives clartés s'éteignent auprès d'eux, Comme auprès du soleil meurent les autres feux ; Et pour peu qu'on vous voie et qu'on vous considère, Vous ne nous laissez point de conquêtes à faire."")",-,0.0
"('#andromede', ""Vous êtes une adroite ; achevez, achevez : C'est peut-être en effet vous qui le captivez ; Car il aime, et j'en vois la preuve trop certaine. Chaque fois qu'il me parle il semble être à la gêne ; Son visage et sa voix changent à tous propos ; Il hésite, il s'égare au bout de quatre mots ; Ses discours vont sans ordre ; et plus je les écoute, Plus j'entends des soupirs dont j'ignore la route. Où vont-ils, Céphalie ? Où vont-ils ? Répondez."")",-,0.0
"('#cephalie', ""C'est à vous d'en juger, vous qui les entendez."")",-,0.0
"('#page', ""Qu'elle est lente, cette journée !"")",-,0.0
"('#andromede', ""Taisons-nous : cette voix me parle pour Phinée ; Sans doute il n'est pas loin, et veut à son retour Que des accents si doux m'expliquent son amour."")",-,0.0
"('#page', ""Qu'elle est lente, cette journée Dont la fin me doit rendre heureux ! Chaque moment à mon coeur amoureux Semble durer plus d'une année. Ô ciel ! Quel est l'heur d'un amant, Si quand il en a l'assurance Sa juste impatience Est un nouveau tourment ? Je dois posséder Andromède : Juge, Soleil, quel est mon bien ! Vis-tu jamais amour égal au mien ? Vois-tu beauté qui ne lui cède ? Puis donc que la longueur du jour De mon nouveau mal est la source, Précipite ta course, Et tarde ton retour. Tu luis encore, et ta lumière Semble se plaire à m'affliger. Ah ! Mon amour te va bien obliger À quitter soudain ta carrière. Viens, Soleil, viens voir la beauté Dont le divin éclat me dompte ; Et tu fuiras de honte D'avoir moins de clarté."")",-,0.0
"('#phinee', ""Ce n'est pas mon dessein, madame, de surprendre, Puisque avant que d'entrer je me suis fait entendre."")",-,0.0
"('#andromede', ""Vos voeux pour les cacher n'étaient pas criminels, Puisqu'ils suivent des dieux les ordres éternels."")",-,0.0
"('#phinee', 'Que me direz-vous donc de leur galanterie ?')",-,0.0
"('#andromede', 'Que je vais vous payer de votre flatterie.')",-,0.0
"('#phinee', 'Comment ?')",-,0.0
"('#andromede', ""En vous donnant de semblables témoins, Si vous aimez beaucoup, que je n'aime pas moins. Approchez, Liriope, et rendez-lui son change ; C'est vous, c'est votre voix que je veux qui me venge. De grâce, écoutez-la ; nous avons écouté, Et demandons silence après l'avoir prêté."")",-,0.0
"('#liriope', ""Phinée est plus aimé qu'Andromède n'est belle, Bien qu'ici-bas tout cède à ses attraits ; Comme il n'est point de si doux traits, Il n'est point de coeur si fidèle. De mille appas son visage semé La rend une merveille ; Mais quoiqu'elle soit sans pareille, Phinée est encor plus aimé. Bien que le juste ciel fasse voir que sans crime On la préfère aux nymphes de la mer, Ce n'est que de savoir aimer Qu'elle-même veut qu'on l'estime ; Chacun, d'amour pour elle consumé, D'un coeur lui fait un temple ; Mais quoiqu'elle soit sans exemple, Phinée est encor plus aimé. Enfin, si ses beaux yeux passent pour un miracle, C'est un miracle aussi que son amour, Pour qui Vénus en ce beau jour A prononcé ce digne oracle : Le ciel lui-même, en la voyant, charmé, La juge incomparable ; Mais quoiqu'il l'ait faite adorable, Phinée est encore plus aimé."")",-,0.0
"('#page', 'Heureux amant !')",-,0.0
"('#liriope', 'Heureuse amante !')",-,0.0
"('#page', ""Ils n'ont qu'une âme."")",-,0.0
"('#liriope', ""Ils n'ont tous deux qu'un coeur."")",-,0.0
"('#page', 'Joignons nos voix pour chanter leur bonheur.')",-,0.0
"('#liriope', 'Joignons nos voix pour bénir leur attente.')",-,0.0
"('#page #liriope', ""Andromède ce soir aura l'illustre époux Qui seul est digne d'elle, et dont seule elle est digne. Préparons son hymen, où, pour faveur insigne, Les dieux ont résolu de se joindre avec nous."")",-,0.0
"('#le-choeur', 'Préparons son hymen, où, pour faveur insigne, Les dieux ont résolu de se joindre avec nous.')",-,0.0
"('#page', 'Le ciel le veut.')",-,0.0
"('#liriope', ""Vénus l'ordonne."")",-,0.0
"('#page', ""L'amour les joint."")",-,0.0
"('#liriope', ""L'hymen va les unir."")",-,0.0
"('#page', 'Douce union que chacun doit bénir !')",-,0.0
"('#liriope', ""Heureuse amour qu'un tel succès couronne !"")",-,0.0
"('#page #liriope', ""Andromède ce soir aura l'illustre époux Qui seul est digne d'elle, et dont seule elle est digne. Préparons son hymen, où, pour faveur insigne, Les dieux ont résolu de se joindre avec nous."")",-,0.0
"('#le-choeur', 'Préparons son hymen, où, pour faveur insigne, Les dieux ont résolu de se joindre avec nous.')",-,0.0
"('#andromede', ""Il n'en faut point mentir, leur accord m'a surprise."")",-,0.0
"('#phinee', ""Madame, c'est ainsi que tout me favorise, Et que tous vos sujets soupirent en ces lieux Après l'heureux effet de cet arrêt des dieux, que leurs souhaits unis..."")",-,0.0
"('#timante', 'Ah ! Seigneur, ah ! Madame.')",-,0.0
"('#phinee', 'Que nous veux-tu, Timante, et qui trouble ton âme ?')",-,0.0
"('#timante', 'Le pire des malheurs.')",-,0.0
"('#phinee', 'Le roi serait-il mort ?')",-,0.0
"('#timante', 'Non, seigneur ; mais enfin le triste choix du sort Vient de tomber... Hélas ! Pourrai-je vous le dire ?')",-,0.0
"('#andromede', 'Est-ce sur quelque objet pour qui ton coeur soupire ?')",-,0.0
"('#timante', ""Soupirer à vos yeux du pire de ses coups, N'est-ce pas dire assez qu'il est tombé sur vous ?"")",-,0.0
"('#phinee', 'Qui te fait nous donner de si vaines alarmes ?')",-,0.0
