quinault-alceste,quinault-proserpine,Score
"('#cephise', ""Il n'est pas sûr toujours de croire l'apparence :  Un coeur bien pris, et bien touché,  N'est pas aisément détaché,  Ni sitôt guéri que l'on pense ;  Et l'amour est souvent caché  Sous une feinte indifférence. "")",-,0.0
"('#licomede', ""Quand on est sans espérance,  On est bientôt sans amour.  Mon Rival a la préférence,  Ce que j'aime est en sa puissance,  Je perds tout espoir en ce jour :  Quand on est sans espérance,  On est bientôt sans amour.  Voici l'heure qu'il faut que la Fête commence,  Chacun s'avance,  Préparons-nous. "")",-,0.0
"('#choeur', 'Vivez, vivez, heureux Époux. ')",-,0.0
"('#pheres', 'Jouissez des douceurs du noeud qui vous assemble. ')",-,0.0
"('#admete #alceste', ""Quand l'Hymen et l'Amour sont bien d'accord ensemble  Que les noeuds qu'ils forment sont doux ? "")",-,0.0
"('#choeur', 'Vivez, vivez, heureux Époux. ')",-,0.0
"('#deux-tritons', ""Malgré tant d'orages,  Et tant de naufrages,  Chacun à son tour  S'embarque avec l'Amour.  Partout où l'on mène  Les Coeurs amoureux,  On voit la Mer pleine  D'écueils dangereux ;  Mais sans quelque peine,  On n'est jamais heureux :  Une âme constante,  Après la tourmente,  Espère un beau jour.  Malgré tant d'orages,  Et tant de naufrages,  Chacun à son tour  S'embarque avec l'Amour.  Un coeur qui diffère  D'entrer en affaire,  S'expose à manquer  Le temps de s'embarquer.  Une âme commune  S'étonne d'abord,  Le soin l'importune,  Le calme l'endort,  Mais quelle fortune  Fait-on sans quelque effort ?  Est-il un commerce  Exempt de traverse ?  Chacun doit risquer.  Un coeur qui diffère  D'entrer en affaire,  S'expose à manquer  Le temps de s'embarquer.  On danse."")",-,0.0
"('#cephise', ""Jeunes Coeurs, laissez-vous prendre,  Le péril est grand d'attendre,  Vous perdez d'heureux moments  En cherchant à vous défendre.  Si l'Amour a des tourments,  C'est la faute des Amants.  On danse."")",-,0.0
"('#une-nymphe #cephise', ""Plus les âmes sont rebelles,  Plus leurs peines sont cruelles,  Les plaisirs doux et charmants  Sont le prix des coeurs fidèles :  Si l'Amour a des tourments,  C'est la faute des Amants. "")",-,0.0
"('#licomede', 'On vous apprête  Dans mon Vaisseau  Un divertissement nouveau. ')",-,0.0
"('#licomede #straton', ""Venez voir ce que notre fête  Doit avoir de plus beau.  LICOMÈDE conduit ALCESTE dans son Vaisseau, STRATON y mène CÉPHISE, et dans le temps qu'ADMÈTE et ALCIDE y veulent passer, le Pont s'enfonce dans la Mer. "")",-,0.0
"('#admete #alcide', ""Dieux ! Le Pont s'abîme dans l'eau. "")",-,0.0
"('#choeur', 'Ah quelle trahison funeste ! ')",-,0.0
"('#alceste #cephise', 'Au secours, au secours. ')",-,0.0
"('#alcide', 'Perfide... ')",-,0.0
"('#admete', 'Alceste... ')",-,0.0
"('#alcide #admete', 'Laissons les vains discours. Au secours, au secours. ')",-,0.0
"('#choeur-des-thessaliens', 'Au secours, au secours. ')",-,0.0
"('#thetis', ""Époux infortuné, redoute ma colère,  Tu vas hâter l'instant qui doit finir tes jours ;  C'est Thétis que la Mer révère,  Que tu vois contre toi du parti de son Frère.  Et c'est à la mort que tu cours. "")",-,0.0
"('#admete', 'Au secours, au secours. ')",-,0.0
"('#thetis', ""Puisqu'on méprise ma puissance ;  Que les vents déchaînés,  Que les flots mutinés  S'arment pour ma vengeance.  THETIS rentre dans la Mer, et les Aquilons excitent une tempête qui agite les Vaisseaux qui s'efforcent de poursuivre LICOMÈDE. "")",-,0.0
"('#eole', ""Le Ciel protège les Héros :  Allez Admète, allez Alcide ;  Le Dieu qui sur les Dieux préside  M'ordonne de calmer les flots :  Allez, poursuivez un Perfide.  Retirez-vous,  Vents en courroux,  Rentrez dans vos prisons profondes :  Et laissez régner sur les ondes  Les Zéphyrs les plus doux.  L'orage cesse, les Zéphyrs volent et font fuir les Aquilons qui tombent dans la Mer avec les nuages qu'ils en avaient élevés, et les Vaisseaux d'ALCIDE et d'ADMÈTE poursuivent LICOMÈDE."")",-,0.0
"('#cephise', 'Alceste ne vient point, et nous devons attendre. ')",-,0.0
"('#straton', ""Que peut-elle prétendre ?  Pourquoi se tourmenter ici mal à propos ?  Ses cris ont beau se faire entendre,  Peut-être son Époux a péri dans les flots,  Et nous sommes enfin dans l'Île de Scyros. "")",-,0.0
"('#cephise', ""Tu ne te plaindras point que j'en use de même :  Je t'ai donné peu d'embarras  Tu vois comme je suis tes pas. "")",-,0.0
"('#straton', 'Tu sais dissimuler une colère extrême. ')",-,0.0
"('#cephise', ""Et si je te disais que c'est toi seul que j'aime ? "")",-,0.0
"('#straton', 'Tu le dirais en vain, je ne te croirais pas.')",-,0.0
"('#cephise', ""Crois-moi, si j'ai feint de changer  C'était pour te mieux engager. Un Rival n'est pas inutile,  Il réveille l'ardeur et les soins d'un Amant ;  Une conquête facile  Donne peu d'empressement,  Et l'Amour tranquille  S'endort aisément. "")",-,0.0
"('#straton', ""Non, non, ne tente point une seconde ruse,  Je vois plus clair que tu ne crois.  On excuse d'abord un Amant qu'on abuse ;  Mais la sottise est sans excuse,  De se laisser tromper deux fois. "")",-,0.0
"('#cephise', ""N'est-il aucun moyen d'apaiser ta colère ? "")",-,0.0
"('#straton', ""Consens à m'épouser, et sans retardement. "")",-,0.0
"('#cephise', ""Une si grande affaire  Ne se fait pas si promptement :  Un hymen qu'on diffère  N'en est que plus charmant. "")",-,0.0
"('#straton', ""Un hymen qui peut plaire  Ne coûte guère,  Et c'est un noeud bientôt formé ;  Rien n'est plus aisé que de faire  Un Époux, d'un Amant aimé. "")",-,0.0
"('#cephise', ""Je t'aime d'un amour sincère ;  Et s'il est nécessaire,  Je m'offre à t'en faire un serment. "")",-,0.0
"('#straton', 'Amusement, amusement.')",-,0.0
"('#cephise', ""L'injuste enlèvement d'Alceste  Attire dans ces lieux une guerre funeste,  Les plus braves des Grecs s'arment pour son secours :  Au milieu des cris et des larmes,  L'hymen a peu de charmes ;  Attendons de tranquilles jours.  Le bruit affreux des armes  Effarouche bien les Amours. "")",-,0.0
"('#straton', ""Discours, discours, discours.  Tu n'as qu'à m'épouser pour m'ôter tout ombrage ?  Pourquoi différer davantage ?  À quoi servent tant de façons ? "")",-,0.0
"('#cephise', ""Rends-moi la liberté pour m'épouser sans crainte ;  Un hymen fait avec contrainte  Est un mauvais moyen de finir tes soupçons. "")",-,0.0
"('#straton', 'Chansons, chansons, chansons. ')",-,0.0
"('#licomede', 'Allons, allons, la plainte est vaine. ')",-,0.0
"('#alceste', 'Ah ! Quelle rigueur inhumaine ! ')",-,0.0
"('#licomede', 'Allons, je suis sourd à vos cris,  Je me venge de vos mépris. ')",-,0.0
"('#alceste', 'Quoi ! Vous serez inexorable ? ')",-,0.0
"('#licomede', ""Cruelle, vous m'avez appris  À devenir impitoyable. "")",-,0.0
"('#alceste', ""Est-ce ainsi que l'Amour a su vous émouvoir ?  Est-ce ainsi que pour moi votre âme est attendrie ? "")",-,0.0
"('#licomede', ""L'Amour se change en Furie,  Quand il est au désespoir ;  Puisque je perds toute espérance,  Je veux désespérer mon rival à son tour ;  Et les douceurs de la Vengeance  Ont de quoi consoler des rigueurs de l'Amour. "")",-,0.0
"('#alceste', ""Voyez la douleur qui m'accable. "")",-,0.0
"('#licomede', ""Vous avez sans pitié regardé ma douleur,  Vous m'avez rendu misérable,  Vous partagerez mon malheur. "")",-,0.0
"('#alceste', ""Admète avait mon coeur dès ma plus tendre enfance ;  Nous ne connaissions pas l'Amour ni sa puissance.  Lorsque d'un noeud fatal il vint nous enchaîner :  Ce n'est pas une grande offense  Que le refus d'un coeur qui n'est plus à donner. "")",-,0.0
"('#licomede', ""Est-ce aux Amants qu'on désespère  À devoir rien examiner ?  Non, je ne puis vous pardonner  D'avoir trop su me plaire.  Que ne m'ont point coûté vos attraits !  Ils ont mis dans mon coeur une cruelle flamme ;  Ils ont arraché de mon âme  L'innocence et la paix.  Non, Ingrate, non, Inhumaine,  Non, quelque soit votre peine,  Non, je ne vous rendrai jamais  Tous les maux que vous m'avez faits. "")",-,0.0
"('#straton', ""Voici l'Ennemi qui s'avance  En diligence. "")",-,0.0
"('#licomede', 'Préparons-nous  À nous défendre. ')",-,0.0
"('#alceste', ""Ah ! Cruel, que n'épargnez-vous  Le sang qu'on va répandre ! "")",-,0.0
"('#licomede #soldats', ""Périssons-tous,  Plutôt que de nous rendre.  LICOMÈDE contraint ALCESTE d'entrer dans la Ville, CÉPHISE la suit, et les soldats de LICOMÈDE ferment la Porte de la Ville aussitôt qu'ils y sont entrés. "")",-,0.0
"('#admete #alcide', 'Marchez, marchez, marchez :  Approchez, Amis, approchez,  Marchez, marchez, marchez :  Hâtons-nous de punir les Traîtres,  Rendons-nous maîtres  Des murs qui les tiennent cachés :  Marchez, marchez, marchez : ')",-,0.0
"('#licomede', 'Ne prétendez pas nous surprendre,  Venez, nous allons vous attendre :  Nous ferons tous notre devoir  Pour vous bien recevoir. ')",-,0.0
"('#straton', 'Nous ferons tous notre devoir  Pour vous bien recevoir. ')",-,0.0
"('#admete', 'Perfide, évite un sort funeste,  On te pardonne tout si tu veux rendre Alceste. ')",-,0.0
"('#licomede', ""J'aime mieux mourir, s'il le faut,  Que de céder jamais cet Objet plein de charmes. "")",-,0.0
"('#admete #alcide', ""À l'assaut, à l'assaut. "")",-,0.0
"('#licomede #straton', 'Aux Armes, aux Armes.')",-,0.0
"('#les-assiegeants', ""À l'assaut, à l'assaut. "")",-,0.0
"('#les-assieges', 'Aux armes, aux armes.')",-,0.0
"('#admete #licomede', 'À moi, Compagnons, à moi.  À moi, suivez votre Roi. ')",-,0.0
"('#alcide', ""C'est Alcide  Qui vous guide. "")",-,0.0
"('#admete #alcide #licomede', 'À moi, Compagnons, à moi.  On fait avancer des Béliers et autres Machines de guerre  pour battre la Place.')",-,0.0
"('#tous-ensemble', 'Donnons, donnons de toutes parts. ')",-,0.0
"('#les-assiegeants', ""Que chacun à l'envi combatte ;  Que l'on abatte  Les Murs, et les Remparts. "")",-,0.0
"('#tous-ensemble', 'Donnons, donnons de toutes parts. ')",-,0.0
"('#les-assieges', ""Que les ennemis pêle-mêle,  Trébuchent sous l'affreuse grêle  De nos flèches, et de nos dards. "")",-,0.0
"('#tous', 'Donnons, donnons de toutes parts.  Courage, courage, courage,  Ils sont à nous, ils sont à nous. ')",-,0.0
"('#alcide', ""C'est trop disputer l'avantage,  Je vais vous ouvrir un passage,  Suivez-moi tous, suivez-moi tous. "")",-,0.0
"('#tous', 'Courage, courage, courage,  Ils sont à nous, ils sont à nous.  Les assiégés voyant leurs Remparts à demi abattus,  et la Porte de la Ville enfoncée,  font un dernier effort dans une Sortie,  pour repousser les Assiégeants. ')",-,0.0
"('#les-assiegeants', ""Achevons d'emporter la Place ;  L'Ennemi commence à plier.  Main basse, main basse, main basse. ."")",-,0.0
"('#les-assieges', 'Quartier, quartier, quartier. ')",-,0.0
"('#les-assiegeants', 'La Ville est prise. ')",-,0.0
"('#les-assieges', 'Quartier, quartier, quartier. ')",-,0.0
"('#licas', 'Il faut rendre Céphise. ')",-,0.0
"('#straton', 'Je suis ton prisonnier,  Quartier, quartier, quartier. ')",-,0.0
"('#pheres', ""Courage, Enfants, je suis à vous ;  Mon bras va seconder vos coups :  Mais c'en est déjà fait, et l'on a pris la Ville ;  La faiblesse de l'âge a retardé mes pas :  La valeur devient inutile  Quand la force n'y répond pas.  Que la Vieillesse est lente,  Les efforts qu'elle tente  Sont toujours impuissants :  C'est une charge bien pesante  Qu'un fardeau de quatre-vingts ans. "")",-,0.0
"('#alcide', 'Rendez à votre Fils cette aimable Princesse. ')",-,0.0
"('#pheres', 'Ce don de votre main serait encor plus doux. ')",-,0.0
"('#alcide', 'Allez, allez la rendre à son heureux Époux. ')",-,0.0
"('#alceste', 'Tout est soumis, la guerre cesse ;  Seigneur, pourquoi me laissez-vous ?  Quel nouveau soin vous presse ?')",-,0.0
"('#alcide', ""Vous n'avez rien à redouter,  Je vais chercher ailleurs des Tyrans à dompter. "")",-,0.0
"('#alceste', ""Les noeuds d'une amitié pressante  Ne retiendront-ils point votre âme impatiente ?  Et la Gloire vous doit-elle emporter ? "")",-,0.0
"('#alcide', ""Gardez-vous bien de m'arrêter. "")",-,0.0
"('#alceste', ""C'est votre valeur triomphante  Qui fait le sort charmant que nous allons goûter ;  Quelque douceur que l'on ressente,  Un ami tel que vous l'augmente ;  Voulez-vous sitôt nous quitter ? "")",-,0.0
"('#alcide', ""Gardez-vous bien de m'arrêter.  Laissez ; laissez-moi fuir un charme qui m'enchante :  Non, toute ma vertu n'est pas assez puissante  Pour répondre d'y résister.  Non, encore une fois, Princesse trop charmante,  Gardez-vous bien de m'arrêter. "")",-,0.0
"('#tous', 'Cherchons Admète promptement. ')",-,0.0
"('#alceste', ""Peut-on chercher ce qu'on aime  Avec trop d'empressement !  Quand l'amour est extrême,  Le moindre éloignement  Est un cruel tourment. "")",-,0.0
"('#tous', 'Cherchons Admète promptement. ')",-,0.0
"('#alceste', 'Ô Dieux ! Quel spectacle funeste ! ')",-,0.0
"('#cleante', ""Le chef des Ennemis mourant et terrassé,  De sa rage expirante a ramassé le reste,  Le Roi vient d'en être blessé. "")",-,0.0
"('#admete', 'Je meurs, charmante Alceste ;  Mon sort est assez doux,  Puisque je meurs pour vous. ')",-,0.0
"('#alceste', ""C'est pour vous voir mourir que le Ciel me délivre ! "")",-,0.0
"('#admete', ""Avec le nom de votre Époux  J'eusse été trop heureux de vivre ;  Mon sort est assez doux,  Puisque je meurs pour vous. "")",-,0.0
"('#alceste', ""Est-ce là cet hymen si doux, si plein d'appas,  Qui nous promettait tant de charmes ?  Fallait-il que sitôt l'aveugle sort des armes  Tranchât des noeuds si beaux, par un affreux trépas ?  Est-ce là cet hymen si doux, si plein d'appas,  Qui nous promettait tant de charmes ? "")",-,0.0
"('#admete', 'Belle Alceste, ne pleurez pas,  Tout mon sang ne vaut point vos larmes. ')",-,0.0
"('#alceste', ""Est-ce là cet hymen si doux, si plein d'appas,  Qui nous promettait tant de charmes ? "")",-,0.0
"('#admete', 'Alceste, vous pleurez ? ')",-,0.0
"('#alceste', 'Admète, vous mourez. ')",-,0.0
"('#ensemble', 'Alceste, vous pleurez ?  Admète, vous mourez ! ')",-,0.0
"('#alceste', ""Se peut-il que le Ciel permette,  Que les coeurs d'Alceste et d'Admète  Soient ainsi séparés ? "")",-,0.0
"('#ensemble', 'Alceste, vous pleurez ?  Admète, vous mourez ! ')",-,0.0
"('#apollon', ""La lumière aujourd'hui te doit être ravie ;  Il n'est qu'un seul moyen de prolonger ton sort.  Le Destin me promet de te rendre la vie,  Si quelque autre pour toi veut s'offrir à la mort.  Reconnais si quelqu'un t'aime parfaitement,  Sa mort aura pour prix une immortelle gloire :  Pour en conserver la mémoire,  Les Arts vont élever un pompeux Monument.  Les Arts qui sont autour d'Apollon se séparent sur des Nuages différents, et tous descendent pour élever un Monument superbe, tandis qu'Apollon s'envole. "")",-,0.0
"('#alceste', ""Ah ! Pourquoi nous séparez-vous ?  Eh du moins, attendez que la mort nous sépare ;  Cruels, quel pitié barbare  Vous presse d'arracher Alceste à son Époux ?  Ah ! Pourquoi nous séparez-vous ? "")",-,0.0
-,"('#la-paix', ""Héros, dont la valeur étonne l'univers, Ah ! Quand briserez-vous nos fers ? La discorde nous tient ici sous sa puissance ; La barbare se plaît à voir couler nos pleurs ; Soyez touché de nos malheurs, Vous êtes dans nos maux notre unique espérance ; Héros, dont la valeur étonne l'univers, Ah quand briserez-vous nos fers ! La suite de la Paix répète ces deux derniers vers. La haine, la Rage, les Chagrins, la Jalousie, le Dépit, le Désespoir, et toute la suite de la Discorde, témoignent les douceurs qu'ils trouvent dans l'esclavage où ils ont réduit la Paix."")",0.0
-,"('#la-discorde', ""Soupirez, triste paix, malheureuse captive, Gémissez, et n'espérez-pas Qu'un héros que j'engage en de nouveaux combats Écoute votre voix plaintive. Plus il moissonne de lauriers, Plus j'offre de matière à ses travaux guerriers. J'anime les vaincus d'une nouvelle audace ; J'oppose à la vive chaleur De son indomptable valeur Mille fleuves profonds, cent montagnes de glace. La victoire empressée à conduire ses pas Se prépare à voler aux plus lointains climats ; Plus il la suit, plus il la trouve belle ; Il oublie aisément pour elle La paix et ses plus doux appas."")",0.0
