la-fontaine-climene,la-harpe-muses-rivales,Score
"('#acanthe', ""Il ne l'est pas pour vous, cela vous doit suffire : Jamais il ne vous peut avoir causé d'ennui : Vous en prenez un autre assurément pour lui. S'il a quelques douceurs, elles sont pour les belles, Et pour nous les soucis et les peines cruelles. Vous n'éprouvez jamais ni dédain ni froideur : Quant à nous, c'est souvent le prix de notre ardeur. Trop de zèle nous nuit."")",-,0.0
"('#climene', ""Et pourquoi donc, Acanthe, Ne modérez-vous pas cette ardeur violente ? Aimez-vous mieux souffrir contre mon propre gré, Que si, m'obéissant, vous étiez bien traité ? Je vous rendrais heureux."")",-,0.0
"('#acanthe', ""Selon votre manière, Du bonheur d'un ami, d'un parent ou d'un frère ; Que sais-je ? De chacun : car vous savez qu'on peut Faire ainsi des heureux autant que l'on en veut."")",-,0.0
"('#climene', ""Non, non, j'aurais pour vous beaucoup plus de tendresse. Vous verriez à quel point Clymène s'intéresse Pour tout ce qui vous touche."")",-,0.0
"('#acanthe', 'Et pour moi-même aussi ?')",-,0.0
"('#climene', 'Quelle distinction mettez-vous en ceci ?')",-,0.0
"('#acanthe', ""Très grande. Mais laissons à part la différence Aussi bien je craindrais de commettre une offense, Si j'avais entrepris de prouver contre vous Qu'autre chose est d'aimer nos qualités ou nous. Je vous dirai pourtant que mon amour extrême A pour premier objet votre personne même : Tout m'en semble charmant ; elle est telle qu'il faut. Mais, pour vos qualités, j'y trouve du défaut."")",-,0.0
"('#climene', ""Dites-nous quel il est, afin qu'on s'en corrige."")",-,0.0
"('#acanthe', ""Vous n'aimez point l'Amour ; vous le haïssez, dis-je ; Ce dieu près de votre âme a perdu tout crédit."")",-,0.0
"('#climene', ""Je ne hais point l'Amour, je vous l'ai déjà dit : Je le crains seulement, et serais plus contente Si vous vouliez changer votre ardeur véhémente, En faire une amitié, quelque chose entre deux ; Un peu plus que ce n'est quand un coeur est sans feux, Moins aussi que l'état où le vôtre se trouve."")",-,0.0
"('#acanthe', ""Tout de bon, voulez-vous que j'en fasse l'épreuve ? Que demain j'aime moins, et moins le jour d'après, Diminuant toujours, encor que vos attraits Augmentent en pouvoir ? Le voulez-vous, Madame?"")",-,0.0
"('#climene', ""Oui, puisque je l'ai dit."")",-,0.0
"('#acanthe', ""L'avez-vous dit dans l'âme ?"")",-,0.0
"('#climene', 'Il faut bien.')",-,0.0
"('#acanthe', 'Songez-y ; voyez si votre esprit Pourra voir ce déchet sans un secret dépit. Peu de femmes feraient des voeux pareils aux vôtres.')",-,0.0
"('#climene', ""Acanthe, je suis femme aussi bien que les autres ; Mais je connais l'Amour, c'est assez : j'ai raison D'en combattre en mon coeur l'agréable poison. Voulez-vous procurer tant de mal à Clymène ? Vous l'aimez, dites-vous, et vous cherchez sa peine ! N'allez point m'alléguer que c'est plaisir pour nous. Loin, bien loin tels plaisirs ; le repos est plus doux / Mon coeur s'en défendra ; je vous permets de croire Que je remporterai malgré moi la victoire."")",-,0.0
"('#apollon', 'Voilà du pathétique assez pour le présent : Sur le même sujet donnez-nous du plaisant.')",-,0.0
"('#melpomene', 'Qui ferons-nous parler?')",-,0.0
"('#apollon', 'Acanthe et sa maîtresse.')",-,0.0
"('#melpomene', ""Sire, il faudrait avoir pour cela plus d'adresse. Rendre Acanthe plaisant ! C'est un trop grand dessein."")",-,0.0
"('#apollon', ""II est fou ; c'est déjà la moitié du chemin."")",-,0.0
"('#thalie', ""Mais il est dans l'excès."")",-,0.0
"('#apollon', ""Tant mieux ; j'en suis fort aise, Nous le demandons tel je ne vois rien qui plaise, En matière d'amour, comme les gens outrés. Mille exemples pourraient vous en être montrés."")",-,0.0
"('#melpomene', ""Nous obéissons donc. Tu te souviens, Thalie, D'un matin où Clymène, en son lit endormie, Fut, au bruit d'un soupir, éveillée en sursaut, Et se mit contre Acanthe en colère aussitôt, Sans le voir, croyant même avoir fermé la porte. Mais qui pouvait, que lui, soupirer de la sorte ? Vraiment vous l'entendez, avecque vos hélas, Dit la belle ; apprenez à soupirer plus bas. Il eut beau s'excuser sur l'ardeur de son zèle. Une forge ferait moins de bruit, reprit-elle, Que votre coeur n'en fait ce sont tous ses plaisirs. Si je tourne le pied, matière de soupirs. Je ne vous vois jamais qu'en un chagrin extrême : C'est bien pour m'obliger à vous aimer de même."")",-,0.0
"('#acanthe', 'Je ne le prétends pas.')",-,0.0
"('#climene', 'Seyez-vous sur ce lit.')",-,0.0
"('#acanthe', 'Moi!')",-,0.0
"('#climene', 'Vous, sans répliquer.')",-,0.0
"('#acanthe', 'Souffrez...')",-,0.0
"('#climene', ""C'est assez dit. Là ; je vous veux voir là."")",-,0.0
"('#acanthe', 'Madame...')",-,0.0
"('#climene', ""Là, vous dis-je. Voyez qu'il a de mal ! Sa maîtresse l'oblige À s'asseoir sur un lit quelle peine pour lui ! Savez-vous ce que c'est ? Je veux rire aujourd'hui. Point de discours plaintifs : bannissez, je vous prie, Ces soupirs à la voix du sommeil ennemie ; Témoignez, s'il se peut, votre amour autrement. Mais que veut cette main qui s'en vient brusquement?"")",-,0.0
"('#acanthe', ""C'est pour vous obéir, et témoigner mon zèle."")",-,0.0
"('#climene', ""L'obéissance en est un peu trop ponctuelle ; Nous vous en dispensons : Acanthe, soyez coi. Si bien donc que votre âme est tout en feu pour moi ?"")",-,0.0
"('#acanthe', 'Tout en feu.')",-,0.0
"('#climene', ""Vous n'avez ni cesse ni relâche ?"")",-,0.0
"('#acanthe', 'Aucune.')",-,0.0
"('#climene', 'Toujours pleurs, soupirs comme à la tâche ?')",-,0.0
"('#acanthe', 'Toujours soupirs et pleurs.')",-,0.0
"('#climene', ""J'en veux avoir pitié Allez, je vous promets."")",-,0.0
"('#acanthe', 'Et quoi !')",-,0.0
"('#climene', ""De l'amitié."")",-,0.0
"('#acanthe', ""Ah ! Madame, faut-il railler d'un misérable !"")",-,0.0
"('#climene', ""Vous reprenez toujours votre ton lamentable. Oui, je vous veux aimer d'amitié malgré vous ; Mais si sensiblement, que je n'aie, entre nous, De là jusqu'à l'amour rien qu'un seul pas à faire."")",-,0.0
"('#acanthe', 'Et quand le ferez-vous ce pas si nécessaire ?')",-,0.0
"('#climene', 'Jamais.')",-,0.0
"('#acanthe', ""Reprenez donc l'offre de votre coeur."")",-,0.0
"('#climene', ""Vous en aurez regret ; il a de la douceur. Vous feriez beaucoup mieux d'éprouver ses largesses. Je baise mes amis, je leur fais cent caresses : À l'égard des amants, tout leur est refusé."")",-,0.0
"('#acanthe', 'Je ne veux point du tout, Madame, être baisé. Vous riez ?')",-,0.0
"('#climene', ""Le moyen de s'empêcher de rire ! On veut baiser Acanthe ; Acanthe se retire."")",-,0.0
"('#acanthe', 'Et le pourriez-vous voir traiter de son amour Pour un simple baiser, souvent froid, toujours court ?')",-,0.0
"('#climene', 'On redouble en ce cas.')",-,0.0
"('#acanthe', ""Oui, d'autres que Climène."")",-,0.0
"('#climene', 'Éprouvez-le.')",-,0.0
"('#acanthe', 'De quoi vous mettez vous en peine ?')",-,0.0
"('#climene', 'Moi ? de rien.')",-,0.0
"('#acanthe', ""Cependant je vois qu'en votre esprit Le refus de vos dons jette un secret dépit."")",-,0.0
"('#climene', ""Il est vrai, ce refus n'est pas fort à ma gloire. Dédaigner mes baisers ! Cela se peut-il croire ? Acanthe, je le vois, n'est pas fin à demi : Il devait aujourd'hui promettre d'être ami ; Demain il eût repris son premier personnage."")",-,0.0
"('#acanthe', ""Et Clymène aurait pu souffrir ce badinage ? Un baiser n'aurait pas irrité ses esprits ?"")",-,0.0
"('#climene', ""Qu'importe ? L'on s'apaise, et c'est autant de pris. Vous en pourriez déjà compter une douzaine."")",-,0.0
"('#acanthe', ""Madame, c'en est trop : à quoi bon tant de peine ? Pour douze d'amitié donnez-m'en un d'amour."")",-,0.0
"('#climene', ""C'est perdre doublement ; je le rendrais trop court."")",-,0.0
"('#acanthe', 'Mais, Madame, voyons.')",-,0.0
"('#climene', ""Mais, Acanthe, vous dis-je, L'amitié seulement à ces faveurs m'oblige."")",-,0.0
"('#acanthe', ""Eh bien, je consens d'être ami pour un moment."")",-,0.0
"('#climene', ""Sous la peau de l'ami, je craindrais que l'amant Ne demeurât caché pendant tout le mystère. L'heure sonne, il est tard ; n'avez vous point affaire ?"")",-,0.0
"('#acanthe', ""Non ; et quand j'en aurais, ces moments sont trop doux."")",-,0.0
"('#climene', 'Je me veux habiller ; adieu, retirez-vous.')",-,0.0
"('#apollon', 'Vous finissez bientôt !')",-,0.0
"('#melpomene', ""Point trop pour des pucelles. Ces discours leur siéent mal, et vous vous moquez d'elles."")",-,0.0
"('#apollon', ""Moi, me moquer pourquoi ? J'en ouïs l'autre jour Deux de quinze ans parler plus savamment d'amour. Ce que sur vos amants je trouverais à dire C'est qu'ils pleuraient tantôt, et vous les faites rire. De l'air dont ils se sont tout à l'heure expliqués, Ce ne sauraient être eux, s'ils ne se sont masqués."")",-,0.0
"('#melpomene', 'Vous vouliez du plaisant, comment eût-on pu faire ?')",-,0.0
"('#apollon', ""J'en voulais, il est vrai, mais dans leur caractère."")",-,0.0
"('#thalie', ""Sire, Acanthe est un homme inégal à tel point, Que d'un moment à l'autre on ne le connaît point : Inégal en amour, en plaisir, en affaire ; Tantôt gai, tantôt triste ; un jour il désespère ; Un autre jour il croit que la chose ira bien. Pour vous en parler franc, nous n'y connAissons rien. Clymène aime à railler : toutefois, quand Acanthe S'abandonne aux soupirs, se plaint et se tourmente, La pitié qu'elle en a lui donne un sérieux Qui fait que l'amitié n'en va souvent que mieux."")",-,0.0
"('#apollon', 'Clio, divertissez un peu la compagnie.')",-,0.0
"('#clio', 'Sire, me voilà prête.')",-,0.0
"('#apollon', 'Il me prend une envie De goûter de ce genre où Marot excellait.')",-,0.0
"('#clio', 'Eh bien, sire, il vous faut donner un triolet.')",-,0.0
"('#apollon', ""C'est trop ; vous nous deviez proposer un distique. Au reste, n'allez pas chercher ce style antique Dont à peine les mots s'entendent aujourd'hui : Montez jusqu'à Marot, et point par delà lui : Même son tour suffit."")",-,0.0
"('#clio', ""J'entends il reste, sire, Que Votre Majesté seulement daigne dire Ce qu'il lui plaît, ballade, épigramme, ou rondeau. J'aime fort les dizains."")",-,0.0
"('#apollon', ""En un sujet si beau Le dizain est trop court ; et, vu votre matière, La ballade n'a point de trop ample carrière."")",-,0.0
"('#clio', ""Je pris de loin Clymène l'autre fois Pour une Grâce en ses charmes nouvelle : Grâce, s'entend, la première des trois ; J'eusse autrement fait tort à cette belle : Puis approchant, et frottant ma prunelle, Je me repris, et dis soudainement : Voilà Vénus ; c'est elle assurément : Non, je me trompe, et mon oeil se mécompte. Cyprine là ? Je faille lourdement ; Telle n'est point la reine d'Amathonte. Voyons pourtant ; car chacun, d'une voix, En fait d'appas, prend Vénus pour modèle. Je me mis lors à compter par mes doigts Tous les attraits de la gente pucelle, Afin de voir si ceux de l'immortelle Y cadreraient, à peu près seulement : Mais le moyen ? Je n'y vins nullement, Trouvant ici beaucoup plus que le compte. Qu'est ceci, dis-je, et quel enchantement ? Telle n'est point la reine d'Amathonte. Acanthe vint tandis que je comptais. Cette beauté le fit asseoir près d'elle. J'entendis tout, les zéphyrs étaient cois. Plus de cent fois il l'appela cruelle, Inexorable, à l'amour trop rebelle ; Et le surplus que dit un pauvre amant. Clymène oyait cela négligemment. Le mot d'amour lui donnait quelque honte. Si de ce lieu la chronique ne ment, Telle n'est point la reine d'Amathonte. Ne recours plus, Acanthe, au changement. Loin de trouver en ce bas élément Quelque autre objet qui ta dame surmonte, Dans les palais qui sont au firmament Telle n'est point la reine d'Amathonte."")",-,0.0
"('#apollon', ""Votre tour est venu, Calliope essayez Un de ces deux chemins qu'aux auteurs ont frayés Deux écrivains fameux ; je veux dire Malherbe, Qui louait ses héros en un style superbe ; Et puis maître Vincent, qui même aurait loué Proserpine et Pluton en un style enjoué."")",-,0.0
"('#calliope', ""Sire, vous nommez là deux trop grands personnages. Le moyen d'imiter sur-le-champ leurs ouvrages ?"")",-,0.0
"('#apollon', ""Il faut que je me sois sans doute expliqué mal . Car, vouloir qu'on imite aucun original N'est mon but, ni ne doit non plus être le vôtre, Hors ce qu'on fait passer d'une langue en une autre. C'est un bétail servile et sot, à mon avis, Que les imitateurs ; on dirait des brebis Qui n'osent avancer qu'en suivant la première, Et s'iraient sur ses pas jeter dans la rivière. Je veux donc seulement que vous nous fassiez voir, En ce style où Malherbe a montré son savoir, Quelque essai des beautés qui sont propres à l'ode ; Ou si, ce genre-là n'étant plus à la mode Et demandant d'ailleurs un peu trop de loisir, L'autre vous semble plus selon votre désir, Vous louiez galamment la maîtresse d'Acanthe, Comme maître Vincent, dont la plume élégante Donnait à son encens un goût exquis et fin, Que n'avait pas celui qui partait d'autre main."")",-,0.0
"('#calliope', ""Je vais, puisqu'il vous plaît, hasarder quelque stance. Si je débute mal, imposez-moi silence."")",-,0.0
"('#apollon', 'Calliope manquer !')",-,0.0
"('#calliope', ""Pourquoi non ? Très souvent. L'ode est chose pénible, et surtout dans le grand. Toi, qui soumets les dieux aux passions des hommes, Amour, souffriras-tu qu'en ce siècle où nous sommes, Clymène montre un coeur insensible à tes coups? Cette belle devrait donner d'autres exemples Tu devrais l'obliger, pour l'honneur de tes temples, D'aimer ainsi que nous."")",-,0.0
"('#uranie', ""Les Muses n'aiment pas."")",-,0.0
"('#calliope', ""Et qui les en soupçonne? Ce NOUS n'est pas pour nous ; je parle en la personne Du sexe en général, des dévotes d'amour."")",-,0.0
"('#apollon', ""Calliope a raison ; qu'elle achève à son tour."")",-,0.0
"('#calliope', ""J'en demeurerai là, si vous l'agréez, sire. On m'a fait oublier ce que je voulais dire."")",-,0.0
"('#apollon', 'à vous donc, Polymnie ; entrez en lice aussi.')",-,0.0
"('#polymnie', 'Sur quel ton ?')",-,0.0
"('#apollon', ""Je vois bien que sur ce dernier-ci L'on ne réussit pas toujours comme on souhaite. Calliope a bien fait d'user d'une défaite ;  Cette interruption est venue à propos / C'est pourquoi choisissez des tons un peu moins hauts. Horace en a de tous ; voyez ceux qui vous duisent : J'aime fort les auteurs qui sur lui se conduisent Voilà les gens qu'il faut à présent imiter."")",-,0.0
"('#polymnie', ""C'est bien dit, si cela pouvait s'exécuter : Mais avons-nous l'esprit qu'autrefois à cet homme Nous savions inspirer sur le déclin de Rome ? Tout est trop fort déchu dans le sacré vallon."")",-,0.0
"('#apollon', ""J'en conviens, jusque même au métier d'Apollon : Il n'est rien qui n'empire, hommes, dieux ; mais que faire ? Irons-nous pour cela nous cacher et nous taire ? Je ne regarde pas ce que j'étais jadis, Mais ce que je serai quelque jour, si je vis. Nous vieillissons enfin, tout autant que nous sommes De dieux nés de la fable, et forgés par les hommes. Je prévois par mon art un temps où l'univers Ne se souciera plus ni d'auteurs, ni de vers ; Où vos divinités périront, et la mienne. Jouons de notre reste avant que ce temps vienne. C'est à vous, Polymnie, à nous entretenir."")",-,0.0
"('#polymnie', ""Je songeais aux moyens qu'il me faudrait tenir : À peine en rencontrai-je un seul qui me contente. Ceci vous plairait-il ? Je fais parler Acanthe. Qu'une belle est heureuse, et que de doux moments, Quand elle en sait user, accompagnent sa vie ! D'un côté le miroir, de l'autre les amants, Tout la loue ; est-il rien de si digne d'envie ? La louange est beaucoup, l'amour est plus encor : Quel plaisir de compter les coeurs dont on dispose ! L'un meurt, l'autre soupire, et l'autre en son transport Languit et se consumer ; est-il plus douce chose ? Clymène, usez-en bien vous n'aurez pas toujours Ce qui vous rend si fière et si fort redoutée ; Caron vous passera sans passer les Amours; Devant ce temps-là même ils vous auront quittée. Vous vivrez plus longtemps encor que vos attraits ; Je ne vous réponds pas alors d'être fidèle : Mes désirs languiront aussi bien que vos traits ; L'amant se sent déchoir aussi bien que la belle. Quand voulez-vous aimer que dans votre printemps ? Gardez-vous bien surtout de remettre à l'automne : L'hiver vient aussitôt ; rien n'arrête le temps, Clymène, hâtez-vous ; car il n'attend personne. Sire, je m'en tiens là ; bien ou mal, il suffit : La morale d'Horace, et non pas son esprit, Se peut voir en ces vers."")",-,0.0
"('#apollon', ""Érato, que veut dire Que vous, qui d'ordinaire aimez si fort à rire, Demeurez taciturne, et laissez tout passer?"")",-,0.0
"('#erato', ""Je revois, puisqu'il faut, Sire, le confesser."")",-,0.0
"('#apollon', 'Sur quoi ?')",-,0.0
"('#erato', ""Sur le débat qui s'est ému naguère."")",-,0.0
"('#apollon', 'Savoir si vous aimez ?')",-,0.0
"('#erato', ""Autrefois j'étais fière Quand on disait que non : qu'on me vienne aujourd'hui Demander, Aimez-vous ? Je répondrai que oui."")",-,0.0
"('#apollon', 'Pourquoi?')",-,0.0
"('#erato', 'Pour éviter le nom de Précieuse.')",-,0.0
"('#apollon', ""Si cette qualité vous paraît odieuse, Du voeu de chasteté l'on vous dispensera. Choisissez un galant."")",-,0.0
"('#erato', ""Non pas, Sire, cela. Je veux un peu d'hymen pour colorer l'affaire."")",-,0.0
"('#apollon', ""Un peu d'hymen est bon."")",-,0.0
"('#erato', ""J'en veux, et n'en veux guère."")",-,0.0
"('#apollon', ""Vous vous marieriez donc, ainsi qu'au temps jadis Oriane épousa monseigneur Amadis ?"")",-,0.0
"('#erato', 'Oui, sire.')",-,0.0
"('#apollon', ""La méthode, en effet, en est bonne. Mais encore avec qui ? Car je ne vois personne Qui veuille dans l'Olympe à l'hymen s'arrêter : Les Sylvains ne sont pas des gens pour vous tenter."")",-,0.0
"('#erato', 'Je prendrais un auteur.')",-,0.0
"('#apollon', ""Un auteur ? Vous, déesse ? Aux auteurs Érato pourrait mettre la presse. Ce n'est pas votre fait, pour plus d'une raison. Rarement un auteur demeure à la maison."")",-,0.0
"('#erato', ""C'est justement cela qui m'en plaît davantage."")",-,0.0
"('#apollon', ""Nous nous entretiendrons de votre mariage À fond une autre fois. Cependant chantez-nous, Non pas du sérieux, du tendre, ni du doux ; Mais de ce qu'en français on nomme bagatelle : Un jeu dont je voudrais Voiture pour modèle. Il excelle en cet art maître Clément et lui S'y prenaient beaucoup mieux que nos gens d'aujourd'hui."")",-,0.0
"('#erato', ""Sire, j'en ai perdu, peu s'en faut, l'habitude ; Et ce genre est pour moi maintenant une étude. Il y faut plus de temps que le monde ne croit. Agréez, en la place, un dizain."")",-,0.0
"('#apollon', 'Dizain, soit.')",-,0.0
"('#erato', ""Mais n'est-ce point assez célébrer notre belle ? Quand j'aurai dit les jeux, les ris, et la séquelle, Les grâces, les amours ; voilà fait à peu près."")",-,0.0
"('#apollon', 'Vous pourrez dire encor les charmes, les attraits, Les appas.')",-,0.0
"('#erato', 'Et puis quoi ?')",-,0.0
"('#apollon', ""Cent et cent mille choses. Je ne vous ai compté ni les lis, ni les roses : On n'a qu'à retourner seulement ces mots-là."")",-,0.0
"('#erato', ""La satire en fournit bien d'autres que cela : Pour un trait de louange, il en est cent de blâme."")",-,0.0
"('#apollon', ""Eh bien ? Blâmez Clymène, à qui d'aucune flamme On ne peut désormais inspirer le désir."")",-,0.0
"('#erato', ""Ce sujet est traité ; l'on vient de s'en saisir ; Il a servi de thèse à ma soeur Polymnie."")",-,0.0
"('#apollon', 'Cela ne vous fait rien, la chose est infinie ; Toujours notre cabale y trouve à regratter.')",-,0.0
"('#erato', ""Sire, puisqu'il vous plaît, je m'en vais le tenter. Ma soeur excusera si j'enchéris sur elle."")",-,0.0
"('#polymnie', 'Voilà bien des façons pour une bagatelle.')",-,0.0
"('#erato', ""C'est qu'elle est de commande."")",-,0.0
"('#apollon', 'Eh, que coûte un dizain ?')",-,0.0
-,"('#erato', ""C'est donc en ces beaux lieux, c'est dans ce sanctuaire, Aux arts de tout temps consacré, De leurs attributs décoré, Que les Muses bientôt vont recevoir Voltaire. Mercure qu'Apollon vient de lui dépêcher, Déjà dans l'Élysée est allé le chercher. Le puissant Dieu de l'harmonie Sépare ce mortel heureux De la foule des morts fameux, Qu'il surpassa pendant sa vie. Il l'appelle, et lui-même enfin Lui veut assurer un destin Unique, ainsi que son génie. Il prodigua tous ses bienfaits Sur ce rare écrivain que lui-même il admire ; Il prétend parmi nous le fixer à jamais : Avec lui du Parnasse il partage l'empire. Mercure ici doit l'amener. Mais d'un hôte si grand digne dépositaire, Qui de nous, ô ma soeur ! Présentera Voltaire Au Dieu qui va le couronner ? Nous briguons toutes cette gloire."")",0.0
-,"('#uranie', ""Nous l'avons toutes inspiré."")",0.0
-,"('#erato', 'Mais à qui cet honneur sera-t-il déféré ? Qui doit obtenir la victoire ?')",0.0
-,"('#uranie', 'De chacune de nous également chéri, Notre divinité lui fut toujours propice.')",0.0
-,"('#erato', 'Mais celle dont surtout il fut le favori, Doit seule être sa conductrice.')",0.0
