barante-arlequin-misanthrope,dufresny-depart-des-comediens,Score
"('#arlequin', ""Il faudrait pour ma sûreté que ces Messieurs m'en répondissent solidairement avec toi.  Mais supposons que je veuille jouer cette pièce, qui l'annoncera ?  Tu sais bien qu'Octave ne veut pas s'en mêler, et qu'aujourd'hui une pièce ne saurait réussir si elle n'est annoncée, et si l'auteur ne vient demander humblement quartier aux auditeurs, les prévenir sur les défauts, et les prier de ne chercher pas plus d'esprit et de raison dans la prose que de rime et de mesure dans les vers."")",-,0.0
"('#colombine', ""Est-ce là ce qui t'embarrasse.  Je l'annoncerai, moi."")",-,0.0
"('#arlequin', ""En ce cas, j'en augure bien ; car on ne parvient aujourd'hui que par le canal des femmes."")",-,0.0
"('#colombine', ""Quelque liberté que donne notre théâtre de grossir les traits et de changer les idées ; vous savez bien, Messieurs, qu'il y a une extrême différence entre un arlequin et un philosophe.  Ainsi, si vous nous trouvez dans quelques endroits un peu au-dessus de notre jeu ordinaire, n'en accusez que le désir ardent que nous avons de vous plaire : c'est lui qui nous a fait choisir le plan de Satire que nous allons vous donner, dans lequel nous avons néanmoins si bien mêlé toutes les gentillesses du Théâtre Italien, que si le goût du siècle était un peu moins difficile, nous oserions nous flatter d'y avoir mis de quoi contenter tout le monde.  Heureux si nous avions pu atteindre à ce but qui doit être la seule fin de la comédie, de corriger les moeurs en divertissant l'esprit ; plus heureux encore, si à la fin de notre pièce, que nous vous supplions d'écouter jusqu'au bout, vous nous donnez des marques que vous sortez contents."")",-,0.0
"('#arlequin', ""Bien entendu, qu'en ceci, La femme est comprise aussi. Bonjour camarade.  Ah !  De tout mon coeur !  Je suis votre très humble serviteur.  Votre valet de toute mon âme.  Ma foi il n'est point de pire animal que l'homme, et il n'en est pas de moins humain.  Hé quoi, ces pauvres petites bêtes ne me disent pas le moindre mot : je ne vois point ici de ces esprits aigres, qui se font un point d'honneur de ne convenir jamais.  Je vis à ma fantaisie, et les lions qui sont Seigneurs hauts Justiciers et Magistrats en dernier ressort de ces bois, n'exigent point de moi que j'aille me morfondre sur leur escalier, ou m'ennuyer dans leur anti-chambre.  Je ne suis point éclaboussé par un parvenu, qui à la faveur d'une métamorphose qu'il a peine à concevoir lui-même, se trouve dans un Carrosse que son père menait jadis.  Je n'essuie rien de la polissonnerie des petits Maîtres, et ne suis point obligé de me récrier sur les fadaises d'un mauvais plaisant de qualité, qui fait vingt fois par jour passer en revue cinq ou six mauvais contes qu'il a pillés dans l'Espiègle ou dans le Tombeau de la mélancolie.  Je ne vais point faire ma Cour à un Grand de nouvelle édition, qui embarrassé de sa personne, et plus droit qu'un échalas, semble avoir perdu l'usage des mouvements de son corps ; qui jette à peine les yeux sur la foule d'adulateurs qui l'environne, et croirait m'honorer beaucoup, s'il pouvait prendre sur sa paralytique gravité un mouvement de Pagode pour faire voir qu'il m'a remarqué.  Je ne prête point ici une attention de trois heures au récit burlesque des promesses d'un fanfaron qui ne s'est jamais montré aux ennemis que par la croupe de son Cheval.  Nulle complaisance ne m'engage de répondre aux mines enfantines d'une beauté surannée qui oublie qu'elle n'a pas une dent dans la bouche, sur laquelle Carmeline n'ait une hypothèque spéciale.  Je me promène seul, et ne gobe point la nuée de poudre, qu'excite dans la grande allée des Tuileries, le superflu du manteau des coquettes à taille équivoque.  Je n'y vois point de ces Marquises de contrebande qui en gourgandine et en petites mules, portent répandue sur toute leur personne une idée d'occasion prochaine.  Enfin je suis ici à couvert des impertinences dont Paris est rempli, et je trouve que ce n'est qu'avec les animaux qu'on se défait de la férocité qu'on a contractée avec les hommes.  Oui, mes chers camarades, c'est avec vous seuls qu'on peut vivre en repos.  Je hais les hommes, je les déteste, ils sont faux, doubles, hypocrites, méprisables. Oui, si j'en trouvais quelqu'une, je me ferais un plaisir de la traiter comme elle mérite.  Je la... Hoime ! Il aperçoit Colombine."")",-,0.0
"('#colombine', ""Ah, Monsieur, que je suis heureuse de trouver une figure d'homme dans un lieu où je ne vois que des bêtes !"")",-,0.0
"('#arlequin', ""Figure d'homme ?  Elle est toute jolie.  Je me défie furieusement de moi-même."")",-,0.0
"('#colombine', 'Monsieur, ne pourriez-vous point me dire des nouvelles de ce que je cherche ?')",-,0.0
"('#arlequin', 'Tenons bon.')",-,0.0
"('#colombine', 'Il me tourne le dos.  Que je suis malheureuse !')",-,0.0
"('#arlequin', 'La charmante pleureuse !  Que je crains pour le Misanthrope !')",-,0.0
"('#colombine', 'Monsieur, ne me rebutez pas, je vous en conjure.')",-,0.0
"('#arlequin', 'Non...  Ce sexe est fait pour tromper tout le monde.')",-,0.0
"('#colombine', ""Ah, craignez-vous quelque chose d'une malheureuse qui implore votre secours ?"")",-,0.0
"('#arlequin', 'Vous êtes plus à craindre pour moi que toutes les bêtes de ces bois.')",-,0.0
"('#colombine', ""Mais qu'appréhendez-vous ?"")",-,0.0
"('#arlequin', 'Mais que demandez-vous ?')",-,0.0
"('#colombine', ""Que vous ayez la bonté de m'écouter et de me répondre."")",-,0.0
"('#arlequin', ""Dites : car c'est une folie de vouloir empêcher une femme de parler."")",-,0.0
"('#colombine', 'Il y a huit jours, Monsieur, que je suis sortie de Paris, pour chercher un scélérat, un parjure, un perfide...')",-,0.0
"('#arlequin', ""Quoi, ma mie, vous partez exprès de Paris, pour chercher un malhonnête homme ?  Hé fi, vous n'y pensez pas ?  Si j'avais à chercher un perfide, un parjure, un scélérat, sans aucun frais de quête j'irais tout droit à Paris."")",-,0.0
"('#colombine', ""N'insultez point une malheureuse ; et si vous êtes insensible à mes maux, ne les rendez pas plus cuisants par vos railleries."")",-,0.0
"('#arlequin', 'Hé bien, la Belle enfant, quelle est la cause de votre douleur ?')",-,0.0
"('#colombine', 'Monsieur, il y a environ quatre ans que ma mère est veuve.')",-,0.0
"('#arlequin', 'Tant mieux pour elle et tant pis pour vous.')",-,0.0
"('#colombine', ""Comme mon père n'avait pas laissé beaucoup de bien, elle fut obligée de se servir de ses meubles pour gagner sa vie."")",-,0.0
"('#arlequin', ""C'est un expédient dont bien des femmes s'avisent."")",-,0.0
"('#colombine', ""Je veux dire, qu'elle meubla une maison où venaient loger beaucoup de gens de qualité, et surtout grand nombre d'Étrangers."")",-,0.0
"('#arlequin', ""C'est-à-dire souvent, grand nombre de dupes."")",-,0.0
"('#colombine', ""Ma mère qui n'avait que moi d'enfant, me donnait la meilleure éducation qu'il lui était possible, et tâchait de m'inspirer les airs d'une personne de condition."")",-,0.0
"('#arlequin', 'Éducation bien conditionnée.')",-,0.0
"('#colombine', ""À vous dire le vrai je me suis toujours senti une furieuse inclination d'être grande Dame."")",-,0.0
"('#arlequin', 'La pauvre petite !')",-,0.0
"('#colombine', ""Je n'avais que douze ans, quand ma mère fit tirer mon horoscope.  On dit que ma beauté ferait ma fortune ; et on assure même que j'ai dans la main une couronne bien marquée."")",-,0.0
"('#arlequin', 'Pronostic pour la tête du futur.')",-,0.0
"('#colombine', 'Parmi les étrangers qui logeaient chez nous, il y avait un jeune Prince Allemand fait à peindre et beau comme les amours ; nous apprenions à chanter du même Maître, et lisions des Romans ensemble.')",-,0.0
"('#arlequin', ""Suite du pronostic.  C'est ici le voyage de l'Île d'Amour ?  Et bien, comment vous embarquâtes-vous ?"")",-,0.0
"('#colombine', ""Un jour que nous étions dans le jardin, il me fit une déclaration d'amour toute prise du troisième tome de Cyrus."")",-,0.0
"('#arlequin', ""L'habile homme !"")",-,0.0
"('#colombine', ""Dame, comme j'avais les idées fraîches aussi bien que lui, je le payai sur le champ en même monnaie."")",-,0.0
"('#arlequin', ""La belle présence d'esprit !"")",-,0.0
"('#colombine', ""Depuis ce temps-là, il ne me quittait presque plus, il s'ennuyait partout où je n'étais point, et me disait cent fois le jour qu'il m'aimait plus que lui-même."")",-,0.0
"('#arlequin', 'Et votre mère vous prêtait ses meubles ?')",-,0.0
"('#colombine', 'Oh !  Elle se défia de cette grande familiarité, elle savait par expérience...  Enfin elle me défendit de le voir, et me mit en pension chez une de mes tantes.')",-,0.0
"('#arlequin', 'De sorte que vous ne vîtes plus le godelureau, vous ne sûtes plus de ses nouvelles ?')",-,0.0
"('#colombine', ""Bon !  À quoi nous aurait donc servi le Maître à chanter ?  Le Prince le mit si bien dans nos intérêts, qu'il me donnait tous les jours un billet de sa part, et lui en reportait la réponse."")",-,0.0
"('#arlequin', 'Il est vrai que ces Messieurs les Maîtres à chanter ont un précieux tendre pour les Amants persécutés.')",-,0.0
"('#colombine', ""Ce n'est pas tout.  Comme le Prince ne pouvait me voir chez ma tante, le Maître à chanter obtint qu'elle me permettrait d'aller à un Concert où il y avait beaucoup de gens de Qualité."")",-,0.0
"('#arlequin', 'Vous y fûtes sous le bon plaisir de la bonne tante ?')",-,0.0
"('#colombine', ""Oui, j'y fus avec une fille du voisinage ; mais au lieu de Concert nous ne trouvâmes que le Prince : j'entrai dans la chambre où il était, pendant que le Musicien entretenait notre voisine."")",-,0.0
"('#arlequin', 'Ouf !  Maudit ménétrier !  Hé bien, hé bien, que fîtes-vous là ?')",-,0.0
"('#colombine', ""Oh Dame, Monsieur, quand on s'aime bien, qu'un Maître à danser conduit l'intrigue, et qu'on a une si belle occasion de vérifier les prédictions...  Je songeai à mon Horoscope, et mon jeune Prince me fit une Promesse de Mariage."")",-,0.0
"('#arlequin', 'Voilà le dénouement.')",-,0.0
"('#colombine', 'Nous nous vîmes encore plusieurs fois chez le Musicien sous le même prétexte de Concert.')",-,0.0
"('#arlequin', 'Eh, que ces Concerts déconcertent de jolies filles !  Mais enfin ?')",-,0.0
"('#colombine', ""Mais enfin, il y a aujourd'hui six jours que j'appris par un bruit de Ville, que le Prince avait disparu.  Je vous laisse à penser si cette nouvelle me perça le coeur ; mais sans m'amuser à pleurer, je pris tout ce que j'avais d'argent, et quelques pierreries que ma mère m'avait données, et je montai à Cheval, résolue de chercher mon infidèle par tout le monde, et de le suivre jusqu'aux extrémités de la terre."")",-,0.0
"('#arlequin', 'Voilà un beau dessein.')",-,0.0
"('#colombine', ""Ah, Monsieur, je le trouverai, ou je mourrai à la peine, il y a deux ans que je l'aime."")",-,0.0
"('#arlequin', 'Comment donc, deux ans ?  Et je ne croyais pas que depuis feue Artémise de constante mémoire, aucune femme eût aimé plus de vingt-quatre heures.')",-,0.0
"('#colombine', ""Je l'aimerai jusqu'à la mort."")",-,0.0
"('#arlequin', ""Cela n'est pas bien sûr.  Mais aussi, n'est-ce point la Principauté que vous courez plutôt que l'Amant ?  Ce que les femmes de ce temps-ci ne mettent pas en amour, elles le dépensent bien et au-delà en ambition."")",-,0.0
"('#colombine', ""Quelle injure vous faites à la sincérité de mes sentiments !  Oui, quand mon amant serait le dernier des hommes, je ne l'en aimerais pas moins."")",-,0.0
"('#arlequin', ""Une fille qui n'aime, ni par ambition ni par intérêt ?  Quelle merveille !  Voilà mon fait.  Mettons-nous bien dans son esprit.  Mademoiselle, je vous plains, et vous offre tout ce qui dépend de moi.  Venez vous reposer, nous tâcherons de savoir des nouvelles de ce que vous cherchez."")",-,0.0
"('#colombine', ""Ce n'est pas un médiocre avantage, de trouver en l'état où je suis quelqu'un qui prenne part à mes disgrâces."")",-,0.0
"('#octave', ""Ô Ciel !  Dans quel étrange situation me trouve-je ?  Je fuis Colombine, et mon coeur court après elle ; depuis six jours que je l'ai quittée, j'ai souffert tout ce que...  Mais ne vois-je pas Scaramouche que j'avais laissé à Paris pour m'en apporter des nouvelles ?"")",-,0.0
"('#scaramouche', ""Gare, Monsieur, gare, prenez garde, hem, n'est-elle pas là ?"")",-,0.0
"('#octave', 'Qui ?')",-,0.0
"('#scaramouche', 'Colombine.')",-,0.0
"('#octave', 'Colombine ?')",-,0.0
"('#scaramouche', 'Oui Colombine, elle doit être ici.')",-,0.0
"('#octave', ""Mais comment veux-tu qu'elle soit ici, puisque je l'ai laissée à Paris ?"")",-,0.0
"('#scaramouche', 'Diable, une fille de Paris un peu jolie, fait bien du chemin en peu de temps.')",-,0.0
"('#octave', ""Je n'entends rien à ton peste de galimatias."")",-,0.0
"('#scaramouche', 'Cela veut dire, Monsieur, que le lendemain de votre départ de Paris, Colombine monta à cheval pour vous suivre.')",-,0.0
"('#octave', 'Hé bien, Scaramouche.')",-,0.0
"('#scaramouche', ""Hé bien, il y a cinq jours qu'elle vous suit, elle vous doit avoir joint."")",-,0.0
"('#octave', ""Mais ne sachant pas où je suis, comment veux-tu qu'elle me trouve ?"")",-,0.0
"('#scaramouche', ""Oh Diable, Monsieur, une fille amoureuse a bon nez, et un Amant aimé est un gibier dont il n'est pas malaisé de suivre la piste.  Je vous dis encore un coup, que si Colombine n'est pas ici, elle y sera bientôt."")",-,0.0
"('#octave', 'Mais dis-moi, Scaramouche, lorsque Colombine apprit mon départ, que fit-elle ?  Que dit-elle de mon absence ?')",-,0.0
"('#scaramouche', ""Ah, Monsieur, c'est une chose déplorable.  La pauvre fille !  Je ne saurais m'empêcher de pleurer, car je suis sensible aussi."")",-,0.0
"('#octave', 'Hélas !')",-,0.0
"('#scaramouche', ""C'était la plus drôle de chose ; quand j'y songe, je ne puis m'empêcher de rire."")",-,0.0
"('#octave', 'Et de quoi ris-tu, coquin ?')",-,0.0
"('#scaramouche', ""De la mine qu'elle fit quand vous fûtes parti."")",-,0.0
"('#octave', 'Maraud !')",-,0.0
"('#scaramouche', ""J'entrai dans sa chambre, et je la trouvai sur son lit, toute en pleurs, qui s'arrachait les cheveux.  C'est donc ainsi ; disait-elle qu'il m'abandonne, qu'il me... Ah, ah, cela fait crever le coeur. Il pleure."")",-,0.0
"('#octave', 'Pouvais-je faire autrement ?')",-,0.0
"('#scaramouche', ""Hé bien Scaramouche, ajouta-t-elle, tu vois comme on traite un Prince que j'aime à l'adoration."")",-,0.0
"('#octave', 'Elle ne sait donc pas qui je suis, et elle me croit toujours un Prince Allemand.')",-,0.0
"('#scaramouche', ""Vraiment, elle se donnerait à tous les diables, que vous êtes le plus grand Prince de toute la princerie ; on n'aurait qu'y lui dire que vous êtes un Comédien, ma foi !"")",-,0.0
"('#octave', ""Tant pis Scaramouche, tant pis.  Quand Colombine saura que je ne suis qu'un Comédien, quelle chute ?  Elle en mourra de douleur."")",-,0.0
"('#scaramouche', ""S'il fallait trépaner toutes les femmes qui font de ces chutes-là, les chirurgiens gagneraient trop d'argent."")",-,0.0
"('#octave', 'Continue ton récit.')",-,0.0
"('#scaramouche', ""Traître, infâme, scélérat...  C'est elle qui parle."")",-,0.0
"('#octave', 'Supprime ces épithètes.')",-,0.0
"('#scaramouche', ""Je suis Historien exact.  Je mourrai.  Oui, dit-elle, je mourrai de douleur. Ah, ah, cela m'arrache les larmes. Il pleure."")",-,0.0
"('#octave', 'Hélas !')",-,0.0
"('#scaramouche', 'Et sur le champ elle se lève du lit.  Oh pour celui-là il est trop plaisant, Prend les porcelaines de sa cheminée, les jette à terre, prend, rompt les tableaux, crac ; renverse les meubles, ouvre la fenêtre, et se jette... Il rit.')",-,0.0
"('#octave', 'Où, Scaramouche ?')",-,0.0
"('#scaramouche', 'Dans un fauteuil.')",-,0.0
"('#octave', 'Enfin.')",-,0.0
"('#scaramouche', ""Je n'en vis pas davantage, et je m'en allai."")",-,0.0
"('#octave', 'Et pourquoi, Coquin.')",-,0.0
"('#scaramouche', ""Diable, Monsieur, une fille amoureuse qui a perdu son Amant se prend où elle peut !  Que sait-on ?  Je ne suis pas dégoûtant, et si elle n'était pas dégoûtée, sur ma parole."")",-,0.0
"('#octave', ""Taisez-vous, Monsieur le mauvais plaisant.  Mais comment sais-tu donc qu'elle est partie ?"")",-,0.0
"('#scaramouche', ""C'est que le lendemain, je la vis sortir à cheval par la porte Saint-Honoré, et je conjecture de là qu'elle vous suit."")",-,0.0
"('#octave', 'Me voilà plus inquiet et plus embarrassé que jamais.')",-,0.0
"('#scaramouche', ""Pour moi, il y a environ deux heures que je me suis mis au service d'un nommé Arlequin."")",-,0.0
"('#octave', ""Ce Philosophe qui s'est retiré ici ?"")",-,0.0
"('#scaramouche', ""Justement, j'ai mes raisons pour cela."")",-,0.0
"('#octave', 'Et quelles raisons encore ?')",-,0.0
"('#scaramouche', ""De bonnes raisons pour vos intérêts et pour les miens.  Mais retirez-vous, j'ai peur qu'on ne nous surprenne."")",-,0.0
"('#arlequin', ""Hé bien, Monsieur Disanvray, qu'y a-t-il de nouveau à Paris ?"")",-,0.0
"('#monsieur-disanvray', 'Quoi !  Vous ennuyez-vous déjà dans votre retraite ?  À quel changement vous attendez-vous depuis un mois que vous êtes hors de Paris ?')",-,0.0
"('#arlequin', ""Un mois, Monsieur Disanvray ?  Vous n'y pensez pas.  Faut-il un mois pour changer du blanc au noir une Ville qui est le mouvement perpétuel.  Allez, allez, ma curiosité serait bien satisfaite si je pouvais savoir combien il s'y fait de changements en vingt-quatre heures."")",-,0.0
"('#monsieur-disanvray', ""Qu'est-ce à dire ?"")",-,0.0
"('#arlequin', ""Hé faut-il plus d'une nuit pour faire d'une fille une femme, un Gentilhomme d'un roturier, et d'un roturier et d'un faquin, un homme d'importance ?"")",-,0.0
"('#monsieur-disanvray', ""Vous avez raison ; mais il serait diantrement difficile de tenir un registre exact de ces changements, tant ils sont fréquents.  Mais sans entrer dans un si grand détail, paris est à peu près de même que vous l'avez laissé ; les hommes y sont fourbes, avides, âpres à l'argent, peu sensibles aux lois de l'honneur, et sacrifiant tout à leur intérêt.  Les femmes sont prudes au dehors, et galantes au-dedans ; les vieilles se fardent, les jeunes minaudent.  Il y a moins de jaloux que de Cocus."")",-,0.0
"('#arlequin', 'Et les Coquettes comment se gouvernent-elles ?')",-,0.0
"('#monsieur-disanvray', ""Les Coquettes ?  Il n'y en a plus."")",-,0.0
"('#arlequin', 'Oh, oh, point de Coquettes à Paris ?')",-,0.0
"('#monsieur-disanvray', ""Non.  Une coquette n'est-ce pas une femme qui a plusieurs amants ?"")",-,0.0
"('#arlequin', 'Oui.')",-,0.0
"('#monsieur-disanvray', ""Et bien, il n'y a donc plus de Coquettes.  Car loin qu'une seule femme ait plusieurs Amants, bien heureuse celle qui en a un à elle seule.  Il y a tel homme sur qui dix ou douze femmes mettent l'enchère tout à la fois."")",-,0.0
"('#arlequin', ""C'est comme de mon temps.  Car j'ai connu autrefois une fort jolie personne intéressée pour un septième sur un Capitaine de Dragons, qu'elle ne voyait pas six fois dans tout un quartier d'Hiver."")",-,0.0
"('#monsieur-disanvray', ""C'est une chose déplorable que de voir la disette d'hommes qui règne à Paris, et la cherté dont ils sont.  Aussi une femme de bon sens, disait-elle ces jours passés, que dans une année abondante, la nature devrait produire pour le soulagement du pauvre sexe féminin, une certaine quantité d'hommes, comme elle produit du vin et du blé."")",-,0.0
"('#arlequin', ""Bon !  Et quand cette année il serait né autant d'hommes qu'il s'est cueilli de grains de blé, de quelle utilité pourraient-ils être aux Coquettes.  Elles seraient passées avant qu'ils fussent mûrs.  Mais, Monsieur Disanvray, comment vivent les beaux Esprits à Pris ?  Font-ils toujours corps de Communauté, et n'ont-ils qu'un même Syndic avec les Fripiers ?"")",-,0.0
-,"('#arlequin', ""Déserts, affreux déserts, sombres loges, parterre,  Balcons inhabités, théâtre solitaire ;  Et vous fidèles bancs, qui seuls depuis six mois,  Demeurez attentifs à nos comiques voix ;  Je viens vous raconter les malheurs de ma bourse.  De ces malheurs, hélas ! Le printemps est la source.  Le cruel mois de Mai, qui devrait tous les ans  Fournir nos coquettes d'amants,  Les effarouche et les écarte :  Il n'est officier qui ne parte.  Ô renouveau fatal, qui fais couler nos pleurs !  Pendant qu'on voit briller les parterres de fleurs,  Le nôtre languissant, ne pousse  Que des chardons et de la mousse.  Oui, le printemps qui vient peupler les arbrisseaux  De mille différents oiseaux,  Dépeuple de plumets, théâtres et ruelles,  Et fait nicher les hirondelles  Tranquillement dans nos plafonds.  On voit reverdir les buissons,  Et sécher sur pied les grisettes.  Le printemps vient enfin désoler nos cassettes.  À ce mot, mon coeur se saisit. Déjà vox faucibus haesit.  Qu'êtes-vous devenus, jeunes foudres de guerre,  Qui triomphiez jadis dans ce vaste parterre ?  Hélas ! Je n'y vois plus  Ce doux flux et reflux  De têtes ondoyantes,  Qui rend en plein hiver nos moissons abondantes,  Quand le troupeau guerrier et terrestre et marin,  Vient piétiner notre terrain ;  En y semant quelques paroles,  Nous recueillons force pistoles.  À présent nous semons dans la concavité.  Notre voix n'y produit qu'un écho répété ;  Écho fatal, qui va jusques dans nos marmites  Prouver le vide aux parasites.  Je le prouverais au Docteur entêté,  Que ma bourse est vide en été.  Depuis six mois entiers, à peine le dimanche  Arlequin tire-t-il les frais de son éclanche.  Aussi faute d'émolument  On voit que le relâchement  Se met dans la troupe comique :  Mezzetin s'en va voyager,  Le docteur quitte la boutique,  Pasquariel nous fait enrager ;  Octave fait l'amour, et Cinthe a la colique :  Notre caissier s'endort en faisant la recette,  Et le portier lit la gazette.  Le théâtre représente une solitude. "")",0.0
-,"('#colombine', ""À quoi diantre s'amuse Arlequin, pendant que la troupe tient conseil sur les affaires présentes ?"")",0.0
-,"('#arlequin', ""Je racontais nos malheurs aux échos et aux bois d'alentour."")",0.0
-,"('#colombine', 'Tu ferais bien mieux de chercher quelque remède à nos maux.')",0.0
-,"('#arlequin', ""Hélas !  Nous sommes les malades, et voilà les médecins... Il n'y a que la quantité de médecins qui puisse guérir notre maladie. Montrant le parterre."")",0.0
-,"('#colombine', 'Nous prendrions notre mal en patience, si nous pouvions avoir ici tous les jours une consultation de cinq à six cents médecins.')",0.0
-,"('#arlequin', 'Oh, ces médecins-là ne sont pas si âpres aux consultations, que ceux de la faculté.')",0.0
-,"('#colombine', ""J'en sais bien la raison : c'est qu'on donne de l'argent à ceux-là ; et ceux-ci au contraire payent à la porte le droit de dire leur avis."")",0.0
-,"('#arlequin', ""C'est pour cela qu'ils le disent si librement."")",0.0
-,"('#colombine', ""Mon pauvre Arlequin, puisque la saison de l'été est si contraire au tempérament des comédiens, puisque nous sommes desséchés, atténués, languissants, agonisants ; en un mot puisque nous sommes abandonnés des médecins, il faut tirer le rideau, c'est-à-dire fermer notre théâtre, et prendre congé de la compagnie."")",0.0
-,"('#arlequin', ""Avant que de mourir, nous avons encore l'émétique, et la petite bagatelle que nous jouons sera peut-être un émétique salutaire."")",0.0
-,"('#colombine', ""Bagatelle.  L'émétique le plus fin n'a point de vertu en automne.  En un mot, il faut quitter le jeu quand il ne vaut pas la chandelle."")",0.0
-,"('#arlequin', ""Elle a raison : cette diable de chandelle brûle toujours, il n'y a qu'à l'éteindre. Il veut éteindre les chandelles. "")",0.0
-,"('#colombine', ""Doucement.  Ce n'est pas que, si on jouait la comédie à l'aveuglette, cela nous ferait peut-être venir plus de monde."")",0.0
-,"('#arlequin', ""Je le crois.  L'auditeur a plus d'attention quand il ne voit goutte."")",0.0
-,"('#colombine', ""Oui, mais j'aurais peur qu'on ne fût si recueilli dans les loges, que l'attention ne passât pas les barreaux.  Finissons la plaisanterie.  Tous nos acteurs sont résolus de quitter la comédie, et de faire valoir chacun leur petit talent en particulier.  Ils vont tous passet en revue devant toi, afin que tu choisisses avec qui tu veux t'associer. Elle s'en va. "")",0.0
-,"('#arlequin', 'La revue ne sera pas complète ; car nous avons bien des déserteurs.')",0.0
-,"('#leandre', ""Fasse son métier qui le saura.  Jeune fille trop sévère,  Honteux gascon, normand sincère  Jamais ne réussira.  Fasse son métier qui le saura.  La joueuse qui s'acquitte,  Le guerrier qui plaidera,  Laide guenon qui sollicite,  Jamais ne réussira.  Fasse son métier qui le saura. (bis) "")",0.0
-,"('#arlequin', 'Hé bien, quel parti avez-vous pris, monsieur Léandre ?')",0.0
-,"('#leandre', ""Pour moi, je crois qu'il est bon que chacun s'en tienne au métier de ses pères, quoi qu'en disent nos guerriers bourgeois.  Tu sais que dans notre famille nous sommes tous amoureux de père en fils, et comme j'excelle à ce métier-là, je vais montrer en ville à faire l'amour méthodiquement."")",0.0
-,"('#arlequin', ""Fi !  Il n'y a que la canaille qui s'amuse à faire l'amour.  Les grands seigneurs l'achètent tout fait."")",0.0
-,"('#leandre', ""Je sais qu'à présent l'amour est moins un métier qu'une marchandise ; mais enfin, il faut toujours de l'art pour tromper une jeune innocente avec de faux serments : pour fasciner les yeux d'une mère, en la mettant de toutes les parties de plaisir : pour donner le change à un rival, et gagner l'amitié et la confidence des maris qui ont de jolies femmes."")",0.0
-,"('#arlequin', ""Ma foi, on n'a pas besoin de leçons pour tout cela, et où l'art manque, on a recours à la nature."")",0.0
-,"('#leandre', ""Pauvre Arlequin, tu verras que nous aurons des écolières, si tu veux t'associer avec moi."")",0.0
-,"('#arlequin', 'Hé mais...  Je le veux bien, moi, à condition que vous composerez les règles, et moi je les exercerai ; quand les écolières en vaudront la peine, vous donnerez les premières leçons, et je donnerai les dernières.')",0.0
