corneillet-circe,quinault-cadmus-hermione,Score
"('#l-amour', ""Passe encor pour ce qui me regarde ;  Mais ce qui fait tout mon ressentiment,  Et m'est une peine cruelle,  C'est que lorsque avec une Belle  J'ai fait l'union d'un Amant,  Et qu'elle en croit les noeuds serrés si fortement,  Que rien ne saurait plus l'arracher d'auprès d'elle,  Si LOUIS dans sa noble ardeur  Court où l'appelle son grand coeur,  L'Amant, quoique plein de tendresse,  Se reproche un honteux repos,  Et quitte aussitôt la Maîtresse,  Pour suivre les pas du Héros.  Elle s'en plaint, elle en soupire,  Et par sa disgrâce fait voir  La faiblesse de mon Empire. "")",-,0.0
"('#la-renommee', ""Que n'usez-vous alors de tout votre pouvoir,  Pour rappeler ceux que la Guerre attire ? "")",-,0.0
"('#l-amour', ""Il ne tient pas à la vouloir ;  Mais j'ai beau faire, j'ai beau dire.  Charmés de voir LOUIS, de marcher sur ses pas,  Quelque flatteur que pour eux je puisse être,  C'est un Enfant qui parle, ils ne m'écoutent pas,  Et les combats  Auprès de leur Auguste Maître,  Ont pour eux plus d'appas,  Que les plus tendres feux qu'en leurs coeurs j'ai fait naître.  Ainsi la Guerre est un malheur  Qui me rend inutile, et c'est de quoi j'enrage.  Je me trouve accablé de honte et de douleur,  Et tandis que LOUIS fait briller sa valeur,  Je joue un méchant personnage.  Mais que vois-je ? "")",-,0.0
"('#l-amour', ""La Gloire, à qui le Ciel toujours  Donna les héros à défendre.  De ce Temple où j'ai soin chaque jour de me rendre,  Je viens d'entendre vos discours.  En vain, Dieu des Guerriers, dont la fière puissance  Vous fait redouter des mortels,  Vous prétendez détruire les Autels  Que j'ai fait élever au héros de la France.  Il mérite encor plus, et n'est point comme vous  Incessamment rempli d'un aveugle courroux.  Lorsqu'il entreprend quelque guerre,  C'est pour mieux maintenir de légitimes droits,  Ou pour confondre ceux, qui méprisant les rois,  Se veulent ériger en Titans de la Terre.  Rendez-lui donc justice, et dans tous ses combats  Vous-même accompagnez es pas.  Ainsi de vos fureurs on ne pourra se plaindre,  Et secondant LOUIS, qui par tout sait charmer,  En même temps que vous vous ferez craindre,  En même temps vous vous ferez aimer.  La Fortune, je le confesse,  A sujet de se chagriner.  Elle est d'un Sexe à voir avec quelque tristesse  Que ses Adorateurs l'osent abandonner,  Mais qu'elle se fasse justice.  Ses bienfaits sont souvent suivis de trahison ;  Elle ne fait jamais de bien que par caprice,  Et le Dieu des Français n'en fait que par raison.  Il récompense le mérite,  Sans même qu'on l'en sollicite,  Et pour se rétablir, la Fortune aujourd'hui  Doit se ranger auprès de lui.  On oubliera son inconstance,  Et par un surprenant effet,  On lui croira de la prudence,  Et c'est ce qu'on n'a jamais fait.  Pour vous répondre aussi, Déesse,  Le travail est pénible à remplir votre emploi ;  Mais le charme qu'on trouve à parler d'un grand Roi,  Ne demande-t-il pas qu'on en parle sans cesse ?  Depuis que par l'ordre des Cieux  Vous publiez les merveilles  Et des hommes et des Dieux,  En avez-vous jamais rencontré de pareilles,  Ni de qui le récit vous fût si glorieux ?  Quant aux Demi-Héros qui prennent pour offense,  Que de leurs noms obscurs vous fassiez peu d'état,  À quoi bon vous charger d'actions sans éclat,  Dont jamais l'Avenir ne prendra connaissance ?  Malgré le vain orgueil dont ils sont éblouis,  Laissez-les dans la poussière,  Et donnez-vous toute entière  À publier des exploits inouïs.  Dites plus que jamais cent Héros n'ont pu faire,  Vous n'aurez qu'à nommer LOUIS,  Et dans tout l'Univers on vous croira sincère.  Vous souffrez, je le connais bien,  J'entre dans votre inquiétude.  Demeurez sans pouvoir, est un destin bien rude,  Et je plains fort l'Amour qui ne s'occupe à rien ;  Mais venez voir LOUIS, et tâchez de lui plaire.  Attachez-vous à le considérer,  À voir sa gloire, à l'admirer,  Et vous aurez assez à faire.  À la Fortune.  À la Renommée.  À l'Amour. "")",-,0.0
"('#l-amour', 'Je veux suivre votre conseil. ')",-,0.0
"('#la-fortune', 'Chacun doit déférer aux avis de la Gloire. ')",-,0.0
"('#la-renommee', 'Ainsi que vous je la veux croire. ')",-,0.0
"('#mars', 'Voyons auparavant ce Temple sans pareil. ')",-,0.0
"('#la-gloire', ""Vous pouvez l'admirer ensemble,  Il mérite bien vos regards.  Mais il faut qu'en ce lieu j'assemble  Les plaisirs et les plus beaux Arts.  Par mon ordre ils s'en vont paraître,  Et par leurs Chansons et leurs Jeux  Marquer au plus grand Roi que le Ciel ait fait naître,  Ce qu'ils doivent au soin qu'il daigne prendre d'eux.  Dans le temps que Mars et les autres Divinités qui ont paru dans le Prologue, s'avancent dans le temple, pour en mieux examiner les beautés, la Musique sort d'un des côtés du Théâtre, avec un Livre de Tablature à la main. Elle est suivie des Arts, tant Libéraux que Mécaniques, que sont l'Agriculture avec un habit couvert d'Épis d'or, et tenant une Bêche ; la Navigation, vêtue d'un Taffetas de la Chine, à la manière des Matelots ; l'orfèvrerie, chargée de Chaînes d'or et de pierreries ; la Peinture, tenant une Palette et un Pinceau ; la Guerre, une Épée ; la Géométrie, un Compas ; L'astrologie, un Globe ; la Sculpture, un Ciseau. La Comédie paraît de l'autre côté, tenant un Masque, et accompagnée des Plaisirs. La Chasse, qu'on met ensemble au nombre des Plaisirs et des Arts, se fait voir la première revêtue de vert et tenant un dard. La Mascarade la suit bizarrement habillée, avec un Cornet à la main. On voit ensuite la Pêche qui tient une Ligne ; La Paume, une Raquette ; le Jeu, des Cartes ; La Bonne chère, un Flacon d'Or ; et la Danse, une Poche. Après avoir par quelques figures, et par leurs différentes actions, donné des marques de ce qu'ils représentent, la Comédie et la Musique chantent ensemble le Dialogue suivant. "")",-,0.0
"('#la-comedie', ""Pour divertir LOUIS, unissons-nous ensemble,  Il est le plus grand des Mortels,  Et quand pour lui la Gloire élève des Autels.  Il faut que la Musique assemble  Ce que ses tons les plus charmants  Peuvent à mon Théâtre ajouter d'ornements. "")",-,0.0
"('#la-musique', ""Pour ce Grand Roi qui sur la Scène  Voit si souvent tes charmes éclater,  J'aimerais assez à chanter ;  Mais j'ai si peu de voix, qu'on ne m'entend qu'à peine. "")",-,0.0
"('#les-arts #les-plaisirs', ""Si tu nous veux souffrir, nous pourrons t'en prêter. "")",-,0.0
"('#la-comedie #la-musique', ""Unissons-nous pour célébrer la Gloire  Dont brille l'Auguste LOUIS. "")",-,0.0
"('#la-musique', 'De son éclat partout les Peuples éblouis  Consacrent son grand Nom au Temple de Mémoire. ')",-,0.0
"('#la-comedie #la-musique', 'Unissons-nous pour célébrer sa gloire. ')",-,0.0
"('#tous-ensemble', ""Vantons ce grand Nom comme eux.  Jamais Exploits si fameux  Ne firent parler l'Histoire. "")",-,0.0
"('#la-comedie #la-musique #un-art', 'Ils sont tels, que nos Neveux  Refuseront de les croire. ')",-,0.0
"('#tous-ensemble', 'Chantons, unissons-nous pour célébrer sa gloire. ')",-,0.0
"('#la-musique', ""Sur des Exploits moins glorieux,  On a placé parmi les Dieux  Les Héros dont le nom fut grand et redoutable.  LOUIS a droit plus qu'eux à l'immortalité ;  LOUIS qui tous les jours fait une Vérité  Des vains prodiges de la Fable. "")",-,0.0
"('#la-comedie #la-musique', 'Ses Ennemis, de ses armes frappés,  Sont à vanter son nom eux-mêmes occupés,  Les voyant entasser Victoire sur Victoire.')",-,0.0
"('#tous-ensemble', ""Vantons ce grand Nom comme eux Jamais Exploits si fameux  Ne firent parler l'Histoire. "")",-,0.0
"('#la-comedie #la-musique #un-art', 'Ils sont tels, que nos Neveux  Refusèrent de les croire. ')",-,0.0
"('#tous-ensemble', 'Chantons, unissons-nous pour célébrer sa gloire. ')",-,0.0
"('#palemon', ""J'admire, à dire vrai, cette délicatesse.  Silla tient votre coeur charmé,  Vous n'aspirez dans l'ardeur qui vous presse,  Qu'à l'unique bonheur de vous en voir aimé ;  Et lorsque votre rang vous peut aider à plaire,  Vous vous obstinez à le taire.  Vous passez pour un Prince illustre et glorieux,  Que l'on révère dans la Thrace,  Et c'est choisir d'assez nobles Aïeux,  Que de faire Borée Auteur de votre Race.  Borée, en ces Cantons de frimas et de glace,  S'est acquis un renom qui fait bruit en tous lieux ;  Mais lorsque d'un rival l'amour vous embarrasse,  Si l'aimable Silla savait qu'entre les Dieux  Le Destin vous a donné place,  Vos desseins n'en iraient que mieux.  Laissez là d'un mortel la trompeuse apparence,  Et prenez de Glaucus la fière majesté.  Pour forcer un coeur qui balance,  L'éclat de la Divinité  Manque rarement de puissance. "")",-,0.0
"('#glaucus', ""Ah Palémon, crois-tu qu'on puisse avoir jamais,  Quand on est bien touché, l'âme trop délicate,  Et quelque doux penchant qui pour nos coeurs combatte,  L'amour qui contraint les souhaits,  A-t-il quelque chose qui flatte ?  Si me faisant connaître pour Glaucus,  J'obtiens que Silla me préfère,  Pourrai-je m'applaudir de ses dédains vaincus,  Quand son ambition voulant se satisfaire,  Aura plutôt en moi, pour finir mon tourment,  Regardé le Dieu que l'Amant ?  Comme Prince et Mortel, dans mon amour extrême,  Je voudrais lui pouvoir faire agréer mes voeux,  Obtenir son coeur d'elle-même,  Et la voir sensible à mes feux,  Sans qu'elle sût que c'est un Dieu qui l'aime. "")",-,0.0
"('#palemon', ""Si comme dans Borée il vous a plu choisir  Le sang que vous feignez vous avoir donné l'être,  Vous l'imitiez dans le brûlant désir  Que l'amour autrefois dans son âme fit naître,  Vous n'auriez pas le goût si différent du sien.  Charmé de la belle Orithie,  Il fit l'Amant soumis, en prit le doux maintien,  Et d'abord les soupirs furent de la partie ;  Mais voyant qu'auprès d'elle ils ne servaient de rien,  Sans tenir au respect la flamme assujettie,  Il employa la force, et s'en trouva fort bien. "")",-,0.0
"('#glaucus', ""Ah, ne me parle point de suivre son exemple.  Moi, tâcher d'être heureux par un enlèvement ! "")",-,0.0
"('#palemon', 'Soupirez donc toujours, la matière est bien ample,  Quand un rival en est le fondement.  Silla, vous le savez, regrette Mélicerte ;  Pour ce Prince Thébain son coeur est enflammé. ')",-,0.0
"('#glaucus', ""Oui, je sais qu'il en est aimé,  Et c'est la cause de ma perte.  Mais enfin tout_à_coup disparu de ces lieux,  Sans l'avoir préparée aux chagrins de l'absence,  Par ce départ injurieux  Il semble qu'à mon espérance  Il abandonne un bien si précieux.  Il me faut ménager un temps si favorable.  Ainsi je veux, pour fléchir sa rigueur,  Lui jurer tout l'amour dont le plus tendre coeur  Se soit jamais trouvé capable ;  Et si les vifs transports d'une si belle ardeur  La laissent à mes voeux toujours inexorable,  Je ferai briller à ses yeux  L'honneur que j'ai reçu d'être au nombre des Dieux.  Peut-être que déjà la Nymphe Galatée,  Qui sait tout le secret de mon déguisement,  Aura nommé Glaucus à Silla pour Amant.  La chose entre elle et moi s'est ainsi concertée,  Pour découvrir son sentiment ;  Et pour peu que d'un Dieu l'hommage l'ait flattée,  Si comme Prince enfin je me vois sans espoir,  Parlant comme Glaucus, j'aurai quelque pouvoir.  Ce n'est pas qu'il soit sûr qu'elle veuille se rendre.  Il est d'orgueilleuses Beautés  Qui font gloire de se défendre  De l'amour des Divinités.  Apollon autrefois fut l'Amant le plus tendre,  Et l'offre de son coeur soumis, passionné,  Ne put toucher la trop fière Daphné. "")",-,0.0
"('#palemon', ""Mais à quand découvrir que le Prince de Thrace  Cache en vous ce Glaucus que l'on ne connaît pas ? "")",-,0.0
"('#glaucus', ""Laisse à ma flamme encor rendre quelques combats.  Malgré ce que je souffre à voir Silla de glace,  Je perds ce que l'amour a de plus doux appas,  Si Glaucus dans son coeur peut seul me donner place. "")",-,0.0
"('#palemon', ""L'Être Divin sans doute est un grand bien,  Le privilège en est commode ;  Mais pour moi, je voudrais qu'au moins ce fût la mode,  Que les Dieux pussent tout, et ne souffrissent rien"")",-,0.0
"('#glaucus', ""C'est l'arrêt du Sort ; nous ne sommes  En matières de passions,  Que ce qu'ici-bas sont les Hommes ;  Et si des Transformations  Les miracles nous sont possibles  L'heur d'être plus_ou_moins sensibles  Ne suit pas nos intentions.  Par nous les volontés ne sont jamais forcées,  Et quand l'Amour nous a touchés,  Pénétrer dans les coeurs, lire dans les pensées,  Sont droits qui nous sont retranchés.  Il est bon après tout qu'une telle impuissance,  Laissant craindre et douter, irrite le désir.  L'incertitude anime l'espérance,  Et nous aimerions sans plaisir,  Si nous n'aimions qu'avec pleine assurance  De ne trouver aucune résistance  Dans l'Objet que l'Amour nous aurait fait choisir. "")",-,0.0
"('#palemon', ""Comme je n'aime pas la peine,  J'y serais, je l'avoue, un peu moins délicat ;  Et quoique vaincre sans combat  Ne soit pas pour une âme vaine  Un triomphe de grand éclat,  J'aimerais à trouver la Victoire certaine.  Témoin les Belles que voici,  Dont chacune avec moi prend différente route.  Je vois la fière, sans souci,  Et je ne fais le radouci  Qu'auprès de celle qui m'écoute. "")",-,0.0
"('#glaucus', 'Quoi, seules sans Silla ? ')",-,0.0
"('#celie', ""Derrière ce coteau  Elle a trouvé la Nymphe Galatée,  Avec qui par respect elle s'est arrêtée. "")",-,0.0
"('#glaucus', ""Sans cette occasion il m'eût paru nouveau  Que vous l'eussiez ainsi l'une et l'autre quittée.  Que m'en apprenez-vous, et que dois-je espérer  Du pur amour que je lui fais paraître ? "")",-,0.0
"('#celie', 'Sa fierté peut ne pas durer ;  Mais qui risque sur un peut-être,  A quelquefois longtemps à soupirer. ')",-,0.0
"('#melisse', ""Seigneur, si vous m'en voulez croire,  Vous cesserez d'aimer qui ne vous aime pas.  Vous devez cet effort au soin de votre gloire,  Et c'est vous ravaler trop bas,  Que de céder une victoire  Dont vous voyez qu'on fait si peu de cas. "")",-,0.0
"('#celie', ""Contre l'Amour Mélisse est toujours animée,  Et dit plus qu'elle ne ferait. "")",-,0.0
"('#melisse', ""Il est vrai que jamais je n'eus l'âme enflammée ;  Mais le dépit me guérirait,  Si j'aimais un moment sans que je fusse aimée. "")",-,0.0
"('#glaucus', ""Non, vos conseils sont superflus.  Mélisse, il faut que j'aime, et le Destin l'ordonne ;  Mais lorsque tout mon coeur à Silla s'abandonne,  Qu'ai-je en moi qui me doive attirer ses refus ?  Mon rival vaut-il tant qu'elle me le préfère,  Quand il s'agit de choisir un époux ?  Et suis-je fait d'un air... "")",-,0.0
"('#celie', ""Non, Seigneur, au contraire,  Air, taille, mine, port, tout est brillant en vous ;  Et vous auriez le coeur de quelqu'une d'entre nous,  Si quelqu'une de nous avait l'heur de vous plaire. "")",-,0.0
"('#melisse', ""Qui cherche à prévenir d'un air si gracieux,  Doit se sentir d'humeur à ne se point défendre. "")",-,0.0
"('#celie', ""Sans doute, je tiendrais le parti glorieux,  Car comme vous je ne veux pas le prendre  Sur le ton fier et sérieux ;  Mais soit dit sans blesser le pouvoir de vos yeux,  Qui vous donnent droit de prétendre  Jusqu'à la tendresse des Dieux,  Celle qu'on voit qui se défend le mieux,  Est quelquefois la plus prête à se rendre. "")",-,0.0
"('#palemon', ""Célie est sans façon, et je l'aime par là. "")",-,0.0
"('#celie', 'À quoi peut servir la grimace ? ')",-,0.0
"('#glaucus', ""Quoi, toujours Mélicerte est aimé de Silla,  Quoique par son absence il m'ait quitté la place ?  Il l'ose abandonner, sans qu'on sache en quel lieu  Son ingratitude l'entraîne,  Point d'excuse, aucun adieu Et les soupirs d'un Prince, et peut-être d'un Dieu,  Ne pourront contre lui révolter l'inhumaine ?  La constance est sans doute un peu hors de saison. "")",-,0.0
"('#celie', ""Voilà ce que c'est qu'une Femme.  Quand de l'amour le doucereux poison  S'est une fois emparé de son âme,  Il la brouille si bien avecque sa raison,  Que la plus noire trahison  Peut à peine éteindre sa flamme.  J'ai beau pour vous servir peindre votre rival  De toutes les couleurs qui repoussent l'estime.  De son éloignement j'ai beau lui faire un crime.  Silla soutient que je le connais mal,  Et croit brûler pour lui d'un feu si légitime,  Que dans l'ardeur de le revoir  Elle veut de Circé faire agir le pouvoir. "")",-,0.0
"('#glaucus', 'De Circé ! Quoi, Célie.... ')",-,0.0
"('#celie', ""Oui, dès aujourd'hui même  Elle songe à se rendre au Palais de Circé. "")",-,0.0
"('#glaucus', ""Je l'aperçois qui vient. Ciel, faut-il que je l'aime,  Si de son coeur par ma tendresse extrême  Mon indigne rival ne peut être chassé ? "")",-,0.0
"('#glaucus', ""Qu'avez-vous résolu, Madame ?  Dois-je toujours languir, et languir sans espoir ? "")",-,0.0
"('#silla', ""Je vous l'ai déjà dit, j'estime votre flamme,  Prince, et vos voeux offerts auraient touché mon âme,  Si sur moi Mélicerte eût eu moins de pouvoir. "")",-,0.0
"('#glaucus', ""Doit-il le conserver, ce pouvoir qui me tue,  Quand il aime assez peu pour vous abandonner ?  Sa fuite est-elle à pardonner ?  Il vous quitte, il renonce au bien de votre vue,  Et vous voulez vous obstiner  À lui garder la foi qu'il a reçue. "")",-,0.0
"('#silla', ""Qu'il en soit digne, ou non, tout est égal pour vous.  Je dois toujours l'aimer, s'il m'est toujours fidèle ;  Et si de son départ la cause est criminelle,  Tous les Hommes par lui méritent le courroux,  Où pour venger ma gloire un juste orgueil m'appelle,  Et je leur dois jurer à tous,  Pour le crime d'un seul, une haine éternelle. "")",-,0.0
"('#glaucus', ""Quoi, regarder ce crime ainsi qu'un attentat  Que partagent tous ceux qu'un beau feu vous attire ? "")",-,0.0
"('#silla', ""De l'Amour une fois on peut suivre l'empire,  Au péril de faire un Ingrat ;  Mais dès qu'on est trompé, l'épreuve doit suffire,  Et pour peu qu'elle ait fait d'éclat,  Qui de nouveau peut croire un Amant qui soupire  N'a pas sur la fierté le coeur bien délicat. "")",-,0.0
"('#glaucus', 'Rigoureuse maxime ! À quoi me réduit-elle,  Si rien ne vous la fait changer ? ')",-,0.0
"('#silla', ""Je n'ai pas l'esprit léger ;  Et si j'aime un infidèle ;  Jamais passion nouvelle  N'aura de quoi m'engager."")",-,0.0
"('#glaucus', ""Ah, si vous connaissiez jusqu'où pour vous la mienne  Pousse les transports de mon coeur ! "")",-,0.0
"('#silla', ""Je les crois pleins de la plus vive ardeur ;  Mais que voulez-vous qu'elle obtienne,  Lorsqu'un Dieu même éprouve ma rigueur ?  Je viens de quitter Galatée,  Qui m'a peint de Glaucus le violent amour.  Je ne l'ai qu'à peine écoutée ;  Tout cède à Mélicerte, et j'attends son retour. "")",-,0.0
"('#glaucus', ""Il est juste qu'un Dieu sur un Mortel l'emporte ;  Et si Glaucus brûle pour vous,  Ce choix à votre gloire importe,  Je le verrai sans en être jaloux.  Au moins ce me fera quelque chose de doux,  Que mon malheur au plus haut rang vous porte,  Et ma douleur sera moins forte  Par l'avantage de l'Époux. "")",-,0.0
"('#silla', ""Prince, l'ambition ne règle point ma flamme,  Et si j'avais encor à choisir un Amant,  Je ne m'attacherais qu'au seul empressement ;  Lui seul pourrait tout sur mon âme.  Ainsi tout Dieu qu'il est, si Glaucus écouté  De mon coeur se rendait le maître,  Ce serait moins par sa Divinité,  Que par l'amour qu'il me ferait paraître. "")",-,0.0
"('#glaucus', ""Quoi, d'un Dieu pour Époux faire si peu de cas,  Qu'un Mortel lui soit préférable ? "")",-,0.0
"('#silla', ""C'est à force d'aimer que l'on se rend aimable,  Et je ne me figure pas  Que d'un amour solide et stable  Un Dieu chérisse assez l'appas,  Pour en être longtemps capable. "")",-,0.0
"('#glaucus', ""C'est mal juger des Dieux, qu'avoir ce sentiment. "")",-,0.0
"('#silla', ""Leur flamme est sitôt amortie,  Qu'on les peut croire tous portés au changement.  Le Soleil n'a-t-il pas abandonné Clitie,  Lui qui semblait l'aimer si tendrement ?  Croyez-moi, leur amour n'approche point du nôtre.  Si c'est gloire qu'un Dieu, quand on l'a pour Époux,  Il en faut essuyer mille chagrins jaloux ;  Et Jupiter lui-même, à le dire entre nous,  N'est pas meilleur Mari qu'un autre. "")",-,0.0
"('#glaucus', ""Mais par son peu d'amour quels ennuis aujourd'hui  Ne vous cause pas Mélicerte ? "")",-,0.0
"('#silla', ""Il est vrai, je soupire, et ce n'est que par lui  Qu'aux soupirs mon âme est ouverte.  Il s'est éloigné sans me voir,  Sans m'apprendre en quel lieu son mauvais sort l'exile.  À le faire chercher mon soin est inutile,  Je demande, m'informe, et n'en puis rien savoir.  Son incertaine destinée  À mon esprit flottant cause mile embarras.  Il peut être infidèle, il peut ne l'être pas.  Mais enfin je puis voir ma peine terminée,  Et sortir de ce mauvais pas.  Il est un sûr moyen d'éclaircir le mystère  De son départ précipité. "")",-,0.0
"('#glaucus', ""Employez-le, Madame, et faites vanité  D'étaler à mes yeux ce qui me désespère.  Pour moi, qui vois que de vous plaire  Tout espoir désormais à ma flamme est ôté,  Je ne serai plus arrêté  Par un respect qui m'est contraire.  Je vais devenir téméraire,  Et pour réduire enfin votre ingrate fierté,  Il n'est rien que je n'ose faire. "")",-,0.0
"('#silla', ""C'est pour l'amour un assez doux appas,  Que de chercher à se faire craindre. "")",-,0.0
"('#glaucus', ""Si le mien va trop loin, ne m'en accusez pas.  C'est vous qui le voulez contraindre  À recourir aux attentats.  Pour forcer vos désirs, je vais mettre en usage  Ce qu'en vain... "")",-,0.0
"('#silla', ""Adieu, Prince, il faut me retirer  Pour ne rien ouïr davantage.  Je vois que votre amour commence à s'égarer,  Et vous estime assez pour vouloir ignorer  L'indiscrète chaleur où son transport l'engage. "")",-,0.0
"('#glaucus', 'Madame, encor un mot. ')",-,0.0
"('#silla', ""Je n'écoute plus rien. "")",-,0.0
"('#glaucus', ""Je vous suivrai partout, et malgré vous sans cesse  Je me plaindrai de l'ennui qui me presse. "")",-,0.0
"('#palemon', 'Tout de bon, Célie, est-il bien  De se montrer ainsi tigresse ? ')",-,0.0
