racine-plaideurs,racine-plaideurs-69,Score
"('#dandin', ""Main-forte ! L'on me tue !"")","('#dandin', ""Main-forte. L'on me tue."")",0.9312951564788818
"('#leandre', ""Vite, un flambeau. J'entends mon père dans la rue. Mon père, si matin qui vous fait déloger ? Où courez-vous, la nuit ?"")","('#leandre', ""Vite, un flambeau. J'entends mon père dans la rue. Mon père, si matin qui vous fait déloger ? Où courez-vous, la nuit ?"")",0.9999998211860657
"('#dandin', 'Je veux aller juger. ')","('#dandin', 'Je veux aller juger. ')",1.0
"('#leandre', 'Et qui juger ? Tout dort.')","('#leandre', 'Et qui juger ? Tout dort.')",0.9999998807907104
"('#petit-jean', 'Ma foi, je ne dors guère.')","('#petit-jean', 'Ma foi, je ne dors guère.')",1.0
"('#leandre', 'Que de sacs ! Il en a jusques aux jarretières.')","('#leandre', 'Que de sacs ! Il en a jusques aux jarretières.')",1.0000001192092896
"('#dandin', ""Je ne veux de trois mois rentrer dans la maison. De sacs et de procès j'ai fait provision."")","('#dandin', ""Je ne veux de trois mois rentrer dans la maison. De sacs et de procès j'ai fait provision."")",1.0
"('#leandre', 'Et qui vous nourrira ?')","('#leandre', 'Et qui vous nourrira ?')",0.9999999403953552
"('#dandin', 'Le buvetier, je pense. ')","('#dandin', 'Le buvetier, je pense. ')",1.0
"('#leandre', 'Mais où dormirez-vous, mon père ?')","('#leandre', 'Mais où dormirez-vous, mon père ?')",1.0
"('#dandin', ""À l'audience."")","('#dandin', ""À l'audience."")",1.0000001192092896
"('#leandre', 'Non, mon père, il vaut mieux que vous ne sortiez pas. Dormez chez vous. Chez vous faites tous vos repas. Souffrez que la raison enfin vous persuade ; Et pour votre santé...')","('#leandre', 'Non, mon père, il vaut mieux que vous ne sortiez pas. Dormez chez vous. Chez vous faites tous vos repas. Souffrez que la raison enfin vous persuade ; Et pour votre santé...')",1.0000001192092896
"('#dandin', 'Je veux être malade. ')","('#dandin', 'Je veux être malade.')",1.0
"('#leandre', ""Vous ne l'êtes que trop. Donnez-vous du repos ; Vous n'avez tantôt plus que la peau sur les os."")","('#leandre', ""Vous ne l'êtes que trop. Donnez-vous du repos. Vous n'avez tantôt plus que la peau sur les os."")",0.9867912530899048
"('#dandin', ""Du repos ? Ah, sur toi tu veux régler ton père. Crois-tu qu'un juge n'ait qu'à faire bonne chère, Qu'à battre le pavé comme un tas de galants,  Courir le bal la nuit, et le jour les brelans ! L'argent ne nous vient pas si vite que l'on pense. Chacun de tes rubans me coûte une sentence. Ma robe vous fait honte. Un fils de juge ! Ah, fi. Tu fais le gentilhomme. Hé, Dandin, mon ami, Regarde dans ma chambre, et dans ma garde-robe, Les portraits des Dandins. Tous ont porté la robe, Et c'est le bon parti. Compare prix pour prix Les étrennes d'un juge, à celles d'un marquis ; Attends que nous soyons à la fin de décembre.  Qu'est-ce qu'un gentilhomme ? Un pilier d'antichambre. Combien en as-tu vu, je dis des plus huppés, À souffler dans leurs doigts dans ma cour occupés, La manteau sur le nez, ou la main dans la poche, Enfin, pour se chauffer, venir tourner ma broche.  Voilà comme on les traite. Hé, mon pauvre garçon, De ta défunte mère est-ce là la leçon ? La pauvre Babonnette ! Hélas, lorsque j'y pense, Elle ne manquait pas une seule audience, Jamais au grand jamais elle ne me quitta,  Et Dieu sait bien souvent ce qu'elle en rapporta : Elle eût du buvetier emporté les serviettes, Plutôt que de rentrer au logis les mains nettes. Et voilà comme on fait les bonnes maisons. Va. Tu ne seras qu'un sot."")","('#dandin', ""Du repos ? Ah, sur toi tu veux régler ton père. Crois-tu qu'un juge n'ait qu'à faire bonne chère, Qu'à battre le pavé comme un tas de galants,  Courir le bal la nuit, et le jour les brelans ? L'argent ne nous vient pas si vite que l'on pense. Chacun de tes rubans me coûte une sentence. Ma robe vous fait honte. Un fils de juge ! Ah, fi. Tu fais le gentilhomme. Hé, Dandin, mon ami, Regarde dans ma chambre, et dans ma garde-robe, Les portraits des Dandins. Tous ont porté la robe, Et c'est le bon parti. Compare prix pour prix Les étrennes d'un juge, à celles d'un Marquis ; Attends que nous soyons à la fin de décembre.  Qu'est-ce qu'un gentilhomme ? Un pilier d'antichambre. Combien en as-tu vu, je dis des plus huppés, À souffler dans leurs doigts dans ma cour occupés, La manteau sur le nez, ou la main dans la poche, Enfin, pour se chauffer, venir tourner ma broche.  Voilà comme on les traite. Hé, mon pauvre garçon, De ta défunte mère est-ce là la leçon ? La pauvre Babonnette ! Hélas, lorsque j'y pense, Elle ne manquait pas une seule audience, Jamais, au grand jamais, elle ne me quitta,  Et Dieu sait bien souvent ce qu'elle en rapporta ; Elle eût du buvetier emporté les serviettes, Plutôt que de rentrer au logis les mains nettes. Et voilà comme on fait les bonnes maisons. Va, Tu ne seras qu'un sot."")",0.9989200234413147
"('#leandre', ""Vous vous morfondez là,  Mon père. Petit Jean, ramenez votre maître, Couchez-le dans son lit, fermez porte, fenêtre, Qu'on barricade tout, afin qu'il ait plus chaud."")","('#leandre', ""Vous vous morfondez là,  Mon père. Petit-Jean, ramenez votre maître, Couchez-le dans son lit, fermez porte, fenêtre, Qu'on barricade tout, afin qu'il ait plus chaud."")",0.9945611953735352
"('#petit-jean', 'Faites donc mettre au moins des garde-fous là-haut.')","('#petit-jean', 'Faites donc mettre au moins des garde-fous là-haut.')",1.0000001192092896
"('#dandin', ""Quoi ! L'on me mènera coucher sans autre forme ?  Obtenez un arrêt comme il faut que je dorme."")","('#dandin', ""Quoi ! L'on me mènera coucher sans autre forme ? Obtenez un arrêt comme il faut que je dorme."")",0.9999998807907104
"('#leandre', 'Hé, par provision, mon père, couchez-vous.')","('#leandre', 'Hé, par provision, mon père, couchez-vous.')",1.0000001192092896
"('#dandin', ""J'irai, mais je m'en vais vous faire enrager tous. Je ne dormirai point."")","('#dandin', ""J'irai, mais je m'en vais vous faire enrager tous. Je ne dormirai point."")",1.000000238418579
"('#leandre', ""Hé bien, à la bonne heure. Qu'on ne le quitte pas. Toi, l'Intimé, demeure. "")","('#leandre', ""Hé bien, à la bonne heure. Qu'on ne le quitte pas. Toi, l'Intimé, demeure. "")",1.0000001192092896
"('#leandre', ""Je veux t'entretenir un moment sans témoin."")","('#leandre', ""Je veux t'entretenir un moment sans témoin."")",1.0000001192092896
"('#l-intime', 'Quoi ! vous faut-il garder ?')","('#l-intime', 'Quoi, vous faut-il garder ?')",0.9577775001525879
"('#leandre', ""J'en aurais bon besoin. J'ai ma folie, hélas ! aussi bien que mon père."")","('#leandre', ""J'en aurais bon besoin. J'ai ma folie, hélas, aussi bien que mon père."")",0.9832525253295898
"('#l-intime', 'Ho ! vous voulez juger ?')","('#l-intime', 'Ho ! Vous voulez juger ?')",0.9732946157455444
"('#leandre', 'Laissons là le mystère. Tu connais ce logis.')","('#leandre', 'Laissons là le mystère. Tu connais ce logis.')",1.0
"('#l-intime', ""Je vous entends enfin ;  Diantre, l'amour vous tient au coeur de bon matin. Vous me voulez parler sans doute, d'Isabelle. Je vous l'ai dit cent fois, elle est sage, elle est belle ; Mais vous devez songer que h De son bien en procès consume le plus beau.  Qui ne plaide-t-il point ? Je crois qu'à l'audience Il fera, s'il ne meurt, venir toute la France. Tout auprès de son juge il s'est venu loger. L'un veut plaider toujours, l'autre toujours juger ; Et c'est un grand hasard s'il conclut votre affaire,  Sans plaider le curé, le gendre, et le notaire. "")","('#l-intime', ""Je vous entends enfin ;  Diantre, l'amour vous tient au coeur de bon matin. Vous me voulez parler sans doute d'Isabelle. Je vous l'ai dit cent fois, elle est sage, elle est belle ; Mais vous devez songer que Monsieur Chicanneau, De son bien, en procès consume le plus beau.  À qui n'en veut-il point ? Je crois qu'à l'audience Il fera, s'il ne meurt, venir toute la France. Tout auprès de son juge il s'est venu loger. L'un veut plaider toujours, l'autre toujours juger ; Et c'est un grand hasard s'il conclut votre affaire,  Sans plaider le curé, le gendre, et le notaire. "")",0.9591913819313049
"('#leandre', 'Je le sais comme toi. Mais malgré tout cela, Je meurs pour Isabelle.')","('#leandre', 'Je le sais comme toi. Mais malgré tout cela, Je meurs pour Isabelle.')",0.9999999403953552
"('#l-intime', ""Hé bien, épousez-la. Vous n'avez qu'à parler, c'est une affaire prête."")","('#l-intime', ""Hé bien, épousez-la. Vous n'avez qu'à parler, c'est une affaire prête."")",0.9999999403953552
"('#leandre', ""Hé, cela ne va pas si vite que ta tête.  Son père est un sauvage à qui je ferais peur.  À moins que d'être huissier, sergent, ou procureur, On ne voit point sa fille. Et la pauvre Isabelle, Invisible et dolente, est en prison chez elle. Elle voit dissiper sa jeunesse en regrets,  Mon amour en fumée, et son bien en procès.  Il la ruinera, si l'on le laisse faire. Ne connaîtrais-tu point quelque honnête faussaire, Qui servît ses amis, en le payant, s'entend, Quelque sergent zélé ?"")","('#leandre', ""Hé, cela ne va pas si vite que ta tête.  Son père est un sauvage, à qui je ferais peur.  À moins que d'être huissier, sergent, ou procureur, On ne voit point sa fille. Et la pauvre Isabelle, Invisible et dolente, est en prison chez elle, Elle voit dissiper sa jeunesse en regrets,  Mon amour en fumée, et son bien en procès. Il la ruinera, si l'on le laisse faire. Ne connaîtrais-tu point quelque honnête faussaire, Qui servît ses amis, en le payant s'entend, Quelque sergent zélé ?"")",0.9969083666801453
"('#l-intime', ""Bon, l'on en trouve tant. "")","('#l-intime', ""Bon, l'on en trouve tant. "")",1.0
"('#leandre', 'Mais encor.')","('#leandre', 'Mais encor.')",0.9999998807907104
"('#l-intime', ""Ah, Monsieur, si feu mon pauvre père Était encor vivant, c'était bien votre affaire. Il gagnait en un jour plus qu'un autre en six mois, Ses rides sur son front gravaient tous ses exploits. Il vous eût arrêté le carrosse d'un prince.  Il vous l'eût pris lui-même ; et si dans la province Il se donnait en tout vingt coups de nerf de boeuf, Mon père pour sa part en emboursait dix-neuf. Mais de quoi s'agit-il ? Suis-je pas fils de maître ? Je vous servirai."")","('#l-intime', ""Ah, Monsieur, si feu mon pauvre père Était encor vivant, c'était bien votre affaire. Il gagnait en un jour plus qu'un autre en six mois, Ses rides sur son front gravaient tous ses exploits. Il vous eût arrêté le carrosse d'un Prince.  Il vous l'eût pris lui-même ; et si dans la province Il se donnait en tout vingt coups de nerfs de boeuf, Mon père pour sa part en emboursait dix-neuf. Mais de quoi s'agit-il ? Suis-je pas fils de maître ? Je vous servirai."")",0.9957947731018066
"('#leandre', 'Toi ?')","('#leandre', 'Toi ?')",0.9999997615814209
"('#l-intime', ""Mieux qu'un sergent peut-être. "")","('#l-intime', ""Mieux qu'un sergent peut-être."")",1.000000238418579
"('#leandre', 'Tu porterais au père un faux exploit ?')","('#leandre', 'Tu porterais au père un faux exploit ?')",0.9999998807907104
"('#l-intime', 'Hon, hon ? ')","('#l-intime', 'Quoi donc ? ')",0.3547280728816986
"('#leandre', 'Tu rendrais à la fille un billet ?')","('#leandre', 'Tu rendrais à la fille un billet ?')",0.9999998807907104
"('#l-intime', 'Pourquoi non ? Je suis des deux métiers.')","('#l-intime', 'Pourquoi non ? Je suis des deux métiers.')",0.9999997615814209
"('#leandre', ""Viens, je l'entends qui crie, Allons à ce dessein rêver ailleurs."")","('#leandre', ""Viens, je l'entends qui crie, Allons à ce dessein rêver ailleurs."")",0.9999997615814209
"('#chicanneau', ""La Brie ! Qu'on garde la maison, je reviendrai bientôt.  Qu'on ne laisse monter aucune âme là-haut,  Fais porter cette lettre à la poste du Maine. Prends-moi dans mon clapier trois lapins de garenne, Et chez mon procureur porte-les ce matin. Si son clerc vient céans, fais lui goûter mon vin.  Ah ! Donne-lui ce sac qui pend à ma fenêtre.  Est-ce tout ? Il viendra me demander peut-être, Un grand homme sec, là, qui me sert de témoin, Et qui jure pour moi lorsque j'en ai besoin. Qu'il m'attende. Je crains que mon juge ne sorte.  Quatre heures vont sonner. Mais frappons à sa porte. "")","('#chicanneau', ""La Brie ! Qu'on garde la maison, je reviendrai bientôt.  Qu'on ne laisse monter aucune âme là-haut,  Fais porter cette lettre à la poste du Maine. Prends-moi dans mon clapier trois lapins de garenne, Et chez mon procureur porte-les ce matin. Si son clerc vient céans, fais lui goûter mon vin.  Ah ! Donne-lui ce sac qui pend à ma fenêtre. Est-ce tout ? Il viendra me demander, peut-être, Un grand homme sec, là, qui me sert de témoin, Et qui jure pour moi lorsque j'en ai besoin. Qu'il m'attende. Je crains que mon juge ne sorte, Quatre heures vont sonner. Mais frappons à sa porte. "")",0.9975332617759705
"('#petit-jean', 'Qui va là ?')","('#petit-jean', 'Qui va là ?')",0.9999999403953552
"('#chicanneau', 'Peut-on voir Monsieur ?')","('#chicanneau', 'Peut-on voir Monsieur ?')",0.9999998211860657
"('#petit-jean', 'Non.')","('#petit-jean', 'Non.')",1.0
"('#chicanneau', 'Pourrait-on Dire un mot à Monsieur son secrétaire ?')","('#chicanneau', 'Pourrait-on Dire un mot à Monsieur son secrétaire ?')",1.0
"('#petit-jean', 'Non.')","('#petit-jean', 'Non.')",0.9999998807907104
"('#chicanneau', 'Et Monsieur son portier ?')","('#chicanneau', 'Et Monsieur son portier ?')",0.9999998211860657
"('#petit-jean', ""C'est moi-même."")","('#petit-jean', ""C'est moi-même."")",1.0
"('#chicanneau', 'De grâce, Buvez à ma santé, Monsieur.')","('#chicanneau', 'De grâce, Buvez à ma santé, Monsieur.')",0.9999999403953552
"('#petit-jean', 'Grand bien vous fasse.  Mais revenez demain.')","('#petit-jean', 'Grand bien vous fasse.  Mais revenez demain.')",0.9999997615814209
"('#chicanneau', ""Hé ! rendez donc l'argent.  Le monde est devenu, sans mentir, bien méchant : J'ai vu que les procès ne donnaient point de peine, Six écus en gagnaient une demi-douzaine. Mais aujourd'hui, je crois que tout mon bien entier Ne me suffirait pas pour gagner un portier. Mais j'aperçois venir madame la comtesse De Pimbesche. Elle vient pour affaire qui presse."")","('#chicanneau', ""Hé ! Rendez donc l'argent. Le monde est devenu, sans mentir, bien méchant. J'ai vu que les procès ne donnaient point de peine, Six écus en gagnaient une demi-douzaine. Mais aujourd'hui, je crois que tout mon bien entier Ne me suffirait pas pour gagner un portier. Mais j'aperçois venir madame la Comtesse De Pimbesche. Elle vient pour affaire qui presse."")",0.9862172603607178
"('#chicanneau', ""Madame, on n'entre plus."")","('#chicanneau', ""Madame, on n'entre plus."")",1.0
"('#la-comtesse', ""Hé bien ! l'ai-je pas dit ? Sans mentir, mes valets me font perdre l'esprit.  Pour les faire lever, c'est en vain que je gronde, Il faut que tous les jours j'éveille tout mon monde."")","('#la-comtesse', ""Hé bien, l'ai-je pas dit. Sans mentir, mes valets me font perdre l'esprit.  Pour les faire lever, c'est en vain que je gronde, Il faut que tous les jours j'éveille tout mon monde."")",0.9915748834609985
"('#chicanneau', ""Il faut absolument qu'il se fasse celer."")","('#chicanneau', ""Il faut absolument qu'il se fasse celer."")",1.0
"('#la-comtesse', 'Pour moi, depuis deux jours je ne lui puis parler.')","('#la-comtesse', 'Pour moi, depuis deux jours, je ne lui puis parler.')",0.9947233200073242
"('#chicanneau', ""Ma partie est puissante, et j'ai lieu de tout craindre. "")","('#chicanneau', ""Ma partie est puissante, et j'ai lieu de tout craindre. "")",0.9999998211860657
"('#la-comtesse', ""Après ce qu'on m'a fait, il ne faut plus se plaindre."")","('#la-comtesse', ""Après ce qu'on m'a fait, il ne faut plus se plaindre."")",1.0000001192092896
"('#chicanneau', ""Si, pourtant j'ai bon droit."")","('#chicanneau', ""Si pourtant j'ai bon droit."")",0.9801068305969238
"('#la-comtesse', 'Ah, Monsieur, quel arrêt !')","('#la-comtesse', 'Ah, Monsieur, quel arrêt !')",1.0
"('#chicanneau', ""Je m'en rapporte à vous. Écoutez, s'il vous plaît."")","('#chicanneau', ""Je m'en rapporte à vous. Écoutez, s'il vous plaît."")",1.0
"('#la-comtesse', 'Il faut que vous sachiez, Monsieur, la perfidie...')","('#la-comtesse', 'Il faut que vous sachiez, Monsieur, la perfidie.')",0.9823973774909973
"('#chicanneau', ""Ce n'est rien dans le fond."")","('#chicanneau', ""Ce n'est rien dans le fond."")",1.0
"('#la-comtesse', 'Monsieur, que je vous die... ')","('#la-comtesse', 'Monsieur, que je vous die... ')",1.000000238418579
"('#chicanneau', ""Voici le fait. Depuis quinze ou vingt ans en çà, Au travers d'un mien pré, certain ânon passa, S'y vautra, non sans faire un notable dommage Dont je formai ma plainte au juge du village. Je fais saisir l'ânon. Un expert est nommé.  À deux bottes de foin le dégât estimé ;  Enfin au bout d'un an sentence par laquelle Nous sommes renvoyés hors de cour. J'en appelle. Pendant qu'à l'audience on poursuit un arrêt, Remarquez bien ceci, Madame, s'il vous plaît,  Notre ami Drolichon, qui n'est pas une bête, Obtient pour quelque argent, un arrêt sur requête, Et je gagne ma cause. À cela que fait-on ? Mon chicaneur s'oppose à l'exécution. Autre incident. Tandis qu'au procès on travaille,  Ma partie en mon pré laisse aller sa volaille. Ordonné qu'il sera fait rapport à la cour Du foin que peut manger une poule en un jour. Le tout joint au procès enfin, et toute chose Demeurant en état, on appointe la cause.  Le cinquième ou sixième avril cinquante-six, J'écris sur nouveaux frais. Je produis, je fournis De dits, de contredits, enquêtes, compulsoires, Rapports d'experts, transports, trois interlocutoires, Griefs et faits nouveaux, baux, et procès verbaux.  J'obtiens lettres royaux, et je m'inscris en faux. Quatorze appointements, trente exploits, six instances, Six-vingt productions, vingt arrêts de défenses, Arrêt enfin. Je perds ma cause avec dépens, Estimés environ cinq à six mille francs.  Est-ce là faire droit ? Est-ce là comme on juge ? Après quinze ou vingt ans ? Il me reste un refuge, La requête civile est ouverte pour moi, Je ne suis pas rendu. Mais vous, comme je vois, Vous plaidez ?"")","('#chicanneau', ""Voici le fait. Depuis quinze ou vingt ans en çà, Au travers d'un mien pré, certain ânon passa, S'y vautra, non sans faire un notable dommage Dont, je formai ma plainte au juge du village. Je fais saisir l'ânon. Un expert est nommé.  À deux bottes de foin le dégât estimé : Enfin au bout d'un an sentence par laquelle Nous sommes renvoyés hors de cour. J'en appelle. Pendant qu'à l'audience on poursuit un arrêt, Remarquez bien ceci, Madame, s'il vous plaît,  Notre ami Drolichon, qui n'est pas une bête, Obtient pour quelque argent, un arrêt sur requête, Et je gagne ma cause. À cela que fait-on ? Mon chicaneur s'oppose à l'exécution. Autre incident. Tandis qu'au procès on travaille,  Ma partie en mon pré laisse aller sa volaille, Ordonné qu'il sera fait rapport à la Cour Du foin que peut manger une poule en un jour. Le tout joint au procès enfin, et toute chose Demeurant en état, on appointe la cause.  Le cinquième ou sixième avril cinquante-six, J'écris sur nouveaux frais. Je produis, je fournis De dits, de contredits, enquêtes, compulsoires, Rapports d'experts, transports, trois interlocutoires, Griefs et faits nouveaux, baux, et procès verbaux.  J'obtiens lettres royaux, et je m'inscris en faux. Quatorze appointements, trente exploits, six instances, Six-vingt productions, vingt arrêts de défenses, Arrêt enfin. Je perds ma cause avec dépens, Estimés environ cinq à six mille francs.  Est-ce là faire droit ? Est-ce là comme on juge ? Après quinze ou vingt ans ? Il me reste un refuge, La requête civile est ouverte pour moi, Je ne suis pas rendu. Mais vous, comme je vois, Vous plaidez."")",0.9892988204956055
"('#la-comtesse', 'Plût à Dieu.')","('#la-comtesse', 'Plût à Dieu.')",0.9999999403953552
"('#chicanneau', ""J'y brûlerai mes livres. "")","('#chicanneau', ""J'y brûlerai mes livres. "")",1.0
"('#la-comtesse', 'Je...')","('#la-comtesse', 'Je...')",0.9999998211860657
"('#chicanneau', 'Deux bottes de foin cinq à six mille livres !')","('#chicanneau', 'Deux bottes de foin cinq à six mille livres !')",1.0
"('#la-comtesse', ""Monsieur, tous mes procès allaient être finis. Il ne m'en restait plus que quatre ou cinq petits. L'un contre mon mari, l'autre contre mon père, Et contre mes enfants. Ah, Monsieur, la misère !  Je ne sais quel biais ils ont imaginé, Ni tout ce qu'ils ont fait. Mais on leur a donné Un arrêt, par lequel moi vêtue et nourrie, On me défend, Monsieur, de plaider de ma vie."")","('#la-comtesse', ""Monsieur, tous mes procès allaient être finis. Il ne m'en restait plus que quatre ou cinq petits. L'un contre mon mari, l'autre contre mon père, Et contre mes enfants. Ah, Monsieur, la misère !  Je ne sais quel biais ils ont imaginé, Ni tout ce qu'ils ont fait. Mais on leur a donné Un arrêt, par lequel moi vêtue et nourrie, On me défend, Monsieur, de plaider de ma vie."")",1.0000001192092896
"('#chicanneau', 'De plaider !')","('#chicanneau', 'De plaider !')",1.0
"('#la-comtesse', 'De plaider.')","('#la-comtesse', 'De plaider.')",1.0
"('#chicanneau', ""Certes, le trait est noir,  J'en suis surpris."")","('#chicanneau', ""Certes, le trait est noir,  J'en suis surpris."")",1.0000001192092896
"('#la-comtesse', ""Monsieur, j'en suis au désespoir."")","('#la-comtesse', ""Monsieur, j'en suis au désespoir."")",0.9999998807907104
"('#chicanneau', 'Comment ! Lier les mains aux gens de votre sorte ? Mais cette pension, Madame, est-elle forte ?')","('#chicanneau', 'Comment ! Lier les mains aux gens de votre sorte ? Mais cette pension, Madame, est-elle forte ?')",1.0
"('#la-comtesse', ""Je n'en vivrais, Monsieur, que trop honnêtement. Mais vivre sans plaider, est-ce contentement ? "")","('#la-comtesse', ""Je n'en vivrais, Monsieur, que trop honnêtement. Mais vivre sans plaider, est-ce contentement ? "")",1.0
"('#chicanneau', ""Des chicaneurs viendront nous manger jusqu'à l'âme, Et nous ne dirons mot ? Mais s'il vous plaît, Madame, Depuis quand plaidez-vous ?"")","('#chicanneau', ""Des chicaneurs viendront nous manger jusqu'à l'âme, Et nous ne dirons mot ? Mais s'il vous plaît, Madame, Depuis quand plaidez-vous ?"")",1.0
"('#la-comtesse', ""Il ne m'en souvient pas, Depuis trente ans, au plus."")","('#la-comtesse', ""Il ne m'en souvient pas, Depuis trente ans au plus."")",0.9950571060180664
"('#chicanneau', ""Ce n'est pas trop."")","('#chicanneau', ""Ce n'est pas trop."")",1.0000001192092896
"('#la-comtesse', 'Hélas !')","('#la-comtesse', 'Hélas !')",1.0
"('#chicanneau', 'Et quel âge avez-vous ? Vous avez bon visage. ')","('#chicanneau', 'Et quel âge avez-vous ? Vous avez bon visage. ')",1.000000238418579
"('#la-comtesse', 'Hé, quelque soixante ans.')","('#la-comtesse', 'Hé, quelque soixante ans.')",0.9999997615814209
"('#chicanneau', ""Comment ! c'est le bel âge Pour plaider."")","('#chicanneau', ""Comment ! C'est le bel âge Pour plaider."")",0.995235025882721
"('#la-comtesse', ""Laissez faire, ils ne sont pas au bout. J'y vendrai ma chemise, et je veux rien, ou tout."")","('#la-comtesse', ""Laissez faire, ils ne sont pas au bout. J'y vendrai ma chemise, et je veux rien, ou tout."")",1.000000238418579
"('#chicanneau', ""Madame, écoutez-moi. Voici ce qu'il faut faire."")","('#chicanneau', ""Madame, écoutez-moi. Voici ce qu'il faut faire."")",1.0000001192092896
"('#la-comtesse', 'Oui Monsieur, je vous crois comme mon propre père. ')","('#la-comtesse', 'Oui Monsieur, je vous crois comme mon propre père. ')",1.000000238418579
