corneillet-medee,quinault-thesee,Score
"('#medee', ""La fuite, l'exil, la mort même, Tout est doux avec ce qu'on aime."")",-,0.0
"('#nerine', 'Jason pour vos enfants cherche ici du secours.')",-,0.0
"('#medee', ""Qu'il le cherche, mais qu'il me craigne. Un dragon assoupi, de fiers taureaux domptez, Ont à ses yeux suivi mes volontés. S'il me vole son coeur, si la princesse y règne, De plus grands efforts feront voir, Ce qu'est Médée et son pouvoir. "")",-,0.0
"('#nerine', ""Forcez vos ennuis au silence, Un courroux violent ne doit jamais parler. On perd la plus sûre vengeance Si l'on ne sait dissimuler."")",-,0.0
"('#medee', ""Forçons nos, vos ennuis au silence,  Un courroux violent ne doit jamais parler. On perd la plus sûre vengeance Si l'on ne sait dissimuler."")",-,0.0
"('#medee', ""D'où vous vient cet air sombre, et qu'allez-vous m'apprendre ? Créon nous voudrait-il bannir de ses États ? "")",-,0.0
"('#jason', ""Créon redoute Acaste, et ne s'explique pas ; Mais contre nous quoiqu'on puisse entreprendre, Du moins pour nos enfants j'ai su fléchir les Dieux. S'il faut d'un fier destin suivre la loi cruelle, Ils trouveront un asile en ces lieux ; La Princesse les doit retenir auprès d'elle."")",-,0.0
"('#medee', ""C'est être généreuse."")",-,0.0
"('#jason', ""Elle me laisse voir Que nous pouvons espérer d'avantage. Sur son père elle a tout pouvoir Et j'attends tout du zèle où sa bonté l'engage."")",-,0.0
"('#medee', ""L'ardeur que vous montrez à lui faire la cour..."")",-,0.0
"('#jason', ""Ignorez-vous d'un père où va le tendre amour ?"")",-,0.0
"('#medee', ""Pour nous la rendre favorable, Vos soins trop assidus devraient vous alarmer. Une douce habitude est facile à former ; Et voir souvent ce qui paraît aimable, C'est flatter le penchant qui nous porte à l'aimer."")",-,0.0
"('#jason', 'Quoi vous me soupçonnez ?')",-,0.0
"('#medee', 'Jason doit me connaître ; Il me coûte assez cher pour ne le perdre pas.')",-,0.0
"('#jason', 'Ah ! que me dites-vous ?')",-,0.0
"('#medee', 'Ce que je crains.')",-,0.0
"('#jason', ""Hélas !  Que ne puis-je faire paraître Ce que mon coeur pour vous sera jusqu'au trépas !"")",-,0.0
"('#medee', ""Que de tristes soucis, malgré ses doux appas, Dans un coeur bien touché l'injuste amour fait naître !"")",-,0.0
"('#medee', 'De trop cuisants remords accablent les ingrats ; Jason ne le voudra pas être.')",-,0.0
"('#jason', ""Quittez ces détours superflus. Pour m'assurer du Roi, je voyais la Princesse. Mais si c'est un soin qui vous blesse, Parlez, je ne la verrai plus."")",-,0.0
"('#medee', ""Non, Jason, cherchez à lui plaire. Dans les rigueurs d'un sort trop inhumain Son secours nous est nécessaire."")",-,0.0
"('#jason', ""Pour nous le rendre plus certain, Dirai-je ce qu'il faudrait faire ? Cette robe superbe où par tout nous voyons, Du soleil votre aïeul éclater les rayons, Par son brillant a touché son envie, Ses yeux m'en ont paru surpris. Nous verrions sa faveur d'un prompt effet suivie,  Si de ses soins vous en faisiez le prix."")",-,0.0
"('#medee', ""Vous le voulez, je la donne sans peine ; Mais du ciel irrité quel_que_soit le courroux, Songez que si je puis me répondre de vous, Je n'ai point à craindre sa haine."")",-,0.0
"('#jason', ""Que je serais heureux, si j'étais moins aimé ! Médée avec ardeur dans mon sort s'intéresse, Je lui dois toute ma tendresse ; D'une autre cependant je me trouve charmé ; Et malgré moi j'adore la Princesse. Que je serais heureux, si j'étais moins aimé !"")",-,0.0
"('#arcas', ""Si vous l'abandonnez, songez-vous à la rage Où la mettra son désespoir ?"")",-,0.0
"('#jason', ""Je sais la grandeur de l'outrage, Je manque à la foi qui m'engage, Et vois tout ce que je dois voir ; Mais un fier ascendant asservit mon courage. En vain je cherche à n'y point consentir ; Des grandes passions c'est le sort qui décide. Je rougis, je me hais d'être ingrat et perfide,  Et je ne puis m'en garantir."")",-,0.0
"('#arcas', ""Dans ce que peut Médée, oserai-je vous dire Que vous ne sauriez trop redouter son courroux ? Si sur votre âme encor la gloire a quelque empire, Voyez ce qu'elle veut de vous."")",-,0.0
"('#jason', ""Que me peut demander la Gloire, Quand l'Amour s'est rendu le maître de mon coeur ? Dans le triste combat, où si j'ose la croire, L'avantage cruel de demeurer vainqueur, Doit me coûter tout mon bonheur, Que peut me demander la Gloire ?  Si je traite Médée avec trop de rigueur, Un objet tout charmant trouve de la douceur À me céder une illustre victoire : Je touche au doux moment d'en être possesseur. Serments de ma première ardeur, Devoirs que je trahis, sortez de ma mémoire, Et ne m'opposez plus vos chimères d'honneur : Que me peut demander la gloire, Quand l'Amour s'est rendu le maître de mon coeur ?"")",-,0.0
"('#le-choeur-de-corinthiens', ""Disparaissez, inquiètes alarmes ; Vaines terreurs, fuyez, éloignez-vous. Le secours d'un héros vient se joindre à nos armes, Nos plus fiers ennemis trembleront devant nous. Disparaissez, inquiètes alarmes, Vaines terreurs, fuyez, éloignez-vous."")",-,0.0
"('#creon', ""L'allégresse en ces lieux, ne peut être plus grande... Mon peuple voit Oronte, et son secours promis Doit étonner nos ennemis. Rendons lui les honneurs que son rang nous demande."")",-,0.0
"('#oronte', ""Seigneur, la Thessalie attaquant vos États, Pour vous de mon secours je craindrais la faiblesse, Si ma seule valeur répondait de mon bras ; Mais quand pour mariter les voeux de la Princesse, L'honneur de la servir m'attire en votre cour, J'ose tout espérer de l'ardeur qui me presse. Que ne peut point un coeur animé par l'amour ?"")",-,0.0
"('#creon', ""Prince, je sais que l'amour a des charmes, Qui font les soins des jeunes coeurs ; Mais la guerre aujourd'hui, par ses tristes alarmes, En doit suspendre les douceurs. Vous brûlez pour ma fille, avant qu'elle se donne, Il faut affermir ma couronne :  Jason la soutiendra, si vous le secondez."")",-,0.0
"('#oronte', ""Après l'heureux succès de la Toison conquise, Sa valeur dans cette entreprise, Assure les exploits que vous en attendez."")",-,0.0
"('#jason', ""Les vôtres sont certains, un grand prix vous anime, Et rien n'est impossible à qui peut l'acquérir."")",-,0.0
"('#creon', ""Voyez nos peuples accourir,  Et souffrez que leur joie auprès de vous s'exprime."")",-,0.0
"('#un-corinthien', 'Courez aux champs de Mars, volez, jeune héros. Ouvrez-nous le chemin qui conduit à la gloire . Nos coeurs ont trop langui dans le sein du repos : Pour nous mener à la victoire,  Courez aux champs de Mars, volez, jeune héros.')",-,0.0
"('#le-choeur', 'Courez aux champs de Mars, volez, jeune héros. Ouvrez-nous le chemin qui conduit à la gloire . Nos coeurs ont trop langui dans le sein du repos : Pour nous mener à la Victoire, Courez aux champs de Mars, volez, jeune Héros.')",-,0.0
"('#oronte', ""Courons, volons, d'un courage intrépide, Sur la foi de l'amour, affrontons les hasards : Ce Dieu peut tout ; puisqu'il nous sert de guide, La Victoire en tous lieux suivra mes étendards. Les Corinthiens font un essai de Lutte. Les Argiens font une danse galante."")",-,0.0
"('#un-corinthien #un-argien', ""Quel bonheur suit la tendresse ! Heureux l'amant qui l'obtient. Quelque désir qui le presse, Dans l'espoir qu'il entretient ; L'amour n'a point de faiblesse,  Quand la gloire le soutient. C'est un charmant avantage, Que l'heureux nom de vainqueur ; Mais le plus noble courage, N'en goûte bien la douceur, Que lorsque l'amour l'engage, À la conquête d'un coeur."")",-,0.0
"('#le-choeur', ""Que d'épais bataillons, sur nos rives descendent. À nos vaillants efforts il faudra qu'ils se rendent. Unissons-nous en ce grand jour, La gloire et l'amour le demandent. Unissons-nous en ce grand jour, Nous ferons triompher et la gloire et l'amour."")",-,0.0
"('#creon', ""Il est temps de parler sans feindre. Acaste vous poursuit, vous n'avez rien à craindre ; Sur quelque espoir qu'il forme ses desseins, Tombe sur Corinthe la foudre, Plutôt qu'on puisse me résoudre, À vous livrer entre ses mains."")",-,0.0
"('#medee', ""Seigneur, une bonté si grande, Marque le coeur d'un véritable roi."")",-,0.0
"('#creon', ""Lorsque pour vous je fais ce que je dois, À votre tour, la justice demande Que vous fassiez quelque chose pour moi. A vous voir dans ma Cour, mon peuple s'inquiète, Il craint ce qu'avec vous vous traînez de malheurs, Et que ma complaisance à vous donner retraite Ne lui soit un sujet de pleurs. Pour le guérir de ses alarmes, Allez attendre en d'autres lieux,  Pendant le tumulte des armes, Ce que de nos destins ordonneront les Dieux. À vos enfants je veux servir de père ; Pour eux, puisque je l'ai promis, Je combattrai vos ennemis, C'est plus que je ne devrais faire."")",-,0.0
"('#medee', ""Sans m'étonner j'écoute mon arrêt. Quels que soient les ennuis où mon destin me livre, Jason à partir est-il prêt ? Je fais tout mon bonheur du plaisir de le suivre."")",-,0.0
"('#creon', ""Pour ne vous pas livrer, j'expose mes États Aux malheurs que la guerre attire,  Et pour défendre cet empire, Jason voudrait nous refuser son bras ? Me ravir ce héros, c'est m'ôter la victoire."")",-,0.0
"('#medee', ""Me séparer de lui, c'est me priver du jour."")",-,0.0
"('#creon', ""S'il m'ose abandonner, que deviendra sa gloire ?"")",-,0.0
"('#medee', ""S'il m'ose abandonner, que devient son amour ?"")",-,0.0
"('#creon', ""S'il m'ose abandonner, que deviendra son amour, sa gloire ?"")",-,0.0
"('#creon', ""Par une lâcheté, voulez-vous qu'il ternisse  L'éclat des grands exploits, qui le font redouter ?"")",-,0.0
"('#medee', ""Ses exploits sont fameux, mais rendez-moi justice ; Si malgré les périls qu'il fallait surmonter, La Toison emportée a fait voir son courage, À qui doit-il cet avantage ?"")",-,0.0
"('#creon', ""Je veux que ce qui rend son nom si glorieux, De vos enchantements soit l'effet admirable ; Ignorez-vous qu'un murmure odieux Vous fait par tout croire coupable ? "")",-,0.0
"('#medee', ""Doit-on m'imputer des forfaits,  Sans voir pour qui je les ai faits ? Vos reproches, Seigneur, ne sont pas légitimes. Si pour Jason je me suis tout permis, Puisque lui seul a joui de mes crimes, C'est lui seul qui les a commis."")",-,0.0
"('#creon', 'En vain sur ce héros vous rejetez la haine Qui ne doit tomber que sur vous. Du pouvoir de votre art peut-être est-on jaloux, Mais enfin mes sujets vous souffrent avec peine. Pressé par eux, pour sortir de ma Cour,  Je ne puis vous donner que le reste du jour.')",-,0.0
"('#medee', ""Ai-je donc mérité cette rigueur extrême ? On me chasse, on m'exile, on m'arrache à moi-même."")",-,0.0
"('#creon', ""Faisons taire les mécontents. Quand on entend gronder l'orage,  C'est être sage Que de céder au temps ; Faisons taire les mécontents."")",-,0.0
"('#medee', ""Princesse, c'est sur vous que mon espoir se fonde. Le destin de Médée est d'être vagabonde.  Prête à m'éloigner de ces lieux, Je laisse entre vos mains ce que j'aime le mieux. Je sais qu'une pitié sincère Pour mes enfants a touché votre coeur ; Prenez en quelque soin, et souffrez qu'une mère  Au moins dans son exil goute cette douceur. Ce sera pour mes voeux une grande victoire, Si dans mon triste sort le ciel leur fait raison. Je ne vous dis rien pour Jason, Jason aura soin de sa gloire. "")",-,0.0
"('#creon', ""Enfin à ton amour tout espoir est permis, Ta rivale à partir s'apprête ; Et puisque tes appas tiennent Jason soumis,  Tu peux conserver ta conquête."")",-,0.0
"('#creuse', ""Seigneur, souvenez-vous que c'est par votre aveu  Que Jason dans mon âme alluma ce beau feu. L'amour sur tous les coeurs remporte la victoire, La plus fière à son tour reconnaît son pouvoir ; Mais il n'est doux que quand la gloire , Pour le faire éclater, suit les lois du devoir. "")",-,0.0
"('#creon', ""D'Oronte par ce choix je trompe l'espérance ; Mais l'hymen de Jason t'arrête en mes États. Au plus grand des héros j'en remets la défense, Et préférant son alliance, Je te donne, et ne te perds pas. "")",-,0.0
"('#creon', ""Prince, venez apprendre une heureuse nouvelle. Médée est preste à nous quitter, Et veut bien qu'en ces lieux vous demeuriez sans elle, Tant que nos ennemis seront à redouter. Comme dans vos adieux il faudra de l'adresse À lui cacher sous quel espoir Pour l'éloigner j'use de mon pouvoir, Prenez avis de la Princesse."")",-,0.0
"('#jason', ""Qu'ai-je à résoudre encor ? Il faut vivre pour vous. Est-il un plus grand avantage  Que de borner mes souhaits les plus doux A rendre à vos beautés un éternel hommage ? Plus je vous vois, plus je me sens charmé : À mon amour mon coeur ne peut suffire. Quand on aime ardemment, quel plaisir d'être aimé.  Quel triomphe de l'oser dire !"")",-,0.0
"('#creuse', ""Pour régner par tout à son choix, L'impérieux amour ne respecte personne."")",-,0.0
"('#jason', ""Il faut faire ce qu'il ordonne, Le vrai bonheur est de suivre ses lois."")",-,0.0
"('#creuse', ""Avant que de vous voir mon coeur était tranquille, Et quand vous en troublez la paix, Je sens qu'à mon bonheur la perte en est utile. Vous, où j'ai tant trouvé de sensibles attraits, Doux repos, quittez-moi, ne revenez jamais. "")",-,0.0
"('#jason', 'De la tranquillité doit-on se mettre en peine, Quand on sent un trouble si doux ?')",-,0.0
"('#creuse', ""J'en jouirais encor sans vous."")",-,0.0
"('#jason', ""Contre l'amour la résistance est vaine. Goûtons l'heureux plaisir de perdre cette paix."")",-,0.0
"('#creuse', 'Doux repos, quittez-moi, ne revenez jamais.')",-,0.0
"('#jason', ""Goûtons l'heureux plaisir de perdre cette paix. Doux repos, quittez-nous, ne revenez jamais."")",-,0.0
"('#creuse', ""Médée eut sur votre âme un souverain empire, L'amour lui soumettait toutes vos volontés ; Pour rallumer vos feux la pitié peut suffire. Quel désespoir si vous la regrettez !"")",-,0.0
"('#jason', ""Oronte vous adore, il viendra vous le dire. L'amour tiendra sur vous ses regards arrêtez ; Ses soupirs vous pourront parler de son martyre.  Quel désespoir si vous les écoutez !"")",-,0.0
"('#creuse', ""Quand son amour serait extrême Vous n'avez rien à redouter. Dans le temps même Que je paraîtrai l'écouter, Quand son amour serait extrême Vous n'avez rien à redouter : Mes yeux vous diront, je vous aime."")",-,0.0
"('#jason', ""Ah, pour le prix de mes tendres soupirs Ne vous lassez point de le dire ; De l'amour à nos coeurs faisons suivre l'empire : Le plaisir d'être aimé passe tous les plaisirs."")",-,0.0
"('#jason #creuse', ""De l'amour à nos coeurs, faisons suivre l'empire : Le plaisir d'être aimé passe tous les plaisirs."")",-,0.0
"('#oronte', ""Puisqu'un fier ennemi par le bruit de ses armes,  Suspend le succès de mes feux, Du moins, belle princesse, agréez qu'à vos charmes, J'offre l'hommage de mes voeux. Dans le doux espoir qui me flatte, Mon amour ne peut plus se tenir renfermé ;  Il faut enfin que cet amour éclate Aux yeux qui m'ont charmé."")",-,0.0
"('#creuse', ""Mon coeur qui s'applaudit d'une illustre victoire, Aime dans son penchant à trouver son devoir ; L'hommage d'un héros que couronne la gloire  Est toujours doux à recevoir."")",-,0.0
"('#oronte', ""Ne le différons plus, ce tendre et pur hommage Qui vous répondra de ma foi ; Et qu'ici mille voix par un doux assemblage, De mon amour vous parlent avec moi. "")",-,0.0
"('#choeur-des-captifs', ""Qu'elle est charmante, qu'elle est belle ! Ah, qu'il est doux de soupirer pour elle !"")",-,0.0
"('#un-captif', ""Venir l'adorer en ces lieux, Est un destin bien glorieux ; Mais si la douceur de ses yeux  Doit tromper une ardeur si belle, Ah, quel malheur pour un amant fidèle !"")",-,0.0
"('#le-choeur', 'Ah, quel malheur pour un amant fidèle !')",-,0.0
"('#un-captif', ""Une rigoureuse fierté Siérait mal à tant de beauté,  L'amour par tout si redouté  L'empêchera d'être cruelle ; Ah, quel bonheur pour un amant fidèle !"")",-,0.0
"('#le-choeur', 'Ah, quel bonheur pour un amant fidèle !')",-,0.0
"('#amour', ""Régnez ; l'amour à vos lois  Vient soumettre son empire, Chacun à vous plaire aspire ; Voulez-vous faire un beau choix ? Vous n'avez qu'à dire. Tous mes traits sont doux,  C'est par eux qu'on aime, Mon arc est à vous, Lancez les vous-même. Vous me résistez, J'ai lieu de m'en plaindre.  Montez dans mon char, montez, Un enfant n'est pas à craindre. L'Amour offre son Arc à Créüse, qui refuse de le prendre."")",-,0.0
"('#creuse', ""Quoi qu'il soit dangereux d'obéir à l'Amour, Le moyen de s'en défendre ? Créüse monte sur le char de l'Amour. Jason et Oronte se placent à ses côtés."")",-,0.0
"('#amour', ""Tendres Captifs, faites lui votre cour,  Et que chacun de vous s'applique tour à tour À l'hommage qu'il faut lui rendre. Tendres captifs, faites lui votre cour."")",-,0.0
"('#une-captive', ""Chi teme d'amore Ilgrato martire,  O non vuol gioire, O cuore non hà. Son gusti idolori, Le spine son fiori Ch'Amore ne dà ;  Ma solo penando Ardendo, e sperando, Un'alma legata Fra ceppi beata, Per prova lo sà.  Chi teme d'amore Ilgrato martire, O non vuol gioire, O cuore non hà. Celui qui craint d'amour\nL'agréable martyre,\nOu bien ne veut-il pas jouir,\nOu bien n'a-t-il ni coeur ni courage.\nOn a du goût pour les malheurs,\nLes épines sont des fleurs,\nSi c'est Amour qui les donne en partage ;\nMais ce n'est que dans la souffrance,\nDans l'ardeur, et dans l'espérance,\nQu'une âme à ses liens vouée,\nEt par ses chaînes envoûtée,\nLe sait pour l'avoir éprouvé.\nCelui qui craint d'amour\nL'agréable martyre,\nOu bien ne veut-il pas jouir,\nOu bien n'a-t-il ni coeur ni courage."")",-,0.0
"('#le-choeur', ""Son gusti i dolori  Le spine son fiori  Ch'amore non dà. Ma solo penando, Ardendo, e sperando, Un'alma legata  Fra ceppi beata, Per prova lo sà."")",-,0.0
"('#une-captive', ""Chi teme d'amore Ilgrato martire, O non vuol gioire,  O cuore non hà."")",-,0.0
"('#le-choeur', 'O non vuol gioire, O cuore non hà.')",-,0.0
"('#trois-captifs', ""D'un amant qui veut plaire L'hommage est sincère,  D'un amant qui veut plaire L'hommage est constant."")",-,0.0
"('#le-choeur', ""D'un amant qui veut plaire L'hommage est sincère, D'un amant qui veut plaire  L'hommage est constant."")",-,0.0
"('#trois-captifs', ""Aimer et l'oser dire, C'est ce qu'il désire ; Aimer et l'oser dire, C'est ce qu'il prétend. "")",-,0.0
"('#le-choeur', ""D'un amant qui veut plaire L'hommage est sincère, D'un amant qui veut plaire L'hommage est constant."")",-,0.0
"('#trois-captifs', ""Amants, portez vos chaînes  D'un esprit content."")",-,0.0
"('#le-choeur', ""L'amour a pour vos peines Un prix éclatant."")",-,0.0
"('#trois-captifs', ""D'un amant qui veut plaire L'hommage est sincère,  D'un amant qui veut plaire L'hommage est constant."")",-,0.0
"('#le-choeur', ""D'un amant qui veut plaire L'hommage est sincère,  D'un amant qui veut plaire  L'hommage est constant."")",-,0.0
"('#amour', ""Vous voyez à quoi j'aspire. Pour faire un heureux vainqueur, Je compte sur votre coeur. Oserez-vous m'en dédire ? "")",-,0.0
"('#oronte', ""Parlez, belle Princesse, il s'agit en ce jour D'avoir le coeur sincère et d'aimer qui vous aime."")",-,0.0
"('#jason', ""L'amour sur ce qu'il veut s'est expliqué lui-même, Vous devez contenter l'amour."")",-,0.0
"('#creuse', ""En vain l'amour me sollicite.  Qu'un amant se fasse estimer Par tout ce que la gloire ajoute au vrai mérite, Il est sûr de se faire aimer."")",-,0.0
"('#le-choeur', ""Ton triomphe est certain, victoire, amour, victoire. L'amant que tu veux rendre heureux,  Est sûr de l'être par la gloire ; La gloire est l'objet de ses voeux. Ton triomphe est certain, victoire, amour, victoire."")",-,0.0
"('#oronte', ""L'orage est violent, il a dû vous surprendre ; Mais sans vous alarmer laissez gronder les flots.  Je viens vous offrir dans Argos Un peuple armé pour vous défendre. "")",-,0.0
"('#medee', ""Si par l'exil que m'impose le Roi Corinthe s'affranchit des fureurs de la guerre, Pourquoi charger une autre terre  Des maux que je traîne avec moi ? Acaste veut que je périsse ; Et lors que pour ma perte il arme son courroux, Je croirais faire une injustice De l'étendre sur vous. "")",-,0.0
"('#oronte', ""Le fier appareil de ses armes Me cause de faibles alarmes. Pour les attirer contre moi, Dans la vive ardeur qui me presse, Que Jason obtienne du Roi,  Que par l'hymen de la Princesse Demain il couronne ma foi. Alors dans mes États Jason pourra vous suivre, Et si vos Ennemis veulent vous désunir, Vous me verrez cesser de vivre,  Si je diffère à les punir."")",-,0.0
"('#medee', ""Vous ignorez ce qui se passe. Il faut vous découvrir par quelle trahison On veut m'éloigner de Jason ;  Il faut vous faire voir jusqu'où va ma disgrâce.  Tremblez, Prince ; mes maux enfin trop confirmez En m'accablant retombent sur vous-même. Jason me trahit, Jason aime, Et peut-être est aimé de ce que vous aimez."")",-,0.0
"('#oronte', 'Ciel, que me dites-vous ! je perdrais la princesse !  Au mépris de mes voeux elle aimerait Jason ?')",-,0.0
"('#medee', ""N'en doutez pas, ma présence les blesse, Je fais obstacle à leur tendresse, C'est là de mon exil la pressante raison."")",-,0.0
"('#oronte', ""En vain je voudrais me le taire.  On vous bannit, mon hymen se diffère. J'ouvre les yeux sur mon malheur. Tout me le dit, j'en vois la certitude. Qui l'aurait cru, que tant d'ingratitude Dût payer le beau feu qui règne dans mon coeur ? "")",-,0.0
"('#oronte #medee', ""Qui l'aurait crû, que tant d'ingratitude Dût payer le beau feu qui règne dans mon coeur ?"")",-,0.0
"('#medee', ""Souffrirez-vous qu'on vous enlève Ce cher objet de vos désirs ?"")",-,0.0
"('#oronte', ""Si cette trahison vous coûte des soupirs,  Souffrirez-vous qu'elle s'achève ?"")",-,0.0
"('#medee', 'Quel plus sensible coup pouvais-je recevoir !')",-,0.0
"('#oronte #medee', ""Non, dans un coeur, quand l'amour est extrême, Rien n'approche du désespoir D'être trahi par ce qu'on aime.  Unissons nos ressentiments Contre ces perfides amants. Que Jason à mes feux préfère, ravisse, la princesse ! Son crime ne peut s'égaler."")",-,0.0
"('#medee', ""Il vient ; mon coeur s'émeut et reprend sa tendresse.  Elle en triomphera, laissez-moi lui parler."")",-,0.0
"('#medee', ""Vous savez l'exil qu'on m'ordonne. Venez-vous me dire en quels lieux, Lors que tout ici m'abandonne,  Je dois fuir le courroux des Dieux.  En vain j'irai partout, dans l'excès de ma peine, De cet injuste arrêt leur demander raison ; Les crimes que j'ai faits pour trop aimer Jason, De l'Univers entier m'ont attiré la haine. La Thessalie arme contre mes jours,  Colchos a résolu mon trop juste supplice ; Le seul Jason me restait pour secours, Et ce Jason si cher permet qu'on me bannisse."")",-,0.0
