quinault-atys,quinault-isis,Score
"('#temps #flore #melpomene', 'Préparez de nouvelles fêtes Préparons de nouvelles fêtes Profitez du loisir du plus grand des héros Profitons du loisir du plus grand des héros.')",-,0.0
"('#ensemble', 'Le temps des jeux, et du repos, Lui sert à méditer de nouvelles conquêtes.')",-,0.0
"('#atys', ""Allons, allons, accourez tous, Cybele va descendre. Trop heureux phrygiens, venez ici l'attendre. Mille peuples seront jaloux Des faveurs que sur nous Sa bonté va répandre."")",-,0.0
"('#idas #atys', 'Allons, allons, accourez tous, Cybèle va descendre.')",-,0.0
"('#atys', ""Le soleil peint nos champs des plus vives couleurs, Il a séché les pleurs Que sur l'émail des prés a répandu l'aurore ; Et ses rayons nouveaux ont déjà fait éclore Mille nouvelles fleurs."")",-,0.0
"('#idas', ""Vous veillez lorsque tout sommeille ; Vous nous éveillez si matin, Que vous ferez croire à la fin Que c'est l'amour qui vous éveille."")",-,0.0
"('#atys', ""Non, tu dois mieux juger du parti que je prends. Mon coeur veut fuir toujours les soins et les mystères ; J'aime l'heureuse paix des coeurs indifférents ; Si leurs plaisirs ne sont pas grands, Au moins leurs peines sont légères."")",-,0.0
"('#idas', ""Tôt ou tard l'amour est vainqueur, En vain les plus fiers s'en défendent, On ne peut refuser son coeur À de beaux yeux qui le demandent. Atys, ne feignez plus, je sais votre secret. Ne craignez rien, je suis discret. Dans un bois solitaire et sombre, L'indifférent Atys se croyait seul, un jour ; Sous un feuillage épais où je rêvais à l'ombre, Je l'entendis parler d'amour."")",-,0.0
"('#atys', ""Si je parle d'amour, c'est contre son empire, J'en fais mon plus doux entretien."")",-,0.0
"('#idas', ""Tel se vante de n'aimer rien, Dont le coeur en secret soupire. J'entendis vos regrets, et je les sais si bien Que si vous en doutez je vais vous les redire. Amants qui vous plaignez, vous êtes trop heureux : Mon coeur de tous les coeurs est le plus amoureux, Et tout près d'expirer je suis réduit à feindre ; Que c'est un tourment rigoureux De mourir d'amour sans se plaindre ! Amants qui vous plaignez, vous êtes trop heureux."")",-,0.0
"('#atys', ""Idas, il est trop vrai, mon coeur n'est que trop tendre, L'amour me fait sentir ses plus funestes coups. Qu'aucun autre que toi n'en puisse rien apprendre."")",-,0.0
"('#sangaride #doris', 'Allons, allons, accourez tous, Cybèle va descendre.')",-,0.0
"('#sangaride', 'Que dans nos concerts les plus doux, Son nom sacré se fasse entendre.')",-,0.0
"('#atys', ""Sur l'univers entier son pouvoir doit s'étendre."")",-,0.0
"('#sangaride', 'Les dieux suivent ses lois et craignent son courroux.')",-,0.0
"('#atys #sangaride #idas #doris', 'Quels honneurs ! Quels respects ne doit-on point lui rendre ? Allons, allons, accourez tous, Cybèle va descendre.')",-,0.0
"('#sangaride', ""Écoutons les oiseaux de ces bois d'alentour, Ils remplissent leurs chants d'une douceur nouvelle. On dirait que dans ce beau jour, Ils ne parlent que de Cybèle."")",-,0.0
"('#atys', ""Si vous les écoutez, ils parleront d'amour. Un roi redoutable, Amoureux, aimable, Va devenir votre époux ; Tout parle d'amour pour vous."")",-,0.0
"('#sangaride', ""Il est vrai, je triomphe, et j'aime ma victoire. Quand l'amour fait régner, est-il un plus grand bien ? Pour vous, Atys, vous n'aimez rien, Et vous en faites gloire."")",-,0.0
"('#atys', ""L'amour fait trop verser de pleurs ; Souvent ses douceurs sont mortelles : Il ne faut regarder les belles Que comme on voit d'aimables fleurs. J'aime les roses nouvelles, J'aime à les voir s'embellir, Sans leurs épines cruelles, J'aimerais à les cueillir."")",-,0.0
"('#sangaride', ""Quand le péril est agréable, Le moyen de s'en alarmer ? Est-ce un grand mal de trop aimer Ce que l'on trouve aimable ? Peut-on être insensible aux plus charmants appas ?"")",-,0.0
"('#atys', ""Non vous ne me connaissez pas. Je me défends d'aimer autant qu'il m'est possible ; Si j'aimais, un jour, par malheur, Je connais bien mon coeur Il serait trop sensible. Mais il faut que chacun s'assemble près de vous, Cybèle pourrait nous surprendre."")",-,0.0
"('#atys #idas', 'Allons, allons, accourez tous, Cybèle va descendre.')",-,0.0
"('#sangaride', 'Atys est trop heureux.')",-,0.0
"('#doris', ""L'amitié fut toujours égale entre vous deux, Et le sang d'assez près vous lie : Quel que soit son bonheur, lui portez-vous envie ? Vous, qu'aujourd'hui l'hymen avec de si beaux noeuds Doit unir au roi de Phrygie ?"")",-,0.0
"('#sangaride', 'Atys, est trop heureux. Souverain de son coeur, maître de tous ses voeux, Sans crainte, sans mélancolie, Il jouit en repos des beaux jours de sa vie ; Atys ne connaît point les tourments amoureux, Atys est trop heureux.')",-,0.0
"('#doris', ""Quel mal vous fait l'amour ? Votre chagrin m'étonne."")",-,0.0
"('#sangaride', ""Je te fie un secret qui n'est su de personne. Je devrais aimer un amant Qui m'offre une couronne ; Mais, hélas ! Vainement Le devoir me l'ordonne, L'amour, pour mon tourment, En ordonne autrement."")",-,0.0
"('#doris', ""Aimeriez-vous Atys, lui dont l'indifférence Brave avec tant d'orgueil l'amour et sa puissance ?"")",-,0.0
"('#sangaride', ""J'aime, Atys, en secret, mon crime, est sans témoins. Pour vaincre mon amour, je mets tout en usage, J'appelle ma raison, j'anime mon courage ; Mais à quoi servent tous mes soins ? Mon coeur en souffre davantage, Et n'en aime pas moins."")",-,0.0
"('#doris', ""C'est le commun défaut des belles. L'ardeur des conquêtes nouvelles Fait négliger les coeurs qu'on a trop tôt charmés, Et les indifférents sont quelquefois aimés Aux dépens des amants fidèles. Mais vous vous exposez à des peines cruelles."")",-,0.0
"('#sangaride', ""Toujours aux yeux d'Atys je serai sans appas ; Je le sais, j'y consens, je veux, s'il est possible, Qu'il soit encor plus insensible ; S'il me pouvait aimer, que deviendrais-je ? Hélas ! C'est mon plus grand bonheur qu'Atys ne m'aime pas. Je prétends être heureuse, au moins, en apparence ; Au destin d'un grand roi je me vais attacher."")",-,0.0
"('#sangaride #doris', ""Un amour malheureux dont le devoir s'offense, Se doit condamner au silence ; Un amour malheureux qu'on nous peut reprocher, Ne saurait trop bien se cacher."")",-,0.0
"('#atys', ""On voit dans ces campagnes Tous nos phrygiens s'avancer."")",-,0.0
"('#doris', 'Je vais prendre soin de presser Les nymphes nos compagnes.')",-,0.0
"('#atys', 'Sangaride, ce jour est un grand jour pour vous.')",-,0.0
"('#sangaride', ""Nous ordonnons tous deux la fête de Cybèle, L'honneur est égal entre nous."")",-,0.0
"('#atys', 'Ce jour même, un grand roi doit être votre époux Je ne vous vis jamais si contente et si belle ; Que le sort du roi sera doux !')",-,0.0
"('#sangaride', ""L'indifférent Atys n'en sera point jaloux."")",-,0.0
"('#atys', ""Vivez tous deux contents, c'est ma plus chère envie ; J'ai pressé votre hymen, j'ai servi vos amours. Mais enfin ce grand jour, le plus beau de vos jours, Sera le dernier de ma vie."")",-,0.0
"('#sangaride', 'Ô dieux !')",-,0.0
"('#atys', ""Ce n'est qu'à vous que je veux révéler Le secret désespoir où mon malheur me livre ; Je n'ai que trop su feindre, il est temps de parler ; Qui n'a plus qu'un moment à vivre, N'a plus rien à dissimuler."")",-,0.0
"('#sangaride', 'Je frémis, ma crainte est extrême ; Atys, par quel malheur faut-il vous voir périr ?')",-,0.0
"('#atys', 'Vous me condamnerez vous-même, Et vous me laisserez mourir.')",-,0.0
"('#sangaride', ""J'armerai, s'il le faut, tout le pouvoir suprême..."")",-,0.0
"('#atys', ""Non, rien ne me peut secourir, Je meurs d'amour pour vous, je n'en saurais guérir ;"")",-,0.0
"('#sangaride', 'Quoi ? Vous ?')",-,0.0
"('#atys', 'Il est trop vrai.')",-,0.0
"('#sangaride', ""Vous m'aimez ?"")",-,0.0
"('#atys', ""Je vous aime. Vous me condamnerez vous-même, Et vous me laisserez mourir. J'ai mérité qu'on me punisse, J'offense un rival généreux, Qui par mille bienfaits a prévenu mes voeux : Mais je l'offense en vain, vous lui rendez justice ; Ah ! Que c'est un cruel supplice D'avouer qu'un rival est digne d'être heureux ! Prononcez mon arrêt, parlez sans vous contraindre."")",-,0.0
"('#sangaride', 'Hélas !')",-,0.0
"('#atys', ""Vous soupirez ? Je vois couler vos pleurs ? D'un malheureux amour plaignez-vous les douleurs ?"")",-,0.0
"('#sangaride', 'Atys, que vous seriez à plaindre Si vous saviez tous vos malheurs !')",-,0.0
"('#atys', 'Si je vous perds, et si je meurs, Que puis-je encore avoir à craindre ?')",-,0.0
"('#sangaride', ""C'est peu de perdre en moi ce qui vous a charmé, Vous me perdez, Atys, et vous êtes aimé."")",-,0.0
"('#atys', ""Aimé ! Qu'entends-je ? Ô ciel ! Quel aveu favorable !"")",-,0.0
"('#sangaride', 'Vous en serez plus misérable.')",-,0.0
"('#atys', ""Mon malheur en est plus affreux, Le bonheur que je perds doit redoubler ma rage ; Mais n'importe, aimez-moi, s'il se peut, d'avantage, Quand j'en devrais mourir cent fois plus malheureux."")",-,0.0
"('#sangaride', ""Si vous cherchez la mort, il faut que je vous suive ; Vivez, c'est mon amour qui vous en fait la loi."")",-,0.0
"('#atys', 'Hé comment ! Hé pourquoi Voulez-vous que je vive, Si vous ne vivez pas pour moi ?')",-,0.0
"('#atys #sangaride', ""Si l'hymen unissait mon destin et le vôtre, Que ses noeuds auraient eu d'attraits ! L'amour fit nos coeurs l'un pour l'autre, Faut-il que le devoir les sépare à jamais ?"")",-,0.0
"('#atys', 'Devoir impitoyable ! Ah quelle cruauté !')",-,0.0
"('#sangaride', ""On vient, feignez encor, craignez d'être écouté."")",-,0.0
"('#atys', ""Aimons un bien plus durable Que l'éclat de la beauté : Rien n'est plus aimable Que la liberté."")",-,0.0
"('#atys', ""Mais déjà de ce mont sacré Le sommet paraît éclairé D'une splendeur nouvelle. Sangaride s'avançant vers la montagne. La déesse descend, allons au devant d'elle."")",-,0.0
"('#atys #sangaride', 'Commençons, commençons De célébrer ici sa fête solennelle, Commençons, commençons Nos jeux et nos chansons. Le choeur répète ces deux derniers vers.')",-,0.0
"('#atys #sangaride', 'Il est temps que chacun fasse éclater son zèle. Venez, reine des dieux, venez, Venez, favorable Cybèle. Les choeurs répètent ces deux derniers vers.')",-,0.0
"('#atys', 'Quittez votre cour immortelle, Choisissez ces lieux fortunés Pour votre demeure éternelle.')",-,0.0
"('#les-choeurs', 'Venez, reine des dieux, venez.')",-,0.0
"('#sangaride', 'La terre sous vos pas va devenir plus belle Que le séjour des dieux que vous abandonnez.')",-,0.0
"('#les-choeurs', 'Venez, favorable Cybèle.')",-,0.0
"('#atys #sangaride', 'Venez voir les autels qui vous sont destinés.')",-,0.0
"('#atys #sangaride #idas #doris #choeurs', 'Écoutez un peuple fidèle Qui vous appelle, Venez, reine des dieux, venez, Venez, favorable Cybèle.')",-,0.0
"('#cybele', ""Venez tous dans mon temple, et que chacun révère Le sacrificateur dont je vais faire choix : Je m'expliquerai par sa voix, Les voeux qu'il m'offrira seront sûrs de me plaire. Je reçois vos respects ; j'aime à voir les honneurs Dont vous me présentés un éclatant hommage, Mais l'hommage des coeurs Est ce que j'aime davantage. Vous devez vous animer D'une ardeur nouvelle, S'il faut honorer Cybèle, Il faut encor plus l'aimer. Cybèle portée par son char volant, se va rendre dans son temple. Tous les phrygiens s'empressent d'y aller, et répètent les quatre derniers vers que la déesse a prononcés."")",-,0.0
"('#les-choeurs', ""Nous devons nous animer D'une ardeur nouvelle, S'il faut honorer Cybèle, Il faut encor plus l'aimer."")",-,0.0
"('#celaenus', ""N'avancez pas plus loin, ne suivez point mes pas ; Sortez. Toi ne me quitte pas. Atys, il faut attendre ici que la déesse Nomme un grand sacrificateur."")",-,0.0
"('#atys', 'Son choix sera pour vous, seigneur ; Quelle tristesse semble avoir surpris votre coeur ?')",-,0.0
"('#celaenus', ""Les rois les plus puissants connaissent l'importance D'un si glorieux choix : Qui pourra l'obtenir étendra sa puissance Partout où de Cybèle on révère les lois."")",-,0.0
"('#atys', ""Elle honore aujourd'hui ces lieux de sa présence, C'est pour vous préférer aux plus puissants des rois."")",-,0.0
"('#celaenus', ""Mais quand j'ai vu tantôt la beauté qui m'enchante, N'as-tu point remarqué comme elle était tremblante ?"")",-,0.0
"('#atys', ""À nos jeux, à nos chants, j'étais trop appliqué, Hors la fête, seigneur, je n'ai rien remarqué."")",-,0.0
"('#celaenus', ""Son trouble m'a surpris. Elle t'ouvre son âme ; N'y découvres-tu point quelque secrète flamme ? Quelque rival caché ?"")",-,0.0
"('#atys', 'Seigneur, que dites-vous ?')",-,0.0
"('#celaenus', ""Le seul nom de rival allume mon courroux. J'ai bien peur que le ciel n'ait pu voir sans envie Le bonheur de ma vie, Et si j'étais aimé mon sort serait trop doux. Ne t'étonnes point tant de voir la jalousie Dont mon âme est saisie, On ne peut bien aimer sans être un peu jaloux."")",-,0.0
"('#atys', ""Seigneur, soyez content, que rien ne vous alarme ; L'hymen va vous donner la beauté qui vous charme, Vous serez son heureux époux."")",-,0.0
"('#celaenus', ""Tu peux me rassurer, Atys, je te veux croire, C'est son coeur que je veux avoir, Dis-moi s'il est en mon pouvoir ?"")",-,0.0
"('#atys', 'Son coeur suit avec soin le devoir et la gloire, Et vous avez pour vous la gloire et le devoir.')",-,0.0
"('#celaenus', ""Ne me déguise point ce que tu peux connaître. Si j'ai ce que j'aime en ce jour L'hymen seul m'en rend-t-il le maître ? La gloire et le devoir auront tout fait, peut-être, Et ne laissent pour moi rien à faire à l'amour."")",-,0.0
"('#atys', ""Vous aimez d'un amour trop délicat, trop tendre."")",-,0.0
"('#celaenus', ""L'indifférent Atys ne le saurait comprendre."")",-,0.0
"('#atys', ""Qu'un indifférent est heureux ! Il jouit d'un destin paisible. Le ciel fait un présent bien cher, bien dangereux, Lorsqu'il donne un coeur trop sensible."")",-,0.0
"('#celaenus', ""Quand on aime bien tendrement On ne cesse jamais de souffrir, et de craindre ; Dans le bonheur le plus charmant, On est ingénieux à se faire un tourment, Et l'on prend plaisir à se plaindre. Va songe à mon hymen, et vois si tout est prêt, Laisse-moi seul ici, la déesse paraît."")",-,0.0
"('#cybele', ""Je veux joindre en ces lieux la gloire et l'abondance, D'un sacrificateur je veux faire le choix, Et le roi de Phrygie aurait la préférence Si je voulais choisir entre les plus grands rois. Le puissant dieu des flots vous donna la naissance, Un peuple renommé s'est mis sous votre loi ; Vous avez sans mes soins, d'ailleurs, trop de puissance, Je veux faire un bonheur qui ne soit du qu'à moi. Vous estimez Atys, et c'est avec justice, Je prétends que mon choix à vos voeux soit propice, C'est Atys que je veux choisir."")",-,0.0
"('#celaenus', ""J'aime Atys, et je vois sa gloire avec plaisir. Je suis roi, Neptune est mon père, J'épouse une beauté qui va combler mes voeux : Le souhait qui me reste à faire, C'est de voir mon ami parfaitement heureux."")",-,0.0
"('#cybele', ""Il m'est doux que mon choix à vos désirs réponde ; Une grande divinité Doit faire sa félicité Du bien de tout le monde. Mais surtout le bonheur d'un roi chéri des cieux Fait le plus doux plaisir des dieux."")",-,0.0
"('#celaenus', ""Le sang approche Atys de la nymphe que j'aime, Son mérite l'égale aux rois : Il soutiendra mieux que moi-même La majesté suprême De vos divines lois. Rien ne pourra troubler son zèle, Son coeur s'est conservé libre jusqu'à ce jour ; Il faut tout un coeur pour Cybèle, À peine tout le mien peut suffire à l'amour."")",-,0.0
"('#cybele', ""Portez à votre ami la première nouvelle De l'honneur éclatant où ma faveur l'appelle."")",-,0.0
"('#cybele', ""Tu t'étonnes, Mélisse, et mon choix te surprend ?"")",-,0.0
"('#melisse', 'Atys vous doit beaucoup, et son bonheur est grand.')",-,0.0
"('#cybele', ""J'ai fait encor pour lui plus que tu ne peux croire."")",-,0.0
"('#melisse', 'Est-il pour un mortel un rang plus glorieux ?')",-,0.0
"('#cybele', ""Tu ne vois que sa moindre gloire ; Ce mortel dans mon coeur est au dessus des dieux. Ce fut au jour fatal de ma dernière fête Que de l'aimable Atys je devins la conquête : Je partis à regret pour retourner aux cieux, Tout m'y parût changé, rien n'y plut à mes yeux. Je sens un plaisir extrême À revenir dans ces lieux. Où peut-on jamais être mieux, Qu'aux lieux où l'on voit ce qu'on aime ?"")",-,0.0
"('#melisse', ""Tous les dieux ont aimé, Cybèle aime à son tour. Vous méprisiez trop l'amour, Son nom vous semblait étrange, À la fin il vient un jour Où l'amour se venge."")",-,0.0
"('#cybele', ""J'ai crû me faire un coeur maître de tout son sort, Un coeur toujours exempt de trouble et de tendresse."")",-,0.0
"('#melisse', ""Vous braviez à tort L'amour qui vous blesse ; Le coeur le plus fort À des moments de faiblesse. Mais vous pouviez aimer, et descendre moins bas."")",-,0.0
"('#cybele', ""Non, trop d'égalité rend l'amour sans appas. Quel plus haut rang ai-je à prétendre ? Et de quoi mon pouvoir ne vient-il point à bout ? Lorsqu'on est au-dessus de tout, On se fait pour aimer un plaisir de descendre. Je laisse aux dieux les biens dans le ciel préparés, Pour Atys, pour son coeur, je quitte tout sans peine, S'il m'oblige à descendre, un doux penchant m'entraîne ; Les coeurs que le destin a le plus séparés, Sont ceux qu'amour unit d'une plus forte chaîne. Fais venir le sommeil ; que lui-même en ce jour, Prenne soin ici de conduire Les songes qui lui font la cour ; Atys ne sait point mon amour, Par un moyen nouveau je prétends l'en instruire."")",-,0.0
"('#cybele', ""Que les plus doux zéphyrs, que les peuples divers, Qui des deux bouts de l'univers Sont venus me montrer leur zèle, Célèbrent la gloire immortelle Du sacrificateur dont Cybèle a fait choix, Atys doit dispenser mes lois, Honorez le choix de Cybèle."")",-,0.0
"('#les-choeurs', ""Célébrons la gloire immortelle Du sacrificateur dont Cybèle a fait choix : Atys doit dispenser ses lois, Honorons le choix de Cybèle. Que devant vous tout s'abaisse, et tout tremble ; Vivez heureux, vos jours sont notre espoir : Rien n'est si beau que de voir ensemble Un grand mérite avec un grand pouvoir. Que l'on bénisse Le ciel propice, Qui dans vos mains Met le sort des humains."")",-,0.0
"('#atys', ""Indigne que je suis des honneurs qu'on m'adresse, Je dois les recevoir au nom de la déesse ; J'ose, puisqu'il lui plaît, lui présenter vos voeux : Pour le prix de votre zèle, Que la puissante Cybèle Vous rende à jamais heureux."")",-,0.0
"('#les-choeurs', 'Que la puissante Cybèle Nous rende à jamais heureux.')",-,0.0
"('#atys', ""Que servent les faveurs que nous fait la fortune Quand l'amour nous rend malheureux ? Je perds l'unique bien qui peut combler mes voeux, Et tout autre bien m'importune. Que servent les faveurs que nous fait la fortune Quand l'amour nous rend malheureux ?"")",-,0.0
"('#idas', 'Peut-on ici parler sans feindre ?')",-,0.0
"('#atys', ""Je commande en ces lieux, vous n'y devez rien craindre."")",-,0.0
"('#doris', 'Mon frère est votre ami.')",-,0.0
"('#idas', 'Fiez-vous à ma soeur.')",-,0.0
"('#atys', 'Vous devez avec moi partager mon bonheur.')",-,0.0
"('#idas #doris', ""Nous venons partager vos mortelles alarmes ; Sangaride les yeux en larmes Nous vient d'ouvrir son coeur."")",-,0.0
"('#atys', ""L'heure approche où l'hymen voudra qu'elle se livre Au pouvoir d'un heureux époux."")",-,0.0
"('#idas #doris', 'Elle ne peut vivre Pour un autre que pour vous.')",-,0.0
"('#atys', 'Qui peut la dégager du devoir qui la presse ?')",-,0.0
"('#idas #doris', 'Elle veut elle-même aux pieds de la déesse Déclarer hautement vos secrètes amours.')",-,0.0
"('#atys', ""Cybèle pour moi s'intéresse, J'ose tout espérer de son divin secours... Mais quoi, trahir le roi ! Tromper son espérance ! De tant de biens reçus est-ce la récompense ?"")",-,0.0
"('#idas #doris', ""Dans l'empire amoureux Le devoir n'a point de puissance ; L'amour dispense Les rivaux d'être généreux ; Il faut souvent pour devenir heureux Qu'il en coûte un peu d'innocence."")",-,0.0
"('#atys', 'Je souhaite, je crains, je veux, je me repends.')",-,0.0
"('#idas #doris', 'Verrez-vous un rival heureux à vos dépends ?')",-,0.0
"('#atys', 'Je ne puis me résoudre à cette violence.')",-,0.0
"('#atys #idas #doris', ""En vain, un coeur, incertain de son choix. Met en balance mille fois L'amour et la reconnaissance, L'amour toujours emporte la balance."")",-,0.0
"('#atys', 'Le plus juste parti cède enfin au plus fort. Allez, prenez soin de mon sort, Que Sangaride ici se rende en diligence.')",-,0.0
"('#atys', ""Nous pouvons nous flatter de l'espoir le plus doux Cybèle et l'amour sont pour nous. Mais du devoir trahi j'entends la voix pressante Qui m'accuse et qui m'épouvante. Laisse mon coeur en paix, impuissante vertu, N'ai-je point assez combattu ? Quand l'amour malgré toi me contraint à me rendre, Que me demandes-tu ? Puisque tu ne peux me défendre, Que me sert-il d'entendre Les vains reproches que tu fais ? Impuissante vertu laisse mon coeur en paix. Mais le sommeil vient me surprendre, Je combats vainement sa charmante douceur. Il faut laisser suspendre Les troubles de mon coeur. Atys s'endort. Le théâtre change et représente une antre entouré de pavots et de ruisseaux, où le dieu du sommeil se vient rendre accompagné des songes agréables et funestes."")",-,0.0
"('#le-sommeil', 'Dormons, dormons tous ; Ah que le repos est doux !')",-,0.0
"('#morphee', 'Régnez, divin sommeil, régnez sur tout le monde, Répandez vos pavots les plus assoupissants ; Calmez les soins, charmez les sens, Retenez tous les coeurs dans une paix profonde.')",-,0.0
"('#phobetor', ""Ne vous faites point violence, Coulez, murmurez, clairs ruisseaux, Il n'est permis qu'au bruit des eaux De troubler la douceur d'un si charmant silence."")",-,0.0
"('#sommeil #morphee #phobetor #phantase', ""Dormons, dormons tous, Ah que le repos est doux ! Les songes agréables approchent d'Atys, et par leurs chants, et par leurs danses, lui font connaître l'amour de Cybèle, et le bonheur qu'il en doit espérer."")",-,0.0
"('#morphee', ""Écoute, écoute Atys la gloire qui t'appelle, Sois sensible à l'honneur d'être aimé de Cybèle, Jouis heureux Atys de ta félicité."")",-,0.0
"('#morphee #phobetor #phantase', ""Mais souviens-toi que la beauté, Quand elle est immortelle, Demande la fidélité D'une amour éternelle."")",-,0.0
"('#phantase', ""Que l'amour a d'attraits Lorsqu'il commence À faire sentir sa puissance ! Que l'amour a d'attraits Lorsqu'il commence Pour ne finir jamais. Trop heureux un amant Qu'amour exempte Des peines d'une longue attente ! Trop heureux un amant Qu'amour exempte De crainte et de tourment !"")",-,0.0
"('#phobetor', ""Goûte en paix chaque jour une douceur nouvelle, Partage l'heureux sort d'une divinité, Ne vante plus la liberté, Il n'en est point du prix d'une chaîne si belle."")",-,0.0
"('#morphee #phobetor #phantase', ""Mais souviens-toi que la beauté, Quand elle est immortelle, Demande la fidélité D'une amour éternelle."")",-,0.0
"('#phantase', ""Que l'amour a d'attraits Lorsqu'il commence À faire sentir sa puissance ! Que l'amour a d'attraits Lorsqu'il commence Pour ne finir jamais ! Les songes funestes approchent d'Atys, et le menacent de la vengeance de Cybèle s'il méprise son amour, et s'il ne l'aime pas avec fidélité."")",-,0.0
"('#un-songe-funeste', ""Garde-toi d'offenser un amour glorieux, C'est pour toi que Cybèle abandonne les cieux Ne trahis point son espérance. Il n'est point pour les dieux de mépris innocent, Ils sont jaloux des coeurs, ils aiment la vengeance, Il est dangereux qu'on offense Un amour tout-puissant."")",-,0.0
"('#choeur-des-songes-funestes', ""L'amour qu'on outrage Se transforme en rage, Et ne pardonne pas Aux plus charmants appas. Si tu n'aimes point Cybèle D'une amour fidèle, Malheureux, que tu souffriras ! Tu périras : Crains une vengeance cruelle, Tremble, crains un affreux trépas. Atys épouvanté par les songes funestes, se réveille en sursaut, le sommeil et les songes disparaissent avec l'antre où ils étaient, et Atys se retrouve dans le même palais où il s'était endormi."")",-,0.0
"('#atys', 'Venez à mon secours, ô dieux ! Ô justes dieux !')",-,0.0
"('#cybele', 'Atys, ne craignez rien, Cybèle est en ces lieux.')",-,0.0
"('#atys', ""Pardonnez au désordre où mon coeur s'abandonne ; C'est un songe..."")",-,0.0
"('#cybele', 'Parlez, quel songe vous étonne ? Expliquez-moi votre embarras.')",-,0.0
"('#atys', 'Les songes sont trompeurs, et je ne les crois pas. Les plaisirs et les peines Dont en dormant on est séduit, Sont des chimères vaines Que le réveil détruit.')",-,0.0
"('#cybele', ""Ne méprisez pas tant les songes L'amour peut emprunter leur voix, S'ils font souvent des mensonges, Ils disent vrai quelque fois. Ils parlaient par mon ordre, et vous les devez croire."")",-,0.0
"('#atys', 'Ô ciel !')",-,0.0
"('#cybele', ""N'en doutez point, connaissez votre gloire. Répondez avec liberté, Je vous demande un coeur qui dépend de lui-même."")",-,0.0
"('#atys', ""Une grande divinité Doit s'assurer toujours de mon respect extrême."")",-,0.0
"('#cybele', ""Les dieux dans leur grandeur suprême Reçoivent tant d'honneurs qu'ils en sont rebutés, Ils se lassent souvent d'être trop respectés, Ils sont plus contents qu'on les aime."")",-,0.0
"('#atys', 'Je sais trop ce que je vous dois Pour manquer de reconnaissance...')",-,0.0
"('#sangaride', ""J'ai recours à votre puissance, Reine des dieux, protégez-moi. L'intérêt d'Atys vous en presse..."")",-,0.0
