regnard-coquette,regnard-divorce,Score
"('#colombine', ""Que signifie donc cette cérémonie-ci ?  Je trouve cela assez plaisant.  Voyons donc ce que dit cette lettre. Comme il n'y a point d'animal dans le monde qui n'aime quelque autre animal, c'est ce qui fait que je vous aime.  Autre chose ne peut vous dire votre très humble serviteur et fidèle amant, Pierrot. Mon très humble serviteur et fidèle amant, Pierrot.  Ah, ah !  Voilà donc où le bât vous blesse, monsieur l'amoureux !  En vérité, je suis ravie d'avoir fait une pareille conquête.  Elle lit. "")",-,0.0
"('#pierrot', ""Hé !  Mademoiselle, je sais bien que mon mérite n'est pas capable de mériter ;... mais, d'un autre côté,... voilà que l'occasion,... votre beauté... Je ne suis pas bien riche ; mais, ma foi, je suis un bon garçon. "")",-,0.0
"('#colombine', ""J'entends cela le mieux du monde ; mais je vous prie, monsieur Pierrot, d'étouffer un peu vos hoquets de tendresse, et d'aller porter cette lettre à monsieur de la Maltotière."")",-,0.0
"('#pierrot', 'Ah !  Petit cocodrille !  Ouf ! ')",-,0.0
"('#colombine', ""La conquête de Pierrot n'est pas bien illustre : je sens néanmoins une secrète joie de voir que rien ne m'échappe.  Quelque sévérité qu'affectent les femmes, elles ne sont jamais fâchées de s'entendre dire qu'on les aime. "")",-,0.0
"('#le-laquais', 'Mademoiselle, voilà monsieur le conseiller Nigaudin. ')",-,0.0
"('#colombine', ""En vérité, monsieur Nigaudin, j'ai lieu de louer votre diligence : nous ne devons partir pour la Comédie que dans deux heures, et je suis ravie de pouvoir pendant ce temps-là profiter de votre conversation."")",-,0.0
"('#nigaudin', ""Mademoiselle, quand il s'agira de venir vous offrir ses hommages, on n'obtiendra point de défaut contre moi : en cas de rendez-vous auprès des dames, je ne me laisse jamais contumacer, et je me rends bien vite à l'ajournement personnel. "")",-,0.0
"('#colombine', ""Ah, monsieur !  Que vous dites les choses galamment !  Vous avez un tour aisé et naturel dans les expressions, que les autres n'ont point ; et il semble toujours que vous demandiez le coeur, quelque indifférente chose que vous puissiez dire. "")",-,0.0
"('#nigaudin', ""Moi, mademoiselle ! Je ne vous demande rien ; vous me prenez donc pour un escroc ?  Il est vrai que nous autres gens de robe, la plupart, nous avons la belle élocution à commandement.  Tout franc, mademoiselle, les gens d'épée n'ont point le boute-dehors comme nous. "")",-,0.0
"('#colombine', ""Fi !  Ne me parlez point des gens d'épée ; ils n'auraient jamais rien à vous dire, s'ils ne vous étourdissaient de leurs bonnes fortunes, et s'ils ne vous faisaient le calcul du nombre des bouteilles qu'ils ont vidées.  Pour moi, je ne conçois pas bien la manie de la plupart des femmes d'aujourd'hui ; on ne saurait leur plaire, si l'on ne revient de Flandre ou d'Allemagne, et si l'on ne rapporte à leurs pieds un coeur tout persillé de poudre à canon. "")",-,0.0
"('#nigaudin', ""Ma foi, il y a bien de l'entêtement ; car, entre nous, il n'y a point de gens qui tiennent une procédure si irrégulière auprès des dames que les gens de guerre : ils sont brusques et entreprenants sur le fait des faveurs, et n'observent jamais les délais fixés par l'ordonnance de l'amour. "")",-,0.0
"('#colombine', ""Il est vrai qu'on n'est point en sûreté contre leurs entreprises ; et quand ils sont chez les dames, ils s'imaginent être dans un quartier d'hiver à vivre à discrétion. "")",-,0.0
"('#nigaudin', ""À propos de quartier d'hiver, mademoiselle, il me semble qu'ils sont venus cette année quinze jours plus tôt pour moi. "")",-,0.0
"('#colombine', 'Pourquoi donc, monsieur ? ')",-,0.0
"('#nigaudin', ""J'avais hypothèque spéciale sur votre coeur, sans ce visage d'épetier qui est arrivé, et qui se prétend privilégié sur la chose : mais, ventrebleu !  Nous verrons. "")",-,0.0
"('#colombine', 'Eh !  Que craint-on, monsieur, quand on est fait comme vous ? ')",-,0.0
"('#nigaudin', ""Il est vrai qu'un juge craint fort peu de chose ; mais la plupart de ces gens de guerre sont des brutaux qui usent d'abord des voies de fait.  Nous autres, nous faisons notre affaire en douceur, et nous n'aimons pas le fracas de la brette. "")",-,0.0
"('#colombine', ""Vous avez assez d'autres endroits pour vous faire distinguer. "")",-,0.0
"('#nigaudin', ""Ce n'est pas, ventrebleu !  Qu'on n'ait du coeur. Je voudrais que vous me vissiez aux buvettes : je fais tout trembler ; et si tous mes confrères les praticiens me ressemblaient, il ne se recevrait pas le quart des nasardes qui se donnent tous les jours. "")",-,0.0
"('#colombine', ""Je gagerais, à votre air, que vous opinez l'épée à la main ?  Et je vous prendrais quelquefois pour un colonel de robe. "")",-,0.0
"('#nigaudin', ""Vous trouvez donc mon habit joli ?  C'est un petit déshabillé de chasse que je me suis fait faire pour la cour.  N'est-il pas vrai que l'épée me sied bien ? "")",-,0.0
"('#colombine', 'À charmer. ')",-,0.0
"('#nigaudin', ""Je sens quelquefois des convulsions de bravoure que je ne saurais retenir. J'étais né pour la guerre : mais mon père, voyant que j'avais trop d'esprit pour ce métier-là, me mit dans notre présidial de Beauvais, et m'acheta une charge d'assesseur.  Il tousse. "")",-,0.0
"('#colombine', ""Ah, monsieur l'assesseur !  Si vous débrouillez aussi bien un procès que vous savez vous faire jour dans un coeur, que vous êtes un juge éclairé !"")",-,0.0
"('#nigaudin', ""Tout franc, mademoiselle, je ne me plains pas de mes lumières, et je vous avoue que j'ai une pénétration d'esprit qui me surprend quelquefois.  Je jugeai dernièrement un gros procès à l'audience, dont je n'avais pas entendu un mot. "")",-,0.0
"('#colombine', 'Pas un mot !  Et comment avez-vous pu rendre la justice ? ')",-,0.0
"('#nigaudin', ""Bon !  Dans tous les procès, il n'y a qu'une routine.  L'une des parties m'avait envoyé un carrosse de cent pistoles, et l'autre deux chevaux gris de six cents écus ; vous jugez bien qui avait le bon droit ? "")",-,0.0
"('#colombine', 'Oh !  Je sais que deux chevaux gris mènent un procès bien rondement. ')",-,0.0
"('#nigaudin', 'Ma foi, vous avez raison ; les chevaux entraînèrent le carrosse.')",-,0.0
"('#le-capitaine', 'Parbleu !  Mon ami, je crois que tu ne me connais pas. ')",-,0.0
"('#colombine', 'Ah, monsieur !  Vous êtes perdu si cet homme-là vous trouve ici. ')",-,0.0
"('#nigaudin', 'Comment donc ? ')",-,0.0
"('#colombine', ""C'est un officier qui est jaloux à la fureur ; il a déjà tué cinq ou six hommes pour n'avoir fait que me regarder. "")",-,0.0
"('#nigaudin', 'Cinq ou six hommes !  Voilà qui est bien brutal.  Holà !  Hé, laquais. Il se déshabille, et met son rabat. ')",-,0.0
"('#colombine', 'Hé, que faites-vous, monsieur ?  À quoi vous amusez-vous là ? ')",-,0.0
"('#nigaudin', ""Je sais bien ce que je fais.  Il faudra qu'il soit bien lâche, s'il me bat sans épée.  Pour plus grande sûreté, vite, qu'on me donne ma robe. "")",-,0.0
"('#colombine', 'Votre robe !  Et où est-elle ? ')",-,0.0
"('#nigaudin', 'Je ne vais jamais sans cela : on ne sait pas ce qui peut arriver. ')",-,0.0
"('#colombine', ""Ah, monsieur !  Ne vous y fiez pas ; vous auriez toutes les robes du Palais sur le corps, qu'il... "")",-,0.0
"('#le-capitaine', 'Par la mort !  Par la tête !  Si tu ne me laisses entrer, je mettrai le feu à la maison. ')",-,0.0
"('#colombine', 'Que je suis malheureuse !  Le voilà qui entre. Tenez, cachez-vous vite sous cette table-là, et ne remuez pas. ')",-,0.0
"('#nigaudin', 'Ah !  Ma maudite toux me va trahir. ')",-,0.0
"('#le-capitaine', ""Comment !  Mordi, mademoiselle : il est plus difficile d'entrer chez vous que de prendre trois demi-lunes l'épée à la main.  Si vous ne changez de portier, ma foi, il faudra rompre tout commerce avec vous.  Malepeste !  Une cravate de Malines qui n'est plus propre qu'à faire de la charpie !  Voilà qui est fait, je ne rends plus de visites qu'à des portes bâtardes. "")",-,0.0
"('#colombine', ""Monsieur, je suis bien fâchée de l'accident de votre cravate : mais... "")",-,0.0
"('#le-capitaine', ""Mais, mademoiselle, on est bien aise de conserver le peu qu'on a de linge.  Je suis revenu trente fois de l'assaut en meilleur équipage.  Il est vrai qu'une jolie personne comme vous est un redoutable ouvrage à cornes. Hem, plaît-il ?  Il râpe du tabac ; Nigaudin tousse. "")",-,0.0
"('#colombine', ""Ce n'est rien, monsieur...  Que voilà un habit bien entendu !"")",-,0.0
"('#le-capitaine', ""Je ne suis pas mal fait, oui ; je dois ma taille à une douzaine de bouteilles de vin que je bois réglément par jour : un grand ventre sied bien à la tête d'un bataillon. Ouais !  Qu'est-ce donc que j'entends ?  Nigaudin tousse. "")",-,0.0
"('#colombine', ""Ce n'est rien, vous dis-je.  Voilà vos inquiétudes qui vous prennent ; vous voudriez déjà être hors d'ici, et vous ne songez pas qu'il y a un siècle qu'on ne vous a vu. "")",-,0.0
"('#le-capitaine', ""J'y viendrais plus souvent : mais tout le genre humain y aborde.  Voyez-vous, mademoiselle, je suis le gentilhomme de France du meilleur commerce ; mais, ventrebleu !  Je ne m'accommode point de vos neutralités. "")",-,0.0
"('#colombine', ""Mon_Dieu !  Monsieur, je ménage tout le monde pour des raisons particulières ; mais je sais donner la préférence à qui le mérite.  Je me distingue en voyant des gens de cour ; les officiers me font plaisir ; je trouve des ressources avec les financiers : et pour peu qu'on aime les bagatelles, c'est le moins qu'on puisse avoir que deux ou trois petits abbés dans une maison. "")",-,0.0
"('#le-capitaine', ""Pour les abbés, passe : on sait bien que cette graine-là est nécessaire aux femmes : mais j'enrage de voir à vos trousses un tas de gens de robe, qui sont pour la plupart des croquants, à qui l'esprit n'a été donné que comme le sel aux jambons pour les conserver. "")",-,0.0
"('#colombine', ""Bon ! L'été les femmes les souffrent faute d'officiers : mais ce sont des oiseaux de semestre qui disparaissent avec les hirondelles.  Et puis les affaires viennent sans qu'on y pense ; on a tous les jours, malgré soi, des procès ; et vous savez qu'auprès d'un juge sensible, l'enjouement d'une jolie femme est toujours la meilleure pièce d'un sac. "")",-,0.0
"('#le-capitaine', ""Vous voyez entre autres un certain... Trigaudin... Nigaudin ; un petit friquet de chicane.  Par la ventrebleu !  Si jamais je l'y rencontre ; je n'aime pas le bruit, mais assurément je lui couperai les oreilles. Nigaudin tousse, et Colombine tousse aussi, de peur que le Capitaine ne l'entende. "")",-,0.0
"('#colombine', ""Hé !  Fi, monsieur, ne m'en parlez point ; je ne le saurais souffrir : c'est une éponge à sottises. Elle tousse. "")",-,0.0
"('#le-capitaine', ""Qu'avez-vous donc, mademoiselle ?  Vous me paraissez bien enrhumée. "")",-,0.0
"('#colombine', ""Ce n'est rien, monsieur ; on ne peut pas toujours se porter si bien que vous.  Mon_Dieu !  Que vous avez bon visage ! "")",-,0.0
"('#le-capitaine', ""Je le crois, ma foi, qu'il est hon ; il y a plus de trente ans que je m'en sers jour et nuit ; je ne suis pas comme ces femmes qui le mettent le soir sur leur toilette."")",-,0.0
"('#le-sergent', 'Mon capitaine, ne voulez-vous pas arrêter les parties de ce marchand a fourni les justaucorps de la compagnie ? ')",-,0.0
"('#colombine', ""C'est-à-dire, monsieur le capitaine, que vous ne manquez pas de moyens pour trouver de l'argent. "")",-,0.0
"('#le-capitaine', ""Je veux être un infâme, si j'ai le premier sou pour faire ma compagnie : ce qui me console, c'est que je dois beaucoup.  Allons, tirez.  Allons, tirez.  Pour une demoiselle, il me semble que vous avez là un vilain mâtin sous votre table.  Il écrit, et sent quelque chose sous la table. "")",-,0.0
"('#colombine', 'Vous rêvez, je crois, avec vos mâtins. ')",-,0.0
"('#le-capitaine', ""Brin-d'amour ?"")",-,0.0
"('#le-sergent', 'Mon capitaine. ')",-,0.0
"('#le-capitaine', 'Chassez-moi ce chien de dessous cette table. ')",-,0.0
"('#le-sergent', 'Allons, tirez ; à la paille.  Nigaudin sort.')",-,0.0
"('#le-capitaine', ""Oh, oh !  Mon petit ami, et que faites-vous donc ici, s'il vous plaît ? "")",-,0.0
"('#nigaudin', 'La Violette, laquais, prenez ma robe. ')",-,0.0
"('#le-capitaine', 'Mon petit ami, si vous ne dénichez au plus vite, je vous ferai amoureusement descendre par la fenêtre. ')",-,0.0
"('#colombine', ""Monsieur le capitaine, vous êtes un extravagant de vous emporter sans raison.  N'ai-je pas fait mon devoir de faire cacher monsieur pour vous épargner du chagrin ?  Tant pis pour vous, si vous allez chercher où vous n'avez que faire. Et vous, monsieur, de quoi vous avisez-vous de faire du bruit mal à propos ?  Il n'y a qu'un homme de robe et officier d'un présidial capable de tousser quand on le cache sous une table.  Puisque vous avez fait la sottise, démêlez la fusée comme il vous plaira.  À Nigaudin.  Elle sort. "")",-,0.0
"('#nigaudin', ""Adieu, monsieur ; nous ne serons pas toujours seul à seul ; et s'il vous tombe jamais quelque décret sur le corps, je vous apprendrai ce que c'est que de scandaliser un juge chez des femmes."")",-,0.0
"('#le-capitaine', 'Va, va, petit regrattier de la justice, je me moque de toi et de tes décrets ; je suis en garnison dans une bonne citadelle. ')",-,0.0
