racine-thebaide-64,rotrou-antigone,Score
"('#jocaste', ""Ah ciel ! Quelle rigueur ! Que vous pénétrez mal dans le fond de mon coeur ! Je ne demande pas que vous quittiez l'Empire, Régnez toujours, mon fils, c'est ce que je désire. Mais si tant de malheurs vous touchent de pitié, Si pour moi votre coeur garde quelque amitié ; Et si vous prenez soin de votre gloire même, Associez un frère à cet honneur suprême ; Ce n'est qu'un vain éclat qu'il recevra de vous, Votre règne en sera plus puissant et plus doux. Les peuples admirant cette vertu sublime, Voudront toujours pour Prince un Roi si magnanime, Et cet illustre effort, loin d'affaiblir vos droits, Vous rendra le plus juste et le plus grand des Rois. Ou s'il faut que mes voeux vous trouvent inflexible, Si la paix à ce prix vous paraît impossible, Et que le diadème ait pour vous tant d'attraits, Au moins consolez-moi de quelque heure de paix, Accordez quelque trêve à ma douleur amère, Et cependant, mon fils, j'irai voir votre frère, La pitié dans son âme aura peut-être lieu, Ou du moins pour jamais j'irai lui dire adieu. Dès ce même moment permettez que je sorte, J'irai jusqu'à sa tente, et j'irai sans escorte, Dans cette occasion rien ne peut m'émouvoir."")",-,0.0
"('#eteocle', ""Madame, sans sortir vous le pouvez bien voir. Et si cette entrevue a pour vous tant de charmes, Il ne tiendra qu'à lui de suspendre nos armes, Vous pouvez dès cette heure accomplir vos souhaits, Et le faire venir jusque dans ce palais. Je ferai plus encore, et pour faire connaître, Qu'il a tort en effet de me nommer un traître, Et que je ne suis pas un tyran odieux, Que l'on fasse parler et le peuple et les Dieux. Si le peuple le veux, je lui cède ma place, Mais qu'il se rende aussi si le peuple le chasse, Je ne force personne, et j'engage ma foi De laisser aux Thébains à se choisir un roi."")",-,0.0
"('#creon', ""Seigneur, votre sortie a mis tout en alarmes, Thèbes qui croit vous perdre est déjà toute en larmes, L'épouvante et l'horreur règnent de toutes parts, Et le peuple effrayé tremble sur ses remparts."")",-,0.0
"('#eteocle', ""Cette vaine frayeur sera bientôt calmée. Madame, je m'en vais retrouver mon armée, Cependant vous pouvez accomplir vos souhaits, Faire entrer Polynice, et lui parler de paix. Créon, la Reine ici commande en mon absence, Disposez tout le monde à son obéissance, Laissez pour recevoir et pour donner ses lois, Votre fils Ménécée, et j'en ai fait le choix. Comme il a de l'honneur autant que de courage, Ce choix aux ennemis ôtera tout ombrage, Et sa vertu suffit pour les rendre assurés. Commandez-lui, Madame. Et vous, vous me suivrez. À Créon."")",-,0.0
"('#creon', 'Quoi, Seigneur...')",-,0.0
"('#eteocle', 'Oui, Créon, la chose est résolue.')",-,0.0
"('#creon', 'Et vous quittez ainsi la puissance absolue ?')",-,0.0
"('#eteocle', ""Que je la quitte ou non ne vous tourmentez pas, Faites ce que j'ordonne, et venez sur mes pas."")",-,0.0
"('#creon', ""Qu'avez-vous fait, Madame, et par quelle conduite Forcez-vous un vainqueur à prendre ainsi la fuite ? Ce conseil va tout perdre."")",-,0.0
"('#jocaste', 'Il va tout conserver, Et par ce seul conseil Thèbes se peut sauver.')",-,0.0
"('#creon', ""Hé quoi, Madame, hé quoi, dans l'état où nous sommes, Lorsqu'avec un renfort de plus de six mille hommes, La fortune promet toute chose aux Thébains, Le Roi se laisse ôter la victoire des mains ?"")",-,0.0
"('#jocaste', ""La victoire Créon n'est pas toujours si belle, La honte et les remords vont souvent après elle, Quand deux frères armés vont s'égorger entre eux, Ne les pas séparer, c'est les perdre tous deux. Peut-on faire au vainqueur une injure plus noire, Que lui laisser gagner une telle victoire ?"")",-,0.0
"('#creon', 'Leur courroux est trop grand...')",-,0.0
"('#jocaste', 'Il peut être adouci.')",-,0.0
"('#creon', 'Tous deux veulent régner.')",-,0.0
"('#jocaste', 'Ils régneront aussi.')",-,0.0
"('#creon', ""On ne partage point la grandeur souveraine ; Et ce n'est pas un bien qu'on quitte et qu'on reprenne."")",-,0.0
"('#jocaste', ""L'intérêt de l'État leur servira de loi."")",-,0.0
"('#creon', ""L'intérêt de l'État est de n'avoir qu'un roi, Qui d'un ordre constant gouvernant ses provinces, Accoutume à ses lois et le peuple et les princes. Ce règne interrompu de deux Rois différents, En lui donnant deux Rois lui donne deux tyrans. Vous les verriez toujours l'un à l'autre contraire, Détruire aveuglément ce qu'aurait fait un frère, L'un sur l'autre former quelque attentat, Et changer tous les ans la face de l'État. Ce terme limité qu'on veut leur prescrire, Accroît leur violence en bornant leur Empire. Tous deux feront gémir les peuples tour à tour, Pareils à ces torrents qui ne durant qu'un jour, Plus leur cours est borné, plus ils font de ravage, Et par de grands dégâts signalent leur passage."")",-,0.0
"('#jocaste', ""On les verrait plutôt par de nobles projets, Se disputer tous deux l'amour de leurs sujets. Mais avouez, Créon, que toute votre peine, C'est de voir que la paix rend votre attente vaine, Et qu'en vous éloignant du trône où vous tendez, Elle rend pour jamais vos desseins avortés. Comme après mes enfants le droit de la naissance, Fait tomber en vos mains la suprême puissance, Le sang qui vous unit aux deux princes mes fils, Vous fait trouver en eux vos plus grands ennemis : Et votre ambition qui tend à leur fortune, Vous donne pour tous deux une haine commune ; Vous inspirez au roi vos conseils dangereux, Et vous en servez un pour les perdre tous deux."")",-,0.0
"('#creon', ""Je ne me repais point de pareilles chimères, Mes respects pour le Roi sont ardents et sincères, Et mon ambition est de le maintenir Au trône où vous croyez que je veux parvenir. Le soin de sa grandeur est le seul qui m'anime, Je hais ses ennemis, et c'est là tout mon crime ; Je ne m'en cache point, mais à ce que je vois, Chacun n'est pas ici criminel comme moi."")",-,0.0
"('#jocaste', ""Tant que pour ennemi le Roi n'aura qu'un frère, Sa personne, Créon, me sera toujours chère ; De lâches courtisans peuvent bien le haïr, Mais une mère enfin ne peut pas se trahir."")",-,0.0
"('#antigone', 'Vos intérêts ici sont conformes aux nôtres, Les ennemis du Roi ne sont pas tous les vôtres ; Créon, vous êtes père, et dans ces ennemis, Peut-être songez-vous que vous avez un fils ; On sait de quelle ardeur Hémon sert Polynice.')",-,0.0
"('#creon', ""Oui, je le sais, Madame, et je lui fais justice ; Je le dois en effet distinguer du commun ; Mais c'est pour le haïr encor plus que pas un ; Et je souhaiterais dans ma juste colère, Que chacun le haït comme le hait son père."")",-,0.0
"('#antigone', ""Après tout ce qu'a fait la valeur de son bras, Tout le monde en ce point ne vous ressemble pas."")",-,0.0
"('#creon', ""Je le vois bien, Madame, et c'est ce qui m'afflige ; Mais je sais bien à quoi sa révolte m'oblige, Et tous ces beaux exploits qui le font admirer, C'est ce qui me le fait justement abhorrer. La honte suit toujours le parti des rebelles, Leurs grandes actions sont les plus criminelles ; Ils signalent leur crime en signalant leur bras, Et la gloire n'est point où les rois ne sont pas."")",-,0.0
"('#antigone', 'Écoutez un peu mieux la voix de la Nature.')",-,0.0
"('#creon', ""Plus l'offenseur m'est cher, plus je ressens l'injure."")",-,0.0
"('#antigone', 'Mais un père à ce point doit-il être emporté ? Vous avez trop de haine.')",-,0.0
"('#creon', ""Et vous trop de bonté. C'est trop parler, Madame, en faveur d'un rebelle."")",-,0.0
"('#antigone', ""L'innocence vaut bien que l'on parle pour elle."")",-,0.0
"('#creon', 'Je sais ce qui le rend innocent à vos yeux.')",-,0.0
"('#antigone', 'Et je sais quel sujet vous le rend odieux.')",-,0.0
"('#creon', ""L'amour a d'autres yeux que le commun des hommes."")",-,0.0
"('#jocaste', ""Vous abusez, Créon, de l'état où nous sommes, Tout vous semble permis, mais craignez mon courroux. Vos libertés enfin retomberaient sur vous."")",-,0.0
"('#antigone', ""L'intérêt du public agit peu sur son âme, Et l'amour du pays nous cache une autre flamme. Je le sais, mais, Créon, j'en abhorre le cours, Et vous ferez bien mieux de la cacher toujours."")",-,0.0
"('#creon', ""Je le ferai, Madame, et je veux par avance, Vous épargner encor jusques à ma présence. Aussi bien mes respects redoublent vos mépris, Et je vais faire place à ce bienheureux fils. Vous savez que le Roi m'appelle à son service, Adieu, faites venir Hémon et Polynice."")",-,0.0
"('#jocaste', ""N'en doute pas méchant, ils vont venir tous deux, Tous deux ils préviendront tes desseins malheureux."")",-,0.0
"('#antigone', 'Le perfide, à quel point son insolence monte !')",-,0.0
"('#jocaste', ""Ses superbes discours tourneront à sa honte. Bientôt si nos désirs sont exaucés des Cieux, La paix nous vengera de cet ambitieux. Mais il faut se hâter, chaque heure nous est chère, Appelons promptement Hémon et votre frère, Je suis pour ce dessein prête à leur accorder, Toutes les sûretés qu'il pourront demander. Et toi, si mes malheurs ont lassé ta justice, Ciel, dispose à la paix le coeur de Polynice, Seconde mes soupirs, donne force à mes pleurs, Et comme il faut enfin, fais parler mes douleurs."")",-,0.0
"('#antigone', ""Et si tu prends pitié d'une flamme innocente, Ô ciel ! En ramenant Hémon à son amante. Ramène-le fidèle, et permets en ce jour, Qu'en retrouvant l'amant je retrouve l'amour."")",-,0.0
"('#hemon', ""Hé quoi ! Vous me plaignez votre aimable présence, Après un an entier de supplice et d'absence, Ne m'avez-vous, Madame, appelé près de vous, Que pour m'ôter sitôt un bien qui m'est si doux ?"")",-,0.0
"('#antigone', ""Et voulez-vous sitôt que j'abandonne un frère ? Ne dois-je pas au temple accompagner ma mère ? Et dois-je préférer, au gré de vos souhaits, Le soin de votre amour à celui de la paix ?"")",-,0.0
"('#hemon', ""Madame, à mon bonheur, c'est chercher trop d'obstacles ; Ils iront bien sans nous consulter les Oracles. Permettez que mon coeur en voyant vos beaux yeux, De l'état de son sort interroge ses Dieux. Puis-je leur demander sans être téméraire, S'ils ont toujours pour moi leur douceur ordinaire ? Souffrent-ils sans courroux mon ardente amitié, Et du mal qu'ils ont fait ont-ils quelque pitié ? Durant le triste cours d'une absence cruelle, Avez-vous souhaité que je fusse fidèle ? Songiez-vous que la mort menaçait loin de vous, Un amant qui ne doit mourir qu'à vos genoux ? Ah ! D'un si bel objet quand une âme est blessée ; Quand un coeur jusqu'à vous élève sa pensée, Qu'il est doux d'adorer tant de divins appas ! Mais aussi que l'on souffre en ne les voyant pas ! Un moment loin de vous me durait une année ; J'aurais fini cent fois ma triste destinée, Si je n'eusse songé jusques à mon retour, Que mon éloignement vous prouvait mon amour ; Et que le souvenir de mon obéissance, Pourrait en ma faveur parler en son absence, Et que pensant à moi, vous penseriez aussi Qu'il faut aimer beaucoup pour obéir ainsi."")",-,0.0
"('#antigone', ""Oui je prévoyais bien qu'une âme si fidèle, Trouverait dans l'absence une peine cruelle, Et si mes sentiments se doivent découvrir, Je souhaitais, Hémon, qu'elle vous fît souffrir, Et qu'étant loin de moi, quelque ombre d'amertume, Vous fît trouver les jours plus longs que de coutume. Mais ne vous plaignez pas, mon coeur chargé d'ennui, Ne vous souhaitait rien qu'il n'éprouvât en lui. Surtout depuis le temps que dure cette guerre, Et que de gens armés vous couvrez cette terre, Ô dieux ! À quels tourments mon coeur s'est vu soumis, Voyant des deux côtés ses plus tendres amis ! Lorsqu'on se sent pressé d'une main inconnue, On la craint sans réserve, on hait sans retenue, Dans tous ces mouvements le coeur n'est plus contraint, Et se sent soulagé de haïr ce qu'il craint. Mais voyant attaquer mon pays et mon frère, La main qui l'attaquait ne m'était pas moins chère ; Mon coeur qui ne voyait que mes frères et vous, Ne haïssait personne, et je vous craignais tous. Mille objets de douleur déchiraient mes entrailles, J'en voyais et dehors et dedans nos murailles, Chaque assaut à mon coeur livrait mille combats, Et mille fois le jour je souffrais le trépas."")",-,0.0
"('#hemon', ""Mais enfin qu'ai-je fait en ce malheur extrême, Que ne m'ait ordonné ma princesse elle-même ? J'ai suivi Polynice, et vous l'avez voulu, Vous me l'avez prescrit par un ordre absolu. Je lui vouai dès lors une amitié sincère, Je quittai mon pays j'abandonnai mon père, Sur moi par ce départ j'attirai son courroux, Et pour tout dire, enfin, je m'éloignai de vous."")",-,0.0
"('#antigone', ""Je m'en souviens, Hémon, et je vous fais justice, C'est moi que vous serviez en servant Polynice ; Il m'était cher alors comme il est aujourd'hui, Et je prenais pour moi ce qu'on faisait pour lui. Nous nous aimions tous deux dès la plus tendre enfance, Et j'avais sur son coeur une entière puissance ; Je trouvais à lui plaire une extrême douceur, Et les chagrins du frère étaient ceux de la soeur. Je le chéris toujours, encore qu'il m'oublie."")",-,0.0
"('#hemon', ""Non non son amitié ne s'est point affaiblie, Il vous chérit encor, mais ses yeux ont appris, Que mon amour pour vous est bien d'un autre prix. Quoique son amitié surpasse l'ordinaire, Il voit combien l'amant l'emporte sur le frère, Et qu'auprès de l'amour dont je ressens l'ardeur, La plus forte amitié n'est plus que tiédeur."")",-,0.0
"('#antigone', ""Mais enfin si sur lui j'avais la moindre empire, Il aimerait la paix, pour qui mon coeur soupire, Notre commun malheur en serait adouci ; Je le verrais Hémon, vous me verriez aussi."")",-,0.0
"('#hemon', ""De cette affreuse guerre il abhorre l'image, Je l'ai vu soupirer de douleur et de rage, Lorsque pour remonter au trône paternel, On le força de prendre un chemin si cruel. Espérons que le Ciel touché de nos misères, Achèvera bientôt de réunir les frères ; Puisse-t-il rétablir l'amitié dans leur coeur, Et conserver l'amour dans celui de sa soeur."")",-,0.0
"('#antigone', 'Hélas ! Ne doutez point que ce dernier ouvrage, Ne lui soit plus aisé que de calmer leur rage ; Je les connais tous deux, et je répondrais bien, Que leur coeur, cher Hémon, est plus dur que le mien. Mais les dieux quelquefois font de plus grands miracles.')",-,0.0
"('#antigone', ""Hé bien apprendrons-nous ce qu'ont dit les oracles ? Que faut-il faire ?"")",-,0.0
"('#olympe', 'Hélas !')",-,0.0
"('#antigone', ""Quoi ? Qu'en a-t-on appris ? Est-ce la guerre ? Olympe ?"")",-,0.0
"('#olympe', ""Ah ! C'est encore pis."")",-,0.0
"('#hemon', 'Quel est donc ce grand mal que leur courroux annonce ?')",-,0.0
"('#olympe', ""Prince pour en juger écoutez leur réponse. Thébains pour n'avoir plus de guerres, Il faut par un ordre fatal, Que le dernier du sang royal, Par son trépas ensanglante vos terres."")",-,0.0
"('#antigone', ""Ô dieux ! Que vous a fait ce sang infortuné, Et pourquoi tout entier l'avez-vous condamné ! N'êtes-vous pas contents de la mort de mon père, Tout notre sang doit-il sentir votre colère ?"")",-,0.0
"('#hemon', ""Madame, cet arrêt ne vous regarde pas, Votre vertu vous met à couvert du trépas. Les dieux savent trop bien connaître l'innocence."")",-,0.0
"('#antigone', ""Et ce n'est pas pour moi que je crains leur vengeance, Mon innocence, Hémon, serait un faible appui, Fille d'Oedipe, il faut que je meure pour lui. Je l'attends cette mort, et je l'attends sans plaintes, Et s'il faut avouer le sujet de mes craintes, C'est pour vous que je crains. Oui, cher Hémon, pour vous, De ce sang malheureux vous sortez comme nous ; Et je ne vois que trop que le courroux céleste, Vous rendra comme à nous cet honneur bien funeste, Et fera regretter aux princes des Thébains, De n'être pas sortis du dernier des humains."")",-,0.0
"('#hemon', ""Peut-on se repentir d'un si grand avantage ? Un si noble trépas flatte trop mon courage, Et du sang de ses Rois il est beau d'être issu, Dût-on rendre ce sang sitôt qu'on l'a reçu."")",-,0.0
-,"('#jocaste', ""Qu'ils ont bien à propos usé de mon sommeil : Ils n'ont pas appelé ma voix à leur conseil ; Et lorsqu'ils ont voulu tenter cette sortie, On a bien su garder que j'en fusse avertie. C'est bien, ô nuit, c'est de tes plus noirs pavots Que tu m'as distillé ce funeste repos. Mais quel chef les conduit ?"")",0.0
-,"('#ismene', 'Étéocle lui-même.')",0.0
-,"('#jocaste', ""Allons tôt ; c'est trop d'ordre en ce désordre extrême ; Ce poil mal ordonné, cette confusion Me sera bien séante en cette occasion. Nature, confonds-les, c'est ici ton office : Tout dépend de toi seule, et rien de l'artifice : Viens te montrer, mon sein, qui les as allaités ; Avancez-vous, mes bras, qui les avez portés ; Toi, flanc incestueux dont il sont pris naissance, Viens, s'ils ont du respect, faire voir ta puissance."")",0.0
-,"('#antigone', ""Madame, il n'est plus temps."")",0.0
-,"('#jocaste', ""Comment ! Ces enragés Gisent-ils déjà morts l'un par l'autre égorgés, Ou la troupe Thébaine a-t-elle été défaite ?"")",0.0
-,"('#antigone', ""Non, mais le combat cesse, et le roi fait retraite : C'est ce que de la tour j'ai clairement pu voir ; Et son retour dans peu vous le fera savoir."")",0.0
-,"('#jocaste', ""Ce coeur dénaturé, teint de sang de son frère, Se vient-il rafraîchir dans les bras de sa mère ? S'y vient-il réjouir de cet acte inhumain, Et ne prétend-il point des lauriers de sa main ? Oui, le coup en mérite, il part d'uns grand courage ; Il s'est soustrait d'adresse, et pour un bel ouvrage."")",0.0
-,"('#ismene', ""Peut-être que le ciel, qui préside aux combats, En disposera mieux que vous n'espérez pas."")",0.0
-,"('#antigone', 'Un instant a souvent changé l\'ordre des choses ; Beaucoup d\'événements ont démenti leurs causes : Mais, attendant l\'entrée et l\'entretien du roi, Oyez un accident qui me transit d\'effroi. Je voyais de la tour le choc d deux armées, L\'une et l\'autre au combat âprement animées, Alors de Ménécée arrivant en ce lieu ; ""Adieu, m\'a-t-il crié, chère Antigone, adieu ; Le ciel se lasse enfin de vous être contraire ; Jouis d\'un long repos dans les bras de mon frère."" Moi qui me voyais seule, et qui ne savais pas Le généreux dessein qui portait là ses pas,  Pour la fuit déjà j\'avais tourné la vue, Quand lui la face ouverte et nullement émue, Hardi, s\'étant planté sur le bord de la tour, Et voyant sans frayeur les bas lieux d\'alentour, A regardé le camp, et d\'une voix profonde A fait tourner vers lui les yeux de tout le monde : ""Arrêtez, a-t-il dit d\'un ton impérieux ; Arrêtez, je l\'ordonne, et de la part des dieux ; Arrêtez."" Cette voix est à peine entendue Que la main aux soldats demeure suspendue : Chacun reste interdit, l\'oeil et le bras levé ; Le coup demeure en l\'air et n\'est point achevé. Là, ce jeune héros pousse une voix moins forte, Et d\'un accent égal leur parle de cette sorte : ""Thèbes, goûte la paix que je vais t\'acheter ; Mon sang en est le prix, je viens te l\'apporter ; Repousse loin de toi cet orge de guerre Qu\'excite un insolent sur sa natale terre ; Possède en paix tes champs, tes temples, tes maisons, Sans autre changement que celui des saisons ; Qu\'hymen mettant tes fils dans les bras de tes filles De liens éternels unissent les familles ; Règne enfin caressée et du ciel et du sort ; La promesse des dieux doit ce prix à ma mort."" Il rire après ces mots une brillante épée, Et, se l\'étant au sein, jusqu\'aux gardes trempée, Se lance de la tour, le fer encore en main, Noble victime aux dieux pour le peuple thébain. À cet objet d\'horreur, l\'oeil troublé, le teint blême, J\'ai demeuré longtemps plus morte que lui-même ; Et de frayeur encore tout mon sang est glacé : Mais vous allez savoir comme tout s\'est passé.')",0.0
-,"('#eteocle', ""Madame, tout va mal, et dans cette retraite La victoire est commune, ou plutôt la défaite : Le sort est bien égal, il se déclare tard, Et beaucoup sont à dore et d'une et d'autre part."")",0.0
-,"('#jocaste', 'Maudite ambition ! Abominable peste ! Monstre altéré de sans, que ton fruit est funeste !')",0.0
-,"('#eteocle', ""Sur le désir des miens mon trône se soutient Je lui cédais l'État, mais l'État ma retient ; J'étais prêt à quitter le sceptre qu'on lui nie ; Le peuple aime mon règne et craint sa tyrannie : Je le possède aussi moins que je ne le sers ; Les honneurs qu'il me rend sont d'honorables fers. Au reste, un fondement reste à notre espérance, Si l'oracle rendu nous tient lieu d'assurance ; Thèbes lors jouira d'un paisible repos, Quand les dents du Python la semence dernière Satisfera pour tous et perdra la lumière. Telle est l'arrêt des dieux."")",0.0
-,"('#creon', 'Ô rigoureuse loi !')",0.0
-,"('#eteocle', ""Le jeune Ménécée a pris ces mots sur soi : Se voyant comme il est dernier de sa race, Sur qui par conséquent tombait cette disgrâce, Il s'est soustrait de nous, et du haut de la tour, Ravi que son malheur nous prouvât son amour, Et porté d'une ardeur à nulle autre seconde, S'est immolé lui-même aux yeux de tout le monde. Heureux certes cent fois qui meurt si glorieux, Et qui se pourra seul dire victorieux !"")",0.0
