dorneval-jugement-de-paris,quinault-cadmus-hermione,Score
"('#l-amour', ""J'aveugle les amants Qui prennent votre chaîne ; C'est moi qui vous les mène, Qui, cachant vos tourments, Leur peins vos noeuds charmants, Après tout, vous n'avez que mes restes. Air 19. Ne m'entendez-vous pas ?"")",-,0.0
"('#l-hymen', 'Oh !  Je me passe de vous assez souvent.')",-,0.0
"('#l-amour', ""Oui ; mais cela va d'une belle dégaine, quand je ne suis pas de la partie."")",-,0.0
"('#l-hymen', ""Allez.  Vous n'êtes qu'un libertin."")",-,0.0
"('#l-amour', ""L'Hymen vient quand on l'appelle, L'Amour vient quand il lui plaît. Et vous, qu'un vil esclave.  Écoutez ce que dit l'Opéra : L'Opéra met entre nous bien de la différence comme vous voyez. Air 144. L'Hymen vient etc."")",-,0.0
"('#l-hymen', ""L'Opéra dit bien d'autres sottises.  C'est un impertinent, et vous aussi."")",-,0.0
"('#l-amour', 'Et vous, vous êtes un sot.')",-,0.0
"('#l-hymen', 'À qui en veut donc ce brutal ?')",-,0.0
"('#jupiter', 'Hé-bien, hé-bien...  Cela finira-t-il ; bientôt ?  On vient ici pour se réjouir, et...')",-,0.0
"('#venus', 'Allons, mon fils, soyez sage.')",-,0.0
"('#jupiter', ""Je veux que vous vous raccommodiez avec l'Hymen : Tout en ira mieux."")",-,0.0
"('#l-amour', 'Au contraire.  Sans mes petits tours de passe-passe, tout irait sans-dessus-dessous.  Voulez-vous que je vous le prouve.')",-,0.0
-,"('#pales', 'Hâtez-vous, Pasteurs, accourez.')",0.0
-,"('#melisse', 'La voix des oiseaux nous appelle.')",0.0
-,"('#pales', 'Nos champs sont éclairés.')",0.0
-,"('#melisse', 'Nos coteaux sont dorés.')",0.0
-,"('#pales', ""Tout brille de l'éclat de la clarté nouvelle."")",0.0
-,"('#melisse', 'Mille fleurs naissent dans nos prés :')",0.0
-,"('#pales #melisse', ""Que l'Astre qui nous luit rend la nature belle ! Ne perdons pas un seul moment D'un jour si doux et si charmant. Le choeur répète les deux derniers vers."")",0.0
-,"('#le-choeur', ""Admirons, admirons l'Astre qui nous éclaire, Chantons la gloire de son cours ; Que tout le Monde revère Le Dieu qui fait nos beaux jours. Pan, Dieu des Bergers paraît accompagné de joueurs d'instruments champêtres, et de danseurs rustiques, qui viennent prendre part à la réjouissance des nymphes et des pasteurs, et tous ensemble commencent à former une manière de fête à l'honneur du Dieu qui donne le jour."")",0.0
-,"('#pan', ""Que chacun se ressente De la douceur charmante, Que le Soleil répand sur ces heureux climats. Il n'est rien qui n'enchante Dans ces lieux pleins d'appas, Tout y rit, tout y chante, Hé pourquoi ne rirons-nous pas ? Les danseurs rustiques qui ont suivi le Dieu Pan, commencent une fête qui est interrompue par des bruits souterrains, et par une espèce de Nuit qui obscurcit le théâtre entièrement, et tout_à_coup ; ce qui de frayeur qui sont une manière de concert affreux, avec les bruits souterrains."")",0.0
-,"('#choeurs', ""Quel désordre soudain ! quel bruit affreux redoutable ! Que épouvantable fracas ! Quels gouffres s'ouvrent sous nos pas ! Le jour palît, le Ciel se trouble ; La Terre va vomir tout l'Enfer en courroux : Fuyons, fuyons, sauvons-nous, sauvons-nous. Dans cette obscurité soudaine, l'Envie sort de son antre qui s'ouvre au milieu du théâtre : elle évoque le monstrueux Serpent Python, qui paraît dans son marais bourbeux, jettant des feux par la gueule et par les yeux, qui sont la seule lumière qui éclaire le théâtre : elle appelle les Vents les plus impétueux pour seconder sa fureur, elle en fait sortir quatre de ceux qui sont renfermez dans les cavernes souterraines, et elle en fait descendre quatre autres de ceux qui forment les orages, qui tous après avoir volé et s'être croisés dans l'air, viennent se ranger autour d'elle, pour l'aider à troubler les beaux jours que le Soleil donne au monde."")",0.0
-,"('#l-envie', ""C'est trop voir le Soleil briller dans sa Carrière, Les Rayons qu'il lance en tous lieux, Ont trop blessé mes yeux ; Venez, noirs ennemis de sa vive lumière, Joignons nos transports furieux. Que chacun me seconde : Paraissez, Monstre affreux. Sortez ? Vents souterrains, des antres les plus creux, Volez, Tyrans des airs, troublez la Terre et l'Onde, Répandons la terreur ; Qu'avec nous le Ciel gronde : Que l'Enfer nous réponde ; Remplissons la Terre d'horreur : Que la Nature se confonde : Jetons dans tous les coeurs du monde La jalouse fureur Qui déchire mon coeur. Et vous Monstre, armez-vous pour nuire À cet astre puissant qui vous a su produire : Il répand trop de biens, il reçoit trop de voeux. Agitez vos marais bourbeux : Excitez contre lui mille vapeurs mortelles : Déployez, étendez vos ailes, Que tous les Vents impétueux S'efforcent d'éteindre ses feux. Osons tous obscurcir ses clartés les plus belles, Osons nous opposer à son cours trop heureux : Quels traits ont crevé le Nuage ? Quel Torrent enflammé s'ouvre un brillant passage ! Tu triomphes, Soleil ? Tout cède à ton pouvoir ? Que d'honneurs tu vas recevoir ! Ah quelle rage ! Ah quelle rage ! Quel désespoir ! Quel désespoir ! L'Envie distribue des Serpents aux Vents, qui forment autour d'elle de manières de tourbillons. L'envie continue à chanter. Ces vents forment de nouveaux tourbillons, tandis que le serpent Python l'élève en l'air, par un rond qu'il fait en volant.  L'Envie continue. Des traits enflammés percent l'épaisseur des nuages, et fondent sur le Serpent Python, qui après s'être débattu quelque temps en l'Air, tombe enfin tout embrasé dans son marais bourbeux ; une pluie de feu se répand sur toute la scène, et contraint l'Envie de s'abîmer avec les quatre Vents souterrains, tandis que les Vents de l'Air s'envolent, et dans le même instant les Nuages se dissipent et le théâtre devient entièrement éclairé. L'Assemblée champêtre que la frayeur avait chassée revient, pour célébrer la Victoire du Soleil, et pour lui préparer des trophées, et des sacrifices."")",0.0
-,"('#pales', 'Chassons la crainte qui nous presse.')",0.0
-,"('#melisse', 'Rien ne doit plus faire peur.')",0.0
-,"('#pan', ""Le Monstre est mort, l'orage cesse, Le soleil est vainqueur."")",0.0
-,"('#le-choeur', ""Le monstre est mort, l'orage cesse, Le soleil est vainqueur."")",0.0
-,"('#pales', ""Qu'on lui prépare De superbes autels."")",0.0
-,"('#melisse', ""Que l'on pare D'ornements immortels."")",0.0
-,"('#le-choeur', ""Conservons la mémoire De sa victoire. Par mille honneurs divers, Répandons le bruit de sa gloire Jusqu'au bout de l'univers."")",0.0
-,"('#pales', ""Mais le soleil s'avance, Il se découvre aux yeux de tous."")",0.0
-,"('#le-choeur', 'Respectons sa présence Par un profond silence, Écoutons, taisons-nous.')",0.0
-,"('#le-soleil', ""Ce n'est point par l'éclat d'un pompeux sacrifice, Que je me plais à voir mes soins recompensés ; Pour prix de mes travaux ce me doit être assez, Que chacun en jouisse ; Je fais les plus doux de mes voeux De rendre tout le monde heureux. Dans ces lieux fortunés, les Muses vont descendre, Les jeux galants suivront leurs pas ; J'inspire les chants plein d'appas Que vous allez entendre : Tandis que je suivrai mon cours, Profitez des beaux jours. Le soleil s'élève dans les Cieux, et toute l'Assemblée champêtre forme des jeux, où les chansons sont mêlées avec les danses."")",0.0
-,"('#le-choeur', 'Profitons des beaux jours.')",0.0
-,"('#pales', 'Suivons tous la même envie.')",0.0
-,"('#le-choeur', 'Profitons des beaux jours.')",0.0
-,"('#melisse', 'Aimons, tout nous y convie.')",0.0
-,"('#le-choeur', 'Profitons des beaux jours.')",0.0
-,"('#pales #melisse', 'Les plus beaux jours de la vie Sont perdus sans les Amours.')",0.0
-,"('#le-choeur', 'Profitons des beaux jours. Tandis que les Nymphes et les Dieux champêtres dansent avec les bergers et les bergères, Palès, Melisse et Pan, mêlent leurs voix avec les instruments rustiques.')",0.0
-,"('#pales #melisse #pan', ""Heureux qui peut plaire ! Heureux les amants ! Leurs jours sont charmants : L'Amour sait leur faire Mille doux moments. Que sert la jeunesse Aux coeurs sans tendresse ? Qui n'a point d'amour N'a pas un beau jour. En vain l'Hiver passe, En vain dans les champs Tout charme nos sens, Une âme de glace N'a point de Printemps. Il faut se défaire d'un coeur trop sévère, Qui n'a point d'Amour N'a pas un beau jour. Second couplet Archas un des Dieux des forêts chante, et tous les instruments et toutes les voix lui répondent, tandis que l'Asseemblée champêtre danse, et se joue avec des branches de chêne, dont elle forme plusieurs figures agréables."")",0.0
-,"('#archas', ""Peut-on mieux faire, Quand on sait plaire, Peut-on mieux faire Que d'aimer bien ; Quelque embarras que l'Amour fasse C'est toujours un charmant lien ; Trop de repos bien souvent embarrasse, Que fait-on d'un coeur qui n'aime rien ? L'Amour contente, Sa peine enchante, L'Amour contente, Tout en est bon. Dans les beaux jours de notre vie Les plaisirs sont dans leur saison, Et quelque peur d'amoureuse folie Vaut souvent mieux que trop de raison. Second couplet"")",0.0
-,"('#premier-prince-tyrien', ""Quoi, Cadmus, fils d'un roi qui tient sous sa puissance Les bords féconds du Nil et les climats brûlés ; Cadmus, après deux ans loin de Tyr écoulés, Étranger chez les grecs, n'a point d'impatience De revoir un pays dont il est l'espérance ? Et laisse sans regrets tant de coeurs désolés ?"")",0.0
-,"('#les-deux-princes-tyriens', 'Nous suivons vos destins partout sans résistance : Faudra-t-il que toujours nous soyons exilés ?')",0.0
-,"('#cadmus', ""J'aimerais à revoir les lieux de ma naissance ; Mais avant que je puisse en goûter la douceur, J'ai juré d'achever une juste vengeance."")",0.0
-,"('#premier-prince-tyrien', 'Et cependant, Seigneur, Vous laissez en ces lieux languir votre grand coeur.')",0.0
-,"('#cadmus', ""Après avoir erré sur la Terre et sur l'Onde Sans trouver Europe ma Soeur ; Après avoir en vain cherché son ravisseur, Le ciel termine ici ma course vagabonde ; Et c'est pour obéir aux oracles des Dieux Qu'il faut m'arrêter en ces lieux."")",0.0
-,"('#premier-prince-tyrien', ""Si vous trouvez des Dieux dont l'ordre vous engage À choisir ce séjour ; Le dieu que votre coeur consulte davantage Est peut-être l'Amour."")",0.0
-,"('#deuxieme-prince-tyrien', ""Serait-il possible Qu'un héros invincible Eût un coeur qu'Amour sut charmer ?"")",0.0
-,"('#cadmus', ""Quel coeur n'est pas fait pour aimer ? Et pour être un héros doit-on être insensible ? Que sert contre Hermione un courage indompté ? Qui peut n'en pas être enchanté ? Le Dieu Mars est son père, Elle en a la noble fierté ; La mère d'Amour est sa mère, Elle en a la beauté."")",0.0
-,"('#premier-prince-tyrien', ""À quoi sert un amour qui n'a point d'espérance ; Hermione est sous la puissance."")",0.0
-,"('#cadmus', ""C'est un affreux géant, c'est un monstre odieux."")",0.0
-,"('#deuxieme-prince-tyrien', ""Il est du sang de Mars, ce Dieu le favorise, Et c'est enfin à lui qu'Hermione est promise : Nul autre des mortels n'en doit être l'époux ; Et si vous en tentez la fatale entreprise, La Terre avec le Ciel s'armera contre vous."")",0.0
-,"('#cadmus', ""Hé bien je périrai si le Destin l'ordonne, Je veux délivrer Hermione : Et si je l'entreprends en vain, Je ne saurais périr pour un plus beau dessein."")",0.0
-,"('#cadmus', ""Où sont nos africains ? Que leur troupe s'avance : La Princesse veut voir leur plus galante danse. D'où vient qu'aucun d'eux ne paraît ?"")",0.0
-,"('#arbas', ""Vos ordres sont suivis, Seigneur, et tout est prêt ! Mais le tyran s'est mis en tête Qu'il faut que ses géans dansent dans cette fête."")",0.0
-,"('#cadmus', 'Comment faire mouvoir des colosses affreux !')",0.0
-,"('#arbas', ""Quand on lui dit, Comment ? Il répond, je le veux, Ces grands Hommes pleins de chimères Sont d'un raisonnement fâcheux, Et fiers d'être au-dessus des Hommes ordinaires Pensent que la Raison doit être au-dessous d'eux ; Je n'ai pu garder des mesures, J'ai pesté contre lui, j'ai vomi des injures, Je l'ai nommé tyran, cent fois."")",0.0
-,"('#cadmus', 'On doit toujours respect aux rois.')",0.0
-,"('#arbas', ""Eut-il du m'étrangler, je n'aurais pu me taire : J'étais trop en colère ; Si je n'avais rien dit, J'aurais étouffé de dépit."")",0.0
-,"('#cadmus', ""Contentons le Géant, il est ici le maître ; Hermione est soumise à son cruel pouvoir : Ce divertissement, tel enfin qu'il puisse être, Me vaudra quelque temps le plaisir de la voir. S'il ne m'est pas permis de lui parler moi-même Et d'oser lui dire que je l'aime ; Du moins nos africains, par leurs chants les plus doux Pourront l'entretenir de mon amour extrême, En dépit d'un rival jaloux. Préparons tout en diligence, Hâtons-nous, la princesse avance."")",0.0
-,"('#arbas', 'Allons.')",0.0
-,"('#cadmus', ""Toi ne suis point mes pas, Je vais voir le géant, il faut que tu l'évites."")",0.0
-,"('#arbas', ""Non, non, nous n'aurons point de bruit, ni d'embarras Pour les injures que j'ai dites, Je les disais si bas Qu'il ne m'entendait pas."")",0.0
-,"('#hermione', ""Cet aimable séjour Si paisible et si sombre, Offre du silence et de l'ombre À qui veut éviter le bruit, et le grand jour. Ah ! Que n'est-il aussi facile De trouver un asile Pour éviter l'Amour ! L'impitoyable tyrannie, Dont je suis les barbares lois, Ne défend pas d'aimer le chant et l'harmonie : Vous qui me faites compagnie Répondez à ma voix."")",0.0
-,"('#aglante', ""On a beau fuir l'Amour, on ne peut l'éviter, On n'oppose à ses traits qu'une défense vaine, On s'épargne bien de la peine, Quand on se rend sans résister."")",0.0
-,"('#charite', ""La peine d'aimer est charmante, Il n'est point de coeur qui s'exempte De payer ce tribut fatal. Si l'Amour épouvante Il fait plus de peur que de mal."")",0.0
-,"('#la-nourrice', 'Quel choix est en votre puissance ? Songez à quel époux le Ciel vous veut unir.')",0.0
-,"('#hermione', ""Je frémis quand j'y pense, Pourquoi m'en fais-tu souvenir ?"")",0.0
-,"('#la-nourrice', ""Vous êtes sans espoir du côté de la Terre : Le roi qui vous retient dans ce charmant séjour, A pour lui le Dieu de la Guerre ; Il a rassemblé dans sa Cour Les restes des Géants échappés du tonnerre. Gardez-vous pour Cadmus d'un malheureux amour, Le don de votre coeuur lui coûterait le jour."")",0.0
-,"('#hermione', 'Ah ! Quelle cruauté de vouloir me contraindre À ce choix odieux que je ne puis souffrir !')",0.0
-,"('#la-nourrice', ""Tout le monde vous trouve à plaindre, Personne cependant n'ose vous secourir."")",0.0
-,"('#aglante', 'Voici les Africains, mais les géants les suivent.')",0.0
-,"('#hermione', 'Quoi partout les géants ? Quoi toujours nous troubler.')",0.0
-,"('#charite', ""C'est d'ordinaire ainsi que les plaisirs arrivent ; Quelque chagrin fâcheux s'y vient toujours mêler."")",0.0
-,"('#arbas #africains', ""Suivons, suivons l'Amour, laissons-nous enflammer, Ah ! Ah ! Ah ! qu'il est doux d'aimer !"")",0.0
-,"('#premier-africain', ""Quand l'Amour vous l'ordonne, Souffrons les rigueurs, Chérissons les langueurs, Il n'exempte personne De ses traits vainqueurs ; Quel péril nous étonne ? Laissons trembler les faibles coeurs."")",0.0
-,"('#arbas #africains', ""Suivons, suivons l'Amour, laissons-nous enflammer, Ah ! Ah ! Ah ! qu'il est doux d'aimer !"")",0.0
-,"('#deuxieme-africain', ""Deux amants peuvent feindre Quand ils sont d'accord ; Plus l'Amour trouve à craindre, Plus il fait d'effort ; On a beau le contraindre, Il en est le plus fort."")",0.0
-,"('#arbas #africains', ""Suivons, suivons l'Amour, laissons-nous enflammer, Ah ! Ah ! Ah ! Qu'il est doux d'aimer !"")",0.0
-,"('#arbas #africains', ""On n'a rien de charmant Aisément, Et sans alarmes : Mais tout plaît, en aimant, Il n'est point de tourment Qui n'ai des charmes ; Suivons, suivons l'Amour, laissons-nous enflammer, Ah ! Ah ! Ah ! Qu'il est doux d'aimer ! Après l'entrée, Hermione se lève de la place où elle était assise près du géant, qui la suit et l'arrête dans le temps qu'elle se veut retirer."")",0.0
-,"('#le-geant', ""Il est temps de finir ma peine Après tant d'injustes refus. Où voulez-vous aller ? Vous fuyez, inhumaine ?"")",0.0
-,"('#hermione', ""J'étAis pour voir ici quelques danses Africaines, Les Africains ne dansent plus ?"")",0.0
-,"('#le-geant', ""Rien ne doit plus m'être contraire : Mars est pour moi, c'est votre père, C'est lui qui veut unir votre coeur et le mien."")",0.0
-,"('#hermione', ""Je suis soeur de l'Amour, et Vénus est ma mère, S'ils ne sont pas pour vous, les contez-vous pour rien ?"")",0.0
-,"('#le-geant', ""Il faut que votre destinée Suive l'ordre du Dieu dont vous tenez le jour ; Et toujours l'hyménée Ne prends pas l'avis de l'Amour. Vous craignez les raisons dont je puis vous confondre ? Vous ne m'écoutez pas ? Voulez-vous m'éviter ?"")",0.0
-,"('#hermione', ""Quand on n'a rien à répondre, À quoi sert-il d'écouter ?"")",0.0
-,"('#le-geant', ""Je vous suivrai partout malgré votre colère, Sans cesse à vos regards je veux me présenter ; Et si ce n'est pas pour vous plaire, Ce sera pour vous tourmenter."")",0.0
-,"('#cadmus', ""C'est trop l'abandonner à ce cruel supplice : Il est temps d'éclater, Et d'oser tout tenter Contre tant d'injustice."")",0.0
-,"('#premier-prince-tyrien', ""C'est exposer vos jours à d'horribles hasards, Vous aurez à dompter l'affreux dragon de Mars."")",0.0
-,"('#deuxieme-prince-tyrien', 'Il faut semer ses dents, et voir soudain la Terre En former des soldats pour vous faire la guerre.')",0.0
-,"('#les-deux-princes-tyriens', 'Voyez à quels dangers vous allez vous offrir.')",0.0
-,"('#cadmus', ""Je ne vois qu'Hermione, et je la vois souffrir : Tout cède à cette horreur extrême ; Il est moins affreux de mourir Que de voir souffrir ce qu'on aime. Rien ne me peut épouvanter : Malgré tant de périls, l'Amour veut que j'espère."")",0.0
-,"('#junon', ""Où vas-tu téméraire ? Où cours-tu te précipiter ? C'est l'épouse et la soeur du maître du tonerre, La mère du Dieu de la guerre, C'est Junon qui vient t'arrêter."")",0.0
-,"('#pallas', ""Va, Cadmus, que rien ne t'étonne, Va, ne crains ni Junon, ni le Dieu des Combats : Ose secourir Hermione, Tu vois dans ton parti la guerrière Pallas, Cours aux plus grands dangers, je vais suivre tes pas, C'est Jupiter qui me l'ordonne."")",0.0
-,"('#junon', ""Pallas pour les amants se déclare en ce jour ; Qui l'aurait jamais osé croire ?"")",0.0
-,"('#pallas', ""Qui peut être contre l'Amour Quand il s'accorde avec la gloire ?"")",0.0
-,"('#junon', 'Évite un courroux dangereux.')",0.0
-,"('#pallas', ""Profite d'un avis fidèle."")",0.0
-,"('#junon', 'Fuis un trépas affreux.')",0.0
-,"('#pallas', 'Cherche dans les périls une gloire immortelle.')",0.0
-,"('#cadmus', ""Entre deux déïtés qui suspendent mes voeux, Je n'ose résister à pas une des deux, Mais je suis l'Amour qui m'appelle."")",0.0
-,"('#junon', 'Je poursuivrai tes jours.')",0.0
-,"('#pallas', 'Je vole à ton secours. Junon et Pallas sont enlevées sur leurs chars.')",0.0
-,"('#arbas', ""Charite, il est trop vrai, Cadmus veut entreprendre De remettre Hermione en pleine liberté : Il l'a dit au tyran, et je viens de l'entendre !"")",0.0
-,"('#charite', ""Et que dit le géant ? N'est-il point irrité ?"")",0.0
-,"('#arbas', ""Il rit de sa témérité, Mon maître doit voir la Princesse Avant d'attaquer le dragon furieux qui veille pour garder ces lieux ; Et l'Amour qui pour toi me presse Veut que je vienne aussi te faire mes adieux. En te voyant, belle Charite, J'avais cru que l'Amour fût un plaisir charmant ; Mais lorsqu'il faut que je te quitte, J'éprouve qu'il n'est point un plus cruel tourment. La douleur me saisit, je ne puis plus rien dire ; Quand je pleure, quand je soupire, Tu ris, et rien n'émeut ton coeur indifférent ?"")",0.0
-,"('#charite', ""Tu fais la grimace en pleurant, Je ne puis m'empêcher de rire."")",0.0
-,"('#arbas', ""La pitié, tout au moins, devrait bien t'engager À prendre quelque part à mes ennuis extrêmes."")",0.0
-,"('#charite', ""S'il est bien vrai que tu m'aimes, Pourquoi veux-tu m'affliger ?"")",0.0
-,"('#arbas', ""Pour soulager mon coeur du chagrin qui le presse, Te coûterait-il tant de l'affliger un peu ?"")",0.0
-,"('#charite', ""C'est un poison que la tristesse, L'Amour n'est plus plaisant dès qu'il n'est plus un jeu."")",0.0
-,"('#arbas', ""On console un amant des rigueurs de l'absence Par des tendres adieux."")",0.0
-,"('#charite', ""Quand il faut se quitter, un peu d'indifférence Console encore mieux."")",0.0
-,"('#arbas', ""Tu me l'avais bien dit, qu'il était impossible Que ton barbare coeur perdit sa dureté."")",0.0
-,"('#charite', ""Au moins si tu te plains de me voir insensible, Tu dois être content de ma sincérité ; Puisqu'enfin pour te satisfaire Je ne puis pleurer avec toi ; Si tu voulais me plaire Tu rirais avec moi."")",0.0
-,"('#arbas', ""C'est trop railler de mon martyre, Le dépit m'en doit délivrer ; N'est-on pas bien fou de pleurer Pour qui n'en fait que rire ?"")",0.0
-,"('#charite', ""Guéris-toi, si tu peux, J'approuve ta colère ; Quand on désespère Un coeur amoureux ; C'est par un dépit heureux Qu'il faut se tirer d'affaire."")",0.0
-,"('#charite #arbas', ""Quand on désespère Un coeur amoureux ; C'est par un dépit heureux Qu'il faut se tirer d'affaire."")",0.0
-,"('#arbas', 'Mais la nourrice vient, il me faut éloigner.')",0.0
-,"('#charite', ""Tu sais que tu lui plais, la veux-tu dédaigner ? C'est une conquête assez belle."")",0.0
-,"('#arbas', 'Si je lui plais, tant pis pour elle.')",0.0
-,"('#la-nourrice', ""Quoi ! Dès que je parais, tu fuis au même instant ? Lorsqu'on a des amis, est-ce ainsi qu'on les quitte ?"")",0.0
-,"('#arbas', ""Le temps presse, et Cadmus m'attend."")",0.0
-,"('#la-nourrice', ""Quand tu parlais seul à Charite, Le temps ne te pressait pas tant : Quel charme a-t-elle qui t'attire ? Qu'ai-je qui te fait en aller ?"")",0.0
-,"('#arbas', ""J'avais à lui parler, Je n'ai rien à te dire. Je dois suivre Cadmus, nous partons de ce lieu."")",0.0
-,"('#la-nourrice', 'Me dire adieu, du moins, est une bienséance Dont rien ne te dispense.')",0.0
-,"('#arbas', 'Je te dis donc adieu.')",0.0
-,"('#la-nourrice', ""Il me quitte, l'ingrat, il me fuit, l'infidèle ! Ne crains pas que je te rappelle ! Va, cours, je te laisse partir : Va, je n'ai plus pour toi qu'une haine mortelle : Puisses-tu rencontrer la mort la plus cruelle, Puisse le dragon t'engloutir."")",0.0
-,"('#charite', ""Crois-moi, modère L'éclat de ta colère ; Un dépit qui fait tant de bruit Fait trop d'honneur à qui nous fuit."")",0.0
-,"('#la-nourrice', ""Ah ! Vraiment je vous trouve bonne ? Est-ce à vous, peite Mignonne, De reprendre ce que je dis ? Attendez l'âge Où l'on est sage, Pour donner des avis."")",0.0
