guimont-de-la-touche-iphigenie,favard-voisenon-la-petite-iphigenie,Score
"('#iphigenie', ""Quel mélange inouï d'horreur et d'allégresse ? Je revoyais les lieux si chers a ma tendresse ; Au sein de la nature et de l'humanité, Je respirais le calme avec la liberté ; Au fond de leur palais, rempli de leur puissance, Je cherchais les auteurs de ma triste naissance, Quand un bruit effrayant, des gouffres du trépas,  S'élève et fait trembler le marbre sous mes pas.  D'une sombre vapeur l'air a l'instant se couvre, La voûte du palais à longs sillons s'entr'ouvre; Je fuis, et la lueur d'un pâle et noir flambeau Ne me laisse plus voir qu'un horrible tombeau. En ce même moment un nouveau bruit s'élève; De ce vaste débris qu'avec peine il soulève, Sort un jeune inconnu, sanglant, pâle, meurtri ; Il m'appelle en poussant un lamentable cri : J'accours ; et pleine encor du fatal ministère Dont je porte le joug, esclave involontaire, Ornant son front de fleurs et du bandeau mortel, Je le traîne en pleurant aux marches de l'autel. Ce jeune infortuné, grands dieux ! c'était mon frère.. Sorti du sein des morts, mon parricide père Semblait, brûlant encor de la soif de son sang, Forcer ma main tremblante à lui percer le flanc."")",-,0.0
"('#ismenie', ""Chassez ces vains objets, effacez-en l'empreinte."")",-,0.0
"('#iphigenie', ""N'es-tu plus, cher espoir ? en croirai-je ma crainte ? Es-tu, comme ta soeur, à l'orgueil immolé ? Pour un autre Ilion ton sang a-t-il coulé ? Hélas ! Tu soutenais mon timide courage ; J'attendais chaque jour qu'un favorable orage Me livrât sur ces bords, de mes larmes trempes, Quelques malheureux Grecs au naufrage échappés, Pour instruire par eux Argos et ta tendresse, Du cours de mes destins, ignoré de la Grèce ; Sûre que ton grand coeur, pénétré de mon sort, M'affranchirait d'un joug plus cruel que la mort: Inutiles projets ! Les dieux, dans leur vengeance, M'ont voulu tout ravir, jusques à l'espérance."")",-,0.0
"('#ismenie', ""Croyez-en moins un songe et vos pressentiments : 11n'est d'oracles sûrs que les événements. Quel barbare plaisir, quelle fureur extrême D'irriter vos ennuis sans pitié pour vous-même ! D'ailleurs, souvent les dieux, qu'accusent nos douleurs, Annoncent leurs bienfaits sous l'aspect des malheurs. Jusqu'au dernier moment que votre coeur espère ; Je peux encor pour vous nommer ici mon père : Votre rang, vos vertus, mes pleurs et vos bienfaits, Jusqu'au fond de son coeur ont porté vos regrets. Caché sous l'humble toit qu'honore sa vieillesse, Du soin de vos malheurs il se remplit sans cesse. Hélas ! que votre sort lui fait sentir le sien ! Mais, madame, parlez ; nos jours sont votre bien."")",-,0.0
"('#eumene', ""V tyran, pressé par ses sombres alarmes, Vient, Madame, rouvrir la source de vos larmes. Inquiet, éperdu, croyant tout ce qu'il craint, Redoutant l'étranger qui ne doit qu'être plaint, Il vient, en ses terreurs, aussi cruel qu'extrême, L'immoler par vos mains au ciel moins qu'à lui-même."")",-,0.0
"('#iphigenie', 'À quoi me réduit-il ? fatale extrémité ! Et quel moment encor choisit sa cruauté !')",-,0.0
"('#ismenie', ""Ah ! Si brisant le joug d'une triste contrainte, Vous essayiez de vaincre et son zèle et sa crainte ; Si de l'humanité vous réclamiez les droits, Et le courroux des dieux, et le devoir des rois ; Si vous misiez parler sa gloire et la nature..."")",-,0.0
"('#iphigenie', ""Que peut-on sur un coeur en proie à l'imposture, Que sa religion et la crédulité Remplissent d'épouvante et de férocité ? Grands dieux ! si cependant votre gloire s'oppose À ces meurtres sacrés qu'un faux zèle m'impose ; Du sang des malheureux si ces autels baignés, Sont un objet d'horreur à vos yeux indignés ; Daignez alors, daignez descendre dans mon in», Et l'embraser des traits d'une divine flamme ; A ma timide voix prêtez ces fiers accents Qui subjuguent l'esprit et captivent les sens ; Que je puisse dompter l'illusion farouche D'un barbare que tout effraie et rien ne touche ; Et qu'en vous honorant, mes pacifiques mains Ne servent désormais qu'au bonheur des humains."")",-,0.0
"('#ismenie', 'Votre tyran paraît, renfermez votre trouble.')",-,0.0
"('#iphigenie', ""Son aspect, malgré moi, l'excite et le redouble."")",-,0.0
"('#thoas', ""Vous a qui l'avenir se doit manifester, Sur mon sort, en tremblant, je viens vous consulter. Je ne peux plus long-temps, dans l'ombre du silence, De mes noires terreurs cacher la violence. Sans être criminel, j'éprouve des remords ; J'entrevois sous mes pieds le rivage des morts : La foudre autour de moi dans la nuit étincelle ; Sur mon front innocent ma couronne chancelle: Des dieux qu'avec effroi j'évite d'offenser, Jusqu'au sein du repos je m'entends menacer. Diane, par mes voeux vainement combattue, Semble vouloir ailleurs transporter sa statue ; De ce revers. Fatal, dont dépendent mes jours, Je ne sais quelle voix vient m'avertir toujours. Vous qu'approche des dieux votre saint ministère, Daignez de ces objets m'éclaircir le mystère; Eu apaisant le ciel, daignez l'interroger Dans le flanc entr'ouvert du sinistre étranger. L'état où je l'ai vu m'afflige et m'importune ; Tout m'est suspect en lui, jusqu'à son infortune; Ses regards furieux, vers le ciel élancés, Sur son front palissant ses cheveux hérissés, Ses mouvements affreux, ses cris mêlés d'alarmes, Perdus dans un torrent de sanglots et de larmes, Son visage altéré, sans forme et sans couleur, L'oubli de sa raison qu'égare la douleur, Son calme ténébreux après sa rage éteinte, De l'horreur qui le suit frappent mon âme atteinte De ses gardes tremblants si j'en crois les rapports, Dans l'effroyable accès de ses brûlants transports, Parmi les cris qu'il pousse en sa douleur amère, Il semble articuler les noms d'ami, de père ; Un d'eux même a cru voir des spectres l'entourer, Armés de longs serpents, prêts à le déchirer. Quel peut être le nom de ce barbare impie ? Dans son farouche coeur quel crime affreux s'expie ? Condamné par les dieux, et tout prêt d'expirer, D'où peut naître l'effroi qu'il semble m'inspirer? D'où vient que tout me nuit, et sert à me confondre ?"")",-,0.0
"('#iphigenie', ""Sur vos troubles secrets que puis-je vous répondre, Seigneur ? Les dieux sont sourds a mes tristes accents ; Diane avec horreur repousse mon encens; Sous mes genoux tremblants l'autel fuit et s'entr'ouvre, La statue à mes yeux d'un voile épais se couvre ; Dans son propre aliment le feu sacré s'éteint. Je ne sais, mais le sang dont cet autel est teint, Ce sang de l'innocence aveuglément proscrite, Loin d'apaiser les dieux, peut-être les irrite. La Vapeur de ce sang, par devoir répandu, A peut-être formé l'orage suspendu. Je l'avouerai, je crains d'outrer leur privilège ; Je crains d'être à la fois barbare et sacrilège. Si l'organe qui parle à mon coeur éperdu, Du vôtre également pouvait être entendu, Votre zèle, Seigneur, plus pur et moins austère, Ne ferait plus du meurtre un auguste mystère ; Et ces autels de sang, effroi des malheureux, Seraient, contre le sort, un asile pour eux; Même pour l'étranger qui vous paraît à craindre, Et qui peut-être, hélas ! Quel qu'il soit, n'est qu'à plaindre. Enfin, je ne sais trop si c'est les offenser; Mais, pour l'honneur des dieux, je n'oserais penser Qu'au gré des noirs transports d'une bizarre haine, Faisant de leurs autels une sanglante arène, Ils se plaisent sans honte à voir le sang humain Couler à longs ruisseaux sous ma tremblante main. A ces farouches traits peut-on les reconnaître ? Se pourrait-il, grands dieux ! Qu'avilissant votre être, Vous nous ordonnassiez, capricieux tyrans, D'expier nos forfaits par des forfaits plus grands ; Et que nous n'eussions droit à vos bienfaits augustes, Qu'en osant mériter vos vengeances plus justes ?"")",-,0.0
"('#thoas', ""Eh quoi ! l'illusion d'un coeur compatissant Vous fait-elle oublier l'oracle encor récent, Qui mute avec le jour le sceptre et la statue, Si par l'humanité mon âme combattue, Dérobe au glaive saint un seul des étrangers Qu'auront fait échouer le sort et les dangers? C'est donc en me rendant à ses arrêts contraire, Qu'aux vengeances du ciel on prétend me soustraire ? Protecteur, dites-vous, des mortels innocents, Peut-il nous demander leur trépas pour encens ? Sons doute qu'il le peut, puisqu'il vous le demande; Et cet hommage est dû dès-lors qu'il le commande. Est-il quelque devoir qui l'oblige envers nous? Ne peut-il pas frapper sans mesurer ses coups? Quoi ! les peuples armes du glaive de la guerre, De flots de sang humain pourront couvrir la terre ! Leurs chefs ambitieux, au soin de leur grandeur, Pourront tout immoler dans leur aveugle ardeur ! Nous-mêmes, dans le creux de nos antres sauvages, Nous pourrons subsister de meurtre et de ravages ! Nous pourrons dévorer nos ennemis vivants, Et nous désaltérer dans leurs crânes sanglants ! Et les dieux en courroux, ces dieux par qui nous sommes, Ne pourront demander pour victimes, des hommes ! Le sang que nous faisons couler à notre gré, Sera-t-il donc pour eux uniquement sacré? Mais vous, de leurs décrets l'instrument et l'organe, Quel tribunal en vous les juge et les condamne ? De quelle autorité, bornant ici leurs droits, Aux maîtres du tonnerre imposez-vous des lois ? Tremblez de vos discours : qu'un prompt retour expie Les murmures secrets de votre coeur impie. Malgré les mouvements dont il est combattu, Adorer et frapper, voilà votre vertu."")",-,0.0
"('#iphigenie', ""Eh bien ! Seigneur, eh bien ! envoyez la victime. Puissé-je ne remplir qu'un devoir légitime !"")",-,0.0
"('#thoas', ""La victime de près va vous suivre à l'autel. Je retourne la voir dans mon trouble mortel. Qui que ce soit, frappez ; soyez inexorable : C'est être criminel que d'être misérable. En un mot, c'est ma loi, c'est ma religion, Et votre seul devoir est la soumission."")",-,0.0
"('#iphigenie', ""Il faut donc la remplir cette loi rigoureuse... Allons, puisqu'il le faut Où vais-je, malheureuse ? Tout mon sang se soulève, et tout mon corps frémit : Dans mon coeur palpitant l'humanité gémit."")",-,0.0
"('#ismenie', ""Vous dépendez d'un maître aux pleurs inaccessible  En ses fausses ,- erreurs d'autant plus inflexible, Que par le poids des ans courbe vers le tombeau, Il voit de ses longs jours pâlir le noir flambeau. Craignez son zèle affreux, et que dans la Tauride Il ne vous fasse enfin trouver une autre Aulide. De ses ordres plutôt remplissez la rigueur ; C'est le crime du sort, et non de votre coeur."")",-,0.0
"('#iphigenie', ""Quelque esclave qu'il soit du destin qui l'opprime, Va, pour qui le commet, le crime est toujours crime ;  Et la nécessité, qui semble l'excuser, Ne peut vaincre son coeur, constant à l'accuser."")",-,0.0
"('#ismenie', ""Mais si le ciel enfin, si le ciel le commande ? Si c'est un sang impur, que son courroux demande ?"")",-,0.0
"('#iphigenie', ""Eh ! De quel vain effroi prétends-tu me frapper ? La nature me parle, et ne peut me tromper : C'est la première loi... C'est la seule peut-être... C'est la seule, du moins, qui se fasse connaître, Qui soit de tous les temps, qui soit de tous les lieux, Et qui règle à la fois les hommes et les dieux."")",-,0.0
"('#eumene', 'Ah ! Madame, pensez....')",-,0.0
"('#iphigenie', ""Je sens que je m'égare ; Mais que le ciel enfin me parle et se déclare. Suit-il dans ses décrets les moeurs des nations ? Est-il père ou tyran selon leurs passions ? Mais non, peuples cruels, il n'a point votre rage ; Auteur de la nature, il chérit son ouvrage ; Tout homme à ses bienfaits a droit également ; Aucun dans l'univers n'est ne pour son tourment."")",-,0.0
"('#oreste', ""Ah ! Laissez-moi jouir du moment qui me reste, Et respectez mon sort. Les gardes s'éloignent."")",-,0.0
"('#oreste', ""Ah ! Malheureux Oreste ! Pour m'accabler encor, quel bras appesanti Rappelle au sentiment mon coeur anéanti?... Cieux ! Quel enfer me suit ? Quels tourments effroyables !... Laissez-moi respirer, spectres impitoyables ! C'est le crime des dieux je n'ai fait qu'obéir.... Mais vous, qui me donnez le droit de vous haïr, Auteurs de mon forfait, auteurs de mon supplice, Dieux bizarres, parlez, quel est votre caprice ? Du fond de mon exil vous m'arrachez tremblant ; Vous mettez dans mes mains un glaive étincelant; De mon père égorgé par sa fureur jalouse, Vous marquez à mes coups la parricide épouse ; Je recule, je crains.... Cruels, vous menacez; Je me soumets, je frappe.... et vous me punissez..,, C'est peu. N'apercevant dans la nature entière Qu'un gouffre épouvantable, et l'ombre de ma mère, N'en pouvant soutenir le fantôme odieux, Je cours vous implorer, impitoyables dieux ! Vous me nommez ces lieux, qu'au meurtre on prostitue ; Vous m'annoncez qu'il faut en ravir la statue, Et transporter ailleurs ses autels profanés, Pour m'arracher au trouble où vous me condamnez : Je pars, et tu me suis, ami fidèle et rare ! Mais entrant dans le port l'orage nous sépare. Poussé sur les écueils, par la foudre embrasé, Mon vaisseau, loin du tien, vole en éclats brisé. Englouti sous les flots, privé de la lumière, J'ignore qui me rend à ma fureur première. Mais sur quelles horreurs s'arrêtent mes regards ? Sur ces marbres cruels quels traits de sang épars ! Mes plus affreux malheurs sont-ils ceux que j'ignore? Pylade... Achève, ô ciel, frappe, je vis encore—... Ô rage ! Oui, c'est son sang. Me laissant mon ami, Les dieux ne m'auraient cru malheureux qu'à demi."")",-,0.0
"('#pylade', 'Que vois-je ? À mon transport puis-je le méconnaître ? Revois entre tes bras, ô moitié de mon être, Revois Pylade. Il court embrasser Oreste.')",-,0.0
"('#oreste', 'Où suis-je ? En croirai-je mes yeux ? Pylade dans mes bras ! Pylade dans ces lieux ! Je sens mon âme errer sur mes lèvres tremblantes...')",-,0.0
"('#pylade', 'Rappelle, en me voyant, tes forces chancelantes.')",-,0.0
"('#oreste', ""Dans ces barbares lieux fermés à la pitié Quel démon ou quel dieu t'a conduit ?"")",-,0.0
"('#pylade', ""L'amitié. Ayant par tes débris, connu ton infortune, Voguant aux cris des tiens, luttant contre Neptune, Les sauvant tous, croyant te voir dans chacun d'eux, Je te cherchais, rempli des promesses des Dieux. N'osant et ne pouvant, sans leur faire un outrage, Te croire enseveli sous ton propre naufrage, Au milieu des rochers qui défendent ce port, J'aborde, sans autre art qu'un aveugle transport ; De mon vaisseau caché sous leur cime avancée, J'abandonne le soin au sage et brave Alcée ; Et cherche avec effort la trace de tes pas Dans des autres voisins des portes du trépas. Près de ces murs sanglants le jour vient me surprendre : J'allais pour tout tenter, vers mon vaisseau me rendre, Quand tout un peuple accourt, et vient m'envelopper : Je m'arme avec fureur, je crois le dissiper ; Mais le nombre m'accable, et je deviens la proie De ces monstres remplis de terreur et de joie, Ils me traînent en foule et d'un commun transport, Devant leur chef tremblant qui m'envoie à la mort... Mais quels profonds sanglots !"")",-,0.0
"('#oreste', ""Dans quel gouffre d'alarmes Replongez-vous mes sens, Dieux, témoins de mes larmes ! Quel est mon sort ! Faut-il toujours me reprocher Le malheur de tous ceux qui m'osent approcher !... Ah ! Fallait-il, quittant le trône et la Phocide, T'associer sans honte au sort d'un parricide ? Et ne devais-tu pas, à l'exemple des dieux, Abandonner un monstre à lui-même odieux ? Se tournant vers Pylade."")",-,0.0
"('#pylade', ""Pylade, ô ciel ! Pylade abandonner Oreste ! Quel langage accablant pour l'ami qui te reste ?"")",-,0.0
"('#oreste', ""Effroyable ascendant d'un pouvoir ennemi ! J'ai donc assassiné ma mère et mon ami ! Ciel exterminateur, anéantis mon être, Anéantis le jour, le lieu qui m'a vu naître... Mais quel vide effrayant se forme sous mes pas !... Grâces au ciel, je vois les gouffres du trépas... Dans leur profonde nuit courons cacher mes crimes..., Mais quel spectre se meut au fond de ces abîmes ?... C'est ma mère, grands Dieux !... Fuyons... Mais la voici... Égisthe l'accompagne... Et toi, Pylade, aussi ? Comme eux, tu me poursuis ; toi, mon dieu tutélaire ? Tu sers de mes bourreaux l'implacable colère ! L'ami qui me restait devient mon assassin ! Il s'arme de serpents, il les jette en mon sein ! Ciel, où fuirai-je ? Arrête, ombre chère et terrible... Vois mes remords, mes pleurs, mon désespoir horrible... Ah ! Je succombe... Il tombe dans tes bras de Pylade."")",-,0.0
"('#pylade', 'Ô ciel ! Et ne me vois-tu pas Te soutenir, ami, te serrer dans mes bras ?...')",-,0.0
"('#oreste', ""C'est toi !"")",-,0.0
"('#pylade', ""Vois ton ami, que ta fureur offense.... Barbare, voilà donc l'effet de ma présence ! Si tu n'étais encor plus digne de pitié, Quels reproches amers te ferait l'amitié ?"")",-,0.0
"('#oreste', ""Excuse un malheureux étonné de lui-même. Mais peux-tu le blâmer ? Il perd tout ce qu'il aime."")",-,0.0
"('#pylade', ""Où s'égare ton coeur ? Ose lui commander ; Illustre l'amitié, loin de la dégrader. Pense moins à Pylade, et t'occupe d'Oreste ; Du plus beau sang des rois n'avilis point le reste. Sois homme et me fais voir le fils d'Agamemnon. Oublie et tes remords et ton crime et ton nom ; Que notre bonheur soit seul présent à ta pensée."")",-,0.0
"('#oreste', ""Du moins si nos soldats, si le fidèle Alcée, Si de nos premiers ans ce guide et ce soutien Savait quel est ton sort, savait quel est le mien !... Mais mon malheur peut-être en ce moment l'opprime. Il est de mon destin que ta mort soit mon crime !... Ah malheureux !"")",-,0.0
"('#pylade', ""On vient. Au nom de ton ami Cesse d'être en ces lieux ton premier ennemi. Pourquoi se plaindre tant du sort qui nous rassemble ? Est-il donc si cruel ? Nous périssons ensemble."")",-,0.0
"('#oreste', 'Au moins veille sur moi. Maître de mes remords, Que je puisse inconnu descendre chez les morts. Aux yeux de mes bourreaux, que mon âme affermie Marque mon infortune, et non mon infamie. Je mourrais doublement, mourant déshonoré.')",-,0.0
"('#iphigenie', ""Qu'à leur aspect touchant mon coeur est déchiré ?"")",-,0.0
"('#oreste', ""Quelle femme vers nous avec effort s'avance ? Je sens que ma fureur se calme en sa présence."")",-,0.0
"('#iphigenie', ""Des soins que me prescrit la céleste rigueur, Osons du moins remplir le seul cher à mon coeur. Que l'on ôte 1es fers des mains de ces victimes \\ Accomplissez du ciel les ordres légitimes. Ces fers injurieux, désormais superflus, Dans ce temple sacré ne leur conviennent plus. Quels traits et quel maintien !... Ô devoir inflexible !... Qu'il est cruel de naître avec un coeur sensible ! Étrangers malheureux, dont la noble douleur Accuse en vous des rois le sang et la valeur, Daignez répondre aux soins de mon âme attendrie. Quels sont vos dieux, vos lois ? Quelle est votre patrie ? Sur les devoirs sanglants d'un emploi rigoureux, Ne jugez point mon coeur infortuné par eux. Des barbares rigueurs d'un culte illégitime, Mon bras est l'instrument, mon coeur est la victime. Parlez, ne craignez point ici de vous trahir. Vous êtes malheureux, je ne puis vous haïr. Aux prêtresses. Plaidant qu'on détache leurs fers. Après que les prêtresses se sont retirées."")",-,0.0
"('#pylade', ""Ah ! Qui que vous soyez, au malheur qui nous presse, Quand vous l'allez combler, quel soin vous intéresse, S'il faut mourir, frappez. Votre pitié nous nuit ; Précipitez nos jours dans l'éternelle nuit, Sans exiger de nous un aveu déplorable : Qui périt inconnu, périt moins misérable."")",-,0.0
"('#iphigenie', ""Ô sentiments trop chers a mon coeur combattu ! Puise-t-on l'infortune au sein de la vertu ?"")",-,0.0
"('#pylade', ""Plaignez moins nos destins. La mort fait notre envie. L'homme apprend tous les jours à mépriser la vie."")",-,0.0
"('#iphigenie', 'Quel sort si rigoureux vous en fait un malheur ?')",-,0.0
"('#pylade', ""Tout homme a ses revers. Tout homme a sa douleur. Le plus heureux mortel a connu les alarmes ? Hélas ! Il n'en est point qui n'ait versé des larmes !"")",-,0.0
"('#iphigenie', 'Mais qui donc êtes-vous ? Parlez, vous dont le front... À Oreste.')",-,0.0
"('#pylade', ""Pourquoi d'un vain aveu solliciter l'affront ?"")",-,0.0
"('#iphigenie', ""C'est vous que j'interroge. Ah ! Daignez me répondre ; Et ne m'outragez pas jusques à me confondre. Avec un peuple aveugle, a moi-même odieux, Dont un sort inouï me fait servir les Dieux. Parlez. À vos malheurs il importe peut-être Que je sache du moins quels lieux vous ont vu naître... Vous ne répondez rien. Toujours vous me cachez Vos douloureux regards à la terre attachés."")",-,0.0
"('#oreste', 'Quel fruit attendez-vous de cette connaissance ?')",-,0.0
"('#iphigenie', 'Dans le sein de la Grèce auriez-vous pris naissance ? Mycène, Argos.... Ou vont mes esprits prévenus ? Ah ! Sans doute ces lieux ne vous sont pas connus.')",-,0.0
"('#iphigenie', ""Plût au barbare ciel qu'un désert m'eût vu naître, Et qu'il m'eût fait périr avant de les connaître !"")",-,0.0
"('#iphigenie', 'Comment ! Argos a-t-il été votre berceau ?')",-,0.0
"('#oreste', ""Hélas ! Que n'était-il, en naissant, mon tombeau !"")",-,0.0
"('#iphigenie', ""Ah ! S'il est vrai, comblez ou dissipez ma joie. Au milieu de la gloire, et des trésors de Troie, Quel est dans son palais le sort d'Agamemnon ? Jouit-il d'un bonheur égal à son grand nom ?"")",-,0.0
"('#oreste', 'Ô ciel ! Que dites-vous ? Une main parricide...')",-,0.0
"('#iphigenie', ""L'aurait livré, grands Dieux ! À la Parque homicide ? Et quelle main ?"")",-,0.0
"('#oreste', 'Madame....')",-,0.0
"('#iphigenie', 'Achevez.')",-,0.0
"('#oreste', 'Je ne puis.')",-,0.0
"('#iphigenie', 'Parlez. Que craignez-vous ?')",-,0.0
"('#oreste', 'Je ne sais où je suis.')",-,0.0
"('#iphigenie', 'Quel fut son assassin ?')",-,0.0
"('#oreste', 'Son épouse adultère,')",-,0.0
"('#iphigenie', 'Clytemnestre ?')",-,0.0
"('#oreste', ""L'amour trama ce noir mystère : Il l'arma d'un poignard."")",-,0.0
"('#iphigenie', 'Ô crime ! Affreux transport ! De son assassinat quel est le fruit ?')",-,0.0
"('#oreste', 'La mort.')",-,0.0
"('#iphigenie', 'Comment ?')",-,0.0
"('#oreste', 'Son fils....')",-,0.0
"('#pylade', ""Arrête. Ah ! Qu'il me désespère !"")",-,0.0
"('#iphigenie', 'Hé bien, son fils ? Parlez.')",-,0.0
"('#oreste', 'Il a vengé son père.')",-,0.0
"('#iphigenie', ""Qu'entends-je ?"")",-,0.0
"('#pylade', ""Au nom des Dieux, Madame, remplissez Notre plus cher espoir, qu'ici vous trahissez. Quel soin...."")",-,0.0
"('#iphigenie', ""Qu'est devenu ce fils ?"")",-,0.0
"('#oreste', ""L'horreur du monde."")",-,0.0
"('#iphigenie', 'Grands dieux !')",-,0.0
"('#oreste', ""Las de traîner sa misère profonde, Il a cherché la mort, qu'il a trouvée enfin."")",-,0.0
"('#iphigenie', ""Ô déplorable sang ! Implacable destin ! Mycène n'a donc plus du grand vainqueur de Troie... À Oreste."")",-,0.0
"('#oreste', 'Que la plaintive Electre, à sa douleur en proie...')",-,0.0
"('#iphigenie', ""Prêtresses... Conduisez ces deux infortunés Aux lieux où pour l'autel ils doivent être ornés. Je ne peux plus longtemps devant eux me contraindre. À part."")",-,0.0
"('#iphigenie', 'Oreste est mort!')",-,0.0
"('#ismenie', 'Hélas ! Que vous êtes à plaindre !')",-,0.0
"('#iphigenie', ""Il est mort ! C'en est fait, tout est perdu pour moi...."")",-,0.0
"('#ismenie', ""Ah, Madame ! Quel est l'état où je vous vois ?"")",-,0.0
"('#eumene', 'De quel saisissement êtes-vous pénétrée ?')",-,0.0
"('#iphigenie', ""Quelle confusion dans le palais d'Atrée ! Quel cours d'assassinats l'un par l'autre punis ! Poursuivez, dieux cruels ; contre mon sang unis Dans mon flanc déchiré cherchez le triste reste De ce coupable sang qu'avec vous je déteste. Horrible perspective, effroyable avenir Que mes regards tremblants ne peuvent soutenir ! Eh quoi ! Traîner sans cesse un jour fatal au monde ! Nee m'abreuver jamais que du sang qui m'inonde ! Ne voir pour tout objet, que morts et que mourants Avec de longs sanglots sous mes mains expirants ! Ce jour encor, malgré le remords qui me ronge... Ah ! Plutôt dans mon coeur que le couteau se plonge. Cessons de respecter l'ouvrage des humains ; Dans un temple de paix eux seuls arment mes mains. Suivons le désespoir où ma vertu me livre. Où l'innocent périt, c'est un crime de vivre."")",-,0.0
"('#ismenie', ""Ah ! Pour vous arracher d'un rigoureux séjour, Le sort vous réduit-il à renoncer au jour ? Quoi donc ! Oubliez-vous qu'Electre encor vous reste, Et peut vous tenir lieu de votre cher Oreste ? Osez-vous, dans vos fers, au trépas recourir Au mépris d'une soeur qui peut vous secourir ? Elle-même, grands Dieux ! Mortellement atteinte, Parmi l'affreux débris de sa famille éteinte, Au milieu des ruisseaux du sang dont elle sort, Rampe et succombe en proie aux horreurs de son sort. Ah ! Pour elle du moins, supportez la lumière ; Vivez, et rappelez votre force première, Avec l'espoir certain de fuir votre oppresseur, Et d'adoucir surtout les maux de votre soeur."")",-,0.0
"('#iphigenie', 'Hélas ! ')",-,0.0
"('#ismenie', ""Dans cet espoir le ciel vous autorise, Moins rigoureux enfin, le sort vous favorise, Et livre à vos projets un citoyen d'Argos. Osez rompre par lui la chaîne de vos maux : De ces sauvages mers ouvrez-lui le passage ; Qu'il retourne à Mycène, et qu'un heureux message Instruise votre soeur du secret de vos jours, Qui sans doute des siens vont ranimer le cours. Eh quoi, vous balancez ?"")",-,0.0
"('#iphigenie', ""Eh bien ! Je m'abandonne Au dangereux conseil que ta pitié me donne.... Au moins d'un malheureux j'adoucirai le sort. Mais, captive en ces lieux ; par quel secret ressort."")",-,0.0
"('#ismenie', 'Approuvez seulement le zèle de mon père, Celui de ses amis.')",-,0.0
