garnier-bradamante,la-calprenede-bradamante,Score
"('#nymes', 'Ceux-là, trop éloignez de nos chrétiennes terres, Ne viendront pas ici nous rallumer des guerres. Laissez leur lamenter leur funèbre accident, Et votre âge en plaisirs ébatés ce pendant. Il nous faut rebâtir nos églises rompues, Où se sont par sur tout leurs cruautés repues, Rebâtir nos cités de murailles et tours, Repeupler de paysans nos villages et bourgs. Il vous faut rappeler les vertus exilées, Et les faire honorer, les ayant rappelées.')",-,0.0
"('#charlemagne', 'Nos peuples sont beaucoup par la guerre éclaircis, Mais les vices au lieu sont beaucoup épaissis.')",-,0.0
"('#nymes', ""C'est l'office d'un Roi d'en purger sa contrée. Inutile est la Paix sans sa compagne Astrée. Vous devez en repos vos peuples maintenir, Et de sévères lois leurs offenses punir."")",-,0.0
"('#charlemagne', ""Je veux récompenser un chacun de ses peines, Étrangers, citoyens, soldats et Capitaines, Bradamante et Roger sous un amour égal Conjoindre ensemblement d'un lien conjugal."")",-,0.0
"('#nymes', ""Aymon ne le veut pas, préférant l'alliance De Léon héritier des sceptres de Byzance."")",-,0.0
"('#charlemagne', ""Mais si de la combattre il n'avait le pouvoir, Selon mon ordonnance il ne saurait l'avoir."")",-,0.0
"('#nymes', ""Donc comme il fallait vaincre à la course Atalante, Il faut qu'on puisse vaincre au combat Bradamante."")",-,0.0
"('#aymon', 'Le parti me plait fort.')",-,0.0
"('#beatrix', 'Aussi fait-il à moi.')",-,0.0
"('#aymon', ""J'en suis tout transporté"")",-,0.0
"('#beatrix', 'Si suis-je par ma foi.')",-,0.0
"('#aymon', ""Ce que je prise plus en si belle alliance, C'est qu'il ne faudra point débourser de finance. Il ne demande rien."")",-,0.0
"('#beatrix', ""Il est trop grand seigneur. Qu'a besoin de nos biens le fils d'un Empereur ?"")",-,0.0
"('#aymon', ""Ce nous est toutefois un notable avantage De ne bailler un sou pour elle en mariage, Mêmement aujourd'hui qu'il n'y a point d'amour, Et qu'on ne fait sinon aux richesses la cour. La grâce, la beauté, la vertu, le lignage Ne sont non plus prisés qu'une pomme sauvage. On ne veut que l'argent : un mariage est saint, Est sortable et bien fait quand l'argent on étreint. Ô malheureux poison !"")",-,0.0
"('#beatrix', ""Et qu'y sauriez vous faire ? Faut-il que pour cela vous mettiez en colère ? C'est le temps du jourd'hui."")",-,0.0
"('#aymon', ""C'est un siècle maudit."")",-,0.0
"('#beatrix', ""Mais c'est un siècle d'or, comme le monde vit. On a tout, on fait tout pour ce métal étrange ; On est homme de bien, on mérite louange ; On a des dignités, des charges, des états ; Au contraire, sans lui de nous on ne fait cas."")",-,0.0
"('#aymon', ""Il est vrai : mais j'ai vu au temps de ma jeunesse Qu'on ne se gênait tant qu'on fait pour la richesse. Alors, vraiment alors, on ne prisait sinon Ceux qui s'étaient acquis un vertueux renom, Qui étaient généreux, qui montraient leur vaillance À combattre à l'épée, à combattre à la lance. On n'était de richesse, ains de l'honneur épris. Ceux qui se mariaient ne regardaient au prix."")",-,0.0
"('#beatrix', ""Le bon temps que c'était!"")",-,0.0
"('#aymon', 'Léon le représente, Qui pour la seule amour recherche Bradamante.')",-,0.0
"('#beatrix', ""Voire, mais j'ai grand peur qu'elle ne l'aime pas."")",-,0.0
"('#aymon', ""Pourquoi ? Qui la mouvrait ? Est-il de lieu trop bas ? N'est-il jeune et gaillard ? n'est-il beau personnage ? Il faut qu'il soit vaillant et d'un brave courage, Aux combats résolu, d'être avecque danger Venu du bord Grégeois sur ce bord étranger, Ne craignant d'éprouver son adresse guerrière Avecques Bradamante aux armes singulière."")",-,0.0
"('#beatrix', ""Il est vrai : mais pourtant ne savez-vous pas bien Que Roger est son âme, et sa vie et son bien ? Qu'elle n'aime que lui, que pour n'être contrainte D'être par mariage à un autre conjointe, Elle a fait tout exprès par le monde savoir Que quiconque voudra pour épouse l'avoir Doit la combattre armée : estimant qu'il n'est homme Dans l'Empire de Grèce et l'Empire de Rome, Fors son vaillant Roger, qui ne doive mourir, Si avecques le fer il veut conquérir ? Or j'aurais grand douleur que ce généreux Prince Venu pour son amour de lointaine province, Sa vie aventurât, ses forces ne sachant, En la voulant combattre avec le fer tranchant : Qu'au lieu d'une maîtresse il trouvât la mort dure, Et que son lit nopçal fut une sépulture. Ce serait grand pitié !"")",-,0.0
"('#aymon', 'Je ne veux point cela.')",-,0.0
"('#beatrix', ""Il ne saurait l'avoir sans cette épreuve-là."")",-,0.0
"('#aymon', 'Pourquoi ne saurait-il ? Ne le puis-je pas faire ?')",-,0.0
"('#beatrix', ""Non, pour ce que du Roi l'ordonnance est contraire."")",-,0.0
"('#aymon', ""Le Roi ne l'entend pas, je l'irai supplier De révoquer la loi qu'il a fait publier."")",-,0.0
"('#beatrix', ""C'est chose malaisée ; un prince ne viole Les édits qu'il a faits ; il maintient sa parole. Voire en chose publique, et qui est de grand poids. Mais en chose privée, on change quelquefois. Charles lui a permis ce combat dommageable, Estimant pour le sûr que je l'eusse agréable. Autrement ne l'eût fait, sachant bien le pouvoir Que dessus ses enfants un père doit avoir."")",-,0.0
"('#beatrix', 'Encore, mon ami, faudrait premier entendre Si le parti lui plait, que de rien entreprendre : Car je crains que Roger soit en son coeur encré.')",-,0.0
"('#aymon', 'Veut-elle ce Roger avoir contre mon gré ?')",-,0.0
"('#beatrix', 'Je pense que nenni ; elle est trop bien nourrie.')",-,0.0
"('#aymon', ""Si elle l'avait fait ?"")",-,0.0
"('#beatrix', ""J'en serais bien marrie."")",-,0.0
"('#aymon', ""Il lui faut des amours ; il lui faut des mignons ; Il faut qu'à ses plaisirs nos vouloirs contraignons. Quel abus, quel désordre ! Ha !"")",-,0.0
"('#beatrix', ""Et qu'y sauriez-vous faire ? C'est jeunesse."")",-,0.0
"('#aymon', ""C'est mon [...] : un âge volontaire."")",-,0.0
"('#beatrix', 'Si ne devons-nous pas contraindre son désir.')",-,0.0
"('#aymon', 'Si ne doit-elle pas en faire son plaisir.')",-,0.0
"('#beatrix', 'La voudriez-vous forcer en un si libre affaire ?')",-,0.0
"('#aymon', 'Elle doit approuver ce qui plaît à son père.')",-,0.0
"('#beatrix', ""L'amour ne se gouverne à l'appétit d'autrui."")",-,0.0
"('#aymon', ""L'on ne peut gouverner les enfants d'aujourdhui."")",-,0.0
"('#beatrix', ""S'il n'y a de l'amour, ils n'auront point de joie."")",-,0.0
"('#aymon', ""L'amour sous le devoir des mariages ploie."")",-,0.0
"('#beatrix', ""Rien n'y est si requis que leur contentement."")",-,0.0
"('#aymon', ""Rien n'y est si requis que mon consentement."")",-,0.0
"('#beatrix', ""Je ne veux contester : mais pourtant, je puis dire Que trop vous ne devez son amour contredire. J'aimerois mieux qu'elle eût un simple chevalier Qui fût selon son coeur, que de la marier Contrainte à ce monarque, encor qu'en sa puissance Il eut l'empire Grec et l'empire de France. Je vais parler à elle, et ferai, si je puis, Qu'elle me tirera des peines où je suis, Se dépêtrant le coeur des lacs d'une amour folle, Pour libre aimer Léon, que son amour affole. Dieu me soit favorable, et me fasse tant d'heur Que je la puisse induire à changer son ardeur ! Mais, las ! Vois-la mon fils, honneur de notre race, L'invincible Renaud, des guerriers l'outrepasse ! Il va trouver Aymon : las ! Pauvrette, je crains Qu'il ait autre dessein que ne sont nos desseins. Il aime ce Roger. Que maudite soit l'heure, Avolé, que tu vis cette belle demeure : Je serais trop heureuse, et ores le Soleil Ne verrait rien qui fut à mon aise pareil, Sans toi, sans toi, Roger, qui fraudes mon attente, Privant du sceptre Grec ma fille Bradamante."")",-,0.0
"('#renaud', ""Quoi ? Monsieur, voulez-vous forcer une amitié ? Êtes-vous maintenant un père sans pitié, Qui veuillez Bradamante, une fille si chère, Bannir loin de vos yeux, et des yeux de sa mère, Pour malgré son vouloir, qu'elle ne peut changer, La donner pour épouse à ce prince étranger ? Elle ne l'aime point, et qu'y voudriez-vous faire ? Vous savez que l'amour est toujours volontaire. Il ne se peut forcer ; c'est une affection Qui ne se dompte point sinon par fiction. Le coeur toujours demeure en sa libre franchise, Mais le front et la voix bien souvent le déguise. Ne la contraignez point ; vous seriez à jamais Fâché de lui voir faire un ménage mauvais."")",-,0.0
"('#aymon', ""Qui te fait si hardi de me venir reprendre ? Penses-tu que de toi je veuille conseil prendre ? De quoi t'empêches-tu ? Me viens-tu raisonner ? Et quoi ? Qui t'a si bien appris à sermonner ? Ô le brave cerveau !"")",-,0.0
"('#renaud', ""Ce que je viens de dire N'est pas pour vous prêcher ni pour vous contredire."")",-,0.0
"('#aymon', 'Pourquoi donc ? Qui te meut ?')",-,0.0
"('#renaud', ""C'est pour vous déclarer Ce que probablement vous pouvez ignorer."")",-,0.0
"('#aymon', 'Et quoi ?')",-,0.0
"('#renaud', 'Que Bradamante ailleurs a sa pensée.')",-,0.0
"('#aymon', 'Cela ne rompra pas ma promesse passée.')",-,0.0
"('#renaud', ""Quoi ? L'avez-vous promise ?"")",-,0.0
"('#aymon', 'Oui bien.')",-,0.0
"('#renaud', ""Sans son vouloir ? Et s'il est autre ?"")",-,0.0
"('#aymon', 'Et puis, le mien doit prévaloir : Je connais mieux son bien que non pas elle-même.')",-,0.0
"('#renaud', ""Lui voulez-vous bailler un mari qu'elle n'aime ?"")",-,0.0
"('#aymon', ""Pourquoi n'aimerait-elle un fils d'un Empereur, Qui est jeune et dispost, qui a de la valeur, Qui est beau, qui est sage, et qui modeste égale Notre qualité basse à sa grandeur royale ? Depuis la froide Thrace, étendue en désert, Il a tant traversé de terres et de mers Pour avoir son amour, qui pas ne le mérite, Et qu'il soit moqué d'elle après telle poursuite ? Qu'elle ne l'aime point ? Qu'elle n'en fasse cas, Non plus que s'il était issu d'un peuple bas ? Elle est par trop ingrate. Une amour avancée Doit d'une amour pareille être récompensée. Ô siècle dépravé ! Non, non, Renaut, dis-lui Que je veux et me plaît qu'il l'épouse aujourd'hui Autrement... Mais, possible, en vain je me colère, Et peut être en cela ne me voudrait déplaire Non plus qu'en autre chose ; elle a le naturel Trop bon pour émouvoir le courroux paternel."")",-,0.0
"('#renaud', ""Monsieur, mais voulez-vous que son âme contrainte D'un lien conjugal soit à un homme étreinte, Qui lui rebouche au coeur, et qu'en piteux regrets Elle traîne ses jours sur les rivages Grecs ? Voulez-vous que de nuit, quand le sommeil se plonge Dans les yeux d'un chacun, que la douleur la ronge ? Qu'en pleurs elle se baigne ? Et n'ose toutefois Pour librement gémir développer sa voix ? Que si sa longue peine en pesanteur assomme Son âme alangourée, inaccessible au somme, Et que de ses bras gourds elle touche en dormant Le corps de son époux, ainçois de son tourment, Elle tressaille toute (ainsi qu'une bergère Qui en son chemin trouve une noire vipère), Que frayeur elle en ait, et retire soudain Des membres odieux son imprudente main ? Que quand il la tiendra chèrement embrassée, Elle se pense alors d'un serpent enlacée, Tant elle aura d'horreur d'être serve en ce point D'un importun mari qu'elle n'aimera point ?"")",-,0.0
"('#aymon', ""L'amour toujours se trouve aux ébats d'hyménée."")",-,0.0
"('#renaud', ""L'on voit de maint hymen la couche infortunée. Quelle future amour pourrez-vous espérer D'un noçage forcé ? C'est bien s'aventurer, C'est bien mettre au hasard une jeune pucelle, C'est bien, hélas ! C'est bien ne faire conte d'elle."")",-,0.0
"('#aymon', 'Saurait-on la placer en un plus digne lieu ?')",-,0.0
"('#renaud', ""Léon ne lui est propre, ores qu'il fut un dieu."")",-,0.0
"('#aymon', 'Et que lui faut-il donc ?')",-,0.0
"('#renaud', 'Un mari qui lui plaise, Et avecque lequel elle vive à son aise.')",-,0.0
"('#aymon', 'Elle est bien délicate en son affection.')",-,0.0
"('#renaud', ""En la vôtre on ne voit que de l'ambition."")",-,0.0
"('#aymon', 'Que tu es révérend !')",-,0.0
"('#renaud', ""J'ai plus de révérence, Et Bradamante aussi, que vous de bienveillance."")",-,0.0
"('#aymon', 'Je sais mieux que vous deux quel époux il lui faut.')",-,0.0
"('#renaud', ""Voire pour l'élever, pour la mettre bien haut. J'aimerais mieux, ma soeur, que la mort violente Vous eut percé le coeur d'une darde poignante, Qu'une lance arabesque eut ouvert votre flanc Et de votre poitrine eut épuisé le sang, Morte sur un guéret étendue en vos armes, Entre les corps muets d'un millier de gendarmes, Que de vos durs parents l'outrageuse rigueur Vous forçât d'un mari qu'abhorre votre coeur. Que fussiez-vous plutôt une fille champêtre, Conduisant les taureaux, menant les brebis paître Par les froideurs d'hiver, par les chaleurs d'été, Roulant vos libres jours en libre pauvreté : Vous seriez plus heureuse, et votre dure vie De tant de passions ne serait poursuivie. Car rien n'est si cruel que vouloir marier Ceux qu'un semblable amour ne peut apparier. Pensez-y bien, Monsieur : c'est un fait reprochable. Vous en serez un jour devant Dieu responsable."")",-,0.0
"('#aymon', ""Ô le bon sermonneur ! L'Hermite du Rocher T'a volontiers appris à me venir prêcher."")",-,0.0
"('#renaud', ""Je ne vous prêche point ; mais ce dévot Hermite Qui au milieu des flots sur une roche habite, Par lequel fut Sobrin et Olivier guary, Fut d'avis que Roger de ma soeur fut marri : Et lors, comme si Dieu par la voix du prophète Nous eust dit qu'il voulût cette chose être faite, Nous l'approuvâmes tous, Roger s'y accorda, Et sous cette espérance en France il aborda. Le voudriez-vous tromper ?"")",-,0.0
"('#aymon', ""Arrogant, plein d'audace, Oses-tu proférer ces mots devant ma face ? Que tu l'as accordée ? Impudent, éhonté !"")",-,0.0
"('#renaud', 'Mais cet accord est fait sous votre volonté.')",-,0.0
"('#aymon', ""Il ne m'en chaut : et puis, traites-tu d'alliance Pour ma fille sans moi ? As-tu cette puissance ?"")",-,0.0
"('#renaud', ""Je savais qu'agréable elle aurait le parti."")",-,0.0
"('#aymon', ""Mais pourquoi n'en étais-je aussitôt averti ?"")",-,0.0
"('#renaud', 'Il est encore temps.')",-,0.0
"('#aymon', ""Ores que j'ai promesse Avecque Constantin, le monarque de Grèce ?"")",-,0.0
"('#renaud', 'Une telle promesse obliger ne vous peut, Si ma soeur Bradamante approuver ne la veut.')",-,0.0
"('#aymon', 'Un enfant doit toujours obéir à son père.')",-,0.0
"('#renaud', ""S'il va de son dommage il ne le doit pas faire."")",-,0.0
"('#aymon', 'Sur ses enfants un père a toute autorité.')",-,0.0
"('#renaud', 'Quand leur bien il procure et leur utilité.')",-,0.0
"('#aymon', 'Est-il père si dur qui leur perte pourchasse ?')",-,0.0
"('#renaud', ""Je crois qu'il n'en est point qui sciemment le fasse."")",-,0.0
"('#aymon', ""Qu'est-ce donc que tu dis ?"")",-,0.0
"('#renaud', ""Que vous devez savoir Le vouloir de ma soeur devant que la pourvoir. Peut être son désir ne se conforme au vôtre : Vous serez d'un avis qu'elle sera d'un autre, Que son coeur languira dans les yeux d'un amant, Qui en repoussera tout autre pansement, Si bien que cet amour occupant sa poitrine. Il ne faut qu'un second pense y prendre racine. L'autorité d'un père, et d'un Prince, et d'un Roi Ne saurait pervertir cette amoureuse loi. Ne la forcez donc point, de peur qu'étant forcée Un époux ait le corps, un ami la pensée : Ce qui produit toujours un enfer de malheurs, Plein d'angoisse et d'ennui, de soupirs et de pleurs, Par qui votre vieil âge en sa course dernière Ne verrait qu'à regret la céleste lumière, Ennuyé de ce monde, au lieu que de vos jours Les termes nous devons vous faire sembler courts. Ne la gênez donc point, ains consacrez sa vie À Roger, dont elle est et l'amante et l'amie."")",-,0.0
"('#aymon', ""Plutôt l'eau de Dordonne encontre mont ira, Le terroir Quercinois plutôt s'applatira, Le jour deviendra nuit, et la nuit ténébreuse Comme un jour de soleil deviendra lumineuse, Que Roger, ce Roger que j'abhorre sur tous, Soit tant que je vivrai de Bradamante époux."")",-,0.0
"('#renaud', 'Roland et Olivier maintiendront leur promesse Les armes en la main, contre toute la Grèce.')",-,0.0
"('#aymon', ""Et moi je maintiendrai contre eux et contre toi Qu'on n'a peu disposer de ma fille sans moi. Non, non, je ne vous crains ; présentez-vous tous quatre ; Je ne veux que moi seul pour vous aller combattre. Encor que je sois vieil j'ai du coeur au dedans Et de la force au bras."")",-,0.0
"('#renaud', 'Votre force est aux dents.')",-,0.0
"('#aymon', 'Page, ça mon harnais, mon grand cheval de guerre. Apporte-moi ma lance avec mon cimeterre. Ha ! ha ! Par Dieu, je vous...')",-,0.0
"('#renaud', 'Monsieur, vous colèrez ; Vous en trouverez mal.')",-,0.0
"('#aymon', 'Corbieu, vous en mourrez.')",-,0.0
"('#renaud', 'Ne vous émouvez point.')",-,0.0
"('#la-roque', 'Le bonhomme a courage.')",-,0.0
"('#aymon', ""Par la mort, j'en ferai si horrible carnage Qu'il en sera parlé."")",-,0.0
"('#renaud', 'De quoi vous fâchez-vous ?')",-,0.0
"('#aymon', ""Je n'épargnerai rien."")",-,0.0
"('#la-roque', ""Il ruera de beaux coups : Dieu me veuille garder s'il m'atteint d'aventure."")",-,0.0
"('#aymon', 'Je serai dans le sang jusques à la ceinture.')",-,0.0
"('#la-roque', ""Monsieur, entrons dedans : je crains que vous tombiez, Vous n'êtes pas trop bien assuré sur vos pieds."")",-,0.0
"('#aymon', ""Ha ! Que ne suis-je au temps de ma verte jeunesse, Quand Mambrin éprouva ma force dompteresse, Que j'occis Clariel, dont les gestes guerriers Se faisaient renommer entre les Chevaliers ; Que le géant Almont, de qui la tête grosse Et les membres massifs ressemblaient un colosse, Abattu de ma main à terre tomba mort Et ma gloire engrava dessur l'Indique bord! Vous n'eussiez entrepris ce que vous faites ores, Combien que je me sens assez robuste encores Pour vous bien bourrasser."")",-,0.0
"('#renaud', ""Nous n'entreprendrons rien, Et me croyez, Monsieur, que vous ne veuillez bien."")",-,0.0
"('#aymon', ""Vous ferez sagement : car je perdrai la vie Plutôt que malgré moi ma fille l'on marie."")",-,0.0
"('#beatrix', ""Que vous seriez heureuse ! Oncques de notre sang Fille n'aurait tenu si honorable rang. Allez où le soleil au matin luit au monde, Allez où sommeilleux il se cache dans l'onde, Allez aux champs rotis d'éternelles ardeurs, Allez où les Riphez ternissent de froideurs : Vous ne verrez grandeur vous être comparée À l'heureuse grandeur qui vous suit préparée. Être femme d'Auguste, et voir sous votre main Mouvoir, obéissant, tout l'Empire Romain ! Marcher grande Déesse entre les tourbes viles S'entre-étouffants de presse aux triomphes des villes Pour voir vos majestés, recevoir de vos yeux, Les soleils de la terre, un rayon gracieux. Et nous, que la vieillesse à poils grisons manie, Aurons d'un si grand heur la face rajeunie, Vous voyant, notre enfant, une félicité Qui approche bien près de la divinité. Le jour éclairera plus luisant sur nos testes, Le chagrin de nos ans nous tournerons en festes, Et verrons dans la rue et dans les temples saints Chacun nous applaudir de la teste et des mains. Mon_Dieu! ne laissez pas écouler, nonchalante, Ceste félicité que le ciel vous présente ! L'occasion est chauve, et qui ne la retient, Tout soudain elle échappe et jamais ne revient."")",-,0.0
"('#bradamante', ""Las Madame je n'ai d'autre bonheur envie Que d'être avecque vous tout le temps de ma vie Je requiers aux bons dieux de me donner ce poinct, Que tant que vous vivrez, je ne vous laisse point. Je ne veux avoir bien, Royaume ni Empire, Qui pour le posseder de vos yeux me retire."")",-,0.0
"('#beatrix', ""C'est un bon naturel qui se remarque en vous. Nous en pouvons, ma fille, autant dire de nous. Nous n'avons rien si cher, ni même la lumière De notre beau soleil ne nous est pas si chère Que vous êtes (m'amie) : un jour m'est ennuyeux, Quand un jour je me trouve absente de vos yeux. Car c'est me séparer moi-même de moi-même Que me priver de vous, tant et tant je vous aime. Mais (mon coeur) cet amour cet amour-la me fait Préférer votre bien à mon propre souhait. Je veux (que c'est pourtant!) je veux ce qui me fâche, Et ce que je ne veux de l'accomplir je tâche. Ainsi que le nocher qui de l'onde approchant Où les sirènes font l'amorce de leur chant, Fuit l'abord malheureux du déloyal rivage, Et le fuyant y court sans crainte du naufrage. Car je crains de vous perdre, et toutefois le bien Qui vous en vient me fait que je l'approuve bien. Mais que dis-je approuver ? Que je le vous conseille, Vous excite au parti d'une ardeur nom pareille. N'y reculez, ma fille, il vous en viendrait mal, Et Dieu, qui de ses dons vous est si libéral, S'en pourrait courroucer, si par outrecuidance Vous alliez dédaigner une telle alliance."")",-,0.0
"('#bradamante', ""Je sais combien je suis indigne d'un tel heur."")",-,0.0
"('#beatrix', ""La femme vous serez d'un puissant Empereur, De Charles le copain : encores Charlemagne Avec la France n'a qu'un quartier d'Allemagne, Et les champs milanais, où c'est que Constantin Tient mille régions de l'empire latin. Il a la Macédoine et la Thrace sujette ; Il commande au Dalmate, au Grégeois, et au Gete. L'Itale, la Sicile, et les îles qui sont Depuis notre Océan jusqu'à la mer du Pont Révèrent sa puissance, et Neptune en ses ondes Ne souffre pourmener que ses naves profondes. Il est maître d'Asie, et les monts palestins Et les Phéniciens, de l'Euphrate voisins, Sont régis de son sceptre : il tient Jerosolyme, Où Dieu souffrit la mort pour laver notre crime."")",-,0.0
"('#bradamante', 'Il est un grand monarque.')",-,0.0
"('#beatrix', 'Il est si grand, que rien Ne se trouve si grand au globe terrien. Que sauriez-vous plus être ?')",-,0.0
"('#bradamante', ""Être je ne demande, Épousant un mari, plus qu'il ne convient grande. Aussi on dit souvent que la félicité D'un mariage gît en juste égalité. Il n'est, dit le commun, que d'avoir son semblable."")",-,0.0
