dufresny-regnard-chinois,regnard-coquette,Score
"('#apollon', 'Apparemment que le dernier acte est le meilleur de tous.')",-,0.0
"('#thalie', ""Je ne crois pas pour cela qu'il soit bon ; il peut être meilleur que les autres, et ne pas valoir grand'chose.  Mais comme les comédiens s'y disent un peu leurs vérités, et se donnent par-ci par-là quelque petit coup d'étrille, il pourra être du goût du public, qui mord à la grappe quand il entend dauber un comédien."")",-,0.0
"('#apollon', ""Il est naturel de se réjouir des coups de dent que reçoivent ceux qui nous ont mordus, et je suis bien aise que les comédiens commencent à se rendre justice, et à tourner contre eux-mêmes les traits dont ils ont piqué les autres ; car enfin il n'y a point de profession qui ait échappé à leur satire ; procureurs, médecins, magistrats."")",-,0.0
"('#thalie', ""Vraiment, ils ont bien fait pis ; ils n'ont pas même respecté les empereurs romains ni les maîtres danser."")",-,0.0
"('#la-muse', 'Il y a une petite fille qui demande à parler à Apollon.')",-,0.0
"('#la-petite-fille', ""N'est-ce pas vous, monsieur, qui êtes le seigneur de ce village-là, et qui vous appelez Apollon ?"")",-,0.0
"('#apollon', ""Oui, belle mignonne.  Qu'y a-t-il pour votre service ?"")",-,0.0
"('#thalie', 'Voilà un tendron qui ne serait pas mauvais pour remeubler le Parnasse, à la place de quelque Muse surannée.')",-,0.0
"('#la-petite-fille', ""Je me suis échappée de chez nous pour vous faire une prière.  J'aime la Comédie italienne à la folie, et ma bonne maman ne veut pas m'y mener."")",-,0.0
"('#thalie', ""C'est une folle.  Il faut y aller sans elle ; vous ne serez pas la première."")",-,0.0
"('#apollon', ""Votre mère a tort, ma belle enfant, de vous priver du plaisir le plus agréable et le plus innocent qu'il y ait aujourd'hui."")",-,0.0
"('#thalie', ""Assurément.  Si j'étais mère, j'aimerais mieux que ma fille allât tout un hiver à la Comédie, qu'une fois au bois de Boulogne pendant la sève du mois de mai."")",-,0.0
"('#la-petite-fille', 'Oh !  Monsieur, je ne suis pas encore assez grande pour aller au bois de Boulogne ; je ne vais encore que sur le rempart.')",-,0.0
"('#apollon', ""La comédie forme l'esprit, élève le coeur, ennoblit les sentiments : c'est le miroir de la vie humaine, qui fait voir le vice dans toute son horreur, et représente la vertu avec tout son éclat.  Le théâtre est l'école de la politesse, le rendez-vous des beaux esprits, le piédestal des gens de qualité.  Une petite dose de comédie, prise à propos, rend l'esprit des dames plus enjoué, le coeur plus tendre, l'oeil plus vif et les manières plus engageantes.  C'est le lieu où le beau sexe brille avec le plus d'éclat."")",-,0.0
"('#la-petite-fille', 'Oh !  Je prétends bien y briller comme une autre quand je serai grande.')",-,0.0
"('#apollon', 'Mais quelle raison votre mère a-t-elle pour ne pas vous mener aux Italiens ?')",-,0.0
"('#la-petite-fille', ""Elle dit qu'il y a quelquefois des paroles un peu libres ; mais ce qui me fait endêver, c'est qu'elle ne laisse pas d'y aller tous les jours."")",-,0.0
"('#thalie', ""Il y a tout plein de mères de ce naturel-là ; ce sont des affamées qui n'en veulent que pour elles."")",-,0.0
"('#apollon', ""Je ne sais pas quels peuvent être ces mots libertins qui effarouchent tant la maman.  Pour moi, je n'y vois que des mots tout pleins de sel, qui, à la vérité, sont quelquefois à double entente ; mais les plus belles pensées du monde ont deux faces : tant pis pour ceux qui ne les prennent que du mauvais côté ; c'est une vraie marque de leur esprit corrompu et vicieux.  Mais ne vous a-t-elle pas dit quelques uns de ces vilains mots-là ?"")",-,0.0
"('#la-petite-fille', ""Oh, dame !  Elle ne les dit devant moi qu'à bâtons rompus : elle dit seulement que les Italiens sont des drôles qui nomment toutes les choses par leurs noms.  Par exemple, elle dit qu'ils appellent un homme marié... d'un certain mot que je n'oserais dire."")",-,0.0
"('#thalie', 'Cocu, peut-être ?')",-,0.0
"('#la-petite-fille', ""Vous l'avez dit."")",-,0.0
"('#apollon', 'Et votre mère se scandalise de ce mot-là ?')",-,0.0
"('#la-petite-fille', ""Assurément.  Oh, dame !  C'est qu'elle dit que c'est une injure qui regarde autant mon papa que les autres."")",-,0.0
"('#thalie', ""C'est que votre mère ne sait pas sa langue.  Dans le nouveau dictionnaire, imprimé à Paris, ces mots-là sont synonymes, cocu marié, marié cocu, cela s'appelle jus vert, vert jus."")",-,0.0
"('#la-petite-fille', ""Pour moi je n'entends point de mal là-dessous ; mais quoi qu'il en soit, je vous prie, monsieur Apollon, vous qui êtes le maître des comédiens, de leur dire qu'ils ne mettent plus de ces vilains mots-là, afin que les filles y puissent aller, et que ma mère n'ait plus de prétexte de me laisser au logis, tandis qu'elle va à la Comédie.  Écoutez, c'est l'intérêt des comédiens que nous allions à leurs pièces : ce sont de jolies filles comme moi qui font venir les garçons à la Comédie."")",-,0.0
"('#thalie', ""Oh !  Pour cela, mademoiselle a raison : une femelle dans une loge attire les mâles de bien loin ; c'est l'appât dans la souricière."")",-,0.0
"('#apollon', ""Je vous assure, la belle, que désormais les mères seront contentes, et que je vais de ce pas vous mener avec moi chez les Italiens, où j'assemblerai les comédiens, et je leur ordonnerai de rayer de leurs comédies tous les mots trop éveillés, et notamment tous les cocus qu'il y aura."")",-,0.0
"('#thalie', ""Ne vous avisez pas de cela, monsieur.  Si les comédiens rayaient de leurs comédies tous les cocus, ils balafreraient peut-être le père de mademoiselle, et pour lors ils auraient sur le dos deux personnes au lieu d'une."")",-,0.0
"('#la-petite-fille', ""Ah !  Que vous me faites de plaisir !  L'hôtel de Bourgogne va regorger de monde ; et je vais annoncer ce changement-là à ma mère, et à toutes les femmes et filles du quartier."")",-,0.0
"('#thalie', 'Donnez-vous-en bien de garde.  Pour une femme qui aime la réforme, il y en a mille qui ne la sauraient souffrir ; et au lieu de faire venir du monde, vous désachalanderiez le théâtre.')",-,0.0
"('#l-auteur', ""Non, monsieur, vous ne jouerez pas ma pièce aujourd'hui, et je vais vous le faire défendre par la Muse de la comédie."")",-,0.0
"('#le-comedien', ""Il n'y a Muse qui tienne : la dépense est faite, l'argent reçu à la porte ; il faut sauter le bâton."")",-,0.0
"('#l-auteur', ""Ah !  Mademoiselle Tlialie, miséricorde !  Ils veulent représenter aujourd'hui ma comédie malgré moi, et j'ai vu entrer plus de cent personnes dans le parterre qui la trouvent déjà mauvaise."")",-,0.0
"('#thalie', 'Cent personnes !  Pourvu que le reste la trouve bonne, les rieurs seront encore de votre côté.')",-,0.0
"('#l-auteur', 'Je ne demande que huitaine pour tout délai.')",-,0.0
"('#thalie', 'Mais dans huit jours, croyez-vous en être quitte à meilleur marché ?')",-,0.0
"('#l-auteur', ""Assurément : j'attends des amis de la campagne, qui m'ont promis de rire, même aux plus faibles endroits."")",-,0.0
"('#thalie', ""À vous entendre, monsieur l'Auteur, je parierais que votre pièce ne vaut pas grand'chose."")",-,0.0
"('#l-auteur', ""Hélas !  J'ai toujours cru jusqu'à présent que c'était la meilleure comédie du monde ; mais depuis que les chandelles sont allumées, j'y vois mille défauts que je n'y avais pas remarqués.  Ah, ah !  Je n'en puis plus, le coeur me manque."")",-,0.0
"('#thalie', 'Allons, allons, courage ; serrez-vous le nez, et avalez la médecine.')",-,0.0
"('#l-auteur', ""Ma comédie n'est pas même achevée ; il n'y a que quatre actes de faits."")",-,0.0
"('#thalie', ""Pourvu qu'il n'y ait que ce défaut-là, vous n'êtes pas à plaindre.  C'est moi qui fais les lois de la comédie, et j'ordonne que ce prologue-ci passera pour un acte."")",-,0.0
"('#l-auteur', 'Ah, maudite comédie !  Tu seras cause de ma mort !')",-,0.0
"('#la-muse', ""Messieurs, vous voyez bien que ce poète-ci n'a pas besoin de fort hiver.  Si vous le carillonnez selon votre bonne et louable coutume, je vous le garantis défunt dans un quart d'heure : c'est à vous de voir si vous voulez charger votre conscience d'un poéticide."")",-,0.0
"('#roquillard', ""Certes, nul huissier, tant à verge qu'à cheval, n'oserait avoir regardé la porte de ce mien château : il fut de tout temps le cimetière des sergents.  Feu mon trisaïeul, Matthieu Roquillard, d'un seul coup d'arquebuse a mis bas cinq recors et deux procureurs fiscaux."")",-,0.0
"('#pierrot', ""Diantre !  Tout le pays lui eut bien de l'obligation ; car un de ces animaux-là fait plus de dégât dans une province que douze bêtes puantes dans une garenne.  Mais que veut dire toute cette belle architecture ?  Cela flaire diablement la noce.  Au moins, ne vous avisez pas de faire cette sottise-là."")",-,0.0
"('#roquillard', 'Et la raison ?')",-,0.0
"('#pierrot', ""C'est que le mariage ne sied point à une carcasse décharnée comme la vôtre ; et tout franc, vous êtes trop vieux pour faire souche."")",-,0.0
"('#roquillard', ""Sais-tu bien que dans la famille des Roquillards les mâles n'entrent en vigueur que vers les soixante-dix ans ?  Quand mon père me fabriqua, il en avait septante-quatre, et ma mère octante-huit."")",-,0.0
"('#pierrot', 'On voit bien, monsieur, que vous avez été engendré de deux vieilles rosses ; vous avez des salières sur les yeux à y fourrer le poing.')",-,0.0
"('#roquillard', ""Tais-toi ; j'ai autre chose en tête que de répondre à tes sottises.  C'est ma fille Isabelle que je veux marier aujourd'hui."")",-,0.0
"('#pierrot', ""Oh !  Pour ce mariage-là, j'y baille mon autorité, et le plus tôt c'est le meilleur : il ne faut pas garder une fille passé quinze ans ; il y a trop de déchet, et cette monnaie-là est diantrement sujette au décri."")",-,0.0
"('#roquillard', ""Tu vois aussi que je mets les fers au feu.  J'attends journellement un gentilhomme de campagne, un docteur, un major et un comédien français, tous partis sortables pour ma fille, selon qu'il m'a été raconté ; car je ne les ai point encore vus."")",-,0.0
"('#pierrot', ""Pensez, monsieur, que vous ne lui baillerez pas tous les quatre à la fois ; c'est trop pour une enfant."")",-,0.0
"('#roquillard', 'Outre ce, Isabelle a quelque bon vouloir pour un quidam nommé Octave, comédien italien de sa vacation.')",-,0.0
"('#pierrot', ""Fi !  Monsieur, ne donnez point votre fille à cette nation-là : avec eux les mariages ne tiennent point ; on dit qu'ils en font de nouveaux à chaque comédie qu'ils jouent."")",-,0.0
"('#roquillard', ""Ce néanmoins, je me sens de la propension pour le jeune homme ; et dès mon premier âge, j'ai pourchassé I'accointance de messieurs du théâtre, pour ce qu'ils sont volontiers courtois et joviaux."")",-,0.0
"('#pierrot', ""Si vous m'aviez averti seulement huit jours plus tôt que vous vouliez vous défaire d'Isabelle, je m'en serais accommodé avec vous ; mais j'ai commencé une fille d'un autre côté."")",-,0.0
-,"('#arlequin', ""Vous en avez menti, messieurs les commis de la barrière, je ne dois rien : vous êtes des fripons.  On est plus assuré au milieu des bois que dans ce maudit pays-ci : on ne saurait faire un pas qu'on ne trouve un filou.  Il n'y a pas une demi-heure que je suis arrivé dans Paris, et me voilà déjà presque tout déshabillé...  Au voleur !  Au voleur !  Quelle maudite nation !  À peine suis-je entré dans la ville, qu'on fait derrière mon cheval l'opération à ma valise ; on en tire les hardes, et on la fait accoucher avant terme.  En descendant à l'hôtellerie, on m'escamote ma casaque.  Je fais deux pas dans la rue, un fiacre me couvre de boue depuis les pieds jusqu'à la tête ; un porteur de chaise me donne d'un de ses bâtons dans le dos : il vient un homme me saluer ; je lui ôte mon chapeau, un coquin par derrière m'arrache ma perruque ; et, pour comble de friponneries, on veut me faire payer l'entrée à la porte comme bête à cornes, parce que je viens pour me marier...  Attendez donc que je sois... "")",0.0
-,"('#arlequin', ""Monsieur, n'êtes-vous pas un coupeur de bourses ?  Au lieu de répondre, Mezzetin tourne autour de lui, l'examine en se moquant de lui ; et Arlequin fait des lazzis de frayeur. Le restant de cette scène consiste dans un jeu italien. "")",0.0
-,"('#colombine', ""Holà, quelqu'un !  N'ai-je là personne ?  Cascaret, Jasmin, Pierrot, Bagatelle, Bagatelle ! "")",0.0
-,"('#colombine', ""D'où vient, petit garçon, qu'il faut vous appeler tant de fois ? "")",0.0
-,"('#bagatelle', ""Mademoiselle, c'est que j'achevais ma main au lansquenet. "")",0.0
-,"('#colombine', ""N'est-il venu personne me demander ? "")",0.0
-,"('#bagatelle', ""Il est venu cinq ou six personnes ; mais j'ai oublié leurs noms et ce qu'elles m'ont dit. "")",0.0
-,"('#colombine', 'Le petit étourdi !')",0.0
-,"('#pierrot', ""Monsieur le conseiller a dit qu'il allait revenir.  Il est venu aussi cette grande femme qui a le visage si creux, qui vous viendra voir tantôt, quand elle aura été chez son libraire. "")",0.0
-,"('#colombine', ""C'est notre bel esprit ; je la tiens quitte de sa visite dès à présent. Venez çà ; allez chez ma couturière, et dites-lui que je veux avoir mon habit aujourd'hui.  À Bagatelle. "")",0.0
-,"('#bagatelle', 'Ne lui dirai-je pas aussi de nous faire des culottes ?  La mienne est toute déchirée entre les jambes, et ma chemise passe, révérence parler, par... ')",0.0
-,"('#colombine', 'Taisez-vous, petit sot, et faites ce que je vous dis.')",0.0
-,"('#isabelle', 'Hé bien, cousine, as-tu bientôt mis la dernière main à ton visage ? ')",0.0
-,"('#colombine', ""Dis-moi, je te prie, comment me trouves-tu aujourd'hui ? "")",0.0
-,"('#isabelle', 'À charmer. ')",0.0
-,"('#colombine', ""J'ai beau arranger mes traits, il me semble qu'il y en a toujours quelqu'un qui se révolte contre mon économie. "")",0.0
-,"('#isabelle', ""Je t'assure que tu es d'un air à faire payer contribution à tous les coeurs de la ville. "")",0.0
-,"('#colombine', ""Je sais bien, sans vanité, que j'ai quelque agrément ; mais avec un peu de beauté, et trois ou quatre mouches sur le nez, une fille ne va pas loin dans le siècle où nous sommes.  Il faut de cela pour plaire ... Et pour attraper un époux, qui est le point difficile.  Nous commençons tout doucement à monter en graine, et nous sommes assez fortes pour bien soutenir une thèse en mariage.  Elle se touche le front. "")",0.0
-,"('#isabelle', ""J'en tombe d'accord.  Crois-tu, cousine, que j'aie le coeur plus dur que toi ?  Je sens quelquefois qu'une fille n'est pas née pour vivre seule ; je t'avouerai même que j'emploie tout mon esprit pour attirer quelque amant dans le filet conjugal.  Mais les hommes sont des pestes de poissons rusés qui viennent badiner autour de l'appât, et qui mordent rarement à l'hameçon.  Le mariage se décrie de jour en jour ; je crois, pour moi, que nous allons voir la fin du monde. "")",0.0
-,"('#colombine', ""Que tu es folle !  Quoique le mariage ne soit plus guère à la mode, les hommes ont beau faire, ils ne sauraient se passer de nous.  Leur répugnance pour le mariage vient de la simplicité des filles qui ne savent pas jouer leur rôle.  L'homme est un animal qui veut être trompé. "")",0.0
-,"('#isabelle', ""Je ne m'applique nuit et jour à autre chose.  Je relève, avec art, les agréments que la nature m'a donnés : je joins à quelque brillant d'esprit les talents de la poésie et de la musique : pour mes manières, elles sont douces et insinuantes ; et, avec tout cela, point d'épouseurs. "")",0.0
-,"('#colombine', 'Mais que prétendent donc tous ces petits messieurs-là ? ')",0.0
-,"('#isabelle', ""C'est ce que je ne conçois pas.  On sait bien qu'il y a de certaines avances qui accrochent quelquefois.  Mais vous en aurez menti, messieurs les soupirants ; et si j'accorde quelque faveur, ce ne sera, ma foi, que par-devant notaire, et en vertu d'un bon parchemin bien signé. "")",0.0
-,"('#colombine', ""Cependant ce n'est pas une chose si difficile que tu le penses, d'engager un homme.  Savoir risquer un billet dans son temps, marcher sur le pied à l'un, tendre la main à l'autre, se brouiller avec celui-ci, se raccommoder avec celui-là : crois-moi, avec ce petit manège-là, il faut, bon gré, mal gré, que quelque bête donne dans les toiles. "")",0.0
-,"('#isabelle', ""Il me semble que tu copies assez bien une coquette d'après nature.  Prends-y garde, au moins : on ne fait plus guère de fortune à ce métier-là. "")",0.0
-,"('#colombine', ""Bon !  Il n'y a plus que les sottes qui se persuadent d'attraper des hommes par des airs composés.  Cousine, le monde m'en a plus appris qu'à toi, et je te suis caution qu'une fille n'est piquante qu'autant qu'elle a pris sel dans la coquetterie. "")",0.0
-,"('#isabelle', ""Vraiment !  Ce ne sont pas là les maximes de ma mère, qui me prône tous les jours que la coquetterie est l'antipode du mariage ; et j'ai ouï dire cent fois à mon oncle qu'une fille coquette ressemble à ces vins pétillants dont tout le monde veut tâter, et dont personne ne veut acheter pour son ordinaire. "")",0.0
-,"('#colombine', ""Voilà-t-il pas mes contes de grand'mères, qui condamnent dans leurs enfants les plaisirs que l'âge leur refuse !  Je veux, moi, te donner des conseils pour le mariage, plus courts et plus faciles : et afin que tu les retiennes mieux, je vais te les lire en vers. "")",0.0
-,"('#isabelle', ""En vers, ma petite !  Ah !  C'est ma folie. "")",0.0
-,"('#colombine', ""Une fille qui veut se faire  Un époux parmi ses amants,  Doit changer à tous les moments  Et de visage et de manière ;  Tantôt, d'un air modeste, elle entre dans un coeur,  Sous un faux semblant de sagesse ;  Et tantôt, rallumant un feu de belle humeur,  Elle y porte à la fois la joie et la tendresse ;  Elle sait finement, par un mélange heureux,  Délaver la douceur avecque la rudesse ;  Du frein ou de l'épron usant avec adresse,  Suivant que l'animal est vif ou paresseux. N'en perds pas une syllabe.  Portrait d'une Coquette, ou la vraie morale d'une Fille à marier. Elle lit. "")",0.0
-,"('#isabelle', 'Je ne sais pas comment sera le reste, mais le début est fort vif. ')",0.0
-,"('#colombine', ""Pour conserver les coeurs qu'elle a su préparer,  Elle tient toujours la balance  Entre la crainte et l'espérance,  Laissant un pauvre amant doucement s'enferrer.  Si quelqu'un, rebuté de son trop long martyre,  Cherche à s'échapper du filet,  Par de fausses bontés alors on le retire :  On écrit, et Dieu sait le style du billet !  Un roi ne paierait pas tout ce qu'on lui promet :  On se désespère, on soupire ;  Trac, l'oiseau rentre au trébuchet.  Rien ne se démentira.  Elle continue de lire. "")",0.0
-,"('#isabelle', ""Au trébuchet !  Un mari ne se prend pas comme un oiseau ; il faut bien d'autres piéges. "")",0.0
-,"('#colombine', ""Je te dis qu'en amour ils sont si niais, qu'une fille qui sait un peu son métier en va duper trente à la fois. Lui parle-t-on d'amour...  Elle poursuit sa lecture. "")",0.0
-,"('#isabelle', 'Encore ? ')",0.0
-,"('#colombine', ""Lui parle-t-on d'amour, vante-t-on ses appas,  Elle impose silence en faisant la novice ;  Elle fait expliquer ceux qui n'en parlent pas,  Et sait se démonter à visse :  D'un rire obéissant son visage est paré ;  Le robinet des pleurs s'ouvre et ferme à son gré ;  Et, dispensant ainsi la rigueur, la tendresse,  Crois-moi, cousine, en cet état,  C'est jouer de malheur, après tant de souplesse,  Si quelque dupe enfin ne tâte du contrat. Voici le dernier.  Dame !  Il entre bien des ingrédients dans la composition d'une coquette."")",0.0
-,"('#isabelle', ""Savante comme tu l'es, tu devrais te mettre à montrer le coquettisme en ville : tu serais bientôt riche. "")",0.0
-,"('#colombine', ""Je n'y gagnerais pas de l'eau : toutes les filles savent cela.  Dans le fond, on n'a que de bonnes intentions.  Et quel reproche peut faire un homme quand une fille ne le trompe qu'en vue de mariage ? "")",0.0
-,"('#bagatelle', 'Mademoiselle, voilà monsieur le comte Octave. ')",0.0
-,"('#colombine', ""Qu'il entre."")",0.0
-,"('#isabelle', ""Je te laisse avec lui ; car apparemment c'est un épouseur : et ma mère m'attend. "")",0.0
-,"('#colombine', ""Bon !  Ta mère t'attend : va, va, elle est la maîtresse, elle attendra tant qu'elle voudra : demeure ici ; tu en apprendras plus avec moi en un quart d'heure, que tu ne feras en toute ta vie avec ta mère.  C'est une façon de mari. "")",0.0
-,"('#isabelle', ""Tu l'aimeras donc ? "")",0.0
-,"('#colombine', ""Que tu es sotte !  Ne t'ai-je pas dit cent fois que j'aime tout le monde sans aimer personne.  Mon père m'a défendu de le voir, parce qu'il me destine à un bailli du Maine, qui doit arriver dans peu.  Ne suis-je pas bien malheureuse !  Car imagine-toi ce que c'est qu'un bailli, et un bailli du Maine !  Mais voici Octave."")",0.0
-,"('#octave', ""Malgré la rigueur de votre père, je viens vous assurer, mademoiselle, que je perdrai plutôt la vie que l'espérance d'être un jour votre époux. "")",0.0
-,"('#mezzetin', ""Oui, mademoiselle, nous avons résolu cela : et s'il ne vous épouse, je vous épouserai, moi."")",0.0
-,"('#isabelle', 'Cousine, voilà un gibier à trébuchet. ')",0.0
-,"('#colombine', ""Vous savez, Monsieur_le_Comte, quels sont mes sentiments pour vous : cela vous doit suffire.  Ne parlons point d'amour, si ce n'est en chansons.  Vous chantez bien : voilà ma cousine qui accompagne parfaitement du clavecin : je veux vous entendre ensemble. "")",0.0
-,"('#octave', ""Mais, mademoiselle, chanter dans l'état où je suis ; pénétré de douleur, désespéré... "")",0.0
-,"('#colombine', ""Bon, bon !  Si vous n'avez pas la force de chanter, vous soupirerez : c'est la langue la plus familière aux amants.  Allons, qu'on approche le clavecin.  Mezzetin, prenez bien garde que mon père ne vienne. "")",0.0
-,"('#isabelle', ""Tu me mets là, cousine, à une rude épreuve. Octave chante ; Isabelle l'accompagne. "")",0.0
-,"('#trafiquet', ""Holà, quelqu'un, Pierrot, Pierrot !"")",0.0
-,"('#pierrot', ""Me voilà, me voilà, monsieur.  Vous criez plus fort qu'un fiacre mal graissé."")",0.0
-,"('#trafiquet', ""Avec qui diable es-tu donc ?  Il faut toujours t'appeler vingt fois. "")",0.0
-,"('#pierrot', ""Je suis avec l'amour. "")",0.0
-,"('#trafiquet', 'Oh, oh !  Voilà du nouveau.  Tu es donc amoureux ? ')",0.0
-,"('#pierrot', ""Je ne dors ni ne veille ; je sens toujours là un tintamarre, comme s'il y avait un régiment de lutins. "")",0.0
-,"('#trafiquet', ""Il faut entendre patience. Mais que vois-je ?  C'est Octave !  Hé !  Que faites-vous donc ici, s'il vous plaît ?  Ne vous avais-je pas prié de n'y plus venir ? Apercevant Octave. Octave et Mezzetin font une révérence. "")",0.0
-,"('#pierrot', ""Puisque monsieur vous l'a défendu, pourquoi y revenez-vous ? "")",0.0
-,"('#trafiquet', 'Est-ce que vous prétendez, mon petit monsieur, épouser ma fille malgré moi ?  Octave et Mezzetin font une autre révérence.')",0.0
-,"('#pierrot', ""Monsieur, n'allez pas souffrir cela ; on vous prendrait pour un insensé. "")",0.0
-,"('#trafiquet', ""Mais, monsieur, encore une fois, je n'ai que faire de vos révérences : répondez à ce que je vous demande. Octave et Mezzetin sortent, après avoir fait encore une révérence. "")",0.0
-,"('#trafiquet', ""Vous ferez bien, messieurs de la révérence, de ne regarder ma porte qu'avec une lunette ; je vous saluerais d'une manière...  Quelle plaisante conversation !  Toujours des révérences ! "")",0.0
-,"('#pierrot', ""Va, va, tu n'as qu'à y revenir ; je te ferai danser un branle de sortie sans violons."")",0.0
-,"('#trafiquet', ""Et vous, mademoiselle l'impertinente, ne vous ai-je pas défendu de le voir ?  Savez-vous que quand je commande, je veux être obéi ?  Colombine et Isabelle font une révérence. "")",0.0
-,"('#pierrot', 'Elles ont appris à danser du même maître. ')",0.0
-,"('#trafiquet', ""Ne t'ai-je pas dit que je ne voulais pas que tu songeasses davantage à cet homme-là pour être ton époux ? Colombine et Isabelle font encore une révérence."")",0.0
-,"('#pierrot', ""Fi !  Ce n'est pas là votre fait. "")",0.0
-,"('#trafiquet', ""Écoutez, ne m'échauffez pas les oreilles ; il y a des maisons à Paris où l'on réduit les filles désobéissantes.  Merci de ma vie !  Colombine et Isabelle sortent en faisant une grande révérence. "")",0.0
-,"('#pierrot', 'Ma foi, monsieur, il faut dire la vérité ; voilà des filles bien civiles. ')",0.0
-,"('#trafiquet', ""Mais que veulent donc dire toutes ces cérémonies-là ?  Voilà une nouvelle manière de répondre.  Allons, allons, il faut faire cesser tout ce manége-là.  J'attends aujourd'hui un gendre qui me vient du Bas-Maine ; je veux envoyer savoir s'il est venu.  Pierrot !  Ah, monsieur le maraud !  Je crois que vous voulez rire aussi.  Si je prends un bâton...  Quoi !  Tu t'en mêles aussi ?  Pierrot fait une révérence en fille.  Pierrot fait une autre révérence. "")",0.0
-,"('#pierrot', ""Mais, monsieur, est-ce que vous voulez m'empêcher d'être civil ?  Qu'est-ce que vous me voulez ? "")",0.0
-,"('#trafiquet', 'Je veux que tu passes chez monsieur Fesse-Mathieu, pour le prier de venir ici ; et que tu ailles de là dans la rue de la Huchette, savoir si le messager du Mans est arrivé. ')",0.0
-,"('#pierrot', 'Bon, bon, bon, monsieur.  Vous attendez donc quelque panier de volaille ? ')",0.0
-,"('#trafiquet', ""J'attends le bailli de Laval, qui vient pour être mon gendre. "")",0.0
-,"('#pierrot', 'Quoi !  Tout de bon ?  Un homme du Maine pour être le mari de votre fille ? ')",0.0
-,"('#trafiquet', 'Assurément. ')",0.0
-,"('#pierrot', ""Fi !  Monsieur, n'en faites rien ; il ne vient que des chapons de ce pays-là. Scènes italiennes. "")",0.0
-,"('#colombine', ""Une bougie ?  Est-ce que tu n'entends pas que je demande une bougie pour cacheter une lettre ?"")",0.0
-,"('#pierrot', ""Pardonnez-moi... mais... c'est que... en vérité... mademoiselle ; je m'en vais... "")",0.0
-,"('#colombine', ""Pour moi, je ne sais plus quelle maladie a attaqué le cerveau de cet animal-là : il ne voit plus, il n'entend plus ; il a assurément quelque chose de brouillé dans son timbre. Tu veux donc que je cachette une lettre avec un manchon ?  Je te demande une bougie, m'entends-tu ? Je crois qu'il me fera perdre l'esprit.  Oh, oh !  Voilà une nouvelle folie que je ne lui connaissais pas encore.  Depuis quand as-tu perdu la parole ?  Parle, réponds ; dis donc à qui tu en as. Pierrot apporte un manchon.  Pierrot fait encore des mines. "")",0.0
-,"('#pierrot', ""Je n'oserais ; je sens là un tourbillon, un étouffement de la nature... heurtant contre l'amour.  Tenez, voilà une lettre qui vous dira tout cela. "")",0.0
-,"('#colombine', ""Que signifie donc cette cérémonie-ci ?  Je trouve cela assez plaisant.  Voyons donc ce que dit cette lettre. Comme il n'y a point d'animal dans le monde qui n'aime quelque autre animal, c'est ce qui fait que je vous aime.  Autre chose ne peut vous dire votre très humble serviteur et fidèle amant, Pierrot. Mon très humble serviteur et fidèle amant, Pierrot.  Ah, ah !  Voilà donc où le bât vous blesse, monsieur l'amoureux !  En vérité, je suis ravie d'avoir fait une pareille conquête.  Elle lit. "")",0.0
