dufresny-depart-des-comediens,mongin-promenades-de-paris,Score
"('#arlequin', ""Avant que de mourir, nous avons encore l'émétique, et la petite bagatelle que nous jouons sera peut-être un émétique salutaire."")",-,0.0
"('#colombine', ""Bagatelle.  L'émétique le plus fin n'a point de vertu en automne.  En un mot, il faut quitter le jeu quand il ne vaut pas la chandelle."")",-,0.0
"('#arlequin', ""Elle a raison : cette diable de chandelle brûle toujours, il n'y a qu'à l'éteindre. Il veut éteindre les chandelles. "")",-,0.0
"('#colombine', ""Doucement.  Ce n'est pas que, si on jouait la comédie à l'aveuglette, cela nous ferait peut-être venir plus de monde."")",-,0.0
"('#arlequin', ""Je le crois.  L'auditeur a plus d'attention quand il ne voit goutte."")",-,0.0
"('#colombine', ""Oui, mais j'aurais peur qu'on ne fût si recueilli dans les loges, que l'attention ne passât pas les barreaux.  Finissons la plaisanterie.  Tous nos acteurs sont résolus de quitter la comédie, et de faire valoir chacun leur petit talent en particulier.  Ils vont tous passet en revue devant toi, afin que tu choisisses avec qui tu veux t'associer. Elle s'en va. "")",-,0.0
"('#arlequin', 'La revue ne sera pas complète ; car nous avons bien des déserteurs.')",-,0.0
"('#leandre', ""Fasse son métier qui le saura.  Jeune fille trop sévère,  Honteux gascon, normand sincère  Jamais ne réussira.  Fasse son métier qui le saura.  La joueuse qui s'acquitte,  Le guerrier qui plaidera,  Laide guenon qui sollicite,  Jamais ne réussira.  Fasse son métier qui le saura. (bis) "")",-,0.0
"('#arlequin', 'Hé bien, quel parti avez-vous pris, monsieur Léandre ?')",-,0.0
"('#leandre', ""Pour moi, je crois qu'il est bon que chacun s'en tienne au métier de ses pères, quoi qu'en disent nos guerriers bourgeois.  Tu sais que dans notre famille nous sommes tous amoureux de père en fils, et comme j'excelle à ce métier-là, je vais montrer en ville à faire l'amour méthodiquement."")",-,0.0
"('#arlequin', ""Fi !  Il n'y a que la canaille qui s'amuse à faire l'amour.  Les grands seigneurs l'achètent tout fait."")",-,0.0
"('#leandre', ""Je sais qu'à présent l'amour est moins un métier qu'une marchandise ; mais enfin, il faut toujours de l'art pour tromper une jeune innocente avec de faux serments : pour fasciner les yeux d'une mère, en la mettant de toutes les parties de plaisir : pour donner le change à un rival, et gagner l'amitié et la confidence des maris qui ont de jolies femmes."")",-,0.0
"('#arlequin', ""Ma foi, on n'a pas besoin de leçons pour tout cela, et où l'art manque, on a recours à la nature."")",-,0.0
"('#leandre', ""Pauvre Arlequin, tu verras que nous aurons des écolières, si tu veux t'associer avec moi."")",-,0.0
"('#arlequin', 'Hé mais...  Je le veux bien, moi, à condition que vous composerez les règles, et moi je les exercerai ; quand les écolières en vaudront la peine, vous donnerez les premières leçons, et je donnerai les dernières.')",-,0.0
"('#leandre', 'Je vois bien que tu es un ignorant.  Quand les premières leçons sont bonnes, les dernières en dépendent.')",-,0.0
"('#arlequin', ""Ho, point, point ; chacun a son talent auprès des dames.  Celui-ci prélude galamment, celui-là entre en matière, l'autre en sort avec honneur.  Les petits abbés, par exemple, sont admirables pour ébaucher une conversation galante : mais vivent les officiers pour donner la dernière main."")",-,0.0
"('#leandre', ""Je vois bien que tu as de bons principes, et si tu veux t'associer avec moi, nous ferons bien valoir le commerce."")",-,0.0
"('#arlequin', ""Ma foi non.  Dans le commerce de tendresse les associés ne s'accordent guères, et chacun fait sa main de son côté, sans rien rapporter à la masse. Léandre s'en va. "")",-,0.0
"('#arlequin', ""Pour vous, monsieur, on dit que vous allez vivre de vos rentes.  Je voudrais bien m'associer avec vous, j'ai du talent pour cela : mais il est défendu à un comédien italien de se reposer avant l'âge de six vingt ans ; et ce n'est que par tolérance que Scaramouche s'est retiré à quatre-vingt-quatorze. Et vous, mademoiselle, qu'allez-vous devenir ? À la Chanteuse. "")",-,0.0
"('#la-chanteuse', ""Quand une fille,  Jeune et gentille,  Voudra,  Bientôt elle parviendra ;  J'en connais une,  Que la fortune  Jusques aux cieux élèvera,  Dans un nuage, à l'opéra."")",-,0.0
"('#arlequin', ""Oui, mais ces sortes d'élévations-là sont sujettes à d'étranges malheurs : qu'une corde manque, voilà la fortune par terre. Le Docteur et la Chanteuse se retirent. "")",-,0.0
"('#colombine', ""Les affaires de la troupe ne vont pas trop bien : mais heureusement j'ai du talent d'ailleurs."")",-,0.0
"('#pierrot', 'Que la comédie aille comme elle pourra, pour moi je serai toujours recherché des femmes pour mon bel esprit.')",-,0.0
"('#colombine', ""Une fille qui a du service, se tire toujours d'affaires dans le monde."")",-,0.0
"('#pierrot', ""Un homme qui a de l'entremetture et de l'entregent, ne saurait manquer de rien."")",-,0.0
"('#colombine', ""Arlequin, j'ai trouvé une bonne condition, veux-tu en être de moitié ?"")",-,0.0
"('#arlequin', 'Selon.')",-,0.0
"('#pierrot', ""Je m'en vais servir dans une bonne maison, je te veux faire mon aide de camp."")",-,0.0
"('#arlequin', 'Nous verrons.')",-,0.0
"('#colombine', 'Je suis reçue fille de chambre.')",-,0.0
"('#pierrot', ""Et moi valet d'antichambre."")",-,0.0
"('#colombine', 'Chez une femme.')",-,0.0
"('#arlequin', ""Fi !  Une femme servir une femme.  Il n'y a point de contraste là-dedans."")",-,0.0
"('#pierrot', 'Et moi chez une femme.')",-,0.0
"('#arlequin', 'Fort bien cela.')",-,0.0
"('#colombine', ""C'est une bourgeoise de la rue Saint-Denis."")",-,0.0
"('#pierrot', ""C'est une bourgeoise de la rue Saint-Denis aussi la mienne."")",-,0.0
"('#colombine', ""On l'appelle madame la marquise d'Argent-filé."")",-,0.0
"('#pierrot', ""D'Argent-filé ?  C'est justement la mienne."")",-,0.0
"('#colombine', 'Comment maraud, tu vas sur mes brisées ?')",-,0.0
"('#pierrot', ""C'est toi qui vas sur mon marché."")",-,0.0
"('#colombine', 'Tu es un flagorneur.')",-,0.0
"('#pierrot', 'Tu es une chercheuse...')",-,0.0
"('#arlequin', 'Là, là, là, doucement.')",-,0.0
"('#pierrot', ""Madame_la_Marquise m'a choisi à la mine, et elle m'a distingué par la propre personne. \n"")",-,0.0
"('#colombine', ""Et moi, j'y suis entrée de la main d'un joli homme."")",-,0.0
"('#arlequin', ""Hé bien, vous la servirez tous deux.  C'est ton avantage, Colombine : et quand une dame a un valet de chambre, le service se fait mieux : la maîtresse est toujours de bonne humeur, et la fille de chambre est moins grondée."")",-,0.0
"('#pierrot', ""Oui-da, il y a moyen de s'accommoder, aussi bien tu es délicate et fluette, tu ne peux pas tout faire : et je servirai, moi, pour la grosse besogne."")",-,0.0
"('#colombine', 'Tu serviras donc à la cuisine ?')",-,0.0
"('#pierrot', ""Oh, il n'y a point de cuisine chez cette marquise-là."")",-,0.0
"('#arlequin', ""C'est-à-dire que chacun porte son plat, et qu'on fait tout cuire en ville."")",-,0.0
"('#pierrot', ""J'aurais envie d'être portier, j'ai étudié pour cela : car un jour dans notre village, il me prit de quitter la robe pour l'épée ; j'étais bedeau, je me fis suisse. \n"")",-,0.0
"('#colombine', ""Si tu étais portier, tu emporterais tout le profit ; la porte d'une coquette est aussi lucrative que celle d'un juge."")",-,0.0
"('#arlequin', ""Vous pouvez partager l'emploi ; car chez les coquettes il doit toujours y avoir deux portes et deux escaliers.  Pendant que l'un entre par celle-ci, l'autre sort par celle-là."")",-,0.0
"('#colombine', ""Mais le profit n'est pas égal : car celui qui entre, et qui meurt d'envie de voir Madame, paye grassement ; mais celui qui sort, voudrait souvent retenir ce qu'il a donné en entrant."")",-,0.0
"('#arlequin', ""Cela est vrai.  Tel donne en entrant chez une coquette, qui aurait besoin qu'on lui donnât en sortant. \n"")",-,0.0
"('#colombine', ""Il n'y a qu'un mot qui serve.  Si tu veux, nous partagerons les profits et le service.  Je présiderai aux conversations secrètes ; toi, tu porteras les billets.  Je veillerai le jour..."")",-,0.0
"('#pierrot', 'Je dormirai la nuit. \n')",-,0.0
"('#colombine', ""J'aurai le profit du jeu, et toi tu fourniras les cartes.  Pour ce qui est des habits, je prendrai les jupes, et tu garderas les manteaux."")",-,0.0
"('#pierrot', 'Je le veux bien. Pierrot et Colombine se retirent. ')",-,0.0
"('#arlequin', ""Et vous monsieur le mystérieux, méditez-vous quelque chose d'utile pour votre fortune ?  Que prétendez-vous faire pour vous enrichir ?"")",-,0.0
"('#octave', 'Moi ?  Rien.')",-,0.0
-,"('#octave', ""Non, non, laisse-moi, Scaramouche, je ne veux plus avoir recours qu'au désespoir."")",0.0
-,"('#scaramouche', 'Mais recourons auparavant à mon industrie, et écoutez-moi de grâce.')",0.0
-,"('#octave', ""Quoi ?  Parce que je n'ai pas encore de quoi flatter l'ambition d'Élise, et que je ne puis lui donner ma foi et mon bien qu'après la mort de mon père, la cruelle me sacrifie à Monsieur_Calmar, elle reçoit ses soupirs, son amour, ses fêtes, et aujourd'hui même dans ce Bois_de_Boulogne il faut que je me voie la victime d'un rival odieux, d'un coffre-fort d'amour, en un mot d'un vieux Calmar ?"")",0.0
-,"('#scaramouche', ""Vous avez raison.  Vous sacrifier à Calmar, c'est préférer un hibou à un joli homme, une masette à un cheval d'Espagne, et une vieille savate à un jeune et souple escarpin. Mais il n'est plus de filles qui ne soient de mauvais goût pour devenir femmes."")",0.0
-,"('#octave', ""Des cheveux noirs avec des blancs, ah le bel assemblage !  Qu'il fera beau voir ce vieux Calmar sembler le père de sa femme, et n'être pas celui de tes enfants !"")",0.0
-,"('#scaramouche', ""Non, ce mariage-là n'est pas faisable, et je saurai bien l'empêcher, vous dis-je, si vous voulez me croire."")",0.0
-,"('#octave', 'Mais quoi donc ?  Que veux-tu que je fasse ?')",0.0
-,"('#scaramouche', 'Il faut premièrement assister à la fête de Calmar sans nous faire connaître. ')",0.0
-,"('#octave', 'Et comment ?')",0.0
-,"('#scaramouche', 'Vous allez voir.  Voici de quoi nous métamorphoser.  Il déshabille Octave, et le met en garçon de cabaret.')",0.0
-,"('#octave', ""Qu'est-ce donc que cela signifie ?"")",0.0
-,"('#scaramouche', ""Laissez-moi faire de grâce. Scaramouche s'habille ensuite."")",0.0
-,"('#octave', ""Mais as-tu perdu l'esprit ?  Dis-moi donc à quoi bon cette mascarade ?"")",0.0
-,"('#scaramouche', ""Je m'en vais vous l'apprendre.  Mais voyons auparavant si vous saurez bien jouer votre rôle.  Criez-vous bien : Duquel, Meilleurs ?  Du Champagne ?  Du Bourgogne ?  À huit ?  À dix ?  À quinze ?  À trente ?  Holà, on y va.  Savez-vous courir, mentir, et vous enivrer au buffet ?  Voilà un garçon de cabaret depuis les pieds jusqu'à la tête."")",0.0
-,"('#octave', 'Mais encore un coup, à quoi bon me déguiser en garçon de cabaret, et que dira le cabaretier de Calmar, si...')",0.0
-,"('#scaramouche', ""Ce cabaretier est de mes amis ; et pour voir Élise, et se moquer de Calmar, il n'y a point de déguisement plus favorable.  Mais chut, j'entends quelqu'un, suivez-moi, sauvons-nous vite."")",0.0
-,"('#elise', 'Grâce au Ciel, Colombine, en ce sombre bocage Nous voici tous deux sans chapeau.')",0.0
-,"('#colombine', ""Que peu de filles de votre âge Remercieront le Ciel d'un pareil avantage ! Mais puis donc qu'en effet nous sommes sous l'ormeau, Sans fâcheux, au frais ? À l'ombrage ; Tandis que notre Chicanneau, Notre Monsieur_Calmar met ordre à son cadeau, Qu'il fait chauffer les plats, rafraîchir les bouteilles, Et que de ses doux yeux vous êtes à couvert, De cedit sieur Calmar parlons à cour ouvert."")",0.0
-,"('#elise', 'Colombine, tout deux, les murs ont des oreilles.')",0.0
-,"('#colombine', ""Mais ce bois n'en a point, il est sourd et muet. Le Bois_de_Boulogne est discret ; Et l'on aurait bien de quoi rire, Si ces échos et ces oiseaux Chantaient et redisaient ce qu'ils entendent dire Mais tout se tait sous ces ormeaux ; Et ce que tous les jours un chacun leur confie, Marque assez qu'il faut qu'on s'y fie. Parlons donc net. Calmar qui vous fait les yeux doux, Vous touche-t-il un peu ? Plaît-il ? Qu'en pensez-vous ? Pour lui, tout ce qu'il fait dit assez ce qu'il pense."")",0.0
-,"('#elise', ""À son amour pourtant j'impose assez silence."")",0.0
-,"('#colombine', ""Point trop, et cet amour qui vous fait régaler, Qui pour vous divertir ne trouve aucun obstacle, Qui vous donne concert, fête, bal, et spectacle, Tout cela parle assez, et fait assez parler ; Et dés-lors qu'une fille est riche, jeune, belle ; Que comme vous enfin elle est maîtresse d'elle, Et celle d'un nombre d'amants, Elle fait bien des médisants."")",0.0
-,"('#elise', 'Et que pourrait de moi dire la médisance ?')",0.0
-,"('#colombine', ""Mon_Dieu ! Calmar et sa dépense Donnent carrière à son caquet. Tenez, vous aurez beau prôner pour votre gloire, Que Calmar avec vous file un amour parfait, On ne voudra jamais le croire, Et par tout aujourd'hui l'on sait, Et cela par expérience, Qu'en amour comme à l'audience Les Gens de Robe vont au fait. C'est un terrible amant qu'un amant libéral. Je veux que sans l'aimer vous en soyez aimée. Je veux qu'à votre cour il ne soit point fatal, Il l'est à votre renommée. Nul en vain, dira-t-on ; ne répand ce métal Si l'on vous donne, il faut que vous donniez de même, C'est pour recueillir que l'on sème, Et Calmar, cet original, Loin de croire qu'à l'or votre cour se révolte, Cet amant se croit tous les jours À la veille de sa récolte."")",0.0
-,"('#elise', ""Oh, je veux, s'il se peut, qu'il s'y croie toujours, Ou que de ce Calmar la flamme soit dupée, Jusqu'à ce que l'hiver m'ait ramené l'épée. C'est ainsi qu'autrefois Pénélope si sage Jusqu'au retour de son époux, Abusait et jouait les fous Qu'elle tenait en esclavage."")",0.0
-,"('#colombine', ""Il est vrai, Pénélope eut dit-on cette gloire : Mais la belle eut filé plus doux, Si parmi ses amants elle eût eu comme vous Gens de Finance et d'Écritoire. Mais à juger de vous par vos raisonnements, L'on vous croirait de ces femmes habiles, Qui pour mieux duper leurs amants, Leur semblent des vertus faciles ; Donnent de l'espoir au désirs ; Répondent aux douces paroles: Et quand pour vous et vos plaisirs Un Amant, par exemple, a semé des pistoles, Qu'ensuite à la récolte il souhaite venir ; Sans rien accorder ni permettre, On sait toujours lui tout promettre, Et jamais ne lui rien tenir."")",0.0
-,"('#elise', ""Oui, Colombine, en ce siècle où nous sommes C'est ainsi qu'on mène les hommes."")",0.0
-,"('#colombine', ""Non, les hommes qu'on mène ainsi Ne sont plus de ce siècle-ci. Les hommes aujourd'hui sont à l'égard des belles, Ce que sont les pêcheurs à l'égard du poisson ; Si vous ne mordez pas d'abord a l'hameçon, Si vous les amusez, ou faites les rebelles, Et les galants et les pêcheurs S'en vont jeter leur plomb ailleurs."")",0.0
-,"('#elise', ""Ces pêcheurs des poissons peuvent n'être pas dupes. Un homme vient à bout de tous les animaux. Mais l'animal portant coiffes et jupes, Le fait toujours donner dans ses panneaux."")",0.0
-,"('#colombine', ""Hé bien, tous vos amants sont dupes, je me rends. Mais de Léandre encor faut-il qu'il vous souvienne, Si pleurant votre absence à la Guerre, il apprend  Qu'on veut vous guérir de la sienne."")",0.0
-,"('#elise', 'Léandre de Calmar peut-il être jaloux ?')",0.0
-,"('#colombine', ""Non, mais d'Octave il pourrait l'être. Mais à propos d'Octave, oh ça, qu'en pensez-vous ? Il vous aime, et ses yeux, les soins, ses billets-doux Vous l'ont fait assez bien connaître."")",0.0
-,"('#elise', ""Octave a du mérité, il est doux, sage, et tendre. Et s'il pouvait disposer de sa foi, Ce serait, après Léandre, Celui que je voudrais qui soupirait pour moi. Mais Léandre me met en des frayeurs mortelles. Je n'ai de lui nulles nouvelles, Et sa santé, sa vie, à chaque heure du jour, M'alarme autant que son amour."")",0.0
-,"('#colombine', ""Vous serez rassurée au premier Ordinaire. Ne peut-on, après tout, en passer un ou deux  Sans vous écrire ou vous déplaire ? Tous ces amants guerriers ne font pas maîtres d'eux, Et de leurs fers sur nous rejaillit l'amertume. De plus, pour contenter sa gloire et ses amours, Faut-il que Léandre ait toujours Ou l'épée à la main, ou la main à la plume ? Oh, tous ces amoureux guerriers, Ces héros pour leur Roi quittent leurs héroïnes, Et leurs couronnes, leurs lauriers, Pour nous encore un coup ne sont que des épines. Léandre cependant, pour peu qu'il soit jaloux, Devrait... Mais paix, on vient à nous."")",0.0
-,"('#arlequin', ""Vivat ! Mais que font donc ces nymphes bocagères, Seules dans un lieu si touffu ? Approchons, découvrons un peu tous ces mystères. Ah, Mesdames, c'est vous ? Reconnaissant Élise et Colombine."")",0.0
-,"('#colombine', ""Qu'est-ce ? Que nous veux-tu ?"")",0.0
-,"('#arlequin', 'On vous attend avec impatience.')",0.0
-,"('#elise', 'Et qui')",0.0
-,"('#arlequin', 'Monsieur_Calmar et la collation. Pour moi, vous voyez ma pitance, Je porte ma provision, Et voilà la seule maîtresse Que je mène sur le gazon. A votre santé, ma Princesse. Tenez, voilà pour me faire raison. Goûtez de ce vin, il est bon. Montrant sa bouteille. Après avoir bu, il leur présente à boire et dit ;')",0.0
-,"('#colombine', 'Fi ! Les femmes en boivent-elles ?')",0.0
-,"('#arlequin', ""Bon ! En ivrognerie aujourd'hui les femelles Dament le pion aux chapeaux. Le sexe ne boit plus du sirop de grenouille, Il n'aime que les vins et les amants nouveaux, Et l'Empire Bachique enfin tombe en quenouille. Il boit."")",0.0
-,"('#colombine', ""Fort bien ! Notre Fiacre s'en donne. Mais de grâce voyons s'il a le vin discret. Ne connaîtrions-nous personne De celles qu'en ce bois il amène en secret ?"")",0.0
-,"('#arlequin', ""Voilà deux des bonnes fortunes Qu'ici Monsieur_Calmar ait encor jamais eu. Heureux tous ces robins des blondes et des brunes ! Ils en ont à présent à bouche que veux-tu."")",0.0
-,"('#colombine', 'Pour qui donc nous prend ce maraud ?')",0.0
-,"('#arlequin', 'Paix, ne le prenez point si haut. Ne faites point tant la féroce, Ces airs-là siéent mal avecque mon carrosse.')",0.0
-,"('#elise', 'Cet ivrogne-là croit parler À tes pratiques ordinaires.')",0.0
-,"('#colombine', 'Laissons-le dire. Oh ça, dans ce lieu solitaire Quelles Beautés te font le plus souvent rouler ? Là, fais-nous quelque confidence ? Dis-nous.')",0.0
-,"('#arlequin', ""Motus. En vain vous voulez me sonder. On me paye ici pour garder Et les manteaux et le silence. Le silence est mon gagne-pain ; Et dès aujourd'hui pour demain Louison, Catin, et Sylvie, Qu'on croit partout femmes d'honneur, Ne me donneraient plus de quoi gagner ma vie, Si j'allais révéler la leur."")",0.0
-,"('#colombine', ""Pour toutes ces vertus traitables, Je veux bien les mettre à l'écart. Mais dis-nous, quelles sont les femmes raisonnables Qu'amène ici Monsieur_Calmar ?"")",0.0
-,"('#arlequin', 'Femmes raisonnables ? Je crois. Que vous vous gobergez de moi. Je ne menai jamais ni raison ni sagesse ; Et tout compté, tout rabattu, Je ne quis cocher, ma Princesse, Que de la moyenne vertu. Ne sait-on pas bien mon négoce ? Ne sait-on pas, quand bien je voudrais le cacher, Que celles dont je suis cocher, Sont semblables à mon carrosse.')",0.0
-,"('#colombine', 'Une belle ressemble au fiacre ?')",0.0
-,"('#arlequin', 'Assurément.')",0.0
-,"('#colombine', ""En quoi donc se peut-il, bon Dieu ! Qu'elle en approche ? Va, va, tu perds le jugement, Et toute comparaison cloche."")",0.0
-,"('#arlequin', ""Oh ! Celle-ci ne cloche point, Ou bien ne cloche qu'en ce point. C'est qu'une belle en Fiacre étant bien promenée, On ne lui paie au plus que l'heure du Berger ; Et que l'on paye au Fiacre, où l'on va voyager, Toutes celles de la journée."")",0.0
-,"('#colombine', ""Tous ces impertinents discours Ne doivent s'adresser qu'à de franches coquettes. Mais des femmes comme nous faites, Par exemple..."")",0.0
-,"('#arlequin', ""Bon ! tous les jours J'en mène qui vous sont égales."")",0.0
-,"('#colombine', 'Oh ! Tu ne mènes donc jamais que des Vestales.')",0.0
-,"('#arlequin', ""Oui, Vestales, fort bien ! Oh, puisqu'il faut parler, Puisque l'on me contraint à ne plus rien celer, De grâce, dites-moi ? Ces humaines donzelles, Qui crainte de passer pour telles, Me cachent à Paris leurs demeures, leurs noms. Et dans ce Bois leurs actions; Oui, ces femmes en général, Qui pour aller faire naufrage, Ne veulent s'embarquer dedans mon équipage Qu'aux Quinze-vingts, à l'Arsenal ? Toutes ces Belles, par exemple, Sont-elles entre nous, d'une venu fort ample ?"")",0.0
-,"('#colombine', ""J'avoue..."")",0.0
-,"('#arlequin', ""Item, celles encor qui vinrent en ces lieux, Au retour des Hirondelles, Faire aux guerriers leurs adieux ; À ce départ ces femelles , Qui semblaient être en des douleurs mortelles, Et qui si peu de jours après, Dans ce Bois_de_Boulogne mêmes Avecque des gens de Palais Oublièrent leurs chers plumets, Et s'oublièrent elles-mêmes ?"")",0.0
-,"('#colombine', ""À l'oubli près, qu'en dites-vous ? Ce maraud-là parle pour nous."")",0.0
-,"('#arlequin', ""Et celles qu'on régale à Chaillot, à Passy ; Et qui pour dire grand-merci, Et payer leur écot d'un bon vin de Bourgogne, D'une bonne collation, S'en vont dans le Bois_de_Boulogne, En faire la digestion ?"")",0.0
-,"('#colombine', 'Si.')",0.0
-,"('#arlequin', ""Ces belles encor, ces écueils de la bourse, Qui voulant toujours être en course ; À force de courir l'hiver les jeux, le bal, L'été les bois et la prairie , Conduisent mes chevaux enfin à la voirie, Et leurs amants à l'hôpital ; Se bâtissant ainsi, ces prodigues coquettes, Sur la ruine des chevaux, Et celle des godelureaux, Un refuge aux madelonnettes."")",0.0
-,"('#elise', ""Laissons-là cet ivrogne, allons, sortons d'ici. Colombine, c'est trop lui donner audience. Monsieur_Calmar m'attend avec impatience, Je suis de voir sa fête impatiente aussi."")",0.0
-,"('#colombine', ""Allons. De la raison toi, prends donc plus de soin, Et gardes-en, je t'en conjure Autant qu'il en faut, tout au moins Pour conduire à Paris ta vilaine voiture. Au Fiacre. Elles s'en vont."")",0.0
-,"('#arlequin', ""Oh, tout doux, mon Fiacre vilain ? Hé de grâce, épargnez un peu votre prochain. Quelque vilain qu'on soit, Comtesses et Marquises Du fiacre cependant sont tellement éprises, Qu'elles quittent des chars tirés à six chevaux, Pour s'en venir en fiacre ici sous ces ormeaux. Mais où court ce manant si vite. Il faut nous divertir de ce bonhomme-ci. Holà, Manant, holà l'ami ? Où veux-tu donc aller au gîte ?"")",0.0
-,"('#pierrot', 'À Paris.')",0.0
-,"('#arlequin', 'À Paris ?')",0.0
-,"('#pierrot', 'Oui je quitte les champs, Et je ne veux pas davantage Être du nombre des manants.')",0.0
-,"('#arlequin', ""Ah ah ! Le plaisant personnage ! Et quelle est la raison, mon pauvre villageois Qui t'incite et te pousse à devenir bourgeois ?"")",0.0
-,"('#pierrot', ""Et c'est que maintenant les femmes de village N'aiment plus leurs maris dedans le mariage. La mienne me fait enrager. J'espère qu'à Paris elle pourra changer. Quand je serai bourgeois, qu'elle sera bourgeoise, Nous n'aurons plus, je crois, ni querelle ni noise."")",0.0
-,"('#arlequin', ""Oui, les bourgeoises de Paris Aiment fort en effet leurs paisibles maris Quitter ton hameau pour la ville ! Hé double sot, pauvre animal, C'est tomber de fièvre en chaud-mal. Tu veux être bourgeois ? Je t'en ferai voir mille Qui voudraient devenir manants."")",0.0
-,"('#pierrot', ""Et moi, j'en connais un pas bien loin de céans, Adoré, chéri de sa femme. Elle lui dit : Mamour, mon fils, tout ci, tout ça Oh ! Pierrot donnerait son âme Pour avoir tous ces biaux noms-là."")",0.0
-,"('#arlequin', 'Ah ! Si cela te rassasie, Plus de chagrin, plus de tourment. Pour toi Paris aura mille agréments. Là, pour ôter soupçon et jalousie, Des femelles à tous moments Donnent à leurs époux le nom de leurs amants. Mais veux-tu guérir ta folie : Reste quelque temps en ce bois, Et tu verras en tapinois Que le divorce a droit de bourgeoise Chez les plus paisibles bourgeois.')",0.0
-,"('#pierrot', ""Serviteur aux Bourgeois, je ne veux donc plus l'être."")",0.0
-,"('#arlequin', ""Oui, tiens-t'en à ta vie et rustique et champêtre."")",0.0
-,"('#pierrot', ""On, ne me parle point des champs. Je n'y veux point rester. Mais il est sur la terre Bien plus d'une sorte de gens."")",0.0
-,"('#arlequin', 'Il est des gens de robe, il est des gens de guerre. Lequel de ces états aimerais-tu le mieux! Veux-tu devenir...')",0.0
-,"('#pierrot', 'Oui, je veux, Je veux devenir gens de robe.')",0.0
-,"('#arlequin', ""Mais pour bien percer le rabat, Il faut plus d'un talent, comme plus d'un ducat."")",0.0
-,"('#pierrot', ""Pour des ducats, on en dérobe. J'ai et bonne main et bon cour, Enfin déjà je suis à moitié Procureur. J'ai beaucoup de babil, bon port, belle prestance À moins on peut être avocat. J'ai de la gravité, je ronfle à l'audience ; Et de bien plus d'un magistrat C'est-là toute la science."")",0.0
