quinault-isis,quinault-thesee,Score
-,"('#mars #venus', 'Au milieu de la guerre, Goûtons les plaisirs de la paix.')",0.0
-,"('#le-choeur-des-graces', 'Au milieu de la guerre, Goûtons les plaisirs de la paix.')",0.0
-,"('#le-choeur-des-combattants', ""Avançons, avançons ; que rien ne nous étonne ; Frappons, perçons, frappons ; qu'on n'épargne personne ; Il faut périr, il faut périr ; Il faut vaincre, ou mourir."")",0.0
-,"('#aegle', ""Quel que soit mon destin, il faut ici l'attendre, Minerve, c'est à vous que je viens recourir. Divinité qui devez prendre Le soin de nous défendre, Hâtez-vous de nous secourir."")",0.0
-,"('#le-choeur-des-combattants', 'Il faut vaincre, ou mourir.')",0.0
-,"('#aegle', ""Ô ciel ! ô juste ciel ! Vous est-il doux d'entendre Ces cris pleins de fureur que je ne puis souffrir ? Dieux ! Aimez-vous à voir tant de sang se répandre ?"")",0.0
-,"('#le-choeur-des-combattants', 'Il faut périr, il faut périr, Il faut vaincre ou mourir.')",0.0
-,"('#aegle', ""Est-ce aux athéniens, est-ce au parti contraire, Que l'avantage est demeuré ? Dis-moi pour qui le sort s'est enfin déclaré. Ton silence me désespère."")",0.0
-,"('#cleone', ""Pardonnez à la peur qui me force à me taire. Mes yeux troublés d'effroi n'ont rien considéré : Thésée est le dieu tutélaire Qui me donne en ce temple un refuge assuré : Je ne sais rien de plus, et j'ai cru beaucoup faire De gagner en tremblant cet asile sacré."")",0.0
-,"('#aegle', ""Au milieu des clameurs, au travers du carnage, Thésée a jusqu'ici conduit mes pas errants : Son généreux courage A fait ses premiers soins de m'ouvrir un passage Entre deux effroyables rangs De morts et de mourants. N'as-tu point admiré l'ardeur noble et guerrière Dont il court au péril et s'expose au trépas ? Ah qu'un jeune héros dans l'horreur des combats Couvert de sang, et de poussière, Aux yeux d'une princesse fière A de charmants appas !"")",0.0
-,"('#cleone', ""Thésée est aimable, il vous aime ; Tout cède à sa valeur extrême ; Vous pouvez sans rougir souffrir à votre tour Que jusqu'à votre cour il porte sa victoire. Il n'est rien de si beau que les noeuds de l'amour Quand ils sont formés par la gloire."")",0.0
-,"('#aegle #cleone', ""Il n'est rien de si beau que les noeuds de l'amour Quand ils sont formés par la gloire."")",0.0
-,"('#le-choeur-des-combattants', 'Il faut périr, il faut périr, Il faut vaincre, ou mourir.')",0.0
-,"('#aegle', ""Le ciel ne veut-il point mettre fin à nos peines ? Éclaircis-nous, Arcas, quel est le sort d'Athènes ?"")",0.0
-,"('#arcas', ""Le combat dure encor, il est sanglant, affreux, Et le succès en est douteux. Le roi m'a commandé de prendre Le soin de l'avertir s'il fallait vous défendre, Et ce n'est que pour vous qu'il est touché d'effroi..."")",0.0
-,"('#aegle', 'Thésée est-il avec le roi ?')",0.0
-,"('#arcas', ""Des plus fiers ennemis il écarte la foule, On reconnaît sa trace aux flots du sang qui coule : Une grêle de traits ne l'a point retenu."")",0.0
-,"('#aegle', ""Ô dieux ! ... Mon secret est connu ; Je crains devant Arcas d'en faire trop entendre, Cléone, s'il se peut, obtiens qu'il aille apprendre Ce que Thésée est devenu. Elle dit ce qui suit à Cléone."")",0.0
-,"('#cleone', ""Laissons aller la princesse, Prier en paix la déesse. Arcas, je veux voir en ce jour Jusqu'où va pour moi ton amour."")",0.0
-,"('#arcas', 'Peux-tu douter de ma tendresse ?')",0.0
-,"('#cleone', ""J'en doute encor, je le confesse. Tu m'as fait des serments cent fois Que tu suivrais toujours mes lois, Et qu'il te serait doux de mourir pour me plaire ; Mais la plupart des amants Sont sujets à faire Bien des faux serments."")",0.0
-,"('#arcas', ""Tu n'as qu'à commander, tu seras satisfaite."")",0.0
-,"('#cleone', ""Cherche Thésée, et suis ses pas Jusqu'à sa victoire parfaite, Ou jusqu'à son trépas."")",0.0
-,"('#arcas', ""D'où vient qu'en sa faveur ton âme s'inquiète ?"")",0.0
-,"('#cleone', ""Si tu veux que je t'aime, Arcas, Fais ce que je souhaite, Et ne réplique pas."")",0.0
-,"('#arcas', ""Pour un autre que moi Cléone s'intéresse ? Prétends-tu que je sois un amant qui me presse De me charger d'un soin à mon amour fatal ? C'est un plaisir charmant de servir sa maîtresse, Mais c'est un chagrin sans égal De servir son rival. L'ordre du roi m'engage À prendre soin de vous."")",0.0
-,"('#cleone', ""L'ennemi jusqu'ici n'ose porter sa rage. Tout le monde est aux mains, veux-tu seul fuir les coups ?"")",0.0
-,"('#arcas', ""Ce grand empressement me donne de l'ombrage."")",0.0
-,"('#cleone', ""La valeur à mes yeux a des charmes bien doux, Et le moindre soupçon m'outrage : Je ne veux point avoir d'époux Qui soit jaloux, Ni d'amant qui soit sans courage."")",0.0
-,"('#arcas', ""Faut-il qu'un étranger ait pour toi tant d'appas ?"")",0.0
-,"('#cleone', ""Je te l'ai déjà dit, et je te le répète, Si tu veux que je t'aime, Arcas Fais ce que je souhaite, Et ne réplique pas."")",0.0
-,"('#arcas', ""Hé bien, je suivrai ton envie, J'en veux faire toujours ma loi ; La peur de te déplaire est mon plus grand effroi : Je crains peu d'exposer ma vie, Je ne puis hasarder rien qui ne soit à toi."")",0.0
-,"('#le-choeur-des-combattants', ""Avançons, avançons ; que rien ne nous étonne ; Frappons, perçons, frappons, qu'on n'épargne personne ; Il faut périr, il faut périr, Il faut vaincre, ou mourir."")",0.0
-,"('#la-grande-pretresse', 'Prions, prions la déesse De nous dégager Du danger Qui nous presse Prions, prions la déesse.')",0.0
-,"('#la-pretresse #aegle #cleone', 'Prions, prions, la déesse.')",0.0
-,"('#le-choeur-des-combattants', 'Mourez, mourez, perfides cours, Tombez sous les coups des vainqueurs.')",0.0
-,"('#la-grande-pretresse', 'Dieux ! Quelle barbarie !')",0.0
-,"('#aegle', 'Entendrons-nous toujours ces horribles clameurs ?')",0.0
-,"('#la-pretresse #aegle #cleone', 'Dieux ! Quelle barbarie !')",0.0
-,"('#le-choeur-des-combattants', 'Mourez, mourez, perfides cours, Tombez sous les coups des vainqueurs.')",0.0
-,"('#un-combattant', 'Sauve un malheureux qui te prie. Ah je meurs ! Ah je meurs !')",0.0
-,"('#la-pretresse #aegle #cleone', 'Dieux ! Quelle barbarie !')",0.0
-,"('#un-combattant', 'Ah je meurs ! Ah je meurs ! Sauve un malheureux qui te prie.')",0.0
-,"('#le-choeur-des-combattants', 'Mourez, mourez, perfides cours, Tombez sous les coups des vainqueurs.')",0.0
-,"('#la-grande-pretresse', 'Ô Minerve ! Arrêtez la cruelle furie Qui désole notre patrie : Écartez loin de nous la guerre et ses horreurs ; Ciel ! Épargnez le sang, contentez-vous de pleurs,')",0.0
-,"('#la-pretresse #aegle #cleone', 'Ciel ! Épargnez le sang, contentez-vous de pleurs.')",0.0
-,"('#le-choeur-des-combattants', 'Liberté, liberté. Victoire, victoire, victoire. Courons, courons tous à la gloire. Combattons avec fermeté. Défendons notre liberté. Liberté, liberté. Emportons la victoire. Victoire, victoire, victoire. Liberté, liberté. Victoire, victoire, victoire.')",0.0
-,"('#le-roi', ""Les mutins sont vaincus, leurs chefs sont immolés, Leur vaine espérance est détruite. Tous les peuples voisins qu'ils avaient appelés Sont dans nos fers, ou sont en fuite."")",0.0
-,"('#la-grande-pretresse', 'Rendons grâces aux dieux.')",0.0
-,"('#ensemble', 'Rendons grâces aux dieux.')",0.0
-,"('#la-grande-pretresse', ""Puisque le juste ciel à nos voeux est propice, Allons, empressons-nous d'offrir un sacrifice À la divinité qui protège ces lieux. Rendons grâces aux dieux."")",0.0
-,"('#tous-ensemble', 'Rendons grâces aux dieux.')",0.0
-,"('#le-roi', ""Cessez, charmante, AEglé, de répandre des larmes, Commençons après tant d'alarmes À jouir d'un destin plus doux : Puisque je vois mon trône affermi par les armes, J'y veux joindre de nouveaux charmes En le partageant avec vous."")",0.0
-,"('#aegle', 'Avec moi ! Vous ! Seigneur !')",0.0
-,"('#le-roi', ""Que votre trouble cesse. C'est peut-être, un peu tard vouloir plaire à vos yeux, Je ne suis plus au temps de l'aimable jeunesse, Mais je suis, roi, belle princesse, et roi victorieux. Faites grâce à mon âge en faveur de ma gloire, Voyez le prix du rang qui vous est destiné : La vieillesse sied bien sur un front couronné, Quand on y voit briller l'éclat de la victoire. Parlez charmante AEglé, parlez à votre tour."")",0.0
-,"('#aegle', ""Depuis que j'ai perdu mon père Vos soins ont prévenu mes voeux dans votre cour. Je dois vous respecter, Seigneur, je vous révère..."")",0.0
-,"('#le-roi', ""Vous parlez de respect quand je parle d'amour."")",0.0
-,"('#aegle', 'Mais votre foi, Seigneur, à Médée est promise ?')",0.0
-,"('#le-roi', ""Je sais que lorsqu'on la méprise On s'expose aux fureurs de ses ressentiments. Toute la nature est soumise À ses affreux commandements, L'enfer la favorise, Elle confond les éléments, Le ciel même est troublé par ses enchantements. Mais j'ai fait élever en secret dans Trézene Un fils qui peut m'ôter de peine : Je veux qu'en épousant Medée au lieu de moi, Il dégage ma foi."")",0.0
-,"('#aegle', ""Mais si malgré vos soins, Médée ambitieuse, Ne s'attache qu'au rang que vous me présentez ?"")",0.0
-,"('#le-roi', ""Que vous êtes ingénieuse À trouver des difficultés ! Que Médée en fureur, s'arme, menace, tonne, Il faut que ma main vous couronne Quand il m'en coûterait et l'empire, et le jour. Un grand cour qui se sent animé par l'amour Ne doit jamais trouver de péril qui l'étonne. J'atteste Minerve à vos yeux, J'atteste le maître des cieux, Et sa foudroyante justice..."")",0.0
-,"('#aegle', ""Tout est prêt pour le sacrifice Chacun s'avance dans ces lieux, Rendons grâces aux dieux."")",0.0
-,"('#la-grande-pretresse', 'Cet empire puissant que votre soin conserve Vient reconnaître ici votre divin secours, Favorable Minerve ! Protégez-nous toujours.')",0.0
-,"('#le-choeur-des-pretresses', 'Favorable Minerve ! Protégez-nous toujours.')",0.0
-,"('#la-grande-pretresse', 'Le péril était redoutable : Mais vous nous inspirez un courage indomptable Qui de notre malheur a détourné le cours, Ô Pallas favorable ! Protégez-nous toujours.')",0.0
-,"('#le-choeur-des-pretresses', 'Ô Pallas favorable ! Protégez-nous toujours.')",0.0
-,"('#la-grande-pretresse', ""Il faut profiter Du bonheur de nos armes. C'est trop écouter Le bruit des alarmes, Le cours de nos larmes Se doit arrêter, Songeons à goûter Un sort plein de charmes ; Il faut profiter Du bonheur de nos armes."")",0.0
-,"('#le-choeur-des-pretresses', 'Chantez tous en paix, Chantez la victoire, Et que la mémoire En vive à jamais : Chantez les attraits Dont brille la gloire ; Chantez tous en paix, Chantez la victoire.')",0.0
-,"('#la-grande-pretresse', 'Le calme est bien doux Après un grand orage. La gloire est pour nous, La honte et la rage Seront le partage Des voisins jaloux : Tout cède à nos coups, Tout cède au courage : Le calme est bien doux Après un grand orage.')",0.0
-,"('#le-choeur-des-pretresses', ""Chantons tour à tour Dans ces lieux aimables, Des dieux favorables Y font leur séjour : Les seuls traits d'amour Y sont redoutables : Chantons tour à tour Dans ces lieux aimables."")",0.0
-,"('#la-grande-pretresse', 'Ô Minerve savante ! Ô guerrière Pallas ! Que par votre faveur puissante Une félicité charmante Nous offre chaque jour mille nouveaux appas, Ô Minerve savante ! Ô guerrière Pallas !')",0.0
-,"('#les-choeurs', ""Animez nos cours, et nos bras, Rendez la victoire constante, Conduisez nos soldats, Partout, devant leurs pas, Jetez le trouble et l'épouvante ; Ô Minerve savante ! Ô guerrière Pallas !"")",0.0
-,"('#la-grande-pretresse', ""Souffrez qu'un jeu sacré dans ces lieux vous présente Une image innocente De guerre et de combats."")",0.0
-,"('#les-choeurs', 'Ô Minerve savante ! Ô guerrière Pallas ! On forme un combat à la manière des anciens.')",0.0
-,"('#les-choeurs', ""Que la guerre sanglante Passe en d'autres états, Ô Minerve savante ! Ô guerrière Pallas ! Que la foudre grondante Détourne ses éclats : Ô Minerve savante ! Ô guerrière Pallas !"")",0.0
-,"('#la-grande-pretresse', 'Puissions-nous voir toujours Athènes triomphante, Puisse son roi vainqueur des plus grands potentats La rendre heureuse et florissante.')",0.0
-,"('#les-choeurs', 'Ô Minerve savante ! Ô guerrière Pallas !')",0.0
-,"('#medee', ""Doux repos, innocente paix, Heureux, heureux un coeur qui ne vous perd jamais ! L'impitoyable amour m'a toujours poursuivie ; N'était-ce point assez des maux qu'il m'avait faits ! Pourquoi ce dieu cruel avec de nouveaux traits Vient-il encor troubler le reste de ma vie ? Doux repos, innocente paix, Heureux, heureux un coeur qui ne vous perd jamais !"")",0.0
-,"('#dorine', ""Recommencez d'aimer, reprenez l'espérance ; Thésée est un héros charmant, Méprisez en l'aimant L'ingrat Jason qui vous offense. Il faut par le changement Punir l'inconstance, C'est une douce vengeance De faire un nouvel amant."")",0.0
-,"('#medee', ""La gloire de Thésée à mes yeux paraît belle, On l'a vu triompher dés qu'il a combattu ; Le destin de Médée est d'être criminelle, Mais son cour était fait pour aimer la vertu."")",0.0
-,"('#dorine', ""Le dépit veut que l'on s'engage Sous de nouvelles lois, Quand on s'abuse au premier choix ; On n'est pas volage Pour ne changer qu'une fois."")",0.0
-,"('#medee', 'Un tendre engagement va plus loin qu\'on ne pense ; On ne voit pas, lorsqu\'il commence, Tout ce qu\'il doit coûter un jour : Mon cour aurait encor sa première innocence S\'il n\'avait jamais eu d\'amour. Mon frère et mes deux fils ont été les victimes De mon implacable fureur ; J\'ai rempli l\'univers d""horreur, Mais le cruel amour a fait seul tous mes crimes.')",0.0
-,"('#dorine', ""Espérez de former de plus aimables noeuds. Une cruelle expérience Vous apprend que l'amour est un mal dangereux ; Mais l'ennuyeuse indifférence Ne rend pas un coeur plus heureux. Aimez, aimez Thésée, aimez sa gloire extrême."")",0.0
-,"('#medee', ""Mais qui me répondra qu'il m'aime ?"")",0.0
-,"('#dorine', 'Peut-il trouver un sort plus beau ?')",0.0
-,"('#medee', ""Peut-être que mon cour cherche un malheur nouveau. Mon dépit, tu le sais, dédaigne de se plaindre : Il est difficile à calmer, S'il venait à se rallumer, Il faudrait du sang pour l'éteindre."")",0.0
-,"('#dorine', ""Que ne peut point Médée avec l'art de charmer ? Que puis-je ? Hélas ! Parlons sans feindre. Les enfers quand je veux sont contraints à s'armer, Mais on ne force point un coeur à s'enflammer ; Mes charmes les plus forts ne sauraient l'y contraindre, Ah je n'en ai que trop pour forcer à me craindre, Et trop peu pour me faire aimer."")",0.0
-,"('#le-roi', ""Je vois le succès favorable Des soins que vous m'avez promis, Médée et son art redoutable Ont gardé ce palais contre mes ennemis. J'ai différé longtemps de tenir ma promesse, Je devrais être votre époux."")",0.0
-,"('#medee', ""L'hymen n'a rien qui presse Ni pour moi, ni pour vous."")",0.0
-,"('#le-roi', ""Vous pouvez sans chagrin souffrir que je diffère. Avec un époux plein d'appas L'hymen a de la peine à plaire ; Quelle peur ne doit-il pas faire Quand l'époux ne plaît pas ? Désormais sans péril je puis faire paraître Un fils que dans ma cour je n'osais reconnaître. Il peut venir dans peu de temps."")",0.0
-,"('#medee', ""Laissons-là votre fils, Seigneur, je vous entends La jeune AEglé vous paraît belle, Chaque jour, je m'en aperçois ; Si vous m'abandonnez pour elle, Thésée est seul digne de moi."")",0.0
-,"('#le-roi #medee', ""Ne nous piquons point de constance ; Consentons à nous dégager. Goûtons d'intelligence La douceur de changer."")",0.0
-,"('#medee', ""Quand on suit une amour nouvelle, C'est une trahison cruelle De laisser dans l'engagement Un cour tendre et fidèle ; Mais rien n'est si charmant Qu'une inconstance mutuelle."")",0.0
-,"('#le-roi #medee', 'Heureux deux amants inconstants, Quand ils le sont en même temps.')",0.0
-,"('#arcas', 'Seigneur, songez à vous.')",0.0
-,"('#le-roi', 'Quel malheur nous menace ?')",0.0
-,"('#arcas', ""Thésée est si puissant qu'il peut vous alarmer, Ses glorieux exploits charment la populace, Au lieu d'un héritier qui manque à votre race, Pour votre successeur on le veut proclamer."")",0.0
-,"('#le-roi', 'Il faut arrêter cette audace.')",0.0
-,"('#dorine', 'Demeure, écoute un mot, Arcas.')",0.0
-,"('#arcas', ""Mon devoir près du roi m'appelle, Il faut que je suive ses pas."")",0.0
-,"('#dorine', ""Autrefois tu m'étais fidèle, Tu jurais de m'aimer d'une ardeur éternelle."")",0.0
-,"('#arcas', 'Nous sommes dans un temps de trouble et de combats.')",0.0
-,"('#dorine', ""Cléone a des appas, On te voit souvent avec elle, N'est-ce point une amour nouvelle Qui fait ton embarras ? Tu rougis ? Tu ne réponds pas ?"")",0.0
-,"('#arcas', ""Mon devoir près du roi m'appelle, Il faut que je suive ses pas."")",0.0
-,"('#dorine', ""C'est donc là tout le prix d'une amour trop sincère. N'aimons jamais, ou n'aimons guère : Il est dangereux d'aimer tant, Ce n'est pas le plus sûr pour plaire. Bien souvent on croit faire Un amant heureux et content, Et l'on ne fait qu'un inconstant."")",0.0
-,"('#peuples', 'Régnez, héros indomptable ; Régnez rendez nous heureux.')",0.0
-,"('#dorine', ""Le peuple vient ici. Sa faveur est semblable Au transport des cours amoureux ; L'ardeur des plus grands feux N'est pas la plus durable."")",0.0
-,"('#peuples', 'Régnez, héros indomptable, Rendez, rendez-nous heureux.')",0.0
-,"('#le-choeur', ""Que l'on doit être Content d'avoir un maître Vainqueur des plus grands rois ! Que l'on entende Chanter partout ses exploits : Joignons nos voix. Que toujours il nous défende, Qu'il triomphe, qu'il commande, Qu'il jouisse des douceurs De régner sur tous les cours."")",0.0
-,"('#deux-vieillards', ""Pour le peu de bon temps qui nous reste Rien n'est si funeste Qu'un noir chagrin. Le plaisir se présente, Chantons quand on chante, Vivons au gré du destin. L'affreuse vieillesse Qui doit voir sans cesse La mort s'approcher, Trouve assez la tristesse Sans la chercher. Achevons nos vieux ans sans alarmes ; La vie a des charmes Jusqu'à la fin. Le plaisir se présente, Chantons quand on chante, Vivons au gré du destin. L'affreuse vieillesse Qui doit voir sans cesse La mort s'approcher, Trouve assez la tristesse Sans la chercher."")",0.0
-,"('#le-choeur', ""Que la victoire Le comble ici de gloire ; Suivons, aimons ses lois. Que l'on entende Chanter partout ses exploits : Joignons nos voix. Que toujours il nous défende, Qu'il triomphe, qu'il commande, Qu'il jouisse des douceurs De régner sur tous les cours."")",0.0
-,"('#thesee', ""C'est assez, amis, c'est assez, Allez, et que chacun en bon ordre se rende Aux endroits qu'au besoin il faudra qu'il défende : Allez, je suis content de vos soins empressés, Si vous voulez que je commande, Allez, allez, obéissez. Les peuples se retirent. Thésée veut entrer dans l'appartement du roi, Médée en sort qui arrête Thésée."")",0.0
-,"('#medee', 'Thésée où courez-vous ? Que prétendez-vous faire ?')",0.0
-,"('#thesee', 'Chercher le roi, le voir, et calmer sa colère.')",0.0
-,"('#medee', 'Le roi souffrira-t-il que vous donniez la loi ?')",0.0
-,"('#thesee', ""Il n'aura pas lieu de se plaindre, Si l'on a trop d'ardeur pour moi, C'est un feu que j'ai soin d'éteindre."")",0.0
-,"('#medee', ""Vous êtes de trop bonne foi ; Quand on a fait trembler un roi, Apprenez qu'on en doit tout craindre."")",0.0
-,"('#thesee', ""Sans un charme puissant qui m'attache à sa cour J'irais chercher ailleurs une guerre nouvelle. La gloire m'enflamma dès que je vis le jour, Tout mon cour était fait pour elle ; Mais dans un jeune cour, la gloire la plus belle Fait aisément place à l'amour."")",0.0
-,"('#medee', ""Un peu d'amoureuse tendresse Sied bien aux plus fameux vainqueurs ; Si l'amour est une faiblesse, C'est la faiblesse des grands cours. Parlez, que rien ne vous alarme J'obligerai le roi de vous tout accorder."")",0.0
-,"('#thesee', ""C'est la belle AEglé qui me charme, Elle est l'unique prix que je veux demander."")",0.0
-,"('#medee', ""C'est AEglé ? Dites-vous, AEglé, qui vous engage ?"")",0.0
-,"('#thesee', ""Je sais que la grandeur a pour vous des attraits, Régnez avec le roi, régnez tous deux en paix, AEglé, l'aimable AEglé, n'est qu'un trop beau partage."")",0.0
-,"('#medee', 'Je crains pour votre amour un obstacle fatal.')",0.0
-,"('#thesee', ""Si Médée est pour moi qui peut m'être contraire ?"")",0.0
-,"('#medee', 'Vous avez le roi pour rival.')",0.0
-,"('#thesee', 'Malgré sa foi promise, AEglé pourrait lui plaire ?')",0.0
-,"('#medee', ""Laissez-moi voir AEglé, laissez-moi voir le roi, Vous connaîtrez bientôt les soins que je vais prendre Allez, allez, m'attendre, Et fiez-vous à moi."")",0.0
-,"('#medee', ""Dépit mortel, transport jaloux, Je m'abandonne à vous. Et toi, meurs pour jamais, tendresse trop fatale ; Que le barbare amour, que j'avais cru si doux, Se change dans mon cour en furie infernale. Dépit mortel, transport jaloux, Je m'abandonne à vous. Inventons quelque peine affreuse, et sans égale : Préparons avec soin, nos plus funestes coups. Ah ! Si l'ingrat que j'aime échappe à mon courroux, Au moins, n'épargnons pas mon heureuse rivale. Dépit mortel, transport jaloux, Je m'abandonne à vous."")",0.0
-,"('#cleone', 'Vous allez voir bientôt votre amant dans ces lieux.')",0.0
-,"('#aegle', ""Je le verrai victorieux. Après de mortelles alarmes Qu'un bienheureux retour est doux pour les amants ! L'amour s'accroît par les tourments, Les biens qu'il fait payer avec le plus de larmes N'en deviennent que plus charmants."")",0.0
-,"('#cleone', 'Thésée est triomphant, chacun le veut pour maître.')",0.0
-,"('#aegle', 'Ne verrai-je point paraître Un si glorieux vainqueur ? Il négligera peut-être La conquête de mon cour.')",0.0
-,"('#cleone', ""On n'est pas inconstant pour aimer la victoire. Si le passage est beau de l'amour à la gloire, Rien n'est si doux que le retour De la gloire à l'amour."")",0.0
-,"('#aegle', ""Non, son amour n'est point extrême : Faut-il qu'il trouve ailleurs tant de soins importants ? Il n'ignore pas que je l'aime, Il doit songer que je l'attends."")",0.0
-,"('#aegle #cleone', ""La gloire n'est que trop pressante, Un héros doit la suivre avec empressement ; Mais dès que la gloire est contente, L'amour doit promptement Ramener un amant."")",0.0
-,"('#arcas', ""Le roi m'ordonne de vous dire Qu'il vous fera bientôt régner : Rien ne trouble plus son empire... Vous tremblez ? Votre cour soupire ? Le roi tout vieux qu'il est n'est pas à dédaigner. Lorsque par le feu du bel âge Un jeune cour se sent pressé, Dans une ardente amour sans effort on l'engage : On triomphe bien davantage Quand on enflamme un coeur que les ans ont glacé."")",0.0
-,"('#aegle', 'Si tu connais, Arcas, le trouble qui me presse, Ne va point découvrir la peine où tu me vois.')",0.0
-,"('#cleone', ""Si tu veux m'obliger oblige la princesse : Fais, s'il se peut par ton adresse Que le roi tourne ailleurs son choix."")",0.0
-,"('#arcas', ""Tu me donnes toujours d'assez fâcheux emplois."")",0.0
-,"('#aegle #cleone #arcas', ""Il n'est point de grandeur charmante Sans l'amour et sans ses douceurs : Rien ne plaît, rien n'enchante, Sans l'amour et sans ses douceurs : Rien ne contente Les jeunes cours Sans l'amour et sans ses douceurs : Il n'est point de grandeur charmante Sans l'amour et sans ses douceurs."")",0.0
-,"('#medee', ""Princesse savez-vous ce que peut ma colère Quand on l'oblige d'éclater ?"")",0.0
-,"('#aegle', 'Je prétends ne rien faire Qui vous doive irriter.')",0.0
-,"('#medee', ""Et n'est-ce rien que de trop plaire ?"")",0.0
-,"('#aegle', ""Je renonce à l'hymen du roi Si je lui plais, c'est malgré moi. Ce n'est point dans le rang suprême Qu'on trouve les plus doux appas, Et souvent un bonheur extrême Est plus sûr dans un rang plus bas."")",0.0
-,"('#medee', ""Vous aimez donc Thésée ? Ah ! N'en rougissez pas, Il n'est que trop digne qu'on l'aime. Je m'intéresse en votre amour ; Parlez, vous connaîtrez mon cour à votre tour."")",0.0
-,"('#aegle', ""J'avais toujours bravé l'amour et sa puissance Avant que d'avoir vu ce glorieux vainqueur ; Mais la gloire et l'amour tous deux d'intelligence Ne sont que trop puissants pour vaincre un jeune cour. Que votre soin au mien réponde, J'espère que le roi deviendra votre époux : Régnez par son hymen dans une paix profonde, Laissez-moi ce héros, mon sort est assez doux ; Quand vous posséderiez tout l'empire du monde, Mon cour n'en serait point jaloux."")",0.0
-,"('#medee', 'Mais enfin, si le roi commande, Vous êtes soumise à sa loi.')",0.0
-,"('#aegle', ""Ma vie est au pouvoir du roi, Et je veux bien qu'elle en dépende : Mais c'est en vain qu'il demande Un cour qui n'est plus à moi."")",0.0
-,"('#medee', ""Vous m'en avez trop dit, il est temps qu'entre nous La confidence soit égale. Il faut vous dégager d'une chaîne fatale."")",0.0
-,"('#aegle', 'La mort, la seule mort rompra des noeuds si doux.')",0.0
-,"('#medee', ""Je veux que dés demain le roi soit votre époux : Vous aimez un héros qui ne peut être à vous, Et Médée est votre rivale ; Prenez soin d'éviter mon funeste courroux."")",0.0
-,"('#aegle', 'Nos deux cours sont unis par un amour fidèle.')",0.0
-,"('#medee', ""En dépit de l'amour je les veux diviser."")",0.0
-,"('#aegle', 'La chaîne qui nous lie est si forte et si belle.')",0.0
-,"('#medee', ""J'aurai plus de plaisir si je la puis briser."")",0.0
-,"('#aegle', ""Non, j'aime mieux la mort qu'une lâche inconstance, Tout l'enfer à mes yeux n'aura rien de si noir ; Malgré Médée et sa vengeance, Mon amour fera son devoir."")",0.0
-,"('#medee', ""Voyons si votre amour est tel qu'il veut paraître, Puisque vous le voulez vous allez me connaître : Je vais vous faire voir Ce que c'est que Médée et quel est son pouvoir. La scène change, et représente un désert épouvantable rempli de monstres furieux."")",0.0
-,"('#aegle #cleone #arcas', 'Dieux ! Où sommes nous !')",0.0
-,"('#cleone', ""Que d'objets horribles !"")",0.0
-,"('#arcas', 'Quels monstres terribles !')",0.0
-,"('#aegle', 'Quel affreux courroux !')",0.0
-,"('#aegle #cleone #arcas', 'Dieux ! Où sommes-nous !')",0.0
-,"('#aegle', 'Me laissez-vous, cruelle, Dans cette horreur mortelle ? Ah cruelle ! Où me laissez-vous ?')",0.0
-,"('#aegle #cleone #arcas', 'Dieux ! Où sommes nous ?')",0.0
-,"('#cleone', ""Contre ce monstre qui m'alarme Viens me défendre Arcas."")",0.0
-,"('#arcas', ""Ne crains rien avant mon trépas. Ô ciel ! On me désarme ! Tu peux beaucoup ici, belle Dorine, hélas ! Ne l'abandonne pas. Un fantôme emporte l'épée d'Arcas."")",0.0
-,"('#cleone #arcas', ""Belle, Dorine, hélas ! Ne m'abandonne pas. Ne l'abandonne pas."")",0.0
-,"('#dorine', ""Il est bon d'être nécessaire ; C'est un charme puissant pour plaire Où peu de cours ont résisté : Un grand secours qu'on espère Est un grand trait de beauté."")",0.0
-,"('#arcas', ""Ce n'est pas d'aujourd'hui que je te trouve belle."")",0.0
-,"('#cleone', ""Où pourrait-il voir plus d'attraits ?"")",0.0
-,"('#dorine', 'Je sais trop votre amour nouvelle.')",0.0
-,"('#cleone #arcas', ""Non, non, je le promets, Non, je ne l'aimerai jamais."")",0.0
-,"('#dorine', 'Pour se tirer de peine Chacun promet assez ; Mais la promesse est vaine Lorsque les périls sont passés.')",0.0
-,"('#cleone #arcas', 'Ne doute point de ma promesse.')",0.0
-,"('#dorine', ""Non, je ne prétends point regagner désormais D'un si volage amant la trompeuse tendresse ; Non, non, je le promets ; Non, je ne l'aimerai jamais."")",0.0
-,"('#cleone #arcas #dorine', ""Non, non, je le promets, Non, je ne l'aimerai jamais."")",0.0
-,"('#medee', ""Qu'on ne me trouble point, qu'on leur ouvre un passage. C'est sur d'autres que vous que doit tomber ma rage, Fuyez de ce funeste lieu."")",0.0
-,"('#cleone #arcas', 'Adieu, Dorine, adieu.')",0.0
-,"('#medee', ""Sortez, ombres, sortez de la nuit éternelle. Voyez le jour pour le troubler. Hâtez-vous d'obéir quand ma voix vous appelle, Que l'affreux désespoir, que la rage cruelle Prennent soin de vous assembler. Sortez, ombres, sortez de la nuit éternelle."")",0.0
-,"('#le-choeur-de-l-enfer', 'Sortons de la nuit éternelle.')",0.0
-,"('#medee', ""Venez peuple infernal, venez, Avancez malheureux coupables, Soyez aujourd'hui déchaînés : Goûtez l'unique bien des cours infortunés, Ne soyons pas seuls misérables."")",0.0
