corneillep-cid,corneillep-cid-37,Score
"('#l-infante', ""Il m'en souvient si bien que j'épandrai mon sang, Avant que je m'abaisse à démentir mon rang. Je te répondrais bien que dans les belles âmes, Le seul mérite a droit de produire des flammes, Et si ma passion cherchait à s'excuser, Mille exemples fameux pourraient l'autoriser : Mais je n'en veux point suivre où ma gloire s'engage, La surprise des sens n'abat point mon courage, Et je me dis toujours qu'étant fille de Roi, Tout autre qu'un monarque est indigne de moi. Quand je vis que mon coeur ne se pouvait défendre, Moi-même je donnai ce que je n'osais prendre, Je mis au lieu de moi Chimène en ses liens, Et j'allumai leurs feux pour éteindre les miens. Ne t'étonne donc plus si mon âme gênée Avec impatience attend leur hyménée, Tu vois que mon repos en dépend aujourd'hui : Si l'amour vit d'espoir, il périt avec lui, C'est un feu qui s'éteint, faute de nourriture, Et malgré la rigueur de ma triste aventure, Si Chimène a jamais Rodrigue pour mari, Mon espérance est morte, et mon esprit guéri. Je souffre cependant un tourment incroyable, Jusques à cet hymen Rodrigue m'est aimable; Je travaille à le perdre, et le perds à regret, Et de là prend son cours mon déplaisir secret. Je vois avec chagrin que l'amour me contraigne À pousser des soupirs pour ce que je dédaigne, Je sens en deux partis mon esprit divisé, Si mon courage est haut, mon coeur est embrasé, Cet hymen m'est fatal, je le crains et souhaite, Je n'ose en espérer qu'une joie imparfaite, Ma gloire et mon amour ont pour moi tant d'appas, Que je meurs s'il s'achève, ou ne s'achève pas."")","('#l-infante', ""Oui, oui, je m'en souviens, et j'épandrai mon sang Plutôt que de rien faire indigne de mon rang. Je te répondrais bien que dans les belles âmes Le seul mérite a droit de produire des flammes, Et si ma passion cherchait à s'excuser, Mille exemples fameux pourraient l'autoriser : Mais je n'en veux point suivre où ma gloire s'engage, Si j'ai beaucoup d'amour, j'ai bien plus de courage, Un noble orgueil m'apprend qu'étant fille de Roi, Tout autre qu'un Monarque est indigne de moi. Quand je vis que mon coeur ne se pouvait défendre, Moi-même je donnai ce que je n'osais prendre, Je mis au lieu de moi Chimène en ses liens, Et j'allumai leurs feux pour éteindre les miens. Ne t'étonne donc plus si mon âme gênée Avec impatience attend leur hyménée, Tu vois que mon repos en dépend aujourd'hui : Si l'amour vit d'espoir il meurt avecque lui, C'est un feu qui s'éteint faute de nourriture, Et malgré la rigueur de ma triste aventure Si Chimène a jamais Rodrigue pour mari, Mon espérance est morte, et mon esprit guéri. Je souffre cependant un tourment incroyable, Jusques à cet hymen Rodrigue m'est aimable, Je travaille à le perdre, et le perds à regret, Et de là prend son cours mon déplaisir secret. Je suis au désespoir que l'amour me contraigne À pousser des soupirs pour ce que je dédaigne, Je sens en deux partis mon esprit divisé, Si mon courage est haut, mon coeur est embrasé : Cet hymen m'est fatal, je le crains, et souhaite, Je ne m'en promets rien qu'une joie imparfaite, Ma gloire et mon amour ont pour moi tant d'appas, Que je meurs s'il s'achève, et ne s'achève pas."")",0.9522109031677246
"('#leonor', ""Madame, après cela je n'ai rien à vous dire, Sinon que de vos maux avec vous je soupire : Je vous blâmais tantôt, je vous plains à présent. Mais puisque dans un mal si doux et si cuisant, Votre vertu combat et son charme et sa force, En repousse l'assaut, en rejette l'amorce, Elle rendra le calme à vos esprits flottants. Espérez donc tout d'elle, et du secours du temps, Espérez tout du ciel : il a trop de justice Pour laisser la vertu dans un si long supplice."")","('#leonor', ""Madame, après cela je n'ai rien à vous dire, Sinon que de vos maux avec vous je soupire : Je vous blâmais tantôt, je vous plains à présent. Mais puisque dans un mal si doux et si cuisant Votre vertu combat et son charme et sa force, En repousse l'assaut, en rejette l'amorce, Elle rendra le calme à vos esprits flottants. Espérez donc tout d'elle, et du secours du temps, Espérez tout du ciel, il a trop de justice Pour laisser la vertu si longtemps au supplice."")",0.995048999786377
"('#l-infante', ""Ma plus douce espérance est de perdre l'espoir."")","('#l-infante', ""Ma plus douce espérance est de perdre l'espoir."")",0.9999997615814209
"('#page', 'Par vos commandements Chimène vous vient voir.')","('#page', 'Par vos commandements Chimène vous vient voir.')",0.9999998807907104
"('#l-infante', ""Allez l'entretenir en cette galerie."")","('#l-infante', ""Allez l'entretenir en cette galerie."")",0.9999998211860657
"('#leonor', 'Voulez-vous demeurer dedans la rêverie ?')","('#leonor', 'Voulez-vous demeurer dedans la rêverie ?')",0.9999999403953552
"('#l-infante', ""Non, je veux seulement, malgré mon déplaisir Remettre mon visage un peu plus à loisir. Je vous suis. Juste ciel, d'où j'attends mon remède, Mets enfin quelque borne au mal qui me possède, Assure mon repos, assure mon honneur, Dans le bonheur d'autrui, je cherche mon bonheur, Cet hyménée à trois également importe ; Rends son effet plus prompt ou mon âme plus forte. D'un lien conjugal joindre ces deux amants, C'est briser tous mes fers et finir mes tourments. Mais je tarde un peu trop, allons trouver Chimène, Et par son entretien soulager notre peine."")","('#l-infante', ""Non, je veux seulement, malgré mon déplaisir, Remettre mon visage un peu plus à loisir, Je vous suis. Juste ciel, d'où j'attends mon remède, Mets enfin quelque borne au mal qui me possède, Assure mon repos, assure mon honneur, Dans le bonheur d'autrui je cherche mon bonheur, Cet hyménée à trois également importe, Rends son effet plus prompt, ou mon âme plus forte, D'un lien conjugal joindre ces deux amants C'est briser tous mes fers, et finir mes tourments. Mais je tarde un peu trop : allons trouver Chimène, Et par son entretien soulager notre peine."")",0.9938685894012451
"('#le-comte', ""Enfin vous l'emportez, et la faveur du Roi Vous élève en un rang qui n'était dû qu'à moi, Il vous fait Gouverneur du prince de Castille."")","('#le-comte', ""Enfin vous l'emportez, et la faveur du Roi Vous élève en un rang qui n'était dû qu'à moi, Il vous fait Gouverneur du Prince de Castille."")",0.9968162775039673
"('#don-diegue', ""Cette marque d'honneur qu'il met dans ma famille Montre à tous qu'il est juste, et fait connaître assez Qu'il sait récompenser les services passés."")","('#don-diegue', ""Cette marque d'honneur qu'il met dans ma famille Montre à tous qu'il est juste, et fait connaître assez Qu'il sait récompenser les services passés."")",0.9999999403953552
"('#le-comte', ""Pour grands que soient les rois, ils sont ce que nous sommes, Ils peuvent se tromper comme les autres hommes, Et ce choix sert de preuve à tous les courtisans Qu'ils savent mal payer les services présents."")","('#le-comte', ""Pour grands que soient les Rois, ils sont ce que nous sommes, Ils peuvent se tromper comme les autres hommes, Et ce choix sert de preuve à tous les courtisans Qu'ils savent mal payer les services présents."")",0.9915297627449036
"('#don-diegue', ""Ne parlons plus d'un choix dont votre esprit s'irrite, La faveur l'a pu faire autant que le mérite, Mais on doit ce respect au pouvoir absolu, De n'examiner rien, quand un roi l'a voulu. À l'honneur qu'il m'a fait ajoutez-en un autre, Joignons d'un sacré noeud ma maison à la vôtre : Vous n'avez qu'une fille, et moi je n'ai qu'un fils, Leur hymen nous peut rendre à jamais plus qu'amis, Faites-nous cette grâce, et l'acceptez pour gendre."")","('#don-diegue', ""Ne parlons plus d'un choix dont votre esprit s'irrite, La faveur l'a pu faire autant que le mérite, Vous choisissant peut-être on eut pu mieux choisir, Mais le Roi m'a trouvé plus propre à son désir. À l'honneur qu'il m'a fait ajoutez-en un autre, Joignons d'un sacré noeud ma maison à la vôtre, Rodrigue aime Chimène, et ce digne sujet De ses affections est le plus cher objet : Consentez-y, Monsieur, et l'acceptez pour gendre."")",0.8650540113449097
"('#le-comte', ""À des partis plus hauts ce beau fils doit prétendre, Et le nouvel éclat de votre dignité Lui doit enfler le coeur d'une autre vanité. Exercez-la, Monsieur, et gouvernez le Prince, Montrez-lui comme il faut régir une province, Faire trembler partout les peuples sous sa loi, Remplir les bons d'amour, et les méchants d'effroi, Joignez à ces vertus celles d'un capitaine, Montrez-lui comme il faut s'endurcir à la peine, Dans le métier de Mars se rendre sans égal, Passer les jours entiers et les nuits à cheval, Reposer tout armé, forcer une muraille, Et ne devoir qu'à soi le gain d'une bataille. Instruisez-le d'exemple, et rendez-le parfait, Expliquant à ses yeux vos leçons par l'effet."")","('#le-comte', ""À de plus hauts partis Rodrigue doit prétendre, Et le nouvel éclat de votre dignité Lui doit bien mettre au coeur une autre vanité. Exercez-la, Monsieur, et gouvernez le prince, Montrez-lui comme il faut régir une province, Faire trembler partout les peuples sous sa loi, Remplir les bons d'amour, et les méchants d'effroi. Joignez à ces vertus celles d'un Capitaine, Montrez-lui comme il faut s'endurcir à la peine, Dans le métier de Mars se rendre sans égal, Passer les jours entiers, et les nuits à cheval, Reposer tout armé, forcer une muraille, Et ne devoir qu'à soi le gain d'une bataille. Instruisez-le d'exemple, et vous ressouvenez Qu'il faut faire à ses yeux ce que vous enseignez."")",0.983383297920227
"('#don-diegue', ""Pour s'instruire d'exemple, en dépit de l'envie, Il lira seulement l'histoire de ma vie. Là, dans un long tissu de belles actions, Il verra comme il faut dompter des nations, Attaquer une place, ordonner une armée, Et sur de grands exploits bâtir sa renommée."")","('#don-diegue', ""Pour s'instruire d'exemple, en dépit de l'envie, Il lira seulement l'histoire de ma vie : Là dans un long tissu de belles actions Il verra comme il faut dompter des nations, Attaquer une place, ordonner une armée, Et sur de grands exploits bâtir sa renommée."")",0.991745114326477
"('#le-comte', ""Les exemples vivants sont d'un autre pouvoir, Un prince dans un livre apprend mal son devoir. Et qu'a fait après tout ce grand nombre d'années, Que ne puisse égaler une de mes journées ? Si vous fûtes vaillant, je le suis aujourd'hui, Et ce bras du Royaume est le plus ferme appui. Grenade et l'Aragon tremblent quand ce fer brille, Mon nom sert de rempart à toute la Castille, Sans moi, vous passeriez bientôt sous d'autres lois, Et vous auriez bientôt vos ennemis pour Rois. Chaque jour, chaque instant, pour rehausser ma gloire, Met lauriers sur lauriers, victoire sur victoire : Le prince à mes côtés ferait dans les combats L'essai de son courage à l'ombre de mon bras ? Il apprendrait à vaincre en me regardant faire, Et pour répondre en hâte à son grand caractère, Il verrait..."")","('#le-comte', ""Les exemples vivants ont bien plus de pouvoir, Un prince dans un livre apprend mal son devoir ; Et qu'a fait après tout ce grand nombre d'années Que ne puisse égaler une de mes journées ? Si vous fûtes vaillant, je le suis aujourd'hui, Et ce bras du Royaume est le plus ferme appui ; Grenade, et l'Aragon tremblent quand ce fer brille, Mon nom sert de rempart à toute la Castille, Sans moi, vous passeriez bientôt sous d'autres lois, Et si vous ne m'aviez pas, vous n'auriez plus de Rois. Chaque jour, chaque instant, entasse pour ma gloire Laurier dessus laurier, victoire sur victoire : Le prince, pour essai de générosité, Gagnerait des combats marchant à mon côté, Loin des froides leçons qu'à mon bras on préfère, Il apprendrait à vaincre en me regardant faire."")",0.9693865776062012
"('#don-diegue', ""Je le sais, vous servez bien le Roi, Je vous ai vu combattre et commander sous moi : Quand l'âge dans mes nerfs a fait couler sa glace, Votre rare valeur a bien rempli ma place ; Enfin, pour épargner les discours superflus, Vous êtes aujourd'hui ce qu'autrefois je fus. Vous voyez toutefois qu'en cette concurrence Un monarque entre nous met quelque différence."")","('#don-diegue', ""Vous me parlez en vain de ce que je connais, Je vous ai vu combattre et commander sous moi : Quand l'âge dans mes nerfs a fait couler sa glace Votre rare valeur a bien rempli ma place, Enfin pour épargner les discours superflus Vous êtes aujourd'hui ce qu'autrefois je fus. Vous voyez toutefois qu'en cette concurrence Un monarque entre nous met quelque différence."")",0.9416322112083435
"('#le-comte', ""Ce que je méritais, vous l'avez emporté."")","('#le-comte', ""Ce que je méritais, vous l'avez emporté."")",0.9999998807907104
"('#don-diegue', ""Qui l'a gagné sur vous l'avait mieux mérité."")","('#don-diegue', ""Qui l'a gagné sur vous, l'avait mieux mérité."")",0.9808928370475769
"('#le-comte', ""Qui peut mieux l'exercer en est bien le plus digne."")","('#le-comte', ""Qui peut mieux l'exercer, en est bien le plus digne."")",0.9769611954689026
"('#don-diegue', ""En être refusé n'en est pas un bon signe."")","('#don-diegue', ""En être refusé n'en est pas un bon signe."")",1.0
"('#le-comte', ""Vous l'avez eu par brigue, étant vieux courtisan."")","('#le-comte', ""Vous l'avez eu par brigue étant vieux courtisan."")",0.9866722226142883
"('#don-diegue', ""L'éclat de mes hauts faits fut mon seul partisan."")","('#don-diegue', ""L'éclat de mes hauts faits fut mon seul partisan."")",1.000000238418579
"('#le-comte', 'Parlons-en mieux, le roi fait honneur à votre âge.')","('#le-comte', 'Parlons-en mieux, le Roi fait honneur à votre âge.')",0.9766268730163574
"('#don-diegue', 'Le roi, quand il en fait, le mesure au courage.')","('#don-diegue', 'Le Roi, quand il en fait, le mesure au courage.')",0.9821406006813049
"('#le-comte', ""Et par là cet honneur n'était dû qu'à mon bras."")","('#le-comte', ""Et par là cet honneur n'était dû qu'à mon bras."")",1.000000238418579
"('#don-diegue', ""Qui n'a pu l'obtenir ne le méritait pas."")","('#don-diegue', ""Qui n'a pu l'obtenir ne le méritait pas."")",0.9999999403953552
"('#le-comte', 'Ne le méritait pas ! Moi ?')","('#le-comte', 'Ne le méritait pas ! Moi ?')",0.9999998211860657
"('#don-diegue', 'Vous.')","('#don-diegue', 'Vous.')",1.0
"('#le-comte', 'Ton impudence, Téméraire vieillard, aura sa récompense. Il lui donne un soufflet.')","('#le-comte', 'Ton impudence, Téméraire vieillard, aura sa récompense. Il lui donne un soufflet.')",1.000000238418579
"('#don-diegue', 'Achève, et prends ma vie après un tel affront, Le premier dont ma race ait vu rougir son front.')","('#don-diegue', ""Achève, et prends ma vie après un tel affront, Le premier dont ma race ait vu rougir son front. Il met l'épée à la main."")",0.8686603307723999
"('#le-comte', 'Et que penses-tu faire avec tant de faiblesse ?')","('#le-comte', 'Et que penses-tu faire avec tant de faiblesse ?')",1.0000001192092896
"('#don-diegue', 'Ô Dieu ! Ma force usée en ce besoin me laisse !')","('#don-diegue', 'Ô Dieu ! Ma force usée en ce besoin me laisse.')",0.9871459007263184
"('#le-comte', ""Ton épée est à moi ; mais tu serais trop vain, Si ce honteux trophée avait chargé ma main. Adieu, fais lire au prince, en dépit de l'envie, Pour son instruction, l'histoire de ta vie, D'un insolent discours ce juste châtiment Ne lui servira pas d'un petit ornement."")","('#le-comte', ""Ton épée est à moi, mais tu serais trop vain Si ce honteux trophée avait chargé ma main. Adieu, fais lire au Prince ; en dépit de l'envie, Pour son instruction l'histoire de ta vie, D'un insolent discours ce juste châtiment Ne lui servira pas d'un petit ornement."")",0.9914956092834473
"('#le-comte', ""Ton épée est à moi ; mais tu serais trop vain, Si ce honteux trophée avait chargé ma main. Adieu, fais lire au prince, en dépit de l'envie, Pour son instruction, l'histoire de ta vie, D'un insolent discours ce juste châtiment Ne lui servira pas d'un petit ornement."")","('#don-diegue', 'Épargnes-tu mon sang ?')",1.0
"('#le-comte', ""Ton épée est à moi ; mais tu serais trop vain, Si ce honteux trophée avait chargé ma main. Adieu, fais lire au prince, en dépit de l'envie, Pour son instruction, l'histoire de ta vie, D'un insolent discours ce juste châtiment Ne lui servira pas d'un petit ornement."")","('#le-comte', 'Mon âme est satisfaite, Et mes yeux à ma main reprochent ta défaite.')",1.0
"('#le-comte', ""Ton épée est à moi ; mais tu serais trop vain, Si ce honteux trophée avait chargé ma main. Adieu, fais lire au prince, en dépit de l'envie, Pour son instruction, l'histoire de ta vie, D'un insolent discours ce juste châtiment Ne lui servira pas d'un petit ornement."")","('#don-diegue', 'Tu dédaignes ma vie !')",1.0
"('#le-comte', ""Ton épée est à moi ; mais tu serais trop vain, Si ce honteux trophée avait chargé ma main. Adieu, fais lire au prince, en dépit de l'envie, Pour son instruction, l'histoire de ta vie, D'un insolent discours ce juste châtiment Ne lui servira pas d'un petit ornement."")","('#le-comte', 'En arrêter le cours Ne ferait que hâter la Parque de trois jours.')",1.0
"('#don-diegue', ""Ô rage ! Ô désespoir ! Ô vieillesse ennemie ! N'ai-je donc tant vécu que pour cette infamie ? Et ne suis-je blanchi dans les travaux guerriers Que pour voir en un jour flétrir tant de lauriers ? Mon bras, qu'avec respect toute l'Espagne admire, Mon bras, qui tant de fois a sauvé cet empire, Tant de fois affermi le trône de son Roi, Trahit donc ma querelle, et ne fait rien pour moi ? Ô cruel souvenir de ma gloire passée ! Oeuvre de tant de jours en un jour effacée ! Nouvelle dignité, fatale à mon bonheur ! Précipice élevé d'où tombe mon honneur ! Faut-il de votre éclat voir triompher le Comte, Et mourir sans vengeance, ou vivre dans la honte ? Comte, sois de mon prince à présent gouverneur, Ce haut rang n'admet point un homme sans honneur, Et ton jaloux orgueil par cet affront insigne Malgré le choix du Roi m'en a su rendre indigne. Et toi, de mes exploits glorieux instrument, Mais d'un corps tout de glace inutile ornement, Fer, jadis tant à craindre, et qui, dans cette offense M'as servi de parade, et non pas de défense ; Va, quitte désormais le dernier des humains, Passe, pour me venger, en de meilleures mains."")","('#don-diegue', ""Ô rage, ô désespoir ! Ô vieillesse ennemie ! N'ai-je donc tant vécu que pour cette infamie ? Et ne suis-je blanchi dans les travaux guerriers Que pour voir en un jour flétrir tant de lauriers ? Mon bras qu'avec respect toute l'Espagne admire, Mon bras qui tant de fois a sauvé cet Empire, Tant de fois affermi le trône de son Roi, Trahit donc ma querelle, et ne fait rien pour moi ? Ô cruel souvenir de ma gloire passée ! Ouvre de tant de jours en un jour effacée ! Nouvelle dignité fatale à mon bonheur, Précipice élevé d'où tombe mon honneur, Faut-il de votre éclat voir triompher le Comte, Et mourir sans vengeance, ou vivre dans la honte ? Comte, sois de mon Prince à présent Gouverneur, Ce haut rang n'admet point un homme sans honneur, Et ton jaloux orgueil par cet affront insigne Malgré le choix du roi m'en a su rendre indigne. Et toi de mes exploits glorieux instrument, Mais d'un corps tout de glace inutile ornement, Fer, jadis tant à craindre, et qui dans cette offense M'as servi de parade, et non pas de défense, Va, quitte désormais le dernier des humains, Passe pour me venger en de meilleures mains ; Si Rodrigue est mon fils, il faut que l'amour cède, Et qu'une ardeur plus haute à ses flammes succède, Mon honneur est le sien, et le mortel affront Qui tombe sur mon chef rejaillit sur son front."")",0.9842782020568848
"('#don-diegue', 'Rodrigue, as-tu du coeur ?')","('#don-diegue', 'Rodrigue, as-tu du coeur ?')",0.9999998807907104
"('#don-rodrigue', ""Tout autre que mon père L'éprouverait sur l'heure."")","('#don-rodrigue', ""Tout autre que mon père L'éprouverait sur l'heure."")",1.0
"('#don-diegue', 'Agréable colère ! Digne ressentiment à ma douleur bien doux ! Je reconnais mon sang à ce noble courroux, Ma jeunesse revit en cette ardeur si prompte. Viens mon fils, viens mon sang, viens réparer ma honte, Viens me venger.')","('#don-diegue', 'Agréable colère, Digne ressentiment à ma douleur bien doux ! Je reconnais mon sang à ce noble courroux, Ma jeunesse revit en cette ardeur si prompte, Viens mon fils, viens mon sang, viens réparer ma honte, Viens me venger.')",0.9939591884613037
"('#don-rodrigue', 'De quoi ?')","('#don-rodrigue', 'De quoi ?')",1.0
