regnard-arlequin-bonnes-fortunes,regnard-filles-errantes,Score
"('#le-vicomte', 'Et vite, la robe de chambre de la Comtesse ! Tout serait perdu si elle me trouvait sans cela.  Il met encore cette robe de chambre sur les deux autres. On continue de frapper. ')",-,0.0
"('#mezzetin', ""Oh !  Monsieur, c'est la veuve du procureur. "")",-,0.0
"('#le-vicomte', ""Que le diable l'emporte !  Ne saurait-elle donner une robe de chambre sans venir l'essayer ?  Donne.  Il met la troisième robe de chambre avec beaucoup de peine, ne pouvant presque plus se remuer à cause des trois autres qu'il a déjà sur lui ; à la fin, après plusieurs lazzis, il tombe, et à peine est-il relevé que la Veuve entre. "")",-,0.0
"('#le-vicomte', ""Hé !  Morbleu, madame !  Ne vous avais-je pas fait dire que je n'étais pas visible aujourd'hui ?  Hé, ventrebleu !  Ne saurait-on rendre un lavement sans femme ? "")",-,0.0
"('#la-veuve', 'Pour vous trouver, monsieur, il faut vous prendre au saut du lit ; le reste du jour vous êtes inabordable. ')",-,0.0
"('#le-vicomte', ""Il est vrai que je n'ai pas une heure à moi.  Je suis si courbatu de ces aventures que le vulgaire appelle bonnes fortunes, que mon superflu suffirait à vingt fainéants de la cour. "")",-,0.0
"('#la-veuve', ""Je crois, monsieur, que c'est aujourd'hui un de vos jours de conquête ; vous voilà fleuri comme un petit Cupidon. "")",-,0.0
"('#le-vicomte', ""Je n'ai pourtant encore fait la conquête que d'un bouillon postérieur qui me cause des épreintes horribles : il faut que ma femme de chambre ne me l'ait pas donné de droit fil. "")",-,0.0
"('#la-veuve', ""J'ai été aussi incommodée toute la nuit de tranchées ; je suis aujourd'hui à faire peur. "")",-,0.0
"('#le-vicomte', ""En vérité, madame, cela est vrai : il y a aujourd'hui bien des erreurs à votre teint ; mais il est resté là-bas un peu de décoction, ne vous en faites point de nécessité. "")",-,0.0
"('#la-veuve', ""Ce n'est pas avec des simples que l'âcreté de mon mal peut se guérir : ma maladie est là.  Elle se touche au coeur."")",-,0.0
"('#le-vicomte', ""On sait bien qu'une femme grosse a toujours de petits maux de coeur. "")",-,0.0
"('#la-veuve', 'Moi, grosse !  Moi !  Ah, quelle ordure !  Il y a trois ans que Monsieur Gratefeuille, mon mari, est mort !  Grosse !  Quelle obscénité ! ')",-,0.0
"('#le-vicomte', ""Ah, madame !  Je vous demande pardon ; je vous croyais fille.  On s'y trompe quelquefois. "")",-,0.0
"('#la-veuve', ""Mais, monsieur, je vous trouve bien gros ; qu'avez-vous ? "")",-,0.0
"('#le-vicomte', ""Je n'ai rien, c'est que je soupai furieusement hier au soir. "")",-,0.0
"('#la-veuve', ""Il faut qu'il y ait autre chose : N'êtes-vous point hydropique ? "")",-,0.0
"('#le-vicomte', ""J'en serais bien fâché. "")",-,0.0
"('#la-veuve', ""Voyons.  Elle lui lève ses robes de chambre l'une après l'autre. "")",-,0.0
"('#le-vicomte', ""Hé, fi, Madame !  Que faites-vous là ?  Cela n'est point honnête. "")",-,0.0
"('#la-veuve', ""Une, deux, trois robes de chambre, c'est-à-dire trois maîtresses.  Ah, traître !  C'est donc ainsi que tu me joues ?  Tu dis que tu n'aimes que moi."")",-,0.0
"('#le-vicomte', ""Madame, je n'en puis plus. "")",-,0.0
"('#la-veuve', ""Voilà l'effet de tes serments !... "")",-,0.0
"('#le-vicomte', 'Madame, je vais tout rendre, si je ne sors. ')",-,0.0
"('#la-veuve', 'Scélérat ! ')",-,0.0
"('#le-vicomte', 'Madame, je ne réponds plus de la discrétion de mon derrière. ')",-,0.0
"('#la-veuve', ""N'as-tu point de honte ?... "")",-,0.0
"('#le-vicomte', ""Il ne tient plus qu'à un petit filet. "")",-,0.0
"('#la-veuve', ""Non, je ne veux plus de commerce avec toi ; rends-moi ma robe de chambre.  Elle lui veut arracher sa robe de chambre : ils se battent ; le Vicomte la décoiffe ; une de ses jupes tombe, et elle s'en va. "")",-,0.0
"('#isabelle', ""En vérité, vous êtes bien folle de farcir votre tête de vos sottes imaginations d'amour et de mariage. Est-ce là le parti que doit prendre une cadette, et ne devriez-vous pas avoir renoncé au monde ? "")",-,0.0
"('#colombine', 'Mon_Dieu, ma soeur, cela est bien aisé à dire ; mais vous ne parleriez pas comme vous faites, si vous sentiez ce que je sens. ')",-,0.0
"('#isabelle', ""Et que sentez-vous donc, s'il vous plaît ?  Vraiment, je vous trouve une jolie mignonne, pour sentir quelque chose !  Et que sentirai-je donc, moi qui suis votre aînée ?  Est-ce que l'on m'entend plaindre des envies que cause I'état de fille ?  Vous êtes encore une plaisante morveuse ! "")",-,0.0
"('#colombine', ""Plaisante morveuse !  Mon_Dieu !  Je ne suis pas si morveuse que je le parais, et il y aurait déjà longtemps que je serais femme si mon père avait voulu ; car on m'a dit qu'on pouvait l'être à douze ans. "")",-,0.0
"('#isabelle', ""Mais savez-vous bien ce que c'est qu'un mari, pour parler comme vous faites ? "")",-,0.0
"('#colombine', ""Bon !  Si je ne le savais pas, est-ce que j'en voudrais avoir un ? "")",-,0.0
"('#isabelle', 'Hé !  Qui vous a donc appris de si belles choses ? ')",-,0.0
"('#colombine', ""Cela ne s'apprend-il pas tout seul ?  Quand je songe que je serai mariée, je suis si aise, si aise !  Oh !  Il faut que ce soit quelque chose de fort joli que le mariage, puisque la pensée seule fait tant de plaisir. "")",-,0.0
"('#isabelle', ""Vous vous trompez fort à votre calcul, si vous vous figurez tant de plaisir dans le mariage.  Le beau régal qu'un mari qui gronde toujours !  Les soins des domestiques, l'incommodité d'une grossesse : non, quand il n'y aurait que la peur d'avoir des enfants, je renoncerais au mariage pour toute ma vie. "")",-,0.0
"('#colombine', ""La peur d'avoir des enfants !  Bon !  On dit que c'est pour cela qu'il faut se marier. "")",-,0.0
"('#isabelle', 'Bon Dieu !  Quelle petitesse de raisonnement !  Que votre esprit est à rez-de-chaussée ! ')",-,0.0
"('#colombine', 'Mais vous, ma saur, qui êtes si raisonnable, est-ce que vous ne voulez pas vous marier ? ')",-,0.0
"('#isabelle', ""Oh !  Ce n'est pas de même, moi ; je suis votre aînée, et la raison qui veut que vous ne vous mariiez pas, veut que je me marie.  Vous n'êtes point propre au mariage ; ce n'est point un jeu d'enfant. "")",-,0.0
"('#colombine', ""Et moi, je vous dis que j'y suis aussi propre que vous.  Je supporterai fort bien toutes les fatigues du ménage ; et quoique je sois jeune, si j'étais mariée présentement, je suis sûre que je n'en mourrais pas. "")",-,0.0
"('#isabelle', ""En vérité, il faut que j'aie bien de la bonté de souffrir tous les travers de votre esprit.  Tout ce que je puis faire encore pour vous, c'est de vous conseiller de bannir de votre cerveau toutes vos idées matrimoniales, et de croire qu'il n'y a personne assez dépourvu de bon sens pour vouloir se charger de votre peau. "")",-,0.0
"('#colombine', ""Hé !  La la, cette charge-là n'est pas si pesante et ne fait pas peur à tout le monde : il n'y a pas encore huit jours que je trouvai dans une boutique, au Palais, un monsieur de condition, qui me dit que j'étais bien à son gré, et qu'il serait bien aise de m'épouser. "")",-,0.0
"('#isabelle', 'Et que lui répondîtes-vous ? ')",-,0.0
"('#colombine', ""Je lui dis que j'étais encore bien petite pour cela ; mais que l'année qui vient, j'espérais d'être plus grande. "")",-,0.0
"('#isabelle', ""Vous serez plus grande et plus folle.  Vous ne voyez donc pas qu'il se moquait de vous, et que vous vous donnez un ridicule dans le monde ?  Allez, vous devriez mourir de honte."")",-,0.0
"('#colombine', 'Ne voilà-t-il pas ?  Vous me grondez toujours.  Vous voulez bien vous marier, vous, et vous ne voulez pas que je me marie.  Est-ce que je ne suis pas fille comme vous ? ')",-,0.0
"('#isabelle', ""Une petite fille qui n'a pas quinze ans, donner à corps perdu au travers du mariage ! "")",-,0.0
"('#colombine', ""Mon_Dieu !  Je vous dis, encore une fois, que j'ai plus d'âge qu'il ne faut ; mais puisque vous me trouvez trop jeune, faisons une chose ; vous avez quatre années plus que moi, donnez-m'en deux ; cela ne gâtera rien ni pour l'une, ni pour l'autre. "")",-,0.0
"('#isabelle', ""Allez, allez ; vous ne savez ce que vous dites. Vous me croyez bien embarrassée de trois ou quatre années que j'ai plus que vous ; mais je veux bien que vous sachiez que pour dix ans de moins je ne voudrais pas être faite comme vous, ni de corps, ni d'esprit."")",-,0.0
"('#pierrot', ""Qu'est-ce donc, mesdemoiselles ?  Voilà bien du bruit : il me semble que vous vous flattez comme chiens et chats.  Est-ce que vous ne sauriez vous égratigner plus doucement ? "")",-,0.0
"('#colombine', ""Pierrot, c'est ma soeur qui se fiche : elle veut qu'il n'y ait de mari que pour elle. "")",-,0.0
"('#pierrot', 'Ho !  La goulue ! ')",-,0.0
"('#isabelle', ""Viens çà, Pierrot ; toi qui es un homme d'esprit, et qui sais le monde, n'est-il pas du dernier bourgeois de marier plus d'une fille dans une maison, et ne devrais-je pas déjà l'être ? "")",-,0.0
"('#pierrot', ""Cela est vrai, et je dis tous les jours à votre père, que, s'il ne vous marie au plus tôt, vous lui ferez quelque stratagème. "")",-,0.0
"('#colombine', ""Mon pauvre Pierrot, toi qui es si joli, est-ce qu'il faut que je demeure toute ma vie fille ? "")",-,0.0
"('#pierrot', ""Bon !  Est-ce que cela se peut ?  Voyez-vous, mademoiselle, il faut marier les filles quand elles sont jeunes.  Ce gibier-là ne se garde pas : la mouche s'y met.  À Isabelle. "")",-,0.0
"('#isabelle', 'Mais aussi, est-il juste que je cède mes droits à ma cadette ? ')",-,0.0
"('#pierrot', ""Il est vrai que vous n'êtes encore qu'un embryon, et j'en ai vu dans des bouteilles de bien plus grandes que vous. "")",-,0.0
"('#colombine', ""Je conviens, Pierrot, que je suis encore petite ; mais si tu savais ce que j'ai déjà "")",-,0.0
"('#isabelle', 'Petite fille, vous plaît-il de vous taire ? ')",-,0.0
"('#pierrot', ""Hé ! Pardi, laissez-la dire.  Hé bien donc, qu'avez-vous ?  À Colombine. "")",-,0.0
"('#colombine', ""J'ai... mais je n'oserais le dire."")",-,0.0
"('#isabelle', 'Vous avez raison, car vous allez dire une sottise. ')",-,0.0
"('#pierrot', 'Eh !  Palsangué, laissez-la donc parler : vous lui rembourrez les paroles dans le ventre. ')",-,0.0
"('#colombine', 'Me te moqueras-tu point de moi ? ')",-,0.0
"('#pierrot', 'Eh !  Non, non : dites. ')",-,0.0
"('#colombine', ""J'ai de la gorge, Pierrot, puisque tu le veux savoir. "")",-,0.0
"('#pierrot', 'Oh !  Voyons cela, voyons. ')",-,0.0
"('#colombine', ""Oh, nenni, nenni ; je ne la montre pas encore : j'attends qu'elle soit plus venue. "")",-,0.0
"('#isabelle', ""Il n'y a plus moyen de tenir à vos impertinences : je vous laisse ; et si je faisais bien, j'avertirais mon père de mettre ordre à votre conduite. "")",-,0.0
"('#pierrot', 'Elle est bien rudanière. ')",-,0.0
"('#colombine', ""Oh !  Va, va, je ne m'en soucie pas.  Elle veut faire la madame, et me traiter comme une petite fille ; mais nous verrons.  Oh !  Çà, çà, Pierrot, il faut que tu me fasses un plaisir. "")",-,0.0
"('#pierrot', 'Je ne demande pas mieux.  Ne suis-je pas fait pour faire plaisir aux filles ? ')",-,0.0
"('#colombine', 'Il faut que tu me portes cette lettre à ce monsieur que je trouvai dernièrement au Palais. ')",-,0.0
"('#pierrot', 'Une lettre ! ')",-,0.0
"('#colombine', ""Oui.  Est-ce qu'il y a du mal à cela ?  Puisque je sais écrire, pourquoi n'écrirais-je pas ? "")",-,0.0
"('#pierrot', 'Ah !  Vous avez raison. ')",-,0.0
"('#colombine', ""C'est un homme de grande condition, et on l'appelle monsieur le Vicomte. "")",-,0.0
"('#pierrot', ""Oh !  Si c'est un vicomte, je ne dis plus rien. "")",-,0.0
"('#colombine', ""Tu lui diras que je m'ennuie bien fort de ne pas le voir, et qu'il ne manque pas de me venir trouver aujourd'hui.  M'entends-tu ? "")",-,0.0
"('#pierrot', ""Hé !  Oui, oui, j'entends bien, je ne suis pas sourd.  La petite masque !  C'est une belle chose que la nature !  Cela songe au mariage dès la coquille.  Il y a ici plusieurs scènes italiennes. "")",-,0.0
"('#brocantin', 'Quel ouvrage faites-vous là, vous ? ')",-,0.0
"('#colombine', ""C'est une pente de mon lit ; mais je crains de la faire trop petite ; on n'y pourra jamais coucher deux. "")",-,0.0
"('#brocantin', ""Est-il besoin, s'il vous plaît, que vous couchiez avec quelqu'un ? "")",-,0.0
"('#colombine', 'Non ; mais si, par bonheur, je venais à être mariée... ')",-,0.0
"('#brocantin', ""Si, par bonheur, ou par malheur, vous veniez à être mariée, vous vous presseriez.  Hé !  Je sais de vos fredaines : vous n'avez pas toujours une aiguille et de la tapisserie entre les mains, et vous commencez à escrimer de la plume.  Mais ce n'est pas pour cela que nous sommes ici.  Laissez là votre ouvrage, et m'écoutez.  Le mariage...  Oh, oh !  Vous riez déjà !  Tuchou !  Il ne faut que vous hocher la bride...  Le mariage, dis-je, étant un usage aussi ancien que le monde ; car on s'est marié avant vous, et on se mariera encore après...  Ils prennent des sièges.  À Colombine. "")",-,0.0
"('#colombine', ""Je le sais bien, mon papa ; il y a longtemps qu'on me dit cela. "")",-,0.0
"('#brocantin', ""J'ai résolu, pour éterniser la famille Brocantine...  Vous voyez où j'en veux venir. J'ai donc résolu de me marier. "")",-,0.0
"('#isabelle #colombine', 'Ah, mon père ! ')",-,0.0
"('#brocantin', 'Ah, mes filles !  Vous voilà bien ébaubies.  Est-ce que je ne me porte pas encore assez bien ?  Regardez cet air, cette taille, cette légèreté.  Il saute, et fait un faux pas. ')",-,0.0
"('#isabelle', 'Vous vous mariez donc, mon père ? ')",-,0.0
"('#brocantin', 'Oui, si vous le trouvez bon, ma fille. ')",-,0.0
"('#colombine', 'À une femme ? ')",-,0.0
"('#brocantin', ""Non ; c'est à un tuyau d'orgue.  Voyez, je vous prie, la belle demande ! "")",-,0.0
"('#isabelle', ""Vous l'épouserez ? "")",-,0.0
"('#brocantin', ""Mais je crois que vous avez toutes deux l'esprit en écharpe.  Est-ce que je suis hors d'âge d'avoir lignée ?  Savez-vous bien que l'on n'a que l'âge que l'on paraît ; et monsieur Visautrou, mon apothicaire, me disait encore ce matin, en me donnant un remède, que je ne paraissais pas quarante-cinq ans. "")",-,0.0
"('#colombine', ""Oh !  Mon papa, c'est qu'il ne vous voyait pas au visage. "")",-,0.0
"('#brocantin', ""J'ai ce que j'ai ; mais je sais bien que j'ai besoin d'une femme.  Je crève de santé, et j'ai trouvé une fille comme je la souhaite, belle, jeune, sage, riche ; enfin, une fille de hasard... "")",-,0.0
"('#isabelle', ""Une autre fille que moi, qui ne saurait pas vivre, vous dirait, mon père, que vous risquez beaucoup en vous mariant ; qu'il faut avoir perdu l'esprit pour songer, à votre âge, à un engagement, et que l'on renferme tous les jours des gens aux Petites-Maisons pour de moindres sujets : mais moi, qui sais le respect que je vous dois, sans me prévaloir des raisons que les enfants ont d'appréhender un second mariage, je vous dirai que, puisque vous crevez de santé, vous faites parfaitement bien de prendre une femme. "")",-,0.0
"('#colombine', 'Pour moi, je vous le conseille ; car je voudrais que tout le monde fût marié. ')",-,0.0
"('#brocantin', ""Ali !  Vous prenez la chose du bon biais.  Puisque vous êtes si raisonnables, apprenez donc que je suis en pourparler de mariage ; mais c'est pour vous. "")",-,0.0
"('#isabelle #colombine', 'Ali, mon père ! ')",-,0.0
"('#brocantin', 'Ali, mes filles ! ')",-,0.0
"('#isabelle', ""Je vous ai des obligations que je n'oublierai jamais."")",-,0.0
"('#colombine', 'Ah, mon petit papa ! Que je vous aime ! ')",-,0.0
"('#brocantin', ""Je savais bien que cela te ferait plaisir, et que tu n'aurais point de chagrin de voir marier ta soeur avant toi. "")",-,0.0
"('#colombine', ""Quoi ! Mon père, ce n'est pas moi que vous voulez marier ? "")",-,0.0
"('#isabelle', ""Non ; on ferait bien mieux de vous laisser passer la première, et d'attendre à me marier que vous eussiez trois ou quatre enfants !  Pour moi, je ne conçois pas cette petite fille-là. "")",-,0.0
"('#colombine', 'Si vous ne me mariez, je sais bien ce que je ferai, moi. ')",-,0.0
"('#brocantin', ""Il faut bien qu'elle passe avant toi ; elle est ton aînée ; et afin de te mettre en état d'être bientôt mariée, elle épousera un honnête homme. "")",-,0.0
"('#isabelle', 'Je le connais bien. ')",-,0.0
"('#brocantin', 'Bien fait. ')",-,0.0
"('#isabelle', ""Je l'ai vu. "")",-,0.0
-,"('#isabelle', 'Que vous plaît-il, monsieur ?')",0.0
-,"('#arlequin', ""Écoute, Claudine ; voici un gentilhomme qui vient loger chez moi avec sa soeur ; il faut que tu leur donnes deux chambres l'une contre l'autre."")",0.0
-,"('#isabelle', ""Ciel !  Que vois-je ?  Cinthio avec une autre que moi, qu'il fait passer pour sa soeur !"")",0.0
-,"('#arlequin', 'Claudine, tu ne me réponds point.')",0.0
-,"('#isabelle', ""Le traître !  Il ne fait pas semblant de me connaître.  J'ai tout quitté pour le chercher, et il ne daigne pas seulement me regarder."")",0.0
-,"('#arlequin', ""N'entends-tu, Claudine ?  Ce gentilhomme vient loger chez moi ; il lui faut deux chambres l'une auprès de l'autre.  Entends-tu bien ?"")",0.0
-,"('#isabelle', ""Est-ce là le prix de tant d'amour ?  Ingrat !  Devais-je être traitée de cette manière ?"")",0.0
-,"('#arlequin', 'Que la peste te crève !  Claudine, me répondras-tu à la fin ?')",0.0
-,"('#isabelle', ""Je vous demande pardon, monsieur ; ce sont des vapeurs dont je suis attaquée, et je ne sais ce que je dis. Tu m'abandonnes, scélérat !  Et tu n'oses arrêter sur moi tes regards. À part."")",0.0
-,"('#arlequin', ""Ah !  Je te casserai, ma foi, la gueule, et je ferai bien passer tes pestes de vapeurs.  Je te dis qu'il faut deux chambres l'une contre l'autre.  M'entends-tu à cette heure ?  Dis donc, parle."")",0.0
-,"('#isabelle', 'Oui, monsieur, je vous entends : vous pouvez vous en aller ; je vais accommoder tout cela.')",0.0
-,"('#cinthio', 'Allons, ma soeur, entrez.')",0.0
-,"('#colombine', 'Voilà une fille qui me semble bien surprise ! Elle entre.')",0.0
-,"('#isabelle', 'Cinthio ?')",0.0
-,"('#cinthio', 'Que voulez-vous ?')",0.0
-,"('#isabelle', 'Vous ne me dites rien ?')",0.0
-,"('#cinthio', ""Je n'ai rien à vous dire."")",0.0
-,"('#isabelle', 'Vous ne reconnaissez pas Isabelle ?')",0.0
-,"('#cinthio', 'Vous, Isabelle ?  Je ne vous connais point.')",0.0
-,"('#isabelle', ""Tu me méprises, perfide !  Mais je saurai me venger. Elle entre dans l'hôtellerie."")",0.0
-,"('#mezzetin', ""Que vois-je, Pierrot ?  Ai-je la berlue ?  Oui...  Non...  Si fait : c'est elle ; c'est ma soeur."")",0.0
-,"('#pierrot', ""Votre soeur ?  Je n'en crois rien, monsieur, si je n'y touche."")",0.0
-,"('#mezzetin', ""C'est elle-même.  Et que faites-vous donc ici, madame la coureuse ?"")",0.0
-,"('#colombine', 'Ah, mon frère !  Ne vous emportez point ; je vous dirai...')",0.0
-,"('#mezzetin', 'Et que me diras-tu, effrontée ?  Tiens, il me prend envie de faire une capilotade de ton foie, de ta fressure, de ton gésier.')",0.0
-,"('#colombine', 'Mon pauvre Pierrot !...')",0.0
-,"('#pierrot', ""Mon pauvre Pierrot !  Votre frère a raison ; j'aime l'honneur, moi ; et je ne veux pas qu'une fille coure le guilledou."")",0.0
-,"('#mezzetin', 'Parle donc ; dis-moi, quelle raison as-tu eue de sortir de la maison paternelle, carogne, carognissime ?')",0.0
-,"('#pierrot', ""Voulez-vous parier, monsieur, que c'est l'amour qui l'a mise en campagne ?  Les filles sont des vaisseaux qui ne vont d'ordinaire que de ce vent-là."")",0.0
-,"('#colombine', ""Je vous dirai, mon frère, que sitôt que vous fûtes parti, il vint un jeune cavalier, le plus civil du inonde, demander à loger dans notre hôtellerie : pour ne pas paraître moins civile que lui, je lui fis toutes les honnêtetés dont j'étais capable.  Aussi pourquoi me laissez-vous seule ? Elle pleure en disant ces derniers mots."")",0.0
-,"('#pierrot', ""Je vous l'ai toujours dit, monsieur ; il faut de la compagnie aux filles, quand ce ne serait qu'un manche à balai."")",0.0
-,"('#mezzetin', 'Hé bien ?')",0.0
-,"('#colombine', ""Sitôt qu'il fut arrivé, il me pria, mais le plus honnêtement du monde, de lui donner une chambre.  Pour lui faire plaisir, je le menai moi-même, par civilité, dans la belle chambre qui est de plain-pied à la cour."")",0.0
-,"('#pierrot', 'Par civilité ?')",0.0
-,"('#colombine', ""Par civilité.  Mais il ne voulut point y demeurer, appréhendant qu'elle ne fût malsaine, à cause de l'humidité."")",0.0
-,"('#mezzetin', 'Il avait raison.')",0.0
-,"('#colombine', ""Voyant qu'il faisait difficulté de rester dans cette chambre-là, et qu'il était si civil, je le conduisis dans une autre, qui donne sur la rue, au-dessus de l'écurie."")",0.0
-,"('#pierrot', 'Par civilité ?')",0.0
-,"('#colombine', ""Par civilité.  Il me témoigna encore qu'il ne pourrait pas y coucher, à cause qu'étant fatigué et ayant besoin de repos, les chevaux pourraient interrompre son sommeil pendant la nuit."")",0.0
-,"('#mezzetin', 'Ouais !  Voilà un homme bien difficile à coucher.')",0.0
-,"('#pierrot', 'Peut-être pas tant que vous pensez.')",0.0
-,"('#colombine', ""Je trouvai qu'il n'avait pas mauvaise raison ; car quand on repose, comme vous savez, on n'est pas bien aise d'être interrompu.  Voyant donc qu'il avait besoin de repos, et qu'il continuait toujours avec les manières les plus civiles du monde, je me crus obligée de le mettre dans un lieu éloigné du bruit : vous savez que ma chambre est au bout du jardin ; je l'y menai,"")",0.0
-,"('#pierrot', 'Par civilité ?')",0.0
-,"('#colombine', ""Assurément.  Est-ce que tu ne l'aurais pas fait à ma place, dis, Pierrot ?"")",0.0
-,"('#pierrot', ""Sans doute, et j'enragerais qu'un autre fût plus civil que moi."")",0.0
-,"('#mezzetin', 'Voilà du civil qui pourrait bien nous mener au criminel.')",0.0
-,"('#colombine', ""Il trouva que ma chambre l'accommodait assez, et me fit entendre qu'il serait ravi d'y rester.  Je lui dis aussitôt que, puisque cet endroit lui plaisait, j'y ferais mettre un lit pour lui à côté du mien."")",0.0
-,"('#pierrot', 'Par civilité ?')",0.0
-,"('#colombine', ""Comment l'entendez-vous donc ?  Mais comme il est extrêmement honnête, il refusa l'offre que je lui faisais, de peur de m'incommoder, et dit qu'il ne souffrirait point que ma chambre fût embarrassée pour l'amour de lui, et qu'il coucherait plutôt dans l'écurie que de me causer la moindre incommodité."")",0.0
-,"('#pierrot', 'Oh !  Dans une écurie !  Le pauvre jeune homme !  Cela me fait pitié.')",0.0
-,"('#colombine', ""Son honnêteté me fendit le coeur : une fille n'est pas de bois ; et voyant que ma chambre lui plaisait si fort, je lui dis...  Mais vous allez vous fâcher."")",0.0
-,"('#mezzetin', 'Non, non...')",0.0
-,"('#colombine', 'Je lui dis...  Me promettez-vous que vous ne vous mettrez pas en colère ?')",0.0
-,"('#pierrot', 'Ouf !  Gare la civilité !')",0.0
-,"('#colombine', ""Je lui dis qu'il n'avait qu'à se coucher dans mon lit."")",0.0
-,"('#pierrot', 'Par civilité ?  Ma foi, monsieur, vous avez là une soeur bien élevée.')",0.0
-,"('#mezzetin', ""Oh !  Ma soeur sait vivre ; ce n'est pas là un grand malheur...  Tu allas coucher dans une autre chambre ?"")",0.0
-,"('#colombine', ""Bon !  Je n'en fus pas la maîtresse : il ne voulut jamais permettre que je m'incommodasse pour l'amour de lui ; il dit qu'il serait au désespoir de m'avoir découchée, et..."")",0.0
-,"('#pierrot', 'Que voilà un garçon bien honnête !')",0.0
-,"('#mezzetin', ""Comment donc !  Qu'est-ce que cela veut dire ?"")",0.0
-,"('#colombine', ""Il me dit qu'il y avait longtemps qu'il m'aimait, qu'il voulait être mon mari ; et il m'en donna sa promesse, que j'ai encore."")",0.0
-,"('#mezzetin', ""Ah, malheureuse !  Faut-il, juste ciel !...  Mais tu n'échapperas pas à ma vengeance, et..."")",0.0
-,"('#pierrot', 'Allez, monsieur, un bon mariage raccommodera tout cela.')",0.0
