moliere-dom-juan,moliere-festin-de-pierre,Score
"('#sganarelle', ""Je n'ai pas grande peine à le comprendre moi, et si tu connaissais le pèlerin, tu trouverais la chose assez facile pour lui.  Je ne dis pas qu'il ait changé de sentiments pour Done Elvire, je n'en ai point de certitude encore : tu sais que par son ordre je partis avant lui, et depuis son arrivée il ne m'a point entretenu, mais par précaution, je t'apprends (inter nos,) que tu vois en Don Juan mon maître, le plus grand scélérat que la terre ait jamais porté, un enragé, un chien, un démon, un Turc, un hérétique, qui ne croit, ni Ciel, ni Enfer, ni Diale, qui passe cette vie en véritable bête brute, un pourceau d'Épicure, un vrai Sardanapale, qui ferme l'oreille à toutes les remontrances qu'on lui peut faire, et traite de billevesées tout ce que nous croyons.  Tu me dis qu'il a épousé ta maîtresse, crois qu'il aurait plus fait pour sa passion, et qu'avec elle il aurait encore épousé toi, son chien et son chat.  Un mariage ne lui coûte rien à contracter, il ne se sert point d'autres pièges pour attraper les belles, et c'est un épouseur à toutes mains, Dame, Demoiselle, Bourgeoise, Paysanne, il ne trouve rien de trop chaud, ni de trop froid pour lui ; et si je te disais le nom de toutes celles qu'il a épousées en divers lieux, ce serait un chapitre à durer jusques au soir.  Tu demeures surpris, et changes de couleur à ce discours ; ce n'est là qu'une ébauche du personnage, et pour en achever le portrait, il faudrait bien d'autres coups de pinceau, suffit qu'il faut que le courroux du Ciel l'accable quelque jour : qu'il me vaudrait bien mieux d'être au diable, que d'être à lui, et qu'il me fait voir tant d'horreurs, que je souhaiterais qu'il fût déjà je ne sais où ; mais un grand Seigneur méchant homme est une terrible chose ; il faut que je lui sois fidèle en dépit que j'en aie, la crainte en moi fait l'office du zèle, bride mes sentiments, et me réduit d'applaudir bien souvent à ce que mon âme déteste.  Le voilà qui vient se promener dans ce Palais ; séparons-nous ; écoute, au moins, je t'ai fait cette confidence avec franchise, et cela m'est sorti un peu bien vite de la bouche ; mais s'il fallait qu'il en vînt quelque chose à ses oreilles, je dirais hautement que tu aurais menti. "")","('#sganarelle', ""Je n'ai pas grande peine à le comprendre moi, et si tu connaissais le pèlerin, tu trouverais la chose assez facile pour lui.  Je ne dis pas qu'il ait changé de sentiments pour Don Juan Elvire, je n'en ai point de certitude encore ; tu sais que par son ordre je partis avant lui, et depuis son arrivée il ne m'a point entretenu, mais par précaution, je t'apprends (inter nos,) que tu vois en Don Juan mon Maître, le plus grand scélérat que la terre ait jamais porté, un enragé, un chien, un Démon, un Turc, un hérétique, qui ne croit, ni Ciel, ni Enfer, ni Diable, qui passe cette vie en véritable bête brute, en pourceau d'Épicure, en vrai Sardanapale, ferme l'oreille à toutes les remontrances qu'on lui peut faire, et traite de billevesées tout ce que nous croyons.  Tu me dis qu'il a épousé ta maîtresse, crois qu'il aurait plus fait pour contenter sa passion, et qu'avec elle il aurait encore épousé toi, son chien et son chat.  Un mariage ne lui coûte rien à contracter, il ne se sert point d'autres pièges pour attraper les belles, et c'est un épouseur à toutes mains, Dame, Damoiselle, Bourgeoise, Paysanne, il ne trouve rien de trop chaud, ni de trop froid pour lui ; et si je te disais le nom de toutes celles qu'il a épousées en divers lieux, ce serait un chapitre à durer jusques au soir.  Tu demeures surpris, et changes de couleur à ce discours ; ce n'est là qu'une ébauche du personnage, et pour en achever le portrait, il faudrait bien d'autres coups de pinceau, suffit qu'il faut que le courroux du Ciel l'accable quelque jour : qu'il me vaudrait bien mieux d'être au Diable que d'être à lui, et qu'il me fait voir tant d'horreurs, que je souhaiterais qu'il fût déjà je ne sais où ; mais un grans Seigneur méchant homme est une terrible chose ; il faut que je lui sois fidèle en dépit que j'en aie, la crainte en moi fait l'office du zèle, bride mes sentiments, et me réduit d'applaudir bien souvent à ce que mon âme déteste.  Le voila qui vient se promener dans ce Palais, séparons nous ; écoute, au moins, je te fais cette confidence avec grande franchise, et cela m'est sorti un peu bien vite de la bouche ; mais s'il fallait qu'il en vînt quelque chose à ses oreilles, je dirais hautement que tu aurais menti."")",0.9894868731498718
"('#don-juan', ""Quel homme te parlait là, il a bien de l'air ce me semble du bon Gusman de Dona Elvire. "")","('#don-juan', ""Quel homme te parlait là, il a bien de l'air ce me semble du bon Gusman de Don Juan Elvire."")",0.9556901454925537
"('#sganarelle', ""C'est quelque chose aussi à peu près de cela. "")","('#sganarelle', ""C'est quelque chose aussi à peu près comme cela."")",0.8713808059692383
"('#don-juan', ""Quoi, c'est lui ? "")","('#don-juan', ""Quoi, c'est lui ?"")",1.0
"('#sganarelle', 'Lui-même. ')","('#sganarelle', 'Lui-même.')",1.0
"('#don-juan', 'Et depuis quand est-il en cette ville ? ')","('#don-juan', 'Et depuis quand est il en cette ville ?')",0.9596813917160034
"('#sganarelle', ""D'hier au soir. "")","('#sganarelle', ""D'hier au soir."")",1.000000238418579
"('#don-juan', ""Et quel sujet l'amène ? "")","('#don-juan', ""Et quel sujet l'amène ?"")",0.9999998211860657
"('#sganarelle', 'Je crois que vous jugez assez ce qui le peut inquiéter. ')","('#sganarelle', ""Je crois que vous jugez assez ce qui peut l'inquiéter."")",0.9371709227561951
"('#don-juan', 'Notre départ, sans doute ? ')","('#don-juan', 'Notre départ sans doute ?')",0.9701118469238281
"('#sganarelle', ""Le bonhomme en est tout mortifié, et m'en demandait le sujet. "")","('#sganarelle', ""Le bon homme en est tout mortifié, et m'en demandait le sujet."")",0.9352378845214844
"('#don-juan', 'Et quelle réponse as-tu faite ? ')","('#don-juan', 'Et quelle réponse as-tu faite ?')",0.9999998807907104
"('#sganarelle', ""Que vous ne m'en aviez rien dit. "")","('#sganarelle', ""Que vous ne m'en aviez rien dit."")",1.0000001192092896
"('#don-juan', ""Mais encore, quelle est ta pensée là-dessus, que t'imagines-tu de cette affaire ? "")","('#don-juan', ""Mais encore, quelle est ta pensée là-dessus, que t'imagines-tu de cette affaire ?"")",1.0000001192092896
"('#sganarelle', 'Moi, je crois, sans vous faire tort, que vous avez quelque nouvel amour en tête. ')","('#sganarelle', 'Moi, je crois sans vous faire tort, que vous avez quelque nouvel amour en tête.')",0.9879388809204102
"('#don-juan', 'Tu le crois ? ')","('#don-juan', 'Tu le crois ?')",1.0
"('#sganarelle', 'Oui. ')","('#sganarelle', 'Oui.')",0.9999998211860657
"('#don-juan', ""Ma foi !  Tu ne te trompes pas, et je dois t'avouer qu'un autre objet a chassé Elvire de ma pensée. "")","('#don-juan', ""Ma foi tu ne te trompes pas, et je dois t'avouer qu'un autre objet a chassé Don Juan Elvire, de ma pensée."")",0.876446008682251
"('#sganarelle', ""Eh !  Mon_Dieu !  Je sais mon Don Juan, sur le bout du doigt, et connais votre coeur pour le plus grand coureur du monde, il se plaît à se promener de liens en liens, et n'aime guère demeurer en place. "")","('#sganarelle', ""Eh, mon_Dieu, je sais mon Don Juan, sur le bout du doigt, et connais votre coeur pour le plus grand coureur du monde, il se plaît à se promener de liens en liens, et n'aime point à demeurer en place."")",0.9798122644424438
"('#don-juan', ""Et ne trouves-tu pas, dis-moi, que j'ai raison d'en user de la sorte ? "")","('#don-juan', ""Et ne trouves-tu pas que j'ai raison d'en user de la sorte ?"")",0.9706925749778748
"('#sganarelle', 'Eh, Monsieur. ')","('#sganarelle', 'Eh, Monsieur.')",1.000000238418579
"('#don-juan', 'Quoi, parle ?')","('#don-juan', 'Quoi, parle?')",0.9548163414001465
"('#sganarelle', 'Assurément que vous avez raison, si vous le voulez, on ne peut pas aller là contre ; mais si vous ne le vouliez pas, ce serait peut-être une autre affaire. ')","('#sganarelle', 'Assurément que vous avez raison, si vous le voulez, on ne peut pas aller là contre ; mais si vous ne le vouliez pas, ce serait peut-être une autre affaire.')",1.000000238418579
"('#don-juan', 'Eh bien, je te donne la liberté de parler et de me dire tes sentiments. ')","('#don-juan', 'Et bien, je te donne la liberté de parler, et de me dire tes sentiments.')",0.9916004538536072
"('#sganarelle', ""En ce cas, Monsieur, je vous dirai franchement que je n'approuve point votre méthode, et que je trouve fort vilain d'aimer de tous côtés comme vous faites. "")","('#sganarelle', ""En ce cas, Monsieur, je vous dirai franchement que je n'approuve point votre méthode, et que je trouve fort vilain d'aimer de tous côtés comme vous faites."")",1.0000001192092896
"('#don-juan', ""Quoi ?  Tu veux qu'on se lie à demeurer au premier objet qui nous prend, qu'on renonce au monde pour lui, et qu'on n'ait plus d'yeux pour personne ?  La belle chose de vouloir se piquer d'un faux honneur d'être fidèle, de s'ensevelir pour toujours dans une passion, et d'être mort dès sa jeunesse, à toutes les autres beautés qui nous peuvent frapper les yeux : non, non, la constance n'est bonne que pour des ridicules, toutes les belles ont droit de nous charmer, et l'avantage d'être rencontrée la première, ne doit point dérober aux autres les justes prétentions qu'elles ont toutes sur nos cours.  Pour moi, la beauté me ravit partout où je la trouve ; et je cède facilement à cette douce violence, dont elle nous entraîne ; j'ai beau être engagé, l'amour que j'ai pour une belle, n'engage point mon âme à faire injustice aux autres ; je conserve des yeux pour voir le mérite de toutes, et rends à chacune les hommages et les tributs où la nature nous oblige.  Quoi qu'il en soit, je ne puis refuser mon coeur à tout ce que je vois d'aimable, et dès qu'un beau visage me le demande, si j'en avais dix mille, je les donnerais tous.  Les inclinations naissantes après tout, ont des charmes inexplicables, et tout le plaisir de l'amour est dans le changement.  On goûte une douceur extrême à réduire par cent hommages le coeur d'une jeune beauté, à voir de jour en jour les petits progrès qu'on y fait ; à combattre par des transports, par des larmes et des soupirs, l'innocente pudeur d'une âme, qui a peine à rendre les armes, à forcer pied à pied toutes les petites résistances qu'elle nous oppose, à vaincre les scrupules dont elle se fait un honneur et la mener doucement, où nous avons envie de la faire venir.  Mais lorsqu'on en est maître une fois, il n'y a plus rien à dire, ni rien à souhaiter, tout le beau de la passion est fini, et nous nous endormons dans la tranquillité d'un tel amour, si quelque objet nouveau ne vient réveiller nos désirs, et présenter à notre coeur les charmes attrayants d'une conquête à faire.  Enfin, il n'est rien de si doux, que de triompher de la résistance d'une belle personne, et j'ai sur ce sujet l'ambition des conquérants, qui volent perpétuellement de victoire en victoire, et ne peuvent se résoudre à borner leurs souhaits.  Il n'est rien qui puisse arrêter l'impétuosité de mes désirs, je me sens un coeur à aimer toute la terre ; et comme Alexandre, je souhaiterais qu'il y eût d'autres mondes, pour y pouvoir étendre mes conquêtes amoureuses. "")","('#don-juan', ""Quoi ?  Tu veux qu'on se lie à demeurer au premier objet qui nous prend, qu'on renonce au monde pour lui, et qu'on n'ait plus d'yeux pour personne ?  La belle chose de vouloir se piquer d'un faux honneur, d'être fidèle, de s'ensevelir pour toujours dans une passion, et d'être mort dès sa jeunesse, pour toutes les autres beautés qui nous peuvent frapper les yeux : non, non, la constance n'est bonne que pour des ridicules, toutes les belles ont droit de nous charmer, et l'avantage d'être rencontrée la première, ne doit point dérober aux autres les justes prétentions qu'elles ont toutes sur nos coeurs.  Pour moi, la beauté me ravit partout, où je la trouve, et je cède facilement à cette douce violence, dont elle nous entraîne ; j'ai beau être engagé, l'amour que j'ai pour une belle n'engage point mon âme à faire injustice aux autres ; je conserve des yeux pour voir le mérite de toutes, et je rends à chacune les hommages et les tributs où la nature nous oblige.  Quoi qu'il en soit, je ne puis refuser mon coeur à tout ce que je vois d'aimable, et dès qu'un beau visage me le demande, si j'en avais dix mille, je les donnerais tous.  Les inclinations naissantes après tout, ont des charmes inexplicables, et tout le plaisir de l'amour est dans le changement.  On goûte une douceur extrême à réduire par cent hommages le coeur d'une jeune beauté, à voir de jour en jour, les petits progrès qu'on y fait ; à combattre par des transports, par des larmes, et des soupirs, l'innocente pudeur d'une âme, qui a peine à rendre les armes, à forcer pied à pied, toutes les petites résistances qu'elle nous oppose, à vaincre les scrupules dont elle se fait un honneur, et à la mener doucement où nous avons envie de la faire venir.  Mais lorsqu'on est maître une fois, il n'y a plus rien à dire ni rien à souhaiter, tout le beau de la passion est fini, et nous nous endormons dans la tranquillité d'un tel amour ; si quelque objet nouveau ne vient réveiller nos désirs, et présenter à notre coeur les charmes attrayants d'une conquête à faire.  Enfin il n'est rien de si doux que de triompher de la résistance d'une belle personne, et j'ai sur ce sujet l'ambition des conquérants qui volent perpétuellement de victoire en victoire, et ne peuvent point se résoudre à borner leurs souhaits.  Il n'est rien qui puisse arrêter l'impétuosité de mes désirs, je me sens porté à aimer toute la terre, et comme Alexandre je souhaiterais qu'il y eût d'autres mondes pour y pouvoir étendre mes conquêtes amoureuses."")",0.9925802946090698
"('#sganarelle', 'Vertu de ma vie, comme vous débitez ; il semble que vous avez appris cela par coeur, et vous parlez tout comme un livre. ')","('#sganarelle', 'Vertu de ma vie, comme vous débitez ; il semble que vous ayez appris par coeur cela, et vous parlez tout comme un Livre.')",0.9775126576423645
"('#don-juan', ""Qu'as-tu à dire là-dessus ? "")","('#don-juan', ""Qu'as tu à dire là-dessus."")",0.8671329021453857
"('#sganarelle', ""Ma foi !  J'ai à dire...  Je ne sais que dire ; car vous tournez les choses d'une manière, qu'il semble que vous avez raison, et cependant il est vrai que vous ne l'avez pas.  J'avais les plus belles pensées du monde, et vos discours m'ont brouillé tout cela ; laissez faire, une autre fois je mettrai mes raisonnements par écrit, pour disputer avec vous. "")","('#sganarelle', ""Ma foi, j'ai à dire, et je ne sais que dire, car vous tournez les choses d'une manière qu'il semble que vous ayez raison, et cependant il est vrai que vous ne l'avez pas.  J'avais les plus belles pensées du monde, et vos discours m'ont brouillé tout cela ; laissez faire, une autre fois je mettrai mes raisonnements par écrit, pour disputer avec vous."")",0.9872390031814575
"('#don-juan', 'Tu feras bien. ')","('#don-juan', 'Tu feras bien.')",1.0
"('#sganarelle', ""Mais, Monsieur, cela serait-il de la permission que vous m'avez donnée, si je vous disais que je suis tant soit peu scandalisé de la vie que vous menez ? "")","('#sganarelle', ""Mais Monsieur, cela serait-il de la permission que vous m'avez donnée, si je vous disais que je suis tant soit peu scandalisé de la vie que vous menez ?"")",0.9960823059082031
"('#don-juan', 'Comment, quelle vie est-ce que je mène ? ')","('#don-juan', 'Comment, quelle vie est-ce que je mène ?')",0.9999998807907104
"('#sganarelle', 'Fort bonne.  Mais par exemple de vous voir tous les mois vous marier comme vous faites.')","('#sganarelle', 'Fort bonne.  Mais par exemple je vous vois tous les mois vous marier comme vous faites.')",0.9330241084098816
"('#don-juan', 'Y a-t-il rien de plus agréable ? ')","('#don-juan', 'Y a-t-il rien de plus agréable ?')",1.0
"('#sganarelle', ""Il est vrai, je conçois que cela est fort agréable, et fort divertissant, et je m'en accommoderais assez moi, s'il n'y avait point de mal, mais, Monsieur, se jouer ainsi du mariage qui... "")","('#sganarelle', ""Il est vrai, je conçois que cela est fort agréable et fort divertissant, et je m'en accommoderais assez moi, s'il n'y avait point de mal, mais, Monsieur, se jouer ainsi d'un mystère sacré, et..."")",0.8882274627685547
"('#don-juan', ""Va, va, c'est une affaire que je saurai bien démêler, sans que tu t'en mettes en peine. "")","('#don-juan', ""Va, va, c'est une affaire entre le Ciel et moi, et nous la démêlerons bien ensemble, sans que tu t'en mettes en peine."")",0.8066754341125488
"('#sganarelle', 'Ma foi, Monsieur, vous faites une méchante raillerie. ')","('#sganarelle', ""Ma foi, Monsieur, j'ai toujours ouï dire que c'est une méchante raillerie, que se railler du Ciel, et que les libertins ne font jamais une bonne fin."")",0.5940587520599365
"('#don-juan', ""Holà, maître sot, vous savez que je vous ai dit que je n'aime pas les faiseurs de remontrances. "")","('#don-juan', ""Holà maître sot, vous savez que je vous ai dit que je n'aime pas les faiseurs de remontrances."")",0.9774741530418396
"('#sganarelle', ""Je ne parle pas aussi à vous, Dieu m'en garde, vous savez ce que vous faites vous, et si vous êtes libertin, vous avez des raisons ; mais il y a de certains petits impertinents dans le monde, qui le sont, sans savoir pourquoi, qui font les esprits forts, parce qu'ils croient que cela leur sied bien ; et si j'avais un maître comme cela, je lui dirais nettement le regardant en face : c'est bien à vous, petit ver de terre, petit mirmidon que vous êtes, (je parle au maître que j'ai dit), c'est bien à vous à vouloir vous mêler de tourner en raillerie, ce que tous les hommes révèrent.  Pensez-vous que pour être de qualité, pour avoir une perruque blonde et bien frisée, des plumes à votre chapeau, un habit bien doré, et des rubans couleur de feu, (ce n'est pas à vous que je parle, c'est à l'autre ;) pensez-vous, dis-je, que vous en soyez plus habile homme, que tout vous soit permis, et qu'on n'ose vous dire vos vérités ; Apprenez de moi, qui suis votre valet, que les libertins ne font jamais une bonne fin, et que... "")","('#sganarelle', ""Je ne parle pas aussi à vous, Dieu m'en garde, vous savez ce que vous faites, et si vous ne croyez rien vous avez vos raisons : il y a de certains petits impertinents dans le monde, qui sont libertins, sans savoir pourquoi, qui font les esprits forts parce qu'ils croient que cela leur sied bien ; et si j'avais un maître comme cela, je lui dirais fort nettement, le regardant en face : osez-vous bien ainsi vous jouer du Ciel, et ne tremblez-vous point de vous moquer comme vous faites des choses les plus saintes ?  C'est bien à vous petit ver de terre, petit myrmidon que vous êtes (je parle au maître que j'ai dit) c'est bien à vous à vouloir vous mêler de tourner en raillerie, ce que tous les hommes révèrent.  Pensez-vous que pour être de qualité, pour avoir une perruque blonde et bien frisée, des plumes à votre chapeau, un habit bien doré, et des rubans couleur de feu (ce n'est pas à vous que je parle, c'est à l'autre ;) pensez-vous dis-je que vous en soyez plus habile homme, que tout vous soit permis et qu'on n'ose vous dire vos vérités ?  Apprenez de moi qui suis votre valet, que le Ciel punit tôt, ou tard les impies, qu'une méchante vie amène une méchante mort et que ..."")",0.8962757587432861
"('#don-juan', 'Paix ! ')","('#don-juan', 'Paix.')",0.7580218315124512
"('#sganarelle', 'De quoi est-il question ? ')","('#sganarelle', 'De quoi est-il question ?')",1.0
"('#don-juan', ""Il est question de te dire qu'une beauté me tient au coeur, et qu'entraîné par ses appas, je l'ai suivie jusques en cette ville. "")","('#don-juan', ""Il est question de te dire qu'une jeune beauté me tient au coeur, et qu'entraîné par ses appas, je l'ai suivie jusque dans cette ville."")",0.9464089274406433
"('#sganarelle', ""Et n'y craignez-vous rien, Monsieur, de la mort de ce Commandeur que vous tuâtes il y a six mois ? "")","('#sganarelle', ""Et n'y craignez-vous rien, Monsieur, de la mort de ce Commandeur, que vous tuâtes il y a six mois ?"")",0.9929081201553345
"('#don-juan', ""Et pourquoi craindre, ne l'ai-je pas bien tué ? "")","('#don-juan', ""Et pourquoi craindre, ne l'ai-je pas bien tué ?"")",1.0000003576278687
"('#sganarelle', 'Fort bien, le mieux du monde, et il aurait tort de se plaindre. ')","('#sganarelle', ""Fort bien, le mieux du monde, il aurait tort de s'en plaindre ."")",0.9334430694580078
"('#don-juan', ""J'ai eu ma grâce de cette affaire. "")","('#don-juan', ""J'ai eu ma grâce de cette affaire."")",1.0
"('#sganarelle', ""Oui, mais cette grâce n'éteint pas peut-être le ressentiment des parents et des amis, et... "")","('#sganarelle', ""Oui, mais cette grâce n'éteint pas peut-être le ressentiment des parents et des amis et...."")",0.9905620813369751
"('#don-juan', ""Ah !  N'allons point songer au mal qui nous peut arriver, et songeons seulement à ce qui nous peut donner du plaisir.  La personne dont je te parle, est une jeune fiancée, la plus agréable du monde, qui a été conduite ici par celui même qu'elle y vient épouser ; et le hasard me fit voir ce couple d'amants, trois ou quatre jours avant leur voyage.  Jamais je n'ai vu deux personnes être si contents l'un de l'autre, et faire éclater plus d'amour.  La tendresse visible de leurs mutuelles ardeurs me donna de l'émotion ; j'en fus frappé au coeur, et mon amour commença par la jalousie.  Oui, je ne pus souffrir d'abord de les voir si bien ensemble, le dépit alarma mes désirs, et je me figurai un plaisir extrême, à pouvoir troubler leur intelligence, et rompre cet attachement, dont la délicatesse de mon coeur se tenait offensée ; mais jusques ici tous mes efforts ont été inutiles, et j'ai recours au dernier remède.  Cet époux prétendu doit aujourd'hui régaler sa maîtresse d'une promenade sur mer, sans t'en avoir rien dit, toutes choses sont préparées pour satisfaire mon amour, et j'ai une petite barque et des gens, avec quoi fort facilement je prétends enlever la belle. "")","('#don-juan', ""Ah !  N'allons point songer au mal qui nous peut arriver, et songeons seulement à ce qui peut nous donner du plaisir.  La personne dont je te parle est une jeune fiancée, la plus agréable du monde, qui a été conduite ici par celui même qu'elle y vient épouser ; et le hasard m'a fait voir le couple d'amants trois ou quatre jours avant leur voyage.  Jamais je n'ai vu deux personnes être si contents l'un de l'autre, et faire éclater plus d'amour.  La tendresse visible de leurs mutuelles ardeurs me donna de l'émotion, j'en fus frappé au coeur, et mon amour commença par la jalousie.  Oui, je ne pus souffrir d'abord de les voir si bien ensemble, le dépit alluma mes désirs, et je me figurai un plaisir extrême à pouvoir troubler leur intelligence, et rompre cet attachement, dont la délicatesse de mon coeur se tenait offensé ; mais jusqu'ici tous mes efforts ont été inutiles, et j'ai recours au dernier remède. Cet époux prétendu doit aujourd'hui régaler sa maîtresse d'une promenade sur mer, sans t'en avoir rien dit, toutes choses sont préparées pour satisfaire mon amour, et j'ai une petite barque, et des gens, avec quoi fort facilement je prétends enlever la belle."")",0.9961197376251221
"('#sganarelle', 'Ha !  Monsieur... ')","('#sganarelle', 'Ah !  Monsieur...')",0.9956326484680176
"('#don-juan', 'Hen ? ')","('#don-juan', 'He[i]n.')",0.4033655822277069
"('#sganarelle', ""C'est fort bien à vous, et vous le prenez comme il faut, il n'est rien tel en ce monde que de se contenter. "")","('#sganarelle', ""C'est fort bien fait à vous, et vous le prenez comme il faut, il n'est rien tel en ce monde, que de se contenter."")",0.9590999484062195
"('#don-juan', ""Prépare-toi donc à venir avec moi, et prends soin toi-même d'apporter toutes mes armes, afin que...  Ah !  Rencontre fâcheuse, traître, tu ne m'avais pas dit qu'elle était ici elle-même.  Il aperçoit Dona Elvire."")","('#don-juan', ""Prépare-toi donc à venir avec moi, et prends soin toi-même d'apporter toutes mes armes afin que...  Ah !  Rencontre fâcheuse, traître tu ne m'avais pas dit qu'elle était ici elle-même."")",0.894085168838501
"('#sganarelle', ""Monsieur, vous ne me l'avez pas demandé. "")","('#sganarelle', ""Monsieur vous ne me l'aviez pas demandé."")",0.8780122995376587
"('#don-juan', ""Est-elle folle, de n'avoir pas changé d'habit, et de venir en ce lieu-ci avec son équipage de campagne ? "")","('#don-juan', ""Est-elle folle de n'avoir pas changé d'habit, et de venir dans ce lieu-ci avec son équipage de Campagne ?"")",0.9696356058120728
