biancollelli-arlequin-gentilhomme,regnard-arlequin-bonnes-fortunes,Score
"('#arlequin', ""Je me trouve à présent dans un piteux état,  Que ferai-je ? Endossons un habit de soldat...  Non pas c'est mal penser, le canon m'épouvante  Ce bruit alarme trop mon oreille tremblante,  D'ailleurs je ne prétends courir aucun hasard,  Car la valeur et moi, nous faisons pot à part.  Choisissons un métier lucratif et facile,  Où je puisse accorder l'agréable et l'utile ;  Celui de ne rien faire est un emploi charmant,  Morbleu que je saurais l'exercer noblement !  Mais pour le soutenir quoiqu'il puisse me plaire  Il faut avoir du fond, ce n'est pas mon affaire.  Faisons-nous Avocat, c'est un joli métier,  Il ne faut que mentir, supposer et crier,  Dire des faussetés, car c'est là la méthode,  Citer mal à propos un passage du code...  Non, non, il faut longtemps arpenter le Palais,  Avant que les plaideurs tombent dans les filets.  Devenons Procureur... j'ai trop de conscience  Il faut pour chicaner beaucoup d'expérience.  Financier... cet emploi partout est révéré,  Non celui de Jasmin est son premier degré.  Médecin ou Bourreau l'un vaut l'autre, il n'importe,  Je renonce à ce nom, ou le Diable m'emporte,  J'ai le coeur trop humain, et je ne pourrais pas  Voir chérir l'ignorant et vivre du trépas.  La charge de voleur me serait convenable,  Je suis adroit, subtil, alerte comme un Diable.  Je suis fou d'aspirer au titre de voleur,  Puisque je ne veux pas devenir Procureur.  Que choisirai-je donc pour sortir de misère ?  Item il faut manger la chose est nécessaire,  Devenons Procureur... j'ai trop de conscience  Il faut pour chicaner beaucoup d'expérience.  Financier... cet emploi partout est révéré,  . . . . . . . . . . . .  Faisons-nous bel esprit, il est beau d'être auteur...  Encore moins, j'aime mieux l'emploi de crocheteur.  En voici la raison. Dans le siècle où nous sommes,  Les savants sont toujours de misérables hommes,  Qu'ils fassent de beaux vers, ils n'en sont pas moins gueux,  Et l'heure du dîner ne sonne pas pour eux.  Mais un bon crocheteur après son rude ouvrage  Trouve dans son taudis, son bouilli, son potage.  Juvénal nous apprend qu'un poète fameux  Quoiqu'il soit estimé n'en est pas plus heureux. "")",-,0.0
"('#geronte', ""Tous mes voeux sont comblés, et ma joie est extrême  D'avoir pu contenter une fille que j'aime.  J'ai pour elle fait choix d'un époux accompli,  Qu'elle aimera sans doute étant bien fait, poli,  Enfin je m'applaudis d'avoir un pareil gendre,  C'est le fils de Damon, on le nomme Léandre.  Chacun connaît son bien et sa condition,  Son père est pour le moins riche d'un million. "")",-,0.0
"('#le-docteur', ""Permettez, cher ami, que je vous félicite  Je ne puis qu'admirer votre sage conduite,  Comme je suis votre seul confident,  Je vous ai reconnu pour un homme prudent.  Le juste ciel protège un père de famille,  Quand avec avantage il établit sa fille,  La fortune m'a moins favorisé que vous,  J'attends de jour en jour pour la mienne un époux  Il est, je l'avouerai, moins riche que Léandre,  Mais d'un engagement je n'ai pu me défendre,  C'est le fils de Philinte, homme de qualité,  Avec ce bon vieillard j'ai déjà contracté.  Il ne peut lui donner que mille écus de rente,  Quoiqu'il en soit ma fille en doit être contente.  La vôtre jouira d'un plus heureux destin,  Ce choix avantageux rend son bonheur certain  Il réussit en tout au gré de son envie,  Sa fille pouvait-elle être mieux établie !  Bas."")",-,0.0
"('#geronte', ""Un mari jeune, aimable, et de plus opulent,  A pour charmer sa femme un merveilleux talent  Enfin tout est conclu je n'ai plus rien à craindre  Vous de votre côté vous n'êtes pas à plaindre,  Dans nos projets formés nous sommes fort heureux,  Cette affaire nous va rajeunir tous les deux.  Mais j'ose vous prier de me rendre un service. "")",-,0.0
"('#le-docteur', 'Ne me pas éprouver est me faire injustice. ')",-,0.0
"('#geronte', ""De meubles je n'ai pas grande provision,  Vous savez que jamais je n'eus d'ambition,  J'ai toujours pris plaisir à garder ma finance,  Dans la crainte de faire une folle dépense.  Pour recevoir mon gendre un peu plus noblement,  Je voudrais lui meubler un grand appartement,  J'aurais besoin d'un lit, d'une tapisserie,  De vases, de miroirs, prêtez-moi je vous prie. "")",-,0.0
"('#le-docteur', ""Disposez librement de toute ma maison,  J'ai des meubles chez moi pour plus d'une saison,  Envoyez-moi des gens pour porter le bagage  Et si vous en voulez encore davantage,  Croyez que j'ai, mon cher, de quoi vous contenter,  Et sur moi vous pouvez entièrement compter. "")",-,0.0
"('#scaramouche', 'Quel vertigo vous prend, mon très illustre maître,  Vous demeurez ici sans vous faire connaître,  Géronte vous attend, que ne le voyez-vous ? ')",-,0.0
"('#leandre', ""Hélas ! Il troublerait les plaisirs les plus doux,  J'adore, tu le sais, la charmante Isabelle,  Ne blâmez point, mon cher, une flamme si belle. "")",-,0.0
"('#scaramouche', ""Je ne vous comprends pas, vous moquez-vous des gens ?  Peste des amoureux, ils perdent le bon sens :  Vous n'en usez pas bien, fi, fi, c'est une honte  Vous devez épouser la fille de Géronte,  Vous partez de Paris remplis de ce dessein.  Je crois que vous venez pour lui donner la main  Et quand vous arrivez malgré votre parole,  Vous vous amourachez d'une petite folle ;  Monsieur, ce procédé me parait fort suspect,  Vous êtes un coquin, soit dit par respect. "")",-,0.0
"('#leandre', ""Tu condamnes en vain ma nouvelle tendresse,  Je ne puis aisément guérir de ma faiblesse,  Et malgré ma promesse un objet tout charmant  A dispensé mon coeur de son engagement.  Isabelle à ses lois tient mon âme asservie,  Et je sens qu'il faudra l'aimer toute ma vie  Quand Léonore aurait de plus puissants appas  Ses attraits de mon coeur ne triompheraient pas.  Quelque puisse être enfin le courroux de mon père,  J'attends sans m'alarmer l'effet de sa colère,  L'amour et la raison ne peuvent s'accorder. "")",-,0.0
"('#scaramouche', ""Vous cherchez vainement à me persuader,  Monsieur, vous vous ferez quelque méchante affaire,  Vous avez le minois un peu patibulaire,  Croyez-moi profitez de ma sage leçon,  J'en sais plus long que vous, je suis un vieux barbon.  Ce n'est que l'amitié qui pour vous m'intéresse  Les filles de tout temps ont gâté la jeunesse,  C'est un malin bétail, pour l'avoir écouté,  Je ne sais que trop bien ce qui m'en a coûté.  Çà, que de cet amour votre coeur se délivre,  Je vous guiderez bien, vous n'avez qu'à me suivre,  Je veux de votre esprit gouverner le vaisseau,  Car il pourrait fort bien s'en aller à vau-l'eau,  Comme un Pilote expert je prétends vous conduire,  Et de votre raison calfeutrer le navire. "")",-,0.0
"('#leandre', ""Termine ce discours, tes soins sont superflus,  J'en ai trop entendu, ne m'importune plus,  J'espère voir bientôt la charmante Isabelle,  Dans son appartement un rendez-vous m'appelle.  Adieu. "")",-,0.0
"('#scaramouche', 'Vous persistez dans cette opinion,  Et ne profitez pas de ma correction,  Ah ! Le franc scélérat. ')",-,0.0
"('#leandre', ""Quoique tu sois habile  Pour me faire changer ton soin est inutile.  Il s'en va."")",-,0.0
"('#scaramouche', ""Comme de ma morale il ne fait point de cas,  Mes préceptes savants ne le réforment pas ?  Morbleu, de quoi me sert ma rhétorique ?  Je parle bon français c'est de quoi je me pique  Malgré ce que je dis, le pendard, le vilain,  Refuse de m'entendre et va toujours son train ;  Quand je veux lui tracer une plus belle route,  Pour ne pas y marcher il dit qu'il a la goutte.  Hé bien petit coquin, fais comme tu l'entends,  Pour moi je t'abandonne à tes égarements. "")",-,0.0
"('#le-docteur', ""Vous n'avez qu'à porter ces meubles chez Géronte. "")",-,0.0
"('#le-crocheteur', ""A-t-il de quoi payer, je crains qu'il ne m'affronte ? "")",-,0.0
"('#le-docteur', ""Oh ! Vous ne risquez rien il est homme d'honneur.  . . . . . . . . . . . . "")",-,0.0
"('#arlequin', ""Maître Jacques prenez cette chaise percée,  D'une certaine odeur ma narine est blessée,  Et mon nez délicat s'en est formalisé. "")",-,0.0
"('#le-crocheteur', ""Pour un rien vous voilà d'abord scandalisé. "")",-,0.0
"('#arlequin', ""N'allez pas pour cela me faire une querelle,  Je sais bien que pour vous c'est une bagatelle,  Vous avez l'odorat faquin et roturier,  Mais pour le mien il craint de se mésallier.  J'ai vu chez le Docteur une vaste cuisine  Où je voudrais gratis calmer ma faim canine.  En m'approchant du feu dans deux larges chaudrons,  J'ai d'abord aperçu d'excellents macarons  Qui sur un clair brasier une flamme bien pure  Par leur bouillonnement faisaient un doux murmure,  Moi qui suis de Bergame où l'on en mange tant  Si j'en avais ma part que j'en serais content !  Ciel qui depuis longtemps connais ma gourmandise,  Ne m'abandonne pas dans ma belle entreprise,  Autorise en ce jour un innocent larcin,  Daigne me seconder dans ce noble dessein,  Ou si des deux chaudrons je ne suis pas le maître,  Fais qu'au moins sur un plat je puisse me repaître,  Les Crocheteurs entrent chez Géronte. "")",-,0.0
"('#octave', 'Nous voici, grâce au Ciel, arrivé à Lyon. ')",-,0.0
"('#mezzetin', ""Vous aurez en ce lieu de l'occupation,  Dans ce charmant pays les filles sont fringantes  Certaines quelquefois sont plus que complaisantes.  Je sais parbleu la carte et je puis me vanter  D'être des plus experts dans l'art de coqueter.  Au reste vous ferez ici très bonne chère,  Si vous aimez le vin, Lyon est votre affaire  Du matin jusqu'au soir les cabarets sont pleins. "")",-,0.0
"('#octave', ""Non je n'ai point formé de semblables desseins  La fille du Docteur que l'on nomme Isabelle,  Est la seule beauté qui dans ces lieux m'appelle,  Tu sais que de paris j'ai quitté le séjour  Pour unir, s'il se peut, l'hymen avec l'amour. "")",-,0.0
"('#mezzetin', ""Si pour les accorder vous fîtes ce voyage,  Vous pouvez repartir sans tarder davantage,  Ici comme à Paris l'époux n'est point amant,  Je sais Lyon par coeur j'en parle savamment. "")",-,0.0
"('#octave', ""Faut-il que sur les moeurs ta piquante critique,  À répandre son fiel incessamment s'applique ?  Ce n'est pas d'aujourd'hui que tu connais mon coeur,  Et j'aimerai toujours la fille du Docteur. "")",-,0.0
"('#mezzetin', ""Ô miracle d'amour ! Quel excès de constance ! "")",-,0.0
"('#octave', 'Je ne veux point céder à mon impatience,  Avant que de la voir cherchons un cabaret. ')",-,0.0
"('#mezzetin', ""J'y consens volontiers cet asile me plaît,  C'est dans ce beau réduit cette aimable retraite  Que Mezzetin jouit d'une douceur parfaite,  Toujours le cabaret ce lieu récréatif,  Contre le mauvais air fut un préservatif  Un antidote enfin... "")",-,0.0
"('#octave', 'Finis donc je te prie,  Et frappe promptement à cette hôtellerie. ')",-,0.0
"('#mezzetin', 'Holà ? ')",-,0.0
"('#colombine', 'Que voulez-vous ? ')",-,0.0
"('#mezzetin', ""Ah ! le joli tendron,  Êtes-vous du logis l'enseigne ou le bouchon ? "")",-,0.0
"('#colombine', 'Non je suis la maîtresse. ')",-,0.0
"('#mezzetin', 'Agréable mignonne,  Je gage que chez vous la pratique foisonne. ')",-,0.0
"('#colombine', 'Tenez un peu vos mains et sans gesticuler... ')",-,0.0
"('#mezzetin', 'Quoi vous ne voulez pas vous laisser cajoler ? ')",-,0.0
"('#colombine', 'Encore ? Finissez-vous bientôt ce badinage ? ')",-,0.0
"('#octave', 'Coquin, veux-tu cesser ? ')",-,0.0
"('#colombine', ""Monsieur est bien plus sage  Que ne l'imitez-vous ?  À Mezzetin."")",-,0.0
"('#octave', 'Pouvez-vous me loger. ')",-,0.0
"('#mezzetin', ""La belle question, parbleu c'est l'outrager,  L'hôtesse là-dessus a le coeur fort tranquille,  Elle a de quoi loger la moitié de la ville,  Son cabaret, monsieur est vaste et spacieux,  Quand vous irez ailleurs vous ne serez pas mieux. "")",-,0.0
"('#colombine', ""Vous serez satisfait, vous n'avez rien à craindre,  Ceux qui viennent chez moi sont encore à se plaindre. "")",-,0.0
"('#octave', 'Entrons.  Dans le temps que Colombine veut entrer avec Octave, Mezzetin la prend par le bras.')",-,0.0
"('#mezzetin', ""La belle hôtesse attendez un moment,  Et daignez soulager mon amoureux tourment,  À peine ai-je entrevu votre belle figure,  Que vos yeux dans mon coeur ont fait une blessure,  Si grande qu'un carrosse avec quatre coursiers,  Pourraient s'y promener et passer quoiqu'entiers,  Vous voyez que j'exprime assez bien ma tendresse,  Et comme maintenant vous êtes mon hôtesse,  Traitez-moi largement car j'ai grand appétit,  C'est pourquoi... "")",-,0.0
"('#colombine', 'Vous aurez bonne table et bon lit,  Il ne manque de rien chez moi je vous proteste. ')",-,0.0
"('#mezzetin', 'Avec le lit, la table il me faudrait autre chose. ')",-,0.0
"('#colombine', 'Que voulez-vous de plus, je ne vous comprends pas. ')",-,0.0
"('#mezzetin', ""Je fais, voyez-vous bien, plus que mes deux repas,  Je suis encore à jeun, et ma faim est extrême,  On ne peut l'assouvir qu'en me mettant à même.  Après un bon repas  Au gré de mon envie  Servez-moi, je vous prie,  De ces mets délicats  Ne m'entendez-vous pas.  . . . . . . . .  Il chante. Dans ce temps-là Pierrot arrive, et les écoute."")",-,0.0
"('#colombine', ""Vous êtes trop goulu, comment vous contenter,  Je vous répondrai bien s'il ne tient qu'à chanter.  Elle chante sur le même air.  Ces mets si délicats  Sont-ils votre usage ?  Un si grand avantage  À tous ne convient pas  Car je veux des ducats. "")",-,0.0
"('#pierrot', ""Les mets que vous voulez  Me servent de pâture  Je ne mange autre chose,  Et quoique j'en sois saoul  Vous n'en tâterez pas.  Savez-vous mon ami que c'est là notre femme,  Et que Monsieur Pierrot est d'une humeur jalouse,  . . . . . . . . . . . . . . Si vous voulez loger dans notre cabaret.  Entrez-y vous aurez du vin blanc ou clairet,  Tel que vous le voudrez, mais laissez là ma femme.  À Mezzetin il dit."")",-,0.0
"('#colombine', 'Mon fils point de courroux. ')",-,0.0
"('#pierrot', ""Voyez la bonne lame  Tu voudrais sans savoir ni comment ni pourquoi,  Servir à ce Monsieur le même plat qu'à moi,  Il serait bientôt las d'un semblable ordinaire. "")",-,0.0
"('#mezzetin', 'Un air libre et badin pourrait-il vous déplaire ?  Ah ! De grâce excusez. ')",-,0.0
"('#pierrot', ""Allez, boutez dessus,  Je veux tout oublier mais n'y revenez plus. "")",-,0.0
"('#mezzetin', 'Pierrot es-tu fâché contre ta Colombine ?  Mon petit cupidon fais-moi meilleure mine. ')",-,0.0
"('#pierrot', 'Je suis pris par mon faible, allons mets-là ta main,  Il le faut avouer je suis un bon humain. ')",-,0.0
"('#colombine', ""Adieu mon cher Pierrot, je suis votre servante.  Elle s'en va."")",-,0.0
"('#mezzetin', ""L'époux est un magot et la femme est charmante. "")",-,0.0
"('#pierrot', 'Voyez-vous devant moi comme elle file doux,  Dame je me fais craindre, allons entrez chez nous ? ')",-,0.0
"('#arlequin', ""C'en est fait, j'ai vaincu rien n'égale ma joie,  Je suis avec honneur chargé de cette proie,  Et malgré tous les soins des zélés marmitons,  Je triomphe aujourd'hui d'un plat de macarons  Dans ce lieu retiré j'aurai du moins la gloire,  De jouir en repos du fruit de ma victoire,  Aucun écornifleur ne viendra m'y troubler,  Et de ces macarons je pourrai me saouler.  Ils sont délicieux, ce beurre et ce fromage  Les rendent savoureux on ne peut davantage.  Mais qui peut interrompre ici mon appétit,  Quelqu'un vient, ô malheur, cachons-nous sous le lit.  Il se met à terre et commence à manger les macarons d'une manière toute comique. Il les mange avec précipitation et fait des lazzis tous plaisants. Il prend son plat et va se mettre sous le lit, où il mange toujours."")",-,0.0
"('#isabelle', ""Avec empressement j'attends mon cher Léandre,  En ce lieu chaque jour il a soin de se rendre,  L'amour qui nous permet des entretiens si doux  Nous marque également l'heure du rendez-vous  Et son exactitude à voir l'objet qu'il aime,  M'assure des transports de son ardeur extrême,  Mais je crois de l'entendre. "")",-,0.0
"('#arlequin', ""Hélas c'est grand hasard  Si de mes macarons il ne prétend sa part. "")",-,0.0
"('#leandre', ""Guidé par mes soupirs je vous revois, Madame,  Vous ne pouvez douter de l'excès de ma flamme,  Trop heureux si l'amour qui me force à venir,  Voulait auprès de vous toujours me retenir :  Mais quand ce Dieu répond au beau feu qui me presse,  Hélas ! Que ces moments coulent avec vitesse,  À peine je me livre à ma félicité  Qu'il faut quitter d'abord un bien si souhaité. "")",-,0.0
"('#arlequin', ""Je ne quitterai pas mon plat de cette sorte,  Et je mangerai tout ou le Diable m'emporte. "")",-,0.0
"('#isabelle', ""Mon tendre coeur soumis à l'empire amoureux  Également blessé brûle des plus beaux feux  Qu'il m'est doux de porter une si belle chaîne,  Et de m'abandonner au penchant qui m'entraîne  Mon père me destine en vain un autre époux,  Je ne veux pour mari qu'un amant tel que vous. "")",-,0.0
"('#leandre', ""Mon bonheur est parfait et cet aveu m'enchante  Que dans ces sentiments votre âme soit constante,  N'admettons d'autres lois que celles de l'amour,  Et livrons-lui nos coeurs pour honorer sa cour.  Ah ! Si pour posséder un bien si plein de charmes  Un rival téméraire en vous rendant les armes,  Prétendait me ravir ce que j'aime le mieux  Il serait accablé sous mes coups furieux. "")",-,0.0
"('#arlequin', ""Ciel ! Il parle de moi, que faut-il que je fasse ?  Morbleu qu'il vient de faire une laide grimace,  Sans doute on préparait pour lui ces macarons,  Je dois craindre pour moi de toutes les façons ;  Mais il a beau crier, car enfin pour les rendre  Il faut les digérer, il peut encore attendre. "")",-,0.0
"('#le-docteur', 'Isabelle. ')",-,0.0
"('#isabelle', ""J'entends mon père, cachez-vous. "")",-,0.0
"('#leandre', 'Où ? ')",-,0.0
"('#isabelle', 'Derrière le lit. ')",-,0.0
"('#arlequin', ""Ne venez pas dessous,  Car nous n'y serions pas tous deux fort à notre aise.  Léandre se cache derrière le lit, Isabelle reste fort alarmée."")",-,0.0
"('#le-docteur', 'Je veux chercher partout. ')",-,0.0
"('#arlequin', 'Ah ! Ne vous en déplaise  Ne cherchez pas ici. ')",-,0.0
"('#le-docteur', 'Peut-être sous le lit  Pourrais-je la trouver. ')",-,0.0
"('#arlequin', ""Que Diable est-ce qu'il dit ? "")",-,0.0
"('#le-docteur', ""À la chercher partout il faut que je m'applique,  Je ne trouve point une épée à l'antique.  Je veux voir sous le lit. "")",-,0.0
"('#arlequin', 'Hélas ! Je suis perdu,  Il va me découvrir.  Le Docteur cherche sous le lit et voit Arlequin.')",-,0.0
"('#le-docteur', ""Juste ciel ! Qu'ai-je vu ?  Il fuit et ferme la porte de la chambre, Léandre quitte sa place et revient. "")",-,0.0
"('#le-docteur', 'Un homme sous le lit ! ')",-,0.0
"('#arlequin', 'Excusez-moi de grâce  Je consens à payer mon écot et ma place. ')",-,0.0
"('#leandre', ""Apprends-moi le sujet qui t'amène en ces lieux,  Voleur ? "")",-,0.0
"('#arlequin', ""Oh ! Ventrebleu vous pourriez parler mieux,  Ce larcin est ma foi le premier de ma vie,  Mais de ces macarons j'avais si fort envie  Que j'ai dans la cuisine avec dextérité  Escroqué ce butin si longtemps souhaité  Je vais me retirer car j'ai la panse pleine  Je vous rendrai e plat n'en soyez pas en peine  Je ne le vendrai point car il n'est point d'argent. "")",-,0.0
"('#leandre', 'Mais quel est ton emploi ? ')",-,0.0
"('#arlequin', ""D'être fort indigent,  J'ai longtemps parcouru les états de la vie,  Et depuis ce matin j'ai pris la fantaisie  De choisir parmi tous celui de crocheteur,  Je me suis introduit chez Monsieur le Docteur,  Après avoir volé ce plat dans sa cuisine,  Pour assouvir la faim qui rongeait ma poitrine  Je me suis confiné dans cet appartement,  J'y mangeais en repos et fort gloutonnement,  Quand cette Demoiselle en ce lieu s'est rendue  Moi pour me dérober aussitôt à sa vue,  Et me mettre à couvert du tumulte et du bruit,  Je me suis tout tremblant retiré sous le lit  Vous avez entendu mon histoire tragique  Bien loin de me blâmer plaignez un famélique. "")",-,0.0
"('#isabelle', ""Comment ferons-nous donc mon père ca venir ?  Léandre il n'est pas temps de nous entretenir,  Mais plutôt... "")",-,0.0
"('#leandre', ""Dissipez cette frayeur extrême  Je viens d'imaginer un plaisant stratagème,  Donne-moi ton habit et tu prendras le mien.  À Arlequin."")",-,0.0
"('#arlequin', ""Fi donc dans mon casaquin ne vous ira pas bien  Il faut pour le porter toute une autre encolure  Vous n'avez d'Arlequin ni gestes ni postures. "")",-,0.0
"('#leandre', 'Dépêchons. ')",-,0.0
"('#arlequin', ""J'y consens pour vous faire plaisir,  Quoique je perde au change, il faut vous obéir.  Ils se déshabillent tous deux, Arlequin met l'habit de Léandre, et Léandre celui d'Arlequin."")",-,0.0
"('#isabelle', 'Pourquoi vous déguiser, apprenez-moi Léandre. ')",-,0.0
"('#leandre', 'Cette ruse, Madame, est facile à comprendre.  Va derrière le lit, je veux rester ici.  À Arlequin.')",-,0.0
"('#arlequin', 'Ce gentilhomme est fou, moi je le suis aussi. ')",-,0.0
"('#leandre', ""Ici dans un instant le docteur va se rendre  Me voyant cet habit il pourra se méprendre  Ainsi j'éviterai quelque éclaircissement,  Mais il vient, je saurai le tromper aisément. "")",-,0.0
"('#le-docteur', ""Secondez, mes amis la fureur qui m'inspire,  Arrêtez ce voleur... Hé bien que vas-tu dire ?  Parle, dans ma maison quel dessein t'a conduit ?  Réponds, pendard, pourquoi te cacher sous le lit ?  Les valets saisissent Léandre."")",-,0.0
"('#leandre', ""Je ne suis pas, Monsieur, ce que vous pouvez croire,  Je vais vous raconter en deux mots mon histoire.  Je suis un crocheteur, victime de la faim,  Qu'ici son appétit n'a pas conduit en vain,  Un plat de macarons volés par prévoyance,  A soulagé les maux causés par l'abstinence,  Ici pour les manger je me suis introduit,  Et je me suis caché tout tremblant sous le lit. "")",-,0.0
"('#isabelle', ""Mon père renvoyez ce pauvre misérable,  Ne le punissez point puisqu'il n'est pas coupable. "")",-,0.0
"('#le-docteur', ""Je plains ce malheureux, son sort me fait pitié  Il s'est auprès de nous assez justifié.  Va-t'en je te pardonne, et tu n'as rien à craindre,  Tu dis la vérité.  À Léandre."")",-,0.0
"('#leandre', ""J'ignore l'art de feindre. "")",-,0.0
"('#le-docteur', 'Outre les macarons que tu viens de voler  Je veux bien de dix sols encore te régaler. ')",-,0.0
"('#leandre', ""L'honneur de vous servir est le bien où j'aspire. "")",-,0.0
"('#le-docteur', 'Adieu mon pauvre enfant. ')",-,0.0
"('#leandre', ""Monsieur je me retire. Léandre s'en va et les valets rentrent."")",-,0.0
"('#isabelle', 'Au gré de mes souhaits la fourbe a réussi. ')",-,0.0
"('#arlequin', 'Oui mais pour mon malheur je suis encore ici. ')",-,0.0
"('#le-docteur', ""Qu'entends-je ? Que dit-on ? "")",-,0.0
"('#isabelle', ""Rien mon père... Ah le traître !  S'il dit encore un mot il fera tout connaître.  Arlequin éternue fort."")",-,0.0
"('#le-docteur', 'Je ne me trompe pas et quelque autre est ici. ')",-,0.0
"('#isabelle', 'Que je suis malheureuse ! ')",-,0.0
"('#le-docteur', 'Examinons ceci.  Il cherche, va derrière le lit, et trouve Arlequin habillé proprement.')",-,0.0
"('#isabelle', 'Tout va se découvrir la chose est certaine. ')",-,0.0
"('#le-docteur', ""Dans ma maison, Monsieur, quel sujet vous amène ?  Holà, valets à moi, saisissez ce voleur.  Les valets viennent, se saisissent d'Arlequin qui se met à genoux devant le Docteur."")",-,0.0
"('#arlequin', ""Ah, Monsieur, je ne suis qu'un pauvre crocheteur. "")",-,0.0
"('#le-docteur', 'Chansons, cet habit-là me fait croire autre chose.  Que veut dire ceci ?  À Isabelle.')",-,0.0
