campistron-achille,la-fontaine-daphne,Score
"('#achille', ""D'une vaine terreur je n'ai plus l'âme atteinte, Va combattre ; le Ciel prendra soin de ton sort, Puisque ton coeur est sans crainte,  Ton bras ne sera que trop fort."")",-,0.0
"('#patrocle', ""Je cours assurer ma mémoire, J'ai tous les sentiments et les soins des Héros, Non, les jours les plus doux passés dans le repos  Ne valent pas un jour marqué part la victoire."")",-,0.0
"('#achille', ""Patrocle va combattre ? Et j'ai pu consentir Qu'il courût aux dangers qui menacent sa vie ? Ah ! Je devais l'empêcher de partir,  Hélas de quels regrets sa mort serait suivie ? Si le sort irrité pour accabler mon coeur Le faisait expirer sous le fer d'un vainqueur. Prévenez justes Dieux, mon désespoir funeste !  Cet ami généreux, est le seul qui me reste,  Conservez ses jours par pitié ! On m'a privé de l'objet que j'adore,  Ce serait trop d'horreur de me priver encore  De l'objet de mon amitié."")",-,0.0
"('#diomede', ""Ne répondrez-vous point aux désirs de la Grèce ? Il faut qu'en sa faveur votre colère cesse,  Elle ne peut sans vous triompher des Troyens ;  En vain nous assiégeons leur Ville,  Nos Dieux sont moins forts que les siens. Sa prise est réservée à la valeur d'Achille,"")",-,0.0
"('#achille', ""De quel emploi vous chargez-vous ? N'espérez pas de fléchir mon courroux, Diomède je veux achever ma vengeance,  Vos Rois et vos Peuples ingrats, Auraient encor pour moi la même indifférence. S'ils n'avaient besoin de mon bras."")",-,0.0
"('#diomede', 'Quoi ! Leur prompt repentir ne peut vous satisfaire ?')",-,0.0
"('#achille', ""Ils ont pris trop de soin d'attirer ma colère."")",-,0.0
"('#diomede', 'Mais, pouvez-vous aimer un si triste séjour, Et languir en ces lieux dans une vie obscure ? Vous ! À qui les Destins promettaient chaque jour Quelque glorieuse aventure.')",-,0.0
"('#achille', ""Malgré mes cruels déplaisirs,  Le Déesse de Cythère  En faveur de Thétis ma mère Interrompt mes regrets, et suspend mes soupirs. Cette charmante déesse Vient en ces lieux tous les jours,  Je vois avec elle sans cesse Les grâces, les plaisirs, les jeux et les amours ;  Leur présence est d'un grand secours Contre la plume sombre tristesse."")",-,0.0
"('#diomede', ""C'est pour servir nos ennemis Qn'on prend ces soins mortels à votre gloire, Songez que de vous seul dépend notre victoire,  Et que tout notre sort en vos mains est remis, Faut-il que votre coeur se livre À l'amour de vains plaisir ? Quelque douceur que l'on goûte à les suivre, Un héros doit former de plus nobles désirs."")",-,0.0
"('#achille', ""La Déesse paraît et déjà sa présence Donne à ces lieux mille beautés, J'admire ses bienfaits, j'admire sa puissance, Trop heureux de jouir sur les bords écartés Des plaisirs innocents qui me l'ont présentée."")",-,0.0
"('#venus', ""J'abandonne les Cieux, je descends sur la Terre : Pour finir de tes maux le déplorable cours, En vain l'injuste sort t'a déclaré la guerre, Espère tout de mon secours. Vous, Divinités aimables, Du plus grand des héros charmés le triste coeur,  Et faites succéder à sa vive douleur Les plaisirs les plus agréables. La Danse de ce Divertissement a été faite par Monsieur de Lestang."")",-,0.0
"('#une-des-graces', ""Grand héros, le Ciel vous est propice, Vos vertus se font rendre justice, Tout conspire aujourd'hui. À finir votre ennui."")",-,0.0
"('#un-plaisir', ""Si l'Amour a causé vos alarmes, Ses faveurs en auront plus de charmes ; Préparez votre coeur Au plus parfait bonheur. La Danse de ce Divertissement a été faite par Monsieur de Lestang."")",-,0.0
"('#deux-graces #un-plaisir', ""Quel mortel osa jamais prétendre Les soins qu'ici nous venons vous rendre ? Qu'il veut le mériter N'a qu'à vous imiter."")",-,0.0
"('#une-des-graces', ""C'est pour vous que Vénus nous appelle,  Profitez de notre ardeur fidèle,  Vous aurez en ces lieux Tous les plaisirs des Dieux."")",-,0.0
"('#un-plaisir', ""C'est en vain que la haine et l'envie Sont d'accord pour troubler votre vie,  Par notre heureux secours Vous en triompherez toujours."")",-,0.0
"('#deux-graces #un-plaisir', 'Puissiez-vous par nos soins favorables Ne passer que des jours agréables ! Est-il rien de si doux Que de vivre avec nous ?')",-,0.0
"('#arcas', 'Ô déplorable coup du sort !')",-,0.0
"('#achille', 'Je frémis parle !')",-,0.0
"('#arcas', 'Patrocle est mort,')",-,0.0
"('#achille', 'Ciel ! Quelle affreuse nouvelle ! Laissez-moi, fuyez de ces lieux, Vos appas, vos concerts, et tous les soins des Dieux Ne sauraient plus calmer ma tristesse mortelle.')",-,0.0
"('#achille #arcas', ""Courons venger cet ami que je perds, Que de sang et de morts tous ces champs soient couverts Que son fier vainqueur périsse ! Je dois à l'amitié ce juste sacrifice. Mânes de ce guerrier dont je pleure le sort,  Je vous promet une prompte vengeance,  J'en atteste des Dieux la suprême puissance,  Je cours chercher Hector, je cours hâter sa mort. Dans l'éternelle nuit son ombre va vous suivre. Ou moi-même aujourd'hui je cesserai de vivre,"")",-,0.0
"('#diomede', ""Puisqu'Achille combat, nous allons triompher Notre victoire est certaine; Cessez de le haïr, hâtez-vous d'étouffer Le malheureux amour qui cause votre haine, Vous devez rendre à ce héros Le charmant objet de sa flamme."")",-,0.0
"('#agamemnon', ""Ah ! S'il faut à ce prix assurer son repos, Dieux ! Qu'il en coûtera de tourments à mon âme !"")",-,0.0
"('#diomede', ""Si vous pouviez fléchir la cruelle beauté, Dont votre coeur est enchanté, J'excuserais une injustice Qui finirait votre sort rigoureux; Mais je dois condamner un funeste caprice, Qui vous rend, tout ensemble injuste et malheureux."")",-,0.0
"('#agamemnon', ""Il est vrai que j'attaque un coeur inexorable, Je ne puis fléchir sa rigueur ; Mais, comptez-vous pour rien la flatteuse douceur De rendre un rival misérable ?"")",-,0.0
"('#diomede', ""Le malheur d'un rival flatte-t-il votre ennui, Quand vous êtes encor plus malheureux que lui ? Rappelez votre courage,  Que la raison vous dégage De vos fatales amours"")",-,0.0
"('#agamemnon', ""Que peut la raison le triste et vain secours Contre les traits vainqueurs d'une beauté cruelle ? Quand l'amour à nos yeux vient l'offrir tous les jours, Avec quelques grâces nouvelles. Ranimons toutefois mon courage abattu, C'est nourrir trop longtemps une vaine tendresse, Surmontons ma faiblesse,  Par un dernier effort digne de ma vertu."")",-,0.0
"('#diomede', ""Achille est triomphant, je le vois qui s'avance Suivi de nos soldats, charmés de sa valeur."")",-,0.0
"('#agamemnon', 'Éloignons-nous, évitons sa présence, Je ne saurais encore répondre de mon coeur.')",-,0.0
"('#le-choeur', 'Guerrier terrible, Soyez toujours invincible, Que vos exploits Fassent trembler tous les rois. Ciel équitable, Sois lui toujours favorable Que son bonheur Soit égal à sa valeur ! Guerrier terrible Soyez toujours invincible ; Que vos exploits Fassent trembler tous les Rois. Quelle allégresse ! Quel triomphe pour la Grèce ! Ses ennemis  Lui seront bientôt soumis. Guerrier terrible Soyez toujours invincible ; Que vos exploits Fassent trembler tous les Rois. La Danse de ce divertissement a été faite par Mr. Pécourt.')",-,0.0
"('#capitaines-grecs', ""Venez tous, à l'envie, secondez notre ardeur Honorez votre heureux défenseur, Célébrez sa victoire, Chantez sa valeur et sa gloire, Que tous nos rois Charmés de ses exploits, Soient soumis à ses lois !"")",-,0.0
"('#le-choeur', ""Suivons, suivons sans cesse Ce héros, ce fameux vainqueur C'est à son bras que la Grèce  Doit sa force et son bonheur. Chantons la valeur et sa gloire Du héros qui nous a sauvé Qu'ils jouissent après sa victoire Des honneurs éclatants à lui seul réservés. Chantons la valeur et la gloire Du héros qui nous a sauvé. De ses heureux travaux chérissons la mémoire, Consacrons-lui des jours qu'il nous a conservés. Chantons la valeur et la gloire Du héros qui nous a sauvé."")",-,0.0
"('#achille', ""Allez, que chacun court où son devoir l'appelle, Vos soins pour moi feraient trop de jaloux, Et de mes ennemis la vengeance cruelle Ne pouvant m'accabler retomberait sur vous."")",-,0.0
"('#arcas', ""Venez, marchez, sans défiance, Les grecs vous ont donné leur foi Achille est généreux, craignez moins sa présence Et qu'une juste espérance succède à votre effroi."")",-,0.0
"('#priam', ""Restes infortunés du plus beau sang du monde, Polixène, ma fille et vous, veuve d'Hector, Mêlez vos pleurs aux miens, et s'il se peut encor Que tout redouble ici notre douleur profonde."")",-,0.0
"('#priam #andromaque #polixene', 'Puissions-nous attendrir le coeur De ce superbe vainqueur !')",-,0.0
"('#priam', ""Vous voyez, guerrier indomptable Un roi qui fut longtemps le plus puissant des rois ; C'est ce même Priam, qui tenait sous ses lois Des Troyens renommés, l'empire redoutable; C'est lui, que le dernier de vos fameux exploits Vient de rendre plus misérable, Qui ne fut heureux autrefois."")",-,0.0
"('#achille', ""Le sort ne peut changer l'auguste caractère, Dont les Dieux vous ont revêtu. Je le respecte en vous, je plains votre vertu, Je sens expirer ma colère, Je cesse de haïr mes plus grands ennemis, Sitôt que je les vois, ou vaincus ou soumis."")",-,0.0
"('#andromaque', ""J'ai perdu mon époux dans un combat funeste, Votre valeur me l'a ravi ; Mon amour, chez les morts, l'aurait déjà suivi, Sans les soins que je dois au seul fils qui me reste. Vous le savez, Dieux que j'atteste! Au sort de cet enfant, mon sort est asservi ; Je l'ai perdu cet époux que j'adore, Et pour comble d'horreur, je sais qu'il est encore Indignement privé, par des ordres cruels D'un droit, que le trépas donne à tous les mortels : Souffrez que je le rende aux murs qui l'ont vu naître, Qu'un superbe tombeau fasse du moins connaître La splendeur de son sang, son sort, et mon amour. Ce tombeau servira de temple à votre gloire, Puisque tout l'avenir y verra, quelque jour, L'histoire de nos maux, et de votre victoire."")",-,0.0
"('#achille', 'Quels regrets ! Quels tristes accents ! Dieux ! Que la douleur est tendre ! Que ses soupirs sont puissants ! Que je souffre à les entendre !')",-,0.0
"('#priam', ""Par vos sacrés aïeux ; par le nom de Thétis, Laissez-moi recueillir les cendres de mon fils. Pour m'accorder la grâce que j'espère, Souvenez-vous de votre père, Et songez quel amour il eût toujours pour vous Je sentais pour mon fils une égale tendresse ; Ah ! Jugez par l'excès de cet amour si doux Quel doit être aujourd'hui l'excès de ma tristesse."")",-,0.0
"('#polixene', ""Que pourrais-je espérer du secours de mes pleurs, Si mon père et ma soeur vous trouvent inflexible ! Si vous méprisez leurs douleurs, À mes plaintes, hélas ! Serez-vous plus sensible ? Sorti du sang des Dieux, imitez leur bonté, À nos soupirs rendez-vous favorable, N'augmentez point l'excès de notre adversité Par un refus impitoyable."")",-,0.0
"('#achille', ""Que peut-on refuser au pouvoir de vos yeux ? Vous pouvez tout en ces lieux. Rassurez-vous calmez la douleur qui vous presse, Emportez dans vos murs, ce héros glorieux, Ne craignez point les efforts de la Grèce, J'arrêterai ses desseins furieux : Suivez l'ardeur qui vous anime, Rien ne vous troublera dans ce soin légitime : Je ne vais songer désormais Qu'à vous donner une éternelle paix."")",-,0.0
"('#achille', ""C'en est fait, cher Arcas, j'adore Polixène, Quoiqu'il en coûte enfin, je veux la posséder ; C'est toi que j'ai choisi, pour aller demander, Cours à Troie, il est temps de soulager ma peine."")",-,0.0
"('#arcas', ""Son père, à votre amour, voudra-t-il l'accorder ?"")",-,0.0
"('#achille', ""Il sera trop heureux de me donner sa fille, Et de me voir devenir son époux ; L'amitié, que ce noeud fera naître entre nous, Soutiendra désormais son trône et sa famille."")",-,0.0
"('#arcas', ""Juste Ciel ! Des Troyens vous devenez l'appui ? Loin de les accabler, vous voulez les défendre."")",-,0.0
"('#achille', ""Contre un peuple abattu, que pourrais-je entreprendre, Après ce que mon bras vient de faire aujourd'hui ? Hector seul méritait la gloire De mourir par mes coups, Le reste des Troyens après cette victoire Est indigne de mon courroux."")",-,0.0
"('#achille', ""Quand après un cruel tourment, L'hymen succède Aux tendre désirs d'un amant, Que le trouble qui précède Ce bien heureux moment Est doux et charmant! Mais, on vient en ces lieux, ma surprise est extrême ! C'est Agamemnon lui-même."")",-,0.0
"('#agamemnon', ""Je ne saurais plus longtemps Conserver contre vous mes chagrins et ma haine, Après vos exploits éclatants, Un mouvement plus doux près de vous me ramène : Avec les jours d'Hector nos périls sont passés, Troie a perdu la bras qui pouvait la défendre."")",-,0.0
"('#achille', ""J'ai fait mon devoir, c'est assez, Vous n'avez point de grâces à mes rendre : Je n'ai point crû servir ceux qui m'ont outragé, Et c'est Patrocle seul que mon bras a vengé."")",-,0.0
"('#agamemnon', 'Votre colère dure encore, Elle éclate dans vos discours : Il faut, pour en finir le cours, Vous rendre la beauté qui vous aime toujours, Et que votre coeur adore. Venez, charmant objet, revoyez votre amant.')",-,0.0
"('#achille', 'Ah Ciel ! Ma raison cède à mon étonnement.')",-,0.0
"('#agamemnon', ""Mes respects, mes soupirs, les marques de ma flamme N'ont fait qu'allumer son courroux ; Ses constantes rigueurs m'ont appris que son âme Ne peut brûler que pour vous."")",-,0.0
"('#diomede', ""Jouissez du bonheur que l'amour vous présente, Que votre ardeur s'augmente De moment en moment ! Que c'est un plaisir charmant, Après une absence cruelle, De retrouver sa maîtresse fidèle !"")",-,0.0
"('#briseis', ""Quel triste accueil, Dieux ! Qu'est-ce que je vois? Suis-je encor Briseis ? N'êtes-vous plus Achille ? Pouvez vous me revoir, et demeurer tranquille ? Qu'est devenu l'amour dont vous brûliez pour moi ? Vous ne répondez point ?..."")",-,0.0
"('#achille', 'Hélas !')",-,0.0
"('#briseis', ""Que me veut dire Ce regard, ce soupir échappé malgré vous ? Ah ! Que mon destin sera doux, Si c'est encor pour moi que votre coeur soupire ?"")",-,0.0
"('#achille', ""Ô Ciel ! Que je suis malheureux ! Dans quel temps venez-vous m'accabler de vos larmes ? Que ne suis-je, à mon gré, le maître de mes voeux ! Je finirais bientôt vos mortelles alarmes Mais un charme fatal..."")",-,0.0
-,"('#jupiter', ""Vous, qui voulez qu'à la fureur de l'onde Jupiter mette un frein, et repeuple ces lieux, Vous vous lassez trop tôt d'être seul dans le monde ; Mille voeux vont troubler cette paix si profonde Dont la terre à présent laisse jouir les cieux."")",0.0
-,"('#venus', 'Charmante oisiveté, repos délicieux !')",0.0
-,"('#minerve', 'Ou plutôt, repos ennuyeux !')",0.0
-,"('#venus', ""Quoi ! le sommeil pourrait aux déesses déplaire ! Ne point souffrir, Ne point mourir, Et ne rien faire, Que peut-on souhaiter de mieux ? Ce qui fait le bonheur des dieux, C'est de n'avoir aucune affaire, Ne point souffrir, Ne point mourir, Et ne rien faire."")",0.0
-,"('#minerve', ""Est-ce ainsi qu'on a des autels ?"")",0.0
-,"('#jupiter', ""Eh bien, faisons d'autres mortels : Vos talents et nos soins deviendront nécessaires."")",0.0
-,"('#momus', ""Ne vous faites point tant d'affaires."")",0.0
-,"('#jupiter', ""Les premiers des humains sont péris sous les eaux : Fille de ma raison, forgeons-en de nouveaux. Prométhée en fait des modèles ; Vents, allez le chercher, qu'il vienne sur vos ailes. À ce commandement de Jupiter, les Vents partent de tous les côtés du théâtre, et apportent Prométhée."")",0.0
-,"('#promethee', 'Que me veut Jupiter ?')",0.0
-,"('#jupiter', 'Ouvre tes magasins.')",0.0
-,"('#promethee', ""Paraissez, nouveaux humains. À ce commandement de Prométhée, les toiles qui représentent la terre s'ouvrent de côté et d'autre, et au fond aussi, et laissent voir de toutes parts une boutique de sculpteur avec force outils et morceaux de toutes matières, et des statues d'hommes et de femmes debout sur des cubes."")",0.0
-,"('#momus', ""Sont-ce là des humains ? Quelle race immobile ! J'aimais mieux la première, encor que moins tranquille."")",0.0
-,"('#promethee', 'Vous ne les connaissez pas.')",0.0
-,"('#momus', 'Fais-leur faire quelques pas.')",0.0
-,"('#promethee', ""Descendez. Les statues descendent, et viennent à pas lents et graves faire une entrée, dansant presque sans mouvement, et d'une façon composée, comme feraient des sages et des philosophes."")",0.0
-,"('#momus', ""Quelles gens ! Ce n'est qu'une machine."")",0.0
-,"('#promethee', ""C'est l'idole d'un sage."")",0.0
-,"('#les-dieux', 'Hé quoi ! la passion Jamais chez eux ne domine !')",0.0
-,"('#promethee', ""Leur coeur en est tout plein ; ce n'est qu'ambition, Colère, désespoir, crainte, ou joie excessive. Machine, on veut voir vos ressorts ; Quittez tous ces trompeurs dehors. Les nouveaux hommes, qui paraissaient de véritables statues, quittent une partie de l'habit qui les enveloppe, et se font voir tels qu'ils sont dans l'intérieur, l'un représentant l'ambition, l'autre, la colère, la crainte, le désespoir, la joie excessive, etc. En cet état ils dansent en confusion et d'une manière aussi impétueuse et aussi vive que l'autre était grave et peu animée."")",0.0
-,"('#momus', 'Je la trouvais trop lente, et la voilà trop vive.')",0.0
-,"('#minerve', 'Laissez-moi régler ces transports.')",0.0
-,"('#venus', ""Mon fils, par de secrètes causes, Peut encor mieux que vous les calmer à son tour : Rien n'a d'empire sur l'Amour, L'Amour en a sur toutes choses. Le plus magnifique don Qu'aux mortels on puisse faire, C'est l'amour."")",0.0
-,"('#minerve', ""C'est la raison. Le don le plus nécessaire Aux hôtes de ce séjour, C'est la raison."")",0.0
-,"('#venus', ""C'est l'amour."")",0.0
-,"('#amour', ""L'effet en jugera : servez-vous de vos armes, Et moi j'emploierai mes charmes."")",0.0
-,"('#minerve', ""Que vous vous tourmentez, mortels ambitieux, Désespérés et furieux, Ennemis du repos, ennemis de vous-mêmes ! A modérer vos voeux mettez tous vos plaisirs : Régnez sur vos propres désirs ; C'est le plus beau des diadèmes. Les hommes qui s'étaient arrêtés quelques moments pour ouïr Minerve, attendent à peine qu'elle a achevé, et ne laissent pas, malgré ses conseils, témoigner toujours la même fureur et le même emportement. L'Amour leur faisant signe qu'il veut parler, ils s'arrêtent."")",0.0
-,"('#amour', ""De vos sages discours voyez quel est le fruit Je ne dirai qu'un mot. Aimez. On obéit : Vous le voyez. Aux hommes. À ce mot, ceux qui dansaient en confusion et en tumulte dansent deux à deux comme personnes qui s'aiment."")",0.0
-,"('#venus', ""Amour, qu'il est doux de te suivre !"")",0.0
-,"('#jupiter', 'Vivez, nouveaux humains.')",0.0
-,"('#choeur-des-dieux', 'Vivez, nouveaux humains.')",0.0
-,"('#venus', ""Laissez-vous enflammer. Que vaut la peine de vivre, Sans le doux plaisir d'aimer ?"")",0.0
-,"('#choeur', ""Que vaut la peine de vivre, Sans le doux plaisir d'aimer ?"")",0.0
-,"('#momus', ""D'où vient que si mal assortie Cette belle a fait choix d'un vieillard pour amant ?"")",0.0
-,"('#amour', ""C'est l'effet merveilleux d'un secret sentiment Que j'appelle sympathie."")",0.0
-,"('#venus', ""Le démon opposé n'a pas moins de pouvoir. Souvent nous haïssons ce qui devrait nous plaire."")",0.0
-,"('#jupiter', ""Tel dieu sait l'avenir, qui n'a pas su prévoir Quels maux ce démon lui va faire. Mais un jour un prince viendra Qui plaira plus qu'il ne voudra. Le Destin parmi nous lui garde un rang insigne, Et je lui veux accorder, Afin qu'il en soit plus digne, L'art de savoir commander. Mars lui promet en apanage La grandeur d'âme et de courage."")",0.0
-,"('#minerve', 'Moi, la vertu.')",0.0
-,"('#venus', ""Moi, l'agrément."")",0.0
-,"('#amour', ""Et moi le don d'aimer et d'être heureux amant."")",0.0
-,"('#venus #l-amour #minerve', ""Amour et la Raison s'accorderont pour faire Qu'aux coeurs comme aux esprits ce prince plaise un jour"")",0.0
-,"('#choeur', 'Heureux qui par raison doit plaire ! Plus heureux qui plaît par amour !')",0.0
-,"('#chloris #aminte #nymphes', ""Allons dans cette prairie : C'est un tranquille séjour ; Jamais les larmes d'amour N'y baignent l'herbe fleurie ; Les moutons y sont en paix, Et les loups n'y font jamais D'outrage à la bergerie."")",0.0
-,"('#chloris', 'Viens, ma soeur.')",0.0
-,"('#aminte', 'Je te suis.')",0.0
-,"('#chloris', ""Viens goûter une vie Dont le calme est digne d'envie. Notre Nymphe a banni de ces lieux si charmants Ce peuple d'importuns que l'on appelle amants. La voici."")",0.0
-,"('#aminte', ""Que d'appas, de beautés, et de grâces ! Dirait-on pas que l'air s'embellit à ses traces ?"")",0.0
-,"('#daphne', ""Amour, n'approche point de nos ombrages doux, De nos prés, de nos fontaines ; Laisse en repos ces lieux ; assez d'autres que nous Se feront un plaisir de connaître tes peines."")",0.0
-,"('#daphne', ""Chloris, n'est-ce pas la ta soeur que tu m'amènes ?"")",0.0
-,"('#chloris', 'Je vous la viens offrir. Nous cherchions en ces lieux Ce que Flore a pour vous de dons plus précieux.')",0.0
-,"('#daphne', ""Cherchons, cherchons des fleurs ; l'âge nous y convie : Parons-nous de bouquets pendant notre printemps : Les plaisirs ont chacun leur temps, Comme les saisons de la vie Daphné, ayant achevé ces paroles, se baisse pour cueillir des fleurs, et les Nymphes de la suite en font autant ; pendant quoi un choeur de bergers, demeuré par respect derrière le théâtre, répète ces mots."")",0.0
-,"('#choeur-de-bergers', 'Cherchons, cherchons des fleurs ; Daphné nous y convie.')",0.0
-,"('#daphne', ""J'entends de nos bergers le concert plein d'appas. Qu'ils chantent, je le veux, mais qu'ils n'approchent pas."")",0.0
-,"('#choeur-de-bergers', 'Cherchons, cherchons des fleurs ; Daphné nous y convie Il en renaît sous ses pas.')",0.0
-,"('#daphne', 'Déployons nos trésors.')",0.0
-,"('#chloris', ""J'ai cueilli les plus belles."")",0.0
-,"('#aminte', 'Et moi, les plus nouvelles.')",0.0
-,"('#meroe', 'Moi, les plus vives en couleur.')",0.0
-,"('#daphne', ""Et vous ? Quel mauvais choix vous avez fait, ma soeur ! Vous nous direz, pour votre peine, Une chanson contre l'Amour. Cependant je veux que ma Cour Jure de lui porter une éternelle haine ; Jurez la première, Clymène !"")",0.0
-,"('#clymene', ""Tout serment De n'avoir jamais d'amant Est chose fort incertaine ; Il en est peu que l'on tienne Plus d'un jour, plus d'un moment : Tout serment De n'avoir jamais d'amant Est chose fort incertaine."")",0.0
-,"('#daphne', 'Je veux que vous juriez ; dites donc après moi : Amour,')",0.0
-,"('#clymene', 'Amour,')",0.0
-,"('#daphne', 'Si jamais sous ta loi Je respire,')",0.0
-,"('#clymene', 'Si jamais sous ta loi Je respire,')",0.0
-,"('#daphne', 'Je consens de mourir.')",0.0
-,"('#clymene', ""Mourir ? c'est beaucoup dire."")",0.0
-,"('#daphne', 'Je consens de mourir, si jamais je soupire.')",0.0
