boyer-amours-jupiter-semele,la-fontaine-daphne,Score
"('#apollon', ""Que puis-je prononcer, alors qu'également  Je me trouve surpris entre tant de merveilles ?  Le prix est incertain pour des beautés pareilles,  Et cette égalité suspend mon jugement.  Aussi ne voulant pas qu'une ait tout l'avantage,  Par un art qui vous mêle et ne vous détruit pas,  Le théâtre aujourd'hui va produire un ouvrage ;  Qui doit unir tous vos appas,  Et sans juger sur qui doit tomber la victoire,  Par un mélange heureux confonde votre gloire.  Vivez sans jalousie et n'ayez d'autre soin  Que de plaire à Louis et d'avoir son suffrage : Travaillez à l'envi pour ce grand avantage ;  Qu'il soit de vos travaux le juge et le témoin.  Sur ses soins généreux tout votre espoir se fonde ;  Par lui vos différents cesseront désormais, Et pour comble de ses bienfaits,  Son équitable arrêt vous va donner la paix,  Qu'il a donnée à tout le monde."")",-,0.0
"('#melpomene', 'Tout ce qui va paraître aux yeux de ce grand Roi,  Le résoudra bientôt à prononcer pour moi.')",-,0.0
"('#apollon', 'Suspendez votre espoir ; attendez son oracle.  Cependant faisons place à ce rare spectacle,  Venez-en avec moi contempler la beauté,  Et prendre votre part de cette nouveauté. ')",-,0.0
"('#melpomene', ""Allez et flattez-vous d'un bien imaginaire,  Ma présence en ces lieux est encore nécessaire.  Vous spectacles pompeux venez parler pour moi.  Venez justifier l'honneur de mon emploi.  Venez me seconder, vous savantes fureurs ;  Vous, qui communiquez ces divines chaleurs,  Ces glorieux transports ; dont le pouvoir suprême  Peut élever l'esprit au-delà de lui-même. Apollon part avec rapidité vers le milieu des airs, Thalie et Euterpe partent à même temps emportées par des nues et par un vol croisé. Les Fureurs Poétiques paraissent et dansent une entrée de Ballet, qui fait la fin du Prologue."")",-,0.0
"('#les-heures', ""Voici la brillante Déesse,  Qui vient nous annoncer la naissance du jour.  Princesse un jeune coeur tout enflammé d'amour,  Peut-il avoir tant de paresse ?  La grand maître des Dieux presse votre réveil ;  Il languit en secret d'un amoureux martyre.  Le repos vous sied mal quand Jupiter soupire,  Et l'amour est un Dieu plus doux que le sommeil. "")",-,0.0
"('#aurore', ""Belles heures allez éveiller la Princesse ;  La douceur de vos chants peut moins que sa paresse.  Montrez-lui promptement ce spectacle nouveau.  Allez sans tardez davantage,  Et que l'ombre de ce rideau  Ne lui dérobe plus ma voix et mon visage. Les Heures descendent et tirent le rideau de l'alcôve."")",-,0.0
"('#semele', 'Quel éclat, quelle voix force agréablement  Un repos si profond, in sommeil si charmant ? ')",-,0.0
"('#aurore', ""Princesse nous entrons avec cette licence  Que nous donne aujourd'hui le souverain des Dieux.  Par son divin pouvoir nous pénétrons ces lieux,  Où la discrétion dérobe sa présence.  Jupiter sans vous voir, ne peut être content :  Dans ce parc amoureux, en ces sombres retraites,  De vos premiers soupirs confidentes discrètes,  Sous l'habit d'un berger Jupiter vous attend."")",-,0.0
"('#semele', ""L'image d'un beau songe, un fantôme agréable  Rend envers Jupiter ma paresse excusable ;  Lui-même était l'objet d'un songe si charmant.  Allez belle Déesse avertir mon amant,  Que j'aime son ardeur, et son impatience :  Mais aussi dites-lui qu'il faut par bienséance,  Pour sortir du palais, attendre un plus grand jour,  Et voler malgré moi ce temps à son amour. "")",-,0.0
"('#aurore', ""Sémélé je ne puis paraître davantage :  Une de ces Heures pour moi,  Peut aller faire ce message,  Le grand jour qui s'avance a fini mon emploi ;  Je dois quitter la place au Dieu de la lumière,  Il a commencé sa carrière.  Filles de Jupiter témoins de ses ardeurs,  Vous allez satisfaire à son impatience ;  Vous pour ce grand secret gardez bien le silence,  Et remontez au Ciel pour rejoindre vos soeurs.  Les deux Heures partent à même temps et volent vers le cintre du théâtre, tandis que l'Aurore remonte vers le lieu d'où elle est partie."")",-,0.0
"('#semele', ""En est-ce assez, Dircé, pour te faire connaître  L'amour, qu'au coeur d'un Dieu mes appas ont fait naître ? L'Aurore en ma faveur viendrait-elle en ces lieux,  Sans l'ordre de ce Dieu, qui commande les Dieux ? "")",-,0.0
"('#dirce', ""Non, je n'en doute plus, et j'en tremble, Madame.  Quoi le Prince Alcméon, qui régnait dans votre âme,  Ce grand Prince d'Argos, qui depuis si longtemps  Vous offre sa Couronne et des voeux si constants,  Va perdre tout l'espoir de son amour fidèle ? "")",-,0.0
"('#semele', ""J'ai cru brûler pour lui d'une flamme immortelle :  Mais puis-je garantir un feu si glorieux  Contre l'ordre éternel du Destin et des Dieux ? "")",-,0.0
"('#dirce', ""Mais le Roi qui du Prince estime l'alliance,  Et voit que votre coeur penche à quelque inconstance,  Veut, sans plus différer le faire votre Époux ;  Vous devez obéir ou craindre son courroux. "")",-,0.0
"('#semele', ""Ah Dircé, son courroux ne serait pas à craindre,  Si pour vaincre un pouvoir, qui voudra me contraindre,  J'osais lui découvrir la glorieuse ardeur,  Que le grand Jupiter allume dans mon coeur :  Mais l'ordre de ce Dieu me condamne au silence. "")",-,0.0
"('#dirce', ""Mais l'amour de ce Dieu fait seul votre défense :  Pour vous justifier, il doit paraître au jour. "")",-,0.0
"('#semele', ""J'obtiendrai de ce Dieu l'aveu de son amour.  Aussi bien il est temps que son rival apprenne  Que l'ardeur, dont je brûle est fatale à la sienne,  Et qu'un mortel me cède à ce nouvel amant,  Puisqu'enfin c'est un Dieu qui fait mon changement."")",-,0.0
"('#dirce', 'De cet amant plutôt songez à vous défaire. ')",-,0.0
"('#semele', ""Se défait-on d'un Dieu qui fait tout pour nous plaire ?  Est-il quelque constance, est-il quelque devoir,  Qui puisse résister contre tant de pouvoir ?  Si tu savais l'effet de ces divines flammes,  Et de quel air un Dieu s'introduit dans les âmes ;  Ou bien si tu savais combien l'amour des Dieux  Se saisit aisément d'un coeur ambitieux ;  Car enfin je veux bien t'avouer ma faiblesse,  L'orgueil fait dans mon coeur autant que ma tendresse. "")",-,0.0
"('#dirce', ""Vous m'avez confié le nom de votre amant :  Contez-moi votre amour et son commencement. "")",-,0.0
"('#semele', ""Ah ! Que l'amour des Dieux est fort en sa naissance !  Il peut tout, il triomphe au moment qu'il commence.  J'étais dans ce beau parc où Jupiter m'attend,  Quand au milieu des airs un tumulte éclatant,  Du côté de ce bruit me fait tourner la vue.  À mes pieds aussitôt je vois fondre une nue,  Qui s'étant entr'ouverte offre à mon oeil charmé  Tous les appas d'un Dieu quand il veut être aimé.  Sa Majesté d'abord trouble toute mon âme :  Puis un regard mêlé de tendresse et de flamme,  Comme un brillant amas de force et de douceur,  Me lance un trait de feu jusques au fond du coeur.  Pour mon premier amour ma raison s'intéresse ;  Mais elle le défend avec tant de faiblesse,  Que dans le doux penchant de cette trahison  Mon coeur gagné sans peine entraîne ma raison.  Jupiter qui connaît mon désordre et sa gloire,  Par la parole enfin achève sa victoire ;  Il me flatte, il me loue, et de la main des Dieux  Tu sais combien pour nous l'encens est précieux.  Ce Dieu qui sait l'orgueil qui suit notre faiblesse,  Et ce que peut un Dieu qui flatte et qui caresse,  Lui qui de la fierté se doit faire une loi,  Avare des douceurs, les prodigue pour moi.  Que ne puis-je exprimer la douce violence  Que fit à mon esprit cette tendre éloquence ?  Je dévore aussitôt avec avidité  Ce poison de mon coeur et de ma liberté :  Tous mes sens éblouis de cet amas de charmes,  Contre un Dieu, sans raison, sans défense et sans armes,  Je me perds, je m'égare au milieu d'un beau jour.  Et n'ai des mouvements que ceux de mon amour ;  Je ne me connais plus dans ce désordre extrême ;  Je ne vois ni le parc, ni le Dieu, ni moi-même :  Une extase amoureuse, un doux enchantement...  Que te dirai-je enfin de cet heureux moment ?  S'il fallait t'expliquer tout ce que j'en dois croire...  Mais Jupiter m'attend et je pers la mémoire :  J'en dirai davantage un jour plus à loisir. "")",-,0.0
"('#dirce', 'Contentez sur un point mon curieux désir,  Dites-moi, si les Dieux aiment comme les hommes.')",-,0.0
"('#semele', ""Quand il s'agit d'aimer, ils sont ce que nous sommes.  Pour être plus que nous aiment-ils autrement ?  Ils diffèrent de nous en ce point seulement,  Qu'un Dieu maître de tout, ainsi que de lui-même,  Se fait tout ce qu'il veut, pour plaire à ce qu'il aime,  Et peut se faire un coeur, plus sensible et plus doux,  Et plus tendre que ceux que le Ciel fait pour nous :  Mais c'est trop s'arrêter, Jupiter s'en offense.  Au moins n'abuse pas de cette confidence,  Et crains de mon amant le souverain pouvoir. "")",-,0.0
"('#dimas', 'Le Prince est là, Madame, et demande à vous voir. ')",-,0.0
"('#alcmeon', 'Madame pardonnez à mon impatience. ')",-,0.0
"('#semele', 'Quoi, Seigneur, si matin prendre cette licence. ')",-,0.0
"('#alcmeon', ""Par un doute cruel mon coeur est si pressé,  Qu'il veut savoir le coup dont il est menacé :  Je meurs à tout moment dans cette incertitude,  Prenez quelque pitié de mon inquiétude ;  De grâce apprenez-moi quelle ingrate froideur  Change l'heureux destin de ma fidèle ardeur.  On vient de m'assurer qu'on voit naître en votre âme  Le remords d'un adieu favorable à ma flamme :  Depuis que mon amour me retient dans ces lieux  N'ai-je pas fait pour vous ce qu'on fait pour les Dieux ?  C'est de vous aussi bien que du Roi votre père,  Que j'ai reçu l'aveu d'une flamme si chère.  Ai-je arraché ce coeur ? Vous me l'avez donné  Ce coeur, pour qui le mien eut tout abandonné.  Que si pour mériter un don si favorable  J'ignore l'art d'aimer, et de se rendre aimable,  Au moins j'ai dans mon coeur, de quoi vous enflammer,  Si pour se rendre aimable il ne fallait qu'aimer.  Les plus profonds respects, la plus forte tendresse...  Mais je vous parle en vain infidèle Princesse ;  Au désordre inquiet, qui trouble vos appas,  Ingrate je vois bien qu'on ne m'écoute pas. "")",-,0.0
"('#semele', ""Que me sert d'écouter n'ayant rien à répondre ?  Vos reproches sans doute ont de quoi me confondre ;  Je ne puis le nier, je vous aimai Seigneur,  Cependant... "")",-,0.0
"('#alcmeon', 'Achevez, dites-moi quel malheur,  Quel rival me dérobe une amitié si tendre ? ')",-,0.0
"('#semele', ""Prenons un autre temps Seigneur pour vous l'apprendre  Un devoir si pressant... "")",-,0.0
"('#alcmeon', 'Je ne vous quitte point  À moins...')",-,0.0
"('#semele', ""Faut-il Seigneur m'expliquer sur ce pont ! "")",-,0.0
"('#alcmeon', 'Hélas je le vois bien, vous en aimez un autre. ')",-,0.0
"('#semele', ""Oui Seigneur ; et ce n'est ma faute ni la vôtre  Je plains votre malheur, et ce coeur innocent  Vous trahit par l'effort d'un charme tout puissant.  Même je vous dirais, si j'osais vous le dire,  Que de son premier feu ce coeur encore soupire,  Et sent auprès de vous, quand il vous faut quitter... "")",-,0.0
"('#alcmeon', 'Ah Princesse... ')",-,0.0
"('#semele', 'Ah Seigneur gardez de vous flatter.  Si votre fier rival savait que ma faiblesse  Laisse échapper pour vous une ombre de tendresse,  Ce reste de pitié vous deviendrait fatal.')",-,0.0
"('#alcmeon', ""C'est peu de me trahir, on vante mon rival,  On veut que sa puissance étonne ma colère,  Quel est donc ce rival ! "")",-,0.0
"('#semele', ""Seigneur c'est un mystère ;  Les Dieux seuls, et mon coeur ont droit de le savoir. "")",-,0.0
"('#alcmeon', ""Et vous voulez ainsi flatter mon désespoir.  Hélas je le vois bien, ce rival qui se cache,  Pour ma honte et la vôtre est un perfide un lâche ;  Pour vous justifier il paraîtrait au jour,  S'il avait mérité l'honneur de votre amour :  Mais par un sort fatal qui comble ma disgrâce,  Un indigne rival vient de prendre ma place. "")",-,0.0
"('#semele', ""Tout beau Seigneur, craignez ce dangereux rival.  Mais vous vous faites tort en le traitant si mal.  Mais vous devez présumer, qu'alors que je vous quitte,  Ce n'est pas par l'effort d'un plus faible mérite ;  Mais sans autre raison croyez-en ma fierté ;  Nul n'a droit sur ce coeur, s'il ne l'a mérité,  Et puisque ma raison me donne au plus aimable,  Jugez de ce qu'il vaut, s'il vous est préférable :  Blâmez si vous voulez mon coeur de trahison,  Mais faites sur ce choix justice à ma raison. "")",-,0.0
"('#alcmeon', ""Quel qu'il soit, ce rival triomphe dans votre âme,  C'est là qu'il peut braver mon courroux et ma flamme :  Mais nous le connaîtrons ce rival si charmant.  Cependant dites-lui que je suis votre amant,  Et qu'on enlève point, sans coûter bien des têtes,  À des gens comme nous de semblables conquêtes. "")",-,0.0
"('#semele', ""Quand vous le connaîtrez vous perdrez ce courroux :  Il sied mal avec lui de faire le jaloux,  Et si vous me croyez, sachant ce qu'il faut craindre, Vous vous plaindrez fort bas, si vous osez vous plaindre.  Peut-être j'en dis trop et plus que je ne veux,  Quand il faut consoler un amant malheureux :  Mais comme votre amour attend tout de mon père,  Je crains que vous fassiez un éclat téméraire,  Et qu'un rival qui peut du moindre de ses coups...  Le Roi vient : échappons à son premier courroux.  Toi demeure ; je cours où mon amour m'appelle.  À Dircé. "")",-,0.0
"('#alcmeon', ""Vous me voyez frappé d'une atteinte mortelle,  Seigneur, on me trahit ; je viens de tout savoir ;  Un rival en secret m'ôte tout mon espoir. "")",-,0.0
"('#le-roi', 'Ah ! Prince ce soupçon marque trop de faiblesse. ')",-,0.0
"('#alcmeon', 'Je viens de le savoir, Seigneur, de la Princesse. ')",-,0.0
"('#le-roi', ""Quoi vous pourriez avoir un rival dans ma Cour ?  Ma fille veut sans doute éprouver votre amour,  On plutôt l'augmenter par ces fausses alarmes. "")",-,0.0
"('#alcmeon', ""Hélas c'est bien assez du pouvoir de ses charmes. "")",-,0.0
"('#le-roi', 'La fière Sémélé ne fera point de choix  Qui puisse être au-dessous des Princes et des Rois. ')",-,0.0
"('#alcmeon', ""À l'entendre parler du choix qu'elle se donne,  Son mérite est d'un prix plus haut que la Couronne."")",-,0.0
"('#le-roi', ""Il faut donc que ma cour à mes yeux abusés  Cache sous des sujets des Héros déguisés.  Mais en fut-il quelqu'un caché dans cet Empire,  Voudrait-il traverser l'hymen que je désire ? On sait, pour faire à Thèbes un solide repos,  Que voulant allier ce trône avec Argos,  Il faut qu'avecque vous, par un Hymen fidèle,  Sémélé nous assure une paix immortelle :  Un si grand intérêt ne peut être ignoré. "")",-,0.0
"('#alcmeon', ""Cependant mon malheur, n'est que trop assuré. "")",-,0.0
"('#le-roi', ""Je sais bien que ma fille au moins en apparence,  Dans ses premiers désirs marque quelque inconstance ;  Mais parmi les amants cette ombre de froideur  Peut changer le dehors sans aller jusqu'au coeur. "")",-,0.0
