campistron-achille,corneillep-andromede,Score
"('#achille', ""D'une vaine terreur je n'ai plus l'âme atteinte, Va combattre ; le Ciel prendra soin de ton sort, Puisque ton coeur est sans crainte,  Ton bras ne sera que trop fort."")",-,0.0
"('#patrocle', ""Je cours assurer ma mémoire, J'ai tous les sentiments et les soins des Héros, Non, les jours les plus doux passés dans le repos  Ne valent pas un jour marqué part la victoire."")",-,0.0
"('#achille', ""Patrocle va combattre ? Et j'ai pu consentir Qu'il courût aux dangers qui menacent sa vie ? Ah ! Je devais l'empêcher de partir,  Hélas de quels regrets sa mort serait suivie ? Si le sort irrité pour accabler mon coeur Le faisait expirer sous le fer d'un vainqueur. Prévenez justes Dieux, mon désespoir funeste !  Cet ami généreux, est le seul qui me reste,  Conservez ses jours par pitié ! On m'a privé de l'objet que j'adore,  Ce serait trop d'horreur de me priver encore  De l'objet de mon amitié."")",-,0.0
"('#diomede', ""Ne répondrez-vous point aux désirs de la Grèce ? Il faut qu'en sa faveur votre colère cesse,  Elle ne peut sans vous triompher des Troyens ;  En vain nous assiégeons leur Ville,  Nos Dieux sont moins forts que les siens. Sa prise est réservée à la valeur d'Achille,"")",-,0.0
"('#achille', ""De quel emploi vous chargez-vous ? N'espérez pas de fléchir mon courroux, Diomède je veux achever ma vengeance,  Vos Rois et vos Peuples ingrats, Auraient encor pour moi la même indifférence. S'ils n'avaient besoin de mon bras."")",-,0.0
"('#diomede', 'Quoi ! Leur prompt repentir ne peut vous satisfaire ?')",-,0.0
"('#achille', ""Ils ont pris trop de soin d'attirer ma colère."")",-,0.0
"('#diomede', 'Mais, pouvez-vous aimer un si triste séjour, Et languir en ces lieux dans une vie obscure ? Vous ! À qui les Destins promettaient chaque jour Quelque glorieuse aventure.')",-,0.0
"('#achille', ""Malgré mes cruels déplaisirs,  Le Déesse de Cythère  En faveur de Thétis ma mère Interrompt mes regrets, et suspend mes soupirs. Cette charmante déesse Vient en ces lieux tous les jours,  Je vois avec elle sans cesse Les grâces, les plaisirs, les jeux et les amours ;  Leur présence est d'un grand secours Contre la plume sombre tristesse."")",-,0.0
"('#diomede', ""C'est pour servir nos ennemis Qn'on prend ces soins mortels à votre gloire, Songez que de vous seul dépend notre victoire,  Et que tout notre sort en vos mains est remis, Faut-il que votre coeur se livre À l'amour de vains plaisir ? Quelque douceur que l'on goûte à les suivre, Un héros doit former de plus nobles désirs."")",-,0.0
"('#achille', ""La Déesse paraît et déjà sa présence Donne à ces lieux mille beautés, J'admire ses bienfaits, j'admire sa puissance, Trop heureux de jouir sur les bords écartés Des plaisirs innocents qui me l'ont présentée."")",-,0.0
"('#venus', ""J'abandonne les Cieux, je descends sur la Terre : Pour finir de tes maux le déplorable cours, En vain l'injuste sort t'a déclaré la guerre, Espère tout de mon secours. Vous, Divinités aimables, Du plus grand des héros charmés le triste coeur,  Et faites succéder à sa vive douleur Les plaisirs les plus agréables. La Danse de ce Divertissement a été faite par Monsieur de Lestang."")",-,0.0
"('#une-des-graces', ""Grand héros, le Ciel vous est propice, Vos vertus se font rendre justice, Tout conspire aujourd'hui. À finir votre ennui."")",-,0.0
"('#un-plaisir', ""Si l'Amour a causé vos alarmes, Ses faveurs en auront plus de charmes ; Préparez votre coeur Au plus parfait bonheur. La Danse de ce Divertissement a été faite par Monsieur de Lestang."")",-,0.0
"('#deux-graces #un-plaisir', ""Quel mortel osa jamais prétendre Les soins qu'ici nous venons vous rendre ? Qu'il veut le mériter N'a qu'à vous imiter."")",-,0.0
"('#une-des-graces', ""C'est pour vous que Vénus nous appelle,  Profitez de notre ardeur fidèle,  Vous aurez en ces lieux Tous les plaisirs des Dieux."")",-,0.0
"('#un-plaisir', ""C'est en vain que la haine et l'envie Sont d'accord pour troubler votre vie,  Par notre heureux secours Vous en triompherez toujours."")",-,0.0
"('#deux-graces #un-plaisir', 'Puissiez-vous par nos soins favorables Ne passer que des jours agréables ! Est-il rien de si doux Que de vivre avec nous ?')",-,0.0
"('#arcas', 'Ô déplorable coup du sort !')",-,0.0
"('#achille', 'Je frémis parle !')",-,0.0
"('#arcas', 'Patrocle est mort,')",-,0.0
"('#achille', 'Ciel ! Quelle affreuse nouvelle ! Laissez-moi, fuyez de ces lieux, Vos appas, vos concerts, et tous les soins des Dieux Ne sauraient plus calmer ma tristesse mortelle.')",-,0.0
"('#achille #arcas', ""Courons venger cet ami que je perds, Que de sang et de morts tous ces champs soient couverts Que son fier vainqueur périsse ! Je dois à l'amitié ce juste sacrifice. Mânes de ce guerrier dont je pleure le sort,  Je vous promet une prompte vengeance,  J'en atteste des Dieux la suprême puissance,  Je cours chercher Hector, je cours hâter sa mort. Dans l'éternelle nuit son ombre va vous suivre. Ou moi-même aujourd'hui je cesserai de vivre,"")",-,0.0
"('#diomede', ""Puisqu'Achille combat, nous allons triompher Notre victoire est certaine; Cessez de le haïr, hâtez-vous d'étouffer Le malheureux amour qui cause votre haine, Vous devez rendre à ce héros Le charmant objet de sa flamme."")",-,0.0
"('#agamemnon', ""Ah ! S'il faut à ce prix assurer son repos, Dieux ! Qu'il en coûtera de tourments à mon âme !"")",-,0.0
"('#diomede', ""Si vous pouviez fléchir la cruelle beauté, Dont votre coeur est enchanté, J'excuserais une injustice Qui finirait votre sort rigoureux; Mais je dois condamner un funeste caprice, Qui vous rend, tout ensemble injuste et malheureux."")",-,0.0
"('#agamemnon', ""Il est vrai que j'attaque un coeur inexorable, Je ne puis fléchir sa rigueur ; Mais, comptez-vous pour rien la flatteuse douceur De rendre un rival misérable ?"")",-,0.0
"('#diomede', ""Le malheur d'un rival flatte-t-il votre ennui, Quand vous êtes encor plus malheureux que lui ? Rappelez votre courage,  Que la raison vous dégage De vos fatales amours"")",-,0.0
"('#agamemnon', ""Que peut la raison le triste et vain secours Contre les traits vainqueurs d'une beauté cruelle ? Quand l'amour à nos yeux vient l'offrir tous les jours, Avec quelques grâces nouvelles. Ranimons toutefois mon courage abattu, C'est nourrir trop longtemps une vaine tendresse, Surmontons ma faiblesse,  Par un dernier effort digne de ma vertu."")",-,0.0
"('#diomede', ""Achille est triomphant, je le vois qui s'avance Suivi de nos soldats, charmés de sa valeur."")",-,0.0
"('#agamemnon', 'Éloignons-nous, évitons sa présence, Je ne saurais encore répondre de mon coeur.')",-,0.0
"('#le-choeur', 'Guerrier terrible, Soyez toujours invincible, Que vos exploits Fassent trembler tous les rois. Ciel équitable, Sois lui toujours favorable Que son bonheur Soit égal à sa valeur ! Guerrier terrible Soyez toujours invincible ; Que vos exploits Fassent trembler tous les Rois. Quelle allégresse ! Quel triomphe pour la Grèce ! Ses ennemis  Lui seront bientôt soumis. Guerrier terrible Soyez toujours invincible ; Que vos exploits Fassent trembler tous les Rois. La Danse de ce divertissement a été faite par Mr. Pécourt.')",-,0.0
"('#capitaines-grecs', ""Venez tous, à l'envie, secondez notre ardeur Honorez votre heureux défenseur, Célébrez sa victoire, Chantez sa valeur et sa gloire, Que tous nos rois Charmés de ses exploits, Soient soumis à ses lois !"")",-,0.0
"('#le-choeur', ""Suivons, suivons sans cesse Ce héros, ce fameux vainqueur C'est à son bras que la Grèce  Doit sa force et son bonheur. Chantons la valeur et sa gloire Du héros qui nous a sauvé Qu'ils jouissent après sa victoire Des honneurs éclatants à lui seul réservés. Chantons la valeur et la gloire Du héros qui nous a sauvé. De ses heureux travaux chérissons la mémoire, Consacrons-lui des jours qu'il nous a conservés. Chantons la valeur et la gloire Du héros qui nous a sauvé."")",-,0.0
"('#achille', ""Allez, que chacun court où son devoir l'appelle, Vos soins pour moi feraient trop de jaloux, Et de mes ennemis la vengeance cruelle Ne pouvant m'accabler retomberait sur vous."")",-,0.0
"('#arcas', ""Venez, marchez, sans défiance, Les grecs vous ont donné leur foi Achille est généreux, craignez moins sa présence Et qu'une juste espérance succède à votre effroi."")",-,0.0
"('#priam', ""Restes infortunés du plus beau sang du monde, Polixène, ma fille et vous, veuve d'Hector, Mêlez vos pleurs aux miens, et s'il se peut encor Que tout redouble ici notre douleur profonde."")",-,0.0
"('#priam #andromaque #polixene', 'Puissions-nous attendrir le coeur De ce superbe vainqueur !')",-,0.0
"('#priam', ""Vous voyez, guerrier indomptable Un roi qui fut longtemps le plus puissant des rois ; C'est ce même Priam, qui tenait sous ses lois Des Troyens renommés, l'empire redoutable; C'est lui, que le dernier de vos fameux exploits Vient de rendre plus misérable, Qui ne fut heureux autrefois."")",-,0.0
"('#achille', ""Le sort ne peut changer l'auguste caractère, Dont les Dieux vous ont revêtu. Je le respecte en vous, je plains votre vertu, Je sens expirer ma colère, Je cesse de haïr mes plus grands ennemis, Sitôt que je les vois, ou vaincus ou soumis."")",-,0.0
"('#andromaque', ""J'ai perdu mon époux dans un combat funeste, Votre valeur me l'a ravi ; Mon amour, chez les morts, l'aurait déjà suivi, Sans les soins que je dois au seul fils qui me reste. Vous le savez, Dieux que j'atteste! Au sort de cet enfant, mon sort est asservi ; Je l'ai perdu cet époux que j'adore, Et pour comble d'horreur, je sais qu'il est encore Indignement privé, par des ordres cruels D'un droit, que le trépas donne à tous les mortels : Souffrez que je le rende aux murs qui l'ont vu naître, Qu'un superbe tombeau fasse du moins connaître La splendeur de son sang, son sort, et mon amour. Ce tombeau servira de temple à votre gloire, Puisque tout l'avenir y verra, quelque jour, L'histoire de nos maux, et de votre victoire."")",-,0.0
"('#achille', 'Quels regrets ! Quels tristes accents ! Dieux ! Que la douleur est tendre ! Que ses soupirs sont puissants ! Que je souffre à les entendre !')",-,0.0
"('#priam', ""Par vos sacrés aïeux ; par le nom de Thétis, Laissez-moi recueillir les cendres de mon fils. Pour m'accorder la grâce que j'espère, Souvenez-vous de votre père, Et songez quel amour il eût toujours pour vous Je sentais pour mon fils une égale tendresse ; Ah ! Jugez par l'excès de cet amour si doux Quel doit être aujourd'hui l'excès de ma tristesse."")",-,0.0
"('#polixene', ""Que pourrais-je espérer du secours de mes pleurs, Si mon père et ma soeur vous trouvent inflexible ! Si vous méprisez leurs douleurs, À mes plaintes, hélas ! Serez-vous plus sensible ? Sorti du sang des Dieux, imitez leur bonté, À nos soupirs rendez-vous favorable, N'augmentez point l'excès de notre adversité Par un refus impitoyable."")",-,0.0
"('#achille', ""Que peut-on refuser au pouvoir de vos yeux ? Vous pouvez tout en ces lieux. Rassurez-vous calmez la douleur qui vous presse, Emportez dans vos murs, ce héros glorieux, Ne craignez point les efforts de la Grèce, J'arrêterai ses desseins furieux : Suivez l'ardeur qui vous anime, Rien ne vous troublera dans ce soin légitime : Je ne vais songer désormais Qu'à vous donner une éternelle paix."")",-,0.0
"('#achille', ""C'en est fait, cher Arcas, j'adore Polixène, Quoiqu'il en coûte enfin, je veux la posséder ; C'est toi que j'ai choisi, pour aller demander, Cours à Troie, il est temps de soulager ma peine."")",-,0.0
"('#arcas', ""Son père, à votre amour, voudra-t-il l'accorder ?"")",-,0.0
"('#achille', ""Il sera trop heureux de me donner sa fille, Et de me voir devenir son époux ; L'amitié, que ce noeud fera naître entre nous, Soutiendra désormais son trône et sa famille."")",-,0.0
"('#arcas', ""Juste Ciel ! Des Troyens vous devenez l'appui ? Loin de les accabler, vous voulez les défendre."")",-,0.0
"('#achille', ""Contre un peuple abattu, que pourrais-je entreprendre, Après ce que mon bras vient de faire aujourd'hui ? Hector seul méritait la gloire De mourir par mes coups, Le reste des Troyens après cette victoire Est indigne de mon courroux."")",-,0.0
"('#achille', ""Quand après un cruel tourment, L'hymen succède Aux tendre désirs d'un amant, Que le trouble qui précède Ce bien heureux moment Est doux et charmant! Mais, on vient en ces lieux, ma surprise est extrême ! C'est Agamemnon lui-même."")",-,0.0
"('#agamemnon', ""Je ne saurais plus longtemps Conserver contre vous mes chagrins et ma haine, Après vos exploits éclatants, Un mouvement plus doux près de vous me ramène : Avec les jours d'Hector nos périls sont passés, Troie a perdu la bras qui pouvait la défendre."")",-,0.0
"('#achille', ""J'ai fait mon devoir, c'est assez, Vous n'avez point de grâces à mes rendre : Je n'ai point crû servir ceux qui m'ont outragé, Et c'est Patrocle seul que mon bras a vengé."")",-,0.0
"('#agamemnon', 'Votre colère dure encore, Elle éclate dans vos discours : Il faut, pour en finir le cours, Vous rendre la beauté qui vous aime toujours, Et que votre coeur adore. Venez, charmant objet, revoyez votre amant.')",-,0.0
"('#achille', 'Ah Ciel ! Ma raison cède à mon étonnement.')",-,0.0
"('#agamemnon', ""Mes respects, mes soupirs, les marques de ma flamme N'ont fait qu'allumer son courroux ; Ses constantes rigueurs m'ont appris que son âme Ne peut brûler que pour vous."")",-,0.0
"('#diomede', ""Jouissez du bonheur que l'amour vous présente, Que votre ardeur s'augmente De moment en moment ! Que c'est un plaisir charmant, Après une absence cruelle, De retrouver sa maîtresse fidèle !"")",-,0.0
"('#briseis', ""Quel triste accueil, Dieux ! Qu'est-ce que je vois? Suis-je encor Briseis ? N'êtes-vous plus Achille ? Pouvez vous me revoir, et demeurer tranquille ? Qu'est devenu l'amour dont vous brûliez pour moi ? Vous ne répondez point ?..."")",-,0.0
"('#achille', 'Hélas !')",-,0.0
-,"('#melpomene', ""Arrête un peu ta course impétueuse : Mon théâtre, Soleil, mérite bien tes yeux ; Tu n'en vis jamais en ces lieux La pompe plus majestueuse : J'ai réuni, pour la faire admirer, Tout ce qu'ont de plus beau la France et l'Italie ; De tous leurs arts mes soeurs l'ont embellie : Prête-moi tes rayons pour la mieux éclairer. Daigne à tant de beautés, par ta propre lumière, Donner un parfait agrément, Et rends cette merveille entière En lui servant toi-même d'ornement."")",0.0
-,"('#soleil', ""Charmante muse de la scène, Chère et divine Melpomène, Tu sais de mon destin l'inviolable loi : Je donne l'âme à toutes choses, Je fais agir toutes les causes ; Mais quand je puis le plus, je suis le moins à moi ; Par une puissance plus forte Le char que je conduis m'emporte : Chaque jour sans repos doit et naître et mourir. J'en suis esclave alors que j'y préside ; Et ce frein que je tiens aux chevaux que je guide Ne règle que leur route, et les laisse courir."")",0.0
-,"('#melpomene', ""La naissance d'Hercule et le festin d'Atrée T'ont fait rompre ces lois ; Et tu peux faire encore ce qu'on t'a vu deux fois Faire en même contrée. Je dis plus : tu le dois en faveur du spectacle Qu'au monarque des lis je prépare aujourd'hui ; Le ciel n'a fait que miracles en lui : Lui voudrais-tu refuser un miracle ?"")",0.0
-,"('#soleil', ""Non ; mais je le réserve à ces bienheureux jours Qu'ennoblira sa première victoire : Alors j'arrêterai mon cours, Pour être plus longtemps le témoin de sa gloire. Prends cependant le soin de le bien divertir, Pour lui faire avec joie attendre les années Qui feront éclater les belles destinées Des peuples que son bras lui doit assujettir. Calliope ta soeur déjà d'un oeil avide Cherche dans l'avenir les faits de ce grand roi, Dont les hautes vertus lui donneront emploi Pour plus d'une Illiade et plus d'une Énéide."")",0.0
-,"('#melpomene', ""Que je porte d'envie à cette illustre soeur, Quoique j'aie à craindre pour elle Que sous ce grand fardeau sa force ne chancelle ! Mais quel qu'en soit enfin le mérite et l'honneur, J'aurai du moins cet avantage, Que déjà je le vois, que déjà je lui plais, Et que de ses vertus, et que de ses hauts faits Déjà dans ses pareils je lui trace une image. Je lui montre Pompée, Alexandre, César, Mais comme des héros attachés à son char ; Et tout ce haut éclat où je les fais paraître Lui peint plus qu'ils n'étaient, et moins qu'il ne doit être."")",0.0
-,"('#soleil', ""Il en effacera les plus glorieux noms, Dès qu'il pourra lui-même animer son armée ; Et tout ce que d'eux tous a dit la renommée Te fera voir en lui le plus grand des Bourbons. Son père et son aïeul tous rayonnants de gloire, Ces grands rois qu'en tous lieux a suivis la victoire, Lui voyant emporter sur eux le premier rang, En deviendraient jaloux s'il n'était pas leur sang. Mais vole dans mon char, muse ; je veux t'apprendre Tout l'avenir d'un roi qui t'est si précieux."")",0.0
-,"('#melpomene', ""Je sais déjà ce qu'on doit en attendre, Et je lis chaque jour son destin dans les cieux."")",0.0
-,"('#soleil', ""Viens donc, viens avec moi faire le tour du monde ; Qu'unissant ensemble nos voix, Nous fassions résonner sur la terre et sur l'onde Qu'il est et le plus jeune et le plus grand des rois."")",0.0
-,"('#melpomene', ""Soleil, j'y vole ; attends-moi donc, de grâce."")",0.0
-,"('#soleil', ""Viens, je t'attends, et te fais place. Mélpomène vole dans le char du soleil, et y ayant pris place auprès de lui, ils unissent leurs voix, et chantent cet air à la louange du roi. Le dernier vers de chaque couplet est répété par le choeur de la musique."")",0.0
-,"('#melpomene #soleil', 'Cieux, écoutez ; écoutez, mers profondes ; Et vous, antres et bois, Affreux déserts, rochers battus des ondes, Redites après nous d\'une commune voix : "" Louis est le plus jeune et le plus grand des rois. "" La majesté qui déjà l\'environne Charme tous ses François ; Il est lui seul digne de sa couronne ; Et quand même le ciel l\'aurait mise à leur choix, Il serait le plus jeune et le plus grand des rois. C\'est à vos soins, reine, qu\'on doit la gloire De tant de grands exploits ; Ils sont partout suivis de la victoire ; Et l\'ordre merveilleux dont vous donnez ses lois Le rend et le plus jeune et le plus grand des rois.')",0.0
-,"('#soleil', ""Voilà ce que je dis sans cesse Dans tout mon large tour. Mais c'est trop retarder le jour ; Allons, muse, l'heure me presse, Et ma rapidité Doit regagner le temps que sur cette province, Pour contempler ce prince, Je me suis arrêté. Le Soleil part avec rapidité, et enlève Melpomène avec lui dans son char pour aller publier ensemble la même chose au reste de l'univers."")",0.0
-,"('#cassiope', ""Généreux inconnu, qui chez tous les monarques Portez de vos vertus les éclatantes marques, Et dont l'aspect suffit à convaincre nos yeux Que vous sortez du sang ou des rois ou des dieux, Puisque vous avez vu le sujet de ce crime Que chaque mois expie une telle victime, Cependant qu'en ce lieu nous attendrons le roi, Soyez-y juste juge entre les dieux et moi. Jugez de mon forfait, jugez de leur colère ; Jugez s'ils ont eu droit d'en punir une mère, S'ils ont dû faire agir leur haine au même instant."")",0.0
-,"('#persee', ""J'en ai déjà jugé, reine, en vous imitant ; Et si de vos malheurs la cause ne procède Que d'avoir fait justice aux beautés d'Andromède, Si c'est là ce forfait digne d'un tel courroux, Je veux être à jamais coupable comme vous. Mais comme un bruit confus m'apprend ce mal extrême, Ne le puis-je, madame, apprendre de vous-même, Pour mieux renouveler ce crime glorieux Où soudain la raison est complice des yeux ?"")",0.0
