chevalier-amours-de-calotin,palaprat-le-muet,Score
"('#le-baron', ""Vous aimez la méthode De vous souffrir railler toujours sur chaque mode: Qu'un Molière sans cesse en vos habillements Vous fasse les objets de tous ces bernements ; Et que quand nous avons quelques modes jolies, Il les fasse passer toutes pour des folies. Oui, vous aimez cela, car pour vous voir berner, Vous n'avez pas assez d'argent pour luy donner. Quand je vous dis : Allons à l'Hôtel de Bourgogne, Vous recevez ces mots ainsi qu'une vergogne Et me dites d'abord : Moi rarement je vais À l'Hôtel de Bourgogne, à l'Hôtel du Marais, Ma satisfaction n'est jamais plus entière Qu'alors que je me vois chez l'illustre Molière."")",-,0.0
"('#le-marquis', ""Des divertissements c'est aussi le seul but."")",-,0.0
"('#le-baron', ""Hors Molière, pour vous il n'est point de salut, Tous les autres auteurs vous sont insupportables, Les Corneilles auprès sont auteurs détestables, Ce qu'ils mettent au jour est par trop sérieux, Et bien loin de vous plaire, ils vous sont ennuyeux Peut-on voir, dites-vous, une pièce parfaite, Comme celle où l'on voit Alain avec Georgette ? Mais raisonnant ainsi, messeigneurs les benêts, C'est passer pour autant d'Alains et de Georgets."")",-,0.0
"('#le-marquis', ""Mais, Baron, tu te vas ériger en folâtre, Si l'on te voit blâmer ce foudre de théâtre, Cet auteur si fertile en ouvrages puissants, Qu'on le nomme en tous lieux la merveille du temps ; Et pour te faire voir sa valeur infinie, Il tire quatre parts dedans sa Compagnie : Enfin c'est un esprit au dessus de l'humain."")",-,0.0
"('#le-baron', ""Je sais qu'il fait venir l'eau dedans le moulin, Et même que sans craindre être au rang des profanes Il vous y fait passer joliment pour des ânes. Dieu me damne, Marquis, ce célèbre garçon Sait dauber le prochain de la bonne façon."")",-,0.0
"('#le-marquis', ""Ton obstination, cher Baron, est extrême. Sais-tu que la satyre est la cause qu'on l'aime ? Comme il sait étaler nos défauts à nos yeux, Nous pouvons, les voyant, nous en corriger mieux. Ainsi quand ce savant prononce une parole, Ce doit être pour nous une éternelle école."")",-,0.0
"('#le-baron', ""Ce grand maître d'école a beaucoup d'écoliers Dont il sait, les raillant, attraper les deniers ; Et tandis que le monde est sa dupe et sa buse, En lui-même il se dit : prends-les, je les amuse. Pour moi, je vous promets qu'il ne m'y prendra pas ; Si l'on m'y peut trouver, qu'on m'y casse les bras."")",-,0.0
"('#le-marquis', ""Pour moi, je suis ravi lorsque je vois paraître Un esprit qui s'efforce à se faire connaître. S'il nous raille, il nous sait railler si galamment, Que ce nous est à tous un divertissement. Mais je suis sûr qu'à tort on se le persuade, Que cette vision vient d'un esprit malade, Et que jamais Molière en traitant son sujet, Ne fit dessein d'avoir la Cour pour son objet ; Et tant que je pourrai je verrai ce grand homme."")",-,0.0
"('#le-baron', ""Moi, si je le vais voir, je veux bien qu'on m'assomme ; Vous aimez qu'on vous berne en donnant votre argent, Et moi je n'aime pas que l'on m'en fasse autant."")",-,0.0
"('#le-marquis', ""Baron, sur ce sujet n'ayons point de querelle; Mais je crains qu'on ne voie une pièce nouvelle Sur ta façon d'agir, si l'on la peut savoir."")",-,0.0
"('#le-baron', ""Et moi je ne crains pas en ce lieu de la voir Et s'il faut par hasard que quelque auteur la fasse, Elle ne sera pas exposée à ma face, Puisque si nous n'allons, vous, ni moi, qu'en ces lieux, Nous ne nous verrons point taquiner à nos yeux. La comédie ici me paraît aussi bonne ; Ils la font aussi bien et ne raillent personne ; Si bien qu'on la peut voir sans se mortifier."")",-,0.0
"('#le-marquis', ""On m'a parlé pourtant d'un certain Chevalier, Qui parfois dans ses vers."")",-,0.0
"('#le-baron', ""Il se mêle d'écrire, Mais on ne le voit point mêler de la satire ; Il ne drape personne en tout ce qu'il écrit."")",-,0.0
"('#le-marquis', ""C'est donc assurément qu'il n'en a pas l'esprit; Car sois certain, Baron, que s'il le pouvait faire, Il le ferait, sachant que c'est ce qui sait plaire."")",-,0.0
"('#le-chevalier', ""Une chaise, l'ami ; commence-t-on bientôt ?"")",-,0.0
"('#le-portier', ""Sans chaise vous pouvez vous placer comme il faut ; Vous avez là des bancs où l'on est à son aise."")",-,0.0
"('#le-chevalier', ""Et moi je n'en veux point, qu'on me donne une chaise."")",-,0.0
"('#le-portier', ""L'on y va. De l'argent, Monsieur, car je m'en vais."")",-,0.0
"('#le-chevalier', 'Tu te railles, mon cher, je ne paye jamais ; Apprends à me connaître.')",-,0.0
"('#le-portier', ""Hé bien, avant qu'on sorte~ Si vous ne me payez, que le diable m'emporte."")",-,0.0
"('#le-chevalier', 'Ah ! Marquis, te voilà.')",-,0.0
"('#le-marquis', ""C'est donc toi, Chevalier ; Et que faisais-tu là ?"")",-,0.0
"('#le-chevalier', ""Ce faquin de portier Qui se met en courroux, qui tempête et qui peste, De ce que j'ai voulu sur l'heure avoir mon reste : Hé, n'est-ce pas assez lorsque l'on paye bien ?"")",-,0.0
"('#le-marquis', ""Rend-on le reste ici lorsqu'on ne donne rien ?"")",-,0.0
"('#le-chevalier', 'Quoi, rien! il est content.')",-,0.0
"('#le-baron', ""Je crois qu'il le peut être, Si c'est payer, que dire : Apprends à me connaître."")",-,0.0
"('#le-chevalier', ""Ah ! C'est toi, cher Baron, hé qui te croyait là ?"")",-,0.0
"('#le-baron', ""Moi, je m'y crois sans doute, et puisque m'y voilà, Bonjour."")",-,0.0
"('#le-marquis', 'Que fis-tu hier ?')",-,0.0
"('#le-chevalier', ""Sombre et mélancolique, Pour me déchagriner, je fus voir la critique, Où je trouvai moyen de chasser mon ennui. Ce diable de Molière entraîne tout chez lui, Tout y crevait de peuple, et fort peu, je t'assure, Se purent exempter des traits de sa censure ; Il critiqua tous ceux qui l'avaient critiqué, Et se moqua de qui de lui s'était moqué. Ceux qui s'étaient raillé de l'Ecole des femmes, Se voyaient là chanter fort joliment leurs gammes. Quelqu'un de l'assemblée en paraissait content, Mais bien d'autres aussi riaient en enrageant ; Et tel criait tout haut que c'était des merveilles, Qui s'entendait dauber de façons sans pareilles. Moi qui n'en avais dit jamais ni bien, ni mal, J'envisageais cela d'un plaisir sans égal, Voyant que les objets d'une telle satire Ne savaient s'ils devaient ou se fâcher, ou rire. Ce qui plus me charma, c'est qu'en ces entretiens Il berna les auteurs, et les comédiens, Et je les voyais là faire fort bon visage, Quoi qu'au fond de leur âme ils fussent pleins de rage. Admirez cependant comme quoi cet esprit Sait nous amadouer alors qu'il nous aigrit : Pour nous montrer combien son adresse est extrême, Nous donnèrent en suivant dans le tarte à la crème ; Afin que si quelqu'un s'en était mutiné, On vit que le berneur lui-même était berné : De sorte que chacun voyant son industrie, Tourna, quoique fâché, tout en galanterie, Et demeura d'accord, que pour plaire aujourd'hui, Il faut être Molière, ou faire comme lui."")",-,0.0
"('#le-marquis', 'Ah ! Comte, je te vois.')",-,0.0
"('#le-comte', ""Ici je me transporte Pour te voir, ayant vu ta calèche à la porte, Si bien que je pourrai, contentant mon désir, Du divertissement prendre encor le plaisir. Mais avant qu'on commence ici la comédie, Il faut que je te conte une histoire jolie, Dont Molière à causé la conversation, Et digne assurément de ton attention. Dernièrement étant à la contre-critique, Je reçus là, Marquis, un plaisir angélique. Comme de notre peintre on faisait le Portrait, Et que l'on le croyait tirer là trait pour trait, Tu sauras que lui-même en cette conjoncture Était présent alors que l'on fit sa peinture ; De sorte que ce fut un charme sans égal, De voir et la copie, et son original. On prit par tous endroits son École des femmes, Où pour la critiquer, quelqu'une de ces dames Alla dans ce moment appliquer tout son choix À l'endroit de la soupe où l'on trempe les doigts ; Puis de là ces Messieurs, d'une satire extrême, Donnèrent en suivant dans la Tarte à la crème ; Et le plus enjoué qu'ils drapèrent après, Ce fut celui du Le, ce charmant Le d'Agnès. Quoi n'est-ce pas malice à nulle autre seconde, D'oser blâmer ce Le, ce délice du monde ? Ce n'est pas encor tout, ils blâmèrent l'auteur Des pièces dont il a réveillé l'auditeur, Et de cette façon dont Alain et Georgette S'appellent l'un et l'autre, et que drapa le poète. Ce qui fut plus plaisant, c'est qu'un certain d'entre eux Dit que la pièce était un poème sérieux ; Que bien loin que ce fut une pièce comique, Qu'il ne s'en pouvait voir aucune plus tragique : Les autres de ce point ne restant pas d'accord, Il leur dit là-dessus: Le petit chat est mort, Et soutient hautement que c'était tragédie, Puisque le petit chat avait perdu la vie. Ayant de notre peintre attaqué la vertu, Quelqu'un lui demanda : Molière, qu'en dis-tu Lui répondit d'abord, de son ton agréable : Admirable, morbleu ! du dernier admirable ; Et je me trouve là tellement bien tiré, Qu'avant qu'il soit huit jours, certes, j'y répondrai."")",-,0.0
"('#le-baron', ""Mais l'on m'a dit à moi, qu'il fit à quelques dames La réponse qu'il fait à l'École des femmes, Lorsqu'il n'en riait pas assez à leur avis, Il leur dit : Moi j'en ris tout autant que je puis."")",-,0.0
"('#le-comte', ""Tu sauras que depuis cet illustre Molière Les a tous ajustés de la bonne manière, Et cet esprit en soi qui n'a rien que de haut, A su tailler beaucoup de besogne à Boursault."")",-,0.0
"('#le-chevalier', ""Moi, je sais bien où tend toute cette satire, Ces Messieurs n'ont dessein que de nous faire rire, Et quand vous les voyez se faire à qui pis pis, Ce n'est que pour avoir notre demi-louis."")",-,0.0
"('#le-portier', 'Monsieur, un gentilhomme est là qui vous demande.')",-,0.0
"('#le-comte', ""Marquis, pour lui parier il faut que je descende : Si je ne pouvais pas revenir en ce lieu, Je prends congé de toi jusqu'à ce soir."")",-,0.0
"('#le-marquis', 'Adieu.')",-,0.0
"('#le-baron', 'Puisque quand il vous joue, il fait tant de merveilles, Sans doute il vous plairait, vous coupant les oreilles. Ah ! Pauvres abusés.')",-,0.0
"('#le-chevalier', 'Quoi ! Ne fait-il pas bien ?')",-,0.0
"('#le-marquis', ""Dessus cet obstiné tu ne gagneras rien ; Car en tout et partout Molière il désapprouve, Et périra plutôt que chez lui l'on le trouve."")",-,0.0
"('#le-chevalier', ""D'où vient que tu te veux ce plaisir dérober ?"")",-,0.0
"('#le-baron', ""C'est que je n'aime pas à m'entendre dauber. Entendez-vous, Messieurs ? Finissons ce langage."")",-,0.0
"('#le-chevalier', ""Nous n'en parlerons pas, cher Baron, davantage; Suffit que nous sachions que cela te déplaît. La pièce d'aujourd'hui sais-tu point quelle elle est, Et quel en est l'auteur ?"")",-,0.0
"('#le-baron', 'Chevalier.')",-,0.0
"('#le-chevalier', 'Sans scandale, Je crois que cet auteur est un auteur de balle.')",-,0.0
"('#le-baron', 'Si ton opinion te le fait croire ainsi, Dis-moi, que prétends-tu venir chercher ici ?')",-,0.0
"('#le-chevalier', ""Ayant vu dans l'affiche une pièce nouvelle, Je viens voir ce que c'est."")",-,0.0
"('#le-baron', 'Elle peut être belle, Et nous bien divertir.')",-,0.0
"('#le-marquis', ""Je n'en crois rien ; ma foi."")",-,0.0
"('#le-chevalier', 'Pour une comédie, hors Molière, crois-moy.')",-,0.0
"('#le-baron', ""Voilà de nos Messieurs dont l'âme prévenue Blâme une comédie avant que l'avoir vue. Si d'une de Molière on vous donnait l'espoir, Vous la croiriez fort belle, avant que de la voir."")",-,0.0
"('#le-marquis', 'On le peut, ayant vu de lui des coups de maître.')",-,0.0
"('#le-baron', ""Mais ne blâmez donc rien sans l'avoir vu paraître. Cet auteur n'a-t-il pas un esprit comme lui ? Et ne vous peut-il pas faire voir aujourd'hui, Quand sans sujet sur lui votre blâme se porte, Que vous ôtes des fous de parler de la sorte ?"")",-,0.0
"('#le-marquis', ""Comme il n'a pas encor de réputation, Ne peut-on pas errer dedans l'opinion ?"")",-,0.0
"('#le-baron', ""N'allez donc pas si vite où votre sens abonde."")",-,0.0
"('#le-chevalier', ""Mais je crois qu'ils auront aujourd'hui quelque monde, Voyant que l'on se fait plusieurs places garder."")",-,0.0
"('#le-marquis', 'Mais pour qui pourrait-ce être ?')",-,0.0
"('#le-baron', 'Il le faut demander. Laquais, dis-nous pour qui tu gardes cette place ?')",-,0.0
"('#le-laquais', ""Messieurs, c'est pour Monsieur_le_Baron de la Crasse."")",-,0.0
"('#le-chevalier', 'Quoi celui qui se sut si bien tondre à la Cour ?')",-,0.0
"('#le-laquais', 'Lui-même.')",-,0.0
"('#le-marquis', 'Chevalier, nous rirons en ce jour. Et celle-la, pour qui ?')",-,0.0
"('#un-autre-laquais', 'Pour Monsieur de la Souche.')",-,0.0
"('#le-baron', 'Pour rire tout ton saoul, prépare-toi, ma bouche. Et ces deux autres là ? Nous allons voir beau jeu.')",-,0.0
"('#le-laquais', ""C'est pour Madame_la_Comtesse de Beaulieu, Et puis pour Monsieur_le_Marquis de Mascarille, Qui l'amène en ces lieux à cause de sa fille."")",-,0.0
"('#le-baron-de-la-crasse', ""Villeneuve, quelqu'un ?"")",-,0.0
"('#le-marquis-de-mascarille', ""Holà ! L'ami Clément ?  Ouvre-nous notre loge."")",-,0.0
"('#clement', 'Oui, tout présentement.')",-,0.0
"('#le-baron-de-la-crasse', 'Dis-moi, la comédie est-elle commencée ?')",-,0.0
"('#clement', 'Non pas encor, Monsieur.')",-,0.0
"('#le-marquis-de-mascarille', 'Vous vous estes pressée; Madame, de venir, mais quoi, nous y voici.')",-,0.0
"('#la-comtesse', ""Si l'on nous fait languir, que ferons-nous ici ? Justes Dieux quel chagrin."")",-,0.0
"('#le-baron-de-la-crasse', ""Cessez d'être alarmées, Les chandelles déjà sont toutes aHumées, Et l'on va commencer dans un petit moment."")",-,0.0
"('#le-baron', 'Nous vous attendions tous fort impatiemment, Madame_la_Comtesse.')",-,0.0
"('#le-chevalier', 'Ah ! Baron de la Crasse.')",-,0.0
"('#le-baron-de-la-crasse', ""Marquis de Mascarille, il faut que je t'embrasse."")",-,0.0
"('#le-chevalier', ""Mais qui te croyait voir en ce lieu de retour, Après tous les serments qu'on te vis faire un jour ; Qu'on ne te reverrait à la Cour de ta vie ?"")",-,0.0
"('#le-baron-de-la-crasse', 'Je ne viens en ces lieux que pour la comédie ; Pour la Cour, serviteur.')",-,0.0
"('#le-marquis', ""Mais je suis étonné Que Molière chez lui ne t'ait pas entraîné, Ou bien que tu ne sois à l'Hôtel de Bourgogne."")",-,0.0
"('#le-marquis-de-mascarille', 'Molière drape trop.')",-,0.0
"('#le-premier-baron', 'Il donne sur la trogne.')",-,0.0
"('#le-baron-de-la-crasse', ""Poisson m'ayant joué comme il le fit un jour, On me verra chez eux aussi peu qu'à la Cour, Et le Marais tout seul est mon lieu de plaisance."")",-,0.0
"('#le-moucheur-de-chandelles', ""Jouez vite, Messieurs, afin que l'on commence."")",-,0.0
"('#le-baron-de-la-crasse', 'Page, commence-t-on bientôt la comédie ?')",-,0.0
"('#rosette', ""Nous l'allons commencer."")",-,0.0
"('#le-marquis-de-mascarille', ""La plaisante saillie ! Je crois que nous allons être bien satisfaits. Écoutons, s'il vous plaît, ce page et ce laquais."")",-,0.0
"('#rosette', ""Je veux que l'on me tonde en Baron de la Crasse, Si dessous cet habit vous n'avez bonne grâce."")",-,0.0
"('#le-baron-de-la-crasse', ""Comment, à nous dauber on commence déjà ? Ouvreur de loge, à moi ! Holà ! Quelqu'un, holà ! Si je demeure ici, je veux bien qu'on m'étrille."")",-,0.0
"('#climene', ""Je m'imagine ouïr Monsieur de Mascarille, Alors que dans sa chaise il faisait tant de bruit."")",-,0.0
"('#le-marquis-de-mascarille', ""Comment diable, en tous lieux la satire nous suit; Nous n'osons nous montrer, ni même ouvrir la bouche."")",-,0.0
"('#rosette', 'Ils caquettent autant que Monsieur de la Souche.')",-,0.0
"('#monsieur-de-la-souche', ""Quoi donc ! À notre barbe on nous maltraite ainsi ? Ouvre-nous promptement, que nous sortions d'ici."")",-,0.0
"('#l-ouvreur-de-loges', 'Je suis à vous, Messieurs.')",-,0.0
"('#le-baron-de-la-crasse', ""Peste soit la canaille ! Auteurs, comédiens, sont des vrais rien qui vaille. Après qu'ils sont tous sortis."")",-,0.0
"('#climene', 'Tout est calme, voyons si nous commencerons.')",-,0.0
"('#rosette', ""Ce sont là que je crois quelqu'uns de nos Barons, De ces fous que l'on voit qui haïssent Molière, Et ne le peuvent voir en aucune manière."")",-,0.0
"('#le-chevalier', ""Qu'en dis-tu, cher Baron ? Cela s'adresse à toi."")",-,0.0
"('#le-baron', ""Ce que j'en dis ? Je dis que je m'en vais, ma foi."")",-,0.0
"('#le-marquis', 'Demeure.')",-,0.0
"('#le-baron', ""Demeurez, qu'on vous y chante pouille ; Moi, si j'y reste plus, je veux qu'on m'y dépouille."")",-,0.0
"('#le-marquis', ""II faut être bien fou, pour s'en aller ainsi."")",-,0.0
"('#le-chevalier', ""Ma foi, je suis d'avis de m'en aller aussi."")",-,0.0
"('#le-marquis', ""Pour éloigner de nous l'humeur mélancolique Allons voir l'Impromptu, ou la Contre-critique."")",-,0.0
"('#climene', ""Rosette, nous avons trouvé l'invention De sortir à la fin de la religion."")",-,0.0
"('#rosette', ""Mais, Climène, sachez que c'est bien entreprendre, Que d'avoir fait ce tour, pour aller voir Tersandre, Et qu'on vous blâmera sûrement sur ce point."")",-,0.0
"('#climene', ""Alors qu'on aime bien, qu'est-ce qu'on ne fait point ?"")",-,0.0
"('#rosette', ""Mais qu'est-il de besoin d'être en cet équipage ? Vous vêtue en laquais, et moi vêtue en page ?"")",-,0.0
"('#climene', ""Comme Tersandre m'aime, et que je l'aime aussi, J'ai voulu, pour le voir, nous travestir ainsi, Afin qu'en son logis où nous allons paraître, Lui, ni qui que ce soit, ne nous puisse connaître ; Car mon père sachant quelle est ma passion, Et ne nous trouvant plus dans la religion, Viendra, sans consulter, nous chercher chez Tersandre, Croyant nous y trouver, afin de nous y prendre : Mais ne nous y voyant qu'en ce déguisement, Il ne nous connaîtra jamais assurément."")",-,0.0
"('#rosette', 'Quel est votre dessein par cette brusquerie ?')",-,0.0
"('#climene', ""D'empêcher, s'il se peut, qu'un père le marie; Et comme il le prétend marier malgré lui, Pour détourner ce coup, je m'employe aujourd'hui."")",-,0.0
"('#rosette', 'Mais pour nous introduire, est-il quelque artifice ?')",-,0.0
"('#climene', ""Il ne nous faut qu'aller offrir à son service, Et comme il a besoin d'un page et d'un laquais, Il nous acceptera, nous voyants si bien faits."")",-,0.0
"('#rosette', 'Et qui nous servira de parent, ou de père, Pour nous offrir ?')",-,0.0
"('#climene', 'Je sais les moyens de le faire.')",-,0.0
"('#rosette', ""Nous entreprenons là des projets bien puissants, Et ce ne sont pas là, comme on dit, jeux d'enfants Mais avant que chez lui je fisse mon entrée, Me deviez-vous vêtir ainsi de sa livrée ?"")",-,0.0
"('#climene', 'Les Pages, la plupart se présentent ainsi.')",-,0.0
"('#rosette', 'Et vous, comment entrer ?')",-,0.0
"('#climene', ""Laissez-m'en le souci."")",-,0.0
"('#rosette', 'Mais vous mettre Laquais, quelle étrange disgrâce')",-,0.0
"('#climene', ""Il n'est point en amour d'action qui soit basse. Si pour être Laquais j'applique tous mes soins, C'est que dans cet état on me connaîtra moins; Et la condition passant pour la dernière, Aucun ne me croira mise en cette manière."")",-,0.0
"('#rosette', ""Je trouve ce dessein tellement surprenant, Que je m'imagine être à Carême-prenant, Nous déguisant ainsi."")",-,0.0
"('#climene', ""J'avouerai qu'étant fille, Je ne croyais pas être un jour porte-mandille, Et que l'on me verrait dans un habillement Où la méchanceté loge ordinairement."")",-,0.0
"('#rosette', ""Oui, car qui dit laquais, c'est à dire une graine Plus maligne cent fois que la fièvre quartaine : Mais un page, Madame, est d'une autre valeur."")",-,0.0
"('#climene', 'Pour moi je ne sais pas qui des deux est meilleur.')",-,0.0
"('#rosette', ""Mais ne craignez-vous point que notre ami Molière Ne nous chapitre un jour dessus cette matière ? Et s'il vient à savoir nos petits incidents, Qu'il ne nous mette pas en de fort beaux draps blancs ? S'il apprend les emplois dont le destin nous charge, Il nous en donnera tout du long et du large."")",-,0.0
"('#climene', 'Rosette, ne crains rien, quand même il saurait tout, Je ne le crois pas homme à nous pousser à bout : Et puis ne nommant point, sait-on qui ce peut être ?')",-,0.0
"('#rosette', ""Il nous dépeint si bien, qu'il nous fait bien connaître, Et le madré qu'il est, fait tant par son esprit, Que souvent le rieur est celui dont on rit."")",-,0.0
"('#climene', ""Qu'importe. Mais ici l'on nous pourrait surprendre. Allons tout de ce pas nous offrir à Tersandre."")",-,0.0
"('#clarimond', ""Ragotin, est-il rien d'égal à mon malheur ? Je n'y saurais songer, sans mourir de douleur."")",-,0.0
"('#ragotin', ""Vous seriez assez fou, d'abandonner la vie. Pourquoi donc, s'il vous plaît ? "")",-,0.0
"('#clarimond', 'Tu connais bien Julie, Et sais que cet objet qui fait ma passion, Parut toujours sensible à mon affection.')",-,0.0
"('#ragotin', ""Oui, Monsieur, qu'en est-il ?"")",-,0.0
"('#clarimond', ""Apprends donc que son père, Loin de m'être propice, est à mes voeux contraire : Le père de Tersandre, et lui, sont bons amis ; De sorte qu'en secret tous deux se sont promis De marier un jour Julie avec Tersandre. Que faire là-dessus ?"")",-,0.0
"('#ragotin', 'Il faut vous aller pendre.')",-,0.0
"('#clarimond', ""Est-il temps de railler en l'état où je suis ?"")",-,0.0
"('#ragotin', 'Je ne vois que cela pour finir vos ennuis ; Car si dans un moment tout ne vous est prospère, La mort est justement en qui mon maître espère.')",-,0.0
"('#clarimond', 'Qui ne la chercherait au point où me voilà ?')",-,0.0
"('#ragotin', ""Aidons-nous, comme on dit, le Ciel nous aidera. Je sais de bonne part que ce rival Tersandre N'eut jamais pour Julie en son âme aucun tendre, Et je vous puis de même assurer aujourd'hui Que Julie en son cour n'en a non plus pour lui ; Que bien loin qu'elle soit le sujet de sa peine, Que ce Tersandre en tient pour certaine Climène, Dont le père aussitôt qu'il apprit leur amour, La fit dans un couvent mettre par un beau jour, Pour l'ôter promptement des yeux de ce Tersandre. De crainte qu'il ne fit à son honneur esclandre. Tersandre de cela se sentant enragé, Fut contraint malgré lui de prendre son congé, Et de s'en revenir au logis de son père, Qui veut avec Julie achever leur affaire. Mais Tersandre coiffé de ses autres amours, Au lieu de se hâter, veut reculer toujours, Attendant que le Ciel inspire dans son âme Un moyen pour revoir le sujet de sa flamme. Donc puisque contre vous il ne s'avance rien, Vous devez cependant avancer votre bien. Voilà ce que je puis là-dessus vous apprendre."")",-,0.0
"('#clarimond', 'De qui sais-tu cela ?')",-,0.0
"('#ragotin', ""Du valet de Tersandre, De Guillot, en buvant chopine avecque lui, Il m'a tout découvert de son maître l'ennui ; La maison de Julie, et la sienne, et la nôtre, Étant vison visu, nous nous voyons l'un l'autre; Ses suivantes, Guillot, nous nous divertissons. En ce lieu bien souvent nous disons des chansons; Et comme nous savons assez bien la musique, Nous fîmes hier un air où notre amour s'explique, Que nous devons chanter ici dans un moment. Ainsi je saurai tout indubitablement."")",-,0.0
"('#clarimond', 'Je saurai de tes soins aussi te satisfaire.')",-,0.0
"('#ragotin', 'Laissons les compliments, songeons à votre affaire; Tersandre se voyant par son père presser, Pourrait bien contre vous quelque chose avancer. Il vient ici, sortons.')",-,0.0
"('#guillot', ""Hé bien, Monsieur mon maître, Par votre seule faute on nous envoie paître; Vous avez tant fait voir votre teste à l'évent, Qu'enfin votre Climène est au fond d'un couvent. Ah ! Si vous eussiez fait votre amour en cachette, Comme faisait Guillot..."")",-,0.0
"('#tersandre', 'Mais quoi, la chose est faite.')",-,0.0
"('#guillot', ""Ce que je trouve encor de fâcheux en cela, C'est que votre pater vous déshéritera, S'il apprend une fois que votre amour vous lie Avec un autre objet que la belle Julie."")",-,0.0
"('#tersandre', ""C'est là ce qui me force à me rendre chez lui. Hélas que dois-je faire en ce pressant ennui ?"")",-,0.0
"('#guillot', ""À Julie il vous faut feindre fort bonne mine, De peur que le vieillard contre vous se mutine, Entretenant si bien votre autre amour sous main, Qu'il ne vous puisse pas sevrer de son douzain."")",-,0.0
"('#tersandre', 'Mais, Guillot, quand revoir mon aimable Climene?')",-,0.0
"('#guillot', ""Si vous eussiez voulu nous serions moins en peine, Votre Climène encor serait auprès de vous, Au lieu qu'elle se voit dans la boîte aux cailloux ; Joint qu'il est difficile, où son sort l'a su mettre, De lui faire tenir le moindre mot de lettre; Car si l'on aperçoit en ce lieu vos couleurs, On renvoiera vos gens avecque vos douceurs."")",-,0.0
"('#tersandre', ""Je dois prendre un laquais vêtu tel qu'il puisse être, Je saurai m'en servir."")",-,0.0
"('#guillot', 'Sans votre beau bissêtre Vous verriez votre objet, et moi le mien aussi, Et nous ne serions pas, Monsieur, où nous voici.')",-,0.0
"('#tersandre', ""Quoi ! Tu faisais l'amour, serait-il bien possible ?"")",-,0.0
